prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has billing period,has billing period,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,makes measurement,provides measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.8066; levenshtein=0.6842; semantic=0.9201; sequence_match=0.7429,False,0.8232,True,selected
ObjectProperty,has property,uses tariff,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.0909; semantic=0.5058; sequence_match=0.1905,False,0.3698,False,top-3 avg score 0.3698 < final_threshold 0.7
ObjectProperty,hasGeometry,defined for location,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4441; levenshtein=0.1667; semantic=0.4915; sequence_match=0.1379,False,0.3674,False,top-3 avg score 0.3674 < final_threshold 0.7
ObjectProperty,has billing period,uses tariff,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3833; levenshtein=0.1875; semantic=0.4879; sequence_match=0.2308,False,0.3673,False,top-3 avg score 0.3673 < final_threshold 0.7
ObjectProperty,has phenomenon time,defined for location,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5133; levenshtein=0.2222; semantic=0.3646; sequence_match=0.1714,False,0.3667,False,top-3 avg score 0.3667 < final_threshold 0.7
ObjectProperty,has billing period,composed of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4667; levenshtein=0.1250; semantic=0.4010; sequence_match=0.2308,False,0.3661,False,top-3 avg score 0.3661 < final_threshold 0.7
ObjectProperty,feature is measured by device,has temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.2000; semantic=0.3460; sequence_match=0.2326,False,0.3657,False,top-3 avg score 0.3657 < final_threshold 0.7
ObjectProperty,makes measurement,has billing period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4750; levenshtein=0.1250; semantic=0.4318; sequence_match=0.1875,False,0.3648,False,top-3 avg score 0.3648 < final_threshold 0.7
ObjectProperty,is measured by device,defined for location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4497; levenshtein=0.0556; semantic=0.4222; sequence_match=0.2222,False,0.3647,False,top-3 avg score 0.3647 < final_threshold 0.7
ObjectProperty,isKPIOf,defined for location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4206; levenshtein=0.1667; semantic=0.4169; sequence_match=0.2400,False,0.3592,False,top-3 avg score 0.3592 < final_threshold 0.7
ObjectProperty,makes measurement,composed of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3847; levenshtein=0.1875; semantic=0.4984; sequence_match=0.1538,False,0.3569,False,top-3 avg score 0.3569 < final_threshold 0.7
ObjectProperty,has key performance indicator,uses tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4991; levenshtein=0.1538; semantic=0.4005; sequence_match=0.1667,False,0.3554,False,top-3 avg score 0.3554 < final_threshold 0.7
ObjectProperty,isKPIOf,has temporal setting,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5317; levenshtein=0.1667; semantic=0.3669; sequence_match=0.0800,False,0.3551,False,top-3 avg score 0.3551 < final_threshold 0.7
ObjectProperty,has phenomenon time,uses tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4618; levenshtein=0.1765; semantic=0.4218; sequence_match=0.1481,False,0.3533,False,top-3 avg score 0.3533 < final_threshold 0.7
ObjectProperty,has property,defined for location,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4453; levenshtein=0.1111; semantic=0.4713; sequence_match=0.1379,False,0.3515,False,top-3 avg score 0.3515 < final_threshold 0.7
ObjectProperty,makes measurement,defined for location,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.4678; sequence_match=0.1176,False,0.3479,False,top-3 avg score 0.3479 < final_threshold 0.7
ObjectProperty,has billing period,provides measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4035; levenshtein=0.1053; semantic=0.4537; sequence_match=0.1714,False,0.3429,False,top-3 avg score 0.3429 < final_threshold 0.7
ObjectProperty,measurement made by,defined for location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5050; levenshtein=0.1111; semantic=0.4028; sequence_match=0.1143,False,0.3407,False,top-3 avg score 0.3407 < final_threshold 0.7
ObjectProperty,feature is measured by device,composed of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4333; levenshtein=0.1600; semantic=0.3915; sequence_match=0.1714,False,0.3321,False,top-3 avg score 0.3321 < final_threshold 0.7
ObjectProperty,feature is measured by device,has billing period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4296; levenshtein=0.1600; semantic=0.3567; sequence_match=0.1951,False,0.3272,False,top-3 avg score 0.3272 < final_threshold 0.7
DatatypeProperty,has fabrication number,fabrication number,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8912; levenshtein=0.8500; semantic=0.9316; sequence_match=0.9189,False,0.9139,True,selected
DatatypeProperty,has firmware version,firmware version,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8778; levenshtein=0.8333; semantic=0.9220; sequence_match=0.9091,False,0.903,True,selected
DatatypeProperty,has manufacturer,manufacturer,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8500; levenshtein=0.8000; semantic=0.9217; sequence_match=0.8889,False,0.8869,True,selected
DatatypeProperty,has version,version,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8048; levenshtein=0.7000; semantic=0.9101; sequence_match=0.8235,False,0.8461,True,selected
DatatypeProperty,has model,model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.8750; levenshtein=0.6250; semantic=0.8790; sequence_match=0.7692,False,0.8411,True,selected
DatatypeProperty,has timestamp,recording timestamp,semantic+jaro_winkler+sequence_match,jaro_winkler=0.7130; levenshtein=0.5000; semantic=0.8186; sequence_match=0.6000,False,0.7105,True,selected
DatatypeProperty,has hardware version,firmware version,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7944; levenshtein=0.6667; semantic=0.7055; sequence_match=0.7273,False,0.7424,False,pred already taken by 'has firmware version'
DatatypeProperty,has version,firmware version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6528; levenshtein=0.5333; semantic=0.7954; sequence_match=0.6400,False,0.6961,False,top-3 avg score 0.6961 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,radio frequency level,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6696; levenshtein=0.3750; semantic=0.7023; sequence_match=0.6512,False,0.6743,False,top-3 avg score 0.6743 < final_threshold 0.7
DatatypeProperty,has start timestamp,recording timestamp,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6146; levenshtein=0.5000; semantic=0.7279; sequence_match=0.5714,False,0.638,False,top-3 avg score 0.6380 < final_threshold 0.7
DatatypeProperty,has firmware version,version,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4206; levenshtein=0.3889; semantic=0.8183; sequence_match=0.5600,False,0.5996,False,top-3 avg score 0.5996 < final_threshold 0.7
DatatypeProperty,requires power,power,semantic+sequence_match+levenshtein,jaro_winkler=0.3513; levenshtein=0.3846; semantic=0.8094; sequence_match=0.5556,False,0.5832,False,top-3 avg score 0.5832 < final_threshold 0.7
DatatypeProperty,has start timestamp,tariff start date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6723; levenshtein=0.2353; semantic=0.5585; sequence_match=0.5000,False,0.5769,False,top-3 avg score 0.5769 < final_threshold 0.7
DatatypeProperty,has fabrication number,manufacturer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6593; levenshtein=0.3500; semantic=0.6733; sequence_match=0.3750,False,0.5692,False,top-3 avg score 0.5692 < final_threshold 0.7
DatatypeProperty,has hardware version,version,semantic+sequence_match+levenshtein,jaro_winkler=0.2989; levenshtein=0.3889; semantic=0.7456; sequence_match=0.5600,False,0.5648,False,top-3 avg score 0.5648 < final_threshold 0.7
DatatypeProperty,has version,period end,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6852; levenshtein=0.2000; semantic=0.4307; sequence_match=0.5263,False,0.5474,False,top-3 avg score 0.5474 < final_threshold 0.7
DatatypeProperty,has manufacturer,fabrication number,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5617; levenshtein=0.2353; semantic=0.6419; sequence_match=0.3750,False,0.5262,False,top-3 avg score 0.5262 < final_threshold 0.7
DatatypeProperty,has model,measured value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6261; levenshtein=0.3077; semantic=0.5193; sequence_match=0.3810,False,0.5088,False,top-3 avg score 0.5088 < final_threshold 0.7
DatatypeProperty,requires power,radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6109; levenshtein=0.2632; semantic=0.5312; sequence_match=0.3750,False,0.5057,False,top-3 avg score 0.5057 < final_threshold 0.7
DatatypeProperty,has hardware version,measured value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6033; levenshtein=0.2222; semantic=0.5203; sequence_match=0.3871,False,0.5036,False,top-3 avg score 0.5036 < final_threshold 0.7
DatatypeProperty,has firmware version,fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.1111; semantic=0.5613; sequence_match=0.3429,False,0.5018,False,top-3 avg score 0.5018 < final_threshold 0.7
DatatypeProperty,has firmware version,manufacturer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5146; levenshtein=0.2222; semantic=0.5905; sequence_match=0.4000,False,0.5017,False,top-3 avg score 0.5017 < final_threshold 0.7
DatatypeProperty,has version,interval duration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6173; levenshtein=0.3125; semantic=0.4867; sequence_match=0.3846,False,0.4962,False,top-3 avg score 0.4962 < final_threshold 0.7
DatatypeProperty,has firmware version,interval duration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6269; levenshtein=0.2778; semantic=0.5033; sequence_match=0.3529,False,0.4944,False,top-3 avg score 0.4944 < final_threshold 0.7
DatatypeProperty,has firmware version,tariff duration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6402; levenshtein=0.3333; semantic=0.4512; sequence_match=0.3750,False,0.4888,False,top-3 avg score 0.4888 < final_threshold 0.7
DatatypeProperty,has firmware version,measured value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5616; levenshtein=0.1667; semantic=0.5107; sequence_match=0.3871,False,0.4865,False,top-3 avg score 0.4865 < final_threshold 0.7
DatatypeProperty,requires power,firmware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6530; levenshtein=0.1333; semantic=0.5130; sequence_match=0.2857,False,0.4839,False,top-3 avg score 0.4839 < final_threshold 0.7
DatatypeProperty,has version,fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5980; levenshtein=0.2353; semantic=0.4719; sequence_match=0.3704,False,0.4801,False,top-3 avg score 0.4801 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,period start,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6982; levenshtein=0.2917; semantic=0.3987; sequence_match=0.3429,False,0.4799,False,top-3 avg score 0.4799 < final_threshold 0.7
DatatypeProperty,has version,tariff duration,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6190; levenshtein=0.3571; semantic=0.4019; sequence_match=0.4167,False,0.4792,False,top-3 avg score 0.4792 < final_threshold 0.7
DatatypeProperty,has start timestamp,period start,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4661; levenshtein=0.2941; semantic=0.6142; sequence_match=0.3571,False,0.4792,False,top-3 avg score 0.4792 < final_threshold 0.7
DatatypeProperty,requires power,version,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5663; levenshtein=0.3077; semantic=0.5485; sequence_match=0.2000,False,0.4742,False,top-3 avg score 0.4742 < final_threshold 0.7
DatatypeProperty,has hardware version,manufacturer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4981; levenshtein=0.2222; semantic=0.5880; sequence_match=0.3333,False,0.4732,False,top-3 avg score 0.4732 < final_threshold 0.7
DatatypeProperty,has hardware version,tariff duration,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5886; levenshtein=0.3333; semantic=0.3885; sequence_match=0.4375,False,0.4716,False,top-3 avg score 0.4716 < final_threshold 0.7
DatatypeProperty,has fabrication number,tariff duration,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6048; levenshtein=0.3000; semantic=0.3382; sequence_match=0.4706,False,0.4712,False,top-3 avg score 0.4712 < final_threshold 0.7
DatatypeProperty,has fabrication number,version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5881; levenshtein=0.2000; semantic=0.5221; sequence_match=0.2963,False,0.4688,False,top-3 avg score 0.4688 < final_threshold 0.7
DatatypeProperty,has fabrication number,firmware version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.1500; semantic=0.5586; sequence_match=0.2857,False,0.4666,False,top-3 avg score 0.4666 < final_threshold 0.7
DatatypeProperty,has firmware version,radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5468; levenshtein=0.1053; semantic=0.5188; sequence_match=0.3243,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,interval duration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2500; semantic=0.4273; sequence_match=0.3500,False,0.4628,False,top-3 avg score 0.4628 < final_threshold 0.7
DatatypeProperty,has manufacturer,tariff start date,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6056; levenshtein=0.2000; semantic=0.3822; sequence_match=0.4000,False,0.4626,False,top-3 avg score 0.4626 < final_threshold 0.7
DatatypeProperty,has timestamp,tariff start date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.2667; semantic=0.4909; sequence_match=0.3704,False,0.4612,False,top-3 avg score 0.4612 < final_threshold 0.7
DatatypeProperty,requires power,recording timestamp,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.2222; semantic=0.4487; sequence_match=0.3871,False,0.461,False,top-3 avg score 0.4610 < final_threshold 0.7
DatatypeProperty,has hardware version,interval duration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6269; levenshtein=0.2778; semantic=0.4528; sequence_match=0.2941,False,0.4579,False,top-3 avg score 0.4579 < final_threshold 0.7
DatatypeProperty,has manufacturer,measured value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5731; levenshtein=0.2667; semantic=0.4380; sequence_match=0.3571,False,0.4561,False,top-3 avg score 0.4561 < final_threshold 0.7
DatatypeProperty,has model,version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5892; sequence_match=0.2667,False,0.4559,False,top-3 avg score 0.4559 < final_threshold 0.7
DatatypeProperty,has version,geolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5045; levenshtein=0.2727; semantic=0.4785; sequence_match=0.3810,False,0.4547,False,top-3 avg score 0.4547 < final_threshold 0.7
DatatypeProperty,has start timestamp,interval duration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5204; levenshtein=0.1176; semantic=0.6002; sequence_match=0.2424,False,0.4543,False,top-3 avg score 0.4543 < final_threshold 0.7
DatatypeProperty,has timestamp,measured value,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4671; levenshtein=0.2308; semantic=0.5750; sequence_match=0.3200,False,0.454,False,top-3 avg score 0.4540 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,measured value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5410; levenshtein=0.2917; semantic=0.4397; sequence_match=0.3784,False,0.453,False,top-3 avg score 0.4530 < final_threshold 0.7
DatatypeProperty,requires power,measured value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5299; levenshtein=0.2308; semantic=0.5174; sequence_match=0.3077,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.7
DatatypeProperty,has version,period start,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5182; levenshtein=0.0909; semantic=0.4539; sequence_match=0.3810,False,0.451,False,top-3 avg score 0.4510 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,period end,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5470; levenshtein=0.2917; semantic=0.3800; sequence_match=0.4242,False,0.4504,False,top-3 avg score 0.4504 < final_threshold 0.7
DatatypeProperty,has fabrication number,interval duration,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5750; levenshtein=0.2000; semantic=0.3844; sequence_match=0.3889,False,0.4494,False,top-3 avg score 0.4494 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,firmware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5944; levenshtein=0.2083; semantic=0.4456; sequence_match=0.3077,False,0.4492,False,top-3 avg score 0.4492 < final_threshold 0.7
DatatypeProperty,has model,period end,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.3333; semantic=0.4213; sequence_match=0.3529,False,0.4479,False,top-3 avg score 0.4479 < final_threshold 0.7
DatatypeProperty,has model,power,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.2500; semantic=0.4827; sequence_match=0.3077,False,0.4468,False,top-3 avg score 0.4468 < final_threshold 0.7
DatatypeProperty,has timestamp,fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5036; levenshtein=0.1765; semantic=0.4874; sequence_match=0.3448,False,0.4453,False,top-3 avg score 0.4453 < final_threshold 0.7
DatatypeProperty,requires power,period start,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5579; levenshtein=0.2308; semantic=0.5208; sequence_match=0.2500,False,0.4429,False,top-3 avg score 0.4429 < final_threshold 0.7
DatatypeProperty,has fabrication number,geolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5040; levenshtein=0.3000; semantic=0.4356; sequence_match=0.3871,False,0.4422,False,top-3 avg score 0.4422 < final_threshold 0.7
DatatypeProperty,has firmware version,billing period end,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5136; levenshtein=0.1667; semantic=0.4599; sequence_match=0.3529,False,0.4421,False,top-3 avg score 0.4421 < final_threshold 0.7
DatatypeProperty,has hardware version,geolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5286; levenshtein=0.2222; semantic=0.5204; sequence_match=0.2759,False,0.4416,False,top-3 avg score 0.4416 < final_threshold 0.7
DatatypeProperty,requires power,manufacturer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5470; levenshtein=0.2308; semantic=0.5376; sequence_match=0.2400,False,0.4415,False,top-3 avg score 0.4415 < final_threshold 0.7
DatatypeProperty,has version,measured value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4949; levenshtein=0.2308; semantic=0.4807; sequence_match=0.3478,False,0.4411,False,top-3 avg score 0.4411 < final_threshold 0.7
DatatypeProperty,has fabrication number,billing date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5669; levenshtein=0.2500; semantic=0.4326; sequence_match=0.3226,False,0.4407,False,top-3 avg score 0.4407 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5075; levenshtein=0.2500; semantic=0.4255; sequence_match=0.3871,False,0.44,False,top-3 avg score 0.4400 < final_threshold 0.7
DatatypeProperty,has fabrication number,tariff start date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.2000; semantic=0.3982; sequence_match=0.3429,False,0.4378,False,top-3 avg score 0.4378 < final_threshold 0.7
DatatypeProperty,has timestamp,period start,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5152; levenshtein=0.3333; semantic=0.4502; sequence_match=0.3478,False,0.4377,False,top-3 avg score 0.4377 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,tariff duration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6268; levenshtein=0.2500; semantic=0.3703; sequence_match=0.3158,False,0.4376,False,top-3 avg score 0.4376 < final_threshold 0.7
DatatypeProperty,has start timestamp,fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5126; levenshtein=0.1176; semantic=0.4457; sequence_match=0.3529,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.7
DatatypeProperty,requires power,interval duration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5566; levenshtein=0.0625; semantic=0.5455; sequence_match=0.2069,False,0.4364,False,top-3 avg score 0.4364 < final_threshold 0.7
DatatypeProperty,has fabrication number,measured value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5316; levenshtein=0.2000; semantic=0.4698; sequence_match=0.3030,False,0.4348,False,top-3 avg score 0.4348 < final_threshold 0.7
DatatypeProperty,has firmware version,geolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5286; levenshtein=0.2222; semantic=0.4879; sequence_match=0.2759,False,0.4308,False,top-3 avg score 0.4308 < final_threshold 0.7
DatatypeProperty,has start timestamp,billing period start,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4574; levenshtein=0.2222; semantic=0.5469; sequence_match=0.2857,False,0.43,False,top-3 avg score 0.4300 < final_threshold 0.7
DatatypeProperty,has hardware version,fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5133; levenshtein=0.1111; semantic=0.4901; sequence_match=0.2857,False,0.4297,False,top-3 avg score 0.4297 < final_threshold 0.7
DatatypeProperty,has model,radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5627; levenshtein=0.2105; semantic=0.4277; sequence_match=0.2963,False,0.4289,False,top-3 avg score 0.4289 < final_threshold 0.7
DatatypeProperty,has timestamp,interval duration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.0625; semantic=0.5573; sequence_match=0.2143,False,0.4285,False,top-3 avg score 0.4285 < final_threshold 0.7
DatatypeProperty,has start timestamp,measured value,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4929; levenshtein=0.1765; semantic=0.5230; sequence_match=0.2667,False,0.4275,False,top-3 avg score 0.4275 < final_threshold 0.7
DatatypeProperty,requires power,period end,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5134; levenshtein=0.2308; semantic=0.4964; sequence_match=0.2727,False,0.4275,False,top-3 avg score 0.4275 < final_threshold 0.7
DatatypeProperty,requires power,tariff duration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.0714; semantic=0.4718; sequence_match=0.2963,False,0.4273,False,top-3 avg score 0.4273 < final_threshold 0.7
DatatypeProperty,has fabrication number,recording timestamp,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5519; levenshtein=0.1500; semantic=0.4121; sequence_match=0.3158,False,0.4266,False,top-3 avg score 0.4266 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,geolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4998; levenshtein=0.2500; semantic=0.4363; sequence_match=0.3429,False,0.4263,False,top-3 avg score 0.4263 < final_threshold 0.7
DatatypeProperty,has version,billing period end,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4708; levenshtein=0.2500; semantic=0.4201; sequence_match=0.3846,False,0.4252,False,top-3 avg score 0.4252 < final_threshold 0.7
DatatypeProperty,has hardware version,radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5385; levenshtein=0.1053; semantic=0.4634; sequence_match=0.2703,False,0.4241,False,top-3 avg score 0.4241 < final_threshold 0.7
DatatypeProperty,has hardware version,tariff start date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5343; levenshtein=0.1667; semantic=0.4316; sequence_match=0.3030,False,0.423,False,top-3 avg score 0.4230 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,power,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.1250; semantic=0.4876; sequence_match=0.2069,False,0.4222,False,top-3 avg score 0.4222 < final_threshold 0.7
DatatypeProperty,has timestamp,billing date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4823; levenshtein=0.1667; semantic=0.5222; sequence_match=0.2609,False,0.4218,False,top-3 avg score 0.4218 < final_threshold 0.7
DatatypeProperty,has hardware version,period end,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1111; semantic=0.3935; sequence_match=0.3704,False,0.4213,False,top-3 avg score 0.4213 < final_threshold 0.7
DatatypeProperty,has timestamp,model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.0833; semantic=0.5062; sequence_match=0.2353,False,0.4213,False,top-3 avg score 0.4213 < final_threshold 0.7
DatatypeProperty,requires power,fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5596; levenshtein=0.2353; semantic=0.4367; sequence_match=0.2667,False,0.421,False,top-3 avg score 0.4210 < final_threshold 0.7
DatatypeProperty,has hardware version,model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5037; levenshtein=0.1111; semantic=0.5839; sequence_match=0.1739,False,0.4205,False,top-3 avg score 0.4205 < final_threshold 0.7
DatatypeProperty,has version,power,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.2000; semantic=0.4540; sequence_match=0.2667,False,0.418,False,top-3 avg score 0.4180 < final_threshold 0.7
DatatypeProperty,has start timestamp,manufacturer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5036; levenshtein=0.2353; semantic=0.4723; sequence_match=0.2759,False,0.4173,False,top-3 avg score 0.4173 < final_threshold 0.7
DatatypeProperty,has firmware version,recording timestamp,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.0556; semantic=0.4801; sequence_match=0.2222,False,0.4162,False,top-3 avg score 0.4162 < final_threshold 0.7
DatatypeProperty,has timestamp,firmware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5167; levenshtein=0.0667; semantic=0.5090; sequence_match=0.2222,False,0.416,False,top-3 avg score 0.4160 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,billing period end,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5694; levenshtein=0.2083; semantic=0.3277; sequence_match=0.3500,False,0.4157,False,top-3 avg score 0.4157 < final_threshold 0.7
DatatypeProperty,has model,tariff start date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5250; levenshtein=0.2000; semantic=0.3721; sequence_match=0.3478,False,0.415,False,top-3 avg score 0.4150 < final_threshold 0.7
DatatypeProperty,has timestamp,version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.0833; semantic=0.5829; sequence_match=0.2105,False,0.4139,False,top-3 avg score 0.4139 < final_threshold 0.7
DatatypeProperty,has firmware version,power,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1667; semantic=0.4995; sequence_match=0.2609,False,0.4127,False,top-3 avg score 0.4127 < final_threshold 0.7
DatatypeProperty,has hardware version,power,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1667; semantic=0.4972; sequence_match=0.2609,False,0.412,False,top-3 avg score 0.4120 < final_threshold 0.7
DatatypeProperty,has manufacturer,firmware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4889; levenshtein=0.0667; semantic=0.4794; sequence_match=0.2667,False,0.4117,False,top-3 avg score 0.4117 < final_threshold 0.7
DatatypeProperty,has version,billing period start,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.1667; semantic=0.4128; sequence_match=0.2857,False,0.4106,False,top-3 avg score 0.4106 < final_threshold 0.7
DatatypeProperty,requires power,billing period start,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4996; levenshtein=0.2222; semantic=0.4726; sequence_match=0.2581,False,0.4101,False,top-3 avg score 0.4101 < final_threshold 0.7
