prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,involves player,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4934; levenshtein=0.2857; semantic=0.6393; sequence_match=0.4348,False,0.5225,False,top-3 avg score 0.5225 < final_threshold 0.7
ObjectProperty,purchases game offering,contained in game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5651; levenshtein=0.1429; semantic=0.6133; sequence_match=0.3889,False,0.5224,False,top-3 avg score 0.5224 < final_threshold 0.7
ObjectProperty,has game genre,has made IAP,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.4167; semantic=0.4561; sequence_match=0.4545,False,0.5184,False,top-3 avg score 0.5184 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has playing area,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6469; levenshtein=0.3158; semantic=0.4233; sequence_match=0.4848,False,0.5183,False,top-3 avg score 0.5183 < final_threshold 0.7
ObjectProperty,has playing area,has made IAP,jaro_winkler+semantic+levenshtein,jaro_winkler=0.8242; levenshtein=0.3571; semantic=0.3733; sequence_match=0.3333,False,0.5182,False,top-3 avg score 0.5182 < final_threshold 0.7
ObjectProperty,lives in,is friend of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6714; levenshtein=0.2000; semantic=0.5282; sequence_match=0.3529,False,0.5175,False,top-3 avg score 0.5175 < final_threshold 0.7
ObjectProperty,has leaderboard,has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5635; levenshtein=0.2857; semantic=0.6312; sequence_match=0.3571,False,0.5173,False,top-3 avg score 0.5173 < final_threshold 0.7
ObjectProperty,is character in game,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6594; levenshtein=0.2941; semantic=0.5049; sequence_match=0.3871,False,0.5171,False,top-3 avg score 0.5171 < final_threshold 0.7
ObjectProperty,is character in game,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6256; levenshtein=0.2941; semantic=0.5043; sequence_match=0.4167,False,0.5155,False,top-3 avg score 0.5155 < final_threshold 0.7
ObjectProperty,has leaderboard,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.5434; sequence_match=0.3810,False,0.5145,False,top-3 avg score 0.5145 < final_threshold 0.7
ObjectProperty,has achievement,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2143; semantic=0.5355; sequence_match=0.4348,False,0.5137,False,top-3 avg score 0.5137 < final_threshold 0.7
ObjectProperty,plays game,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2143; semantic=0.5355; sequence_match=0.4348,False,0.5137,False,top-3 avg score 0.5137 < final_threshold 0.7
ObjectProperty,is session in game,last played game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5540; levenshtein=0.3333; semantic=0.5709; sequence_match=0.4138,False,0.5129,False,top-3 avg score 0.5129 < final_threshold 0.7
ObjectProperty,has feature,has made IAP,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6000; levenshtein=0.3000; semantic=0.4380; sequence_match=0.5000,False,0.5127,False,top-3 avg score 0.5127 < final_threshold 0.7
ObjectProperty,has achievement,owns item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.2143; semantic=0.5787; sequence_match=0.3636,False,0.5125,False,top-3 avg score 0.5125 < final_threshold 0.7
ObjectProperty,owns item,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.2143; semantic=0.5787; sequence_match=0.3636,False,0.5125,False,top-3 avg score 0.5125 < final_threshold 0.7
ObjectProperty,has character,has made IAP,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6444; levenshtein=0.3333; semantic=0.4368; sequence_match=0.4545,False,0.5119,False,top-3 avg score 0.5119 < final_threshold 0.7
ObjectProperty,plays game,contained in game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4963; levenshtein=0.3333; semantic=0.6205; sequence_match=0.4167,False,0.5111,False,top-3 avg score 0.5111 < final_threshold 0.7
ObjectProperty,owns item,has type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.1250; semantic=0.5282; sequence_match=0.4000,False,0.5098,False,top-3 avg score 0.5098 < final_threshold 0.7
ObjectProperty,has achievement,usable item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5905; levenshtein=0.2857; semantic=0.5197; sequence_match=0.4167,False,0.5089,False,top-3 avg score 0.5089 < final_threshold 0.7
ObjectProperty,is friend with player,last played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.1111; semantic=0.4838; sequence_match=0.4375,False,0.5082,False,top-3 avg score 0.5082 < final_threshold 0.7
ObjectProperty,has feature,usable item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.2000; semantic=0.5228; sequence_match=0.4000,False,0.5076,False,top-3 avg score 0.5076 < final_threshold 0.7
ObjectProperty,is session in game,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4963; levenshtein=0.3333; semantic=0.6093; sequence_match=0.4167,False,0.5074,False,top-3 avg score 0.5074 < final_threshold 0.7
ObjectProperty,has playing area,last played by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5992; levenshtein=0.3571; semantic=0.3825; sequence_match=0.5385,False,0.5067,False,top-3 avg score 0.5067 < final_threshold 0.7
ObjectProperty,involves player,last played by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5516; levenshtein=0.2857; semantic=0.4290; sequence_match=0.5385,False,0.5063,False,top-3 avg score 0.5063 < final_threshold 0.7
ObjectProperty,purchases game offering,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.1905; semantic=0.5093; sequence_match=0.3571,False,0.5057,False,top-3 avg score 0.5057 < final_threshold 0.7
ObjectProperty,has achievement,last played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5635; levenshtein=0.2143; semantic=0.5242; sequence_match=0.4286,False,0.5054,False,top-3 avg score 0.5054 < final_threshold 0.7
ObjectProperty,owns character,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6261; levenshtein=0.2308; semantic=0.5089; sequence_match=0.3810,False,0.5053,False,top-3 avg score 0.5053 < final_threshold 0.7
ObjectProperty,lives in,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.5512; sequence_match=0.3750,False,0.5049,False,top-3 avg score 0.5049 < final_threshold 0.7
ObjectProperty,has leaderboard,last played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5893; levenshtein=0.2857; semantic=0.4943; sequence_match=0.4286,False,0.5041,False,top-3 avg score 0.5041 < final_threshold 0.7
ObjectProperty,is character in game,offered by game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5493; levenshtein=0.3529; semantic=0.5622; sequence_match=0.4000,False,0.5038,False,top-3 avg score 0.5038 < final_threshold 0.7
ObjectProperty,has playing area,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5992; levenshtein=0.2857; semantic=0.5244; sequence_match=0.3846,False,0.5027,False,top-3 avg score 0.5027 < final_threshold 0.7
ObjectProperty,lives in,usable in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.1667; semantic=0.4432; sequence_match=0.4211,False,0.5026,False,top-3 avg score 0.5026 < final_threshold 0.7
ObjectProperty,is character in game,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6346; levenshtein=0.2353; semantic=0.4864; sequence_match=0.3846,False,0.5019,False,top-3 avg score 0.5019 < final_threshold 0.7
ObjectProperty,is session in game,offered by game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5726; levenshtein=0.3333; semantic=0.5732; sequence_match=0.3571,False,0.501,False,top-3 avg score 0.5010 < final_threshold 0.7
ObjectProperty,is player in session,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5621; levenshtein=0.2941; semantic=0.5554; sequence_match=0.3846,False,0.5007,False,top-3 avg score 0.5007 < final_threshold 0.7
ObjectProperty,has achievement,has made IAP,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6206; levenshtein=0.2857; semantic=0.4628; sequence_match=0.4167,False,0.5,False,top-3 avg score 0.5000 < final_threshold 0.7
ObjectProperty,owns character,has friend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5427; levenshtein=0.1538; semantic=0.5936; sequence_match=0.3636,False,0.5,False,top-3 avg score 0.5000 < final_threshold 0.7
ObjectProperty,is player in session,is friend of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6563; levenshtein=0.3529; semantic=0.3986; sequence_match=0.4444,False,0.4998,False,top-3 avg score 0.4998 < final_threshold 0.7
ObjectProperty,has playing area,played by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.2857; semantic=0.5329; sequence_match=0.4545,False,0.4998,False,top-3 avg score 0.4998 < final_threshold 0.7
ObjectProperty,is character in session,is friend of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.3000; semantic=0.5208; sequence_match=0.4000,False,0.4995,False,top-3 avg score 0.4995 < final_threshold 0.7
ObjectProperty,has achievement,usable in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6210; levenshtein=0.2857; semantic=0.4924; sequence_match=0.3846,False,0.4993,False,top-3 avg score 0.4993 < final_threshold 0.7
ObjectProperty,has playing area,made by player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.2857; semantic=0.4842; sequence_match=0.4615,False,0.4991,False,top-3 avg score 0.4991 < final_threshold 0.7
ObjectProperty,owns achievement,usable item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2667; semantic=0.4838; sequence_match=0.4000,False,0.4983,False,top-3 avg score 0.4983 < final_threshold 0.7
ObjectProperty,purchases game offering,last played game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5258; levenshtein=0.2381; semantic=0.5675; sequence_match=0.4000,False,0.4978,False,top-3 avg score 0.4978 < final_threshold 0.7
ObjectProperty,is session in game,lives in,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6159; levenshtein=0.2667; semantic=0.4196; sequence_match=0.4545,False,0.4967,False,top-3 avg score 0.4967 < final_threshold 0.7
ObjectProperty,is friend with player,played by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.1667; semantic=0.5913; sequence_match=0.3846,False,0.4966,False,top-3 avg score 0.4966 < final_threshold 0.7
ObjectProperty,has feature,last played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6206; levenshtein=0.2857; semantic=0.4520; sequence_match=0.4167,False,0.4964,False,top-3 avg score 0.4964 < final_threshold 0.7
ObjectProperty,has item,contained in game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.5956; sequence_match=0.3636,False,0.4962,False,top-3 avg score 0.4962 < final_threshold 0.7
ObjectProperty,is character in game,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6117; levenshtein=0.1765; semantic=0.4598; sequence_match=0.4138,False,0.4951,False,top-3 avg score 0.4951 < final_threshold 0.7
ObjectProperty,is player in session,has resident,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6076; levenshtein=0.2353; semantic=0.4478; sequence_match=0.4286,False,0.4947,False,top-3 avg score 0.4947 < final_threshold 0.7
ObjectProperty,has leaderboard,has type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.4840; sequence_match=0.3810,False,0.4947,False,top-3 avg score 0.4947 < final_threshold 0.7
ObjectProperty,has leaderboard,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5913; levenshtein=0.2857; semantic=0.5068; sequence_match=0.3846,False,0.4942,False,top-3 avg score 0.4942 < final_threshold 0.7
ObjectProperty,owns character,has type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.2308; semantic=0.5383; sequence_match=0.4000,False,0.4938,False,top-3 avg score 0.4938 < final_threshold 0.7
ObjectProperty,is player in session,last played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5420; levenshtein=0.2941; semantic=0.4875; sequence_match=0.4516,False,0.4937,False,top-3 avg score 0.4937 < final_threshold 0.7
ObjectProperty,is character in game,is friend of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5954; levenshtein=0.2941; semantic=0.5153; sequence_match=0.3704,False,0.4937,False,top-3 avg score 0.4937 < final_threshold 0.7
ObjectProperty,owns character,has resident,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5579; levenshtein=0.0769; semantic=0.5852; sequence_match=0.3333,False,0.4921,False,top-3 avg score 0.4921 < final_threshold 0.7
ObjectProperty,involves player,lives in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.2143; semantic=0.4435; sequence_match=0.3810,False,0.4917,False,top-3 avg score 0.4917 < final_threshold 0.7
ObjectProperty,has playing area,has resident,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6025; levenshtein=0.2857; semantic=0.4684; sequence_match=0.4000,False,0.4903,False,top-3 avg score 0.4903 < final_threshold 0.7
ObjectProperty,is event associated to player,contained in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.3200; semantic=0.4665; sequence_match=0.4000,False,0.4899,False,top-3 avg score 0.4899 < final_threshold 0.7
ObjectProperty,has game genre,contained in game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.2667; semantic=0.6442; sequence_match=0.3704,False,0.4882,False,top-3 avg score 0.4882 < final_threshold 0.7
ObjectProperty,owns character,has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5366; levenshtein=0.2143; semantic=0.6309; sequence_match=0.2963,False,0.488,False,top-3 avg score 0.4880 < final_threshold 0.7
ObjectProperty,has character,has equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.2500; semantic=0.5856; sequence_match=0.3333,False,0.4878,False,top-3 avg score 0.4878 < final_threshold 0.7
ObjectProperty,purchases game offering,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5968; levenshtein=0.2857; semantic=0.4664; sequence_match=0.4000,False,0.4877,False,top-3 avg score 0.4877 < final_threshold 0.7
ObjectProperty,has item,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4972; sequence_match=0.3750,False,0.487,False,top-3 avg score 0.4870 < final_threshold 0.7
ObjectProperty,plays game,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4972; sequence_match=0.3750,False,0.487,False,top-3 avg score 0.4870 < final_threshold 0.7
ObjectProperty,is achievement in game,offered by game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4813; levenshtein=0.3158; semantic=0.6033; sequence_match=0.3750,False,0.4866,False,top-3 avg score 0.4866 < final_threshold 0.7
ObjectProperty,purchases game offering,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6409; levenshtein=0.2857; semantic=0.4724; sequence_match=0.3448,False,0.486,False,top-3 avg score 0.4860 < final_threshold 0.7
ObjectProperty,has character,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5926; levenshtein=0.1667; semantic=0.4826; sequence_match=0.3810,False,0.4854,False,top-3 avg score 0.4854 < final_threshold 0.7
ObjectProperty,owns character,has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.3077; semantic=0.6139; sequence_match=0.4000,False,0.4853,False,top-3 avg score 0.4853 < final_threshold 0.7
ObjectProperty,is session in game,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6095; levenshtein=0.3333; semantic=0.4321; sequence_match=0.4138,False,0.4852,False,top-3 avg score 0.4852 < final_threshold 0.7
ObjectProperty,is achievement in game,lives in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6132; levenshtein=0.2632; semantic=0.4543; sequence_match=0.3846,False,0.484,False,top-3 avg score 0.4840 < final_threshold 0.7
ObjectProperty,involves player,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.2143; semantic=0.4992; sequence_match=0.4286,False,0.4839,False,top-3 avg score 0.4839 < final_threshold 0.7
ObjectProperty,owns item,offers achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5730; levenshtein=0.2941; semantic=0.4784; sequence_match=0.4000,False,0.4838,False,top-3 avg score 0.4838 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5944; levenshtein=0.1579; semantic=0.5539; sequence_match=0.3030,False,0.4838,False,top-3 avg score 0.4838 < final_threshold 0.7
ObjectProperty,involves character,lives in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6256; levenshtein=0.1765; semantic=0.4871; sequence_match=0.3333,False,0.482,False,top-3 avg score 0.4820 < final_threshold 0.7
ObjectProperty,is character in session,contained in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6222; levenshtein=0.2500; semantic=0.4227; sequence_match=0.4000,False,0.4816,False,top-3 avg score 0.4816 < final_threshold 0.7
ObjectProperty,has game genre,offered by game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4637; levenshtein=0.0769; semantic=0.6598; sequence_match=0.3200,False,0.4812,False,top-3 avg score 0.4812 < final_threshold 0.7
ObjectProperty,involves player,contained in game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4984; levenshtein=0.2000; semantic=0.5996; sequence_match=0.3448,False,0.4809,False,top-3 avg score 0.4809 < final_threshold 0.7
ObjectProperty,is achievement in game,last played game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4799; levenshtein=0.3158; semantic=0.5378; sequence_match=0.4242,False,0.4807,False,top-3 avg score 0.4807 < final_threshold 0.7
ObjectProperty,has item,offers achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6028; levenshtein=0.2353; semantic=0.4978; sequence_match=0.3333,False,0.478,False,top-3 avg score 0.4780 < final_threshold 0.7
ObjectProperty,has feature,usable in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.2500; semantic=0.4972; sequence_match=0.3636,False,0.4777,False,top-3 avg score 0.4777 < final_threshold 0.7
ObjectProperty,is player in session,made by player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.1176; semantic=0.4970; sequence_match=0.4138,False,0.4777,False,top-3 avg score 0.4777 < final_threshold 0.7
ObjectProperty,owns character,usable item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5692; levenshtein=0.2308; semantic=0.5142; sequence_match=0.3478,False,0.4771,False,top-3 avg score 0.4771 < final_threshold 0.7
ObjectProperty,is leaderboard in game,playing area of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5955; levenshtein=0.2632; semantic=0.3978; sequence_match=0.4375,False,0.4769,False,top-3 avg score 0.4769 < final_threshold 0.7
ObjectProperty,is character in session,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6140; levenshtein=0.2500; semantic=0.4715; sequence_match=0.3448,False,0.4768,False,top-3 avg score 0.4768 < final_threshold 0.7
ObjectProperty,owns character,contained in game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5094; levenshtein=0.1333; semantic=0.5623; sequence_match=0.3571,False,0.4763,False,top-3 avg score 0.4763 < final_threshold 0.7
ObjectProperty,has leaderboard,played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.2857; semantic=0.4708; sequence_match=0.3636,False,0.4762,False,top-3 avg score 0.4762 < final_threshold 0.7
ObjectProperty,has game genre,playing area of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.1538; semantic=0.4856; sequence_match=0.4000,False,0.4761,False,top-3 avg score 0.4761 < final_threshold 0.7
ObjectProperty,has leaderboard,last played by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5992; levenshtein=0.2857; semantic=0.3675; sequence_match=0.4615,False,0.4761,False,top-3 avg score 0.4761 < final_threshold 0.7
ObjectProperty,is friend with player,last played by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5787; levenshtein=0.2222; semantic=0.3806; sequence_match=0.4667,False,0.4753,False,top-3 avg score 0.4753 < final_threshold 0.7
ObjectProperty,is character in game,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4766; levenshtein=0.2941; semantic=0.5644; sequence_match=0.3846,False,0.4752,False,top-3 avg score 0.4752 < final_threshold 0.7
ObjectProperty,has character,last played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2143; semantic=0.4479; sequence_match=0.3846,False,0.4733,False,top-3 avg score 0.4733 < final_threshold 0.7
ObjectProperty,has leaderboard,made by player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6210; levenshtein=0.2143; semantic=0.4887; sequence_match=0.3077,False,0.4725,False,top-3 avg score 0.4725 < final_threshold 0.7
ObjectProperty,involves character,contained in game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5309; levenshtein=0.1765; semantic=0.5738; sequence_match=0.3125,False,0.4724,False,top-3 avg score 0.4724 < final_threshold 0.7
ObjectProperty,owns achievement,has friend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.2667; semantic=0.5608; sequence_match=0.3333,False,0.4721,False,top-3 avg score 0.4721 < final_threshold 0.7
ObjectProperty,has item,usable in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5770; levenshtein=0.2500; semantic=0.5220; sequence_match=0.3158,False,0.4716,False,top-3 avg score 0.4716 < final_threshold 0.7
ObjectProperty,purchases game offering,genre of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6587; levenshtein=0.1905; semantic=0.4702; sequence_match=0.2857,False,0.4715,False,top-3 avg score 0.4715 < final_threshold 0.7
ObjectProperty,is character in session,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5639; levenshtein=0.2000; semantic=0.4739; sequence_match=0.3750,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.7
ObjectProperty,has character,owns item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5417; levenshtein=0.1667; semantic=0.5710; sequence_match=0.3000,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.7
ObjectProperty,is character in game,lives in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6028; levenshtein=0.1765; semantic=0.4762; sequence_match=0.3333,False,0.4708,False,top-3 avg score 0.4708 < final_threshold 0.7
ObjectProperty,has item,last played by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6349; levenshtein=0.2500; semantic=0.3540; sequence_match=0.4211,False,0.47,False,top-3 avg score 0.4700 < final_threshold 0.7
ObjectProperty,owns item,last played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.1429; semantic=0.4490; sequence_match=0.3636,False,0.4693,False,top-3 avg score 0.4693 < final_threshold 0.7
ObjectProperty,purchases game offering,type of achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6480; levenshtein=0.1905; semantic=0.4359; sequence_match=0.3158,False,0.4666,False,top-3 avg score 0.4666 < final_threshold 0.7
ObjectProperty,is leaderboard in game,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4729; levenshtein=0.3158; semantic=0.5693; sequence_match=0.3571,False,0.4664,False,top-3 avg score 0.4664 < final_threshold 0.7
ObjectProperty,has item,achieved by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5738; levenshtein=0.2000; semantic=0.4718; sequence_match=0.3529,False,0.4662,False,top-3 avg score 0.4662 < final_threshold 0.7
ObjectProperty,is character in game,has made IAP,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6087; levenshtein=0.2941; semantic=0.3438; sequence_match=0.4444,False,0.4656,False,top-3 avg score 0.4656 < final_threshold 0.7
ObjectProperty,has leaderboard,achieved by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5651; levenshtein=0.2143; semantic=0.4930; sequence_match=0.3333,False,0.4638,False,top-3 avg score 0.4638 < final_threshold 0.7
ObjectProperty,has playing area,contained in game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4429; levenshtein=0.2667; semantic=0.5330; sequence_match=0.4138,False,0.4632,False,top-3 avg score 0.4632 < final_threshold 0.7
ObjectProperty,is achievement in game,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6466; levenshtein=0.2105; semantic=0.5120; sequence_match=0.2308,False,0.4631,False,top-3 avg score 0.4631 < final_threshold 0.7
ObjectProperty,purchases game offering,has equipment,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6151; levenshtein=0.2857; semantic=0.3496; sequence_match=0.4242,False,0.463,False,top-3 avg score 0.4630 < final_threshold 0.7
ObjectProperty,has game genre,made by player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.0833; semantic=0.4444; sequence_match=0.3333,False,0.463,False,top-3 avg score 0.4630 < final_threshold 0.7
ObjectProperty,owns achievement,usable in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5405; levenshtein=0.2667; semantic=0.4772; sequence_match=0.3704,False,0.4627,False,top-3 avg score 0.4627 < final_threshold 0.7
ObjectProperty,is character in session,has achievement,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6048; levenshtein=0.3000; semantic=0.4828; sequence_match=0.2353,False,0.4625,False,top-3 avg score 0.4625 < final_threshold 0.7
ObjectProperty,plays game,has type,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5886; levenshtein=0.3333; semantic=0.4653; sequence_match=0.2500,False,0.4624,False,top-3 avg score 0.4624 < final_threshold 0.7
ObjectProperty,is achievement in game,is friend of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5877; levenshtein=0.2632; semantic=0.4537; sequence_match=0.3448,False,0.4621,False,top-3 avg score 0.4621 < final_threshold 0.7
ObjectProperty,is player in session,usable in game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5698; levenshtein=0.2353; semantic=0.4018; sequence_match=0.4138,False,0.4618,False,top-3 avg score 0.4618 < final_threshold 0.7
ObjectProperty,has achievement,contained in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5603; levenshtein=0.1333; semantic=0.5452; sequence_match=0.2759,False,0.4605,False,top-3 avg score 0.4605 < final_threshold 0.7
ObjectProperty,has leaderboard,usable in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.2143; semantic=0.4446; sequence_match=0.3846,False,0.4603,False,top-3 avg score 0.4603 < final_threshold 0.7
ObjectProperty,lives in,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.2500; semantic=0.5121; sequence_match=0.3158,False,0.4598,False,top-3 avg score 0.4598 < final_threshold 0.7
ObjectProperty,has character,achieved by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4944; levenshtein=0.2500; semantic=0.5182; sequence_match=0.3636,False,0.4588,False,top-3 avg score 0.4588 < final_threshold 0.7
ObjectProperty,is character in session,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6079; levenshtein=0.2000; semantic=0.4665; sequence_match=0.2963,False,0.4569,False,top-3 avg score 0.4569 < final_threshold 0.7
ObjectProperty,has feature,made by player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.1667; semantic=0.4342; sequence_match=0.3636,False,0.4567,False,top-3 avg score 0.4567 < final_threshold 0.7
ObjectProperty,is achievement in game,usable item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5466; levenshtein=0.2632; semantic=0.4785; sequence_match=0.3448,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
