role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,haspermission,haspermission,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasduty,hasduty,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasconstraint,hasconstraint,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,consequence,isconsequenceof,jaro_winkler+sequence_match+semantic,jaro_winkler=0.8505; levenshtein=0.7333; semantic=0.8273; sequence_match=0.8462,False,0.8413,True,selected
property,partof,subclassof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.3000; semantic=0.4658; sequence_match=0.3750,False,0.4803,False,top-3 avg score 0.4803 < final_threshold 0.6
property,partof,hasright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4802; sequence_match=0.4286,False,0.4789,False,top-3 avg score 0.4789 < final_threshold 0.6
property,operand,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.3077; semantic=0.5766; sequence_match=0.4000,False,0.4788,False,top-3 avg score 0.4788 < final_threshold 0.6
property,onlyone,constrains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5762; levenshtein=0.3000; semantic=0.5065; sequence_match=0.3529,False,0.4785,False,top-3 avg score 0.4785 < final_threshold 0.6
property,andsequence,isexclusive,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5758; levenshtein=0.1818; semantic=0.4942; sequence_match=0.3636,False,0.4779,False,top-3 avg score 0.4779 < final_threshold 0.6
property,targetpolicy,hasparty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.2500; semantic=0.4170; sequence_match=0.4000,False,0.4770,False,top-3 avg score 0.4770 < final_threshold 0.6
property,failure,involves,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.1250; semantic=0.4286; sequence_match=0.4000,False,0.4766,False,top-3 avg score 0.4766 < final_threshold 0.6
property,haspermission,usesoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.2308; semantic=0.4867; sequence_match=0.4000,False,0.4765,False,top-3 avg score 0.4765 < final_threshold 0.6
property,consequence,isexclusive,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5697; levenshtein=0.1818; semantic=0.4953; sequence_match=0.3636,False,0.4762,False,top-3 avg score 0.4762 < final_threshold 0.6
property,operand,expressedvia,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5516; levenshtein=0.2500; semantic=0.5595; sequence_match=0.3158,False,0.4756,False,top-3 avg score 0.4756 < final_threshold 0.6
property,scope,constrains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.1000; semantic=0.6368; sequence_match=0.2667,False,0.4752,False,top-3 avg score 0.4752 < final_threshold 0.6
property,hasduty,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.6410; sequence_match=0.2667,False,0.4732,False,top-3 avg score 0.4732 < final_threshold 0.6
property,obligation,hasright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.2000; semantic=0.5357; sequence_match=0.3333,False,0.4730,False,top-3 avg score 0.4730 < final_threshold 0.6
property,hasduty,directlylinked,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5820; sequence_match=0.2857,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.6
property,function,isconsequenceof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2000; semantic=0.4808; sequence_match=0.3478,False,0.4716,False,top-3 avg score 0.4716 < final_threshold 0.6
property,remedy,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.5653; sequence_match=0.3077,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.6
property,failure,violates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6071; levenshtein=0.2500; semantic=0.5385; sequence_match=0.2667,False,0.4708,False,top-3 avg score 0.4708 < final_threshold 0.6
property,hasprohibition,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5767; levenshtein=0.2857; semantic=0.4847; sequence_match=0.3478,False,0.4697,False,top-3 avg score 0.4697 < final_threshold 0.6
property,onlyone,involves,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6071; levenshtein=0.2500; semantic=0.4015; sequence_match=0.4000,False,0.4695,False,top-3 avg score 0.4695 < final_threshold 0.6
property,hasprohibition,constrains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6381; levenshtein=0.1429; semantic=0.6038; sequence_match=0.1667,False,0.4695,False,top-3 avg score 0.4695 < final_threshold 0.6
property,assigner,hasparty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.4471; sequence_match=0.3750,False,0.4685,False,top-3 avg score 0.4685 < final_threshold 0.6
property,inheritsfrom,isconsequenceof,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.2667; semantic=0.5852; sequence_match=0.2963,False,0.4679,False,top-3 avg score 0.4679 < final_threshold 0.6
property,inheritsfrom,usesoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.0833; semantic=0.5148; sequence_match=0.3333,False,0.4679,False,top-3 avg score 0.4679 < final_threshold 0.6
property,obligation,usesoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.1667; semantic=0.4607; sequence_match=0.3636,False,0.4674,False,top-3 avg score 0.4674 < final_threshold 0.6
property,inheritrelation,hasright,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.2000; semantic=0.5457; sequence_match=0.3478,False,0.4664,False,top-3 avg score 0.4664 < final_threshold 0.6
property,inheritrelation,usesoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5405; levenshtein=0.3333; semantic=0.4879; sequence_match=0.3704,False,0.4662,False,top-3 avg score 0.4662 < final_threshold 0.6
property,assigner,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.1818; semantic=0.5382; sequence_match=0.4211,False,0.4658,False,top-3 avg score 0.4658 < final_threshold 0.6
property,function,directlylinked,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.5202; sequence_match=0.3636,False,0.4653,False,top-3 avg score 0.4653 < final_threshold 0.6
property,handlepolicyconflicts,hasduty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.1905; semantic=0.5227; sequence_match=0.2857,False,0.4653,False,top-3 avg score 0.4653 < final_threshold 0.6
property,hasconstraint,activateduponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5894; levenshtein=0.1364; semantic=0.4602; sequence_match=0.3429,False,0.4641,False,top-3 avg score 0.4641 < final_threshold 0.6
property,hasoperator,constrains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5182; levenshtein=0.1818; semantic=0.5879; sequence_match=0.2857,False,0.4639,False,top-3 avg score 0.4639 < final_threshold 0.6
property,hasaction,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1111; semantic=0.5022; sequence_match=0.3333,False,0.4637,False,top-3 avg score 0.4637 < final_threshold 0.6
property,hasduty,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.0909; semantic=0.4894; sequence_match=0.3333,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.6
property,target,hasduty,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5397; levenshtein=0.2857; semantic=0.5640; sequence_match=0.1538,False,0.4631,False,top-3 avg score 0.4631 < final_threshold 0.6
property,relation,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5365; levenshtein=0.1538; semantic=0.5654; sequence_match=0.2857,False,0.4626,False,top-3 avg score 0.4626 < final_threshold 0.6
property,inheritrelation,directlylinked,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5766; levenshtein=0.2000; semantic=0.6028; sequence_match=0.2069,False,0.4621,False,top-3 avg score 0.4621 < final_threshold 0.6
property,assignee,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.6074; sequence_match=0.2667,False,0.4620,False,top-3 avg score 0.4620 < final_threshold 0.6
property,operand,haspart,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5079; levenshtein=0.1429; semantic=0.5919; sequence_match=0.2857,False,0.4619,False,top-3 avg score 0.4619 < final_threshold 0.6
property,hasprohibition,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5274; levenshtein=0.1429; semantic=0.6763; sequence_match=0.1818,False,0.4618,False,top-3 avg score 0.4618 < final_threshold 0.6
property,relation,hasrole,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.1250; semantic=0.5949; sequence_match=0.2667,False,0.4618,False,top-3 avg score 0.4618 < final_threshold 0.6
property,consequence,hassubconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5290; levenshtein=0.2500; semantic=0.4815; sequence_match=0.3704,False,0.4603,False,top-3 avg score 0.4603 < final_threshold 0.6
property,hasaction,isconsequenceof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5630; levenshtein=0.1333; semantic=0.4838; sequence_match=0.3333,False,0.4600,False,top-3 avg score 0.4600 < final_threshold 0.6
property,relation,subclassof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5583; levenshtein=0.3000; semantic=0.4867; sequence_match=0.3333,False,0.4595,False,top-3 avg score 0.4595 < final_threshold 0.6
property,operand,haspermission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.2308; semantic=0.5162; sequence_match=0.4000,False,0.4586,False,top-3 avg score 0.4586 < final_threshold 0.6
property,obligation,constrains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.2000; semantic=0.5754; sequence_match=0.2000,False,0.4585,False,top-3 avg score 0.4585 < final_threshold 0.6
property,inheritrelation,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5293; levenshtein=0.2667; semantic=0.5377; sequence_match=0.3077,False,0.4582,False,top-3 avg score 0.4582 < final_threshold 0.6
property,or,isremedyfor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5303; levenshtein=0.1818; semantic=0.5350; sequence_match=0.3077,False,0.4577,False,top-3 avg score 0.4577 < final_threshold 0.6
property,hasaction,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5354; levenshtein=0.1818; semantic=0.5366; sequence_match=0.3000,False,0.4573,False,top-3 avg score 0.4573 < final_threshold 0.6
property,target,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.1250; semantic=0.5718; sequence_match=0.2857,False,0.4571,False,top-3 avg score 0.4571 < final_threshold 0.6
property,relation,constrains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.2000; semantic=0.5981; sequence_match=0.2222,False,0.4568,False,top-3 avg score 0.4568 < final_threshold 0.6
property,operand,specifies,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.2222; semantic=0.6158; sequence_match=0.2500,False,0.4562,False,top-3 avg score 0.4562 < final_threshold 0.6
property,assigner,isconsequenceof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2667; semantic=0.4340; sequence_match=0.3478,False,0.4560,False,top-3 avg score 0.4560 < final_threshold 0.6
property,function,subclassof,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5583; levenshtein=0.3000; semantic=0.5094; sequence_match=0.1111,False,0.4559,False,top-3 avg score 0.4559 < final_threshold 0.6
property,haspermission,subclassof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5615; levenshtein=0.3077; semantic=0.4580; sequence_match=0.3478,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.6
property,or,hasrole,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5974; sequence_match=0.2222,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.6
property,operand,directlylinked,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5357; levenshtein=0.2143; semantic=0.5451; sequence_match=0.2857,False,0.4555,False,top-3 avg score 0.4555 < final_threshold 0.6
property,target,constrains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5111; levenshtein=0.1000; semantic=0.6048; sequence_match=0.2500,False,0.4553,False,top-3 avg score 0.4553 < final_threshold 0.6
property,obligation,haspermission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5615; levenshtein=0.2308; semantic=0.4561; sequence_match=0.3478,False,0.4552,False,top-3 avg score 0.4552 < final_threshold 0.6
property,hasoperator,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.1818; semantic=0.5299; sequence_match=0.3000,False,0.4551,False,top-3 avg score 0.4551 < final_threshold 0.6
property,handlepolicyconflicts,hassubconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5437; levenshtein=0.2381; semantic=0.4414; sequence_match=0.3784,False,0.4545,False,top-3 avg score 0.4545 < final_threshold 0.6
property,operand,hassubconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4276; levenshtein=0.2500; semantic=0.5835; sequence_match=0.3478,False,0.4530,False,top-3 avg score 0.4530 < final_threshold 0.6
property,hasaction,directlylinked,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4934; levenshtein=0.2143; semantic=0.5175; sequence_match=0.3478,False,0.4529,False,top-3 avg score 0.4529 < final_threshold 0.6
property,assignee,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5537; sequence_match=0.2353,False,0.4528,False,top-3 avg score 0.4528 < final_threshold 0.6
property,scope,hasparty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1250; semantic=0.4992; sequence_match=0.3077,False,0.4523,False,top-3 avg score 0.4523 < final_threshold 0.6
property,inheritrelation,haspart,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.5547; sequence_match=0.2727,False,0.4523,False,top-3 avg score 0.4523 < final_threshold 0.6
property,target,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.2308; semantic=0.5450; sequence_match=0.3158,False,0.4522,False,top-3 avg score 0.4522 < final_threshold 0.6
property,targetpolicy,activateduponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5715; levenshtein=0.2273; semantic=0.4300; sequence_match=0.3529,False,0.4515,False,top-3 avg score 0.4515 < final_threshold 0.6
property,partof,activateduponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6202; levenshtein=0.2273; semantic=0.3763; sequence_match=0.3571,False,0.4512,False,top-3 avg score 0.4512 < final_threshold 0.6
property,haspermission,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4738; levenshtein=0.3077; semantic=0.5464; sequence_match=0.3333,False,0.4512,False,top-3 avg score 0.4512 < final_threshold 0.6
property,function,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5733; sequence_match=0.2667,False,0.4506,False,top-3 avg score 0.4506 < final_threshold 0.6
property,handlepolicyconflicts,hasrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5841; levenshtein=0.1905; semantic=0.4815; sequence_match=0.2857,False,0.4504,False,top-3 avg score 0.4504 < final_threshold 0.6
property,hasduty,constrains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.1000; semantic=0.6193; sequence_match=0.2353,False,0.4499,False,top-3 avg score 0.4499 < final_threshold 0.6
property,function,haspermission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5353; levenshtein=0.2308; semantic=0.5284; sequence_match=0.2857,False,0.4498,False,top-3 avg score 0.4498 < final_threshold 0.6
property,assigner,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5437; sequence_match=0.2353,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.6
property,scope,violates,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5500; levenshtein=0.2500; semantic=0.5484; sequence_match=0.1538,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.6
property,operand,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5690; sequence_match=0.2667,False,0.4492,False,top-3 avg score 0.4492 < final_threshold 0.6
property,failure,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.0000; semantic=0.4454; sequence_match=0.3333,False,0.4486,False,top-3 avg score 0.4486 < final_threshold 0.6
property,or,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5256; levenshtein=0.1538; semantic=0.5534; sequence_match=0.2667,False,0.4486,False,top-3 avg score 0.4486 < final_threshold 0.6
property,relation,haspart,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5669; sequence_match=0.2667,False,0.4485,False,top-3 avg score 0.4485 < final_threshold 0.6
property,inheritsfrom,violates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.0833; semantic=0.5173; sequence_match=0.3000,False,0.4484,False,top-3 avg score 0.4484 < final_threshold 0.6
property,inheritsfrom,supports,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1667; semantic=0.5034; sequence_match=0.3000,False,0.4484,False,top-3 avg score 0.4484 < final_threshold 0.6
property,haspermission,expressedvia,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.1538; semantic=0.4022; sequence_match=0.4000,False,0.4483,False,top-3 avg score 0.4483 < final_threshold 0.6
property,inheritsfrom,isremedyfor,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5707; levenshtein=0.3333; semantic=0.4407; sequence_match=0.2609,False,0.4483,False,top-3 avg score 0.4483 < final_threshold 0.6
property,handlepolicyconflicts,activateduponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5667; levenshtein=0.1364; semantic=0.4522; sequence_match=0.3256,False,0.4482,False,top-3 avg score 0.4482 < final_threshold 0.6
property,operand,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5650; sequence_match=0.2667,False,0.4479,False,top-3 avg score 0.4479 < final_threshold 0.6
property,or,usesoperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.5293; sequence_match=0.2857,False,0.4476,False,top-3 avg score 0.4476 < final_threshold 0.6
property,function,activateduponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5076; levenshtein=0.1818; semantic=0.5015; sequence_match=0.3333,False,0.4475,False,top-3 avg score 0.4475 < final_threshold 0.6
property,assigner,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5638; sequence_match=0.2667,False,0.4474,False,top-3 avg score 0.4474 < final_threshold 0.6
property,andsequence,hasrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1818; semantic=0.4419; sequence_match=0.3333,False,0.4474,False,top-3 avg score 0.4474 < final_threshold 0.6
property,hasoperator,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5697; levenshtein=0.2727; semantic=0.4076; sequence_match=0.3636,False,0.4470,False,top-3 avg score 0.4470 < final_threshold 0.6
property,hasprohibition,usesoperator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5873; levenshtein=0.2857; semantic=0.4675; sequence_match=0.1538,False,0.4468,False,top-3 avg score 0.4468 < final_threshold 0.6
property,inheritrelation,violates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.2667; semantic=0.4732; sequence_match=0.3478,False,0.4468,False,top-3 avg score 0.4468 < final_threshold 0.6
property,onlyone,directlylinked,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4524; levenshtein=0.2857; semantic=0.5039; sequence_match=0.3810,False,0.4457,False,top-3 avg score 0.4457 < final_threshold 0.6
property,scope,involves,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5500; levenshtein=0.2500; semantic=0.5360; sequence_match=0.1538,False,0.4453,False,top-3 avg score 0.4453 < final_threshold 0.6
property,failure,haspart,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5238; levenshtein=0.2857; semantic=0.5255; sequence_match=0.2857,False,0.4450,False,top-3 avg score 0.4450 < final_threshold 0.6
property,handlepolicyconflicts,constrains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5127; levenshtein=0.1905; semantic=0.4996; sequence_match=0.3226,False,0.4450,False,top-3 avg score 0.4450 < final_threshold 0.6
property,failure,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.4553; sequence_match=0.3750,False,0.4443,False,top-3 avg score 0.4443 < final_threshold 0.6
property,hasoperator,activateduponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5563; levenshtein=0.1818; semantic=0.4727; sequence_match=0.3030,False,0.4440,False,top-3 avg score 0.4440 < final_threshold 0.6
property,obligation,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5760; sequence_match=0.2609,False,0.4439,False,top-3 avg score 0.4439 < final_threshold 0.6
property,inheritrelation,constrains,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5556; levenshtein=0.2667; semantic=0.5054; sequence_match=0.1600,False,0.4425,False,top-3 avg score 0.4425 < final_threshold 0.6
property,hasconstraint,specifies,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.1538; semantic=0.5535; sequence_match=0.2727,False,0.4423,False,top-3 avg score 0.4423 < final_threshold 0.6
property,relation,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5478; sequence_match=0.2667,False,0.4421,False,top-3 avg score 0.4421 < final_threshold 0.6
property,failure,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5475; sequence_match=0.2667,False,0.4420,False,top-3 avg score 0.4420 < final_threshold 0.6
property,or,hasright,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5417; levenshtein=0.1250; semantic=0.5840; sequence_match=0.2000,False,0.4419,False,top-3 avg score 0.4419 < final_threshold 0.6
property,obligation,hassubconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.1875; semantic=0.5466; sequence_match=0.2308,False,0.4415,False,top-3 avg score 0.4415 < final_threshold 0.6
property,targetpolicy,directlylinked,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5516; levenshtein=0.2857; semantic=0.4858; sequence_match=0.2308,False,0.4410,False,top-3 avg score 0.4410 < final_threshold 0.6
property,obligation,directlylinked,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5524; levenshtein=0.0714; semantic=0.5195; sequence_match=0.2500,False,0.4406,False,top-3 avg score 0.4406 < final_threshold 0.6
property,inheritsfrom,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5241; levenshtein=0.2500; semantic=0.5119; sequence_match=0.2857,False,0.4406,False,top-3 avg score 0.4406 < final_threshold 0.6
property,hasaction,subclassof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5315; levenshtein=0.1000; semantic=0.4741; sequence_match=0.3158,False,0.4405,False,top-3 avg score 0.4405 < final_threshold 0.6
property,assignee,haspart,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5416; sequence_match=0.2667,False,0.4400,False,top-3 avg score 0.4400 < final_threshold 0.6
property,hasaction,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.1111; semantic=0.5941; sequence_match=0.2353,False,0.4400,False,top-3 avg score 0.4400 < final_threshold 0.6
property,inheritsfrom,constrains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.1667; semantic=0.5410; sequence_match=0.2727,False,0.4398,False,top-3 avg score 0.4398 < final_threshold 0.6
property,assigner,subclassof,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.0000; semantic=0.5025; sequence_match=0.3333,False,0.4397,False,top-3 avg score 0.4397 < final_threshold 0.6
property,inheritrelation,hassubconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6097; levenshtein=0.0625; semantic=0.5156; sequence_match=0.1935,False,0.4396,False,top-3 avg score 0.4396 < final_threshold 0.6
property,inheritsfrom,hasparty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.4903; sequence_match=0.3000,False,0.4394,False,top-3 avg score 0.4394 < final_threshold 0.6
property,relation,hassubconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.5670; sequence_match=0.2500,False,0.4390,False,top-3 avg score 0.4390 < final_threshold 0.6
property,assignee,directlylinked,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.5321; sequence_match=0.2727,False,0.4389,False,top-3 avg score 0.4389 < final_threshold 0.6
property,partof,usesoperator,jaro_winkler+sequence_match+semantic,jaro_winkler=0.4722; levenshtein=0.3333; semantic=0.3991; sequence_match=0.4444,False,0.4386,False,top-3 avg score 0.4386 < final_threshold 0.6
property,targetpolicy,haspart,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.1667; semantic=0.4482; sequence_match=0.3158,False,0.4385,False,top-3 avg score 0.4385 < final_threshold 0.6
property,hasconstraint,directlylinked,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4473; levenshtein=0.0714; semantic=0.5709; sequence_match=0.2963,False,0.4382,False,top-3 avg score 0.4382 < final_threshold 0.6
property,relation,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.2727; semantic=0.4486; sequence_match=0.3158,False,0.4379,False,top-3 avg score 0.4379 < final_threshold 0.6
property,andsequence,hasduty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5617; levenshtein=0.1818; semantic=0.4172; sequence_match=0.3333,False,0.4374,False,top-3 avg score 0.4374 < final_threshold 0.6
property,failure,hasduty,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5238; levenshtein=0.2857; semantic=0.5021; sequence_match=0.2857,False,0.4372,False,top-3 avg score 0.4372 < final_threshold 0.6
property,handlepolicyconflicts,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4877; levenshtein=0.1905; semantic=0.5468; sequence_match=0.2759,False,0.4368,False,top-3 avg score 0.4368 < final_threshold 0.6
property,partof,hasduty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.4623; sequence_match=0.3077,False,0.4366,False,top-3 avg score 0.4366 < final_threshold 0.6
property,haspermission,constrains,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5761; levenshtein=0.2308; semantic=0.5028; sequence_match=0.1739,False,0.4365,False,top-3 avg score 0.4365 < final_threshold 0.6
property,or,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5417; levenshtein=0.1250; semantic=0.5677; sequence_match=0.2000,False,0.4364,False,top-3 avg score 0.4364 < final_threshold 0.6
