role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,playsgame,playsgame,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasachievement,hasachievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasitem,hasitem,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,livesin,livesin,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasplayingarea,hasplayingarea,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,releasedate,hasreleasedate,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8074; levenshtein=0.7857; semantic=0.9390; sequence_match=0.8800,False,0.8754,True,selected
property,username,haspaymentamount,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5125; levenshtein=0.2500; semantic=0.4711; sequence_match=0.4167,False,0.4668,False,top-3 avg score 0.4668 < final_threshold 0.6
property,releasedate,hasitem,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.2727; semantic=0.4997; sequence_match=0.4444,False,0.4667,False,top-3 avg score 0.4667 < final_threshold 0.6
property,isfriendwithplayer,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4356; sequence_match=0.3750,False,0.4664,False,top-3 avg score 0.4664 < final_threshold 0.6
property,username,performsiap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5379; levenshtein=0.1818; semantic=0.5453; sequence_match=0.3158,False,0.4663,False,top-3 avg score 0.4663 < final_threshold 0.6
property,releasedate,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.2727; semantic=0.6053; sequence_match=0.3333,False,0.4649,False,top-3 avg score 0.4649 < final_threshold 0.6
property,purchasesgameoffering,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6409; levenshtein=0.2857; semantic=0.4082; sequence_match=0.3448,False,0.4646,False,top-3 avg score 0.4646 < final_threshold 0.6
property,playsgame,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5042; levenshtein=0.2857; semantic=0.4545; sequence_match=0.4348,False,0.4645,False,top-3 avg score 0.4645 < final_threshold 0.6
property,eventtime,haspurchasetime,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4037; levenshtein=0.2667; semantic=0.5720; sequence_match=0.4167,False,0.4641,False,top-3 avg score 0.4641 < final_threshold 0.6
property,ownsachievement,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6079; levenshtein=0.1333; semantic=0.5061; sequence_match=0.2759,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.6
property,ownsachievement,canuse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.1333; semantic=0.5130; sequence_match=0.2857,False,0.4625,False,top-3 avg score 0.4625 < final_threshold 0.6
property,isfriendwithplayer,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5974; levenshtein=0.1111; semantic=0.4667; sequence_match=0.3200,False,0.4613,False,top-3 avg score 0.4613 < final_threshold 0.6
property,ownsachievement,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4460; levenshtein=0.2667; semantic=0.5709; sequence_match=0.3636,False,0.4602,False,top-3 avg score 0.4602 < final_threshold 0.6
property,hasgamegenre,madepurchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.4916; sequence_match=0.3333,False,0.4601,False,top-3 avg score 0.4601 < final_threshold 0.6
property,iseventassociatedtoplayer,hasachievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5904; levenshtein=0.1600; semantic=0.4803; sequence_match=0.3077,False,0.4595,False,top-3 avg score 0.4595 < final_threshold 0.6
property,iseventassociatedtoplayer,isusedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6231; levenshtein=0.2000; semantic=0.4500; sequence_match=0.3030,False,0.4587,False,top-3 avg score 0.4587 < final_threshold 0.6
property,iseventassociatedtoplayer,containsitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.2400; semantic=0.4198; sequence_match=0.3784,False,0.4586,False,top-3 avg score 0.4586 < final_threshold 0.6
property,purchasesgameoffering,hasreleasedate,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5794; levenshtein=0.2857; semantic=0.3962; sequence_match=0.4000,False,0.4585,False,top-3 avg score 0.4585 < final_threshold 0.6
property,ownsachievement,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6056; levenshtein=0.2000; semantic=0.5085; sequence_match=0.2609,False,0.4583,False,top-3 avg score 0.4583 < final_threshold 0.6
property,purchasesgameoffering,hasreceived,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5777; levenshtein=0.2381; semantic=0.4190; sequence_match=0.3750,False,0.4573,False,top-3 avg score 0.4573 < final_threshold 0.6
property,username,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.0000; semantic=0.6123; sequence_match=0.2667,False,0.4563,False,top-3 avg score 0.4563 < final_threshold 0.6
property,iseventassociatedtoplayer,hasreleasedate,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6510; levenshtein=0.2800; semantic=0.4366; sequence_match=0.2564,False,0.4559,False,top-3 avg score 0.4559 < final_threshold 0.6
property,hasgamegenre,canuse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1667; semantic=0.4508; sequence_match=0.3333,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.6
property,releasedate,madepurchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5152; levenshtein=0.2500; semantic=0.5044; sequence_match=0.3478,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.6
property,isfriendwithplayer,hasusername,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5707; levenshtein=0.1667; semantic=0.5848; sequence_match=0.2069,False,0.4541,False,top-3 avg score 0.4541 < final_threshold 0.6
property,iseventassociatedtoplayer,hasplayed,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.2800; semantic=0.4306; sequence_match=0.4118,False,0.4536,False,top-3 avg score 0.4536 < final_threshold 0.6
property,eventtime,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.1111; semantic=0.4378; sequence_match=0.3529,False,0.4534,False,top-3 avg score 0.4534 < final_threshold 0.6
property,eventtime,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5053; levenshtein=0.2222; semantic=0.4789; sequence_match=0.3750,False,0.4531,False,top-3 avg score 0.4531 < final_threshold 0.6
property,isfriendwithplayer,hasachievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4868; levenshtein=0.0556; semantic=0.5560; sequence_match=0.3125,False,0.4518,False,top-3 avg score 0.4518 < final_threshold 0.6
property,username,hasplayed,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5504; sequence_match=0.2353,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.6
property,purchasesgameoffering,hasfriend,sequence_match+jaro_winkler+semantic,jaro_winkler=0.4646; levenshtein=0.2857; semantic=0.4206; sequence_match=0.4667,False,0.4506,False,top-3 avg score 0.4506 < final_threshold 0.6
property,hasitem,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5079; levenshtein=0.0000; semantic=0.5572; sequence_match=0.2857,False,0.4503,False,top-3 avg score 0.4503 < final_threshold 0.6
property,livesin,hasitem,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5079; levenshtein=0.0000; semantic=0.5572; sequence_match=0.2857,False,0.4503,False,top-3 avg score 0.4503 < final_threshold 0.6
property,isfriendwithplayer,isusedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2778; semantic=0.4557; sequence_match=0.3077,False,0.4489,False,top-3 avg score 0.4489 < final_threshold 0.6
property,iseventassociatedtoplayer,hasitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.2000; semantic=0.4618; sequence_match=0.3125,False,0.4486,False,top-3 avg score 0.4486 < final_threshold 0.6
property,eventtime,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5159; levenshtein=0.2143; semantic=0.4809; sequence_match=0.3478,False,0.4482,False,top-3 avg score 0.4482 < final_threshold 0.6
property,livesin,hasplayingarea,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.1429; semantic=0.5228; sequence_match=0.2857,False,0.4481,False,top-3 avg score 0.4481 < final_threshold 0.6
property,hasplayingarea,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.1429; semantic=0.5228; sequence_match=0.2857,False,0.4481,False,top-3 avg score 0.4481 < final_threshold 0.6
property,livesin,hasreceived,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.5533; sequence_match=0.3333,False,0.4475,False,top-3 avg score 0.4475 < final_threshold 0.6
property,ownsachievement,performsiap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5293; levenshtein=0.0000; semantic=0.5819; sequence_match=0.2308,False,0.4473,False,top-3 avg score 0.4473 < final_threshold 0.6
property,isfriendwithplayer,playsgame,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3889; levenshtein=0.1111; semantic=0.5817; sequence_match=0.3704,False,0.4470,False,top-3 avg score 0.4470 < final_threshold 0.6
property,iseventassociatedtoplayer,hasplayingarea,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4981; levenshtein=0.2000; semantic=0.4836; sequence_match=0.3590,False,0.4469,False,top-3 avg score 0.4469 < final_threshold 0.6
property,eventtime,hasreceived,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.1818; semantic=0.4379; sequence_match=0.3000,False,0.4469,False,top-3 avg score 0.4469 < final_threshold 0.6
property,eventtime,hasachievement,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4101; levenshtein=0.2143; semantic=0.4931; sequence_match=0.4348,False,0.4460,False,top-3 avg score 0.4460 < final_threshold 0.6
property,eventtime,hasitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4949; sequence_match=0.2500,False,0.4445,False,top-3 avg score 0.4445 < final_threshold 0.6
property,username,containsitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.4963; sequence_match=0.3000,False,0.4414,False,top-3 avg score 0.4414 < final_threshold 0.6
property,releasedate,obtained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.1818; semantic=0.5698; sequence_match=0.3158,False,0.4412,False,top-3 avg score 0.4412 < final_threshold 0.6
property,ownsitem,performsiap,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.1818; semantic=0.4691; sequence_match=0.3158,False,0.4409,False,top-3 avg score 0.4409 < final_threshold 0.6
property,ownsachievement,madepurchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5167; levenshtein=0.0667; semantic=0.5091; sequence_match=0.2963,False,0.4407,False,top-3 avg score 0.4407 < final_threshold 0.6
property,ownsachievement,hasplayed,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4870; levenshtein=0.1333; semantic=0.5818; sequence_match=0.2500,False,0.4396,False,top-3 avg score 0.4396 < final_threshold 0.6
property,hasachievement,isusedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.5334; sequence_match=0.2727,False,0.4393,False,top-3 avg score 0.4393 < final_threshold 0.6
property,purchasesgameoffering,hasplayingarea,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4841; levenshtein=0.2381; semantic=0.4338; sequence_match=0.4000,False,0.4393,False,top-3 avg score 0.4393 < final_threshold 0.6
property,playsgame,hasreceived,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.0909; semantic=0.4799; sequence_match=0.3000,False,0.4384,False,top-3 avg score 0.4384 < final_threshold 0.6
property,ownsitem,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5579; sequence_match=0.2667,False,0.4382,False,top-3 avg score 0.4382 < final_threshold 0.6
property,releasedate,haspaymentamount,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4557; levenshtein=0.1875; semantic=0.4869; sequence_match=0.3704,False,0.4376,False,top-3 avg score 0.4376 < final_threshold 0.6
property,hasplayingarea,madepurchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5246; levenshtein=0.2143; semantic=0.4775; sequence_match=0.3077,False,0.4366,False,top-3 avg score 0.4366 < final_threshold 0.6
property,hasplayingarea,containsitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5246; levenshtein=0.2857; semantic=0.4775; sequence_match=0.3077,False,0.4366,False,top-3 avg score 0.4366 < final_threshold 0.6
property,ownsachievement,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5294; levenshtein=0.1333; semantic=0.5971; sequence_match=0.1818,False,0.4361,False,top-3 avg score 0.4361 < final_threshold 0.6
property,livesin,containsitem,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4683; levenshtein=0.1667; semantic=0.5237; sequence_match=0.3158,False,0.4359,False,top-3 avg score 0.4359 < final_threshold 0.6
property,releasedate,canuse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4798; levenshtein=0.1818; semantic=0.4739; sequence_match=0.3529,False,0.4356,False,top-3 avg score 0.4356 < final_threshold 0.6
property,playsgame,madepurchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.1667; semantic=0.4990; sequence_match=0.3810,False,0.4353,False,top-3 avg score 0.4353 < final_threshold 0.6
property,username,hasplayingarea,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5119; levenshtein=0.2857; semantic=0.5079; sequence_match=0.2727,False,0.4352,False,top-3 avg score 0.4352 < final_threshold 0.6
property,iseventassociatedtoplayer,obtained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5755; levenshtein=0.2000; semantic=0.4268; sequence_match=0.3030,False,0.4351,False,top-3 avg score 0.4351 < final_threshold 0.6
property,livesin,hasusername,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.6264; sequence_match=0.2222,False,0.4349,False,top-3 avg score 0.4349 < final_threshold 0.6
property,livesin,obtained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5472; sequence_match=0.2667,False,0.4347,False,top-3 avg score 0.4347 < final_threshold 0.6
property,iseventassociatedtoplayer,hasreceived,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6520; levenshtein=0.2000; semantic=0.4290; sequence_match=0.2222,False,0.4344,False,top-3 avg score 0.4344 < final_threshold 0.6
property,isfriendwithplayer,containsitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.2222; semantic=0.4667; sequence_match=0.3333,False,0.4334,False,top-3 avg score 0.4334 < final_threshold 0.6
property,iseventassociatedtoplayer,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4938; levenshtein=0.2000; semantic=0.5538; sequence_match=0.2500,False,0.4325,False,top-3 avg score 0.4325 < final_threshold 0.6
property,purchasesgameoffering,hasplayed,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.2381; semantic=0.5459; sequence_match=0.2667,False,0.4322,False,top-3 avg score 0.4322 < final_threshold 0.6
property,ownsitem,hasreceived,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.1818; semantic=0.5371; sequence_match=0.3158,False,0.4304,False,top-3 avg score 0.4304 < final_threshold 0.6
property,hasitem,isusedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5288; sequence_match=0.2667,False,0.4285,False,top-3 avg score 0.4285 < final_threshold 0.6
property,livesin,hasgenre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5274; sequence_match=0.2667,False,0.4281,False,top-3 avg score 0.4281 < final_threshold 0.6
property,releasedate,containsitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4823; levenshtein=0.2500; semantic=0.4538; sequence_match=0.3478,False,0.4280,False,top-3 avg score 0.4280 < final_threshold 0.6
property,eventtime,hastype,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5026; levenshtein=0.2222; semantic=0.5585; sequence_match=0.1250,False,0.4278,False,top-3 avg score 0.4278 < final_threshold 0.6
property,ownsitem,haspaymentamount,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5125; levenshtein=0.1250; semantic=0.5174; sequence_match=0.2500,False,0.4266,False,top-3 avg score 0.4266 < final_threshold 0.6
property,ownsitem,haspurchasetime,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.2000; semantic=0.5126; sequence_match=0.2609,False,0.4263,False,top-3 avg score 0.4263 < final_threshold 0.6
property,ownsachievement,hasplayingarea,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4984; levenshtein=0.1333; semantic=0.5715; sequence_match=0.2069,False,0.4256,False,top-3 avg score 0.4256 < final_threshold 0.6
property,isfriendwithplayer,hasplayingarea,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4206; levenshtein=0.1667; semantic=0.4782; sequence_match=0.3750,False,0.4246,False,top-3 avg score 0.4246 < final_threshold 0.6
property,iseventassociatedtoplayer,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5879; levenshtein=0.1600; semantic=0.4354; sequence_match=0.2500,False,0.4244,False,top-3 avg score 0.4244 < final_threshold 0.6
property,purchasesgameoffering,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5175; levenshtein=0.1905; semantic=0.4654; sequence_match=0.2857,False,0.4229,False,top-3 avg score 0.4229 < final_threshold 0.6
property,hasgamegenre,isusedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.2500; semantic=0.4267; sequence_match=0.3000,False,0.4228,False,top-3 avg score 0.4228 < final_threshold 0.6
property,ownsitem,hasfriend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5694; levenshtein=0.1111; semantic=0.5801; sequence_match=0.1176,False,0.4224,False,top-3 avg score 0.4224 < final_threshold 0.6
property,isfriendwithplayer,haspaymentamount,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5301; levenshtein=0.1111; semantic=0.4429; sequence_match=0.2941,False,0.4224,False,top-3 avg score 0.4224 < final_threshold 0.6
property,hasplayingarea,canuse,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4603; levenshtein=0.2143; semantic=0.5062; sequence_match=0.3000,False,0.4222,False,top-3 avg score 0.4222 < final_threshold 0.6
property,hasplayingarea,isusedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5298; levenshtein=0.2143; semantic=0.4607; sequence_match=0.2727,False,0.4211,False,top-3 avg score 0.4211 < final_threshold 0.6
property,releasedate,isusedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.2727; semantic=0.5082; sequence_match=0.3158,False,0.4207,False,top-3 avg score 0.4207 < final_threshold 0.6
property,ownsachievement,playsgame,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4037; levenshtein=0.2000; semantic=0.5154; sequence_match=0.3333,False,0.4175,False,top-3 avg score 0.4175 < final_threshold 0.6
property,ownsitem,hasplayed,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.1111; semantic=0.5260; sequence_match=0.2353,False,0.4173,False,top-3 avg score 0.4173 < final_threshold 0.6
property,eventtime,obtained,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5648; levenshtein=0.2222; semantic=0.4606; sequence_match=0.1176,False,0.4159,False,top-3 avg score 0.4159 < final_threshold 0.6
property,purchasesgameoffering,canuse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.1905; semantic=0.4010; sequence_match=0.2222,False,0.4157,False,top-3 avg score 0.4157 < final_threshold 0.6
property,releasedate,hasgenre,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4545; levenshtein=0.2727; semantic=0.5170; sequence_match=0.2105,False,0.4148,False,top-3 avg score 0.4148 < final_threshold 0.6
property,isfriendwithplayer,hasitem,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4312; levenshtein=0.1667; semantic=0.4909; sequence_match=0.3200,False,0.4140,False,top-3 avg score 0.4140 < final_threshold 0.6
property,purchasesgameoffering,containsitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.1429; semantic=0.4468; sequence_match=0.2424,False,0.4136,False,top-3 avg score 0.4136 < final_threshold 0.6
property,ownsitem,hasgenre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0000; semantic=0.5166; sequence_match=0.2500,False,0.4129,False,top-3 avg score 0.4129 < final_threshold 0.6
property,livesin,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.6618; sequence_match=0.1429,False,0.4111,False,top-3 avg score 0.4111 < final_threshold 0.6
property,playsgame,containsitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5093; levenshtein=0.1667; semantic=0.4363; sequence_match=0.2857,False,0.4104,False,top-3 avg score 0.4104 < final_threshold 0.6
property,playsgame,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.4763; sequence_match=0.2500,False,0.4097,False,top-3 avg score 0.4097 < final_threshold 0.6
property,livesin,playsgame,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.4763; sequence_match=0.2500,False,0.4097,False,top-3 avg score 0.4097 < final_threshold 0.6
property,iseventassociatedtoplayer,haspaymentamount,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4927; levenshtein=0.1600; semantic=0.3877; sequence_match=0.3415,False,0.4073,False,top-3 avg score 0.4073 < final_threshold 0.6
property,ownsitem,hasplayingarea,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.5237; sequence_match=0.1818,False,0.4058,False,top-3 avg score 0.4058 < final_threshold 0.6
property,ownsitem,hasreleasedate,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.4741; sequence_match=0.2727,False,0.4037,False,top-3 avg score 0.4037 < final_threshold 0.6
property,livesin,hasreleasedate,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.4794; sequence_match=0.2857,False,0.4006,False,top-3 avg score 0.4006 < final_threshold 0.6
property,isfriendwithplayer,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.1667; semantic=0.4025; sequence_match=0.3077,False,0.4003,False,top-3 avg score 0.4003 < final_threshold 0.6
property,iseventassociatedtoplayer,hasfriend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5244; levenshtein=0.1600; semantic=0.4396; sequence_match=0.2353,False,0.3998,False,top-3 avg score 0.3998 < final_threshold 0.6
property,hasitem,performsiap,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.4859; sequence_match=0.2222,False,0.3991,False,top-3 avg score 0.3991 < final_threshold 0.6
property,playsgame,obtained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.0000; semantic=0.4708; sequence_match=0.2353,False,0.3989,False,top-3 avg score 0.3989 < final_threshold 0.6
property,hasgamegenre,containsitem,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0833; semantic=0.4736; sequence_match=0.2500,False,0.3986,False,top-3 avg score 0.3986 < final_threshold 0.6
property,isfriendwithplayer,madepurchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5622; levenshtein=0.2222; semantic=0.4104; sequence_match=0.1333,False,0.3983,False,top-3 avg score 0.3983 < final_threshold 0.6
property,isfriendwithplayer,hastype,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5146; levenshtein=0.1667; semantic=0.5103; sequence_match=0.1600,False,0.3972,False,top-3 avg score 0.3972 < final_threshold 0.6
property,iseventassociatedtoplayer,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1600; semantic=0.4062; sequence_match=0.2424,False,0.3967,False,top-3 avg score 0.3967 < final_threshold 0.6
property,playsgame,performsiap,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.1818; semantic=0.4699; sequence_match=0.2000,False,0.3964,False,top-3 avg score 0.3964 < final_threshold 0.6
property,ownsachievement,isusedin,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5056; levenshtein=0.2000; semantic=0.4801; sequence_match=0.0870,False,0.3952,False,top-3 avg score 0.3952 < final_threshold 0.6
property,ownsitem,madepurchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4028; levenshtein=0.0000; semantic=0.5822; sequence_match=0.2000,False,0.3950,False,top-3 avg score 0.3950 < final_threshold 0.6
property,releasedate,hasplayingarea,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4706; levenshtein=0.2143; semantic=0.4727; sequence_match=0.2400,False,0.3944,False,top-3 avg score 0.3944 < final_threshold 0.6
property,isfriendwithplayer,obtained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5009; levenshtein=0.1667; semantic=0.4513; sequence_match=0.2308,False,0.3943,False,top-3 avg score 0.3943 < final_threshold 0.6
property,releasedate,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.5041; sequence_match=0.2222,False,0.3941,False,top-3 avg score 0.3941 < final_threshold 0.6
property,livesin,hasplayed,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.0000; semantic=0.5141; sequence_match=0.2500,False,0.3940,False,top-3 avg score 0.3940 < final_threshold 0.6
property,eventtime,isusedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.1111; semantic=0.4555; sequence_match=0.2353,False,0.3938,False,top-3 avg score 0.3938 < final_threshold 0.6
property,iseventassociatedtoplayer,hasusername,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4959; levenshtein=0.2000; semantic=0.4809; sequence_match=0.1667,False,0.3923,False,top-3 avg score 0.3923 < final_threshold 0.6
property,releasedate,performsiap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4924; levenshtein=0.0909; semantic=0.4997; sequence_match=0.1818,False,0.3913,False,top-3 avg score 0.3913 < final_threshold 0.6
property,isfriendwithplayer,performsiap,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5322; levenshtein=0.1667; semantic=0.4323; sequence_match=0.2069,False,0.3905,False,top-3 avg score 0.3905 < final_threshold 0.6
property,eventtime,hasfriend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.0000; semantic=0.4672; sequence_match=0.2222,False,0.3903,False,top-3 avg score 0.3903 < final_threshold 0.6
property,ownsitem,playsgame,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.4768; sequence_match=0.2353,False,0.3901,False,top-3 avg score 0.3901 < final_threshold 0.6
