prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has license,has license,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has version,has version,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has output,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9200; levenshtein=0.6000; semantic=0.8329; sequence_match=0.7500,False,0.8343,True,selected
ObjectProperty,has specified data output,has pricing model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6737; levenshtein=0.3182; semantic=0.4213; sequence_match=0.3784,False,0.4911,False,top-3 avg score 0.4911 < final_threshold 0.7
ObjectProperty,has version,has maintenance status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5881; levenshtein=0.2500; semantic=0.5504; sequence_match=0.3333,False,0.4906,False,top-3 avg score 0.4906 < final_threshold 0.7
ObjectProperty,implements,available at,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5879; levenshtein=0.1818; semantic=0.5021; sequence_match=0.3810,False,0.4903,False,top-3 avg score 0.4903 < final_threshold 0.7
ObjectProperty,has output,version has export capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.2692; semantic=0.6046; sequence_match=0.4000,False,0.4901,False,top-3 avg score 0.4901 < final_threshold 0.7
ObjectProperty,has interface,performs task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.0833; semantic=0.5800; sequence_match=0.3333,False,0.4896,False,top-3 avg score 0.4896 < final_threshold 0.7
ObjectProperty,has specified data output,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6535; levenshtein=0.3182; semantic=0.4910; sequence_match=0.3243,False,0.4896,False,top-3 avg score 0.4896 < final_threshold 0.7
ObjectProperty,has specified data output,has maintenance status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6700; levenshtein=0.3182; semantic=0.4653; sequence_match=0.3333,False,0.4895,False,top-3 avg score 0.4895 < final_threshold 0.7
ObjectProperty,is developed by,used by tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5356; sequence_match=0.4348,False,0.4884,False,top-3 avg score 0.4884 < final_threshold 0.7
ObjectProperty,implements,involves community,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5611; levenshtein=0.3529; semantic=0.5328; sequence_match=0.3704,False,0.4881,False,top-3 avg score 0.4881 < final_threshold 0.7
ObjectProperty,has output,has license,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.3000; semantic=0.6033; sequence_match=0.3158,False,0.4878,False,top-3 avg score 0.4878 < final_threshold 0.7
ObjectProperty,has declared status,has software type,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6728; levenshtein=0.3529; semantic=0.3318; sequence_match=0.4375,False,0.4877,False,top-3 avg score 0.4877 < final_threshold 0.7
ObjectProperty,has specified data input,has software type,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6615; levenshtein=0.3333; semantic=0.4669; sequence_match=0.3333,False,0.4873,False,top-3 avg score 0.4873 < final_threshold 0.7
ObjectProperty,has interface,has community involvement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6298; levenshtein=0.2609; semantic=0.4868; sequence_match=0.3429,False,0.4865,False,top-3 avg score 0.4865 < final_threshold 0.7
ObjectProperty,has declared status,version has feature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6588; levenshtein=0.1765; semantic=0.3885; sequence_match=0.4118,False,0.4864,False,top-3 avg score 0.4864 < final_threshold 0.7
ObjectProperty,has function,has export capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6206; levenshtein=0.2632; semantic=0.5046; sequence_match=0.3333,False,0.4862,False,top-3 avg score 0.4862 < final_threshold 0.7
ObjectProperty,has specified data output,has developer,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6351; levenshtein=0.3182; semantic=0.5053; sequence_match=0.2941,False,0.4862,False,top-3 avg score 0.4862 < final_threshold 0.7
ObjectProperty,is alternative format of,version has export capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6674; levenshtein=0.1154; semantic=0.4079; sequence_match=0.3830,False,0.4861,False,top-3 avg score 0.4861 < final_threshold 0.7
ObjectProperty,has specified data output,has help resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6404; levenshtein=0.3182; semantic=0.4909; sequence_match=0.3243,False,0.4852,False,top-3 avg score 0.4852 < final_threshold 0.7
ObjectProperty,has clause,has export capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6053; levenshtein=0.2632; semantic=0.4916; sequence_match=0.3571,False,0.4847,False,top-3 avg score 0.4847 < final_threshold 0.7
ObjectProperty,has specified data output,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6379; levenshtein=0.2273; semantic=0.5031; sequence_match=0.3125,False,0.4845,False,top-3 avg score 0.4845 < final_threshold 0.7
ObjectProperty,uses platform,has version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.1667; semantic=0.5564; sequence_match=0.3636,False,0.4845,False,top-3 avg score 0.4845 < final_threshold 0.7
ObjectProperty,has format specification,performs task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6293; levenshtein=0.2727; semantic=0.4702; sequence_match=0.3529,False,0.4842,False,top-3 avg score 0.4842 < final_threshold 0.7
ObjectProperty,has declared status,has format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6176; levenshtein=0.3529; semantic=0.3730; sequence_match=0.4615,False,0.4841,False,top-3 avg score 0.4841 < final_threshold 0.7
ObjectProperty,has specified data input,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.2857; semantic=0.4851; sequence_match=0.3226,False,0.4838,False,top-3 avg score 0.4838 < final_threshold 0.7
ObjectProperty,has input,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.2667; semantic=0.5144; sequence_match=0.3478,False,0.4837,False,top-3 avg score 0.4837 < final_threshold 0.7
ObjectProperty,has format specification,version has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5945; levenshtein=0.2727; semantic=0.4976; sequence_match=0.3590,False,0.4837,False,top-3 avg score 0.4837 < final_threshold 0.7
ObjectProperty,has input,involves data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.0833; semantic=0.6220; sequence_match=0.3000,False,0.4833,False,top-3 avg score 0.4833 < final_threshold 0.7
ObjectProperty,has license,has homepage source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5954; levenshtein=0.3529; semantic=0.4826; sequence_match=0.3704,False,0.4828,False,top-3 avg score 0.4828 < final_threshold 0.7
ObjectProperty,has specified data output,involves data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4910; levenshtein=0.2273; semantic=0.6620; sequence_match=0.2941,False,0.4824,False,top-3 avg score 0.4824 < final_threshold 0.7
ObjectProperty,is developed by,provides export,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6039; levenshtein=0.1429; semantic=0.4727; sequence_match=0.3704,False,0.4823,False,top-3 avg score 0.4823 < final_threshold 0.7
ObjectProperty,is software for,specifies format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6160; levenshtein=0.2000; semantic=0.4729; sequence_match=0.3571,False,0.482,False,top-3 avg score 0.4820 < final_threshold 0.7
ObjectProperty,has format specification,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5775; levenshtein=0.2273; semantic=0.4923; sequence_match=0.3750,False,0.4816,False,top-3 avg score 0.4816 < final_threshold 0.7
ObjectProperty,has license,has format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.3000; semantic=0.5844; sequence_match=0.3158,False,0.4816,False,top-3 avg score 0.4816 < final_threshold 0.7
ObjectProperty,has specified data input,has export capability,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6652; levenshtein=0.2857; semantic=0.3791; sequence_match=0.4000,False,0.4814,False,top-3 avg score 0.4814 < final_threshold 0.7
ObjectProperty,has format specification,has help resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5956; levenshtein=0.2273; semantic=0.5228; sequence_match=0.3243,False,0.4809,False,top-3 avg score 0.4809 < final_threshold 0.7
ObjectProperty,is software for,has format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5983; levenshtein=0.2308; semantic=0.4785; sequence_match=0.3636,False,0.4802,False,top-3 avg score 0.4802 < final_threshold 0.7
ObjectProperty,is developed by,has help resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5731; levenshtein=0.2000; semantic=0.5098; sequence_match=0.3571,False,0.48,False,top-3 avg score 0.4800 < final_threshold 0.7
ObjectProperty,has declared status,supports task,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6174; levenshtein=0.2941; semantic=0.4078; sequence_match=0.4138,False,0.4797,False,top-3 avg score 0.4797 < final_threshold 0.7
ObjectProperty,has format specification,has homepage source,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6393; levenshtein=0.3182; semantic=0.4812; sequence_match=0.3077,False,0.4796,False,top-3 avg score 0.4796 < final_threshold 0.7
ObjectProperty,has declared status,has development model,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5936; levenshtein=0.3684; semantic=0.4005; sequence_match=0.4444,False,0.4795,False,top-3 avg score 0.4795 < final_threshold 0.7
ObjectProperty,implements,has development model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6154; levenshtein=0.2632; semantic=0.4782; sequence_match=0.3448,False,0.4795,False,top-3 avg score 0.4795 < final_threshold 0.7
ObjectProperty,has interface,version has export capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6890; levenshtein=0.2308; semantic=0.4853; sequence_match=0.2632,False,0.4792,False,top-3 avg score 0.4792 < final_threshold 0.7
ObjectProperty,has version,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.2667; semantic=0.5730; sequence_match=0.3200,False,0.4791,False,top-3 avg score 0.4791 < final_threshold 0.7
ObjectProperty,has input,version has feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5899; levenshtein=0.2353; semantic=0.5231; sequence_match=0.3200,False,0.4777,False,top-3 avg score 0.4777 < final_threshold 0.7
ObjectProperty,has clause,available at,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.2727; semantic=0.5114; sequence_match=0.4000,False,0.4769,False,top-3 avg score 0.4769 < final_threshold 0.7
ObjectProperty,is encoded in,has modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5582; levenshtein=0.2000; semantic=0.4873; sequence_match=0.3846,False,0.4767,False,top-3 avg score 0.4767 < final_threshold 0.7
ObjectProperty,uses software,has developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.0833; semantic=0.5522; sequence_match=0.3333,False,0.4767,False,top-3 avg score 0.4767 < final_threshold 0.7
ObjectProperty,has interface,has export capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6126; levenshtein=0.2632; semantic=0.4922; sequence_match=0.3226,False,0.4758,False,top-3 avg score 0.4758 < final_threshold 0.7
ObjectProperty,has clause,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5704; levenshtein=0.2667; semantic=0.5233; sequence_match=0.3333,False,0.4757,False,top-3 avg score 0.4757 < final_threshold 0.7
ObjectProperty,uses software,version has feature,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6117; levenshtein=0.2941; semantic=0.5204; sequence_match=0.2069,False,0.4754,False,top-3 avg score 0.4754 < final_threshold 0.7
ObjectProperty,has declared status,has export capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6382; levenshtein=0.2632; semantic=0.3963; sequence_match=0.3889,False,0.4745,False,top-3 avg score 0.4745 < final_threshold 0.7
ObjectProperty,is software for,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5255; levenshtein=0.3333; semantic=0.4673; sequence_match=0.4286,False,0.4738,False,top-3 avg score 0.4738 < final_threshold 0.7
ObjectProperty,implements,performs task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.1667; semantic=0.6399; sequence_match=0.2727,False,0.4727,False,top-3 avg score 0.4727 < final_threshold 0.7
ObjectProperty,has clause,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5767; levenshtein=0.2857; semantic=0.4925; sequence_match=0.3478,False,0.4723,False,top-3 avg score 0.4723 < final_threshold 0.7
ObjectProperty,has input,has export capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6294; levenshtein=0.2632; semantic=0.4149; sequence_match=0.3704,False,0.4716,False,top-3 avg score 0.4716 < final_threshold 0.7
ObjectProperty,is software for,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5842; levenshtein=0.1429; semantic=0.4577; sequence_match=0.3704,False,0.4708,False,top-3 avg score 0.4708 < final_threshold 0.7
ObjectProperty,is alternative format of,involves tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6521; levenshtein=0.2381; semantic=0.3952; sequence_match=0.3636,False,0.4703,False,top-3 avg score 0.4703 < final_threshold 0.7
ObjectProperty,uses software,has homepage source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.2353; semantic=0.4738; sequence_match=0.4138,False,0.4699,False,top-3 avg score 0.4699 < final_threshold 0.7
ObjectProperty,has format specification,has developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5862; levenshtein=0.2273; semantic=0.4704; sequence_match=0.3529,False,0.4699,False,top-3 avg score 0.4699 < final_threshold 0.7
ObjectProperty,has clause,has development model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5396; levenshtein=0.2632; semantic=0.5128; sequence_match=0.3571,False,0.4698,False,top-3 avg score 0.4698 < final_threshold 0.7
ObjectProperty,has specified data input,has development model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6008; levenshtein=0.2381; semantic=0.5086; sequence_match=0.3000,False,0.4698,False,top-3 avg score 0.4698 < final_threshold 0.7
ObjectProperty,uses platform,involves data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.0000; semantic=0.5313; sequence_match=0.3333,False,0.4697,False,top-3 avg score 0.4697 < final_threshold 0.7
ObjectProperty,has specified data input,has community involvement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5703; levenshtein=0.2174; semantic=0.4283; sequence_match=0.4091,False,0.4692,False,top-3 avg score 0.4692 < final_threshold 0.7
ObjectProperty,has output,exports to format,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5630; levenshtein=0.2000; semantic=0.6442; sequence_match=0.1667,False,0.4691,False,top-3 avg score 0.4691 < final_threshold 0.7
ObjectProperty,has interface,involves data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1667; semantic=0.5719; sequence_match=0.3333,False,0.4684,False,top-3 avg score 0.4684 < final_threshold 0.7
ObjectProperty,is software for,uses algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5299; levenshtein=0.1538; semantic=0.4907; sequence_match=0.3846,False,0.4684,False,top-3 avg score 0.4684 < final_threshold 0.7
ObjectProperty,uses platform,available from,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.2308; semantic=0.4623; sequence_match=0.4000,False,0.4683,False,top-3 avg score 0.4683 < final_threshold 0.7
ObjectProperty,has output,provides export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4934; levenshtein=0.1429; semantic=0.6503; sequence_match=0.2609,False,0.4682,False,top-3 avg score 0.4682 < final_threshold 0.7
ObjectProperty,has specified data input,has developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5913; levenshtein=0.2857; semantic=0.5098; sequence_match=0.3030,False,0.468,False,top-3 avg score 0.4680 < final_threshold 0.7
ObjectProperty,has interface,implemented in language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.2381; semantic=0.5562; sequence_match=0.3636,False,0.468,False,top-3 avg score 0.4680 < final_threshold 0.7
ObjectProperty,has interface,creates data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.2500; semantic=0.4965; sequence_match=0.3478,False,0.4671,False,top-3 avg score 0.4671 < final_threshold 0.7
ObjectProperty,has output,has maintenance status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6019; levenshtein=0.2500; semantic=0.5213; sequence_match=0.2759,False,0.4663,False,top-3 avg score 0.4663 < final_threshold 0.7
ObjectProperty,has specified data input,version has export capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6643; levenshtein=0.1923; semantic=0.3913; sequence_match=0.3404,False,0.4653,False,top-3 avg score 0.4653 < final_threshold 0.7
ObjectProperty,has function,has homepage source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5330; levenshtein=0.2353; semantic=0.5058; sequence_match=0.3571,False,0.4653,False,top-3 avg score 0.4653 < final_threshold 0.7
ObjectProperty,is encoded in,uses algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.2308; semantic=0.5050; sequence_match=0.3333,False,0.4651,False,top-3 avg score 0.4651 < final_threshold 0.7
ObjectProperty,has input,involves tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.0833; semantic=0.5667; sequence_match=0.3000,False,0.4648,False,top-3 avg score 0.4648 < final_threshold 0.7
ObjectProperty,has declared status,available at,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5217; levenshtein=0.2941; semantic=0.4440; sequence_match=0.4286,False,0.4648,False,top-3 avg score 0.4648 < final_threshold 0.7
ObjectProperty,has specified data output,used by tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5758; levenshtein=0.2273; semantic=0.5057; sequence_match=0.3125,False,0.4646,False,top-3 avg score 0.4646 < final_threshold 0.7
ObjectProperty,is encoded in,specifies format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5582; levenshtein=0.1333; semantic=0.6046; sequence_match=0.2308,False,0.4645,False,top-3 avg score 0.4645 < final_threshold 0.7
ObjectProperty,uses software,performs task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6270; levenshtein=0.1667; semantic=0.5981; sequence_match=0.1667,False,0.4639,False,top-3 avg score 0.4639 < final_threshold 0.7
ObjectProperty,has format specification,has development model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5603; levenshtein=0.1818; semantic=0.4900; sequence_match=0.3415,False,0.4639,False,top-3 avg score 0.4639 < final_threshold 0.7
ObjectProperty,has declared status,has valid input,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6120; levenshtein=0.3529; semantic=0.4263; sequence_match=0.3333,False,0.4637,False,top-3 avg score 0.4637 < final_threshold 0.7
ObjectProperty,has version,has community involvement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5647; levenshtein=0.2609; semantic=0.4620; sequence_match=0.3636,False,0.4635,False,top-3 avg score 0.4635 < final_threshold 0.7
ObjectProperty,is software for,involves tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.2308; semantic=0.5272; sequence_match=0.3200,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.7
ObjectProperty,has output,creates data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5194; levenshtein=0.0909; semantic=0.5695; sequence_match=0.3000,False,0.463,False,top-3 avg score 0.4630 < final_threshold 0.7
ObjectProperty,is alternative format of,available from,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5958; levenshtein=0.2857; semantic=0.3810; sequence_match=0.4118,False,0.4629,False,top-3 avg score 0.4629 < final_threshold 0.7
ObjectProperty,has format specification,has valid input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5763; levenshtein=0.2727; semantic=0.5252; sequence_match=0.2857,False,0.4624,False,top-3 avg score 0.4624 < final_threshold 0.7
ObjectProperty,has license,has export capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5211; levenshtein=0.2105; semantic=0.5208; sequence_match=0.3448,False,0.4622,False,top-3 avg score 0.4622 < final_threshold 0.7
ObjectProperty,uses platform,provides export,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.1429; semantic=0.4694; sequence_match=0.3846,False,0.4619,False,top-3 avg score 0.4619 < final_threshold 0.7
ObjectProperty,has specified data output,has development model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5936; levenshtein=0.2727; semantic=0.4990; sequence_match=0.2927,False,0.4618,False,top-3 avg score 0.4618 < final_threshold 0.7
ObjectProperty,implements,has maintenance status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5405; levenshtein=0.2500; semantic=0.5074; sequence_match=0.3333,False,0.4604,False,top-3 avg score 0.4604 < final_threshold 0.7
ObjectProperty,is alternative format of,involves collaborator,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6025; levenshtein=0.3333; semantic=0.3380; sequence_match=0.4390,False,0.4599,False,top-3 avg score 0.4599 < final_threshold 0.7
ObjectProperty,uses software,has format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2500; semantic=0.4796; sequence_match=0.2857,False,0.4588,False,top-3 avg score 0.4588 < final_threshold 0.7
ObjectProperty,has output,supports task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.1667; semantic=0.5736; sequence_match=0.1905,False,0.4584,False,top-3 avg score 0.4584 < final_threshold 0.7
ObjectProperty,is alternative format of,available at,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5613; levenshtein=0.2381; semantic=0.4341; sequence_match=0.3750,False,0.4568,False,top-3 avg score 0.4568 < final_threshold 0.7
ObjectProperty,has clause,creates data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5367; levenshtein=0.0909; semantic=0.5333; sequence_match=0.3000,False,0.4567,False,top-3 avg score 0.4567 < final_threshold 0.7
ObjectProperty,is software for,performs task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.0769; semantic=0.5072; sequence_match=0.3200,False,0.4567,False,top-3 avg score 0.4567 < final_threshold 0.7
ObjectProperty,is alternative format of,has development model,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5797; levenshtein=0.1905; semantic=0.3885; sequence_match=0.4000,False,0.4561,False,top-3 avg score 0.4561 < final_threshold 0.7
ObjectProperty,has specified data input,has help resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6021; levenshtein=0.2381; semantic=0.4883; sequence_match=0.2778,False,0.456,False,top-3 avg score 0.4560 < final_threshold 0.7
ObjectProperty,has version,develops,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.2000; semantic=0.5681; sequence_match=0.3333,False,0.456,False,top-3 avg score 0.4560 < final_threshold 0.7
ObjectProperty,implements,supports task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5167; levenshtein=0.2500; semantic=0.5778; sequence_match=0.2727,False,0.4557,False,top-3 avg score 0.4557 < final_threshold 0.7
ObjectProperty,is encoded in,involves developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5875; levenshtein=0.1765; semantic=0.4927; sequence_match=0.2857,False,0.4553,False,top-3 avg score 0.4553 < final_threshold 0.7
ObjectProperty,has clause,available from,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5007; levenshtein=0.2308; semantic=0.5003; sequence_match=0.3636,False,0.4549,False,top-3 avg score 0.4549 < final_threshold 0.7
ObjectProperty,is encoded in,involves community,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6076; levenshtein=0.2941; semantic=0.3994; sequence_match=0.3571,False,0.4547,False,top-3 avg score 0.4547 < final_threshold 0.7
ObjectProperty,is alternative format of,has maintenance status,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6004; levenshtein=0.2857; semantic=0.3732; sequence_match=0.3902,False,0.4546,False,top-3 avg score 0.4546 < final_threshold 0.7
ObjectProperty,has interface,available from,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5983; levenshtein=0.1538; semantic=0.4451; sequence_match=0.3200,False,0.4545,False,top-3 avg score 0.4545 < final_threshold 0.7
ObjectProperty,has declared status,created by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5621; levenshtein=0.2353; semantic=0.4164; sequence_match=0.3846,False,0.4544,False,top-3 avg score 0.4544 < final_threshold 0.7
ObjectProperty,has specified data output,has homepage source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6248; levenshtein=0.2727; semantic=0.4305; sequence_match=0.3077,False,0.4543,False,top-3 avg score 0.4543 < final_threshold 0.7
ObjectProperty,has specified data input,implemented in language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5613; levenshtein=0.1905; semantic=0.4681; sequence_match=0.3333,False,0.4543,False,top-3 avg score 0.4543 < final_threshold 0.7
ObjectProperty,has license,version has export capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6006; levenshtein=0.1538; semantic=0.4840; sequence_match=0.2778,False,0.4541,False,top-3 avg score 0.4541 < final_threshold 0.7
ObjectProperty,has function,used by tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5045; levenshtein=0.2727; semantic=0.5717; sequence_match=0.2857,False,0.454,False,top-3 avg score 0.4540 < final_threshold 0.7
ObjectProperty,implements,develops,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5750; levenshtein=0.2000; semantic=0.5645; sequence_match=0.2222,False,0.4539,False,top-3 avg score 0.4539 < final_threshold 0.7
ObjectProperty,has output,has pricing model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5704; levenshtein=0.2000; semantic=0.4575; sequence_match=0.3333,False,0.4537,False,top-3 avg score 0.4537 < final_threshold 0.7
ObjectProperty,is software for,involves developer,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5493; levenshtein=0.2941; semantic=0.5176; sequence_match=0.2667,False,0.4536,False,top-3 avg score 0.4536 < final_threshold 0.7
ObjectProperty,is developed by,involves community,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5548; levenshtein=0.2941; semantic=0.4701; sequence_match=0.3333,False,0.4528,False,top-3 avg score 0.4528 < final_threshold 0.7
ObjectProperty,uses software,creates data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4823; levenshtein=0.1667; semantic=0.5272; sequence_match=0.3478,False,0.4524,False,top-3 avg score 0.4524 < final_threshold 0.7
ObjectProperty,is software for,has help resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5094; levenshtein=0.2667; semantic=0.4889; sequence_match=0.3571,False,0.4518,False,top-3 avg score 0.4518 < final_threshold 0.7
ObjectProperty,uses software,has license,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5778; levenshtein=0.1667; semantic=0.5953; sequence_match=0.1818,False,0.4516,False,top-3 avg score 0.4516 < final_threshold 0.7
ObjectProperty,uses software,involves data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.0833; semantic=0.5406; sequence_match=0.3333,False,0.4506,False,top-3 avg score 0.4506 < final_threshold 0.7
ObjectProperty,has output,version has feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5065; levenshtein=0.2353; semantic=0.5371; sequence_match=0.3077,False,0.4504,False,top-3 avg score 0.4504 < final_threshold 0.7
ObjectProperty,has input,version has export capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6195; levenshtein=0.1923; semantic=0.4376; sequence_match=0.2941,False,0.4504,False,top-3 avg score 0.4504 < final_threshold 0.7
ObjectProperty,has version,involves tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4944; levenshtein=0.2500; semantic=0.4928; sequence_match=0.3636,False,0.4503,False,top-3 avg score 0.4503 < final_threshold 0.7
