role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,hasachievement,hasachievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasitem,hasitem,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,releasedate,releasedate,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,livesin,livesin,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasplayingarea,hasplayingarea,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,username,hasusername,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8258; levenshtein=0.7273; semantic=0.9063; sequence_match=0.8421,False,0.8581,True,selected
property,purchasesgameoffering,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6409; levenshtein=0.2857; semantic=0.4082; sequence_match=0.3448,False,0.4646,False,top-3 avg score 0.4646 < final_threshold 0.6
property,iseventassociatedtoplayer,happensat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5800; levenshtein=0.2000; semantic=0.5102; sequence_match=0.2941,False,0.4614,False,top-3 avg score 0.4614 < final_threshold 0.6
property,isfriendwithplayer,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5974; levenshtein=0.1111; semantic=0.4667; sequence_match=0.3200,False,0.4613,False,top-3 avg score 0.4613 < final_threshold 0.6
property,isfriendwithplayer,releasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5798; levenshtein=0.2222; semantic=0.4562; sequence_match=0.3448,False,0.4603,False,top-3 avg score 0.4603 < final_threshold 0.6
property,ownsachievement,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4460; levenshtein=0.2667; semantic=0.5709; sequence_match=0.3636,False,0.4602,False,top-3 avg score 0.4602 < final_threshold 0.6
property,livesin,plays,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5619; levenshtein=0.1429; semantic=0.4840; sequence_match=0.3333,False,0.4597,False,top-3 avg score 0.4597 < final_threshold 0.6
property,iseventassociatedtoplayer,hasachievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5904; levenshtein=0.1600; semantic=0.4803; sequence_match=0.3077,False,0.4595,False,top-3 avg score 0.4595 < final_threshold 0.6
property,ownsitem,happensat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.5411; sequence_match=0.3529,False,0.4585,False,top-3 avg score 0.4585 < final_threshold 0.6
property,ownsachievement,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6056; levenshtein=0.2000; semantic=0.5085; sequence_match=0.2609,False,0.4583,False,top-3 avg score 0.4583 < final_threshold 0.6
property,purchasesgameoffering,releasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5613; levenshtein=0.2381; semantic=0.4363; sequence_match=0.3750,False,0.4576,False,top-3 avg score 0.4576 < final_threshold 0.6
property,hasitem,madeiap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5079; levenshtein=0.1429; semantic=0.5777; sequence_match=0.2857,False,0.4571,False,top-3 avg score 0.4571 < final_threshold 0.6
property,hasplayingarea,isusablein,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5651; levenshtein=0.1429; semantic=0.4709; sequence_match=0.3333,False,0.4564,False,top-3 avg score 0.4564 < final_threshold 0.6
property,username,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.0000; semantic=0.6123; sequence_match=0.2667,False,0.4563,False,top-3 avg score 0.4563 < final_threshold 0.6
property,hasachievement,made,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5945; sequence_match=0.2222,False,0.4548,False,top-3 avg score 0.4548 < final_threshold 0.6
property,livesin,playswith,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2222; semantic=0.5263; sequence_match=0.2500,False,0.4545,False,top-3 avg score 0.4545 < final_threshold 0.6
property,ownsitem,hasiap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.5500; sequence_match=0.2857,False,0.4545,False,top-3 avg score 0.4545 < final_threshold 0.6
property,isfriendwithplayer,hasusername,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5707; levenshtein=0.1667; semantic=0.5848; sequence_match=0.2069,False,0.4541,False,top-3 avg score 0.4541 < final_threshold 0.6
property,eventtime,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.1111; semantic=0.4378; sequence_match=0.3529,False,0.4534,False,top-3 avg score 0.4534 < final_threshold 0.6
property,eventtime,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5053; levenshtein=0.2222; semantic=0.4789; sequence_match=0.3750,False,0.4531,False,top-3 avg score 0.4531 < final_threshold 0.6
property,isfriendwithplayer,hasachievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4868; levenshtein=0.0556; semantic=0.5560; sequence_match=0.3125,False,0.4518,False,top-3 avg score 0.4518 < final_threshold 0.6
property,purchasesgameoffering,hasfriend,sequence_match+jaro_winkler+semantic,jaro_winkler=0.4646; levenshtein=0.2857; semantic=0.4206; sequence_match=0.4667,False,0.4506,False,top-3 avg score 0.4506 < final_threshold 0.6
property,hasitem,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5079; levenshtein=0.0000; semantic=0.5572; sequence_match=0.2857,False,0.4503,False,top-3 avg score 0.4503 < final_threshold 0.6
property,livesin,hasitem,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5079; levenshtein=0.0000; semantic=0.5572; sequence_match=0.2857,False,0.4503,False,top-3 avg score 0.4503 < final_threshold 0.6
property,hasitem,obtains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5079; levenshtein=0.0000; semantic=0.5545; sequence_match=0.2857,False,0.4494,False,top-3 avg score 0.4494 < final_threshold 0.6
property,hasachievement,obtains,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4365; levenshtein=0.2143; semantic=0.6969; sequence_match=0.1905,False,0.4492,False,top-3 avg score 0.4492 < final_threshold 0.6
property,livesin,played,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.4996; sequence_match=0.3077,False,0.4490,False,top-3 avg score 0.4490 < final_threshold 0.6
property,livesin,happensat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4762; levenshtein=0.2222; semantic=0.6204; sequence_match=0.2500,False,0.4489,False,top-3 avg score 0.4489 < final_threshold 0.6
property,iseventassociatedtoplayer,hasitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.2000; semantic=0.4618; sequence_match=0.3125,False,0.4486,False,top-3 avg score 0.4486 < final_threshold 0.6
property,iseventassociatedtoplayer,hasiap,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5256; levenshtein=0.2000; semantic=0.4973; sequence_match=0.3226,False,0.4485,False,top-3 avg score 0.4485 < final_threshold 0.6
property,livesin,hasplayingarea,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.1429; semantic=0.5228; sequence_match=0.2857,False,0.4481,False,top-3 avg score 0.4481 < final_threshold 0.6
property,hasplayingarea,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.1429; semantic=0.5228; sequence_match=0.2857,False,0.4481,False,top-3 avg score 0.4481 < final_threshold 0.6
property,iseventassociatedtoplayer,hasplayingarea,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4981; levenshtein=0.2000; semantic=0.4836; sequence_match=0.3590,False,0.4469,False,top-3 avg score 0.4469 < final_threshold 0.6
property,hasitem,uses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.2857; semantic=0.5108; sequence_match=0.3636,False,0.4463,False,top-3 avg score 0.4463 < final_threshold 0.6
property,livesin,obtains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5079; levenshtein=0.1429; semantic=0.5444; sequence_match=0.2857,False,0.4460,False,top-3 avg score 0.4460 < final_threshold 0.6
property,eventtime,hasachievement,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4101; levenshtein=0.2143; semantic=0.4931; sequence_match=0.4348,False,0.4460,False,top-3 avg score 0.4460 < final_threshold 0.6
property,hasachievement,madeiap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5357; levenshtein=0.1429; semantic=0.6116; sequence_match=0.1905,False,0.4459,False,top-3 avg score 0.4459 < final_threshold 0.6
property,iseventassociatedtoplayer,releasedate,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5574; levenshtein=0.3200; semantic=0.4570; sequence_match=0.2778,False,0.4448,False,top-3 avg score 0.4448 < final_threshold 0.6
property,eventtime,hasitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4949; sequence_match=0.2500,False,0.4445,False,top-3 avg score 0.4445 < final_threshold 0.6
property,releasedate,hasplayer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5367; levenshtein=0.2727; semantic=0.4956; sequence_match=0.3000,False,0.4441,False,top-3 avg score 0.4441 < final_threshold 0.6
property,hasitem,isusablein,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5738; levenshtein=0.2000; semantic=0.5222; sequence_match=0.2353,False,0.4438,False,top-3 avg score 0.4438 < final_threshold 0.6
property,ownsitem,uses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.2500; semantic=0.5395; sequence_match=0.3333,False,0.4437,False,top-3 avg score 0.4437 < final_threshold 0.6
property,ownsachievement,isusablein,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.2667; semantic=0.4665; sequence_match=0.3200,False,0.4437,False,top-3 avg score 0.4437 < final_threshold 0.6
property,hasitem,plays,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5619; levenshtein=0.0000; semantic=0.4307; sequence_match=0.3333,False,0.4420,False,top-3 avg score 0.4420 < final_threshold 0.6
property,ownsachievement,made,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.1333; semantic=0.5706; sequence_match=0.2105,False,0.4418,False,top-3 avg score 0.4418 < final_threshold 0.6
property,isfriendwithplayer,isusablein,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.1667; semantic=0.4475; sequence_match=0.2857,False,0.4407,False,top-3 avg score 0.4407 < final_threshold 0.6
property,purchasesgameoffering,hasplayingarea,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4841; levenshtein=0.2381; semantic=0.4338; sequence_match=0.4000,False,0.4393,False,top-3 avg score 0.4393 < final_threshold 0.6
property,hasitem,played,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.4694; sequence_match=0.3077,False,0.4389,False,top-3 avg score 0.4389 < final_threshold 0.6
property,ownsitem,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5579; sequence_match=0.2667,False,0.4382,False,top-3 avg score 0.4382 < final_threshold 0.6
property,hasplayingarea,obtains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.2143; semantic=0.4927; sequence_match=0.2857,False,0.4380,False,top-3 avg score 0.4380 < final_threshold 0.6
property,ownsachievement,hasiap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5611; levenshtein=0.1333; semantic=0.5613; sequence_match=0.1905,False,0.4376,False,top-3 avg score 0.4376 < final_threshold 0.6
property,isfriendwithplayer,plays,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4185; levenshtein=0.2222; semantic=0.5451; sequence_match=0.3478,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.6
property,ownsachievement,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5294; levenshtein=0.1333; semantic=0.5971; sequence_match=0.1818,False,0.4361,False,top-3 avg score 0.4361 < final_threshold 0.6
property,hasachievement,uses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5373; sequence_match=0.2222,False,0.4357,False,top-3 avg score 0.4357 < final_threshold 0.6
property,username,hasplayingarea,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5119; levenshtein=0.2857; semantic=0.5079; sequence_match=0.2727,False,0.4352,False,top-3 avg score 0.4352 < final_threshold 0.6
property,livesin,hasusername,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.6264; sequence_match=0.2222,False,0.4349,False,top-3 avg score 0.4349 < final_threshold 0.6
property,isfriendwithplayer,residesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5794; levenshtein=0.1667; semantic=0.4286; sequence_match=0.2963,False,0.4347,False,top-3 avg score 0.4347 < final_threshold 0.6
property,hasplayingarea,madeiap,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5357; levenshtein=0.2143; semantic=0.5531; sequence_match=0.1905,False,0.4344,False,top-3 avg score 0.4344 < final_threshold 0.6
property,livesin,hasiap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3730; levenshtein=0.1429; semantic=0.6187; sequence_match=0.3077,False,0.4331,False,top-3 avg score 0.4331 < final_threshold 0.6
property,hasgamegenre,made,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.4933; sequence_match=0.2500,False,0.4330,False,top-3 avg score 0.4330 < final_threshold 0.6
property,iseventassociatedtoplayer,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4938; levenshtein=0.2000; semantic=0.5538; sequence_match=0.2500,False,0.4325,False,top-3 avg score 0.4325 < final_threshold 0.6
property,releasedate,madeiap,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4560; levenshtein=0.2727; semantic=0.5682; sequence_match=0.2222,False,0.4323,False,top-3 avg score 0.4323 < final_threshold 0.6
property,livesin,releasedate,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.5041; sequence_match=0.3333,False,0.4311,False,top-3 avg score 0.4311 < final_threshold 0.6
property,username,made,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4583; levenshtein=0.2500; semantic=0.5837; sequence_match=0.1667,False,0.4307,False,top-3 avg score 0.4307 < final_threshold 0.6
property,iseventassociatedtoplayer,received,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6231; levenshtein=0.2000; semantic=0.4259; sequence_match=0.2424,False,0.4305,False,top-3 avg score 0.4305 < final_threshold 0.6
property,username,received,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1250; semantic=0.5689; sequence_match=0.2500,False,0.4304,False,top-3 avg score 0.4304 < final_threshold 0.6
property,ownsachievement,uses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.1333; semantic=0.5296; sequence_match=0.2105,False,0.4282,False,top-3 avg score 0.4282 < final_threshold 0.6
property,livesin,hasgenre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5274; sequence_match=0.2667,False,0.4281,False,top-3 avg score 0.4281 < final_threshold 0.6
property,livesin,madeiap,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5238; levenshtein=0.1429; semantic=0.6170; sequence_match=0.1429,False,0.4279,False,top-3 avg score 0.4279 < final_threshold 0.6
property,eventtime,hastype,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5026; levenshtein=0.2222; semantic=0.5585; sequence_match=0.1250,False,0.4278,False,top-3 avg score 0.4278 < final_threshold 0.6
property,playsgame,uses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.1111; semantic=0.5196; sequence_match=0.3077,False,0.4270,False,top-3 avg score 0.4270 < final_threshold 0.6
property,playsgame,made,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.2222; semantic=0.5192; sequence_match=0.3077,False,0.4269,False,top-3 avg score 0.4269 < final_threshold 0.6
property,playsgame,madeiap,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5026; levenshtein=0.2222; semantic=0.5549; sequence_match=0.1250,False,0.4266,False,top-3 avg score 0.4266 < final_threshold 0.6
property,hasgamegenre,madeiap,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.1667; semantic=0.5156; sequence_match=0.2105,False,0.4259,False,top-3 avg score 0.4259 < final_threshold 0.6
property,hasgamegenre,played,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1667; semantic=0.5550; sequence_match=0.2222,False,0.4258,False,top-3 avg score 0.4258 < final_threshold 0.6
property,ownsachievement,hasplayingarea,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4984; levenshtein=0.1333; semantic=0.5715; sequence_match=0.2069,False,0.4256,False,top-3 avg score 0.4256 < final_threshold 0.6
property,ownsachievement,hasplayer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4870; levenshtein=0.1333; semantic=0.5368; sequence_match=0.2500,False,0.4246,False,top-3 avg score 0.4246 < final_threshold 0.6
property,isfriendwithplayer,hasplayingarea,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4206; levenshtein=0.1667; semantic=0.4782; sequence_match=0.3750,False,0.4246,False,top-3 avg score 0.4246 < final_threshold 0.6
property,playsgame,happensat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.1111; semantic=0.5052; sequence_match=0.2222,False,0.4246,False,top-3 avg score 0.4246 < final_threshold 0.6
property,iseventassociatedtoplayer,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5879; levenshtein=0.1600; semantic=0.4354; sequence_match=0.2500,False,0.4244,False,top-3 avg score 0.4244 < final_threshold 0.6
property,eventtime,madeiap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.5186; sequence_match=0.2500,False,0.4238,False,top-3 avg score 0.4238 < final_threshold 0.6
property,hasplayingarea,residesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5159; levenshtein=0.2143; semantic=0.4944; sequence_match=0.2609,False,0.4237,False,top-3 avg score 0.4237 < final_threshold 0.6
property,ownsachievement,releasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5374; levenshtein=0.2000; semantic=0.5026; sequence_match=0.2308,False,0.4236,False,top-3 avg score 0.4236 < final_threshold 0.6
property,purchasesgameoffering,plays,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5810; levenshtein=0.1429; semantic=0.4571; sequence_match=0.2308,False,0.4230,False,top-3 avg score 0.4230 < final_threshold 0.6
property,purchasesgameoffering,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5175; levenshtein=0.1905; semantic=0.4654; sequence_match=0.2857,False,0.4229,False,top-3 avg score 0.4229 < final_threshold 0.6
property,ownsitem,hasfriend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5694; levenshtein=0.1111; semantic=0.5801; sequence_match=0.1176,False,0.4224,False,top-3 avg score 0.4224 < final_threshold 0.6
property,purchasesgameoffering,played,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.4966; sequence_match=0.2222,False,0.4221,False,top-3 avg score 0.4221 < final_threshold 0.6
property,hasplayingarea,releasedate,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4706; levenshtein=0.2143; semantic=0.4727; sequence_match=0.3200,False,0.4211,False,top-3 avg score 0.4211 < final_threshold 0.6
property,iseventassociatedtoplayer,madeiap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4938; levenshtein=0.1600; semantic=0.5134; sequence_match=0.2500,False,0.4191,False,top-3 avg score 0.4191 < final_threshold 0.6
property,purchasesgameoffering,hasiap,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1905; semantic=0.4012; sequence_match=0.2963,False,0.4182,False,top-3 avg score 0.4182 < final_threshold 0.6
property,hasgamegenre,plays,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.0833; semantic=0.4970; sequence_match=0.2353,False,0.4182,False,top-3 avg score 0.4182 < final_threshold 0.6
property,purchasesgameoffering,happensat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.4463; sequence_match=0.2667,False,0.4176,False,top-3 avg score 0.4176 < final_threshold 0.6
property,playsgame,obtains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5026; levenshtein=0.0000; semantic=0.4974; sequence_match=0.2500,False,0.4167,False,top-3 avg score 0.4167 < final_threshold 0.6
property,ownsitem,hasplayer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.1111; semantic=0.5223; sequence_match=0.2353,False,0.4161,False,top-3 avg score 0.4161 < final_threshold 0.6
property,iseventassociatedtoplayer,uses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6233; levenshtein=0.1200; semantic=0.4178; sequence_match=0.2069,False,0.4160,False,top-3 avg score 0.4160 < final_threshold 0.6
property,hasgamegenre,uses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.4407; sequence_match=0.2500,False,0.4154,False,top-3 avg score 0.4154 < final_threshold 0.6
property,releasedate,hasgenre,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4545; levenshtein=0.2727; semantic=0.5170; sequence_match=0.2105,False,0.4148,False,top-3 avg score 0.4148 < final_threshold 0.6
property,releasedate,obtains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.5320; sequence_match=0.2222,False,0.4145,False,top-3 avg score 0.4145 < final_threshold 0.6
property,hasachievement,played,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.5502; sequence_match=0.2000,False,0.4141,False,top-3 avg score 0.4141 < final_threshold 0.6
property,isfriendwithplayer,hasitem,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4312; levenshtein=0.1667; semantic=0.4909; sequence_match=0.3200,False,0.4140,False,top-3 avg score 0.4140 < final_threshold 0.6
property,ownsitem,releasedate,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.1818; semantic=0.4869; sequence_match=0.3158,False,0.4136,False,top-3 avg score 0.4136 < final_threshold 0.6
property,ownsitem,hasgenre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0000; semantic=0.5166; sequence_match=0.2500,False,0.4129,False,top-3 avg score 0.4129 < final_threshold 0.6
property,hasachievement,plays,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5143; levenshtein=0.0714; semantic=0.5110; sequence_match=0.2105,False,0.4119,False,top-3 avg score 0.4119 < final_threshold 0.6
property,livesin,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.6618; sequence_match=0.1429,False,0.4111,False,top-3 avg score 0.4111 < final_threshold 0.6
property,purchasesgameoffering,residesin,jaro_winkler+sequence_match+semantic,jaro_winkler=0.4646; levenshtein=0.2857; semantic=0.3672; sequence_match=0.4000,False,0.4106,False,top-3 avg score 0.4106 < final_threshold 0.6
property,playsgame,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.4763; sequence_match=0.2500,False,0.4097,False,top-3 avg score 0.4097 < final_threshold 0.6
property,livesin,made,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.5764; sequence_match=0.1818,False,0.4075,False,top-3 avg score 0.4075 < final_threshold 0.6
property,eventtime,residesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4444; levenshtein=0.1111; semantic=0.4404; sequence_match=0.3333,False,0.4061,False,top-3 avg score 0.4061 < final_threshold 0.6
property,ownsachievement,playswith,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4963; levenshtein=0.0667; semantic=0.5545; sequence_match=0.1667,False,0.4058,False,top-3 avg score 0.4058 < final_threshold 0.6
property,ownsitem,hasplayingarea,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.5237; sequence_match=0.1818,False,0.4058,False,top-3 avg score 0.4058 < final_threshold 0.6
property,hasachievement,playswith,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.0714; semantic=0.5588; sequence_match=0.0870,False,0.4055,False,top-3 avg score 0.4055 < final_threshold 0.6
property,iseventassociatedtoplayer,isusablein,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.2000; semantic=0.4216; sequence_match=0.2286,False,0.4050,False,top-3 avg score 0.4050 < final_threshold 0.6
property,hasgamegenre,isusablein,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4944; levenshtein=0.1667; semantic=0.4422; sequence_match=0.2727,False,0.4031,False,top-3 avg score 0.4031 < final_threshold 0.6
property,ownsachievement,played,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4889; levenshtein=0.1333; semantic=0.5265; sequence_match=0.1905,False,0.4020,False,top-3 avg score 0.4020 < final_threshold 0.6
property,iseventassociatedtoplayer,played,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4289; levenshtein=0.2000; semantic=0.4536; sequence_match=0.3226,False,0.4017,False,top-3 avg score 0.4017 < final_threshold 0.6
property,isfriendwithplayer,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.1667; semantic=0.4025; sequence_match=0.3077,False,0.4003,False,top-3 avg score 0.4003 < final_threshold 0.6
property,hasgamegenre,residesin,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5093; levenshtein=0.2500; semantic=0.4406; sequence_match=0.1905,False,0.3999,False,top-3 avg score 0.3999 < final_threshold 0.6
property,iseventassociatedtoplayer,hasfriend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5244; levenshtein=0.1600; semantic=0.4396; sequence_match=0.2353,False,0.3998,False,top-3 avg score 0.3998 < final_threshold 0.6
property,isfriendwithplayer,madeiap,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5146; levenshtein=0.1667; semantic=0.5172; sequence_match=0.1600,False,0.3995,False,top-3 avg score 0.3995 < final_threshold 0.6
property,iseventassociatedtoplayer,residesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5907; levenshtein=0.1600; semantic=0.4260; sequence_match=0.1765,False,0.3977,False,top-3 avg score 0.3977 < final_threshold 0.6
property,isfriendwithplayer,hastype,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5146; levenshtein=0.1667; semantic=0.5103; sequence_match=0.1600,False,0.3972,False,top-3 avg score 0.3972 < final_threshold 0.6
property,iseventassociatedtoplayer,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1600; semantic=0.4062; sequence_match=0.2424,False,0.3967,False,top-3 avg score 0.3967 < final_threshold 0.6
property,isfriendwithplayer,happensat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1667; semantic=0.4896; sequence_match=0.2222,False,0.3965,False,top-3 avg score 0.3965 < final_threshold 0.6
property,ownsitem,made,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.5617; sequence_match=0.1667,False,0.3956,False,top-3 avg score 0.3956 < final_threshold 0.6
