prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has measurement,has measurement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has property,has physical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8612; levenshtein=0.5789; semantic=0.7714; sequence_match=0.7333,False,0.7886,True,selected
ObjectProperty,has phenomenon time,specifies indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5967; levenshtein=0.1667; semantic=0.4601; sequence_match=0.2857,False,0.4475,False,top-3 avg score 0.4475 < final_threshold 0.7
ObjectProperty,measurement made by,describes property,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6078; levenshtein=0.2941; semantic=0.4406; sequence_match=0.2353,False,0.4475,False,top-3 avg score 0.4475 < final_threshold 0.7
ObjectProperty,hasGeometry,uses actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.1667; semantic=0.5102; sequence_match=0.2609,False,0.4473,False,top-3 avg score 0.4473 < final_threshold 0.7
ObjectProperty,has period,describes property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5621; levenshtein=0.1765; semantic=0.4698; sequence_match=0.3077,False,0.4465,False,top-3 avg score 0.4465 < final_threshold 0.7
ObjectProperty,has key performance indicator,defined for area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5330; levenshtein=0.2692; semantic=0.4058; sequence_match=0.4000,False,0.4462,False,top-3 avg score 0.4462 < final_threshold 0.7
ObjectProperty,has duration,uses tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6040; levenshtein=0.2727; semantic=0.4448; sequence_match=0.2857,False,0.4448,False,top-3 avg score 0.4448 < final_threshold 0.7
ObjectProperty,feature is measured by device,describes property,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5961; levenshtein=0.2800; semantic=0.4580; sequence_match=0.1905,False,0.4447,False,top-3 avg score 0.4447 < final_threshold 0.7
ObjectProperty,applies to,tariff usage of meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.4793; sequence_match=0.2963,False,0.4437,False,top-3 avg score 0.4437 < final_threshold 0.7
ObjectProperty,is measured by device,has physical property,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4968; levenshtein=0.1053; semantic=0.5092; sequence_match=0.3243,False,0.4435,False,top-3 avg score 0.4435 < final_threshold 0.7
ObjectProperty,has phenomenon time,uses sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5314; levenshtein=0.2353; semantic=0.5018; sequence_match=0.2963,False,0.4432,False,top-3 avg score 0.4432 < final_threshold 0.7
ObjectProperty,has period,defined by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.0000; semantic=0.4366; sequence_match=0.3333,False,0.4418,False,top-3 avg score 0.4418 < final_threshold 0.7
ObjectProperty,applies to,has temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6270; levenshtein=0.2778; semantic=0.4014; sequence_match=0.2963,False,0.4415,False,top-3 avg score 0.4415 < final_threshold 0.7
ObjectProperty,isKPIOf,specifies indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5307; levenshtein=0.2222; semantic=0.4730; sequence_match=0.3200,False,0.4412,False,top-3 avg score 0.4412 < final_threshold 0.7
ObjectProperty,has phenomenon time,used in meter tariff usage,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5281; levenshtein=0.2273; semantic=0.3849; sequence_match=0.4103,False,0.4411,False,top-3 avg score 0.4411 < final_threshold 0.7
ObjectProperty,measurement made by,defined by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4766; levenshtein=0.2941; semantic=0.5387; sequence_match=0.3077,False,0.441,False,top-3 avg score 0.4410 < final_threshold 0.7
ObjectProperty,feature is measured by device,has physical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5372; levenshtein=0.2000; semantic=0.5125; sequence_match=0.2727,False,0.4408,False,top-3 avg score 0.4408 < final_threshold 0.7
ObjectProperty,has key performance indicator,describes property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6267; levenshtein=0.1923; semantic=0.4141; sequence_match=0.2791,False,0.44,False,top-3 avg score 0.4400 < final_threshold 0.7
ObjectProperty,has property,tariff usage of meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5152; levenshtein=0.2222; semantic=0.4566; sequence_match=0.3448,False,0.4389,False,top-3 avg score 0.4389 < final_threshold 0.7
ObjectProperty,has billing period,specifies indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6134; levenshtein=0.2222; semantic=0.4085; sequence_match=0.2941,False,0.4387,False,top-3 avg score 0.4387 < final_threshold 0.7
ObjectProperty,is measured by device,uses actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1667; semantic=0.4812; sequence_match=0.3333,False,0.4382,False,top-3 avg score 0.4382 < final_threshold 0.7
ObjectProperty,has billing period,tariff used,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5375; levenshtein=0.2500; semantic=0.4653; sequence_match=0.3077,False,0.4368,False,top-3 avg score 0.4368 < final_threshold 0.7
ObjectProperty,has billing period,has measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5456; levenshtein=0.2500; semantic=0.4964; sequence_match=0.2667,False,0.4362,False,top-3 avg score 0.4362 < final_threshold 0.7
ObjectProperty,isKPIOf,uses tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5762; levenshtein=0.3000; semantic=0.4297; sequence_match=0.2353,False,0.4353,False,top-3 avg score 0.4353 < final_threshold 0.7
ObjectProperty,has period,produced by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5315; levenshtein=0.0000; semantic=0.3512; sequence_match=0.4211,False,0.4346,False,top-3 avg score 0.4346 < final_threshold 0.7
ObjectProperty,is measured by device,uses sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.2222; semantic=0.5395; sequence_match=0.2857,False,0.4343,False,top-3 avg score 0.4343 < final_threshold 0.7
ObjectProperty,has key performance indicator,uses sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5547; levenshtein=0.2308; semantic=0.4696; sequence_match=0.2778,False,0.434,False,top-3 avg score 0.4340 < final_threshold 0.7
ObjectProperty,measurement made by,tariff usage of meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6146; levenshtein=0.1667; semantic=0.5145; sequence_match=0.1714,False,0.4335,False,top-3 avg score 0.4335 < final_threshold 0.7
ObjectProperty,applies to,uses tariff,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4481; levenshtein=0.0000; semantic=0.5366; sequence_match=0.3158,False,0.4335,False,top-3 avg score 0.4335 < final_threshold 0.7
ObjectProperty,has phenomenon time,has actuator type,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5288; levenshtein=0.3529; semantic=0.4165; sequence_match=0.3125,False,0.4327,False,top-3 avg score 0.4327 < final_threshold 0.7
ObjectProperty,makes measurement,specifies indicator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5231; levenshtein=0.1111; semantic=0.5397; sequence_match=0.2353,False,0.4327,False,top-3 avg score 0.4327 < final_threshold 0.7
ObjectProperty,is measured by device,tariff usage of meter,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5046; levenshtein=0.0556; semantic=0.5131; sequence_match=0.2778,False,0.4318,False,top-3 avg score 0.4318 < final_threshold 0.7
ObjectProperty,has period,tariff usage of meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.4428; sequence_match=0.2963,False,0.4316,False,top-3 avg score 0.4316 < final_threshold 0.7
ObjectProperty,feature is measured by device,tariff usage of meter,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6192; levenshtein=0.2400; semantic=0.4299; sequence_match=0.2326,False,0.4297,False,top-3 avg score 0.4297 < final_threshold 0.7
ObjectProperty,makes measurement,of water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5387; levenshtein=0.1250; semantic=0.4887; sequence_match=0.2609,False,0.4294,False,top-3 avg score 0.4294 < final_threshold 0.7
ObjectProperty,has property,of water,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.4987; sequence_match=0.3333,False,0.4294,False,top-3 avg score 0.4294 < final_threshold 0.7
ObjectProperty,is measured by device,specifies indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5046; levenshtein=0.1667; semantic=0.5036; sequence_match=0.2778,False,0.4287,False,top-3 avg score 0.4287 < final_threshold 0.7
ObjectProperty,measurement made by,has physical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4982; levenshtein=0.1579; semantic=0.4518; sequence_match=0.3333,False,0.4278,False,top-3 avg score 0.4278 < final_threshold 0.7
ObjectProperty,has billing period,tariff usage of meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5136; levenshtein=0.1111; semantic=0.4745; sequence_match=0.2941,False,0.4274,False,top-3 avg score 0.4274 < final_threshold 0.7
ObjectProperty,makes measurement,defines indicator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4821; levenshtein=0.0625; semantic=0.5481; sequence_match=0.2500,False,0.4268,False,top-3 avg score 0.4268 < final_threshold 0.7
ObjectProperty,isKPIOf,has part,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.1429; semantic=0.4698; sequence_match=0.2857,False,0.4264,False,top-3 avg score 0.4264 < final_threshold 0.7
ObjectProperty,feature is measured by device,has unit,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.1600; semantic=0.4572; sequence_match=0.2500,False,0.4262,False,top-3 avg score 0.4262 < final_threshold 0.7
ObjectProperty,is measured by device,has sensor type,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4996; levenshtein=0.2778; semantic=0.4983; sequence_match=0.2581,False,0.4252,False,top-3 avg score 0.4252 < final_threshold 0.7
ObjectProperty,has property,tariff used,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5242; levenshtein=0.0909; semantic=0.4649; sequence_match=0.2857,False,0.425,False,top-3 avg score 0.4250 < final_threshold 0.7
ObjectProperty,has billing period,used in meter tariff usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4937; levenshtein=0.1364; semantic=0.4638; sequence_match=0.3158,False,0.4244,False,top-3 avg score 0.4244 < final_threshold 0.7
ObjectProperty,is measured by device,produced by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5534; levenshtein=0.2778; semantic=0.3626; sequence_match=0.3571,False,0.4244,False,top-3 avg score 0.4244 < final_threshold 0.7
ObjectProperty,is measured by device,uses tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6011; levenshtein=0.2222; semantic=0.4481; sequence_match=0.0714,False,0.4238,False,top-3 avg score 0.4238 < final_threshold 0.7
ObjectProperty,is measured by device,tariff used,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5534; levenshtein=0.1667; semantic=0.4320; sequence_match=0.2857,False,0.4237,False,top-3 avg score 0.4237 < final_threshold 0.7
ObjectProperty,isKPIOf,has physical property,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.5281; sequence_match=0.2308,False,0.4232,False,top-3 avg score 0.4232 < final_threshold 0.7
ObjectProperty,has billing period,has actuator type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5395; levenshtein=0.1875; semantic=0.4053; sequence_match=0.3226,False,0.4225,False,top-3 avg score 0.4225 < final_threshold 0.7
ObjectProperty,feature is measured by device,tariff used,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6052; levenshtein=0.2400; semantic=0.3752; sequence_match=0.2857,False,0.422,False,top-3 avg score 0.4220 < final_threshold 0.7
ObjectProperty,has billing period,describes property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5212; levenshtein=0.2353; semantic=0.4415; sequence_match=0.3030,False,0.4219,False,top-3 avg score 0.4219 < final_threshold 0.7
ObjectProperty,is measured by device,describes property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5654; levenshtein=0.1111; semantic=0.4697; sequence_match=0.2286,False,0.4212,False,top-3 avg score 0.4212 < final_threshold 0.7
ObjectProperty,has property,uses sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5045; levenshtein=0.0909; semantic=0.5678; sequence_match=0.1905,False,0.4209,False,top-3 avg score 0.4209 < final_threshold 0.7
ObjectProperty,hasGeometry,specifies indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5774; levenshtein=0.1111; semantic=0.4775; sequence_match=0.2069,False,0.4206,False,top-3 avg score 0.4206 < final_threshold 0.7
ObjectProperty,feature is measured by device,uses tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6052; levenshtein=0.2400; semantic=0.4141; sequence_match=0.0571,False,0.4198,False,top-3 avg score 0.4198 < final_threshold 0.7
ObjectProperty,has key performance indicator,uses actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4747; levenshtein=0.3077; semantic=0.4624; sequence_match=0.3158,False,0.4176,False,top-3 avg score 0.4176 < final_threshold 0.7
ObjectProperty,measurement made by,uses actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.2353; semantic=0.4547; sequence_match=0.2759,False,0.4176,False,top-3 avg score 0.4176 < final_threshold 0.7
ObjectProperty,feature is measured by device,has sensor type,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4785; levenshtein=0.2800; semantic=0.4943; sequence_match=0.2105,False,0.4176,False,top-3 avg score 0.4176 < final_threshold 0.7
ObjectProperty,has key performance indicator,used in meter tariff usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5688; levenshtein=0.1923; semantic=0.3915; sequence_match=0.2917,False,0.4173,False,top-3 avg score 0.4173 < final_threshold 0.7
ObjectProperty,isKPIOf,defines indicator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.2500; semantic=0.4588; sequence_match=0.3478,False,0.4157,False,top-3 avg score 0.4157 < final_threshold 0.7
ObjectProperty,is measured by device,is part of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5741; levenshtein=0.2222; semantic=0.3652; sequence_match=0.3077,False,0.4157,False,top-3 avg score 0.4157 < final_threshold 0.7
ObjectProperty,applies to,defined by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.5402; sequence_match=0.2222,False,0.4146,False,top-3 avg score 0.4146 < final_threshold 0.7
ObjectProperty,is measured by device,defines indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5394; levenshtein=0.1111; semantic=0.4692; sequence_match=0.2353,False,0.4146,False,top-3 avg score 0.4146 < final_threshold 0.7
ObjectProperty,isKPIOf,tariff usage of meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5146; levenshtein=0.2222; semantic=0.4075; sequence_match=0.3200,False,0.414,False,top-3 avg score 0.4140 < final_threshold 0.7
ObjectProperty,has duration,describes property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5162; levenshtein=0.1176; semantic=0.5113; sequence_match=0.2143,False,0.4139,False,top-3 avg score 0.4139 < final_threshold 0.7
ObjectProperty,has measurement,specifies indicator,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5317; levenshtein=0.1667; semantic=0.5416; sequence_match=0.1250,False,0.4133,False,top-3 avg score 0.4133 < final_threshold 0.7
ObjectProperty,has billing period,defines indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5972; levenshtein=0.1875; semantic=0.3927; sequence_match=0.2500,False,0.4133,False,top-3 avg score 0.4133 < final_threshold 0.7
ObjectProperty,applies to,has sensor type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5134; levenshtein=0.1538; semantic=0.4537; sequence_match=0.2727,False,0.4133,False,top-3 avg score 0.4133 < final_threshold 0.7
ObjectProperty,feature is measured by device,specifies indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5322; levenshtein=0.1600; semantic=0.4740; sequence_match=0.2326,False,0.4129,False,top-3 avg score 0.4129 < final_threshold 0.7
ObjectProperty,has measurement,defined for area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5048; levenshtein=0.1429; semantic=0.5184; sequence_match=0.2143,False,0.4125,False,top-3 avg score 0.4125 < final_threshold 0.7
ObjectProperty,has period,used in meter tariff usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5276; levenshtein=0.1364; semantic=0.4408; sequence_match=0.2581,False,0.4088,False,top-3 avg score 0.4088 < final_threshold 0.7
ObjectProperty,has duration,tariff usage of meter,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5989; levenshtein=0.2222; semantic=0.4022; sequence_match=0.2069,False,0.4078,False,top-3 avg score 0.4078 < final_threshold 0.7
ObjectProperty,feature is measured by device,uses actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5552; levenshtein=0.1600; semantic=0.4468; sequence_match=0.2162,False,0.4061,False,top-3 avg score 0.4061 < final_threshold 0.7
ObjectProperty,measurement made by,has actuator type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.1765; semantic=0.3612; sequence_match=0.3125,False,0.4056,False,top-3 avg score 0.4056 < final_threshold 0.7
ObjectProperty,has key performance indicator,produced by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5136; levenshtein=0.2308; semantic=0.3658; sequence_match=0.3333,False,0.4042,False,top-3 avg score 0.4042 < final_threshold 0.7
ObjectProperty,has key performance indicator,tariff usage of meter,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5983; levenshtein=0.2308; semantic=0.3833; sequence_match=0.2273,False,0.4041,False,top-3 avg score 0.4041 < final_threshold 0.7
ObjectProperty,has duration,uses sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5182; levenshtein=0.1818; semantic=0.5027; sequence_match=0.1905,False,0.4038,False,top-3 avg score 0.4038 < final_threshold 0.7
ObjectProperty,has billing period,of water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5387; levenshtein=0.1250; semantic=0.4107; sequence_match=0.2609,False,0.4034,False,top-3 avg score 0.4034 < final_threshold 0.7
ObjectProperty,isKPIOf,uses sensor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4952; levenshtein=0.2000; semantic=0.4771; sequence_match=0.2353,False,0.4026,False,top-3 avg score 0.4026 < final_threshold 0.7
ObjectProperty,hasGeometry,defines indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5223; levenshtein=0.1250; semantic=0.4630; sequence_match=0.2222,False,0.4025,False,top-3 avg score 0.4025 < final_threshold 0.7
ObjectProperty,has property,uses actuator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5152; levenshtein=0.0833; semantic=0.5177; sequence_match=0.1739,False,0.4023,False,top-3 avg score 0.4023 < final_threshold 0.7
ObjectProperty,measurement made by,defined for area,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5420; levenshtein=0.2353; semantic=0.4287; sequence_match=0.1290,False,0.402,False,top-3 avg score 0.4020 < final_threshold 0.7
ObjectProperty,has key performance indicator,is part of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5491; levenshtein=0.1923; semantic=0.4201; sequence_match=0.2353,False,0.4015,False,top-3 avg score 0.4015 < final_threshold 0.7
ObjectProperty,applies to,of water,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4762; levenshtein=0.1111; semantic=0.4778; sequence_match=0.2500,False,0.4013,False,top-3 avg score 0.4013 < final_threshold 0.7
ObjectProperty,isKPIOf,has unit,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5238; levenshtein=0.1429; semantic=0.5368; sequence_match=0.1429,False,0.4011,False,top-3 avg score 0.4011 < final_threshold 0.7
ObjectProperty,has duration,defined for area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5469; levenshtein=0.1429; semantic=0.4145; sequence_match=0.2400,False,0.4005,False,top-3 avg score 0.4005 < final_threshold 0.7
ObjectProperty,has period,uses actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5093; levenshtein=0.1667; semantic=0.4998; sequence_match=0.1905,False,0.3998,False,top-3 avg score 0.3998 < final_threshold 0.7
ObjectProperty,feature is measured by device,of water,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.1600; semantic=0.3760; sequence_match=0.2500,False,0.3991,False,top-3 avg score 0.3991 < final_threshold 0.7
ObjectProperty,is measured by device,has temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.1667; semantic=0.3703; sequence_match=0.2778,False,0.3981,False,top-3 avg score 0.3981 < final_threshold 0.7
ObjectProperty,has measurement,tariff used,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4857; levenshtein=0.2143; semantic=0.4562; sequence_match=0.2500,False,0.3973,False,top-3 avg score 0.3973 < final_threshold 0.7
ObjectProperty,has measurement,uses tariff,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4857; levenshtein=0.2143; semantic=0.4913; sequence_match=0.1667,False,0.3971,False,top-3 avg score 0.3971 < final_threshold 0.7
ObjectProperty,has property,used in meter tariff usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4939; levenshtein=0.1364; semantic=0.4539; sequence_match=0.2424,False,0.3967,False,top-3 avg score 0.3967 < final_threshold 0.7
ObjectProperty,applies to,describes property,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4832; levenshtein=0.2353; semantic=0.4713; sequence_match=0.2308,False,0.3966,False,top-3 avg score 0.3966 < final_threshold 0.7
ObjectProperty,measurement made by,has temporal setting,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5283; levenshtein=0.1667; semantic=0.3171; sequence_match=0.3429,False,0.3961,False,top-3 avg score 0.3961 < final_threshold 0.7
ObjectProperty,hasGeometry,defined for area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4665; levenshtein=0.1429; semantic=0.5591; sequence_match=0.1600,False,0.3952,False,top-3 avg score 0.3952 < final_threshold 0.7
ObjectProperty,is measured by device,has actuator type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4667; levenshtein=0.1667; semantic=0.4132; sequence_match=0.3030,False,0.3943,False,top-3 avg score 0.3943 < final_threshold 0.7
ObjectProperty,makes measurement,defined for area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4899; levenshtein=0.1875; semantic=0.4925; sequence_match=0.2000,False,0.3941,False,top-3 avg score 0.3941 < final_threshold 0.7
ObjectProperty,has property,specifies indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5286; levenshtein=0.1111; semantic=0.4448; sequence_match=0.2069,False,0.3934,False,top-3 avg score 0.3934 < final_threshold 0.7
ObjectProperty,hasGeometry,is part of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.1818; semantic=0.5149; sequence_match=0.2105,False,0.3933,False,top-3 avg score 0.3933 < final_threshold 0.7
ObjectProperty,feature is measured by device,uses sensor,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4467; levenshtein=0.2400; semantic=0.4929; sequence_match=0.1143,False,0.3932,False,top-3 avg score 0.3932 < final_threshold 0.7
ObjectProperty,has billing period,uses sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4708; levenshtein=0.1875; semantic=0.4763; sequence_match=0.2308,False,0.3926,False,top-3 avg score 0.3926 < final_threshold 0.7
ObjectProperty,has duration,of water,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.4991; sequence_match=0.2222,False,0.3924,False,top-3 avg score 0.3924 < final_threshold 0.7
ObjectProperty,measurement made by,uses tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4843; levenshtein=0.2353; semantic=0.4522; sequence_match=0.2222,False,0.3906,False,top-3 avg score 0.3906 < final_threshold 0.7
ObjectProperty,has period,defined for area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.1429; semantic=0.4255; sequence_match=0.1739,False,0.3901,False,top-3 avg score 0.3901 < final_threshold 0.7
ObjectProperty,feature is measured by device,defines indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4927; levenshtein=0.2000; semantic=0.4331; sequence_match=0.2439,False,0.3899,False,top-3 avg score 0.3899 < final_threshold 0.7
ObjectProperty,measurement made by,tariff used,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5399; levenshtein=0.1765; semantic=0.4523; sequence_match=0.1481,False,0.3895,False,top-3 avg score 0.3895 < final_threshold 0.7
ObjectProperty,applies to,used in meter tariff usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4588; levenshtein=0.1364; semantic=0.5140; sequence_match=0.1935,False,0.3888,False,top-3 avg score 0.3888 < final_threshold 0.7
ObjectProperty,hasGeometry,tariff used,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4606; levenshtein=0.0909; semantic=0.4197; sequence_match=0.2857,False,0.3887,False,top-3 avg score 0.3887 < final_threshold 0.7
ObjectProperty,has phenomenon time,defined by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5033; levenshtein=0.1176; semantic=0.4312; sequence_match=0.2308,False,0.3884,False,top-3 avg score 0.3884 < final_threshold 0.7
ObjectProperty,has duration,used in meter tariff usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5720; levenshtein=0.1818; semantic=0.4072; sequence_match=0.1818,False,0.387,False,top-3 avg score 0.3870 < final_threshold 0.7
ObjectProperty,has measurement,defined by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4550; levenshtein=0.1429; semantic=0.5313; sequence_match=0.1739,False,0.3867,False,top-3 avg score 0.3867 < final_threshold 0.7
ObjectProperty,has key performance indicator,defined by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4493; levenshtein=0.1923; semantic=0.4245; sequence_match=0.2857,False,0.3865,False,top-3 avg score 0.3865 < final_threshold 0.7
ObjectProperty,has phenomenon time,describes property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4650; levenshtein=0.1176; semantic=0.4584; sequence_match=0.2353,False,0.3862,False,top-3 avg score 0.3862 < final_threshold 0.7
ObjectProperty,has measurement,defines indicator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5030; levenshtein=0.1250; semantic=0.5220; sequence_match=0.1333,False,0.3861,False,top-3 avg score 0.3861 < final_threshold 0.7
ObjectProperty,has duration,defined by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4007; levenshtein=0.0000; semantic=0.4568; sequence_match=0.3000,False,0.3858,False,top-3 avg score 0.3858 < final_threshold 0.7
ObjectProperty,hasGeometry,uses tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5182; levenshtein=0.0909; semantic=0.4475; sequence_match=0.1905,False,0.3854,False,top-3 avg score 0.3854 < final_threshold 0.7
ObjectProperty,isKPIOf,produced by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4952; levenshtein=0.0000; semantic=0.4232; sequence_match=0.2353,False,0.3846,False,top-3 avg score 0.3846 < final_threshold 0.7
ObjectProperty,isKPIOf,uses actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4841; levenshtein=0.1667; semantic=0.4565; sequence_match=0.2105,False,0.3837,False,top-3 avg score 0.3837 < final_threshold 0.7
ObjectProperty,feature is measured by device,defined for area,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5381; levenshtein=0.2000; semantic=0.4100; sequence_match=0.1538,False,0.3827,False,top-3 avg score 0.3827 < final_threshold 0.7
ObjectProperty,isKPIOf,has sensor type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4799; levenshtein=0.1538; semantic=0.4674; sequence_match=0.2000,False,0.3824,False,top-3 avg score 0.3824 < final_threshold 0.7
