gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
licence,License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.9429; levenshtein=0.8571; semantic=0.9174; sequence_match=0.8571,False,0.9058,True,selected
licence,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.2222; semantic=0.6113; sequence_match=0.2500,False,0.4546,False,top-3 avg score 0.4546 < final_threshold 0.6
Not Free,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.6111; sequence_match=0.2500,False,0.4546,False,top-3 avg score 0.4546 < final_threshold 0.6
licence,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.0000; semantic=0.5522; sequence_match=0.2857,False,0.4539,False,top-3 avg score 0.4539 < final_threshold 0.6
PROcess,Programming Language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5288; levenshtein=0.1579; semantic=0.5236; sequence_match=0.3077,False,0.4534,False,top-3 avg score 0.4534 < final_threshold 0.6
file rendering,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.2308; semantic=0.5169; sequence_match=0.3000,False,0.4533,False,top-3 avg score 0.4533 < final_threshold 0.6
software interface,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6256; levenshtein=0.1176; semantic=0.5670; sequence_match=0.1667,False,0.4531,False,top-3 avg score 0.4531 < final_threshold 0.6
software developer organization,Proprietary License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5953; levenshtein=0.1379; semantic=0.5080; sequence_match=0.2553,False,0.4529,False,top-3 avg score 0.4529 < final_threshold 0.6
desktop graphical user interface,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5302; levenshtein=0.1724; semantic=0.5607; sequence_match=0.2632,False,0.4514,False,top-3 avg score 0.4514 < final_threshold 0.6
application programming interface,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5467; levenshtein=0.1935; semantic=0.5140; sequence_match=0.2927,False,0.4511,False,top-3 avg score 0.4511 < final_threshold 0.6
desktop graphical user interface,Data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6293; levenshtein=0.1379; semantic=0.5422; sequence_match=0.1818,False,0.4511,False,top-3 avg score 0.4511 < final_threshold 0.6
Source code available,Proprietary License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5097; levenshtein=0.2105; semantic=0.5723; sequence_match=0.2703,False,0.4508,False,top-3 avg score 0.4508 < final_threshold 0.6
programming language,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5627; levenshtein=0.1579; semantic=0.5674; sequence_match=0.2222,False,0.4508,False,top-3 avg score 0.4508 < final_threshold 0.6
file rendering,Proprietary License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.2222; semantic=0.4824; sequence_match=0.3226,False,0.4507,False,top-3 avg score 0.4507 < final_threshold 0.6
version number,Programming Language,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5738; levenshtein=0.2105; semantic=0.5677; sequence_match=0.0625,False,0.4507,False,top-3 avg score 0.4507 < final_threshold 0.6
software developer organization,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4637; levenshtein=0.2759; semantic=0.5489; sequence_match=0.3333,False,0.4487,False,top-3 avg score 0.4487 < final_threshold 0.6
desktop graphical user interface,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5519; levenshtein=0.1724; semantic=0.4859; sequence_match=0.3077,False,0.4485,False,top-3 avg score 0.4485 < final_threshold 0.6
algorithm,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4942; levenshtein=0.1053; semantic=0.6370; sequence_match=0.2143,False,0.4485,False,top-3 avg score 0.4485 < final_threshold 0.6
software,Open Source License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4118; levenshtein=0.1765; semantic=0.6135; sequence_match=0.3200,False,0.4484,False,top-3 avg score 0.4484 < final_threshold 0.6
licence,Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.1667; semantic=0.5447; sequence_match=0.3158,False,0.4482,False,top-3 avg score 0.4482 < final_threshold 0.6
plain text file format,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5925; levenshtein=0.2105; semantic=0.4416; sequence_match=0.3077,False,0.4473,False,top-3 avg score 0.4473 < final_threshold 0.6
file rendering,Open Source License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5548; levenshtein=0.1765; semantic=0.4533; sequence_match=0.3333,False,0.4471,False,top-3 avg score 0.4471 < final_threshold 0.6
software developer organization,Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5225; levenshtein=0.2759; semantic=0.4264; sequence_match=0.3902,False,0.4464,False,top-3 avg score 0.4464 < final_threshold 0.6
Development status,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5361; levenshtein=0.2353; semantic=0.4690; sequence_match=0.3333,False,0.4461,False,top-3 avg score 0.4461 < final_threshold 0.6
version number,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.0769; semantic=0.5642; sequence_match=0.2727,False,0.4459,False,top-3 avg score 0.4459 < final_threshold 0.6
Free,Developer,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5741; levenshtein=0.2222; semantic=0.5399; sequence_match=0.1538,False,0.4454,False,top-3 avg score 0.4454 < final_threshold 0.6
software,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.6455; sequence_match=0.2667,False,0.4449,False,top-3 avg score 0.4449 < final_threshold 0.6
programming language,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4813; levenshtein=0.2105; semantic=0.6003; sequence_match=0.2500,False,0.4439,False,top-3 avg score 0.4439 < final_threshold 0.6
XML,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.6831; sequence_match=0.1667,False,0.4437,False,top-3 avg score 0.4437 < final_threshold 0.6
software developer organization,Open Source License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5677; levenshtein=0.1724; semantic=0.5422; sequence_match=0.2174,False,0.4424,False,top-3 avg score 0.4424 < final_threshold 0.6
Purchase cost,URL,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.1667; semantic=0.4494; sequence_match=0.2667,False,0.4424,False,top-3 avg score 0.4424 < final_threshold 0.6
Purchase cost,Task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.5212; sequence_match=0.2500,False,0.4422,False,top-3 avg score 0.4422 < final_threshold 0.6
Purchase cost,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5595; levenshtein=0.2500; semantic=0.4504; sequence_match=0.3158,False,0.4419,False,top-3 avg score 0.4419 < final_threshold 0.6
file rendering,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4813; levenshtein=0.1579; semantic=0.5302; sequence_match=0.3125,False,0.4413,False,top-3 avg score 0.4413 < final_threshold 0.6
Source code available,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.5821; sequence_match=0.2308,False,0.4412,False,top-3 avg score 0.4412 < final_threshold 0.6
desktop graphical user interface,Software Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5130; levenshtein=0.1724; semantic=0.6113; sequence_match=0.1951,False,0.4398,False,top-3 avg score 0.4398 < final_threshold 0.6
software,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.0000; semantic=0.6285; sequence_match=0.2667,False,0.4393,False,top-3 avg score 0.4393 < final_threshold 0.6
CEL binary format,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.2000; semantic=0.4944; sequence_match=0.2727,False,0.4388,False,top-3 avg score 0.4388 < final_threshold 0.6
algorithm,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.0769; semantic=0.6336; sequence_match=0.1818,False,0.4387,False,top-3 avg score 0.4387 < final_threshold 0.6
programming language,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.5699; sequence_match=0.2308,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.6
Open source software license,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5244; levenshtein=0.1600; semantic=0.5515; sequence_match=0.2353,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.6
Open source software license,Documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5897; levenshtein=0.2400; semantic=0.4575; sequence_match=0.2632,False,0.4368,False,top-3 avg score 0.4368 < final_threshold 0.6
data format specification,Proprietary License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5449; levenshtein=0.1739; semantic=0.4725; sequence_match=0.2927,False,0.4367,False,top-3 avg score 0.4367 < final_threshold 0.6
version number,Proprietary License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4996; levenshtein=0.1111; semantic=0.5524; sequence_match=0.2581,False,0.4367,False,top-3 avg score 0.4367 < final_threshold 0.6
software developer organization,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4956; levenshtein=0.2069; semantic=0.4796; sequence_match=0.3333,False,0.4362,False,top-3 avg score 0.4362 < final_threshold 0.6
software,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3999; levenshtein=0.1579; semantic=0.6858; sequence_match=0.2222,False,0.4359,False,top-3 avg score 0.4359 < final_threshold 0.6
PROcess,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.0000; semantic=0.4982; sequence_match=0.2857,False,0.4359,False,top-3 avg score 0.4359 < final_threshold 0.6
software,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5750; levenshtein=0.1000; semantic=0.5095; sequence_match=0.2222,False,0.4356,False,top-3 avg score 0.4356 < final_threshold 0.6
algorithm,Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.5877; sequence_match=0.1905,False,0.4353,False,top-3 avg score 0.4353 < final_threshold 0.6
algorithm,Proprietary License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1667; semantic=0.5303; sequence_match=0.2963,False,0.4348,False,top-3 avg score 0.4348 < final_threshold 0.6
Not Free,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.5507; sequence_match=0.2500,False,0.4344,False,top-3 avg score 0.4344 < final_threshold 0.6
desktop graphical user interface,Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5225; levenshtein=0.1724; semantic=0.4880; sequence_match=0.2927,False,0.4344,False,top-3 avg score 0.4344 < final_threshold 0.6
CEL ASCII format,Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.0714; semantic=0.4434; sequence_match=0.3077,False,0.4342,False,top-3 avg score 0.4342 < final_threshold 0.6
software,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.0000; semantic=0.6050; sequence_match=0.2353,False,0.4329,False,top-3 avg score 0.4329 < final_threshold 0.6
Purchase cost,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.2500; semantic=0.5314; sequence_match=0.3158,False,0.4319,False,top-3 avg score 0.4319 < final_threshold 0.6
data format specification,Developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5243; levenshtein=0.1739; semantic=0.5205; sequence_match=0.2500,False,0.4316,False,top-3 avg score 0.4316 < final_threshold 0.6
data format specification,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5656; levenshtein=0.1739; semantic=0.4995; sequence_match=0.2286,False,0.4312,False,top-3 avg score 0.4312 < final_threshold 0.6
function,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.5434; sequence_match=0.2500,False,0.4311,False,top-3 avg score 0.4311 < final_threshold 0.6
CEL ASCII format,Documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5189; levenshtein=0.0000; semantic=0.4777; sequence_match=0.2963,False,0.431,False,top-3 avg score 0.4310 < final_threshold 0.6
software,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3241; levenshtein=0.1111; semantic=0.7330; sequence_match=0.2353,False,0.4308,False,top-3 avg score 0.4308 < final_threshold 0.6
Maintained,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.1000; semantic=0.5614; sequence_match=0.2353,False,0.4306,False,top-3 avg score 0.4306 < final_threshold 0.6
Source code available,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4971; levenshtein=0.1053; semantic=0.5797; sequence_match=0.2143,False,0.4303,False,top-3 avg score 0.4303 < final_threshold 0.6
Maintained,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.1000; semantic=0.4548; sequence_match=0.3000,False,0.4294,False,top-3 avg score 0.4294 < final_threshold 0.6
web service,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.1667; semantic=0.5089; sequence_match=0.2727,False,0.4291,False,top-3 avg score 0.4291 < final_threshold 0.6
application programming interface,Open Source License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5158; levenshtein=0.2258; semantic=0.5210; sequence_match=0.2500,False,0.4289,False,top-3 avg score 0.4289 < final_threshold 0.6
software interface,Data Format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5611; levenshtein=0.2353; semantic=0.4894; sequence_match=0.1481,False,0.4286,False,top-3 avg score 0.4286 < final_threshold 0.6
data format specification,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5314; levenshtein=0.2174; semantic=0.5039; sequence_match=0.2500,False,0.4284,False,top-3 avg score 0.4284 < final_threshold 0.6
software developer role,Open Source License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5415; levenshtein=0.2381; semantic=0.4267; sequence_match=0.3158,False,0.428,False,top-3 avg score 0.4280 < final_threshold 0.6
XML,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.0000; semantic=0.6345; sequence_match=0.1667,False,0.4276,False,top-3 avg score 0.4276 < final_threshold 0.6
desktop graphical user interface,Software Type,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5225; levenshtein=0.2069; semantic=0.5516; sequence_match=0.1951,False,0.427,False,top-3 avg score 0.4270 < final_threshold 0.6
CEL ASCII format,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1429; semantic=0.4371; sequence_match=0.2857,False,0.4267,False,top-3 avg score 0.4267 < final_threshold 0.6
CEL binary format,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4963; levenshtein=0.2000; semantic=0.4492; sequence_match=0.3333,False,0.4263,False,top-3 avg score 0.4263 < final_threshold 0.6
programming language,Software Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4313; levenshtein=0.1053; semantic=0.6519; sequence_match=0.1935,False,0.4256,False,top-3 avg score 0.4256 < final_threshold 0.6
Development status,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5314; levenshtein=0.2941; semantic=0.4488; sequence_match=0.2963,False,0.4255,False,top-3 avg score 0.4255 < final_threshold 0.6
Open source software license,URL,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5822; levenshtein=0.1200; semantic=0.4798; sequence_match=0.2143,False,0.4254,False,top-3 avg score 0.4254 < final_threshold 0.6
application programming interface,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4412; levenshtein=0.1290; semantic=0.6849; sequence_match=0.1500,False,0.4254,False,top-3 avg score 0.4254 < final_threshold 0.6
XML,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4921; levenshtein=0.0000; semantic=0.5831; sequence_match=0.2000,False,0.4251,False,top-3 avg score 0.4251 < final_threshold 0.6
programming language,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4942; levenshtein=0.1053; semantic=0.6370; sequence_match=0.1429,False,0.4247,False,top-3 avg score 0.4247 < final_threshold 0.6
web service,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4741; levenshtein=0.1000; semantic=0.5885; sequence_match=0.2105,False,0.4244,False,top-3 avg score 0.4244 < final_threshold 0.6
Maintained,Algorithm,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5444; levenshtein=0.2000; semantic=0.5278; sequence_match=0.1053,False,0.4241,False,top-3 avg score 0.4241 < final_threshold 0.6
data item,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.2222; semantic=0.5456; sequence_match=0.2353,False,0.4239,False,top-3 avg score 0.4239 < final_threshold 0.6
Not Free,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.6253; sequence_match=0.1818,False,0.4238,False,top-3 avg score 0.4238 < final_threshold 0.6
CEL binary format,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.1333; semantic=0.4486; sequence_match=0.2727,False,0.4235,False,top-3 avg score 0.4235 < final_threshold 0.6
.csv,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.6219; sequence_match=0.1667,False,0.4233,False,top-3 avg score 0.4233 < final_threshold 0.6
programming language,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3850; levenshtein=0.0526; semantic=0.7421; sequence_match=0.1429,False,0.4233,False,top-3 avg score 0.4233 < final_threshold 0.6
PROcess,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.4906; sequence_match=0.2667,False,0.423,False,top-3 avg score 0.4230 < final_threshold 0.6
CEL binary format,Programming Language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5265; levenshtein=0.1053; semantic=0.5062; sequence_match=0.2353,False,0.4226,False,top-3 avg score 0.4226 < final_threshold 0.6
plain text file format,Programming Language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5313; levenshtein=0.1053; semantic=0.4718; sequence_match=0.2632,False,0.4221,False,top-3 avg score 0.4221 < final_threshold 0.6
Not Free,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.6196; sequence_match=0.1818,False,0.4219,False,top-3 avg score 0.4219 < final_threshold 0.6
programming language,Open Source License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4639; levenshtein=0.1579; semantic=0.5240; sequence_match=0.2778,False,0.4219,False,top-3 avg score 0.4219 < final_threshold 0.6
plain text file format,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5396; levenshtein=0.1579; semantic=0.4395; sequence_match=0.2857,False,0.4216,False,top-3 avg score 0.4216 < final_threshold 0.6
Development status,Proprietary License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5283; levenshtein=0.0556; semantic=0.4494; sequence_match=0.2857,False,0.4211,False,top-3 avg score 0.4211 < final_threshold 0.6
desktop graphical user interface,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4956; levenshtein=0.1724; semantic=0.5453; sequence_match=0.2222,False,0.421,False,top-3 avg score 0.4210 < final_threshold 0.6
PROcess,Software Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.0833; semantic=0.5006; sequence_match=0.2105,False,0.4209,False,top-3 avg score 0.4209 < final_threshold 0.6
.csv,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.1429; semantic=0.5785; sequence_match=0.2000,False,0.4209,False,top-3 avg score 0.4209 < final_threshold 0.6
algorithm,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.0000; semantic=0.6528; sequence_match=0.1538,False,0.4201,False,top-3 avg score 0.4201 < final_threshold 0.6
XML,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4701; levenshtein=0.0769; semantic=0.6648; sequence_match=0.1250,False,0.42,False,top-3 avg score 0.4200 < final_threshold 0.6
data item,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.2500; semantic=0.5094; sequence_match=0.3333,False,0.4198,False,top-3 avg score 0.4198 < final_threshold 0.6
programming language,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4637; levenshtein=0.1579; semantic=0.5641; sequence_match=0.2308,False,0.4195,False,top-3 avg score 0.4195 < final_threshold 0.6
plain text file format,Proprietary License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5468; levenshtein=0.1579; semantic=0.4404; sequence_match=0.2703,False,0.4192,False,top-3 avg score 0.4192 < final_threshold 0.6
licence,URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4921; levenshtein=0.0000; semantic=0.5640; sequence_match=0.2000,False,0.4187,False,top-3 avg score 0.4187 < final_threshold 0.6
software,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4167; levenshtein=0.2500; semantic=0.5878; sequence_match=0.1667,False,0.4182,False,top-3 avg score 0.4182 < final_threshold 0.6
function,Software Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.2500; semantic=0.5235; sequence_match=0.3000,False,0.418,False,top-3 avg score 0.4180 < final_threshold 0.6
Source code available,Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4942; levenshtein=0.2105; semantic=0.5014; sequence_match=0.2581,False,0.4179,False,top-3 avg score 0.4179 < final_threshold 0.6
XML,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4620; levenshtein=0.1053; semantic=0.6088; sequence_match=0.1818,False,0.4175,False,top-3 avg score 0.4175 < final_threshold 0.6
XML,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4861; levenshtein=0.0000; semantic=0.5839; sequence_match=0.1818,False,0.4173,False,top-3 avg score 0.4173 < final_threshold 0.6
Maintained,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4000; levenshtein=0.2000; semantic=0.5659; sequence_match=0.2857,False,0.4172,False,top-3 avg score 0.4172 < final_threshold 0.6
software interface,Platform,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5064; levenshtein=0.1765; semantic=0.5687; sequence_match=0.1600,False,0.4172,False,top-3 avg score 0.4172 < final_threshold 0.6
Development status,Programming Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5458; levenshtein=0.1579; semantic=0.5476; sequence_match=0.0556,False,0.4171,False,top-3 avg score 0.4171 < final_threshold 0.6
plain text file format,Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5077; levenshtein=0.2105; semantic=0.4197; sequence_match=0.3226,False,0.4167,False,top-3 avg score 0.4167 < final_threshold 0.6
algorithm,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.1111; semantic=0.5812; sequence_match=0.2500,False,0.4164,False,top-3 avg score 0.4164 < final_threshold 0.6
licence,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.1111; semantic=0.5792; sequence_match=0.2500,False,0.4157,False,top-3 avg score 0.4157 < final_threshold 0.6
data item,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.4683; sequence_match=0.2667,False,0.4156,False,top-3 avg score 0.4156 < final_threshold 0.6
PROcess,Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.0833; semantic=0.5506; sequence_match=0.2105,False,0.4151,False,top-3 avg score 0.4151 < final_threshold 0.6
Open source software license,Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5372; levenshtein=0.2000; semantic=0.4373; sequence_match=0.2703,False,0.4149,False,top-3 avg score 0.4149 < final_threshold 0.6
file rendering,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4637; levenshtein=0.0769; semantic=0.4609; sequence_match=0.3200,False,0.4149,False,top-3 avg score 0.4149 < final_threshold 0.6
CEL ASCII format,Task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.4733; sequence_match=0.2222,False,0.4144,False,top-3 avg score 0.4144 < final_threshold 0.6
data format specification,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4151; levenshtein=0.2174; semantic=0.4945; sequence_match=0.3333,False,0.4143,False,top-3 avg score 0.4143 < final_threshold 0.6
Development status,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4363; levenshtein=0.1765; semantic=0.5208; sequence_match=0.2857,False,0.4143,False,top-3 avg score 0.4143 < final_threshold 0.6
software interface,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5310; levenshtein=0.1176; semantic=0.5927; sequence_match=0.0952,False,0.4138,False,top-3 avg score 0.4138 < final_threshold 0.6
web service,URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1000; semantic=0.6089; sequence_match=0.1538,False,0.4135,False,top-3 avg score 0.4135 < final_threshold 0.6
desktop graphical user interface,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5460; levenshtein=0.1034; semantic=0.5719; sequence_match=0.1212,False,0.413,False,top-3 avg score 0.4130 < final_threshold 0.6
function,Open Source License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5899; levenshtein=0.2353; semantic=0.4137; sequence_match=0.1600,False,0.413,False,top-3 avg score 0.4130 < final_threshold 0.6
function,URL,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.5704; sequence_match=0.1818,False,0.4128,False,top-3 avg score 0.4128 < final_threshold 0.6
GIF,Programming Language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5906; levenshtein=0.1053; semantic=0.4646; sequence_match=0.1818,False,0.4124,False,top-3 avg score 0.4124 < final_threshold 0.6
CEL binary format,Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5881; levenshtein=0.1333; semantic=0.4262; sequence_match=0.2222,False,0.4122,False,top-3 avg score 0.4122 < final_threshold 0.6
software developer role,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4713; levenshtein=0.1429; semantic=0.5293; sequence_match=0.2353,False,0.412,False,top-3 avg score 0.4120 < final_threshold 0.6
CEL binary format,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4870; levenshtein=0.1333; semantic=0.4982; sequence_match=0.2500,False,0.4117,False,top-3 avg score 0.4117 < final_threshold 0.6
software interface,Algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4832; levenshtein=0.1765; semantic=0.5752; sequence_match=0.1538,False,0.4116,False,top-3 avg score 0.4116 < final_threshold 0.6
software developer organization,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5519; levenshtein=0.2069; semantic=0.4264; sequence_match=0.2564,False,0.4116,False,top-3 avg score 0.4116 < final_threshold 0.6
application programming interface,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5045; levenshtein=0.0968; semantic=0.5584; sequence_match=0.1714,False,0.4114,False,top-3 avg score 0.4114 < final_threshold 0.6
programming language,Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5211; levenshtein=0.1053; semantic=0.5750; sequence_match=0.1379,False,0.4113,False,top-3 avg score 0.4113 < final_threshold 0.6
