gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
software,Software,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
licence,License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.9429; levenshtein=0.8571; semantic=0.9174; sequence_match=0.8571,False,0.9058,True,selected
PROcess,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3360; levenshtein=0.1111; semantic=0.5598; sequence_match=0.2500,False,0.3819,False,top-3 avg score 0.3819 < final_threshold 0.6
version number,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.0769; semantic=0.5846; sequence_match=0.1176,False,0.3815,False,top-3 avg score 0.3815 < final_threshold 0.6
Open source software license,Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5256; levenshtein=0.1200; semantic=0.4253; sequence_match=0.1935,False,0.3815,False,top-3 avg score 0.3815 < final_threshold 0.6
Development status,Software,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4060; levenshtein=0.1765; semantic=0.5492; sequence_match=0.0800,False,0.3772,False,top-3 avg score 0.3772 < final_threshold 0.6
function,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4120; levenshtein=0.0000; semantic=0.6017; sequence_match=0.1176,False,0.3771,False,top-3 avg score 0.3771 < final_threshold 0.6
Free,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.1111; semantic=0.5213; sequence_match=0.1538,False,0.3763,False,top-3 avg score 0.3763 < final_threshold 0.6
Purchase cost,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4630; levenshtein=0.0833; semantic=0.4707; sequence_match=0.1905,False,0.3747,False,top-3 avg score 0.3747 < final_threshold 0.6
programming language,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4342; levenshtein=0.0526; semantic=0.5943; sequence_match=0.0870,False,0.3718,False,top-3 avg score 0.3718 < final_threshold 0.6
software developer organization,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4865; levenshtein=0.1034; semantic=0.5105; sequence_match=0.1111,False,0.3693,False,top-3 avg score 0.3693 < final_threshold 0.6
Open source software license,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4844; levenshtein=0.1200; semantic=0.4442; sequence_match=0.1765,False,0.3684,False,top-3 avg score 0.3684 < final_threshold 0.6
CEL ASCII format,Software,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5274; levenshtein=0.1429; semantic=0.4293; sequence_match=0.0909,False,0.3665,False,top-3 avg score 0.3665 < final_threshold 0.6
software developer role,Task,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5198; levenshtein=0.0952; semantic=0.4737; sequence_match=0.0800,False,0.3629,False,top-3 avg score 0.3629 < final_threshold 0.6
PROcess,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3360; levenshtein=0.1111; semantic=0.6273; sequence_match=0.1250,False,0.3628,False,top-3 avg score 0.3628 < final_threshold 0.6
Purchase cost,Software,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1667; semantic=0.4575; sequence_match=0.2000,False,0.3627,False,top-3 avg score 0.3627 < final_threshold 0.6
software developer organization,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5067; levenshtein=0.0690; semantic=0.5110; sequence_match=0.0606,False,0.3622,False,top-3 avg score 0.3622 < final_threshold 0.6
software developer role,Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1429; semantic=0.3777; sequence_match=0.1481,False,0.361,False,top-3 avg score 0.3610 < final_threshold 0.6
plain text file format,Software,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4868; levenshtein=0.1053; semantic=0.4453; sequence_match=0.1481,False,0.3601,False,top-3 avg score 0.3601 < final_threshold 0.6
Maintained,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4037; levenshtein=0.1000; semantic=0.5642; sequence_match=0.1053,False,0.3577,False,top-3 avg score 0.3577 < final_threshold 0.6
Source code available,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4342; levenshtein=0.0526; semantic=0.5472; sequence_match=0.0870,False,0.3561,False,top-3 avg score 0.3561 < final_threshold 0.6
CEL binary format,Software,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4139; levenshtein=0.1333; semantic=0.4666; sequence_match=0.1739,False,0.3515,False,top-3 avg score 0.3515 < final_threshold 0.6
text editing,Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4192; levenshtein=0.0909; semantic=0.5169; sequence_match=0.1176,False,0.3512,False,top-3 avg score 0.3512 < final_threshold 0.6
desktop graphical user interface,Format,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4349; levenshtein=0.1379; semantic=0.4756; sequence_match=0.0571,False,0.3495,False,top-3 avg score 0.3495 < final_threshold 0.6
Purchase cost,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.0000; semantic=0.4318; sequence_match=0.1905,False,0.3494,False,top-3 avg score 0.3494 < final_threshold 0.6
web service,Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.1000; semantic=0.4927; sequence_match=0.1250,False,0.3467,False,top-3 avg score 0.3467 < final_threshold 0.6
text editing,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3013; levenshtein=0.1818; semantic=0.5236; sequence_match=0.2000,False,0.3416,False,top-3 avg score 0.3416 < final_threshold 0.6
software developer role,License,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4127; levenshtein=0.1429; semantic=0.4551; sequence_match=0.1429,False,0.3369,False,top-3 avg score 0.3369 < final_threshold 0.6
function,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.1250; semantic=0.5271; sequence_match=0.1333,False,0.3352,False,top-3 avg score 0.3352 < final_threshold 0.6
application programming interface,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3548; levenshtein=0.0645; semantic=0.5836; sequence_match=0.0571,False,0.3343,False,top-3 avg score 0.3343 < final_threshold 0.6
Open source software license,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4300; levenshtein=0.1200; semantic=0.4520; sequence_match=0.0690,False,0.334,False,top-3 avg score 0.3340 < final_threshold 0.6
PROcess,Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3730; levenshtein=0.1429; semantic=0.4718; sequence_match=0.1538,False,0.3329,False,top-3 avg score 0.3329 < final_threshold 0.6
CEL binary format,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4389; levenshtein=0.0667; semantic=0.4457; sequence_match=0.1053,False,0.3299,False,top-3 avg score 0.3299 < final_threshold 0.6
software developer role,Algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3783; levenshtein=0.1429; semantic=0.4672; sequence_match=0.1333,False,0.3295,False,top-3 avg score 0.3295 < final_threshold 0.6
data format specification,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2909; levenshtein=0.0870; semantic=0.4902; sequence_match=0.2000,False,0.327,False,top-3 avg score 0.3270 < final_threshold 0.6
function,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1250; semantic=0.6500; sequence_match=0.1667,False,0.3139,False,top-3 avg score 0.3139 < final_threshold 0.6
Development status,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1176; semantic=0.5380; sequence_match=0.2857,False,0.3138,False,top-3 avg score 0.3138 < final_threshold 0.6
plain text file format,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3684; levenshtein=0.0526; semantic=0.4322; sequence_match=0.0870,False,0.2959,False,top-3 avg score 0.2959 < final_threshold 0.6
PROcess,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1429; semantic=0.5503; sequence_match=0.1818,False,0.2917,False,top-3 avg score 0.2917 < final_threshold 0.6
XML,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6362; sequence_match=0.0000,False,0.2121,False,top-3 avg score 0.2121 < final_threshold 0.6
.csv,Format,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6156; sequence_match=0.0000,False,0.2052,False,top-3 avg score 0.2052 < final_threshold 0.6
XML,Software,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6058; sequence_match=0.0000,False,0.2019,False,top-3 avg score 0.2019 < final_threshold 0.6
licence,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6025; sequence_match=0.0000,False,0.2008,False,top-3 avg score 0.2008 < final_threshold 0.6
.csv,Algorithm,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5920; sequence_match=0.0000,False,0.1973,False,top-3 avg score 0.1973 < final_threshold 0.6
GIF,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5732; sequence_match=0.0000,False,0.1911,False,top-3 avg score 0.1911 < final_threshold 0.6
Free,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5605; sequence_match=0.0000,False,0.1868,False,top-3 avg score 0.1868 < final_threshold 0.6
file rendering,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5463; sequence_match=0.0000,False,0.1821,False,top-3 avg score 0.1821 < final_threshold 0.6
GIF,Developer,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5294; sequence_match=0.0000,False,0.1765,False,top-3 avg score 0.1765 < final_threshold 0.6
licence,Format,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5256; sequence_match=0.0000,False,0.1752,False,top-3 avg score 0.1752 < final_threshold 0.6
