gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
web service,Web Service,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
licence,License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.9429; levenshtein=0.8571; semantic=0.9174; sequence_match=0.8571,False,0.9058,True,selected
.csv,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.6038; sequence_match=0.2857,False,0.4724,False,top-3 avg score 0.4724 < final_threshold 0.6
Development status,Help Resource,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5874; levenshtein=0.2941; semantic=0.5338; sequence_match=0.2759,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.6
Source code available,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5351; levenshtein=0.1579; semantic=0.6194; sequence_match=0.2609,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.6
desktop graphical user interface,GIF Rendering,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6127; levenshtein=0.2069; semantic=0.5561; sequence_match=0.2439,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.6
algorithm,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.1111; semantic=0.6513; sequence_match=0.3077,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.6
function,GIF Rendering,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4834; sequence_match=0.4000,False,0.4704,False,top-3 avg score 0.4704 < final_threshold 0.6
data item,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.4516; sequence_match=0.3750,False,0.47,False,top-3 avg score 0.4700 < final_threshold 0.6
algorithm,TXT Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.1111; semantic=0.5299; sequence_match=0.3333,False,0.4698,False,top-3 avg score 0.4698 < final_threshold 0.6
PROcess,Format Conversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6089; levenshtein=0.2500; semantic=0.4526; sequence_match=0.3478,False,0.4698,False,top-3 avg score 0.4698 < final_threshold 0.6
data format specification,Tool Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5466; levenshtein=0.2609; semantic=0.4509; sequence_match=0.4118,False,0.4697,False,top-3 avg score 0.4697 < final_threshold 0.6
CEL ASCII format,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2143; semantic=0.4723; sequence_match=0.3478,False,0.4691,False,top-3 avg score 0.4691 < final_threshold 0.6
programming language,Maintenance Status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5566; levenshtein=0.1053; semantic=0.5169; sequence_match=0.3333,False,0.4689,False,top-3 avg score 0.4689 < final_threshold 0.6
software interface,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5055; levenshtein=0.2632; semantic=0.6217; sequence_match=0.2778,False,0.4683,False,top-3 avg score 0.4683 < final_threshold 0.6
Source code available,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5497; levenshtein=0.2105; semantic=0.5314; sequence_match=0.3226,False,0.4679,False,top-3 avg score 0.4679 < final_threshold 0.6
application programming interface,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5668; levenshtein=0.1613; semantic=0.5737; sequence_match=0.2632,False,0.4679,False,top-3 avg score 0.4679 < final_threshold 0.6
Development status,Tool Data Task Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6122; levenshtein=0.1176; semantic=0.4383; sequence_match=0.3529,False,0.4678,False,top-3 avg score 0.4678 < final_threshold 0.6
version number,GIF Rendering,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6120; levenshtein=0.0769; semantic=0.4678; sequence_match=0.3200,False,0.4666,False,top-3 avg score 0.4666 < final_threshold 0.6
.csv,Format Conversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5972; levenshtein=0.1250; semantic=0.5919; sequence_match=0.2105,False,0.4665,False,top-3 avg score 0.4665 < final_threshold 0.6
algorithm,CSV Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.1111; semantic=0.5181; sequence_match=0.3333,False,0.4659,False,top-3 avg score 0.4659 < final_threshold 0.6
XML,TXT Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.2222; semantic=0.5825; sequence_match=0.3333,False,0.4658,False,top-3 avg score 0.4658 < final_threshold 0.6
data format specification,Collaboration,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5711; levenshtein=0.3043; semantic=0.3815; sequence_match=0.4444,False,0.4657,False,top-3 avg score 0.4657 < final_threshold 0.6
software developer organization,GIF Rendering,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6497; levenshtein=0.2069; semantic=0.4058; sequence_match=0.3415,False,0.4657,False,top-3 avg score 0.4657 < final_threshold 0.6
function,Format Conversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5125; levenshtein=0.3125; semantic=0.4675; sequence_match=0.4167,False,0.4656,False,top-3 avg score 0.4656 < final_threshold 0.6
Maintained,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.2000; semantic=0.4285; sequence_match=0.3000,False,0.4651,False,top-3 avg score 0.4651 < final_threshold 0.6
Not Free,Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.5412; sequence_match=0.3077,False,0.4629,False,top-3 avg score 0.4629 < final_threshold 0.6
Source code available,Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5368; levenshtein=0.2105; semantic=0.5020; sequence_match=0.3448,False,0.4612,False,top-3 avg score 0.4612 < final_threshold 0.6
application programming interface,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5078; levenshtein=0.1935; semantic=0.5501; sequence_match=0.3256,False,0.4612,False,top-3 avg score 0.4612 < final_threshold 0.6
data format specification,Tool Data Task Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5743; levenshtein=0.2174; semantic=0.4581; sequence_match=0.3500,False,0.4608,False,top-3 avg score 0.4608 < final_threshold 0.6
software,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.1000; semantic=0.5820; sequence_match=0.3333,False,0.4607,False,top-3 avg score 0.4607 < final_threshold 0.6
GIF,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.2222; semantic=0.5672; sequence_match=0.3333,False,0.4607,False,top-3 avg score 0.4607 < final_threshold 0.6
software interface,Tool Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6351; levenshtein=0.1765; semantic=0.5314; sequence_match=0.2143,False,0.4603,False,top-3 avg score 0.4603 < final_threshold 0.6
Source code available,Algorithm Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5196; levenshtein=0.1429; semantic=0.5550; sequence_match=0.3000,False,0.4582,False,top-3 avg score 0.4582 < final_threshold 0.6
software interface,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4766; levenshtein=0.1765; semantic=0.6657; sequence_match=0.2308,False,0.4577,False,top-3 avg score 0.4577 < final_threshold 0.6
text editing,Algorithm Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4309; levenshtein=0.2381; semantic=0.5644; sequence_match=0.3750,False,0.4568,False,top-3 avg score 0.4568 < final_threshold 0.6
software,Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2500; semantic=0.5261; sequence_match=0.2857,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.6
software developer organization,Algorithm Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5498; levenshtein=0.2759; semantic=0.4167; sequence_match=0.4000,False,0.4555,False,top-3 avg score 0.4555 < final_threshold 0.6
web service,Tool Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5848; levenshtein=0.2727; semantic=0.4948; sequence_match=0.2857,False,0.4551,False,top-3 avg score 0.4551 < final_threshold 0.6
XML,Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1667; semantic=0.6423; sequence_match=0.2222,False,0.4548,False,top-3 avg score 0.4548 < final_threshold 0.6
software developer role,GIF Rendering,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.2381; semantic=0.4051; sequence_match=0.3636,False,0.4547,False,top-3 avg score 0.4547 < final_threshold 0.6
licence,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.2222; semantic=0.6113; sequence_match=0.2500,False,0.4546,False,top-3 avg score 0.4546 < final_threshold 0.6
Not Free,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.6111; sequence_match=0.2500,False,0.4546,False,top-3 avg score 0.4546 < final_threshold 0.6
desktop graphical user interface,Tool Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.1724; semantic=0.4702; sequence_match=0.3500,False,0.4543,False,top-3 avg score 0.4543 < final_threshold 0.6
Free,Web Service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.2000; semantic=0.5049; sequence_match=0.2857,False,0.4543,False,top-3 avg score 0.4543 < final_threshold 0.6
desktop graphical user interface,Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6178; levenshtein=0.1034; semantic=0.5622; sequence_match=0.1818,False,0.4539,False,top-3 avg score 0.4539 < final_threshold 0.6
PROcess,Programming Language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5288; levenshtein=0.1579; semantic=0.5236; sequence_match=0.3077,False,0.4534,False,top-3 avg score 0.4534 < final_threshold 0.6
file rendering,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.3077; semantic=0.4960; sequence_match=0.3200,False,0.4529,False,top-3 avg score 0.4529 < final_threshold 0.6
algorithm,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.2000; semantic=0.4983; sequence_match=0.3158,False,0.4528,False,top-3 avg score 0.4528 < final_threshold 0.6
application programming interface,Tool Data Compatibility,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5632; levenshtein=0.2258; semantic=0.4872; sequence_match=0.3077,False,0.4527,False,top-3 avg score 0.4527 < final_threshold 0.6
Development status,Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5588; levenshtein=0.2353; semantic=0.4502; sequence_match=0.3478,False,0.4523,False,top-3 avg score 0.4523 < final_threshold 0.6
Source code available,Web Service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5466; levenshtein=0.2632; semantic=0.5340; sequence_match=0.2759,False,0.4522,False,top-3 avg score 0.4522 < final_threshold 0.6
Free,Format Conversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6458; levenshtein=0.1875; semantic=0.4085; sequence_match=0.3000,False,0.4514,False,top-3 avg score 0.4514 < final_threshold 0.6
desktop graphical user interface,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5302; levenshtein=0.1724; semantic=0.5607; sequence_match=0.2632,False,0.4514,False,top-3 avg score 0.4514 < final_threshold 0.6
file rendering,Tool Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5464; levenshtein=0.1538; semantic=0.4742; sequence_match=0.3333,False,0.4513,False,top-3 avg score 0.4513 < final_threshold 0.6
Source code available,Format Conversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5570; levenshtein=0.2105; semantic=0.4539; sequence_match=0.3429,False,0.4513,False,top-3 avg score 0.4513 < final_threshold 0.6
desktop graphical user interface,Data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6293; levenshtein=0.1379; semantic=0.5422; sequence_match=0.1818,False,0.4511,False,top-3 avg score 0.4511 < final_threshold 0.6
web service,GIF Rendering,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4944; levenshtein=0.2500; semantic=0.4949; sequence_match=0.3636,False,0.451,False,top-3 avg score 0.4510 < final_threshold 0.6
programming language,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5627; levenshtein=0.1579; semantic=0.5674; sequence_match=0.2222,False,0.4508,False,top-3 avg score 0.4508 < final_threshold 0.6
version number,Programming Language,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5738; levenshtein=0.2105; semantic=0.5677; sequence_match=0.0625,False,0.4507,False,top-3 avg score 0.4507 < final_threshold 0.6
CEL binary format,Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6270; levenshtein=0.2000; semantic=0.4046; sequence_match=0.3200,False,0.4505,False,top-3 avg score 0.4505 < final_threshold 0.6
function,Algorithm Modification,semantic+sequence_match+jaro_winkler,jaro_winkler=0.3948; levenshtein=0.2381; semantic=0.5429; sequence_match=0.4138,False,0.4505,False,top-3 avg score 0.4505 < final_threshold 0.6
CEL ASCII format,Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6206; levenshtein=0.2143; semantic=0.3975; sequence_match=0.3333,False,0.4505,False,top-3 avg score 0.4505 < final_threshold 0.6
Source code available,GIF Rendering,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5599; levenshtein=0.2632; semantic=0.4681; sequence_match=0.3226,False,0.4502,False,top-3 avg score 0.4502 < final_threshold 0.6
Not Free,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.2500; semantic=0.5847; sequence_match=0.3158,False,0.4496,False,top-3 avg score 0.4496 < final_threshold 0.6
plain text file format,Format Conversion,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4591; levenshtein=0.1053; semantic=0.5459; sequence_match=0.3429,False,0.4493,False,top-3 avg score 0.4493 < final_threshold 0.6
data item,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.2000; semantic=0.4633; sequence_match=0.3333,False,0.4489,False,top-3 avg score 0.4489 < final_threshold 0.6
Open source software license,Web Service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5578; levenshtein=0.2800; semantic=0.4453; sequence_match=0.3429,False,0.4486,False,top-3 avg score 0.4486 < final_threshold 0.6
Maintained,Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.1000; semantic=0.5122; sequence_match=0.3000,False,0.4485,False,top-3 avg score 0.4485 < final_threshold 0.6
algorithm,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4942; levenshtein=0.1053; semantic=0.6370; sequence_match=0.2143,False,0.4485,False,top-3 avg score 0.4485 < final_threshold 0.6
desktop graphical user interface,Tool Data Task Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5838; levenshtein=0.2414; semantic=0.5003; sequence_match=0.2609,False,0.4483,False,top-3 avg score 0.4483 < final_threshold 0.6
licence,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5738; levenshtein=0.2000; semantic=0.4168; sequence_match=0.3529,False,0.4479,False,top-3 avg score 0.4479 < final_threshold 0.6
Source code available,Collaboration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5404; levenshtein=0.2105; semantic=0.4897; sequence_match=0.3125,False,0.4475,False,top-3 avg score 0.4475 < final_threshold 0.6
application programming interface,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5978; levenshtein=0.1613; semantic=0.4520; sequence_match=0.2927,False,0.4475,False,top-3 avg score 0.4475 < final_threshold 0.6
software,GIF Rendering,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1667; semantic=0.5002; sequence_match=0.3000,False,0.4473,False,top-3 avg score 0.4473 < final_threshold 0.6
plain text file format,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5925; levenshtein=0.2105; semantic=0.4416; sequence_match=0.3077,False,0.4473,False,top-3 avg score 0.4473 < final_threshold 0.6
function,Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.1250; semantic=0.5267; sequence_match=0.2857,False,0.4467,False,top-3 avg score 0.4467 < final_threshold 0.6
Development status,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5361; levenshtein=0.2353; semantic=0.4690; sequence_match=0.3333,False,0.4461,False,top-3 avg score 0.4461 < final_threshold 0.6
version number,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.0769; semantic=0.5642; sequence_match=0.2727,False,0.4459,False,top-3 avg score 0.4459 < final_threshold 0.6
application programming interface,Maintenance Status,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4955; levenshtein=0.1935; semantic=0.5076; sequence_match=0.3333,False,0.4455,False,top-3 avg score 0.4455 < final_threshold 0.6
Free,Developer,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5741; levenshtein=0.2222; semantic=0.5399; sequence_match=0.1538,False,0.4454,False,top-3 avg score 0.4454 < final_threshold 0.6
software developer role,Web Service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5825; levenshtein=0.2381; semantic=0.4952; sequence_match=0.2581,False,0.4453,False,top-3 avg score 0.4453 < final_threshold 0.6
software interface,Format Conversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.2941; semantic=0.4831; sequence_match=0.3030,False,0.4451,False,top-3 avg score 0.4451 < final_threshold 0.6
software,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.6455; sequence_match=0.2667,False,0.4449,False,top-3 avg score 0.4449 < final_threshold 0.6
licence,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.3000; semantic=0.5167; sequence_match=0.3529,False,0.4449,False,top-3 avg score 0.4449 < final_threshold 0.6
Source code available,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5351; levenshtein=0.1579; semantic=0.5356; sequence_match=0.2609,False,0.4439,False,top-3 avg score 0.4439 < final_threshold 0.6
Source code available,Tool Data Compatibility,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5342; levenshtein=0.2381; semantic=0.4973; sequence_match=0.3000,False,0.4438,False,top-3 avg score 0.4438 < final_threshold 0.6
XML,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.6831; sequence_match=0.1667,False,0.4437,False,top-3 avg score 0.4437 < final_threshold 0.6
programming language,Algorithm Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5230; levenshtein=0.1429; semantic=0.5581; sequence_match=0.2500,False,0.4437,False,top-3 avg score 0.4437 < final_threshold 0.6
data item,Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.1250; semantic=0.5175; sequence_match=0.2857,False,0.4437,False,top-3 avg score 0.4437 < final_threshold 0.6
desktop graphical user interface,Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5253; levenshtein=0.2069; semantic=0.4952; sequence_match=0.3077,False,0.4427,False,top-3 avg score 0.4427 < final_threshold 0.6
Purchase cost,Task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.5212; sequence_match=0.2500,False,0.4422,False,top-3 avg score 0.4422 < final_threshold 0.6
Purchase cost,CSV Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.1667; semantic=0.4281; sequence_match=0.2857,False,0.4417,False,top-3 avg score 0.4417 < final_threshold 0.6
file rendering,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4813; levenshtein=0.1579; semantic=0.5302; sequence_match=0.3125,False,0.4413,False,top-3 avg score 0.4413 < final_threshold 0.6
Source code available,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.5821; sequence_match=0.2308,False,0.4412,False,top-3 avg score 0.4412 < final_threshold 0.6
software developer organization,CSV Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.1724; semantic=0.4292; sequence_match=0.3158,False,0.4409,False,top-3 avg score 0.4409 < final_threshold 0.6
Open source software license,Maintenance Status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5187; levenshtein=0.2400; semantic=0.4196; sequence_match=0.3810,False,0.4398,False,top-3 avg score 0.4398 < final_threshold 0.6
CEL ASCII format,Algorithm Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5635; levenshtein=0.1905; semantic=0.4110; sequence_match=0.3429,False,0.4391,False,top-3 avg score 0.4391 < final_threshold 0.6
application programming interface,GIF Rendering,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5582; levenshtein=0.1935; semantic=0.4771; sequence_match=0.2791,False,0.4381,False,top-3 avg score 0.4381 < final_threshold 0.6
programming language,Format Conversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5306; levenshtein=0.1579; semantic=0.4978; sequence_match=0.2857,False,0.438,False,top-3 avg score 0.4380 < final_threshold 0.6
application programming interface,Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5194; levenshtein=0.2258; semantic=0.5504; sequence_match=0.2439,False,0.4379,False,top-3 avg score 0.4379 < final_threshold 0.6
plain text file format,Algorithm Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5675; levenshtein=0.1429; semantic=0.3957; sequence_match=0.3500,False,0.4377,False,top-3 avg score 0.4377 < final_threshold 0.6
application programming interface,Tool,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6263; levenshtein=0.0968; semantic=0.5884; sequence_match=0.0571,False,0.4372,False,top-3 avg score 0.4372 < final_threshold 0.6
version number,CSV Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5134; levenshtein=0.1538; semantic=0.5252; sequence_match=0.2727,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.6
file rendering,Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.1538; semantic=0.6050; sequence_match=0.2105,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.6
Open source software license,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5244; levenshtein=0.1600; semantic=0.5515; sequence_match=0.2353,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.6
software,TXT Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5935; levenshtein=0.1111; semantic=0.4813; sequence_match=0.2353,False,0.4367,False,top-3 avg score 0.4367 < final_threshold 0.6
PROcess,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.1000; semantic=0.4915; sequence_match=0.3529,False,0.4365,False,top-3 avg score 0.4365 < final_threshold 0.6
GIF,Algorithm Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.1429; semantic=0.4720; sequence_match=0.2500,False,0.4364,False,top-3 avg score 0.4364 < final_threshold 0.6
Development status,CSV Format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5499; levenshtein=0.2941; semantic=0.3739; sequence_match=0.3846,False,0.4361,False,top-3 avg score 0.4361 < final_threshold 0.6
software,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3999; levenshtein=0.1579; semantic=0.6858; sequence_match=0.2222,False,0.4359,False,top-3 avg score 0.4359 < final_threshold 0.6
desktop graphical user interface,Algorithm Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5974; levenshtein=0.1379; semantic=0.4704; sequence_match=0.2400,False,0.4359,False,top-3 avg score 0.4359 < final_threshold 0.6
licence,Help Resource,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4683; levenshtein=0.3333; semantic=0.5058; sequence_match=0.3158,False,0.4358,False,top-3 avg score 0.4358 < final_threshold 0.6
Source code available,Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5526; levenshtein=0.1579; semantic=0.5146; sequence_match=0.2400,False,0.4358,False,top-3 avg score 0.4358 < final_threshold 0.6
Not Free,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.5507; sequence_match=0.2500,False,0.4344,False,top-3 avg score 0.4344 < final_threshold 0.6
version number,CEL Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.2308; semantic=0.5275; sequence_match=0.2727,False,0.4336,False,top-3 avg score 0.4336 < final_threshold 0.6
application programming interface,Collaboration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5306; levenshtein=0.2258; semantic=0.4963; sequence_match=0.2727,False,0.4332,False,top-3 avg score 0.4332 < final_threshold 0.6
programming language,GIF Rendering,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5077; levenshtein=0.1579; semantic=0.4687; sequence_match=0.3226,False,0.433,False,top-3 avg score 0.4330 < final_threshold 0.6
software,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.0000; semantic=0.6050; sequence_match=0.2353,False,0.4329,False,top-3 avg score 0.4329 < final_threshold 0.6
Purchase cost,Format Conversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5308; levenshtein=0.1875; semantic=0.4103; sequence_match=0.3571,False,0.4327,False,top-3 avg score 0.4327 < final_threshold 0.6
data item,Maintenance Status,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6194; levenshtein=0.2353; semantic=0.4434; sequence_match=0.1600,False,0.4327,False,top-3 avg score 0.4327 < final_threshold 0.6
PROcess,Tool Version,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5671; levenshtein=0.2727; semantic=0.4569; sequence_match=0.2222,False,0.4323,False,top-3 avg score 0.4323 < final_threshold 0.6
Purchase cost,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.2500; semantic=0.5314; sequence_match=0.3158,False,0.4319,False,top-3 avg score 0.4319 < final_threshold 0.6
data format specification,Developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5243; levenshtein=0.1739; semantic=0.5205; sequence_match=0.2500,False,0.4316,False,top-3 avg score 0.4316 < final_threshold 0.6
CEL binary format,Algorithm Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5651; levenshtein=0.1429; semantic=0.3964; sequence_match=0.3333,False,0.4316,False,top-3 avg score 0.4316 < final_threshold 0.6
data format specification,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5656; levenshtein=0.1739; semantic=0.4995; sequence_match=0.2286,False,0.4312,False,top-3 avg score 0.4312 < final_threshold 0.6
function,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.5434; sequence_match=0.2500,False,0.4311,False,top-3 avg score 0.4311 < final_threshold 0.6
licence,Tool Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.4707; sequence_match=0.3333,False,0.4311,False,top-3 avg score 0.4311 < final_threshold 0.6
software,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3241; levenshtein=0.1111; semantic=0.7330; sequence_match=0.2353,False,0.4308,False,top-3 avg score 0.4308 < final_threshold 0.6
text editing,Web Service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5242; levenshtein=0.2727; semantic=0.4813; sequence_match=0.2857,False,0.4304,False,top-3 avg score 0.4304 < final_threshold 0.6
Source code available,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4971; levenshtein=0.1053; semantic=0.5797; sequence_match=0.2143,False,0.4303,False,top-3 avg score 0.4303 < final_threshold 0.6
