prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,measurement made by,measured by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9176; levenshtein=0.5882; semantic=0.8482; sequence_match=0.7407,False,0.8355,True,selected
ObjectProperty,has property,composes,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5379; levenshtein=0.2727; semantic=0.4751; sequence_match=0.2105,False,0.4286,False,top-3 avg score 0.4286 < final_threshold 0.7
ObjectProperty,has property,sensor of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.1818; semantic=0.5302; sequence_match=0.3158,False,0.428,False,top-3 avg score 0.4280 < final_threshold 0.7
ObjectProperty,has phenomenon time,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5899; levenshtein=0.1765; semantic=0.4540; sequence_match=0.2400,False,0.428,False,top-3 avg score 0.4280 < final_threshold 0.7
ObjectProperty,has measurement,has billing info,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.2143; semantic=0.4683; sequence_match=0.2857,False,0.426,False,top-3 avg score 0.4260 < final_threshold 0.7
ObjectProperty,is measured by device,defines,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5146; levenshtein=0.1667; semantic=0.4421; sequence_match=0.3200,False,0.4255,False,top-3 avg score 0.4255 < final_threshold 0.7
ObjectProperty,has key performance indicator,measured by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5359; levenshtein=0.1538; semantic=0.5151; sequence_match=0.2222,False,0.4244,False,top-3 avg score 0.4244 < final_threshold 0.7
ObjectProperty,isKPIOf,has sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.2222; semantic=0.5169; sequence_match=0.2500,False,0.4232,False,top-3 avg score 0.4232 < final_threshold 0.7
ObjectProperty,isKPIOf,has billing info,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.2143; semantic=0.4463; sequence_match=0.2857,False,0.4226,False,top-3 avg score 0.4226 < final_threshold 0.7
ObjectProperty,has period,defined for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6185; levenshtein=0.2000; semantic=0.4356; sequence_match=0.2105,False,0.4215,False,top-3 avg score 0.4215 < final_threshold 0.7
ObjectProperty,has property,actuator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5045; levenshtein=0.1818; semantic=0.4728; sequence_match=0.2857,False,0.421,False,top-3 avg score 0.4210 < final_threshold 0.7
ObjectProperty,has phenomenon time,has billing info,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5896; levenshtein=0.2353; semantic=0.3475; sequence_match=0.3226,False,0.4199,False,top-3 avg score 0.4199 < final_threshold 0.7
ObjectProperty,has measurement,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.4696; sequence_match=0.2727,False,0.4181,False,top-3 avg score 0.4181 < final_threshold 0.7
ObjectProperty,has billing period,defined for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5375; levenshtein=0.2500; semantic=0.4067; sequence_match=0.3077,False,0.4173,False,top-3 avg score 0.4173 < final_threshold 0.7
ObjectProperty,is measured by device,has sensor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1667; semantic=0.5514; sequence_match=0.2222,False,0.4171,False,top-3 avg score 0.4171 < final_threshold 0.7
ObjectProperty,has duration,device of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4773; levenshtein=0.1818; semantic=0.4581; sequence_match=0.3158,False,0.4171,False,top-3 avg score 0.4171 < final_threshold 0.7
ObjectProperty,applies to,has device,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.0000; semantic=0.4719; sequence_match=0.3333,False,0.4166,False,top-3 avg score 0.4166 < final_threshold 0.7
ObjectProperty,measurement made by,sensor of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4118; levenshtein=0.1765; semantic=0.5976; sequence_match=0.2400,False,0.4164,False,top-3 avg score 0.4164 < final_threshold 0.7
ObjectProperty,has billing period,tariff of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4583; levenshtein=0.1875; semantic=0.4572; sequence_match=0.3333,False,0.4163,False,top-3 avg score 0.4163 < final_threshold 0.7
ObjectProperty,isKPIOf,actuator of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.2000; semantic=0.5179; sequence_match=0.2353,False,0.4161,False,top-3 avg score 0.4161 < final_threshold 0.7
ObjectProperty,has period,composed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5519; levenshtein=0.1000; semantic=0.3798; sequence_match=0.3158,False,0.4158,False,top-3 avg score 0.4158 < final_threshold 0.7
ObjectProperty,has phenomenon time,has actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5162; levenshtein=0.2353; semantic=0.4398; sequence_match=0.2857,False,0.4139,False,top-3 avg score 0.4139 < final_threshold 0.7
ObjectProperty,has billing period,water meter of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4276; sequence_match=0.2857,False,0.4137,False,top-3 avg score 0.4137 < final_threshold 0.7
ObjectProperty,measurement made by,has actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5217; levenshtein=0.2353; semantic=0.4298; sequence_match=0.2857,False,0.4124,False,top-3 avg score 0.4124 < final_threshold 0.7
ObjectProperty,has key performance indicator,water meter of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5876; levenshtein=0.2308; semantic=0.4147; sequence_match=0.2105,False,0.411,False,top-3 avg score 0.4110 < final_threshold 0.7
ObjectProperty,has period,actuator of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.1000; semantic=0.4839; sequence_match=0.3158,False,0.411,False,top-3 avg score 0.4110 < final_threshold 0.7
ObjectProperty,makes measurement,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1875; semantic=0.4828; sequence_match=0.2500,False,0.4109,False,top-3 avg score 0.4109 < final_threshold 0.7
ObjectProperty,measurement made by,has device,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4766; levenshtein=0.2353; semantic=0.4459; sequence_match=0.3077,False,0.4101,False,top-3 avg score 0.4101 < final_threshold 0.7
ObjectProperty,has key performance indicator,measures,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5491; levenshtein=0.1154; semantic=0.5030; sequence_match=0.1765,False,0.4095,False,top-3 avg score 0.4095 < final_threshold 0.7
ObjectProperty,makes measurement,defined for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4958; levenshtein=0.1250; semantic=0.4947; sequence_match=0.2308,False,0.4071,False,top-3 avg score 0.4071 < final_threshold 0.7
ObjectProperty,has measurement,actuator of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4786; levenshtein=0.2143; semantic=0.4876; sequence_match=0.2500,False,0.4054,False,top-3 avg score 0.4054 < final_threshold 0.7
ObjectProperty,has key performance indicator,actuator of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4308; levenshtein=0.1538; semantic=0.4481; sequence_match=0.3333,False,0.4041,False,top-3 avg score 0.4041 < final_threshold 0.7
ObjectProperty,has key performance indicator,device of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5391; levenshtein=0.1538; semantic=0.4356; sequence_match=0.2353,False,0.4033,False,top-3 avg score 0.4033 < final_threshold 0.7
ObjectProperty,has key performance indicator,has billing info,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5519; levenshtein=0.2692; semantic=0.3832; sequence_match=0.2500,False,0.4014,False,top-3 avg score 0.4014 < final_threshold 0.7
ObjectProperty,applies to,has water meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5007; levenshtein=0.2308; semantic=0.4300; sequence_match=0.2727,False,0.4011,False,top-3 avg score 0.4011 < final_threshold 0.7
ObjectProperty,is measured by device,has actuator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4453; levenshtein=0.1111; semantic=0.4791; sequence_match=0.2759,False,0.4001,False,top-3 avg score 0.4001 < final_threshold 0.7
ObjectProperty,has key performance indicator,tariff of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5513; levenshtein=0.1538; semantic=0.4131; sequence_match=0.2353,False,0.3999,False,top-3 avg score 0.3999 < final_threshold 0.7
ObjectProperty,has phenomenon time,measures,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4951; levenshtein=0.1176; semantic=0.4628; sequence_match=0.2400,False,0.3993,False,top-3 avg score 0.3993 < final_threshold 0.7
ObjectProperty,is measured by device,has tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.4284; sequence_match=0.2963,False,0.399,False,top-3 avg score 0.3990 < final_threshold 0.7
ObjectProperty,hasGeometry,device of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.0909; semantic=0.5482; sequence_match=0.2105,False,0.399,False,top-3 avg score 0.3990 < final_threshold 0.7
ObjectProperty,has phenomenon time,water meter of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5065; levenshtein=0.2353; semantic=0.3441; sequence_match=0.3448,False,0.3985,False,top-3 avg score 0.3985 < final_threshold 0.7
ObjectProperty,isKPIOf,water meter of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.1667; semantic=0.4998; sequence_match=0.2105,False,0.3981,False,top-3 avg score 0.3981 < final_threshold 0.7
ObjectProperty,has key performance indicator,defined for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4991; levenshtein=0.2692; semantic=0.4151; sequence_match=0.2778,False,0.3974,False,top-3 avg score 0.3974 < final_threshold 0.7
ObjectProperty,is measured by device,actuator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4889; levenshtein=0.1111; semantic=0.4853; sequence_match=0.2143,False,0.3962,False,top-3 avg score 0.3962 < final_threshold 0.7
ObjectProperty,feature is measured by device,has tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5431; levenshtein=0.2000; semantic=0.4084; sequence_match=0.2353,False,0.3956,False,top-3 avg score 0.3956 < final_threshold 0.7
ObjectProperty,has period,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.4637; sequence_match=0.2353,False,0.3935,False,top-3 avg score 0.3935 < final_threshold 0.7
ObjectProperty,feature is measured by device,defines,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5048; levenshtein=0.1600; semantic=0.4246; sequence_match=0.2500,False,0.3931,False,top-3 avg score 0.3931 < final_threshold 0.7
ObjectProperty,feature is measured by device,has sensor,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4519; levenshtein=0.2000; semantic=0.5267; sequence_match=0.1765,False,0.3928,False,top-3 avg score 0.3928 < final_threshold 0.7
ObjectProperty,isKPIOf,defines,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.4634; sequence_match=0.2857,False,0.3926,False,top-3 avg score 0.3926 < final_threshold 0.7
ObjectProperty,isKPIOf,has actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4892; levenshtein=0.1818; semantic=0.4662; sequence_match=0.2222,False,0.3925,False,top-3 avg score 0.3925 < final_threshold 0.7
ObjectProperty,applies to,composed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5315; levenshtein=0.2000; semantic=0.4318; sequence_match=0.2105,False,0.3913,False,top-3 avg score 0.3913 < final_threshold 0.7
ObjectProperty,makes measurement,actuator of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.1875; semantic=0.4759; sequence_match=0.2308,False,0.3911,False,top-3 avg score 0.3911 < final_threshold 0.7
ObjectProperty,has duration,water meter of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4823; levenshtein=0.2500; semantic=0.4292; sequence_match=0.2609,False,0.3908,False,top-3 avg score 0.3908 < final_threshold 0.7
ObjectProperty,isKPIOf,has device,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5026; levenshtein=0.2222; semantic=0.4466; sequence_match=0.1250,False,0.3905,False,top-3 avg score 0.3905 < final_threshold 0.7
ObjectProperty,has billing period,measures,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.4167; sequence_match=0.2500,False,0.3889,False,top-3 avg score 0.3889 < final_threshold 0.7
ObjectProperty,measurement made by,defined for,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5314; levenshtein=0.1765; semantic=0.4545; sequence_match=0.1481,False,0.3874,False,top-3 avg score 0.3874 < final_threshold 0.7
ObjectProperty,has billing period,measured by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5375; levenshtein=0.1250; semantic=0.3930; sequence_match=0.2308,False,0.3871,False,top-3 avg score 0.3871 < final_threshold 0.7
ObjectProperty,isKPIOf,defined for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.4586; sequence_match=0.2353,False,0.3863,False,top-3 avg score 0.3863 < final_threshold 0.7
ObjectProperty,makes measurement,device of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.5332; sequence_match=0.1667,False,0.3861,False,top-3 avg score 0.3861 < final_threshold 0.7
ObjectProperty,hasGeometry,tariff of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4773; levenshtein=0.0909; semantic=0.4702; sequence_match=0.2105,False,0.386,False,top-3 avg score 0.3860 < final_threshold 0.7
ObjectProperty,has measurement,device of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.5108; sequence_match=0.1818,False,0.3856,False,top-3 avg score 0.3856 < final_threshold 0.7
ObjectProperty,measurement made by,actuator of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4618; levenshtein=0.1176; semantic=0.4695; sequence_match=0.2222,False,0.3845,False,top-3 avg score 0.3845 < final_threshold 0.7
ObjectProperty,has key performance indicator,defines,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5022; levenshtein=0.1538; semantic=0.4026; sequence_match=0.2424,False,0.3824,False,top-3 avg score 0.3824 < final_threshold 0.7
ObjectProperty,makes measurement,defines,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4276; levenshtein=0.1250; semantic=0.5454; sequence_match=0.1739,False,0.3823,False,top-3 avg score 0.3823 < final_threshold 0.7
ObjectProperty,feature is measured by device,sensor of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4750; levenshtein=0.1600; semantic=0.5081; sequence_match=0.0606,False,0.381,False,top-3 avg score 0.3810 < final_threshold 0.7
ObjectProperty,has phenomenon time,actuator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4922; levenshtein=0.1765; semantic=0.4221; sequence_match=0.2222,False,0.3788,False,top-3 avg score 0.3788 < final_threshold 0.7
ObjectProperty,has measurement,tariff of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.4895; sequence_match=0.1818,False,0.3785,False,top-3 avg score 0.3785 < final_threshold 0.7
ObjectProperty,feature is measured by device,composed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5578; levenshtein=0.2400; semantic=0.2903; sequence_match=0.2857,False,0.3779,False,top-3 avg score 0.3779 < final_threshold 0.7
ObjectProperty,has billing period,actuator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4958; levenshtein=0.1875; semantic=0.4041; sequence_match=0.2308,False,0.3769,False,top-3 avg score 0.3769 < final_threshold 0.7
ObjectProperty,is measured by device,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.1667; semantic=0.4066; sequence_match=0.2308,False,0.376,False,top-3 avg score 0.3760 < final_threshold 0.7
ObjectProperty,feature is measured by device,has actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4840; levenshtein=0.1200; semantic=0.4767; sequence_match=0.1667,False,0.3758,False,top-3 avg score 0.3758 < final_threshold 0.7
ObjectProperty,applies to,measured by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.1000; semantic=0.4835; sequence_match=0.2105,False,0.3758,False,top-3 avg score 0.3758 < final_threshold 0.7
ObjectProperty,measurement made by,has tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4766; levenshtein=0.2353; semantic=0.4140; sequence_match=0.2308,False,0.3753,False,top-3 avg score 0.3753 < final_threshold 0.7
ObjectProperty,has phenomenon time,measured by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4618; levenshtein=0.1176; semantic=0.4415; sequence_match=0.2222,False,0.3752,False,top-3 avg score 0.3752 < final_threshold 0.7
ObjectProperty,feature is measured by device,defined for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5022; levenshtein=0.1600; semantic=0.3934; sequence_match=0.2286,False,0.3747,False,top-3 avg score 0.3747 < final_threshold 0.7
ObjectProperty,measurement made by,defines,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5189; levenshtein=0.1765; semantic=0.4273; sequence_match=0.1667,False,0.3742,False,top-3 avg score 0.3742 < final_threshold 0.7
ObjectProperty,has billing period,defines,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4405; levenshtein=0.1875; semantic=0.4173; sequence_match=0.2609,False,0.3729,False,top-3 avg score 0.3729 < final_threshold 0.7
ObjectProperty,has measurement,defines,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.5386; sequence_match=0.0952,False,0.3726,False,top-3 avg score 0.3726 < final_threshold 0.7
ObjectProperty,is measured by device,defined for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4593; levenshtein=0.1667; semantic=0.4400; sequence_match=0.2143,False,0.3712,False,top-3 avg score 0.3712 < final_threshold 0.7
ObjectProperty,measurement made by,device of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4559; levenshtein=0.1176; semantic=0.4946; sequence_match=0.1600,False,0.3702,False,top-3 avg score 0.3702 < final_threshold 0.7
ObjectProperty,has billing period,device of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4583; levenshtein=0.1875; semantic=0.3974; sequence_match=0.2500,False,0.3686,False,top-3 avg score 0.3686 < final_threshold 0.7
ObjectProperty,has period,defines,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.4714; sequence_match=0.1250,False,0.3663,False,top-3 avg score 0.3663 < final_threshold 0.7
ObjectProperty,feature is measured by device,actuator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5022; levenshtein=0.1600; semantic=0.4237; sequence_match=0.1714,False,0.3658,False,top-3 avg score 0.3658 < final_threshold 0.7
ObjectProperty,applies to,billing info of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4103; levenshtein=0.2308; semantic=0.4135; sequence_match=0.2727,False,0.3655,False,top-3 avg score 0.3655 < final_threshold 0.7
ObjectProperty,has phenomenon time,composed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5399; levenshtein=0.1765; semantic=0.3325; sequence_match=0.2222,False,0.3649,False,top-3 avg score 0.3649 < final_threshold 0.7
ObjectProperty,isKPIOf,measured by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4143; levenshtein=0.1000; semantic=0.5622; sequence_match=0.1176,False,0.3647,False,top-3 avg score 0.3647 < final_threshold 0.7
ObjectProperty,isKPIOf,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.4481; sequence_match=0.1333,False,0.3644,False,top-3 avg score 0.3644 < final_threshold 0.7
ObjectProperty,measurement made by,composes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4060; levenshtein=0.1176; semantic=0.4382; sequence_match=0.2400,False,0.3614,False,top-3 avg score 0.3614 < final_threshold 0.7
ObjectProperty,makes measurement,has billing info,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4673; levenshtein=0.1250; semantic=0.4165; sequence_match=0.2000,False,0.3612,False,top-3 avg score 0.3612 < final_threshold 0.7
ObjectProperty,isKPIOf,measures,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.0000; semantic=0.5275; sequence_match=0.1333,False,0.3611,False,top-3 avg score 0.3611 < final_threshold 0.7
ObjectProperty,has period,billing info of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4587; levenshtein=0.1538; semantic=0.4416; sequence_match=0.1818,False,0.3607,False,top-3 avg score 0.3607 < final_threshold 0.7
ObjectProperty,has phenomenon time,defined for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4618; levenshtein=0.1176; semantic=0.3959; sequence_match=0.2222,False,0.36,False,top-3 avg score 0.3600 < final_threshold 0.7
ObjectProperty,hasGeometry,defines,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.0909; semantic=0.5119; sequence_match=0.1111,False,0.3597,False,top-3 avg score 0.3597 < final_threshold 0.7
ObjectProperty,is measured by device,has billing info,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4783; levenshtein=0.1111; semantic=0.3490; sequence_match=0.2500,False,0.3591,False,top-3 avg score 0.3591 < final_threshold 0.7
ObjectProperty,has duration,defined for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.0909; semantic=0.4629; sequence_match=0.1905,False,0.3555,False,top-3 avg score 0.3555 < final_threshold 0.7
ObjectProperty,measurement made by,tariff of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4559; levenshtein=0.1176; semantic=0.4487; sequence_match=0.1600,False,0.3549,False,top-3 avg score 0.3549 < final_threshold 0.7
ObjectProperty,has measurement,defined for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3937; levenshtein=0.1429; semantic=0.5042; sequence_match=0.1667,False,0.3548,False,top-3 avg score 0.3548 < final_threshold 0.7
ObjectProperty,has key performance indicator,composed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5136; levenshtein=0.1538; semantic=0.3696; sequence_match=0.1667,False,0.3499,False,top-3 avg score 0.3499 < final_threshold 0.7
ObjectProperty,makes measurement,tariff of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3958; levenshtein=0.1250; semantic=0.4852; sequence_match=0.1667,False,0.3492,False,top-3 avg score 0.3492 < final_threshold 0.7
ObjectProperty,has phenomenon time,device of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4060; levenshtein=0.1765; semantic=0.4560; sequence_match=0.1600,False,0.3462,False,top-3 avg score 0.3462 < final_threshold 0.7
ObjectProperty,measurement made by,has billing info,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4636; levenshtein=0.1765; semantic=0.3784; sequence_match=0.1935,False,0.3452,False,top-3 avg score 0.3452 < final_threshold 0.7
ObjectProperty,hasGeometry,billing info of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4452; levenshtein=0.0000; semantic=0.4191; sequence_match=0.1667,False,0.3437,False,top-3 avg score 0.3437 < final_threshold 0.7
ObjectProperty,has duration,composed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4606; levenshtein=0.0000; semantic=0.3677; sequence_match=0.1905,False,0.3396,False,top-3 avg score 0.3396 < final_threshold 0.7
ObjectProperty,has phenomenon time,billing info of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4929; levenshtein=0.1176; semantic=0.3173; sequence_match=0.2000,False,0.3367,False,top-3 avg score 0.3367 < final_threshold 0.7
ObjectProperty,has key performance indicator,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4724; levenshtein=0.1154; semantic=0.4150; sequence_match=0.1176,False,0.335,False,top-3 avg score 0.3350 < final_threshold 0.7
ObjectProperty,has phenomenon time,tariff of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4559; levenshtein=0.1176; semantic=0.3866; sequence_match=0.1600,False,0.3342,False,top-3 avg score 0.3342 < final_threshold 0.7
ObjectProperty,isKPIOf,composed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4651; levenshtein=0.1000; semantic=0.4186; sequence_match=0.1176,False,0.3338,False,top-3 avg score 0.3338 < final_threshold 0.7
ObjectProperty,feature is measured by device,tariff of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4750; levenshtein=0.1200; semantic=0.3919; sequence_match=0.0606,False,0.329,False,top-3 avg score 0.3290 < final_threshold 0.7
ObjectProperty,has measurement,composed by,jaro_winkler+semantic+levenshtein,jaro_winkler=0.3937; levenshtein=0.2143; semantic=0.3763; sequence_match=0.1667,False,0.3281,False,top-3 avg score 0.3281 < final_threshold 0.7
ObjectProperty,has duration,composes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4053; levenshtein=0.0000; semantic=0.4678; sequence_match=0.1053,False,0.3261,False,top-3 avg score 0.3261 < final_threshold 0.7
ObjectProperty,isKPIOf,has water meter,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4066; levenshtein=0.0769; semantic=0.4709; sequence_match=0.1000,False,0.3258,False,top-3 avg score 0.3258 < final_threshold 0.7
ObjectProperty,feature is measured by device,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4700; levenshtein=0.1200; semantic=0.3776; sequence_match=0.1212,False,0.3229,False,top-3 avg score 0.3229 < final_threshold 0.7
ObjectProperty,makes measurement,composed by,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3847; levenshtein=0.1875; semantic=0.3957; sequence_match=0.1538,False,0.3226,False,top-3 avg score 0.3226 < final_threshold 0.7
ObjectProperty,has phenomenon time,defines,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4356; levenshtein=0.1176; semantic=0.4142; sequence_match=0.0833,False,0.3225,False,top-3 avg score 0.3225 < final_threshold 0.7
ObjectProperty,is measured by device,tariff of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4028; levenshtein=0.1111; semantic=0.4483; sequence_match=0.0769,False,0.3207,False,top-3 avg score 0.3207 < final_threshold 0.7
ObjectProperty,has property,defined for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.0000; semantic=0.4498; sequence_match=0.0952,False,0.3194,False,top-3 avg score 0.3194 < final_threshold 0.7
ObjectProperty,has property,billing info of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3893; levenshtein=0.0000; semantic=0.4852; sequence_match=0.0833,False,0.3193,False,top-3 avg score 0.3193 < final_threshold 0.7
ObjectProperty,has duration,billing info of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3901; levenshtein=0.0769; semantic=0.3906; sequence_match=0.1667,False,0.3158,False,top-3 avg score 0.3158 < final_threshold 0.7
ObjectProperty,has property,device of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3106; levenshtein=0.0909; semantic=0.5194; sequence_match=0.1053,False,0.3118,False,top-3 avg score 0.3118 < final_threshold 0.7
ObjectProperty,has property,defines,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3225; levenshtein=0.0909; semantic=0.5001; sequence_match=0.1111,False,0.3113,False,top-3 avg score 0.3113 < final_threshold 0.7
ObjectProperty,has billing period,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4097; levenshtein=0.0625; semantic=0.3525; sequence_match=0.1667,False,0.3096,False,top-3 avg score 0.3096 < final_threshold 0.7
ObjectProperty,has duration,defines,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3225; levenshtein=0.0909; semantic=0.4838; sequence_match=0.1111,False,0.3058,False,top-3 avg score 0.3058 < final_threshold 0.7
ObjectProperty,is measured by device,billing info of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4217; levenshtein=0.0000; semantic=0.3317; sequence_match=0.1290,False,0.2941,False,top-3 avg score 0.2941 < final_threshold 0.7
