gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Achievement,Achievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Game,Game,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Genre,Genre,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Player,Player,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
playing area,Playing Area,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
in-app purchase event,In-App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9444; levenshtein=0.7222; semantic=0.8778; sequence_match=0.8387,False,0.887,True,selected
Curiosity,Player Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.2000; semantic=0.4452; sequence_match=0.3158,False,0.4351,False,top-3 avg score 0.4351 < final_threshold 0.6
Player,Location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.1250; semantic=0.4886; sequence_match=0.2857,False,0.434,False,top-3 avg score 0.4340 < final_threshold 0.6
Fandom,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5051; levenshtein=0.0909; semantic=0.5606; sequence_match=0.2353,False,0.4336,False,top-3 avg score 0.4336 < final_threshold 0.6
Virtuosity,Game Participation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5314; levenshtein=0.1765; semantic=0.5471; sequence_match=0.2222,False,0.4335,False,top-3 avg score 0.4335 < final_threshold 0.6
Feature,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.0909; semantic=0.6183; sequence_match=0.2222,False,0.4322,False,top-3 avg score 0.4322 < final_threshold 0.6
hard mode,Player Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.2000; semantic=0.5120; sequence_match=0.3333,False,0.4308,False,top-3 avg score 0.4308 < final_threshold 0.6
Paragon,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.5810; sequence_match=0.2222,False,0.4308,False,top-3 avg score 0.4308 < final_threshold 0.6
special play style,Achievement Type,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5528; levenshtein=0.2500; semantic=0.4867; sequence_match=0.1290,False,0.4298,False,top-3 avg score 0.4298 < final_threshold 0.6
Virtuosity,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4606; levenshtein=0.0909; semantic=0.6382; sequence_match=0.1905,False,0.4297,False,top-3 avg score 0.4297 < final_threshold 0.6
Fandom,Player Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5111; levenshtein=0.2000; semantic=0.5261; sequence_match=0.2500,False,0.4291,False,top-3 avg score 0.4291 < final_threshold 0.6
Achievement,Playing Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4924; levenshtein=0.0909; semantic=0.5218; sequence_match=0.2727,False,0.429,False,top-3 avg score 0.4290 < final_threshold 0.6
playing area,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4924; levenshtein=0.0909; semantic=0.5218; sequence_match=0.2727,False,0.429,False,top-3 avg score 0.4290 < final_threshold 0.6
Genre,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4111; levenshtein=0.1667; semantic=0.5104; sequence_match=0.3636,False,0.4284,False,top-3 avg score 0.4284 < final_threshold 0.6
Player,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4111; levenshtein=0.1667; semantic=0.5104; sequence_match=0.3636,False,0.4284,False,top-3 avg score 0.4284 < final_threshold 0.6
Collection,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5111; levenshtein=0.1000; semantic=0.5168; sequence_match=0.2500,False,0.426,False,top-3 avg score 0.4260 < final_threshold 0.6
in-app purchase event,Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5322; levenshtein=0.1667; semantic=0.3954; sequence_match=0.3448,False,0.4242,False,top-3 avg score 0.4242 < final_threshold 0.6
Item,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.0000; semantic=0.5665; sequence_match=0.2222,False,0.424,False,top-3 avg score 0.4240 < final_threshold 0.6
Session,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.5916; sequence_match=0.2222,False,0.4233,False,top-3 avg score 0.4233 < final_threshold 0.6
Loyalty,Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5429; levenshtein=0.1333; semantic=0.4536; sequence_match=0.2727,False,0.4231,False,top-3 avg score 0.4231 < final_threshold 0.6
Session,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.0000; semantic=0.6216; sequence_match=0.1818,False,0.4226,False,top-3 avg score 0.4226 < final_threshold 0.6
hard mode,Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4773; levenshtein=0.1818; semantic=0.4734; sequence_match=0.3158,False,0.4221,False,top-3 avg score 0.4221 < final_threshold 0.6
Veteran,Location,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5088; sequence_match=0.2667,False,0.4218,False,top-3 avg score 0.4218 < final_threshold 0.6
Session,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4476; levenshtein=0.1429; semantic=0.4836; sequence_match=0.3333,False,0.4215,False,top-3 avg score 0.4215 < final_threshold 0.6
Veteran,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.6156; sequence_match=0.1818,False,0.4206,False,top-3 avg score 0.4206 < final_threshold 0.6
hard mode,Game Participation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4951; levenshtein=0.1176; semantic=0.5257; sequence_match=0.2400,False,0.4203,False,top-3 avg score 0.4203 < final_threshold 0.6
Collection,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.1000; semantic=0.5566; sequence_match=0.2667,False,0.4189,False,top-3 avg score 0.4189 < final_threshold 0.6
Session,Game Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.4730; sequence_match=0.2667,False,0.4172,False,top-3 avg score 0.4172 < final_threshold 0.6
game product,In-App Purchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5464; levenshtein=0.2308; semantic=0.4736; sequence_match=0.1667,False,0.4169,False,top-3 avg score 0.4169 < final_threshold 0.6
Feature,Achievement Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4317; levenshtein=0.2000; semantic=0.5424; sequence_match=0.2727,False,0.4156,False,top-3 avg score 0.4156 < final_threshold 0.6
Genre,Playing Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4303; levenshtein=0.2727; semantic=0.4398; sequence_match=0.3750,False,0.415,False,top-3 avg score 0.4150 < final_threshold 0.6
playing area,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4303; levenshtein=0.2727; semantic=0.4398; sequence_match=0.3750,False,0.415,False,top-3 avg score 0.4150 < final_threshold 0.6
Luck,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.5663; sequence_match=0.2000,False,0.4128,False,top-3 avg score 0.4128 < final_threshold 0.6
Session,Player Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.1000; semantic=0.5077; sequence_match=0.2353,False,0.4127,False,top-3 avg score 0.4127 < final_threshold 0.6
Character,Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.1818; semantic=0.4171; sequence_match=0.3000,False,0.4121,False,top-3 avg score 0.4121 < final_threshold 0.6
Item,Game Participation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5310; levenshtein=0.1176; semantic=0.5130; sequence_match=0.1905,False,0.4115,False,top-3 avg score 0.4115 < final_threshold 0.6
Leaderboard,Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4924; levenshtein=0.1818; semantic=0.4647; sequence_match=0.2727,False,0.4099,False,top-3 avg score 0.4099 < final_threshold 0.6
Loyalty,Game Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.4506; sequence_match=0.2667,False,0.4097,False,top-3 avg score 0.4097 < final_threshold 0.6
Leaderboard,Genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5131; levenshtein=0.1818; semantic=0.4639; sequence_match=0.2500,False,0.409,False,top-3 avg score 0.4090 < final_threshold 0.6
Tutorial,Location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.4756; sequence_match=0.2500,False,0.4085,False,top-3 avg score 0.4085 < final_threshold 0.6
Completion,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.5222; sequence_match=0.2353,False,0.4075,False,top-3 avg score 0.4075 < final_threshold 0.6
Loyalty,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4113; levenshtein=0.0000; semantic=0.5882; sequence_match=0.2222,False,0.4072,False,top-3 avg score 0.4072 < final_threshold 0.6
Leaderboard,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4040; levenshtein=0.0909; semantic=0.6358; sequence_match=0.1818,False,0.4072,False,top-3 avg score 0.4072 < final_threshold 0.6
Game,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.0000; semantic=0.5720; sequence_match=0.1818,False,0.4061,False,top-3 avg score 0.4061 < final_threshold 0.6
Loyalty,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.5692; sequence_match=0.1818,False,0.4051,False,top-3 avg score 0.4051 < final_threshold 0.6
Item,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.5417; sequence_match=0.2000,False,0.4046,False,top-3 avg score 0.4046 < final_threshold 0.6
Luck,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0000; semantic=0.6277; sequence_match=0.1333,False,0.4027,False,top-3 avg score 0.4027 < final_threshold 0.6
Collection,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.5065; sequence_match=0.2353,False,0.4023,False,top-3 avg score 0.4023 < final_threshold 0.6
Tutorial,Game Participation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4951; levenshtein=0.1765; semantic=0.4701; sequence_match=0.2400,False,0.4017,False,top-3 avg score 0.4017 < final_threshold 0.6
Curiosity,Game Participation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4766; levenshtein=0.1765; semantic=0.4969; sequence_match=0.2308,False,0.4014,False,top-3 avg score 0.4014 < final_threshold 0.6
Virtuosity,Player Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.1000; semantic=0.4820; sequence_match=0.3000,False,0.4014,False,top-3 avg score 0.4014 < final_threshold 0.6
Collection,Game Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.2000; semantic=0.5340; sequence_match=0.2222,False,0.4012,False,top-3 avg score 0.4012 < final_threshold 0.6
Loyalty,Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4560; levenshtein=0.2727; semantic=0.4138; sequence_match=0.3333,False,0.401,False,top-3 avg score 0.4010 < final_threshold 0.6
Virtuosity,Game Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.1000; semantic=0.4964; sequence_match=0.2222,False,0.4007,False,top-3 avg score 0.4007 < final_threshold 0.6
Player,In-App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.4187; sequence_match=0.3158,False,0.4001,False,top-3 avg score 0.4001 < final_threshold 0.6
game product,Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4601; levenshtein=0.1333; semantic=0.4315; sequence_match=0.3077,False,0.3998,False,top-3 avg score 0.3998 < final_threshold 0.6
Collection,Achievement Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.2000; semantic=0.4806; sequence_match=0.2400,False,0.3995,False,top-3 avg score 0.3995 < final_threshold 0.6
special play style,In-App Purchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6218; levenshtein=0.1875; semantic=0.3890; sequence_match=0.1379,False,0.3994,False,top-3 avg score 0.3994 < final_threshold 0.6
hard mode,In-App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5353; levenshtein=0.2308; semantic=0.3766; sequence_match=0.2857,False,0.3992,False,top-3 avg score 0.3992 < final_threshold 0.6
hard mode,Location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.4467; sequence_match=0.2500,False,0.3989,False,top-3 avg score 0.3989 < final_threshold 0.6
Player,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3730; levenshtein=0.0000; semantic=0.5153; sequence_match=0.3077,False,0.3987,False,top-3 avg score 0.3987 < final_threshold 0.6
special play style,Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5290; levenshtein=0.1250; semantic=0.5141; sequence_match=0.1481,False,0.3971,False,top-3 avg score 0.3971 < final_threshold 0.6
Feature,Game Participation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4356; levenshtein=0.1765; semantic=0.5000; sequence_match=0.2500,False,0.3952,False,top-3 avg score 0.3952 < final_threshold 0.6
in-app purchase event,Player Item,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5889; levenshtein=0.1667; semantic=0.4290; sequence_match=0.1429,False,0.3948,False,top-3 avg score 0.3948 < final_threshold 0.6
Achievement,In-App Purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3901; levenshtein=0.0769; semantic=0.4594; sequence_match=0.3333,False,0.3943,False,top-3 avg score 0.3943 < final_threshold 0.6
Curiosity,Game Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.1111; semantic=0.4548; sequence_match=0.2353,False,0.3936,False,top-3 avg score 0.3936 < final_threshold 0.6
Collection,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.1000; semantic=0.5836; sequence_match=0.1429,False,0.3922,False,top-3 avg score 0.3922 < final_threshold 0.6
Collection,Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5242; levenshtein=0.0000; semantic=0.4616; sequence_match=0.1905,False,0.3921,False,top-3 avg score 0.3921 < final_threshold 0.6
Leaderboard,Game,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3939; levenshtein=0.1818; semantic=0.6000; sequence_match=0.1333,False,0.3919,False,top-3 avg score 0.3919 < final_threshold 0.6
Fandom,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4556; levenshtein=0.1667; semantic=0.5361; sequence_match=0.1818,False,0.3911,False,top-3 avg score 0.3911 < final_threshold 0.6
hard mode,Achievement Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.2000; semantic=0.4896; sequence_match=0.2609,False,0.3909,False,top-3 avg score 0.3909 < final_threshold 0.6
in-app purchase event,Genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.1111; semantic=0.4094; sequence_match=0.1739,False,0.3907,False,top-3 avg score 0.3907 < final_threshold 0.6
Game,In-App Purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.1538; semantic=0.4939; sequence_match=0.2353,False,0.3905,False,top-3 avg score 0.3905 < final_threshold 0.6
Tutorial,Player Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.2000; semantic=0.4970; sequence_match=0.2222,False,0.3888,False,top-3 avg score 0.3888 < final_threshold 0.6
Completion,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.1000; semantic=0.4647; sequence_match=0.2667,False,0.3882,False,top-3 avg score 0.3882 < final_threshold 0.6
Fandom,Game Participation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4837; levenshtein=0.1176; semantic=0.5054; sequence_match=0.1739,False,0.3877,False,top-3 avg score 0.3877 < final_threshold 0.6
playing area,Ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4784; levenshtein=0.1818; semantic=0.4615; sequence_match=0.2222,False,0.3874,False,top-3 avg score 0.3874 < final_threshold 0.6
Fandom,Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4889; levenshtein=0.0667; semantic=0.4799; sequence_match=0.1905,False,0.3864,False,top-3 avg score 0.3864 < final_threshold 0.6
Paragon,In-App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.1538; semantic=0.4159; sequence_match=0.2000,False,0.3863,False,top-3 avg score 0.3863 < final_threshold 0.6
Paragon,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4476; levenshtein=0.0000; semantic=0.5423; sequence_match=0.1667,False,0.3855,False,top-3 avg score 0.3855 < final_threshold 0.6
Game,Location,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.5295; sequence_match=0.1667,False,0.3848,False,top-3 avg score 0.3848 < final_threshold 0.6
Item,In-App Purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.0769; semantic=0.4739; sequence_match=0.2353,False,0.3838,False,top-3 avg score 0.3838 < final_threshold 0.6
Fandom,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.0000; semantic=0.5386; sequence_match=0.1667,False,0.3832,False,top-3 avg score 0.3832 < final_threshold 0.6
Virtuosity,Location,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.1000; semantic=0.4792; sequence_match=0.2222,False,0.3829,False,top-3 avg score 0.3829 < final_threshold 0.6
Fandom,Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5051; levenshtein=0.1818; semantic=0.4055; sequence_match=0.2353,False,0.382,False,top-3 avg score 0.3820 < final_threshold 0.6
in-app purchase event,Game Participation,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5283; levenshtein=0.1667; semantic=0.4477; sequence_match=0.1143,False,0.3809,False,top-3 avg score 0.3809 < final_threshold 0.6
Curiosity,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4370; levenshtein=0.0000; semantic=0.5616; sequence_match=0.1429,False,0.3805,False,top-3 avg score 0.3805 < final_threshold 0.6
Virtuosity,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.0000; semantic=0.5741; sequence_match=0.1333,False,0.3803,False,top-3 avg score 0.3803 < final_threshold 0.6
Tutorial,Playing Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.0909; semantic=0.4907; sequence_match=0.2105,False,0.3798,False,top-3 avg score 0.3798 < final_threshold 0.6
Virtuosity,In-App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4859; levenshtein=0.0769; semantic=0.3897; sequence_match=0.2609,False,0.3788,False,top-3 avg score 0.3788 < final_threshold 0.6
Tutorial,In-App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4359; levenshtein=0.1538; semantic=0.4145; sequence_match=0.2857,False,0.3787,False,top-3 avg score 0.3787 < final_threshold 0.6
Tutorial,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.0000; semantic=0.5604; sequence_match=0.1429,False,0.3779,False,top-3 avg score 0.3779 < final_threshold 0.6
Luck,In-App Purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.1538; semantic=0.4560; sequence_match=0.2353,False,0.3779,False,top-3 avg score 0.3779 < final_threshold 0.6
Paragon,Game Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.5763; sequence_match=0.1333,False,0.3774,False,top-3 avg score 0.3774 < final_threshold 0.6
Item,Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4470; levenshtein=0.1818; semantic=0.4168; sequence_match=0.2667,False,0.3768,False,top-3 avg score 0.3768 < final_threshold 0.6
Leaderboard,Game Participation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3663; levenshtein=0.1765; semantic=0.5489; sequence_match=0.2143,False,0.3765,False,top-3 avg score 0.3765 < final_threshold 0.6
special play style,Game,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3750; levenshtein=0.1250; semantic=0.6278; sequence_match=0.1000,False,0.3759,False,top-3 avg score 0.3759 < final_threshold 0.6
Player,Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4889; levenshtein=0.0667; semantic=0.4412; sequence_match=0.1905,False,0.3735,False,top-3 avg score 0.3735 < final_threshold 0.6
game product,Playing Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4040; levenshtein=0.0000; semantic=0.4422; sequence_match=0.2727,False,0.373,False,top-3 avg score 0.3730 < final_threshold 0.6
Luck,Player Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.1000; semantic=0.5213; sequence_match=0.1429,False,0.3714,False,top-3 avg score 0.3714 < final_threshold 0.6
Veteran,Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4560; levenshtein=0.0909; semantic=0.4345; sequence_match=0.2222,False,0.3709,False,top-3 avg score 0.3709 < final_threshold 0.6
Paragon,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.5408; sequence_match=0.1429,False,0.3707,False,top-3 avg score 0.3707 < final_threshold 0.6
Session,In-App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4799; levenshtein=0.0000; semantic=0.4319; sequence_match=0.2000,False,0.3706,False,top-3 avg score 0.3706 < final_threshold 0.6
in-app purchase event,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4352; levenshtein=0.1111; semantic=0.4943; sequence_match=0.1818,False,0.3704,False,top-3 avg score 0.3704 < final_threshold 0.6
Fandom,Location,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3611; levenshtein=0.2500; semantic=0.4638; sequence_match=0.2857,False,0.3702,False,top-3 avg score 0.3702 < final_threshold 0.6
special play style,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4208; levenshtein=0.1250; semantic=0.4990; sequence_match=0.1905,False,0.3701,False,top-3 avg score 0.3701 < final_threshold 0.6
Fandom,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.0000; semantic=0.5200; sequence_match=0.1538,False,0.3701,False,top-3 avg score 0.3701 < final_threshold 0.6
Item,Location,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.4837; sequence_match=0.1667,False,0.3696,False,top-3 avg score 0.3696 < final_threshold 0.6
Leaderboard,Game Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.1818; semantic=0.4497; sequence_match=0.2105,False,0.3661,False,top-3 avg score 0.3661 < final_threshold 0.6
Loyalty,Game Participation,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4678; levenshtein=0.1176; semantic=0.5127; sequence_match=0.0833,False,0.366,False,top-3 avg score 0.3660 < final_threshold 0.6
Session,Ability,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.5243; sequence_match=0.1429,False,0.3652,False,top-3 avg score 0.3652 < final_threshold 0.6
Session,Playing Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.4915; sequence_match=0.1111,False,0.3639,False,top-3 avg score 0.3639 < final_threshold 0.6
Curiosity,In-App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4103; levenshtein=0.0769; semantic=0.4067; sequence_match=0.2727,False,0.3632,False,top-3 avg score 0.3632 < final_threshold 0.6
Genre,In-App Purchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5179; levenshtein=0.1538; semantic=0.4158; sequence_match=0.1111,False,0.3625,False,top-3 avg score 0.3625 < final_threshold 0.6
Luck,Playing Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.5067; sequence_match=0.1333,False,0.3623,False,top-3 avg score 0.3623 < final_threshold 0.6
special play style,Location,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5000; levenshtein=0.1875; semantic=0.3970; sequence_match=0.1667,False,0.3615,False,top-3 avg score 0.3615 < final_threshold 0.6
Leaderboard,In-App Purchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5012; levenshtein=0.2308; semantic=0.3477; sequence_match=0.0833,False,0.3599,False,top-3 avg score 0.3599 < final_threshold 0.6
Luck,Game Participation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4363; levenshtein=0.0588; semantic=0.5430; sequence_match=0.0952,False,0.3582,False,top-3 avg score 0.3582 < final_threshold 0.6
Tutorial,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4417; levenshtein=0.1250; semantic=0.4772; sequence_match=0.1538,False,0.3576,False,top-3 avg score 0.3576 < final_threshold 0.6
hard mode,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.5135; sequence_match=0.1333,False,0.3565,False,top-3 avg score 0.3565 < final_threshold 0.6
Session,Achievement Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4317; levenshtein=0.1333; semantic=0.4557; sequence_match=0.1818,False,0.3564,False,top-3 avg score 0.3564 < final_threshold 0.6
Curiosity,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.0000; semantic=0.5087; sequence_match=0.1333,False,0.356,False,top-3 avg score 0.3560 < final_threshold 0.6
game product,Location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4773; levenshtein=0.0909; semantic=0.3785; sequence_match=0.2105,False,0.3554,False,top-3 avg score 0.3554 < final_threshold 0.6
Virtuosity,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.0000; semantic=0.5147; sequence_match=0.1250,False,0.354,False,top-3 avg score 0.3540 < final_threshold 0.6
Virtuosity,Playing Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3970; levenshtein=0.0000; semantic=0.4714; sequence_match=0.1905,False,0.3529,False,top-3 avg score 0.3529 < final_threshold 0.6
game product,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4113; levenshtein=0.0909; semantic=0.4234; sequence_match=0.2222,False,0.3523,False,top-3 avg score 0.3523 < final_threshold 0.6
Tutorial,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4053; levenshtein=0.0000; semantic=0.5452; sequence_match=0.1053,False,0.3519,False,top-3 avg score 0.3519 < final_threshold 0.6
Leaderboard,Achievement Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3798; levenshtein=0.1333; semantic=0.5124; sequence_match=0.1538,False,0.3487,False,top-3 avg score 0.3487 < final_threshold 0.6
playing area,Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4601; levenshtein=0.0667; semantic=0.4196; sequence_match=0.1538,False,0.3445,False,top-3 avg score 0.3445 < final_threshold 0.6
