role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,has input,hasinput,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=0.9022; sequence_match=1.0000,True,1.0000,True,selected
property,has version,hasversion,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=0.9590; sequence_match=1.0000,True,1.0000,True,selected
property,is developed by,developedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9487; levenshtein=0.8462; semantic=0.9198; sequence_match=0.9167,False,0.9284,True,selected
property,uses software,isopensource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2500; semantic=0.5958; sequence_match=0.3333,False,0.5134,False,top-3 avg score 0.5134 < final_threshold 0.6
property,has format specification,hashomepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6553; levenshtein=0.3182; semantic=0.4603; sequence_match=0.4242,False,0.5133,False,top-3 avg score 0.5133 < final_threshold 0.6
property,has support url,haslocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6131; levenshtein=0.3077; semantic=0.5017; sequence_match=0.4167,False,0.5105,False,top-3 avg score 0.5105 < final_threshold 0.6
property,has release date,isfree,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.2143; semantic=0.4796; sequence_match=0.4000,False,0.5101,False,top-3 avg score 0.5101 < final_threshold 0.6
property,has specified data output,haslocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6553; levenshtein=0.3182; semantic=0.4496; sequence_match=0.4242,False,0.5097,False,top-3 avg score 0.5097 < final_threshold 0.6
property,has website homepage,hastype,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5974; levenshtein=0.3333; semantic=0.5983; sequence_match=0.3200,False,0.5097,False,top-3 avg score 0.5097 < final_threshold 0.6
property,has version,hashomepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5848; levenshtein=0.2727; semantic=0.5622; sequence_match=0.3810,False,0.5093,False,top-3 avg score 0.5093 < final_threshold 0.6
property,has input,supports,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.5691; sequence_match=0.3750,False,0.5092,False,top-3 avg score 0.5092 < final_threshold 0.6
property,has output,supports,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5935; levenshtein=0.2222; semantic=0.5770; sequence_match=0.3529,False,0.5078,False,top-3 avg score 0.5078 < final_threshold 0.6
property,has license,hasinputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2143; semantic=0.4874; sequence_match=0.4167,False,0.5077,False,top-3 avg score 0.5077 < final_threshold 0.6
property,has release date,hasvalidinput,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6319; levenshtein=0.3571; semantic=0.4465; sequence_match=0.4444,False,0.5076,False,top-3 avg score 0.5076 < final_threshold 0.6
property,has documentation,isopensource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5784; levenshtein=0.2500; semantic=0.5872; sequence_match=0.3571,False,0.5076,False,top-3 avg score 0.5076 < final_threshold 0.6
property,has specified data input,ismaintained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6365; levenshtein=0.2857; semantic=0.5225; sequence_match=0.3636,False,0.5075,False,top-3 avg score 0.5075 < final_threshold 0.6
property,uses platform,hasdataexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6120; levenshtein=0.2308; semantic=0.5012; sequence_match=0.4000,False,0.5044,False,top-3 avg score 0.5044 < final_threshold 0.6
property,has license,isfree,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6056; levenshtein=0.3000; semantic=0.5317; sequence_match=0.3750,False,0.5041,False,top-3 avg score 0.5041 < final_threshold 0.6
property,has specified data input,hasversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6302; levenshtein=0.2857; semantic=0.4948; sequence_match=0.3871,False,0.5040,False,top-3 avg score 0.5040 < final_threshold 0.6
property,has specified data output,hasversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6251; levenshtein=0.2727; semantic=0.5099; sequence_match=0.3750,False,0.5033,False,top-3 avg score 0.5033 < final_threshold 0.6
property,implements,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5583; levenshtein=0.3000; semantic=0.6182; sequence_match=0.3333,False,0.5033,False,top-3 avg score 0.5033 < final_threshold 0.6
property,has format specification,hasdataexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6413; levenshtein=0.3182; semantic=0.5245; sequence_match=0.3429,False,0.5029,False,top-3 avg score 0.5029 < final_threshold 0.6
property,implements,ismaintained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5722; levenshtein=0.2500; semantic=0.5723; sequence_match=0.3636,False,0.5027,False,top-3 avg score 0.5027 < final_threshold 0.6
property,is developed by,isfree,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6581; levenshtein=0.3077; semantic=0.4270; sequence_match=0.4211,False,0.5021,False,top-3 avg score 0.5021 < final_threshold 0.6
property,has release date,hashomepage,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6025; levenshtein=0.4286; semantic=0.4705; sequence_match=0.4000,False,0.5005,False,top-3 avg score 0.5005 < final_threshold 0.6
property,uses software,processes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.0833; semantic=0.5475; sequence_match=0.2857,False,0.4999,False,top-3 avg score 0.4999 < final_threshold 0.6
property,has website homepage,hasoutputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5759; levenshtein=0.3333; semantic=0.4955; sequence_match=0.4242,False,0.4986,False,top-3 avg score 0.4986 < final_threshold 0.6
property,has version,runson,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.3000; semantic=0.5193; sequence_match=0.3750,False,0.4981,False,top-3 avg score 0.4981 < final_threshold 0.6
property,has license,hasdataexport,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5692; levenshtein=0.3077; semantic=0.5763; sequence_match=0.3478,False,0.4978,False,top-3 avg score 0.4978 < final_threshold 0.6
property,uses software,hasversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.0833; semantic=0.5471; sequence_match=0.3636,False,0.4943,False,top-3 avg score 0.4943 < final_threshold 0.6
property,implements,processes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5315; levenshtein=0.2000; semantic=0.5281; sequence_match=0.4211,False,0.4936,False,top-3 avg score 0.4936 < final_threshold 0.6
property,has support url,isopensource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.2308; semantic=0.5370; sequence_match=0.4000,False,0.4933,False,top-3 avg score 0.4933 < final_threshold 0.6
property,uses software,isfoss,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6167; levenshtein=0.1667; semantic=0.5287; sequence_match=0.3333,False,0.4929,False,top-3 avg score 0.4929 < final_threshold 0.6
property,is software for,supportsformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6302; levenshtein=0.1429; semantic=0.4773; sequence_match=0.3704,False,0.4926,False,top-3 avg score 0.4926 < final_threshold 0.6
property,has release date,hasmodification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5540; levenshtein=0.2667; semantic=0.5091; sequence_match=0.4138,False,0.4923,False,top-3 avg score 0.4923 < final_threshold 0.6
property,has release date,isavailableat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5842; levenshtein=0.2857; semantic=0.5167; sequence_match=0.3704,False,0.4904,False,top-3 avg score 0.4904 < final_threshold 0.6
property,has version,isopensource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.1667; semantic=0.5524; sequence_match=0.2727,False,0.4899,False,top-3 avg score 0.4899 < final_threshold 0.6
property,has license,releasedate,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5182; levenshtein=0.1818; semantic=0.5632; sequence_match=0.3810,False,0.4874,False,top-3 avg score 0.4874 < final_threshold 0.6
property,has release date,hasinput,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.2857; semantic=0.5029; sequence_match=0.3636,False,0.4873,False,top-3 avg score 0.4873 < final_threshold 0.6
property,has support url,hasvalidinput,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5855; levenshtein=0.2308; semantic=0.4906; sequence_match=0.3846,False,0.4869,False,top-3 avg score 0.4869 < final_threshold 0.6
property,has download location,hasinput,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6294; levenshtein=0.2632; semantic=0.4609; sequence_match=0.3704,False,0.4869,False,top-3 avg score 0.4869 < final_threshold 0.6
property,has license,uses,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5667; levenshtein=0.3000; semantic=0.5926; sequence_match=0.2857,False,0.4864,False,top-3 avg score 0.4864 < final_threshold 0.6
property,has release date,isavailableas,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5842; levenshtein=0.2143; semantic=0.5039; sequence_match=0.3704,False,0.4862,False,top-3 avg score 0.4862 < final_threshold 0.6
property,has download location,hasoutputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5641; levenshtein=0.3158; semantic=0.4794; sequence_match=0.4118,False,0.4851,False,top-3 avg score 0.4851 < final_threshold 0.6
property,has specified data input,hasoutputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5548; levenshtein=0.2381; semantic=0.5108; sequence_match=0.3889,False,0.4848,False,top-3 avg score 0.4848 < final_threshold 0.6
property,uses platform,hasversion,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.1667; semantic=0.5541; sequence_match=0.3636,False,0.4837,False,top-3 avg score 0.4837 < final_threshold 0.6
property,has version,hasoutputformat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.2667; semantic=0.5852; sequence_match=0.3200,False,0.4832,False,top-3 avg score 0.4832 < final_threshold 0.6
property,is software for,hasdataexport,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5299; levenshtein=0.3077; semantic=0.4520; sequence_match=0.4615,False,0.4812,False,top-3 avg score 0.4812 < final_threshold 0.6
property,has website homepage,haslocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.2778; semantic=0.5248; sequence_match=0.3448,False,0.4801,False,top-3 avg score 0.4801 < final_threshold 0.6
property,uses software,runson,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1667; semantic=0.5233; sequence_match=0.3333,False,0.4800,False,top-3 avg score 0.4800 < final_threshold 0.6
property,has version,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.1000; semantic=0.5539; sequence_match=0.3333,False,0.4791,False,top-3 avg score 0.4791 < final_threshold 0.6
property,implements,outputs,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5762; levenshtein=0.2000; semantic=0.5080; sequence_match=0.3529,False,0.4791,False,top-3 avg score 0.4791 < final_threshold 0.6
property,implements,isfree,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.3000; semantic=0.4615; sequence_match=0.3750,False,0.4788,False,top-3 avg score 0.4788 < final_threshold 0.6
property,has website homepage,hasmodification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5233; levenshtein=0.2222; semantic=0.5486; sequence_match=0.3636,False,0.4785,False,top-3 avg score 0.4785 < final_threshold 0.6
property,has license,provides,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5583; levenshtein=0.3000; semantic=0.5722; sequence_match=0.1111,False,0.4769,False,top-3 avg score 0.4769 < final_threshold 0.6
property,implements,isavailableas,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5692; levenshtein=0.2308; semantic=0.5124; sequence_match=0.3478,False,0.4765,False,top-3 avg score 0.4765 < final_threshold 0.6
property,has download location,hasurl,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6257; levenshtein=0.2105; semantic=0.4810; sequence_match=0.3200,False,0.4756,False,top-3 avg score 0.4756 < final_threshold 0.6
property,has website homepage,hasdataexport,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5472; levenshtein=0.2778; semantic=0.5556; sequence_match=0.3226,False,0.4751,False,top-3 avg score 0.4751 < final_threshold 0.6
property,has specified data output,releasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5563; levenshtein=0.2273; semantic=0.5035; sequence_match=0.3636,False,0.4745,False,top-3 avg score 0.4745 < final_threshold 0.6
property,uses platform,runson,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1667; semantic=0.5062; sequence_match=0.3333,False,0.4743,False,top-3 avg score 0.4743 < final_threshold 0.6
property,implements,isavailableat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5692; levenshtein=0.2308; semantic=0.5034; sequence_match=0.3478,False,0.4735,False,top-3 avg score 0.4735 < final_threshold 0.6
property,has support url,hasmodification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5726; levenshtein=0.2667; semantic=0.4894; sequence_match=0.3571,False,0.4731,False,top-3 avg score 0.4731 < final_threshold 0.6
property,has documentation,created,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5423; levenshtein=0.2500; semantic=0.5282; sequence_match=0.3478,False,0.4728,False,top-3 avg score 0.4728 < final_threshold 0.6
property,implements,hasinput,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1000; semantic=0.5331; sequence_match=0.3333,False,0.4722,False,top-3 avg score 0.4722 < final_threshold 0.6
property,uses software,supports,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6389; levenshtein=0.2500; semantic=0.5266; sequence_match=0.2000,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.6
property,is software for,hasinputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5842; levenshtein=0.1429; semantic=0.4603; sequence_match=0.3704,False,0.4716,False,top-3 avg score 0.4716 < final_threshold 0.6
property,has specified data input,releasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5613; levenshtein=0.2381; semantic=0.4777; sequence_match=0.3750,False,0.4714,False,top-3 avg score 0.4714 < final_threshold 0.6
property,has format specification,exportsto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5276; levenshtein=0.2727; semantic=0.4981; sequence_match=0.3871,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.6
property,has download location,isopensource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5599; levenshtein=0.2105; semantic=0.5293; sequence_match=0.3226,False,0.4706,False,top-3 avg score 0.4706 < final_threshold 0.6
property,has release date,hasoutputformat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4968; levenshtein=0.2667; semantic=0.4998; sequence_match=0.4138,False,0.4701,False,top-3 avg score 0.4701 < final_threshold 0.6
property,has documentation,supportsformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5655; levenshtein=0.1250; semantic=0.5089; sequence_match=0.3333,False,0.4692,False,top-3 avg score 0.4692 < final_threshold 0.6
property,has website homepage,uses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.1667; semantic=0.4956; sequence_match=0.2727,False,0.4691,False,top-3 avg score 0.4691 < final_threshold 0.6
property,uses software,hashomepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.3333; semantic=0.5019; sequence_match=0.3478,False,0.4689,False,top-3 avg score 0.4689 < final_threshold 0.6
property,uses platform,exportsto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5241; levenshtein=0.2500; semantic=0.5014; sequence_match=0.3810,False,0.4688,False,top-3 avg score 0.4688 < final_threshold 0.6
property,has website homepage,releasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5989; levenshtein=0.2778; semantic=0.4610; sequence_match=0.3448,False,0.4683,False,top-3 avg score 0.4683 < final_threshold 0.6
property,implements,releasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5182; levenshtein=0.2727; semantic=0.5055; sequence_match=0.3810,False,0.4682,False,top-3 avg score 0.4682 < final_threshold 0.6
property,has format specification,supports,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5631; levenshtein=0.1818; semantic=0.5059; sequence_match=0.3333,False,0.4675,False,top-3 avg score 0.4675 < final_threshold 0.6
property,has download location,hasvalidinput,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6109; levenshtein=0.3158; semantic=0.4157; sequence_match=0.3750,False,0.4672,False,top-3 avg score 0.4672 < final_threshold 0.6
property,is software for,hasoutputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5255; levenshtein=0.3333; semantic=0.4460; sequence_match=0.4286,False,0.4667,False,top-3 avg score 0.4667 < final_threshold 0.6
property,has license,isavailableas,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6316; levenshtein=0.2308; semantic=0.5372; sequence_match=0.1739,False,0.4665,False,top-3 avg score 0.4665 < final_threshold 0.6
property,has release date,hasinputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5048; levenshtein=0.2857; semantic=0.4657; sequence_match=0.4286,False,0.4663,False,top-3 avg score 0.4663 < final_threshold 0.6
property,uses software,hasdataexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.1538; semantic=0.5345; sequence_match=0.3200,False,0.4657,False,top-3 avg score 0.4657 < final_threshold 0.6
property,uses software,isfree,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.2500; semantic=0.4804; sequence_match=0.4444,False,0.4657,False,top-3 avg score 0.4657 < final_threshold 0.6
property,has support url,hashomepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5464; levenshtein=0.2308; semantic=0.5129; sequence_match=0.3333,False,0.4642,False,top-3 avg score 0.4642 < final_threshold 0.6
property,uses platform,haslocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4904; levenshtein=0.2500; semantic=0.4666; sequence_match=0.4348,False,0.4639,False,top-3 avg score 0.4639 < final_threshold 0.6
property,has release date,develops,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.5945; sequence_match=0.2727,False,0.4597,False,top-3 avg score 0.4597 < final_threshold 0.6
property,has release date,developedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5372; levenshtein=0.2857; semantic=0.5206; sequence_match=0.3200,False,0.4593,False,top-3 avg score 0.4593 < final_threshold 0.6
property,has download location,hashomepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5726; levenshtein=0.2632; semantic=0.4704; sequence_match=0.3333,False,0.4588,False,top-3 avg score 0.4588 < final_threshold 0.6
property,has release date,ismaintained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5317; levenshtein=0.1429; semantic=0.5367; sequence_match=0.3077,False,0.4587,False,top-3 avg score 0.4587 < final_threshold 0.6
property,has format specification,hasurl,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6162; levenshtein=0.1818; semantic=0.4741; sequence_match=0.2857,False,0.4587,False,top-3 avg score 0.4587 < final_threshold 0.6
property,has documentation,canread,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6329; levenshtein=0.1875; semantic=0.5554; sequence_match=0.1739,False,0.4586,False,top-3 avg score 0.4586 < final_threshold 0.6
property,has download location,isavailableat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4928; levenshtein=0.3158; semantic=0.5066; sequence_match=0.3750,False,0.4581,False,top-3 avg score 0.4581 < final_threshold 0.6
property,is software for,supports,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.1538; semantic=0.4854; sequence_match=0.2857,False,0.4581,False,top-3 avg score 0.4581 < final_threshold 0.6
property,has interface,releasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.2500; semantic=0.4556; sequence_match=0.3478,False,0.4581,False,top-3 avg score 0.4581 < final_threshold 0.6
property,has output,exportsto,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5556; levenshtein=0.2222; semantic=0.5951; sequence_match=0.2222,False,0.4576,False,top-3 avg score 0.4576 < final_threshold 0.6
property,is developed by,hasversion,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4859; levenshtein=0.1538; semantic=0.5368; sequence_match=0.3478,False,0.4568,False,top-3 avg score 0.4568 < final_threshold 0.6
property,has version,develops,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.2000; semantic=0.5681; sequence_match=0.3333,False,0.4560,False,top-3 avg score 0.4560 < final_threshold 0.6
property,has website homepage,hasurl,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.5623; sequence_match=0.2500,False,0.4559,False,top-3 avg score 0.4559 < final_threshold 0.6
property,has format specification,isfoss,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6162; levenshtein=0.1818; semantic=0.4657; sequence_match=0.2857,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.6
property,has format specification,hasinput,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6187; levenshtein=0.2273; semantic=0.4796; sequence_match=0.2667,False,0.4550,False,top-3 avg score 0.4550 < final_threshold 0.6
property,is developed by,releasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5579; levenshtein=0.2308; semantic=0.4718; sequence_match=0.3333,False,0.4543,False,top-3 avg score 0.4543 < final_threshold 0.6
property,has interface,uses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.5565; sequence_match=0.2500,False,0.4540,False,top-3 avg score 0.4540 < final_threshold 0.6
property,implements,develops,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5750; levenshtein=0.2000; semantic=0.5645; sequence_match=0.2222,False,0.4539,False,top-3 avg score 0.4539 < final_threshold 0.6
property,has specified data output,isopensource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6086; levenshtein=0.2273; semantic=0.4583; sequence_match=0.2941,False,0.4537,False,top-3 avg score 0.4537 < final_threshold 0.6
property,has license,ismaintained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.1667; semantic=0.5825; sequence_match=0.2727,False,0.4536,False,top-3 avg score 0.4536 < final_threshold 0.6
property,is developed by,provides,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5365; levenshtein=0.1538; semantic=0.5384; sequence_match=0.2857,False,0.4535,False,top-3 avg score 0.4535 < final_threshold 0.6
property,implements,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.1000; semantic=0.6272; sequence_match=0.2353,False,0.4526,False,top-3 avg score 0.4526 < final_threshold 0.6
property,uses platform,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5770; levenshtein=0.1667; semantic=0.5699; sequence_match=0.2105,False,0.4525,False,top-3 avg score 0.4525 < final_threshold 0.6
property,uses platform,created,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5595; levenshtein=0.2500; semantic=0.4810; sequence_match=0.3158,False,0.4521,False,top-3 avg score 0.4521 < final_threshold 0.6
property,has documentation,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1875; semantic=0.6062; sequence_match=0.2500,False,0.4521,False,top-3 avg score 0.4521 < final_threshold 0.6
property,has support url,exportsto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5134; levenshtein=0.3077; semantic=0.4791; sequence_match=0.3636,False,0.4521,False,top-3 avg score 0.4521 < final_threshold 0.6
property,has download location,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5288; levenshtein=0.2105; semantic=0.5191; sequence_match=0.3077,False,0.4519,False,top-3 avg score 0.4519 < final_threshold 0.6
property,has output,releasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.0909; semantic=0.5178; sequence_match=0.3000,False,0.4511,False,top-3 avg score 0.4511 < final_threshold 0.6
property,has input,isopensource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.1667; semantic=0.5053; sequence_match=0.3000,False,0.4508,False,top-3 avg score 0.4508 < final_threshold 0.6
property,is software for,ismaintained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5338; levenshtein=0.2308; semantic=0.4159; sequence_match=0.4000,False,0.4499,False,top-3 avg score 0.4499 < final_threshold 0.6
property,has output,supportsformat,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5873; levenshtein=0.2143; semantic=0.5480; sequence_match=0.1739,False,0.4499,False,top-3 avg score 0.4499 < final_threshold 0.6
property,has format specification,hasvalidinput,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5763; levenshtein=0.2727; semantic=0.4872; sequence_match=0.2857,False,0.4497,False,top-3 avg score 0.4497 < final_threshold 0.6
property,has specified data input,hasurl,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5047; sequence_match=0.2963,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.6
property,has specified data input,hashomepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5613; levenshtein=0.2381; semantic=0.4744; sequence_match=0.3125,False,0.4494,False,top-3 avg score 0.4494 < final_threshold 0.6
property,has website homepage,workswith,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1667; semantic=0.4995; sequence_match=0.3704,False,0.4492,False,top-3 avg score 0.4492 < final_threshold 0.6
property,has documentation,exportsto,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5560; levenshtein=0.2500; semantic=0.5416; sequence_match=0.1600,False,0.4492,False,top-3 avg score 0.4492 < final_threshold 0.6
property,implements,exportsto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5315; levenshtein=0.2000; semantic=0.4992; sequence_match=0.3158,False,0.4488,False,top-3 avg score 0.4488 < final_threshold 0.6
property,has license,isavailableat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5615; levenshtein=0.2308; semantic=0.5234; sequence_match=0.2609,False,0.4486,False,top-3 avg score 0.4486 < final_threshold 0.6
property,has documentation,collaborateswith,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.0625; semantic=0.4894; sequence_match=0.3125,False,0.4479,False,top-3 avg score 0.4479 < final_threshold 0.6
property,is developed by,isfoss,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5769; levenshtein=0.2308; semantic=0.4506; sequence_match=0.3158,False,0.4478,False,top-3 avg score 0.4478 < final_threshold 0.6
property,has license,runson,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5111; levenshtein=0.1000; semantic=0.5754; sequence_match=0.2500,False,0.4455,False,top-3 avg score 0.4455 < final_threshold 0.6
property,uses software,supportsformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5794; levenshtein=0.2143; semantic=0.4489; sequence_match=0.3077,False,0.4453,False,top-3 avg score 0.4453 < final_threshold 0.6
property,uses platform,isopensource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.1667; semantic=0.5579; sequence_match=0.1667,False,0.4452,False,top-3 avg score 0.4452 < final_threshold 0.6
property,is software for,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5531; levenshtein=0.2308; semantic=0.4825; sequence_match=0.3000,False,0.4452,False,top-3 avg score 0.4452 < final_threshold 0.6
property,has specified data output,ismaintained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5518; levenshtein=0.1818; semantic=0.4869; sequence_match=0.2941,False,0.4443,False,top-3 avg score 0.4443 < final_threshold 0.6
property,has download location,hasinputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5276; levenshtein=0.3158; semantic=0.4406; sequence_match=0.3636,False,0.4439,False,top-3 avg score 0.4439 < final_threshold 0.6
