role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,hasduty,hasduty,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasconstraint,hasconstraint,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasoperator,hasoperator,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,partof,ispartof,jaro_winkler+sequence_match+semantic,jaro_winkler=0.9167; levenshtein=0.7500; semantic=0.8314; sequence_match=0.8571,False,0.8684,True,selected
property,consequence,supportsinheritance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6328; levenshtein=0.3158; semantic=0.4143; sequence_match=0.4000,False,0.4823,False,top-3 avg score 0.4823 < final_threshold 0.6
property,relation,appliesto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5935; levenshtein=0.1111; semantic=0.5005; sequence_match=0.3529,False,0.4823,False,top-3 avg score 0.4823 < final_threshold 0.6
property,function,hassubconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5972; levenshtein=0.2500; semantic=0.5138; sequence_match=0.3333,False,0.4815,False,top-3 avg score 0.4815 < final_threshold 0.6
property,hasaction,playsrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1111; semantic=0.5552; sequence_match=0.3333,False,0.4814,False,top-3 avg score 0.4814 < final_threshold 0.6
property,function,hasconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6261; levenshtein=0.2308; semantic=0.5322; sequence_match=0.2857,False,0.4813,False,top-3 avg score 0.4813 < final_threshold 0.6
property,relation,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5492; levenshtein=0.2727; semantic=0.5766; sequence_match=0.3158,False,0.4806,False,top-3 avg score 0.4806 < final_threshold 0.6
property,hasoperator,playsrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.0909; semantic=0.4692; sequence_match=0.4000,False,0.4800,False,top-3 avg score 0.4800 < final_threshold 0.6
property,hasprohibition,appliesto,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5873; levenshtein=0.3571; semantic=0.4928; sequence_match=0.2609,False,0.4791,False,top-3 avg score 0.4791 < final_threshold 0.6
property,partof,hasright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4802; sequence_match=0.4286,False,0.4789,False,top-3 avg score 0.4789 < final_threshold 0.6
property,operand,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.3077; semantic=0.5766; sequence_match=0.4000,False,0.4788,False,top-3 avg score 0.4788 < final_threshold 0.6
property,haspermission,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.3077; semantic=0.4520; sequence_match=0.3810,False,0.4787,False,top-3 avg score 0.4787 < final_threshold 0.6
property,failure,appliesto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.1111; semantic=0.4723; sequence_match=0.3750,False,0.4786,False,top-3 avg score 0.4786 < final_threshold 0.6
property,hasprohibition,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6151; levenshtein=0.2857; semantic=0.4557; sequence_match=0.3636,False,0.4782,False,top-3 avg score 0.4782 < final_threshold 0.6
property,andsequence,isexclusive,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5758; levenshtein=0.1818; semantic=0.4942; sequence_match=0.3636,False,0.4779,False,top-3 avg score 0.4779 < final_threshold 0.6
property,target,playsrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.2222; semantic=0.5144; sequence_match=0.4000,False,0.4776,False,top-3 avg score 0.4776 < final_threshold 0.6
property,inheritsfrom,directlylinkedto,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.1250; semantic=0.5617; sequence_match=0.3571,False,0.4776,False,top-3 avg score 0.4776 < final_threshold 0.6
property,targetpolicy,hasparty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.2500; semantic=0.4170; sequence_match=0.4000,False,0.4770,False,top-3 avg score 0.4770 < final_threshold 0.6
property,relation,playsrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5071; sequence_match=0.3529,False,0.4765,False,top-3 avg score 0.4765 < final_threshold 0.6
property,consequence,isexclusive,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5697; levenshtein=0.1818; semantic=0.4953; sequence_match=0.3636,False,0.4762,False,top-3 avg score 0.4762 < final_threshold 0.6
property,assignee,hasoperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5492; levenshtein=0.1818; semantic=0.5627; sequence_match=0.3158,False,0.4759,False,top-3 avg score 0.4759 < final_threshold 0.6
property,operand,expressedvia,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5516; levenshtein=0.2500; semantic=0.5595; sequence_match=0.3158,False,0.4756,False,top-3 avg score 0.4756 < final_threshold 0.6
property,andsequence,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1818; semantic=0.5214; sequence_match=0.3333,False,0.4739,False,top-3 avg score 0.4739 < final_threshold 0.6
property,hasprohibition,supportsinheritance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5944; levenshtein=0.2632; semantic=0.5241; sequence_match=0.3030,False,0.4738,False,top-3 avg score 0.4738 < final_threshold 0.6
property,obligation,hasright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.2000; semantic=0.5357; sequence_match=0.3333,False,0.4730,False,top-3 avg score 0.4730 < final_threshold 0.6
property,targetpolicy,appliesto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6442; levenshtein=0.1667; semantic=0.3937; sequence_match=0.3810,False,0.4729,False,top-3 avg score 0.4729 < final_threshold 0.6
property,targetpolicy,playsrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5907; levenshtein=0.1667; semantic=0.4466; sequence_match=0.3810,False,0.4728,False,top-3 avg score 0.4728 < final_threshold 0.6
property,function,isactivateduponfailure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6187; levenshtein=0.2273; semantic=0.4659; sequence_match=0.3333,False,0.4727,False,top-3 avg score 0.4727 < final_threshold 0.6
property,hasconstraint,nests,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5359; levenshtein=0.1538; semantic=0.5463; sequence_match=0.3333,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.6
property,relation,hasoperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.2727; semantic=0.5395; sequence_match=0.4211,False,0.4717,False,top-3 avg score 0.4717 < final_threshold 0.6
property,function,isconsequenceof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2000; semantic=0.4808; sequence_match=0.3478,False,0.4716,False,top-3 avg score 0.4716 < final_threshold 0.6
property,partof,hasoperator,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5101; levenshtein=0.3636; semantic=0.4330; sequence_match=0.4706,False,0.4712,False,top-3 avg score 0.4712 < final_threshold 0.6
property,remedy,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.5653; sequence_match=0.3077,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.6
property,targetpolicy,isactivateduponfailure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6086; levenshtein=0.2273; semantic=0.4511; sequence_match=0.3529,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.6
property,haspermission,violationof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1538; semantic=0.5199; sequence_match=0.3333,False,0.4701,False,top-3 avg score 0.4701 < final_threshold 0.6
property,hasprohibition,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5767; levenshtein=0.2857; semantic=0.4847; sequence_match=0.3478,False,0.4697,False,top-3 avg score 0.4697 < final_threshold 0.6
property,assignee,playsrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.4836; sequence_match=0.3529,False,0.4687,False,top-3 avg score 0.4687 < final_threshold 0.6
property,assigner,hasparty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.4471; sequence_match=0.3750,False,0.4685,False,top-3 avg score 0.4685 < final_threshold 0.6
property,inheritsfrom,isconsequenceof,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.2667; semantic=0.5852; sequence_match=0.2963,False,0.4679,False,top-3 avg score 0.4679 < final_threshold 0.6
property,obligation,isactivateduponfailure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6242; levenshtein=0.2273; semantic=0.4668; sequence_match=0.3125,False,0.4678,False,top-3 avg score 0.4678 < final_threshold 0.6
property,inheritrelation,hasright,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.2000; semantic=0.5457; sequence_match=0.3478,False,0.4664,False,top-3 avg score 0.4664 < final_threshold 0.6
property,assignee,nests,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1250; semantic=0.5409; sequence_match=0.3077,False,0.4662,False,top-3 avg score 0.4662 < final_threshold 0.6
property,assigner,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.1818; semantic=0.5382; sequence_match=0.4211,False,0.4658,False,top-3 avg score 0.4658 < final_threshold 0.6
property,relation,nests,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.2500; semantic=0.5389; sequence_match=0.3077,False,0.4655,False,top-3 avg score 0.4655 < final_threshold 0.6
property,handlepolicyconflicts,hasduty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.1905; semantic=0.5227; sequence_match=0.2857,False,0.4653,False,top-3 avg score 0.4653 < final_threshold 0.6
property,assigner,playsrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.2222; semantic=0.4758; sequence_match=0.3529,False,0.4645,False,top-3 avg score 0.4645 < final_threshold 0.6
property,hasaction,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1111; semantic=0.5022; sequence_match=0.3333,False,0.4637,False,top-3 avg score 0.4637 < final_threshold 0.6
property,inheritrelation,nests,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.2000; semantic=0.4904; sequence_match=0.3000,False,0.4635,False,top-3 avg score 0.4635 < final_threshold 0.6
property,target,hasduty,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5397; levenshtein=0.2857; semantic=0.5640; sequence_match=0.1538,False,0.4631,False,top-3 avg score 0.4631 < final_threshold 0.6
property,or,hasoperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5303; levenshtein=0.1818; semantic=0.5511; sequence_match=0.3077,False,0.4630,False,top-3 avg score 0.4630 < final_threshold 0.6
property,relation,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5365; levenshtein=0.1538; semantic=0.5654; sequence_match=0.2857,False,0.4626,False,top-3 avg score 0.4626 < final_threshold 0.6
property,partof,hastype,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5397; levenshtein=0.2857; semantic=0.5621; sequence_match=0.1538,False,0.4625,False,top-3 avg score 0.4625 < final_threshold 0.6
property,failure,playsrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4225; sequence_match=0.3750,False,0.4620,False,top-3 avg score 0.4620 < final_threshold 0.6
property,assignee,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.6074; sequence_match=0.2667,False,0.4620,False,top-3 avg score 0.4620 < final_threshold 0.6
property,operand,haspart,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5079; levenshtein=0.1429; semantic=0.5919; sequence_match=0.2857,False,0.4619,False,top-3 avg score 0.4619 < final_threshold 0.6
property,obligation,hasoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5045; levenshtein=0.1818; semantic=0.4996; sequence_match=0.3810,False,0.4617,False,top-3 avg score 0.4617 < final_threshold 0.6
property,targetpolicy,ispartof,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6139; levenshtein=0.1667; semantic=0.3707; sequence_match=0.4000,False,0.4615,False,top-3 avg score 0.4615 < final_threshold 0.6
property,hasaction,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.3333; semantic=0.4668; sequence_match=0.3529,False,0.4615,False,top-3 avg score 0.4615 < final_threshold 0.6
property,scope,playsrole,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4370; levenshtein=0.3333; semantic=0.5187; sequence_match=0.4286,False,0.4614,False,top-3 avg score 0.4614 < final_threshold 0.6
property,inheritsfrom,appliesto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5907; levenshtein=0.2500; semantic=0.4118; sequence_match=0.3810,False,0.4612,False,top-3 avg score 0.4612 < final_threshold 0.6
property,target,hasoperator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5934; levenshtein=0.2727; semantic=0.5162; sequence_match=0.2353,False,0.4608,False,top-3 avg score 0.4608 < final_threshold 0.6
property,consequence,hassubconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5290; levenshtein=0.2500; semantic=0.4815; sequence_match=0.3704,False,0.4603,False,top-3 avg score 0.4603 < final_threshold 0.6
property,hasaction,isconsequenceof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5630; levenshtein=0.1333; semantic=0.4838; sequence_match=0.3333,False,0.4600,False,top-3 avg score 0.4600 < final_threshold 0.6
property,hasconstraint,isactivateduponfailure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5523; levenshtein=0.1818; semantic=0.4811; sequence_match=0.3429,False,0.4588,False,top-3 avg score 0.4588 < final_threshold 0.6
property,scope,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1250; semantic=0.5186; sequence_match=0.3077,False,0.4588,False,top-3 avg score 0.4588 < final_threshold 0.6
property,function,nests,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1250; semantic=0.5182; sequence_match=0.3077,False,0.4586,False,top-3 avg score 0.4586 < final_threshold 0.6
property,assigner,nests,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1250; semantic=0.5179; sequence_match=0.3077,False,0.4585,False,top-3 avg score 0.4585 < final_threshold 0.6
property,inheritrelation,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5293; levenshtein=0.2667; semantic=0.5377; sequence_match=0.3077,False,0.4582,False,top-3 avg score 0.4582 < final_threshold 0.6
property,remedy,directlylinkedto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2500; semantic=0.4544; sequence_match=0.3636,False,0.4579,False,top-3 avg score 0.4579 < final_threshold 0.6
property,hasaction,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5354; levenshtein=0.1818; semantic=0.5366; sequence_match=0.3000,False,0.4573,False,top-3 avg score 0.4573 < final_threshold 0.6
property,hasprohibition,playsrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.1429; semantic=0.4500; sequence_match=0.3478,False,0.4562,False,top-3 avg score 0.4562 < final_threshold 0.6
property,operand,specifies,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.2222; semantic=0.6158; sequence_match=0.2500,False,0.4562,False,top-3 avg score 0.4562 < final_threshold 0.6
property,assigner,isconsequenceof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2667; semantic=0.4340; sequence_match=0.3478,False,0.4560,False,top-3 avg score 0.4560 < final_threshold 0.6
property,relation,remedies,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5833; levenshtein=0.3750; semantic=0.4082; sequence_match=0.3750,False,0.4555,False,top-3 avg score 0.4555 < final_threshold 0.6
property,hasoperator,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.1818; semantic=0.5299; sequence_match=0.3000,False,0.4551,False,top-3 avg score 0.4551 < final_threshold 0.6
property,handlepolicyconflicts,hassubconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5437; levenshtein=0.2381; semantic=0.4414; sequence_match=0.3784,False,0.4545,False,top-3 avg score 0.4545 < final_threshold 0.6
property,operand,supportsinheritance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5107; levenshtein=0.2632; semantic=0.4644; sequence_match=0.3846,False,0.4532,False,top-3 avg score 0.4532 < final_threshold 0.6
property,operand,hassubconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4276; levenshtein=0.2500; semantic=0.5835; sequence_match=0.3478,False,0.4530,False,top-3 avg score 0.4530 < final_threshold 0.6
property,hasduty,appliesto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.4810; sequence_match=0.3750,False,0.4529,False,top-3 avg score 0.4529 < final_threshold 0.6
property,assignee,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5537; sequence_match=0.2353,False,0.4528,False,top-3 avg score 0.4528 < final_threshold 0.6
property,failure,hastype,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5238; levenshtein=0.2857; semantic=0.5476; sequence_match=0.2857,False,0.4524,False,top-3 avg score 0.4524 < final_threshold 0.6
property,scope,hasparty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1250; semantic=0.4992; sequence_match=0.3077,False,0.4523,False,top-3 avg score 0.4523 < final_threshold 0.6
property,inheritrelation,haspart,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.5547; sequence_match=0.2727,False,0.4523,False,top-3 avg score 0.4523 < final_threshold 0.6
property,target,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.2308; semantic=0.5450; sequence_match=0.3158,False,0.4522,False,top-3 avg score 0.4522 < final_threshold 0.6
property,scope,appliesto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5407; levenshtein=0.1111; semantic=0.5278; sequence_match=0.2857,False,0.4514,False,top-3 avg score 0.4514 < final_threshold 0.6
property,haspermission,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4738; levenshtein=0.3077; semantic=0.5464; sequence_match=0.3333,False,0.4512,False,top-3 avg score 0.4512 < final_threshold 0.6
property,function,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5733; sequence_match=0.2667,False,0.4506,False,top-3 avg score 0.4506 < final_threshold 0.6
property,haspermission,isactivateduponfailure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5763; levenshtein=0.1364; semantic=0.4892; sequence_match=0.2857,False,0.4504,False,top-3 avg score 0.4504 < final_threshold 0.6
property,inheritrelation,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5250; levenshtein=0.2667; semantic=0.4773; sequence_match=0.3478,False,0.4500,False,top-3 avg score 0.4500 < final_threshold 0.6
property,assigner,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5437; sequence_match=0.2353,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.6
property,operand,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5690; sequence_match=0.2667,False,0.4492,False,top-3 avg score 0.4492 < final_threshold 0.6
property,haspermission,supportsinheritance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6109; levenshtein=0.2632; semantic=0.4239; sequence_match=0.3125,False,0.4491,False,top-3 avg score 0.4491 < final_threshold 0.6
property,hasoperator,isactivateduponfailure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5720; levenshtein=0.1818; semantic=0.4717; sequence_match=0.3030,False,0.4489,False,top-3 avg score 0.4489 < final_threshold 0.6
property,or,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5256; levenshtein=0.1538; semantic=0.5534; sequence_match=0.2667,False,0.4486,False,top-3 avg score 0.4486 < final_threshold 0.6
property,hasconstraint,directlylinkedto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5011; levenshtein=0.1250; semantic=0.4998; sequence_match=0.3448,False,0.4486,False,top-3 avg score 0.4486 < final_threshold 0.6
property,relation,haspart,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5669; sequence_match=0.2667,False,0.4485,False,top-3 avg score 0.4485 < final_threshold 0.6
property,inheritsfrom,supports,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1667; semantic=0.5034; sequence_match=0.3000,False,0.4484,False,top-3 avg score 0.4484 < final_threshold 0.6
property,haspermission,expressedvia,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.1538; semantic=0.4022; sequence_match=0.4000,False,0.4483,False,top-3 avg score 0.4483 < final_threshold 0.6
property,onlyone,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.1429; semantic=0.5353; sequence_match=0.2857,False,0.4483,False,top-3 avg score 0.4483 < final_threshold 0.6
property,hasoperator,violationof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4924; levenshtein=0.0909; semantic=0.4883; sequence_match=0.3636,False,0.4481,False,top-3 avg score 0.4481 < final_threshold 0.6
property,or,supportsinheritance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7018; levenshtein=0.1053; semantic=0.4510; sequence_match=0.1905,False,0.4477,False,top-3 avg score 0.4477 < final_threshold 0.6
property,assigner,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5638; sequence_match=0.2667,False,0.4474,False,top-3 avg score 0.4474 < final_threshold 0.6
property,failure,haspart,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5238; levenshtein=0.2857; semantic=0.5255; sequence_match=0.2857,False,0.4450,False,top-3 avg score 0.4450 < final_threshold 0.6
property,hasaction,nests,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5407; levenshtein=0.2222; semantic=0.5070; sequence_match=0.2857,False,0.4445,False,top-3 avg score 0.4445 < final_threshold 0.6
property,failure,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.4553; sequence_match=0.3750,False,0.4443,False,top-3 avg score 0.4443 < final_threshold 0.6
property,obligation,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5760; sequence_match=0.2609,False,0.4439,False,top-3 avg score 0.4439 < final_threshold 0.6
property,inheritsfrom,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5516; levenshtein=0.1667; semantic=0.5683; sequence_match=0.2105,False,0.4435,False,top-3 avg score 0.4435 < final_threshold 0.6
property,hasconstraint,specifies,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.1538; semantic=0.5535; sequence_match=0.2727,False,0.4423,False,top-3 avg score 0.4423 < final_threshold 0.6
property,relation,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5478; sequence_match=0.2667,False,0.4421,False,top-3 avg score 0.4421 < final_threshold 0.6
property,failure,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5475; sequence_match=0.2667,False,0.4420,False,top-3 avg score 0.4420 < final_threshold 0.6
property,or,hasright,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5417; levenshtein=0.1250; semantic=0.5840; sequence_match=0.2000,False,0.4419,False,top-3 avg score 0.4419 < final_threshold 0.6
property,hasprohibition,isactivateduponfailure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5729; levenshtein=0.1364; semantic=0.4746; sequence_match=0.2778,False,0.4417,False,top-3 avg score 0.4417 < final_threshold 0.6
property,handlepolicyconflicts,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5841; levenshtein=0.1429; semantic=0.5264; sequence_match=0.2143,False,0.4416,False,top-3 avg score 0.4416 < final_threshold 0.6
property,obligation,hassubconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.1875; semantic=0.5466; sequence_match=0.2308,False,0.4415,False,top-3 avg score 0.4415 < final_threshold 0.6
property,inheritsfrom,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5241; levenshtein=0.2500; semantic=0.5119; sequence_match=0.2857,False,0.4406,False,top-3 avg score 0.4406 < final_threshold 0.6
property,assigner,appliesto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5163; sequence_match=0.2353,False,0.4403,False,top-3 avg score 0.4403 < final_threshold 0.6
property,assignee,haspart,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5416; sequence_match=0.2667,False,0.4400,False,top-3 avg score 0.4400 < final_threshold 0.6
property,hasduty,violationof,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.6075; sequence_match=0.2222,False,0.4396,False,top-3 avg score 0.4396 < final_threshold 0.6
property,inheritrelation,hassubconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6097; levenshtein=0.0625; semantic=0.5156; sequence_match=0.1935,False,0.4396,False,top-3 avg score 0.4396 < final_threshold 0.6
property,inheritsfrom,hasparty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.4903; sequence_match=0.3000,False,0.4394,False,top-3 avg score 0.4394 < final_threshold 0.6
property,relation,hassubconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.5670; sequence_match=0.2500,False,0.4390,False,top-3 avg score 0.4390 < final_threshold 0.6
property,targetpolicy,haspart,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.1667; semantic=0.4482; sequence_match=0.3158,False,0.4385,False,top-3 avg score 0.4385 < final_threshold 0.6
property,obligation,directlylinkedto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.1250; semantic=0.4597; sequence_match=0.3077,False,0.4382,False,top-3 avg score 0.4382 < final_threshold 0.6
property,andsequence,hasduty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5617; levenshtein=0.1818; semantic=0.4172; sequence_match=0.3333,False,0.4374,False,top-3 avg score 0.4374 < final_threshold 0.6
property,target,appliesto,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6111; levenshtein=0.2222; semantic=0.4789; sequence_match=0.1333,False,0.4374,False,top-3 avg score 0.4374 < final_threshold 0.6
property,failure,hasduty,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5238; levenshtein=0.2857; semantic=0.5021; sequence_match=0.2857,False,0.4372,False,top-3 avg score 0.4372 < final_threshold 0.6
property,hasconstraint,violationof,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.1538; semantic=0.5809; sequence_match=0.2500,False,0.4369,False,top-3 avg score 0.4369 < final_threshold 0.6
property,partof,hasduty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.4623; sequence_match=0.3077,False,0.4366,False,top-3 avg score 0.4366 < final_threshold 0.6
