role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,haspermission,haspermission,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasduty,hasduty,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasconstraint,hasconstraint,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasoperator,hasoperator,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,inheritsfrom,inheritsfrom,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,partof,ispartof,jaro_winkler+sequence_match+semantic,jaro_winkler=0.9167; levenshtein=0.7500; semantic=0.8314; sequence_match=0.8571,False,0.8684,True,selected
property,relation,violates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5144; sequence_match=0.3750,False,0.4909,False,top-3 avg score 0.4909 < final_threshold 0.6
property,target,grantsaccess,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6167; levenshtein=0.2500; semantic=0.5210; sequence_match=0.3333,False,0.4903,False,top-3 avg score 0.4903 < final_threshold 0.6
property,relation,usesoperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.5426; sequence_match=0.4000,False,0.4901,False,top-3 avg score 0.4901 < final_threshold 0.6
property,onlyone,violates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.1250; semantic=0.4659; sequence_match=0.4000,False,0.4890,False,top-3 avg score 0.4890 < final_threshold 0.6
property,scope,issupportedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6192; levenshtein=0.2308; semantic=0.5107; sequence_match=0.3333,False,0.4877,False,top-3 avg score 0.4877 < final_threshold 0.6
property,hasconstraint,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5571; levenshtein=0.1538; semantic=0.5713; sequence_match=0.3333,False,0.4872,False,top-3 avg score 0.4872 < final_threshold 0.6
property,onlyone,hasrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.2857; semantic=0.5090; sequence_match=0.4286,False,0.4871,False,top-3 avg score 0.4871 < final_threshold 0.6
property,haspermission,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5531; levenshtein=0.2308; semantic=0.6055; sequence_match=0.3000,False,0.4862,False,top-3 avg score 0.4862 < final_threshold 0.6
property,hasduty,haspermission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5531; levenshtein=0.2308; semantic=0.6055; sequence_match=0.3000,False,0.4862,False,top-3 avg score 0.4862 < final_threshold 0.6
property,assignee,isconsequenceof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6611; levenshtein=0.2667; semantic=0.4492; sequence_match=0.3478,False,0.4861,False,top-3 avg score 0.4861 < final_threshold 0.6
property,consequence,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.3077; semantic=0.5613; sequence_match=0.4167,False,0.4859,False,top-3 avg score 0.4859 < final_threshold 0.6
property,onlyone,isoftype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.4539; sequence_match=0.4000,False,0.4850,False,top-3 avg score 0.4850 < final_threshold 0.6
property,obligation,appliesto,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6148; levenshtein=0.3000; semantic=0.4177; sequence_match=0.4211,False,0.4845,False,top-3 avg score 0.4845 < final_threshold 0.6
property,obligation,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.1000; semantic=0.7193; sequence_match=0.2353,False,0.4833,False,top-3 avg score 0.4833 < final_threshold 0.6
property,haspermission,expresses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6538; levenshtein=0.3077; semantic=0.4310; sequence_match=0.3636,False,0.4828,False,top-3 avg score 0.4828 < final_threshold 0.6
property,partof,inheritsfrom,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5311; sequence_match=0.3333,False,0.4826,False,top-3 avg score 0.4826 < final_threshold 0.6
property,relation,appliesto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5935; levenshtein=0.1111; semantic=0.5005; sequence_match=0.3529,False,0.4823,False,top-3 avg score 0.4823 < final_threshold 0.6
property,scope,grantsaccess,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.1667; semantic=0.5709; sequence_match=0.3529,False,0.4820,False,top-3 avg score 0.4820 < final_threshold 0.6
property,inheritsfrom,isdirectlylinkedto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5622; levenshtein=0.1667; semantic=0.5505; sequence_match=0.3333,False,0.4820,False,top-3 avg score 0.4820 < final_threshold 0.6
property,function,hasconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6261; levenshtein=0.2308; semantic=0.5322; sequence_match=0.2857,False,0.4813,False,top-3 avg score 0.4813 < final_threshold 0.6
property,operand,contains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.2500; semantic=0.5532; sequence_match=0.4000,False,0.4811,False,top-3 avg score 0.4811 < final_threshold 0.6
property,remedy,isexpressedby,sequence_match+jaro_winkler+semantic,jaro_winkler=0.4658; levenshtein=0.3846; semantic=0.4498; sequence_match=0.5263,False,0.4807,False,top-3 avg score 0.4807 < final_threshold 0.6
property,relation,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5492; levenshtein=0.2727; semantic=0.5766; sequence_match=0.3158,False,0.4806,False,top-3 avg score 0.4806 < final_threshold 0.6
property,assigner,inheritsfrom,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.1667; semantic=0.4942; sequence_match=0.4000,False,0.4805,False,top-3 avg score 0.4805 < final_threshold 0.6
property,hasconstraint,grantsaccess,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5644; levenshtein=0.0769; semantic=0.5544; sequence_match=0.3200,False,0.4796,False,top-3 avg score 0.4796 < final_threshold 0.6
property,hasaction,contains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.1111; semantic=0.5198; sequence_match=0.3529,False,0.4792,False,top-3 avg score 0.4792 < final_threshold 0.6
property,hasprohibition,appliesto,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5873; levenshtein=0.3571; semantic=0.4928; sequence_match=0.2609,False,0.4791,False,top-3 avg score 0.4791 < final_threshold 0.6
property,partof,hasright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4802; sequence_match=0.4286,False,0.4789,False,top-3 avg score 0.4789 < final_threshold 0.6
property,operand,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.3077; semantic=0.5766; sequence_match=0.4000,False,0.4788,False,top-3 avg score 0.4788 < final_threshold 0.6
property,haspermission,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.3077; semantic=0.4520; sequence_match=0.3810,False,0.4787,False,top-3 avg score 0.4787 < final_threshold 0.6
property,failure,appliesto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.1111; semantic=0.4723; sequence_match=0.3750,False,0.4786,False,top-3 avg score 0.4786 < final_threshold 0.6
property,hasprohibition,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6151; levenshtein=0.2857; semantic=0.4557; sequence_match=0.3636,False,0.4782,False,top-3 avg score 0.4782 < final_threshold 0.6
property,andsequence,isexclusive,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5758; levenshtein=0.1818; semantic=0.4942; sequence_match=0.3636,False,0.4779,False,top-3 avg score 0.4779 < final_threshold 0.6
property,haspermission,usesoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.2308; semantic=0.4867; sequence_match=0.4000,False,0.4765,False,top-3 avg score 0.4765 < final_threshold 0.6
property,consequence,isexclusive,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5697; levenshtein=0.1818; semantic=0.4953; sequence_match=0.3636,False,0.4762,False,top-3 avg score 0.4762 < final_threshold 0.6
property,assignee,hasoperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5492; levenshtein=0.1818; semantic=0.5627; sequence_match=0.3158,False,0.4759,False,top-3 avg score 0.4759 < final_threshold 0.6
property,andsequence,grantsaccess,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.2500; semantic=0.4350; sequence_match=0.4348,False,0.4756,False,top-3 avg score 0.4756 < final_threshold 0.6
property,obligation,haspermissionduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5314; levenshtein=0.1765; semantic=0.5974; sequence_match=0.2963,False,0.4750,False,top-3 avg score 0.4750 < final_threshold 0.6
property,scope,haspermissionduty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5922; levenshtein=0.1176; semantic=0.5547; sequence_match=0.2727,False,0.4732,False,top-3 avg score 0.4732 < final_threshold 0.6
property,hasduty,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.6410; sequence_match=0.2667,False,0.4732,False,top-3 avg score 0.4732 < final_threshold 0.6
property,obligation,hasright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.2000; semantic=0.5357; sequence_match=0.3333,False,0.4730,False,top-3 avg score 0.4730 < final_threshold 0.6
property,targetpolicy,appliesto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6442; levenshtein=0.1667; semantic=0.3937; sequence_match=0.3810,False,0.4729,False,top-3 avg score 0.4729 < final_threshold 0.6
property,inheritsfrom,isexpressedby,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5470; levenshtein=0.2308; semantic=0.5492; sequence_match=0.3200,False,0.4721,False,top-3 avg score 0.4721 < final_threshold 0.6
property,relation,hasoperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.2727; semantic=0.5395; sequence_match=0.4211,False,0.4717,False,top-3 avg score 0.4717 < final_threshold 0.6
property,function,isconsequenceof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2000; semantic=0.4808; sequence_match=0.3478,False,0.4716,False,top-3 avg score 0.4716 < final_threshold 0.6
property,partof,hasoperator,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5101; levenshtein=0.3636; semantic=0.4330; sequence_match=0.4706,False,0.4712,False,top-3 avg score 0.4712 < final_threshold 0.6
property,remedy,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.5653; sequence_match=0.3077,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.6
property,scope,contains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.1250; semantic=0.5549; sequence_match=0.3077,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.6
property,failure,violates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6071; levenshtein=0.2500; semantic=0.5385; sequence_match=0.2667,False,0.4708,False,top-3 avg score 0.4708 < final_threshold 0.6
property,hasduty,fails,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5619; levenshtein=0.1429; semantic=0.5154; sequence_match=0.3333,False,0.4702,False,top-3 avg score 0.4702 < final_threshold 0.6
property,and,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7193; levenshtein=0.1579; semantic=0.4186; sequence_match=0.2727,False,0.4702,False,top-3 avg score 0.4702 < final_threshold 0.6
property,hasprohibition,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5767; levenshtein=0.2857; semantic=0.4847; sequence_match=0.3478,False,0.4697,False,top-3 avg score 0.4697 < final_threshold 0.6
property,inheritsfrom,isconsequenceof,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.2667; semantic=0.5852; sequence_match=0.2963,False,0.4679,False,top-3 avg score 0.4679 < final_threshold 0.6
property,inheritsfrom,usesoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.0833; semantic=0.5148; sequence_match=0.3333,False,0.4679,False,top-3 avg score 0.4679 < final_threshold 0.6
property,obligation,usesoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.1667; semantic=0.4607; sequence_match=0.3636,False,0.4674,False,top-3 avg score 0.4674 < final_threshold 0.6
property,inheritrelation,hasright,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.2000; semantic=0.5457; sequence_match=0.3478,False,0.4664,False,top-3 avg score 0.4664 < final_threshold 0.6
property,inheritrelation,usesoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5405; levenshtein=0.3333; semantic=0.4879; sequence_match=0.3704,False,0.4662,False,top-3 avg score 0.4662 < final_threshold 0.6
property,remedy,expresses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.2222; semantic=0.4982; sequence_match=0.4000,False,0.4661,False,top-3 avg score 0.4661 < final_threshold 0.6
property,assigner,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.1818; semantic=0.5382; sequence_match=0.4211,False,0.4658,False,top-3 avg score 0.4658 < final_threshold 0.6
property,function,fails,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.2500; semantic=0.5393; sequence_match=0.3077,False,0.4657,False,top-3 avg score 0.4657 < final_threshold 0.6
property,handlepolicyconflicts,hasduty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.1905; semantic=0.5227; sequence_match=0.2857,False,0.4653,False,top-3 avg score 0.4653 < final_threshold 0.6
property,onlyone,contains,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6012; levenshtein=0.3750; semantic=0.3945; sequence_match=0.4000,False,0.4652,False,top-3 avg score 0.4652 < final_threshold 0.6
property,hasaction,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1111; semantic=0.5022; sequence_match=0.3333,False,0.4637,False,top-3 avg score 0.4637 < final_threshold 0.6
property,operand,isexpressedby,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5430; levenshtein=0.2308; semantic=0.5475; sequence_match=0.3000,False,0.4635,False,top-3 avg score 0.4635 < final_threshold 0.6
property,hasduty,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.0909; semantic=0.4894; sequence_match=0.3333,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.6
property,target,hasduty,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5397; levenshtein=0.2857; semantic=0.5640; sequence_match=0.1538,False,0.4631,False,top-3 avg score 0.4631 < final_threshold 0.6
property,inheritsfrom,contains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.5616; sequence_match=0.3000,False,0.4631,False,top-3 avg score 0.4631 < final_threshold 0.6
property,or,hasoperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5303; levenshtein=0.1818; semantic=0.5511; sequence_match=0.3077,False,0.4630,False,top-3 avg score 0.4630 < final_threshold 0.6
property,haspermission,inheritsfrom,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5644; levenshtein=0.3077; semantic=0.5042; sequence_match=0.3200,False,0.4629,False,top-3 avg score 0.4629 < final_threshold 0.6
property,hasconstraint,isdirectlylinkedto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.2222; semantic=0.4542; sequence_match=0.3871,False,0.4628,False,top-3 avg score 0.4628 < final_threshold 0.6
property,relation,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5365; levenshtein=0.1538; semantic=0.5654; sequence_match=0.2857,False,0.4626,False,top-3 avg score 0.4626 < final_threshold 0.6
property,assigner,grantsaccess,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.2500; semantic=0.5397; sequence_match=0.3000,False,0.4623,False,top-3 avg score 0.4623 < final_threshold 0.6
property,assignee,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.6074; sequence_match=0.2667,False,0.4620,False,top-3 avg score 0.4620 < final_threshold 0.6
property,hasprohibition,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5274; levenshtein=0.1429; semantic=0.6763; sequence_match=0.1818,False,0.4618,False,top-3 avg score 0.4618 < final_threshold 0.6
property,relation,hasrole,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.1250; semantic=0.5949; sequence_match=0.2667,False,0.4618,False,top-3 avg score 0.4618 < final_threshold 0.6
property,obligation,hasoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5045; levenshtein=0.1818; semantic=0.4996; sequence_match=0.3810,False,0.4617,False,top-3 avg score 0.4617 < final_threshold 0.6
property,targetpolicy,ispartof,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6139; levenshtein=0.1667; semantic=0.3707; sequence_match=0.4000,False,0.4615,False,top-3 avg score 0.4615 < final_threshold 0.6
property,hasaction,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.3333; semantic=0.4668; sequence_match=0.3529,False,0.4615,False,top-3 avg score 0.4615 < final_threshold 0.6
property,inheritsfrom,appliesto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5907; levenshtein=0.2500; semantic=0.4118; sequence_match=0.3810,False,0.4612,False,top-3 avg score 0.4612 < final_threshold 0.6
property,target,hasoperator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5934; levenshtein=0.2727; semantic=0.5162; sequence_match=0.2353,False,0.4608,False,top-3 avg score 0.4608 < final_threshold 0.6
property,hasaction,isconsequenceof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5630; levenshtein=0.1333; semantic=0.4838; sequence_match=0.3333,False,0.4600,False,top-3 avg score 0.4600 < final_threshold 0.6
property,hasconstraint,activatesuponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6079; levenshtein=0.1818; semantic=0.4288; sequence_match=0.3429,False,0.4599,False,top-3 avg score 0.4599 < final_threshold 0.6
property,haspermission,expressesvia,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6120; levenshtein=0.2308; semantic=0.3669; sequence_match=0.4000,False,0.4597,False,top-3 avg score 0.4597 < final_threshold 0.6
property,scope,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1250; semantic=0.5186; sequence_match=0.3077,False,0.4588,False,top-3 avg score 0.4588 < final_threshold 0.6
property,consequence,isexpressedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1538; semantic=0.4857; sequence_match=0.3333,False,0.4587,False,top-3 avg score 0.4587 < final_threshold 0.6
property,hasoperator,issupportedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5579; levenshtein=0.2308; semantic=0.4847; sequence_match=0.3333,False,0.4587,False,top-3 avg score 0.4587 < final_threshold 0.6
property,operand,haspermission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.2308; semantic=0.5162; sequence_match=0.4000,False,0.4586,False,top-3 avg score 0.4586 < final_threshold 0.6
property,inheritrelation,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5293; levenshtein=0.2667; semantic=0.5377; sequence_match=0.3077,False,0.4582,False,top-3 avg score 0.4582 < final_threshold 0.6
property,or,isremedyfor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5303; levenshtein=0.1818; semantic=0.5350; sequence_match=0.3077,False,0.4577,False,top-3 avg score 0.4577 < final_threshold 0.6
property,hasaction,inheritsfrom,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5907; levenshtein=0.1667; semantic=0.4963; sequence_match=0.2857,False,0.4576,False,top-3 avg score 0.4576 < final_threshold 0.6
property,hasaction,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5354; levenshtein=0.1818; semantic=0.5366; sequence_match=0.3000,False,0.4573,False,top-3 avg score 0.4573 < final_threshold 0.6
property,target,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.1250; semantic=0.5718; sequence_match=0.2857,False,0.4571,False,top-3 avg score 0.4571 < final_threshold 0.6
property,operand,specifies,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.2222; semantic=0.6158; sequence_match=0.2500,False,0.4562,False,top-3 avg score 0.4562 < final_threshold 0.6
property,assigner,isconsequenceof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2667; semantic=0.4340; sequence_match=0.3478,False,0.4560,False,top-3 avg score 0.4560 < final_threshold 0.6
property,relation,contains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.5341; sequence_match=0.2500,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.6
property,or,hasrole,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5974; sequence_match=0.2222,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.6
property,assignee,isexpressedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.4769; sequence_match=0.2857,False,0.4553,False,top-3 avg score 0.4553 < final_threshold 0.6
property,obligation,haspermission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5615; levenshtein=0.2308; semantic=0.4561; sequence_match=0.3478,False,0.4552,False,top-3 avg score 0.4552 < final_threshold 0.6
property,hasoperator,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.1818; semantic=0.5299; sequence_match=0.3000,False,0.4551,False,top-3 avg score 0.4551 < final_threshold 0.6
property,operand,isoftype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.0000; semantic=0.5410; sequence_match=0.4000,False,0.4545,False,top-3 avg score 0.4545 < final_threshold 0.6
property,operand,grantsaccess,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5595; levenshtein=0.0833; semantic=0.4858; sequence_match=0.3158,False,0.4537,False,top-3 avg score 0.4537 < final_threshold 0.6
property,hasduty,appliesto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.4810; sequence_match=0.3750,False,0.4529,False,top-3 avg score 0.4529 < final_threshold 0.6
property,assignee,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5537; sequence_match=0.2353,False,0.4528,False,top-3 avg score 0.4528 < final_threshold 0.6
property,scope,expresses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5407; levenshtein=0.1111; semantic=0.5319; sequence_match=0.2857,False,0.4528,False,top-3 avg score 0.4528 < final_threshold 0.6
property,assignee,grantsaccess,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.2500; semantic=0.5107; sequence_match=0.3000,False,0.4527,False,top-3 avg score 0.4527 < final_threshold 0.6
property,inheritrelation,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6495; levenshtein=0.1579; semantic=0.5307; sequence_match=0.1765,False,0.4523,False,top-3 avg score 0.4523 < final_threshold 0.6
property,target,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.2308; semantic=0.5450; sequence_match=0.3158,False,0.4522,False,top-3 avg score 0.4522 < final_threshold 0.6
property,hasduty,isdirectlylinkedto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5979; levenshtein=0.1667; semantic=0.4374; sequence_match=0.3200,False,0.4518,False,top-3 avg score 0.4518 < final_threshold 0.6
property,scope,appliesto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5407; levenshtein=0.1111; semantic=0.5278; sequence_match=0.2857,False,0.4514,False,top-3 avg score 0.4514 < final_threshold 0.6
property,haspermission,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4738; levenshtein=0.3077; semantic=0.5464; sequence_match=0.3333,False,0.4512,False,top-3 avg score 0.4512 < final_threshold 0.6
property,hasconstraint,isoftype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5353; levenshtein=0.2308; semantic=0.5324; sequence_match=0.2857,False,0.4511,False,top-3 avg score 0.4511 < final_threshold 0.6
property,consequence,hasnestedconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5093; levenshtein=0.2105; semantic=0.5097; sequence_match=0.3333,False,0.4508,False,top-3 avg score 0.4508 < final_threshold 0.6
property,function,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5733; sequence_match=0.2667,False,0.4506,False,top-3 avg score 0.4506 < final_threshold 0.6
property,handlepolicyconflicts,hasrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5841; levenshtein=0.1905; semantic=0.4815; sequence_match=0.2857,False,0.4504,False,top-3 avg score 0.4504 < final_threshold 0.6
property,scope,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5868; levenshtein=0.1579; semantic=0.5144; sequence_match=0.2500,False,0.4504,False,top-3 avg score 0.4504 < final_threshold 0.6
property,inheritrelation,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5250; levenshtein=0.2667; semantic=0.4773; sequence_match=0.3478,False,0.4500,False,top-3 avg score 0.4500 < final_threshold 0.6
property,function,haspermission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5353; levenshtein=0.2308; semantic=0.5284; sequence_match=0.2857,False,0.4498,False,top-3 avg score 0.4498 < final_threshold 0.6
property,assigner,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5437; sequence_match=0.2353,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.6
property,scope,violates,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5500; levenshtein=0.2500; semantic=0.5484; sequence_match=0.1538,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.6
property,failure,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.0000; semantic=0.4454; sequence_match=0.3333,False,0.4486,False,top-3 avg score 0.4486 < final_threshold 0.6
property,or,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5256; levenshtein=0.1538; semantic=0.5534; sequence_match=0.2667,False,0.4486,False,top-3 avg score 0.4486 < final_threshold 0.6
property,inheritsfrom,violates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.0833; semantic=0.5173; sequence_match=0.3000,False,0.4484,False,top-3 avg score 0.4484 < final_threshold 0.6
property,inheritsfrom,isremedyfor,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5707; levenshtein=0.3333; semantic=0.4407; sequence_match=0.2609,False,0.4483,False,top-3 avg score 0.4483 < final_threshold 0.6
property,scope,isexpressedby,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4991; levenshtein=0.2308; semantic=0.5116; sequence_match=0.3333,False,0.4480,False,top-3 avg score 0.4480 < final_threshold 0.6
property,operand,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5650; sequence_match=0.2667,False,0.4479,False,top-3 avg score 0.4479 < final_threshold 0.6
