prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has achievement,has achievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has item,has item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has playing area,has playing area,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,plays game,plays game,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,owns achievement,obtains achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.8490; levenshtein=0.7778; semantic=0.8541; sequence_match=0.8485,False,0.8506,True,selected
ObjectProperty,has game genre,has friend,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6574; levenshtein=0.4167; semantic=0.4441; sequence_match=0.4762,False,0.5259,False,top-3 avg score 0.5259 < final_threshold 0.7
ObjectProperty,is leaderboard in game,belongs to game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5738; levenshtein=0.3158; semantic=0.6258; sequence_match=0.3750,False,0.5249,False,top-3 avg score 0.5249 < final_threshold 0.7
ObjectProperty,has leaderboard,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.3571; semantic=0.4944; sequence_match=0.4348,False,0.524,False,top-3 avg score 0.5240 < final_threshold 0.7
ObjectProperty,involves player,last played game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5893; levenshtein=0.1429; semantic=0.4822; sequence_match=0.5000,False,0.5238,False,top-3 avg score 0.5238 < final_threshold 0.7
ObjectProperty,is achievement in game,has player game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5538; levenshtein=0.3158; semantic=0.5777; sequence_match=0.4375,False,0.523,False,top-3 avg score 0.5230 < final_threshold 0.7
ObjectProperty,involves player,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4934; levenshtein=0.2857; semantic=0.6393; sequence_match=0.4348,False,0.5225,False,top-3 avg score 0.5225 < final_threshold 0.7
ObjectProperty,is achievement in game,belongs to game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5121; levenshtein=0.3158; semantic=0.6802; sequence_match=0.3750,False,0.5225,False,top-3 avg score 0.5225 < final_threshold 0.7
ObjectProperty,has playing area,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6381; levenshtein=0.3571; semantic=0.5115; sequence_match=0.4167,False,0.5221,False,top-3 avg score 0.5221 < final_threshold 0.7
ObjectProperty,has feature,has player game per game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6357; levenshtein=0.3500; semantic=0.4578; sequence_match=0.4667,False,0.5201,False,top-3 avg score 0.5201 < final_threshold 0.7
ObjectProperty,is character in game,has player game per game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5808; levenshtein=0.4000; semantic=0.4912; sequence_match=0.4865,False,0.5195,False,top-3 avg score 0.5195 < final_threshold 0.7
ObjectProperty,has feature,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6011; levenshtein=0.3333; semantic=0.5277; sequence_match=0.4286,False,0.5191,False,top-3 avg score 0.5191 < final_threshold 0.7
ObjectProperty,has playing area,for player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.3571; semantic=0.5348; sequence_match=0.4348,False,0.5189,False,top-3 avg score 0.5189 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has playing area,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6469; levenshtein=0.3158; semantic=0.4233; sequence_match=0.4848,False,0.5183,False,top-3 avg score 0.5183 < final_threshold 0.7
ObjectProperty,has game genre,belongs to game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4872; levenshtein=0.1538; semantic=0.6672; sequence_match=0.4000,False,0.5181,False,top-3 avg score 0.5181 < final_threshold 0.7
ObjectProperty,lives in,is friend of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6714; levenshtein=0.2000; semantic=0.5282; sequence_match=0.3529,False,0.5175,False,top-3 avg score 0.5175 < final_threshold 0.7
ObjectProperty,has leaderboard,has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5635; levenshtein=0.2857; semantic=0.6312; sequence_match=0.3571,False,0.5173,False,top-3 avg score 0.5173 < final_threshold 0.7
ObjectProperty,is character in game,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6594; levenshtein=0.2941; semantic=0.5049; sequence_match=0.3871,False,0.5171,False,top-3 avg score 0.5171 < final_threshold 0.7
ObjectProperty,is character in game,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6256; levenshtein=0.2941; semantic=0.5043; sequence_match=0.4167,False,0.5155,False,top-3 avg score 0.5155 < final_threshold 0.7
ObjectProperty,has leaderboard,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.5434; sequence_match=0.3810,False,0.5145,False,top-3 avg score 0.5145 < final_threshold 0.7
ObjectProperty,has item,purchased by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6450; levenshtein=0.2727; semantic=0.4518; sequence_match=0.4444,False,0.5138,False,top-3 avg score 0.5138 < final_threshold 0.7
ObjectProperty,has achievement,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2143; semantic=0.5355; sequence_match=0.4348,False,0.5137,False,top-3 avg score 0.5137 < final_threshold 0.7
ObjectProperty,plays game,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2143; semantic=0.5355; sequence_match=0.4348,False,0.5137,False,top-3 avg score 0.5137 < final_threshold 0.7
ObjectProperty,is session in game,last played game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5540; levenshtein=0.3333; semantic=0.5709; sequence_match=0.4138,False,0.5129,False,top-3 avg score 0.5129 < final_threshold 0.7
ObjectProperty,owns item,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.2143; semantic=0.5787; sequence_match=0.3636,False,0.5125,False,top-3 avg score 0.5125 < final_threshold 0.7
ObjectProperty,owns character,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5615; levenshtein=0.1538; semantic=0.6236; sequence_match=0.3478,False,0.511,False,top-3 avg score 0.5110 < final_threshold 0.7
ObjectProperty,is character in game,belongs to game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4937; levenshtein=0.2941; semantic=0.6391; sequence_match=0.4000,False,0.5109,False,top-3 avg score 0.5109 < final_threshold 0.7
ObjectProperty,has character,has player game per game,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6472; levenshtein=0.4000; semantic=0.4851; sequence_match=0.3750,False,0.5108,False,top-3 avg score 0.5108 < final_threshold 0.7
ObjectProperty,has achievement,has player game per game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6155; levenshtein=0.3000; semantic=0.4984; sequence_match=0.4118,False,0.5086,False,top-3 avg score 0.5086 < final_threshold 0.7
ObjectProperty,is friend with player,last played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.1111; semantic=0.4838; sequence_match=0.4375,False,0.5082,False,top-3 avg score 0.5082 < final_threshold 0.7
ObjectProperty,is session in game,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4963; levenshtein=0.3333; semantic=0.6093; sequence_match=0.4167,False,0.5074,False,top-3 avg score 0.5074 < final_threshold 0.7
ObjectProperty,has playing area,last played by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5992; levenshtein=0.3571; semantic=0.3825; sequence_match=0.5385,False,0.5067,False,top-3 avg score 0.5067 < final_threshold 0.7
ObjectProperty,involves player,last played by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5516; levenshtein=0.2857; semantic=0.4290; sequence_match=0.5385,False,0.5063,False,top-3 avg score 0.5063 < final_threshold 0.7
ObjectProperty,purchases game offering,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.1905; semantic=0.5093; sequence_match=0.3571,False,0.5057,False,top-3 avg score 0.5057 < final_threshold 0.7
ObjectProperty,has achievement,last played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5635; levenshtein=0.2143; semantic=0.5242; sequence_match=0.4286,False,0.5054,False,top-3 avg score 0.5054 < final_threshold 0.7
ObjectProperty,owns character,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6261; levenshtein=0.2308; semantic=0.5089; sequence_match=0.3810,False,0.5053,False,top-3 avg score 0.5053 < final_threshold 0.7
ObjectProperty,has item,obtains achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6746; levenshtein=0.2778; semantic=0.5210; sequence_match=0.3200,False,0.5052,False,top-3 avg score 0.5052 < final_threshold 0.7
ObjectProperty,has item,has player game per game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6548; levenshtein=0.2500; semantic=0.4899; sequence_match=0.3704,False,0.505,False,top-3 avg score 0.5050 < final_threshold 0.7
ObjectProperty,lives in,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.5512; sequence_match=0.3750,False,0.5049,False,top-3 avg score 0.5049 < final_threshold 0.7
ObjectProperty,has leaderboard,last played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5893; levenshtein=0.2857; semantic=0.4943; sequence_match=0.4286,False,0.5041,False,top-3 avg score 0.5041 < final_threshold 0.7
ObjectProperty,owns item,obtained by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.3000; semantic=0.5345; sequence_match=0.3333,False,0.5032,False,top-3 avg score 0.5032 < final_threshold 0.7
ObjectProperty,is player in session,has player game per game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5402; levenshtein=0.4000; semantic=0.5364; sequence_match=0.4324,False,0.503,False,top-3 avg score 0.5030 < final_threshold 0.7
ObjectProperty,has playing area,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5992; levenshtein=0.2857; semantic=0.5244; sequence_match=0.3846,False,0.5027,False,top-3 avg score 0.5027 < final_threshold 0.7
ObjectProperty,is character in game,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6346; levenshtein=0.2353; semantic=0.4864; sequence_match=0.3846,False,0.5019,False,top-3 avg score 0.5019 < final_threshold 0.7
ObjectProperty,is player in session,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5621; levenshtein=0.2941; semantic=0.5554; sequence_match=0.3846,False,0.5007,False,top-3 avg score 0.5007 < final_threshold 0.7
ObjectProperty,owns character,has friend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5427; levenshtein=0.1538; semantic=0.5936; sequence_match=0.3636,False,0.5,False,top-3 avg score 0.5000 < final_threshold 0.7
ObjectProperty,is player in session,is friend of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6563; levenshtein=0.3529; semantic=0.3986; sequence_match=0.4444,False,0.4998,False,top-3 avg score 0.4998 < final_threshold 0.7
ObjectProperty,has playing area,played by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.2857; semantic=0.5329; sequence_match=0.4545,False,0.4998,False,top-3 avg score 0.4998 < final_threshold 0.7
ObjectProperty,is character in session,is friend of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.3000; semantic=0.5208; sequence_match=0.4000,False,0.4995,False,top-3 avg score 0.4995 < final_threshold 0.7
ObjectProperty,purchases game offering,last played game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5258; levenshtein=0.2381; semantic=0.5675; sequence_match=0.4000,False,0.4978,False,top-3 avg score 0.4978 < final_threshold 0.7
ObjectProperty,has leaderboard,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6206; levenshtein=0.2857; semantic=0.5387; sequence_match=0.3333,False,0.4975,False,top-3 avg score 0.4975 < final_threshold 0.7
ObjectProperty,is friend with player,played by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.1667; semantic=0.5913; sequence_match=0.3846,False,0.4966,False,top-3 avg score 0.4966 < final_threshold 0.7
ObjectProperty,has feature,last played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6206; levenshtein=0.2857; semantic=0.4520; sequence_match=0.4167,False,0.4964,False,top-3 avg score 0.4964 < final_threshold 0.7
ObjectProperty,is character in game,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6117; levenshtein=0.1765; semantic=0.4598; sequence_match=0.4138,False,0.4951,False,top-3 avg score 0.4951 < final_threshold 0.7
ObjectProperty,has leaderboard,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5913; levenshtein=0.2857; semantic=0.5068; sequence_match=0.3846,False,0.4942,False,top-3 avg score 0.4942 < final_threshold 0.7
ObjectProperty,owns achievement,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.2000; semantic=0.6176; sequence_match=0.3200,False,0.494,False,top-3 avg score 0.4940 < final_threshold 0.7
ObjectProperty,is player in session,last played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5420; levenshtein=0.2941; semantic=0.4875; sequence_match=0.4516,False,0.4937,False,top-3 avg score 0.4937 < final_threshold 0.7
ObjectProperty,is character in game,is friend of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5954; levenshtein=0.2941; semantic=0.5153; sequence_match=0.3704,False,0.4937,False,top-3 avg score 0.4937 < final_threshold 0.7
ObjectProperty,is friend with player,has player game per game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5389; levenshtein=0.1500; semantic=0.5727; sequence_match=0.3684,False,0.4933,False,top-3 avg score 0.4933 < final_threshold 0.7
ObjectProperty,is character in game,obtains achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6520; levenshtein=0.1667; semantic=0.4263; sequence_match=0.4000,False,0.4927,False,top-3 avg score 0.4927 < final_threshold 0.7
ObjectProperty,is event associated to player,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6778; levenshtein=0.2000; semantic=0.4262; sequence_match=0.3721,False,0.492,False,top-3 avg score 0.4920 < final_threshold 0.7
ObjectProperty,owns character,for player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5801; levenshtein=0.2308; semantic=0.5318; sequence_match=0.3636,False,0.4918,False,top-3 avg score 0.4918 < final_threshold 0.7
ObjectProperty,is achievement in game,has player game per game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6187; levenshtein=0.3500; semantic=0.4889; sequence_match=0.3590,False,0.4889,False,top-3 avg score 0.4889 < final_threshold 0.7
ObjectProperty,owns character,purchased by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6134; levenshtein=0.2308; semantic=0.5189; sequence_match=0.3333,False,0.4886,False,top-3 avg score 0.4886 < final_threshold 0.7
ObjectProperty,owns character,has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5366; levenshtein=0.2143; semantic=0.6309; sequence_match=0.2963,False,0.488,False,top-3 avg score 0.4880 < final_threshold 0.7
ObjectProperty,has character,has equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.2500; semantic=0.5856; sequence_match=0.3333,False,0.4878,False,top-3 avg score 0.4878 < final_threshold 0.7
ObjectProperty,purchases game offering,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5968; levenshtein=0.2857; semantic=0.4664; sequence_match=0.4000,False,0.4877,False,top-3 avg score 0.4877 < final_threshold 0.7
ObjectProperty,has item,ability of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2222; semantic=0.5006; sequence_match=0.3750,False,0.4876,False,top-3 avg score 0.4876 < final_threshold 0.7
ObjectProperty,has item,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4972; sequence_match=0.3750,False,0.487,False,top-3 avg score 0.4870 < final_threshold 0.7
ObjectProperty,plays game,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4972; sequence_match=0.3750,False,0.487,False,top-3 avg score 0.4870 < final_threshold 0.7
ObjectProperty,purchases game offering,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6409; levenshtein=0.2857; semantic=0.4724; sequence_match=0.3448,False,0.486,False,top-3 avg score 0.4860 < final_threshold 0.7
ObjectProperty,has character,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5926; levenshtein=0.1667; semantic=0.4826; sequence_match=0.3810,False,0.4854,False,top-3 avg score 0.4854 < final_threshold 0.7
ObjectProperty,owns character,has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.3077; semantic=0.6139; sequence_match=0.4000,False,0.4853,False,top-3 avg score 0.4853 < final_threshold 0.7
ObjectProperty,is session in game,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6095; levenshtein=0.3333; semantic=0.4321; sequence_match=0.4138,False,0.4852,False,top-3 avg score 0.4852 < final_threshold 0.7
ObjectProperty,is event associated to player,has player game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4561; levenshtein=0.2400; semantic=0.5769; sequence_match=0.4211,False,0.4847,False,top-3 avg score 0.4847 < final_threshold 0.7
ObjectProperty,involves player,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.2143; semantic=0.4992; sequence_match=0.4286,False,0.4839,False,top-3 avg score 0.4839 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5944; levenshtein=0.1579; semantic=0.5539; sequence_match=0.3030,False,0.4838,False,top-3 avg score 0.4838 < final_threshold 0.7
ObjectProperty,is character in game,for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4239; levenshtein=0.2941; semantic=0.6078; sequence_match=0.4167,False,0.4828,False,top-3 avg score 0.4828 < final_threshold 0.7
ObjectProperty,owns item,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5583; levenshtein=0.1000; semantic=0.5530; sequence_match=0.3333,False,0.4816,False,top-3 avg score 0.4816 < final_threshold 0.7
ObjectProperty,involves character,obtains achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6520; levenshtein=0.1667; semantic=0.5048; sequence_match=0.2857,False,0.4808,False,top-3 avg score 0.4808 < final_threshold 0.7
ObjectProperty,is achievement in game,last played game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4799; levenshtein=0.3158; semantic=0.5378; sequence_match=0.4242,False,0.4807,False,top-3 avg score 0.4807 < final_threshold 0.7
ObjectProperty,involves character,for player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5499; levenshtein=0.2353; semantic=0.5017; sequence_match=0.3846,False,0.4787,False,top-3 avg score 0.4787 < final_threshold 0.7
ObjectProperty,has feature,made purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.2500; semantic=0.4271; sequence_match=0.3636,False,0.4784,False,top-3 avg score 0.4784 < final_threshold 0.7
ObjectProperty,has game genre,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.3333; semantic=0.4900; sequence_match=0.3636,False,0.4771,False,top-3 avg score 0.4771 < final_threshold 0.7
ObjectProperty,is leaderboard in game,playing area of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5955; levenshtein=0.2632; semantic=0.3978; sequence_match=0.4375,False,0.4769,False,top-3 avg score 0.4769 < final_threshold 0.7
ObjectProperty,is character in session,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6140; levenshtein=0.2500; semantic=0.4715; sequence_match=0.3448,False,0.4768,False,top-3 avg score 0.4768 < final_threshold 0.7
ObjectProperty,has leaderboard,played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.2857; semantic=0.4708; sequence_match=0.3636,False,0.4762,False,top-3 avg score 0.4762 < final_threshold 0.7
ObjectProperty,has game genre,playing area of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.1538; semantic=0.4856; sequence_match=0.4000,False,0.4761,False,top-3 avg score 0.4761 < final_threshold 0.7
ObjectProperty,has leaderboard,last played by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5992; levenshtein=0.2857; semantic=0.3675; sequence_match=0.4615,False,0.4761,False,top-3 avg score 0.4761 < final_threshold 0.7
ObjectProperty,has item,achievement type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6256; levenshtein=0.1765; semantic=0.4692; sequence_match=0.3333,False,0.476,False,top-3 avg score 0.4760 < final_threshold 0.7
ObjectProperty,is friend with player,last played by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5787; levenshtein=0.2222; semantic=0.3806; sequence_match=0.4667,False,0.4753,False,top-3 avg score 0.4753 < final_threshold 0.7
ObjectProperty,is character in game,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4766; levenshtein=0.2941; semantic=0.5644; sequence_match=0.3846,False,0.4752,False,top-3 avg score 0.4752 < final_threshold 0.7
ObjectProperty,is session in game,for game,semantic+sequence_match+levenshtein,jaro_winkler=0.3063; levenshtein=0.3333; semantic=0.6368; sequence_match=0.4545,False,0.4749,False,top-3 avg score 0.4749 < final_threshold 0.7
ObjectProperty,plays game,obtains achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.2222; semantic=0.5097; sequence_match=0.3704,False,0.4748,False,top-3 avg score 0.4748 < final_threshold 0.7
ObjectProperty,is event associated to player,for player,semantic+sequence_match+jaro_winkler,jaro_winkler=0.3733; levenshtein=0.2800; semantic=0.6352; sequence_match=0.4118,False,0.4734,False,top-3 avg score 0.4734 < final_threshold 0.7
ObjectProperty,has character,last played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2143; semantic=0.4479; sequence_match=0.3846,False,0.4733,False,top-3 avg score 0.4733 < final_threshold 0.7
ObjectProperty,has leaderboard,purchased by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5693; levenshtein=0.2143; semantic=0.3690; sequence_match=0.4800,False,0.4727,False,top-3 avg score 0.4727 < final_threshold 0.7
ObjectProperty,owns achievement,has friend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.2667; semantic=0.5608; sequence_match=0.3333,False,0.4721,False,top-3 avg score 0.4721 < final_threshold 0.7
ObjectProperty,owns character,has player game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4744; levenshtein=0.1538; semantic=0.5572; sequence_match=0.3846,False,0.4721,False,top-3 avg score 0.4721 < final_threshold 0.7
ObjectProperty,owns achievement,has player game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5094; levenshtein=0.2000; semantic=0.5490; sequence_match=0.3571,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.7
ObjectProperty,purchases game offering,genre of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6587; levenshtein=0.1905; semantic=0.4702; sequence_match=0.2857,False,0.4715,False,top-3 avg score 0.4715 < final_threshold 0.7
ObjectProperty,is event associated to player,has player game per game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.2000; semantic=0.5247; sequence_match=0.3556,False,0.4712,False,top-3 avg score 0.4712 < final_threshold 0.7
ObjectProperty,lives in,obtains achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5974; levenshtein=0.2222; semantic=0.4957; sequence_match=0.3200,False,0.471,False,top-3 avg score 0.4710 < final_threshold 0.7
ObjectProperty,is character in session,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5639; levenshtein=0.2000; semantic=0.4739; sequence_match=0.3750,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.7
ObjectProperty,is event associated to player,achievement type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6755; levenshtein=0.1600; semantic=0.4024; sequence_match=0.3333,False,0.4704,False,top-3 avg score 0.4704 < final_threshold 0.7
ObjectProperty,has item,last played by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6349; levenshtein=0.2500; semantic=0.3540; sequence_match=0.4211,False,0.47,False,top-3 avg score 0.4700 < final_threshold 0.7
ObjectProperty,owns achievement,for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.5165; sequence_match=0.3636,False,0.4698,False,top-3 avg score 0.4698 < final_threshold 0.7
ObjectProperty,owns item,last played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.1429; semantic=0.4490; sequence_match=0.3636,False,0.4693,False,top-3 avg score 0.4693 < final_threshold 0.7
ObjectProperty,has item,made purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.0833; semantic=0.5001; sequence_match=0.4211,False,0.4684,False,top-3 avg score 0.4684 < final_threshold 0.7
ObjectProperty,has playing area,belongs to game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5189; levenshtein=0.2143; semantic=0.5150; sequence_match=0.3704,False,0.4681,False,top-3 avg score 0.4681 < final_threshold 0.7
ObjectProperty,has character,obtains achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5146; levenshtein=0.2778; semantic=0.5532; sequence_match=0.3333,False,0.467,False,top-3 avg score 0.4670 < final_threshold 0.7
ObjectProperty,is leaderboard in game,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4729; levenshtein=0.3158; semantic=0.5693; sequence_match=0.3571,False,0.4664,False,top-3 avg score 0.4664 < final_threshold 0.7
ObjectProperty,involves player,belongs to game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5842; levenshtein=0.2143; semantic=0.5927; sequence_match=0.2222,False,0.4664,False,top-3 avg score 0.4664 < final_threshold 0.7
ObjectProperty,has achievement,equipment of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5372; levenshtein=0.2143; semantic=0.4592; sequence_match=0.4000,False,0.4655,False,top-3 avg score 0.4655 < final_threshold 0.7
ObjectProperty,is session in game,obtains achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6074; levenshtein=0.2222; semantic=0.4233; sequence_match=0.3636,False,0.4648,False,top-3 avg score 0.4648 < final_threshold 0.7
ObjectProperty,is leaderboard in game,for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4273; levenshtein=0.3158; semantic=0.5784; sequence_match=0.3846,False,0.4635,False,top-3 avg score 0.4635 < final_threshold 0.7
ObjectProperty,is achievement in game,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6466; levenshtein=0.2105; semantic=0.5120; sequence_match=0.2308,False,0.4631,False,top-3 avg score 0.4631 < final_threshold 0.7
ObjectProperty,is leaderboard in game,obtains achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5785; levenshtein=0.1579; semantic=0.4864; sequence_match=0.3243,False,0.4631,False,top-3 avg score 0.4631 < final_threshold 0.7
ObjectProperty,purchases game offering,has equipment,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6151; levenshtein=0.2857; semantic=0.3496; sequence_match=0.4242,False,0.463,False,top-3 avg score 0.4630 < final_threshold 0.7
ObjectProperty,is character in session,has achievement,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6048; levenshtein=0.3000; semantic=0.4828; sequence_match=0.2353,False,0.4625,False,top-3 avg score 0.4625 < final_threshold 0.7
