prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,hasPolicy,has Policy,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,permission,has Permission,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8231; levenshtein=0.7692; semantic=0.9382; sequence_match=0.8696,False,0.877,True,selected
ObjectProperty,action,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6245; levenshtein=0.2069; semantic=0.4719; sequence_match=0.3429,False,0.4798,False,top-3 avg score 0.4798 < final_threshold 0.7
ObjectProperty,assigner,has Negation,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6265; levenshtein=0.2727; semantic=0.3911; sequence_match=0.4211,False,0.4796,False,top-3 avg score 0.4796 < final_threshold 0.7
ObjectProperty,permission,has Condition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.2500; semantic=0.5685; sequence_match=0.3636,False,0.4792,False,top-3 avg score 0.4792 < final_threshold 0.7
ObjectProperty,partOf,has Right,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4792; sequence_match=0.4286,False,0.4785,False,top-3 avg score 0.4785 < final_threshold 0.7
ObjectProperty,partOf,has Operator,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5101; levenshtein=0.3636; semantic=0.4521; sequence_match=0.4706,False,0.4776,False,top-3 avg score 0.4776 < final_threshold 0.7
ObjectProperty,conflict,has Contract Party Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5583; levenshtein=0.2500; semantic=0.5172; sequence_match=0.3571,False,0.4776,False,top-3 avg score 0.4776 < final_threshold 0.7
ObjectProperty,assignee,has Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.6529; sequence_match=0.2667,False,0.4772,False,top-3 avg score 0.4772 < final_threshold 0.7
ObjectProperty,assigner,Has Consequence Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5676; levenshtein=0.2778; semantic=0.4790; sequence_match=0.3846,False,0.4771,False,top-3 avg score 0.4771 < final_threshold 0.7
ObjectProperty,partOf,has Contract Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1875; semantic=0.5112; sequence_match=0.3636,False,0.4768,False,top-3 avg score 0.4768 < final_threshold 0.7
ObjectProperty,Only One,has Role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.2857; semantic=0.4730; sequence_match=0.4286,False,0.4751,False,top-3 avg score 0.4751 < final_threshold 0.7
ObjectProperty,assigner,has Policy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5007; sequence_match=0.3529,False,0.4744,False,top-3 avg score 0.4744 < final_threshold 0.7
ObjectProperty,assignee,has Operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5492; levenshtein=0.1818; semantic=0.5580; sequence_match=0.3158,False,0.4743,False,top-3 avg score 0.4743 < final_threshold 0.7
ObjectProperty,operand,has Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.2308; semantic=0.5614; sequence_match=0.4000,False,0.4737,False,top-3 avg score 0.4737 < final_threshold 0.7
ObjectProperty,leftOperand,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5494; levenshtein=0.3158; semantic=0.4707; sequence_match=0.4000,False,0.4734,False,top-3 avg score 0.4734 < final_threshold 0.7
ObjectProperty,relation,has Operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.2727; semantic=0.5444; sequence_match=0.4211,False,0.4733,False,top-3 avg score 0.4733 < final_threshold 0.7
ObjectProperty,or,has Contract Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7083; levenshtein=0.1250; semantic=0.4893; sequence_match=0.2222,False,0.4733,False,top-3 avg score 0.4733 < final_threshold 0.7
ObjectProperty,conflict,has Contract Party Right,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5544; levenshtein=0.2381; semantic=0.5202; sequence_match=0.3448,False,0.4731,False,top-3 avg score 0.4731 < final_threshold 0.7
ObjectProperty,scope,has Constraint On Requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6513; levenshtein=0.1538; semantic=0.5093; sequence_match=0.2581,False,0.4729,False,top-3 avg score 0.4729 < final_threshold 0.7
ObjectProperty,constraint,has Right,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5500; levenshtein=0.3000; semantic=0.5670; sequence_match=0.2222,False,0.4723,False,top-3 avg score 0.4723 < final_threshold 0.7
ObjectProperty,hasPolicy,has Negation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.3636; semantic=0.4121; sequence_match=0.4000,False,0.4716,False,top-3 avg score 0.4716 < final_threshold 0.7
ObjectProperty,inheritFrom,has Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.0909; semantic=0.5488; sequence_match=0.3158,False,0.4713,False,top-3 avg score 0.4713 < final_threshold 0.7
ObjectProperty,action,has Role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.5657; sequence_match=0.3077,False,0.471,False,top-3 avg score 0.4710 < final_threshold 0.7
ObjectProperty,target,has Contract Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1875; semantic=0.4927; sequence_match=0.3636,False,0.4706,False,top-3 avg score 0.4706 < final_threshold 0.7
ObjectProperty,operand,has Condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.1667; semantic=0.5444; sequence_match=0.3158,False,0.4706,False,top-3 avg score 0.4706 < final_threshold 0.7
ObjectProperty,scope,has Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.2500; semantic=0.5531; sequence_match=0.3077,False,0.4703,False,top-3 avg score 0.4703 < final_threshold 0.7
ObjectProperty,target,has Operator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5934; levenshtein=0.2727; semantic=0.5438; sequence_match=0.2353,False,0.47,False,top-3 avg score 0.4700 < final_threshold 0.7
ObjectProperty,obligation,has Permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5615; levenshtein=0.2308; semantic=0.4999; sequence_match=0.3478,False,0.4697,False,top-3 avg score 0.4697 < final_threshold 0.7
ObjectProperty,relation,has Role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.1250; semantic=0.6163; sequence_match=0.2667,False,0.4689,False,top-3 avg score 0.4689 < final_threshold 0.7
ObjectProperty,action,has Contract Party Right,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.1905; semantic=0.4866; sequence_match=0.2963,False,0.4689,False,top-3 avg score 0.4689 < final_threshold 0.7
ObjectProperty,prohibition,has Right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5379; levenshtein=0.1818; semantic=0.5528; sequence_match=0.3158,False,0.4688,False,top-3 avg score 0.4688 < final_threshold 0.7
ObjectProperty,relation,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5365; levenshtein=0.1538; semantic=0.5829; sequence_match=0.2857,False,0.4684,False,top-3 avg score 0.4684 < final_threshold 0.7
ObjectProperty,hasPolicy,has Constraint On Requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5769; levenshtein=0.1923; semantic=0.5419; sequence_match=0.2857,False,0.4682,False,top-3 avg score 0.4682 < final_threshold 0.7
ObjectProperty,relation,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5920; levenshtein=0.2414; semantic=0.4332; sequence_match=0.3784,False,0.4678,False,top-3 avg score 0.4678 < final_threshold 0.7
ObjectProperty,permission,has Negation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5848; levenshtein=0.2727; semantic=0.4371; sequence_match=0.3810,False,0.4676,False,top-3 avg score 0.4676 < final_threshold 0.7
ObjectProperty,or,has Operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5303; levenshtein=0.1818; semantic=0.5645; sequence_match=0.3077,False,0.4675,False,top-3 avg score 0.4675 < final_threshold 0.7
ObjectProperty,and,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7193; levenshtein=0.1579; semantic=0.4067; sequence_match=0.2727,False,0.4662,False,top-3 avg score 0.4662 < final_threshold 0.7
ObjectProperty,action,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6322; levenshtein=0.2105; semantic=0.4459; sequence_match=0.3200,False,0.466,False,top-3 avg score 0.4660 < final_threshold 0.7
ObjectProperty,consequence,has Remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5354; levenshtein=0.1818; semantic=0.5606; sequence_match=0.3000,False,0.4653,False,top-3 avg score 0.4653 < final_threshold 0.7
ObjectProperty,target,has Duty,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5397; levenshtein=0.2857; semantic=0.5705; sequence_match=0.1538,False,0.4653,False,top-3 avg score 0.4653 < final_threshold 0.7
ObjectProperty,obligation,has Operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5045; levenshtein=0.1818; semantic=0.5099; sequence_match=0.3810,False,0.4651,False,top-3 avg score 0.4651 < final_threshold 0.7
ObjectProperty,inheritRelation,has Constraint On Requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6427; levenshtein=0.2692; semantic=0.4590; sequence_match=0.2927,False,0.4648,False,top-3 avg score 0.4648 < final_threshold 0.7
ObjectProperty,action,has Operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5051; levenshtein=0.1818; semantic=0.5356; sequence_match=0.3529,False,0.4645,False,top-3 avg score 0.4645 < final_threshold 0.7
ObjectProperty,operator,has Constraint On Requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5491; levenshtein=0.2308; semantic=0.4888; sequence_match=0.3529,False,0.4636,False,top-3 avg score 0.4636 < final_threshold 0.7
ObjectProperty,inheritRelation,has Right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.2000; semantic=0.5364; sequence_match=0.3478,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.7
ObjectProperty,operator,has Contract Party Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4917; levenshtein=0.2500; semantic=0.5379; sequence_match=0.3571,False,0.4623,False,top-3 avg score 0.4623 < final_threshold 0.7
ObjectProperty,action,has Contract Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6486; levenshtein=0.1875; semantic=0.4652; sequence_match=0.2727,False,0.4622,False,top-3 avg score 0.4622 < final_threshold 0.7
ObjectProperty,failure,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6043; levenshtein=0.2069; semantic=0.4489; sequence_match=0.3333,False,0.4622,False,top-3 avg score 0.4622 < final_threshold 0.7
ObjectProperty,remedy,has Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.5387; sequence_match=0.3077,False,0.462,False,top-3 avg score 0.4620 < final_threshold 0.7
ObjectProperty,prohibition,has Policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5194; levenshtein=0.0909; semantic=0.5649; sequence_match=0.3000,False,0.4614,False,top-3 avg score 0.4614 < final_threshold 0.7
ObjectProperty,partOf,has Contract Party Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5389; levenshtein=0.2000; semantic=0.5358; sequence_match=0.3077,False,0.4608,False,top-3 avg score 0.4608 < final_threshold 0.7
ObjectProperty,function,has Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5353; levenshtein=0.2308; semantic=0.5613; sequence_match=0.2857,False,0.4608,False,top-3 avg score 0.4608 < final_threshold 0.7
ObjectProperty,operator,has Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5998; sequence_match=0.2667,False,0.4594,False,top-3 avg score 0.4594 < final_threshold 0.7
ObjectProperty,Only One,has Condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4841; levenshtein=0.2500; semantic=0.4713; sequence_match=0.4211,False,0.4588,False,top-3 avg score 0.4588 < final_threshold 0.7
ObjectProperty,assignee,has Condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4468; sequence_match=0.4000,False,0.4582,False,top-3 avg score 0.4582 < final_threshold 0.7
ObjectProperty,assigner,has Condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4464; sequence_match=0.4000,False,0.4581,False,top-3 avg score 0.4581 < final_threshold 0.7
ObjectProperty,action,has Right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.5572; sequence_match=0.2857,False,0.4569,False,top-3 avg score 0.4569 < final_threshold 0.7
ObjectProperty,or,has Contract Party Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7000; levenshtein=0.1000; semantic=0.4881; sequence_match=0.1818,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
ObjectProperty,operator,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4359; levenshtein=0.2308; semantic=0.5530; sequence_match=0.3810,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
ObjectProperty,leftOperand,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.3077; semantic=0.5568; sequence_match=0.3333,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
ObjectProperty,consequence,has Condition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4904; levenshtein=0.1667; semantic=0.5313; sequence_match=0.3478,False,0.4565,False,top-3 avg score 0.4565 < final_threshold 0.7
ObjectProperty,operator,has Condition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.5406; sequence_match=0.3000,False,0.4561,False,top-3 avg score 0.4561 < final_threshold 0.7
ObjectProperty,assigner,has Contract Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1875; semantic=0.4490; sequence_match=0.3333,False,0.4552,False,top-3 avg score 0.4552 < final_threshold 0.7
ObjectProperty,hasPolicy,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5396; levenshtein=0.2632; semantic=0.4686; sequence_match=0.3571,False,0.4551,False,top-3 avg score 0.4551 < final_threshold 0.7
ObjectProperty,function,has Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5827; sequence_match=0.2667,False,0.4537,False,top-3 avg score 0.4537 < final_threshold 0.7
ObjectProperty,target,has Contract Party Right,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.2381; semantic=0.4548; sequence_match=0.3704,False,0.4536,False,top-3 avg score 0.4536 < final_threshold 0.7
ObjectProperty,operator,has Contract Party Right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4877; levenshtein=0.2381; semantic=0.5259; sequence_match=0.3448,False,0.4528,False,top-3 avg score 0.4528 < final_threshold 0.7
ObjectProperty,function,has Duty Assignment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5784; levenshtein=0.1765; semantic=0.5398; sequence_match=0.2400,False,0.4527,False,top-3 avg score 0.4527 < final_threshold 0.7
ObjectProperty,target,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.2308; semantic=0.5463; sequence_match=0.3158,False,0.4526,False,top-3 avg score 0.4526 < final_threshold 0.7
ObjectProperty,conflict,has Right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.6052; sequence_match=0.2500,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.7
ObjectProperty,scope,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5868; levenshtein=0.1579; semantic=0.5178; sequence_match=0.2500,False,0.4515,False,top-3 avg score 0.4515 < final_threshold 0.7
ObjectProperty,permission,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5980; sequence_match=0.2609,False,0.4512,False,top-3 avg score 0.4512 < final_threshold 0.7
ObjectProperty,scope,has Policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.2222; semantic=0.5338; sequence_match=0.2857,False,0.4509,False,top-3 avg score 0.4509 < final_threshold 0.7
ObjectProperty,assigner,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6578; levenshtein=0.2069; semantic=0.4241; sequence_match=0.2703,False,0.4507,False,top-3 avg score 0.4507 < final_threshold 0.7
ObjectProperty,permission,has Right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.1000; semantic=0.6816; sequence_match=0.2222,False,0.4504,False,top-3 avg score 0.4504 < final_threshold 0.7
ObjectProperty,or,has Contract Party Right,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6984; levenshtein=0.0952; semantic=0.4776; sequence_match=0.1739,False,0.45,False,top-3 avg score 0.4500 < final_threshold 0.7
ObjectProperty,operator,has Role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5927; sequence_match=0.2667,False,0.4498,False,top-3 avg score 0.4498 < final_threshold 0.7
ObjectProperty,andSequence,has Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5617; levenshtein=0.1818; semantic=0.4541; sequence_match=0.3333,False,0.4497,False,top-3 avg score 0.4497 < final_threshold 0.7
ObjectProperty,prohibition,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.1538; semantic=0.6193; sequence_match=0.2500,False,0.4497,False,top-3 avg score 0.4497 < final_threshold 0.7
ObjectProperty,or,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5256; levenshtein=0.1538; semantic=0.5561; sequence_match=0.2667,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.7
ObjectProperty,action,has Contract Party Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6278; levenshtein=0.1500; semantic=0.4897; sequence_match=0.2308,False,0.4494,False,top-3 avg score 0.4494 < final_threshold 0.7
ObjectProperty,obligation,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5924; sequence_match=0.2609,False,0.4494,False,top-3 avg score 0.4494 < final_threshold 0.7
ObjectProperty,leftOperand,has Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4738; levenshtein=0.0769; semantic=0.5383; sequence_match=0.3333,False,0.4485,False,top-3 avg score 0.4485 < final_threshold 0.7
ObjectProperty,scope,has Remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5407; levenshtein=0.2222; semantic=0.5184; sequence_match=0.2857,False,0.4483,False,top-3 avg score 0.4483 < final_threshold 0.7
ObjectProperty,obligation,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5670; levenshtein=0.2414; semantic=0.4184; sequence_match=0.3590,False,0.4481,False,top-3 avg score 0.4481 < final_threshold 0.7
ObjectProperty,leftOperand,has Negation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4924; levenshtein=0.0000; semantic=0.4874; sequence_match=0.3636,False,0.4478,False,top-3 avg score 0.4478 < final_threshold 0.7
ObjectProperty,partOf,has Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.4959; sequence_match=0.3077,False,0.4478,False,top-3 avg score 0.4478 < final_threshold 0.7
ObjectProperty,obligation,has Duty Assignment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4647; levenshtein=0.1765; semantic=0.6561; sequence_match=0.2222,False,0.4477,False,top-3 avg score 0.4477 < final_threshold 0.7
ObjectProperty,operand,has Nested Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5107; levenshtein=0.2105; semantic=0.5238; sequence_match=0.3077,False,0.4474,False,top-3 avg score 0.4474 < final_threshold 0.7
ObjectProperty,assigner,has Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5633; sequence_match=0.2667,False,0.4473,False,top-3 avg score 0.4473 < final_threshold 0.7
ObjectProperty,operand,has Remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.5017; sequence_match=0.2500,False,0.4468,False,top-3 avg score 0.4468 < final_threshold 0.7
ObjectProperty,assigner,has Remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.4175; sequence_match=0.3529,False,0.4466,False,top-3 avg score 0.4466 < final_threshold 0.7
ObjectProperty,prohibition,has Constraint On Requirement,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5950; levenshtein=0.1923; semantic=0.5522; sequence_match=0.1622,False,0.4465,False,top-3 avg score 0.4465 < final_threshold 0.7
ObjectProperty,andSequence,has Role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1818; semantic=0.4387; sequence_match=0.3333,False,0.4464,False,top-3 avg score 0.4464 < final_threshold 0.7
ObjectProperty,andSequence,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5911; levenshtein=0.2632; semantic=0.4146; sequence_match=0.3333,False,0.4464,False,top-3 avg score 0.4464 < final_threshold 0.7
ObjectProperty,conflict,has Role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5579; sequence_match=0.2667,False,0.4455,False,top-3 avg score 0.4455 < final_threshold 0.7
ObjectProperty,obligation,has Constraint On Requirement,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5612; levenshtein=0.1923; semantic=0.5828; sequence_match=0.1667,False,0.4454,False,top-3 avg score 0.4454 < final_threshold 0.7
ObjectProperty,andSequence,has Condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.0833; semantic=0.4300; sequence_match=0.3478,False,0.445,False,top-3 avg score 0.4450 < final_threshold 0.7
ObjectProperty,action,has Constraint On Requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6325; levenshtein=0.2308; semantic=0.4519; sequence_match=0.2500,False,0.4448,False,top-3 avg score 0.4448 < final_threshold 0.7
ObjectProperty,conflict,Activated Upon Failure Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5631; levenshtein=0.2273; semantic=0.4376; sequence_match=0.3333,False,0.4447,False,top-3 avg score 0.4447 < final_threshold 0.7
ObjectProperty,action,has Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.5885; sequence_match=0.3077,False,0.4442,False,top-3 avg score 0.4442 < final_threshold 0.7
ObjectProperty,function,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6102; levenshtein=0.2069; semantic=0.3979; sequence_match=0.3243,False,0.4441,False,top-3 avg score 0.4441 < final_threshold 0.7
ObjectProperty,relation,has Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5527; sequence_match=0.2667,False,0.4438,False,top-3 avg score 0.4438 < final_threshold 0.7
ObjectProperty,scope,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6460; levenshtein=0.1379; semantic=0.4493; sequence_match=0.2353,False,0.4435,False,top-3 avg score 0.4435 < final_threshold 0.7
ObjectProperty,relation,has Nested Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4961; levenshtein=0.1579; semantic=0.5376; sequence_match=0.2963,False,0.4433,False,top-3 avg score 0.4433 < final_threshold 0.7
ObjectProperty,or,has Constraint On Requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6923; levenshtein=0.0769; semantic=0.4938; sequence_match=0.1429,False,0.443,False,top-3 avg score 0.4430 < final_threshold 0.7
ObjectProperty,and,has Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6068; levenshtein=0.1538; semantic=0.4702; sequence_match=0.2500,False,0.4423,False,top-3 avg score 0.4423 < final_threshold 0.7
ObjectProperty,partOf,has Contract Party Right,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.1905; semantic=0.4943; sequence_match=0.2963,False,0.4421,False,top-3 avg score 0.4421 < final_threshold 0.7
ObjectProperty,inheritFrom,has Role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.5368; sequence_match=0.3333,False,0.442,False,top-3 avg score 0.4420 < final_threshold 0.7
ObjectProperty,operator,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5627; levenshtein=0.1579; semantic=0.4670; sequence_match=0.2963,False,0.442,False,top-3 avg score 0.4420 < final_threshold 0.7
ObjectProperty,operand,Has Consequence Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5307; levenshtein=0.2222; semantic=0.4750; sequence_match=0.3200,False,0.4419,False,top-3 avg score 0.4419 < final_threshold 0.7
ObjectProperty,or,has Role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5553; sequence_match=0.2222,False,0.4417,False,top-3 avg score 0.4417 < final_threshold 0.7
ObjectProperty,or,has Right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5417; levenshtein=0.1250; semantic=0.5834; sequence_match=0.2000,False,0.4417,False,top-3 avg score 0.4417 < final_threshold 0.7
ObjectProperty,remedy,Has Consequence Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.2222; semantic=0.5099; sequence_match=0.3333,False,0.4416,False,top-3 avg score 0.4416 < final_threshold 0.7
ObjectProperty,permission,has Duty Assignment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4618; levenshtein=0.2353; semantic=0.5662; sequence_match=0.2963,False,0.4414,False,top-3 avg score 0.4414 < final_threshold 0.7
ObjectProperty,target,has Constraint On Requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5419; levenshtein=0.1923; semantic=0.4686; sequence_match=0.3125,False,0.441,False,top-3 avg score 0.4410 < final_threshold 0.7
ObjectProperty,implies,has Role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.0000; semantic=0.5095; sequence_match=0.2857,False,0.4397,False,top-3 avg score 0.4397 < final_threshold 0.7
ObjectProperty,inheritRelation,has Role,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.5891; sequence_match=0.1818,False,0.4395,False,top-3 avg score 0.4395 < final_threshold 0.7
ObjectProperty,failure,has Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.2857; semantic=0.5083; sequence_match=0.2857,False,0.4393,False,top-3 avg score 0.4393 < final_threshold 0.7
ObjectProperty,function,Has Consequence Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5009; levenshtein=0.1667; semantic=0.5086; sequence_match=0.3077,False,0.4391,False,top-3 avg score 0.4391 < final_threshold 0.7
ObjectProperty,consequence,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5093; levenshtein=0.2105; semantic=0.4742; sequence_match=0.3333,False,0.439,False,top-3 avg score 0.4390 < final_threshold 0.7
ObjectProperty,relation,has Duty Assignment,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5784; levenshtein=0.1765; semantic=0.5612; sequence_match=0.1600,False,0.4387,False,top-3 avg score 0.4387 < final_threshold 0.7
