role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,hasachievement,hasachievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasitem,hasitem,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,livesin,livesin,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasplayingarea,hasplayingarea,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,releasedate,hasreleasedate,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8074; levenshtein=0.7857; semantic=0.9390; sequence_match=0.8800,False,0.8754,True,selected
property,playsgame,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5042; levenshtein=0.2857; semantic=0.4545; sequence_match=0.4348,False,0.4645,False,top-3 avg score 0.4645 < final_threshold 0.6
property,ownsachievement,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6079; levenshtein=0.1333; semantic=0.5061; sequence_match=0.2759,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.6
property,isfriendwithplayer,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5974; levenshtein=0.1111; semantic=0.4667; sequence_match=0.3200,False,0.4613,False,top-3 avg score 0.4613 < final_threshold 0.6
property,livesin,hastime,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.0000; semantic=0.5737; sequence_match=0.2857,False,0.4611,False,top-3 avg score 0.4611 < final_threshold 0.6
property,ownsachievement,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4460; levenshtein=0.2667; semantic=0.5709; sequence_match=0.3636,False,0.4602,False,top-3 avg score 0.4602 < final_threshold 0.6
property,livesin,plays,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5619; levenshtein=0.1429; semantic=0.4840; sequence_match=0.3333,False,0.4597,False,top-3 avg score 0.4597 < final_threshold 0.6
property,iseventassociatedtoplayer,hasachievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5904; levenshtein=0.1600; semantic=0.4803; sequence_match=0.3077,False,0.4595,False,top-3 avg score 0.4595 < final_threshold 0.6
property,iseventassociatedtoplayer,isusedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6231; levenshtein=0.2000; semantic=0.4500; sequence_match=0.3030,False,0.4587,False,top-3 avg score 0.4587 < final_threshold 0.6
property,purchasesgameoffering,hasreleasedate,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5794; levenshtein=0.2857; semantic=0.3962; sequence_match=0.4000,False,0.4585,False,top-3 avg score 0.4585 < final_threshold 0.6
property,ownsachievement,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6056; levenshtein=0.2000; semantic=0.5085; sequence_match=0.2609,False,0.4583,False,top-3 avg score 0.4583 < final_threshold 0.6
property,ownsitem,hasmade,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5950; sequence_match=0.2667,False,0.4579,False,top-3 avg score 0.4579 < final_threshold 0.6
property,purchasesgameoffering,hasreceived,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5777; levenshtein=0.2381; semantic=0.4190; sequence_match=0.3750,False,0.4573,False,top-3 avg score 0.4573 < final_threshold 0.6
property,iseventassociatedtoplayer,hasobtained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6149; levenshtein=0.2000; semantic=0.4228; sequence_match=0.3333,False,0.4570,False,top-3 avg score 0.4570 < final_threshold 0.6
property,purchasesgameoffering,ispaying,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4802; levenshtein=0.2381; semantic=0.5461; sequence_match=0.3448,False,0.4570,False,top-3 avg score 0.4570 < final_threshold 0.6
property,username,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.0000; semantic=0.6123; sequence_match=0.2667,False,0.4563,False,top-3 avg score 0.4563 < final_threshold 0.6
property,iseventassociatedtoplayer,hasreleasedate,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6510; levenshtein=0.2800; semantic=0.4366; sequence_match=0.2564,False,0.4559,False,top-3 avg score 0.4559 < final_threshold 0.6
property,isfriendwithplayer,hasusername,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5707; levenshtein=0.1667; semantic=0.5848; sequence_match=0.2069,False,0.4541,False,top-3 avg score 0.4541 < final_threshold 0.6
property,iseventassociatedtoplayer,hasplayed,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.2800; semantic=0.4306; sequence_match=0.4118,False,0.4536,False,top-3 avg score 0.4536 < final_threshold 0.6
property,eventtime,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.1111; semantic=0.4378; sequence_match=0.3529,False,0.4534,False,top-3 avg score 0.4534 < final_threshold 0.6
property,eventtime,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5053; levenshtein=0.2222; semantic=0.4789; sequence_match=0.3750,False,0.4531,False,top-3 avg score 0.4531 < final_threshold 0.6
property,isfriendwithplayer,hasachievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4868; levenshtein=0.0556; semantic=0.5560; sequence_match=0.3125,False,0.4518,False,top-3 avg score 0.4518 < final_threshold 0.6
property,username,hasplayed,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5504; sequence_match=0.2353,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.6
property,purchasesgameoffering,hasfriend,sequence_match+jaro_winkler+semantic,jaro_winkler=0.4646; levenshtein=0.2857; semantic=0.4206; sequence_match=0.4667,False,0.4506,False,top-3 avg score 0.4506 < final_threshold 0.6
property,purchasesgameoffering,hasmade,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6587; levenshtein=0.2381; semantic=0.4068; sequence_match=0.2857,False,0.4504,False,top-3 avg score 0.4504 < final_threshold 0.6
property,hasitem,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5079; levenshtein=0.0000; semantic=0.5572; sequence_match=0.2857,False,0.4503,False,top-3 avg score 0.4503 < final_threshold 0.6
property,livesin,hasitem,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5079; levenshtein=0.0000; semantic=0.5572; sequence_match=0.2857,False,0.4503,False,top-3 avg score 0.4503 < final_threshold 0.6
property,isfriendwithplayer,isusedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2778; semantic=0.4557; sequence_match=0.3077,False,0.4489,False,top-3 avg score 0.4489 < final_threshold 0.6
property,iseventassociatedtoplayer,hasitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.2000; semantic=0.4618; sequence_match=0.3125,False,0.4486,False,top-3 avg score 0.4486 < final_threshold 0.6
property,username,hasobtained,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5379; levenshtein=0.2727; semantic=0.5348; sequence_match=0.2105,False,0.4485,False,top-3 avg score 0.4485 < final_threshold 0.6
property,eventtime,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5159; levenshtein=0.2143; semantic=0.4809; sequence_match=0.3478,False,0.4482,False,top-3 avg score 0.4482 < final_threshold 0.6
property,livesin,hasplayingarea,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.1429; semantic=0.5228; sequence_match=0.2857,False,0.4481,False,top-3 avg score 0.4481 < final_threshold 0.6
property,hasplayingarea,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.1429; semantic=0.5228; sequence_match=0.2857,False,0.4481,False,top-3 avg score 0.4481 < final_threshold 0.6
property,livesin,hasreceived,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.5533; sequence_match=0.3333,False,0.4475,False,top-3 avg score 0.4475 < final_threshold 0.6
property,iseventassociatedtoplayer,hasplayingarea,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4981; levenshtein=0.2000; semantic=0.4836; sequence_match=0.3590,False,0.4469,False,top-3 avg score 0.4469 < final_threshold 0.6
property,eventtime,hasreceived,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.1818; semantic=0.4379; sequence_match=0.3000,False,0.4469,False,top-3 avg score 0.4469 < final_threshold 0.6
property,hasitem,uses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.2857; semantic=0.5108; sequence_match=0.3636,False,0.4463,False,top-3 avg score 0.4463 < final_threshold 0.6
property,eventtime,hasachievement,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4101; levenshtein=0.2143; semantic=0.4931; sequence_match=0.4348,False,0.4460,False,top-3 avg score 0.4460 < final_threshold 0.6
property,eventtime,hasitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4949; sequence_match=0.2500,False,0.4445,False,top-3 avg score 0.4445 < final_threshold 0.6
property,purchasesgameoffering,hasobtained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4975; levenshtein=0.2381; semantic=0.4604; sequence_match=0.3750,False,0.4443,False,top-3 avg score 0.4443 < final_threshold 0.6
property,ownsitem,uses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.2500; semantic=0.5395; sequence_match=0.3333,False,0.4437,False,top-3 avg score 0.4437 < final_threshold 0.6
property,hasachievement,ispaying,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.5447; sequence_match=0.2727,False,0.4431,False,top-3 avg score 0.4431 < final_threshold 0.6
property,hasitem,plays,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5619; levenshtein=0.0000; semantic=0.4307; sequence_match=0.3333,False,0.4420,False,top-3 avg score 0.4420 < final_threshold 0.6
property,purchasesgameoffering,hastime,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5841; levenshtein=0.2381; semantic=0.3834; sequence_match=0.3571,False,0.4416,False,top-3 avg score 0.4416 < final_threshold 0.6
property,ownsachievement,hasplayed,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4870; levenshtein=0.1333; semantic=0.5818; sequence_match=0.2500,False,0.4396,False,top-3 avg score 0.4396 < final_threshold 0.6
property,releasedate,hastime,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.2727; semantic=0.5288; sequence_match=0.3333,False,0.4394,False,top-3 avg score 0.4394 < final_threshold 0.6
property,hasachievement,isusedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.5334; sequence_match=0.2727,False,0.4393,False,top-3 avg score 0.4393 < final_threshold 0.6
property,purchasesgameoffering,hasplayingarea,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4841; levenshtein=0.2381; semantic=0.4338; sequence_match=0.4000,False,0.4393,False,top-3 avg score 0.4393 < final_threshold 0.6
property,playsgame,hasreceived,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.0909; semantic=0.4799; sequence_match=0.3000,False,0.4384,False,top-3 avg score 0.4384 < final_threshold 0.6
property,ownsitem,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5579; sequence_match=0.2667,False,0.4382,False,top-3 avg score 0.4382 < final_threshold 0.6
property,isfriendwithplayer,plays,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4185; levenshtein=0.2222; semantic=0.5451; sequence_match=0.3478,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.6
property,ownsachievement,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5294; levenshtein=0.1333; semantic=0.5971; sequence_match=0.1818,False,0.4361,False,top-3 avg score 0.4361 < final_threshold 0.6
property,hasachievement,uses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5373; sequence_match=0.2222,False,0.4357,False,top-3 avg score 0.4357 < final_threshold 0.6
property,username,hasplayingarea,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5119; levenshtein=0.2857; semantic=0.5079; sequence_match=0.2727,False,0.4352,False,top-3 avg score 0.4352 < final_threshold 0.6
property,livesin,hasusername,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.6264; sequence_match=0.2222,False,0.4349,False,top-3 avg score 0.4349 < final_threshold 0.6
property,iseventassociatedtoplayer,hasreceived,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6520; levenshtein=0.2000; semantic=0.4290; sequence_match=0.2222,False,0.4344,False,top-3 avg score 0.4344 < final_threshold 0.6
property,iseventassociatedtoplayer,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4938; levenshtein=0.2000; semantic=0.5538; sequence_match=0.2500,False,0.4325,False,top-3 avg score 0.4325 < final_threshold 0.6
property,purchasesgameoffering,hasplayed,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.2381; semantic=0.5459; sequence_match=0.2667,False,0.4322,False,top-3 avg score 0.4322 < final_threshold 0.6
property,ownsitem,hasreceived,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.1818; semantic=0.5371; sequence_match=0.3158,False,0.4304,False,top-3 avg score 0.4304 < final_threshold 0.6
property,playsgame,hasmadeinapppurchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5352; levenshtein=0.1500; semantic=0.4758; sequence_match=0.2759,False,0.4289,False,top-3 avg score 0.4289 < final_threshold 0.6
property,hasitem,isusedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5288; sequence_match=0.2667,False,0.4285,False,top-3 avg score 0.4285 < final_threshold 0.6
property,ownsachievement,uses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.1333; semantic=0.5296; sequence_match=0.2105,False,0.4282,False,top-3 avg score 0.4282 < final_threshold 0.6
property,livesin,hasgenre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5274; sequence_match=0.2667,False,0.4281,False,top-3 avg score 0.4281 < final_threshold 0.6
property,eventtime,hastype,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5026; levenshtein=0.2222; semantic=0.5585; sequence_match=0.1250,False,0.4278,False,top-3 avg score 0.4278 < final_threshold 0.6
property,playsgame,uses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.1111; semantic=0.5196; sequence_match=0.3077,False,0.4270,False,top-3 avg score 0.4270 < final_threshold 0.6
property,username,ispaying,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1250; semantic=0.5556; sequence_match=0.2500,False,0.4259,False,top-3 avg score 0.4259 < final_threshold 0.6
property,ownsachievement,hasplayingarea,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4984; levenshtein=0.1333; semantic=0.5715; sequence_match=0.2069,False,0.4256,False,top-3 avg score 0.4256 < final_threshold 0.6
property,isfriendwithplayer,hasplayingarea,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4206; levenshtein=0.1667; semantic=0.4782; sequence_match=0.3750,False,0.4246,False,top-3 avg score 0.4246 < final_threshold 0.6
property,iseventassociatedtoplayer,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5879; levenshtein=0.1600; semantic=0.4354; sequence_match=0.2500,False,0.4244,False,top-3 avg score 0.4244 < final_threshold 0.6
property,purchasesgameoffering,plays,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5810; levenshtein=0.1429; semantic=0.4571; sequence_match=0.2308,False,0.4230,False,top-3 avg score 0.4230 < final_threshold 0.6
property,purchasesgameoffering,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5175; levenshtein=0.1905; semantic=0.4654; sequence_match=0.2857,False,0.4229,False,top-3 avg score 0.4229 < final_threshold 0.6
property,hasgamegenre,isusedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.2500; semantic=0.4267; sequence_match=0.3000,False,0.4228,False,top-3 avg score 0.4228 < final_threshold 0.6
property,ownsitem,hasfriend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5694; levenshtein=0.1111; semantic=0.5801; sequence_match=0.1176,False,0.4224,False,top-3 avg score 0.4224 < final_threshold 0.6
property,hasplayingarea,isusedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5298; levenshtein=0.2143; semantic=0.4607; sequence_match=0.2727,False,0.4211,False,top-3 avg score 0.4211 < final_threshold 0.6
property,releasedate,isusedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.2727; semantic=0.5082; sequence_match=0.3158,False,0.4207,False,top-3 avg score 0.4207 < final_threshold 0.6
property,iseventassociatedtoplayer,ispaying,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1600; semantic=0.4149; sequence_match=0.3030,False,0.4199,False,top-3 avg score 0.4199 < final_threshold 0.6
property,hasitem,ispaying,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5005; sequence_match=0.2667,False,0.4191,False,top-3 avg score 0.4191 < final_threshold 0.6
property,hasgamegenre,plays,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.0833; semantic=0.4970; sequence_match=0.2353,False,0.4182,False,top-3 avg score 0.4182 < final_threshold 0.6
property,ownsitem,hasplayed,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.1111; semantic=0.5260; sequence_match=0.2353,False,0.4173,False,top-3 avg score 0.4173 < final_threshold 0.6
property,iseventassociatedtoplayer,uses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6233; levenshtein=0.1200; semantic=0.4178; sequence_match=0.2069,False,0.4160,False,top-3 avg score 0.4160 < final_threshold 0.6
property,hasgamegenre,uses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.4407; sequence_match=0.2500,False,0.4154,False,top-3 avg score 0.4154 < final_threshold 0.6
property,eventtime,hasobtained,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5354; levenshtein=0.2727; semantic=0.4378; sequence_match=0.1000,False,0.4153,False,top-3 avg score 0.4153 < final_threshold 0.6
property,releasedate,hasgenre,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4545; levenshtein=0.2727; semantic=0.5170; sequence_match=0.2105,False,0.4148,False,top-3 avg score 0.4148 < final_threshold 0.6
property,isfriendwithplayer,hasitem,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4312; levenshtein=0.1667; semantic=0.4909; sequence_match=0.3200,False,0.4140,False,top-3 avg score 0.4140 < final_threshold 0.6
property,ownsitem,hasgenre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0000; semantic=0.5166; sequence_match=0.2500,False,0.4129,False,top-3 avg score 0.4129 < final_threshold 0.6
property,hasachievement,plays,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5143; levenshtein=0.0714; semantic=0.5110; sequence_match=0.2105,False,0.4119,False,top-3 avg score 0.4119 < final_threshold 0.6
property,livesin,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.6618; sequence_match=0.1429,False,0.4111,False,top-3 avg score 0.4111 < final_threshold 0.6
property,playsgame,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.4763; sequence_match=0.2500,False,0.4097,False,top-3 avg score 0.4097 < final_threshold 0.6
property,ownsachievement,hasmadeinapppurchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.1000; semantic=0.4605; sequence_match=0.2857,False,0.4080,False,top-3 avg score 0.4080 < final_threshold 0.6
property,ownsitem,hasplayingarea,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.5237; sequence_match=0.1818,False,0.4058,False,top-3 avg score 0.4058 < final_threshold 0.6
property,ownsitem,hasreleasedate,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.4741; sequence_match=0.2727,False,0.4037,False,top-3 avg score 0.4037 < final_threshold 0.6
property,livesin,hasreleasedate,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.4794; sequence_match=0.2857,False,0.4006,False,top-3 avg score 0.4006 < final_threshold 0.6
property,ownsitem,hasmadeinapppurchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4917; levenshtein=0.0500; semantic=0.4952; sequence_match=0.2143,False,0.4004,False,top-3 avg score 0.4004 < final_threshold 0.6
property,isfriendwithplayer,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.1667; semantic=0.4025; sequence_match=0.3077,False,0.4003,False,top-3 avg score 0.4003 < final_threshold 0.6
property,isfriendwithplayer,hasobtained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5322; levenshtein=0.1111; semantic=0.4614; sequence_match=0.2069,False,0.4002,False,top-3 avg score 0.4002 < final_threshold 0.6
property,iseventassociatedtoplayer,hasfriend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5244; levenshtein=0.1600; semantic=0.4396; sequence_match=0.2353,False,0.3998,False,top-3 avg score 0.3998 < final_threshold 0.6
property,ownsitem,ispaying,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.5727; sequence_match=0.1250,False,0.3992,False,top-3 avg score 0.3992 < final_threshold 0.6
property,username,hasmadeinapppurchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4917; levenshtein=0.2500; semantic=0.4503; sequence_match=0.2143,False,0.3973,False,top-3 avg score 0.3973 < final_threshold 0.6
property,isfriendwithplayer,hastype,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5146; levenshtein=0.1667; semantic=0.5103; sequence_match=0.1600,False,0.3972,False,top-3 avg score 0.3972 < final_threshold 0.6
property,iseventassociatedtoplayer,hastime,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5048; levenshtein=0.1600; semantic=0.4358; sequence_match=0.2500,False,0.3969,False,top-3 avg score 0.3969 < final_threshold 0.6
property,iseventassociatedtoplayer,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1600; semantic=0.4062; sequence_match=0.2424,False,0.3967,False,top-3 avg score 0.3967 < final_threshold 0.6
property,ownsachievement,isusedin,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5056; levenshtein=0.2000; semantic=0.4801; sequence_match=0.0870,False,0.3952,False,top-3 avg score 0.3952 < final_threshold 0.6
property,releasedate,hasplayingarea,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4706; levenshtein=0.2143; semantic=0.4727; sequence_match=0.2400,False,0.3944,False,top-3 avg score 0.3944 < final_threshold 0.6
property,releasedate,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.5041; sequence_match=0.2222,False,0.3941,False,top-3 avg score 0.3941 < final_threshold 0.6
property,livesin,hasplayed,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.0000; semantic=0.5141; sequence_match=0.2500,False,0.3940,False,top-3 avg score 0.3940 < final_threshold 0.6
property,eventtime,isusedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.1111; semantic=0.4555; sequence_match=0.2353,False,0.3938,False,top-3 avg score 0.3938 < final_threshold 0.6
property,releasedate,hasmadeinapppurchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5040; levenshtein=0.2000; semantic=0.4162; sequence_match=0.2581,False,0.3928,False,top-3 avg score 0.3928 < final_threshold 0.6
property,iseventassociatedtoplayer,hasusername,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4959; levenshtein=0.2000; semantic=0.4809; sequence_match=0.1667,False,0.3923,False,top-3 avg score 0.3923 < final_threshold 0.6
property,eventtime,hasfriend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.0000; semantic=0.4672; sequence_match=0.2222,False,0.3903,False,top-3 avg score 0.3903 < final_threshold 0.6
property,isfriendwithplayer,hasreceived,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4596; levenshtein=0.2222; semantic=0.4842; sequence_match=0.2069,False,0.3887,False,top-3 avg score 0.3887 < final_threshold 0.6
property,purchasesgameoffering,isusedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3968; levenshtein=0.2381; semantic=0.4229; sequence_match=0.3448,False,0.3882,False,top-3 avg score 0.3882 < final_threshold 0.6
property,iseventassociatedtoplayer,hasmade,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5048; levenshtein=0.2000; semantic=0.4031; sequence_match=0.2500,False,0.3860,False,top-3 avg score 0.3860 < final_threshold 0.6
property,isfriendwithplayer,uses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5370; levenshtein=0.1111; semantic=0.4348; sequence_match=0.1818,False,0.3845,False,top-3 avg score 0.3845 < final_threshold 0.6
property,livesin,hasmadeinapppurchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5071; levenshtein=0.1000; semantic=0.4242; sequence_match=0.2222,False,0.3845,False,top-3 avg score 0.3845 < final_threshold 0.6
property,releasedate,uses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3939; levenshtein=0.1818; semantic=0.4928; sequence_match=0.2667,False,0.3845,False,top-3 avg score 0.3845 < final_threshold 0.6
property,isfriendwithplayer,hasmadeinapppurchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5519; levenshtein=0.2000; semantic=0.3989; sequence_match=0.1579,False,0.3836,False,top-3 avg score 0.3836 < final_threshold 0.6
property,ownsachievement,ispaying,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4222; levenshtein=0.2000; semantic=0.5210; sequence_match=0.0870,False,0.3811,False,top-3 avg score 0.3811 < final_threshold 0.6
property,hasplayingarea,uses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.1429; semantic=0.4699; sequence_match=0.2222,False,0.3775,False,top-3 avg score 0.3775 < final_threshold 0.6
property,playsgame,isusedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4120; levenshtein=0.1111; semantic=0.4806; sequence_match=0.2353,False,0.3760,False,top-3 avg score 0.3760 < final_threshold 0.6
property,livesin,hasmade,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.5560; sequence_match=0.1429,False,0.3758,False,top-3 avg score 0.3758 < final_threshold 0.6
property,hasgamegenre,ispaying,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4444; levenshtein=0.2500; semantic=0.4238; sequence_match=0.2000,False,0.3727,False,top-3 avg score 0.3727 < final_threshold 0.6
property,ownsitem,isusedin,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4722; levenshtein=0.1250; semantic=0.5207; sequence_match=0.1250,False,0.3726,False,top-3 avg score 0.3726 < final_threshold 0.6
property,hasgamegenre,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.4509; sequence_match=0.2105,False,0.3699,False,top-3 avg score 0.3699 < final_threshold 0.6
