gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
RedWine,Red Wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Vintage,Vintage,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
WhiteWine,White Wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Zinfandel,Zinfandel,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
wine,Wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Bordeaux,Bordeaux Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9333; levenshtein=0.6667; semantic=0.8442; sequence_match=0.8000,False,0.8592,True,selected
Bordeaux,Red Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.6917; sequence_match=0.4000,False,0.5273,False,top-3 avg score 0.5273 < final_threshold 0.6
WineTaste,Vintage Quality,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.3571; semantic=0.5021; sequence_match=0.4348,False,0.5266,False,top-3 avg score 0.5266 < final_threshold 0.6
WineTaste,Cabernet Sauvignon,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5621; levenshtein=0.2353; semantic=0.7098; sequence_match=0.3077,False,0.5265,False,top-3 avg score 0.5265 < final_threshold 0.6
Vintage,Napa,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5952; levenshtein=0.2857; semantic=0.6166; sequence_match=0.3636,False,0.5252,False,top-3 avg score 0.5252 < final_threshold 0.6
WineBody,Wine Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5741; levenshtein=0.2222; semantic=0.6849; sequence_match=0.3077,False,0.5222,False,top-3 avg score 0.5222 < final_threshold 0.6
wine,Good Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5606; levenshtein=0.2727; semantic=0.6018; sequence_match=0.4000,False,0.5208,False,top-3 avg score 0.5208 < final_threshold 0.6
VintageYear,Wine Characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6406; levenshtein=0.2222; semantic=0.5768; sequence_match=0.3448,False,0.5207,False,top-3 avg score 0.5207 < final_threshold 0.6
Bordeaux,Bouquet,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6071; levenshtein=0.2500; semantic=0.5535; sequence_match=0.4000,False,0.5202,False,top-3 avg score 0.5202 < final_threshold 0.6
RedWine,Cabernet Sauvignon,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5189; levenshtein=0.2353; semantic=0.7905; sequence_match=0.2500,False,0.5198,False,top-3 avg score 0.5198 < final_threshold 0.6
VintageYear,Zinfandel,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.3636; semantic=0.5515; sequence_match=0.4000,False,0.5181,False,top-3 avg score 0.5181 < final_threshold 0.6
WineFlavor,Merlot,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.3000; semantic=0.5761; sequence_match=0.3750,False,0.517,False,top-3 avg score 0.5170 < final_threshold 0.6
WineBody,Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2500; semantic=0.5491; sequence_match=0.4000,False,0.5168,False,top-3 avg score 0.5168 < final_threshold 0.6
RedBordeaux,Cabernet Franc,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5579; levenshtein=0.2308; semantic=0.6544; sequence_match=0.3333,False,0.5152,False,top-3 avg score 0.5152 < final_threshold 0.6
WhiteBordeaux,Wine Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6316; levenshtein=0.3077; semantic=0.5629; sequence_match=0.3478,False,0.5141,False,top-3 avg score 0.5141 < final_threshold 0.6
WineBody,Bordeaux Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.0833; semantic=0.6976; sequence_match=0.4000,False,0.514,False,top-3 avg score 0.5140 < final_threshold 0.6
Zinfandel,Vintage Quality,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6376; levenshtein=0.2857; semantic=0.4685; sequence_match=0.4348,False,0.5136,False,top-3 avg score 0.5136 < final_threshold 0.6
WineBody,Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5694; levenshtein=0.3333; semantic=0.6183; sequence_match=0.3529,False,0.5136,False,top-3 avg score 0.5136 < final_threshold 0.6
WhiteBordeaux,Red Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5430; levenshtein=0.1538; semantic=0.6943; sequence_match=0.3000,False,0.5125,False,top-3 avg score 0.5125 < final_threshold 0.6
WineFlavor,Bordeaux Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4556; levenshtein=0.0833; semantic=0.7130; sequence_match=0.3636,False,0.5107,False,top-3 avg score 0.5107 < final_threshold 0.6
VintageYear,Red Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5671; levenshtein=0.0909; semantic=0.6309; sequence_match=0.3333,False,0.5104,False,top-3 avg score 0.5104 < final_threshold 0.6
Vintage,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5619; levenshtein=0.2857; semantic=0.6333; sequence_match=0.3333,False,0.5095,False,top-3 avg score 0.5095 < final_threshold 0.6
Bordeaux,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5472; levenshtein=0.2500; semantic=0.6734; sequence_match=0.3077,False,0.5094,False,top-3 avg score 0.5094 < final_threshold 0.6
wine,Vintage Quality,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6548; levenshtein=0.2143; semantic=0.5400; sequence_match=0.3333,False,0.5094,False,top-3 avg score 0.5094 < final_threshold 0.6
WhiteBordeaux,Petit Verdot,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6297; levenshtein=0.2308; semantic=0.4787; sequence_match=0.4167,False,0.5083,False,top-3 avg score 0.5083 < final_threshold 0.6
WineDescriptor,Cabernet Sauvignon,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6130; levenshtein=0.2941; semantic=0.5833; sequence_match=0.3226,False,0.5063,False,top-3 avg score 0.5063 < final_threshold 0.6
Zinfandel,Poor Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.1818; semantic=0.5141; sequence_match=0.4000,False,0.5056,False,top-3 avg score 0.5056 < final_threshold 0.6
WineSugar,Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.2222; semantic=0.6267; sequence_match=0.3333,False,0.5052,False,top-3 avg score 0.5052 < final_threshold 0.6
VintageYear,Napa,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5606; levenshtein=0.2727; semantic=0.5534; sequence_match=0.4000,False,0.5047,False,top-3 avg score 0.5047 < final_threshold 0.6
Bordeaux,Cabernet Franc,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5192; levenshtein=0.3077; semantic=0.6100; sequence_match=0.3810,False,0.5034,False,top-3 avg score 0.5034 < final_threshold 0.6
RedWine,Cabernet Franc,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5430; levenshtein=0.2308; semantic=0.6631; sequence_match=0.3000,False,0.502,False,top-3 avg score 0.5020 < final_threshold 0.6
WineDescriptor,White Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2143; semantic=0.5709; sequence_match=0.3478,False,0.502,False,top-3 avg score 0.5020 < final_threshold 0.6
WineColor,Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2222; semantic=0.5417; sequence_match=0.3750,False,0.5013,False,top-3 avg score 0.5013 < final_threshold 0.6
WineSugar,Vintage Quality,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2857; semantic=0.4808; sequence_match=0.4348,False,0.501,False,top-3 avg score 0.5010 < final_threshold 0.6
RedBordeaux,Cabernet Sauvignon,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5217; levenshtein=0.2353; semantic=0.6953; sequence_match=0.2857,False,0.5009,False,top-3 avg score 0.5009 < final_threshold 0.6
WineGrape,Poor Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6034; levenshtein=0.1818; semantic=0.5935; sequence_match=0.3000,False,0.4989,False,top-3 avg score 0.4989 < final_threshold 0.6
Zinfandel,Malbec,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5185; levenshtein=0.2222; semantic=0.7087; sequence_match=0.2667,False,0.498,False,top-3 avg score 0.4980 < final_threshold 0.6
WineSugar,Bordeaux Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.1667; semantic=0.6958; sequence_match=0.3810,False,0.4978,False,top-3 avg score 0.4978 < final_threshold 0.6
RedBordeaux,Body,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5631; levenshtein=0.2727; semantic=0.5262; sequence_match=0.4000,False,0.4964,False,top-3 avg score 0.4964 < final_threshold 0.6
Region,Bordeaux Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.4584; sequence_match=0.4444,False,0.4954,False,top-3 avg score 0.4954 < final_threshold 0.6
WineColor,Merlot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.3333; semantic=0.5853; sequence_match=0.4000,False,0.4951,False,top-3 avg score 0.4951 < final_threshold 0.6
WineTaste,Cabernet Franc,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5134; levenshtein=0.2308; semantic=0.6071; sequence_match=0.3636,False,0.4947,False,top-3 avg score 0.4947 < final_threshold 0.6
WineGrape,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5134; levenshtein=0.1538; semantic=0.6934; sequence_match=0.2727,False,0.4932,False,top-3 avg score 0.4932 < final_threshold 0.6
Zinfandel,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5407; levenshtein=0.2222; semantic=0.6499; sequence_match=0.2857,False,0.4921,False,top-3 avg score 0.4921 < final_threshold 0.6
WineFlavor,Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5738; levenshtein=0.3000; semantic=0.5493; sequence_match=0.3529,False,0.492,False,top-3 avg score 0.4920 < final_threshold 0.6
RedWine,Wine Characteristic in Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5820; levenshtein=0.1852; semantic=0.6582; sequence_match=0.2353,False,0.4918,False,top-3 avg score 0.4918 < final_threshold 0.6
Vintage,White Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2222; semantic=0.5077; sequence_match=0.3750,False,0.49,False,top-3 avg score 0.4900 < final_threshold 0.6
WhiteWine,Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2222; semantic=0.5077; sequence_match=0.3750,False,0.49,False,top-3 avg score 0.4900 < final_threshold 0.6
WineTaste,Bordeaux Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5214; levenshtein=0.1538; semantic=0.6740; sequence_match=0.2727,False,0.4894,False,top-3 avg score 0.4894 < final_threshold 0.6
WhiteWine,Wine Characteristic in Vintage,semantic+jaro_winkler+levenshtein,jaro_winkler=0.6034; levenshtein=0.2593; semantic=0.6042; sequence_match=0.2222,False,0.4889,False,top-3 avg score 0.4889 < final_threshold 0.6
Bordeaux,Malbec,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1250; semantic=0.6532; sequence_match=0.2857,False,0.4889,False,top-3 avg score 0.4889 < final_threshold 0.6
wine,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.2000; semantic=0.7611; sequence_match=0.2222,False,0.4889,False,top-3 avg score 0.4889 < final_threshold 0.6
RedWine,Bordeaux Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.2308; semantic=0.7219; sequence_match=0.3000,False,0.488,False,top-3 avg score 0.4880 < final_threshold 0.6
WineTaste,Petit Verdot,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6034; levenshtein=0.1818; semantic=0.4601; sequence_match=0.4000,False,0.4878,False,top-3 avg score 0.4878 < final_threshold 0.6
RedWine,Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.6062; sequence_match=0.4286,False,0.4878,False,top-3 avg score 0.4878 < final_threshold 0.6
Vintage,Red Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.6062; sequence_match=0.4286,False,0.4878,False,top-3 avg score 0.4878 < final_threshold 0.6
WineFlavor,Cabernet Franc,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.2308; semantic=0.6190; sequence_match=0.3478,False,0.4872,False,top-3 avg score 0.4872 < final_threshold 0.6
Vintage,Napa Zinfandel,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.3077; semantic=0.5184; sequence_match=0.4000,False,0.4871,False,top-3 avg score 0.4871 < final_threshold 0.6
WineGrape,Good Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6034; levenshtein=0.1818; semantic=0.5527; sequence_match=0.3000,False,0.4854,False,top-3 avg score 0.4854 < final_threshold 0.6
VintageYear,White Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.1818; semantic=0.5455; sequence_match=0.3000,False,0.4827,False,top-3 avg score 0.4827 < final_threshold 0.6
RedBordeaux,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5273; levenshtein=0.1818; semantic=0.6688; sequence_match=0.2500,False,0.482,False,top-3 avg score 0.4820 < final_threshold 0.6
WhiteBordeaux,Wine Characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5616; levenshtein=0.2222; semantic=0.5571; sequence_match=0.3226,False,0.4804,False,top-3 avg score 0.4804 < final_threshold 0.6
wine,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3846; levenshtein=0.2308; semantic=0.7030; sequence_match=0.3529,False,0.4802,False,top-3 avg score 0.4802 < final_threshold 0.6
WineBody,Vintage Quality,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.2857; semantic=0.4786; sequence_match=0.3636,False,0.4792,False,top-3 avg score 0.4792 < final_threshold 0.6
WineGrape,Vintage Quality,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2857; semantic=0.5183; sequence_match=0.3478,False,0.479,False,top-3 avg score 0.4790 < final_threshold 0.6
Zinfandel,Cabernet Franc,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4174; levenshtein=0.1538; semantic=0.6517; sequence_match=0.3636,False,0.4776,False,top-3 avg score 0.4776 < final_threshold 0.6
Bordeaux,Poor Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5492; levenshtein=0.2727; semantic=0.5665; sequence_match=0.3158,False,0.4772,False,top-3 avg score 0.4772 < final_threshold 0.6
VintageYear,Wine Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5848; levenshtein=0.2727; semantic=0.5609; sequence_match=0.2857,False,0.4771,False,top-3 avg score 0.4771 < final_threshold 0.6
WhiteBordeaux,Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5531; levenshtein=0.1538; semantic=0.5769; sequence_match=0.3000,False,0.4767,False,top-3 avg score 0.4767 < final_threshold 0.6
WhiteBordeaux,Cabernet Sauvignon,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5548; levenshtein=0.1176; semantic=0.6714; sequence_match=0.2000,False,0.4754,False,top-3 avg score 0.4754 < final_threshold 0.6
WineBody,Wine Characteristic in Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5494; levenshtein=0.1481; semantic=0.6451; sequence_match=0.2286,False,0.4744,False,top-3 avg score 0.4744 < final_threshold 0.6
Zinfandel,Good Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5367; levenshtein=0.1818; semantic=0.4837; sequence_match=0.4000,False,0.4735,False,top-3 avg score 0.4735 < final_threshold 0.6
Vintage,Wine Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5738; levenshtein=0.3000; semantic=0.4932; sequence_match=0.3529,False,0.4733,False,top-3 avg score 0.4733 < final_threshold 0.6
Vintage,Wine Characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5974; levenshtein=0.2222; semantic=0.5016; sequence_match=0.3200,False,0.473,False,top-3 avg score 0.4730 < final_threshold 0.6
Zinfandel,Wine Region,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5315; levenshtein=0.2000; semantic=0.5706; sequence_match=0.3158,False,0.4726,False,top-3 avg score 0.4726 < final_threshold 0.6
WineDescriptor,Bordeaux Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5246; levenshtein=0.1429; semantic=0.5842; sequence_match=0.3077,False,0.4721,False,top-3 avg score 0.4721 < final_threshold 0.6
WhiteBordeaux,Wine Vintage Quality,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5472; levenshtein=0.2222; semantic=0.6449; sequence_match=0.1935,False,0.4715,False,top-3 avg score 0.4715 < final_threshold 0.6
WineDescriptor,Vintage Quality,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.2143; semantic=0.4852; sequence_match=0.3571,False,0.4712,False,top-3 avg score 0.4712 < final_threshold 0.6
WineTaste,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.2308; semantic=0.6395; sequence_match=0.2727,False,0.471,False,top-3 avg score 0.4710 < final_threshold 0.6
RedWine,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.2308; semantic=0.6702; sequence_match=0.3000,False,0.4707,False,top-3 avg score 0.4707 < final_threshold 0.6
Bordeaux,Good Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.2727; semantic=0.5425; sequence_match=0.3158,False,0.4692,False,top-3 avg score 0.4692 < final_threshold 0.6
WineColor,Vintage Quality,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5767; levenshtein=0.2857; semantic=0.4829; sequence_match=0.3478,False,0.4691,False,top-3 avg score 0.4691 < final_threshold 0.6
WhiteWine,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5214; levenshtein=0.1538; semantic=0.6100; sequence_match=0.2727,False,0.468,False,top-3 avg score 0.4680 < final_threshold 0.6
RedBordeaux,Merlot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4798; levenshtein=0.1818; semantic=0.6882; sequence_match=0.2353,False,0.4678,False,top-3 avg score 0.4678 < final_threshold 0.6
WineGrape,Merlot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5185; levenshtein=0.2222; semantic=0.6170; sequence_match=0.2667,False,0.4674,False,top-3 avg score 0.4674 < final_threshold 0.6
WineColor,Malbec,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5185; levenshtein=0.1111; semantic=0.6131; sequence_match=0.2667,False,0.4661,False,top-3 avg score 0.4661 < final_threshold 0.6
Zinfandel,Napa,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5741; levenshtein=0.2222; semantic=0.5137; sequence_match=0.3077,False,0.4652,False,top-3 avg score 0.4652 < final_threshold 0.6
WhiteWine,Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.1111; semantic=0.6157; sequence_match=0.3333,False,0.4645,False,top-3 avg score 0.4645 < final_threshold 0.6
Zinfandel,White Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.1111; semantic=0.6157; sequence_match=0.3333,False,0.4645,False,top-3 avg score 0.4645 < final_threshold 0.6
WineDescriptor,Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4934; levenshtein=0.1429; semantic=0.5497; sequence_match=0.3478,False,0.4636,False,top-3 avg score 0.4636 < final_threshold 0.6
VintageYear,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5273; levenshtein=0.1818; semantic=0.6133; sequence_match=0.2500,False,0.4635,False,top-3 avg score 0.4635 < final_threshold 0.6
WineColor,Cabernet Sauvignon,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4766; levenshtein=0.1765; semantic=0.6828; sequence_match=0.2308,False,0.4634,False,top-3 avg score 0.4634 < final_threshold 0.6
WhiteBordeaux,Body,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5513; levenshtein=0.2308; semantic=0.4851; sequence_match=0.3529,False,0.4631,False,top-3 avg score 0.4631 < final_threshold 0.6
WineColor,Bordeaux Wine,semantic+sequence_match+jaro_winkler,jaro_winkler=0.2963; levenshtein=0.0833; semantic=0.7103; sequence_match=0.3810,False,0.4625,False,top-3 avg score 0.4625 < final_threshold 0.6
WhiteWine,Cabernet Sauvignon,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4832; levenshtein=0.1765; semantic=0.6729; sequence_match=0.2308,False,0.4623,False,top-3 avg score 0.4623 < final_threshold 0.6
WhiteBordeaux,Cabernet Franc,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5299; levenshtein=0.0769; semantic=0.6262; sequence_match=0.2308,False,0.4623,False,top-3 avg score 0.4623 < final_threshold 0.6
Zinfandel,Bordeaux Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.0833; semantic=0.6737; sequence_match=0.2857,False,0.4618,False,top-3 avg score 0.4618 < final_threshold 0.6
VintageYear,Cabernet Franc,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5821; levenshtein=0.1538; semantic=0.5511; sequence_match=0.2500,False,0.4611,False,top-3 avg score 0.4611 < final_threshold 0.6
wine,Malbec,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.7086; sequence_match=0.2000,False,0.4603,False,top-3 avg score 0.4603 < final_threshold 0.6
WineFlavor,Vintage Quality,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5524; levenshtein=0.2857; semantic=0.4934; sequence_match=0.3333,False,0.4597,False,top-3 avg score 0.4597 < final_threshold 0.6
WineFlavor,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4026; levenshtein=0.1538; semantic=0.6283; sequence_match=0.3478,False,0.4596,False,top-3 avg score 0.4596 < final_threshold 0.6
WineSugar,Poor Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5194; levenshtein=0.0909; semantic=0.5563; sequence_match=0.3000,False,0.4586,False,top-3 avg score 0.4586 < final_threshold 0.6
WhiteBordeaux,Wine Characteristic in Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5122; levenshtein=0.1852; semantic=0.5632; sequence_match=0.3000,False,0.4585,False,top-3 avg score 0.4585 < final_threshold 0.6
WhiteBordeaux,Merlot,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5748; levenshtein=0.1538; semantic=0.6459; sequence_match=0.1053,False,0.4582,False,top-3 avg score 0.4582 < final_threshold 0.6
WineTaste,Napa,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5741; levenshtein=0.2222; semantic=0.4896; sequence_match=0.3077,False,0.4571,False,top-3 avg score 0.4571 < final_threshold 0.6
Bordeaux,Wine Vintage Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.1111; semantic=0.6243; sequence_match=0.2308,False,0.4563,False,top-3 avg score 0.4563 < final_threshold 0.6
Region,Cabernet Sauvignon,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4477; levenshtein=0.2941; semantic=0.4858; sequence_match=0.4348,False,0.4561,False,top-3 avg score 0.4561 < final_threshold 0.6
WineFlavor,Bordeaux Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5103; levenshtein=0.0769; semantic=0.6833; sequence_match=0.1739,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.6
VintageYear,Cabernet Sauvignon,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5399; levenshtein=0.1765; semantic=0.6073; sequence_match=0.2143,False,0.4538,False,top-3 avg score 0.4538 < final_threshold 0.6
WineColor,Cabernet Franc,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.1538; semantic=0.5877; sequence_match=0.2727,False,0.4537,False,top-3 avg score 0.4537 < final_threshold 0.6
WineDescriptor,Merlot,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.2143; semantic=0.4883; sequence_match=0.3000,False,0.4533,False,top-3 avg score 0.4533 < final_threshold 0.6
WineDescriptor,Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5263; sequence_match=0.2857,False,0.4532,False,top-3 avg score 0.4532 < final_threshold 0.6
WineBody,Merlot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1250; semantic=0.5460; sequence_match=0.2857,False,0.4532,False,top-3 avg score 0.4532 < final_threshold 0.6
VintageYear,Bordeaux Grape,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5579; levenshtein=0.1538; semantic=0.5505; sequence_match=0.2500,False,0.4528,False,top-3 avg score 0.4528 < final_threshold 0.6
WineTaste,Merlot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5185; levenshtein=0.2222; semantic=0.5697; sequence_match=0.2667,False,0.4516,False,top-3 avg score 0.4516 < final_threshold 0.6
WineBody,Bordeaux Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4359; levenshtein=0.0769; semantic=0.6221; sequence_match=0.2857,False,0.4479,False,top-3 avg score 0.4479 < final_threshold 0.6
WineDescriptor,Petit Verdot,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5693; levenshtein=0.1429; semantic=0.4537; sequence_match=0.3200,False,0.4476,False,top-3 avg score 0.4476 < final_threshold 0.6
WineSugar,Good Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5194; levenshtein=0.0909; semantic=0.5225; sequence_match=0.3000,False,0.4473,False,top-3 avg score 0.4473 < final_threshold 0.6
WhiteWine,Poor Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.1818; semantic=0.5193; sequence_match=0.3000,False,0.4462,False,top-3 avg score 0.4462 < final_threshold 0.6
VintageYear,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.1538; semantic=0.5187; sequence_match=0.3333,False,0.4439,False,top-3 avg score 0.4439 < final_threshold 0.6
RedBordeaux,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.5417; sequence_match=0.3333,False,0.4437,False,top-3 avg score 0.4437 < final_threshold 0.6
WineBody,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.2308; semantic=0.6199; sequence_match=0.2857,False,0.4433,False,top-3 avg score 0.4433 < final_threshold 0.6
VintageYear,Malbec,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5051; levenshtein=0.1818; semantic=0.5881; sequence_match=0.2353,False,0.4428,False,top-3 avg score 0.4428 < final_threshold 0.6
WineFlavor,Napa,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5667; levenshtein=0.2000; semantic=0.4754; sequence_match=0.2857,False,0.4426,False,top-3 avg score 0.4426 < final_threshold 0.6
