gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,ProgrammingLanguage,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
software,Software,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
licence,License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.9429; levenshtein=0.8571; semantic=0.9174; sequence_match=0.8571,False,0.9058,True,selected
Development status,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5361; levenshtein=0.2353; semantic=0.4690; sequence_match=0.3333,False,0.4461,False,top-3 avg score 0.4461 < final_threshold 0.6
version number,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.0769; semantic=0.5642; sequence_match=0.2727,False,0.4459,False,top-3 avg score 0.4459 < final_threshold 0.6
software,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.6455; sequence_match=0.2667,False,0.4449,False,top-3 avg score 0.4449 < final_threshold 0.6
programming language,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4813; levenshtein=0.2105; semantic=0.6003; sequence_match=0.2500,False,0.4439,False,top-3 avg score 0.4439 < final_threshold 0.6
software,FileFormat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5750; levenshtein=0.1000; semantic=0.5310; sequence_match=0.2222,False,0.4427,False,top-3 avg score 0.4427 < final_threshold 0.6
Purchase cost,Agent,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.2500; semantic=0.4528; sequence_match=0.3529,False,0.4426,False,top-3 avg score 0.4426 < final_threshold 0.6
Purchase cost,Task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.5212; sequence_match=0.2500,False,0.4422,False,top-3 avg score 0.4422 < final_threshold 0.6
Purchase cost,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5595; levenshtein=0.2500; semantic=0.4504; sequence_match=0.3158,False,0.4419,False,top-3 avg score 0.4419 < final_threshold 0.6
file rendering,ProgrammingLanguage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4813; levenshtein=0.1579; semantic=0.5302; sequence_match=0.3125,False,0.4413,False,top-3 avg score 0.4413 < final_threshold 0.6
version number,FileFormat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5679; sequence_match=0.2609,False,0.4412,False,top-3 avg score 0.4412 < final_threshold 0.6
Source code available,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.5821; sequence_match=0.2308,False,0.4412,False,top-3 avg score 0.4412 < final_threshold 0.6
software,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.0000; semantic=0.6285; sequence_match=0.2667,False,0.4393,False,top-3 avg score 0.4393 < final_threshold 0.6
CEL binary format,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.2000; semantic=0.4944; sequence_match=0.2727,False,0.4388,False,top-3 avg score 0.4388 < final_threshold 0.6
algorithm,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.0769; semantic=0.6336; sequence_match=0.1818,False,0.4387,False,top-3 avg score 0.4387 < final_threshold 0.6
Development status,FileFormat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5399; levenshtein=0.2941; semantic=0.4042; sequence_match=0.3704,False,0.4382,False,top-3 avg score 0.4382 < final_threshold 0.6
.csv,ActivityStatus,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.1429; semantic=0.4760; sequence_match=0.2353,False,0.4382,False,top-3 avg score 0.4382 < final_threshold 0.6
GIF,Organization,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.1667; semantic=0.4365; sequence_match=0.2667,False,0.4381,False,top-3 avg score 0.4381 < final_threshold 0.6
text editing,Organization,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4823; levenshtein=0.1667; semantic=0.4839; sequence_match=0.3478,False,0.438,False,top-3 avg score 0.4380 < final_threshold 0.6
Free,FileFormat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5667; levenshtein=0.2000; semantic=0.4606; sequence_match=0.2857,False,0.4377,False,top-3 avg score 0.4377 < final_threshold 0.6
programming language,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.5699; sequence_match=0.2308,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.6
Open source software license,Documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5897; levenshtein=0.2400; semantic=0.4575; sequence_match=0.2632,False,0.4368,False,top-3 avg score 0.4368 < final_threshold 0.6
software developer organization,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4956; levenshtein=0.2069; semantic=0.4796; sequence_match=0.3333,False,0.4362,False,top-3 avg score 0.4362 < final_threshold 0.6
software,ProgrammingLanguage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3999; levenshtein=0.1579; semantic=0.6858; sequence_match=0.2222,False,0.4359,False,top-3 avg score 0.4359 < final_threshold 0.6
PROcess,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.0000; semantic=0.4982; sequence_match=0.2857,False,0.4359,False,top-3 avg score 0.4359 < final_threshold 0.6
software,DataFormat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5750; levenshtein=0.1000; semantic=0.5095; sequence_match=0.2222,False,0.4356,False,top-3 avg score 0.4356 < final_threshold 0.6
Not Free,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.5507; sequence_match=0.2500,False,0.4344,False,top-3 avg score 0.4344 < final_threshold 0.6
PROcess,Software,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5217; sequence_match=0.2667,False,0.4334,False,top-3 avg score 0.4334 < final_threshold 0.6
GIF,Agent,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5111; levenshtein=0.2000; semantic=0.5390; sequence_match=0.2500,False,0.4334,False,top-3 avg score 0.4334 < final_threshold 0.6
algorithm,Software,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.0000; semantic=0.6050; sequence_match=0.2353,False,0.4329,False,top-3 avg score 0.4329 < final_threshold 0.6
software,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.0000; semantic=0.6050; sequence_match=0.2353,False,0.4329,False,top-3 avg score 0.4329 < final_threshold 0.6
data format specification,Software,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6312; levenshtein=0.1304; semantic=0.4737; sequence_match=0.1935,False,0.4328,False,top-3 avg score 0.4328 < final_threshold 0.6
function,Software,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.5483; sequence_match=0.2500,False,0.4328,False,top-3 avg score 0.4328 < final_threshold 0.6
CEL ASCII format,Person,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.2143; semantic=0.4264; sequence_match=0.3000,False,0.4326,False,top-3 avg score 0.4326 < final_threshold 0.6
Purchase cost,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.2500; semantic=0.5314; sequence_match=0.3158,False,0.4319,False,top-3 avg score 0.4319 < final_threshold 0.6
software,Person,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.0000; semantic=0.4814; sequence_match=0.2857,False,0.4316,False,top-3 avg score 0.4316 < final_threshold 0.6
data format specification,SoftwareType,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5656; levenshtein=0.1739; semantic=0.4995; sequence_match=0.2286,False,0.4312,False,top-3 avg score 0.4312 < final_threshold 0.6
function,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.5434; sequence_match=0.2500,False,0.4311,False,top-3 avg score 0.4311 < final_threshold 0.6
CEL ASCII format,Documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5189; levenshtein=0.0000; semantic=0.4777; sequence_match=0.2963,False,0.431,False,top-3 avg score 0.4310 < final_threshold 0.6
Maintained,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.1000; semantic=0.5614; sequence_match=0.2353,False,0.4306,False,top-3 avg score 0.4306 < final_threshold 0.6
Source code available,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4971; levenshtein=0.1053; semantic=0.5797; sequence_match=0.2143,False,0.4303,False,top-3 avg score 0.4303 < final_threshold 0.6
application programming interface,Software,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.1290; semantic=0.6770; sequence_match=0.1538,False,0.4302,False,top-3 avg score 0.4302 < final_threshold 0.6
data item,Software,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.4566; sequence_match=0.2500,False,0.43,False,top-3 avg score 0.4300 < final_threshold 0.6
Maintained,DataFormat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.1000; semantic=0.4548; sequence_match=0.3000,False,0.4294,False,top-3 avg score 0.4294 < final_threshold 0.6
programming language,Agent,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4749; levenshtein=0.1579; semantic=0.5629; sequence_match=0.2500,False,0.4292,False,top-3 avg score 0.4292 < final_threshold 0.6
web service,SoftwareType,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.1667; semantic=0.5089; sequence_match=0.2727,False,0.4291,False,top-3 avg score 0.4291 < final_threshold 0.6
software interface,DataFormat,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5611; levenshtein=0.2353; semantic=0.4894; sequence_match=0.1481,False,0.4286,False,top-3 avg score 0.4286 < final_threshold 0.6
file rendering,Agent,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5179; levenshtein=0.1538; semantic=0.5455; sequence_match=0.2222,False,0.4286,False,top-3 avg score 0.4286 < final_threshold 0.6
data format specification,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5314; levenshtein=0.2174; semantic=0.5039; sequence_match=0.2500,False,0.4284,False,top-3 avg score 0.4284 < final_threshold 0.6
version number,Agent,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5179; levenshtein=0.0769; semantic=0.5442; sequence_match=0.2222,False,0.4281,False,top-3 avg score 0.4281 < final_threshold 0.6
software interface,FileFormat,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5611; levenshtein=0.2353; semantic=0.4876; sequence_match=0.1481,False,0.428,False,top-3 avg score 0.4280 < final_threshold 0.6
XML,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.0000; semantic=0.6345; sequence_match=0.1667,False,0.4276,False,top-3 avg score 0.4276 < final_threshold 0.6
desktop graphical user interface,SoftwareType,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5225; levenshtein=0.2069; semantic=0.5516; sequence_match=0.1951,False,0.427,False,top-3 avg score 0.4270 < final_threshold 0.6
CEL ASCII format,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1429; semantic=0.4371; sequence_match=0.2857,False,0.4267,False,top-3 avg score 0.4267 < final_threshold 0.6
CEL binary format,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4963; levenshtein=0.2000; semantic=0.4492; sequence_match=0.3333,False,0.4263,False,top-3 avg score 0.4263 < final_threshold 0.6
Development status,DataFormat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5314; levenshtein=0.2941; semantic=0.4488; sequence_match=0.2963,False,0.4255,False,top-3 avg score 0.4255 < final_threshold 0.6
.csv,Software,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4861; levenshtein=0.0000; semantic=0.6085; sequence_match=0.1818,False,0.4255,False,top-3 avg score 0.4255 < final_threshold 0.6
XML,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4921; levenshtein=0.0000; semantic=0.5831; sequence_match=0.2000,False,0.4251,False,top-3 avg score 0.4251 < final_threshold 0.6
programming language,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4942; levenshtein=0.1053; semantic=0.6370; sequence_match=0.1429,False,0.4247,False,top-3 avg score 0.4247 < final_threshold 0.6
web service,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4741; levenshtein=0.1000; semantic=0.5885; sequence_match=0.2105,False,0.4244,False,top-3 avg score 0.4244 < final_threshold 0.6
Maintained,Algorithm,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5444; levenshtein=0.2000; semantic=0.5278; sequence_match=0.1053,False,0.4241,False,top-3 avg score 0.4241 < final_threshold 0.6
software,Organization,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.0833; semantic=0.5440; sequence_match=0.2000,False,0.4239,False,top-3 avg score 0.4239 < final_threshold 0.6
Not Free,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.6253; sequence_match=0.1818,False,0.4238,False,top-3 avg score 0.4238 < final_threshold 0.6
web service,Software,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.1000; semantic=0.5820; sequence_match=0.2222,False,0.4236,False,top-3 avg score 0.4236 < final_threshold 0.6
data item,ActivityStatus,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5952; levenshtein=0.2143; semantic=0.4612; sequence_match=0.1818,False,0.4236,False,top-3 avg score 0.4236 < final_threshold 0.6
CEL binary format,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.1333; semantic=0.4486; sequence_match=0.2727,False,0.4235,False,top-3 avg score 0.4235 < final_threshold 0.6
PROcess,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.4906; sequence_match=0.2667,False,0.423,False,top-3 avg score 0.4230 < final_threshold 0.6
CEL binary format,ProgrammingLanguage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5265; levenshtein=0.1053; semantic=0.5062; sequence_match=0.2353,False,0.4226,False,top-3 avg score 0.4226 < final_threshold 0.6
data item,Organization,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4401; sequence_match=0.3000,False,0.4226,False,top-3 avg score 0.4226 < final_threshold 0.6
plain text file format,ProgrammingLanguage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5313; levenshtein=0.1053; semantic=0.4718; sequence_match=0.2632,False,0.4221,False,top-3 avg score 0.4221 < final_threshold 0.6
Not Free,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.6196; sequence_match=0.1818,False,0.4219,False,top-3 avg score 0.4219 < final_threshold 0.6
plain text file format,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5396; levenshtein=0.1579; semantic=0.4395; sequence_match=0.2857,False,0.4216,False,top-3 avg score 0.4216 < final_threshold 0.6
desktop graphical user interface,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4956; levenshtein=0.1724; semantic=0.5453; sequence_match=0.2222,False,0.421,False,top-3 avg score 0.4210 < final_threshold 0.6
.csv,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.1429; semantic=0.5785; sequence_match=0.2000,False,0.4209,False,top-3 avg score 0.4209 < final_threshold 0.6
desktop graphical user interface,Organization,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5757; levenshtein=0.2069; semantic=0.4788; sequence_match=0.1463,False,0.4205,False,top-3 avg score 0.4205 < final_threshold 0.6
algorithm,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.0000; semantic=0.6528; sequence_match=0.1538,False,0.4201,False,top-3 avg score 0.4201 < final_threshold 0.6
XML,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4701; levenshtein=0.0769; semantic=0.6648; sequence_match=0.1250,False,0.42,False,top-3 avg score 0.4200 < final_threshold 0.6
data item,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.2500; semantic=0.5094; sequence_match=0.3333,False,0.4198,False,top-3 avg score 0.4198 < final_threshold 0.6
programming language,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4637; levenshtein=0.1579; semantic=0.5641; sequence_match=0.2308,False,0.4195,False,top-3 avg score 0.4195 < final_threshold 0.6
text editing,Software,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4773; levenshtein=0.0909; semantic=0.5695; sequence_match=0.2105,False,0.4191,False,top-3 avg score 0.4191 < final_threshold 0.6
plain text file format,Agent,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5868; levenshtein=0.1579; semantic=0.4200; sequence_match=0.2500,False,0.4189,False,top-3 avg score 0.4189 < final_threshold 0.6
Open source software license,Person,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5800; levenshtein=0.2400; semantic=0.3534; sequence_match=0.3226,False,0.4186,False,top-3 avg score 0.4186 < final_threshold 0.6
software,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4167; levenshtein=0.2500; semantic=0.5878; sequence_match=0.1667,False,0.4182,False,top-3 avg score 0.4182 < final_threshold 0.6
XML,ProgrammingLanguage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4620; levenshtein=0.1053; semantic=0.6088; sequence_match=0.1818,False,0.4175,False,top-3 avg score 0.4175 < final_threshold 0.6
version number,Organization,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4671; levenshtein=0.0769; semantic=0.4655; sequence_match=0.3200,False,0.4175,False,top-3 avg score 0.4175 < final_threshold 0.6
text editing,ActivityStatus,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5372; levenshtein=0.1429; semantic=0.4751; sequence_match=0.2400,False,0.4174,False,top-3 avg score 0.4174 < final_threshold 0.6
XML,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4861; levenshtein=0.0000; semantic=0.5839; sequence_match=0.1818,False,0.4173,False,top-3 avg score 0.4173 < final_threshold 0.6
Maintained,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4000; levenshtein=0.2000; semantic=0.5659; sequence_match=0.2857,False,0.4172,False,top-3 avg score 0.4172 < final_threshold 0.6
software interface,Platform,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5064; levenshtein=0.1765; semantic=0.5687; sequence_match=0.1600,False,0.4172,False,top-3 avg score 0.4172 < final_threshold 0.6
Development status,ProgrammingLanguage,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5458; levenshtein=0.1579; semantic=0.5476; sequence_match=0.0556,False,0.4171,False,top-3 avg score 0.4171 < final_threshold 0.6
programming language,ActivityStatus,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4987; levenshtein=0.1053; semantic=0.5095; sequence_match=0.2424,False,0.4169,False,top-3 avg score 0.4169 < final_threshold 0.6
Free,Agent,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.2000; semantic=0.5440; sequence_match=0.2222,False,0.4165,False,top-3 avg score 0.4165 < final_threshold 0.6
algorithm,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.1111; semantic=0.5812; sequence_match=0.2500,False,0.4164,False,top-3 avg score 0.4164 < final_threshold 0.6
software developer role,Person,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4524; levenshtein=0.1905; semantic=0.4996; sequence_match=0.2963,False,0.4161,False,top-3 avg score 0.4161 < final_threshold 0.6
XML,FileFormat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1000; semantic=0.6165; sequence_match=0.1538,False,0.416,False,top-3 avg score 0.4160 < final_threshold 0.6
CEL binary format,Agent,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4889; levenshtein=0.1333; semantic=0.4588; sequence_match=0.3000,False,0.4159,False,top-3 avg score 0.4159 < final_threshold 0.6
licence,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.1111; semantic=0.5792; sequence_match=0.2500,False,0.4157,False,top-3 avg score 0.4157 < final_threshold 0.6
data item,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.4683; sequence_match=0.2667,False,0.4156,False,top-3 avg score 0.4156 < final_threshold 0.6
Not Free,FileFormat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4905; levenshtein=0.2000; semantic=0.5197; sequence_match=0.2353,False,0.4152,False,top-3 avg score 0.4152 < final_threshold 0.6
file rendering,SoftwareType,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4637; levenshtein=0.0769; semantic=0.4609; sequence_match=0.3200,False,0.4149,False,top-3 avg score 0.4149 < final_threshold 0.6
programming language,Software,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3999; levenshtein=0.1579; semantic=0.6858; sequence_match=0.1481,False,0.4145,False,top-3 avg score 0.4145 < final_threshold 0.6
CEL ASCII format,Task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.4733; sequence_match=0.2222,False,0.4144,False,top-3 avg score 0.4144 < final_threshold 0.6
data format specification,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4151; levenshtein=0.2174; semantic=0.4945; sequence_match=0.3333,False,0.4143,False,top-3 avg score 0.4143 < final_threshold 0.6
Development status,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4363; levenshtein=0.1765; semantic=0.5208; sequence_match=0.2857,False,0.4143,False,top-3 avg score 0.4143 < final_threshold 0.6
file rendering,Software,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.0769; semantic=0.5327; sequence_match=0.2857,False,0.4142,False,top-3 avg score 0.4142 < final_threshold 0.6
software interface,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5310; levenshtein=0.1176; semantic=0.5927; sequence_match=0.0952,False,0.4138,False,top-3 avg score 0.4138 < final_threshold 0.6
desktop graphical user interface,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5460; levenshtein=0.1034; semantic=0.5719; sequence_match=0.1212,False,0.413,False,top-3 avg score 0.4130 < final_threshold 0.6
web service,Person,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4889; levenshtein=0.2000; semantic=0.4999; sequence_match=0.2500,False,0.4129,False,top-3 avg score 0.4129 < final_threshold 0.6
function,FileFormat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5583; levenshtein=0.1000; semantic=0.4580; sequence_match=0.2222,False,0.4129,False,top-3 avg score 0.4129 < final_threshold 0.6
desktop graphical user interface,Person,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5352; levenshtein=0.1379; semantic=0.4747; sequence_match=0.2286,False,0.4128,False,top-3 avg score 0.4128 < final_threshold 0.6
GIF,ProgrammingLanguage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5906; levenshtein=0.1053; semantic=0.4646; sequence_match=0.1818,False,0.4124,False,top-3 avg score 0.4124 < final_threshold 0.6
software developer role,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4713; levenshtein=0.1429; semantic=0.5293; sequence_match=0.2353,False,0.412,False,top-3 avg score 0.4120 < final_threshold 0.6
software interface,Algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4832; levenshtein=0.1765; semantic=0.5752; sequence_match=0.1538,False,0.4116,False,top-3 avg score 0.4116 < final_threshold 0.6
software developer organization,DataFormat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5519; levenshtein=0.2069; semantic=0.4264; sequence_match=0.2564,False,0.4116,False,top-3 avg score 0.4116 < final_threshold 0.6
application programming interface,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5045; levenshtein=0.0968; semantic=0.5584; sequence_match=0.1714,False,0.4114,False,top-3 avg score 0.4114 < final_threshold 0.6
programming language,DataFormat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5211; levenshtein=0.1053; semantic=0.5750; sequence_match=0.1379,False,0.4113,False,top-3 avg score 0.4113 < final_threshold 0.6
text editing,SoftwareType,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3965; levenshtein=0.1667; semantic=0.4895; sequence_match=0.3478,False,0.4113,False,top-3 avg score 0.4113 < final_threshold 0.6
.csv,Person,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1667; semantic=0.5114; sequence_match=0.2222,False,0.4112,False,top-3 avg score 0.4112 < final_threshold 0.6
data item,FileFormat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1000; semantic=0.4596; sequence_match=0.2222,False,0.4106,False,top-3 avg score 0.4106 < final_threshold 0.6
desktop graphical user interface,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4956; levenshtein=0.1379; semantic=0.5137; sequence_match=0.2222,False,0.4105,False,top-3 avg score 0.4105 < final_threshold 0.6
software developer organization,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4427; levenshtein=0.2069; semantic=0.4725; sequence_match=0.3158,False,0.4103,False,top-3 avg score 0.4103 < final_threshold 0.6
Not Free,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.1538; semantic=0.5878; sequence_match=0.2000,False,0.4099,False,top-3 avg score 0.4099 < final_threshold 0.6
desktop graphical user interface,ActivityStatus,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5029; levenshtein=0.1379; semantic=0.4928; sequence_match=0.2326,False,0.4094,False,top-3 avg score 0.4094 < final_threshold 0.6
Development status,Person,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5507; levenshtein=0.1765; semantic=0.4159; sequence_match=0.2609,False,0.4092,False,top-3 avg score 0.4092 < final_threshold 0.6
software developer organization,FileFormat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5043; levenshtein=0.2414; semantic=0.4118; sequence_match=0.3077,False,0.4079,False,top-3 avg score 0.4079 < final_threshold 0.6
function,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.5987; sequence_match=0.1667,False,0.4079,False,top-3 avg score 0.4079 < final_threshold 0.6
text editing,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.5115; sequence_match=0.2222,False,0.4076,False,top-3 avg score 0.4076 < final_threshold 0.6
Open source software license,Organization,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5789; levenshtein=0.2000; semantic=0.4272; sequence_match=0.2162,False,0.4074,False,top-3 avg score 0.4074 < final_threshold 0.6
CEL ASCII format,Organization,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.1429; semantic=0.3825; sequence_match=0.3077,False,0.4073,False,top-3 avg score 0.4073 < final_threshold 0.6
plain text file format,ActivityStatus,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5276; levenshtein=0.1579; semantic=0.3299; sequence_match=0.3636,False,0.407,False,top-3 avg score 0.4070 < final_threshold 0.6
Maintained,FileFormat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4667; levenshtein=0.0000; semantic=0.4543; sequence_match=0.3000,False,0.407,False,top-3 avg score 0.4070 < final_threshold 0.6
