prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has item,has Item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has playing area,has Playing Area,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,lives in,lives In,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,owns item,owns Item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,plays game,plays Game,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has achievement,has Achievement Type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.9556; levenshtein=0.7778; semantic=0.7933; sequence_match=0.8750,False,0.8746,True,selected
ObjectProperty,is leaderboard in game,has Available Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6472; levenshtein=0.3043; semantic=0.5061; sequence_match=0.3333,False,0.4956,False,top-3 avg score 0.4956 < final_threshold 0.7
ObjectProperty,has character,has Equipped Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5167; levenshtein=0.3333; semantic=0.5994; sequence_match=0.3704,False,0.4955,False,top-3 avg score 0.4955 < final_threshold 0.7
ObjectProperty,owns achievement,has Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.2000; semantic=0.6176; sequence_match=0.3200,False,0.494,False,top-3 avg score 0.4940 < final_threshold 0.7
ObjectProperty,is player in session,last Played Game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5420; levenshtein=0.2941; semantic=0.4875; sequence_match=0.4516,False,0.4937,False,top-3 avg score 0.4937 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has Obtained Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6482; levenshtein=0.2273; semantic=0.4908; sequence_match=0.3415,False,0.4935,False,top-3 avg score 0.4935 < final_threshold 0.7
ObjectProperty,is event associated to player,has Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6778; levenshtein=0.2000; semantic=0.4262; sequence_match=0.3721,False,0.492,False,top-3 avg score 0.4920 < final_threshold 0.7
ObjectProperty,involves player,lives In,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.2143; semantic=0.4435; sequence_match=0.3810,False,0.4917,False,top-3 avg score 0.4917 < final_threshold 0.7
ObjectProperty,is character in game,has Equipped Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5987; levenshtein=0.1765; semantic=0.5520; sequence_match=0.3125,False,0.4877,False,top-3 avg score 0.4877 < final_threshold 0.7
ObjectProperty,owns character,has Obtained Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5894; levenshtein=0.2273; semantic=0.5861; sequence_match=0.2857,False,0.4871,False,top-3 avg score 0.4871 < final_threshold 0.7
ObjectProperty,has item,plays Game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4972; sequence_match=0.3750,False,0.487,False,top-3 avg score 0.4870 < final_threshold 0.7
ObjectProperty,plays game,has Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4972; sequence_match=0.3750,False,0.487,False,top-3 avg score 0.4870 < final_threshold 0.7
ObjectProperty,has leaderboard,has Equipped Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5540; levenshtein=0.2000; semantic=0.4930; sequence_match=0.4138,False,0.4869,False,top-3 avg score 0.4869 < final_threshold 0.7
ObjectProperty,purchases game offering,has Genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6409; levenshtein=0.2857; semantic=0.4724; sequence_match=0.3448,False,0.486,False,top-3 avg score 0.4860 < final_threshold 0.7
ObjectProperty,has character,plays Game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5926; levenshtein=0.1667; semantic=0.4826; sequence_match=0.3810,False,0.4854,False,top-3 avg score 0.4854 < final_threshold 0.7
ObjectProperty,owns character,has Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.3077; semantic=0.6139; sequence_match=0.4000,False,0.4853,False,top-3 avg score 0.4853 < final_threshold 0.7
ObjectProperty,is session in game,has Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6095; levenshtein=0.3333; semantic=0.4321; sequence_match=0.4138,False,0.4852,False,top-3 avg score 0.4852 < final_threshold 0.7
ObjectProperty,is achievement in game,lives In,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6132; levenshtein=0.2632; semantic=0.4543; sequence_match=0.3846,False,0.484,False,top-3 avg score 0.4840 < final_threshold 0.7
ObjectProperty,involves player,has Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.2143; semantic=0.4992; sequence_match=0.4286,False,0.4839,False,top-3 avg score 0.4839 < final_threshold 0.7
ObjectProperty,involves character,lives In,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6256; levenshtein=0.1765; semantic=0.4871; sequence_match=0.3333,False,0.482,False,top-3 avg score 0.4820 < final_threshold 0.7
ObjectProperty,owns item,has Ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5583; levenshtein=0.1000; semantic=0.5530; sequence_match=0.3333,False,0.4816,False,top-3 avg score 0.4816 < final_threshold 0.7
ObjectProperty,purchases game offering,has Available Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5764; levenshtein=0.1739; semantic=0.5032; sequence_match=0.3636,False,0.4811,False,top-3 avg score 0.4811 < final_threshold 0.7
ObjectProperty,has game genre,has Equipped Item,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6333; levenshtein=0.3333; semantic=0.4763; sequence_match=0.2963,False,0.481,False,top-3 avg score 0.4810 < final_threshold 0.7
ObjectProperty,is achievement in game,last Played Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4799; levenshtein=0.3158; semantic=0.5378; sequence_match=0.4242,False,0.4807,False,top-3 avg score 0.4807 < final_threshold 0.7
ObjectProperty,has playing area,has Equipped Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5540; levenshtein=0.2667; semantic=0.4675; sequence_match=0.4138,False,0.4784,False,top-3 avg score 0.4784 < final_threshold 0.7
ObjectProperty,has feature,made Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.2500; semantic=0.4271; sequence_match=0.3636,False,0.4784,False,top-3 avg score 0.4784 < final_threshold 0.7
ObjectProperty,has feature,usable In Game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.2500; semantic=0.4972; sequence_match=0.3636,False,0.4777,False,top-3 avg score 0.4777 < final_threshold 0.7
ObjectProperty,has game genre,has Ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.3333; semantic=0.4900; sequence_match=0.3636,False,0.4771,False,top-3 avg score 0.4771 < final_threshold 0.7
ObjectProperty,is character in game,has Available Achievement,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6314; levenshtein=0.3043; semantic=0.4952; sequence_match=0.3000,False,0.477,False,top-3 avg score 0.4770 < final_threshold 0.7
ObjectProperty,is character in session,has Friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6140; levenshtein=0.2500; semantic=0.4715; sequence_match=0.3448,False,0.4768,False,top-3 avg score 0.4768 < final_threshold 0.7
ObjectProperty,is character in game,plays Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4766; levenshtein=0.2941; semantic=0.5644; sequence_match=0.3846,False,0.4752,False,top-3 avg score 0.4752 < final_threshold 0.7
ObjectProperty,has character,last Played Game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2143; semantic=0.4479; sequence_match=0.3846,False,0.4733,False,top-3 avg score 0.4733 < final_threshold 0.7
ObjectProperty,owns item,has Obtained Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5631; levenshtein=0.2273; semantic=0.5206; sequence_match=0.3333,False,0.4724,False,top-3 avg score 0.4724 < final_threshold 0.7
ObjectProperty,owns achievement,has Friend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.2667; semantic=0.5608; sequence_match=0.3333,False,0.4721,False,top-3 avg score 0.4721 < final_threshold 0.7
ObjectProperty,has item,usable In Game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5770; levenshtein=0.2500; semantic=0.5220; sequence_match=0.3158,False,0.4716,False,top-3 avg score 0.4716 < final_threshold 0.7
ObjectProperty,has character,owns Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5417; levenshtein=0.1667; semantic=0.5710; sequence_match=0.3000,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.7
ObjectProperty,is character in game,lives In,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6028; levenshtein=0.1765; semantic=0.4762; sequence_match=0.3333,False,0.4708,False,top-3 avg score 0.4708 < final_threshold 0.7
ObjectProperty,owns item,last Played Game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.1429; semantic=0.4490; sequence_match=0.3636,False,0.4693,False,top-3 avg score 0.4693 < final_threshold 0.7
ObjectProperty,lives in,has Available Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5949; levenshtein=0.2174; semantic=0.4781; sequence_match=0.3333,False,0.4688,False,top-3 avg score 0.4688 < final_threshold 0.7
ObjectProperty,has item,made Purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.0833; semantic=0.5001; sequence_match=0.4211,False,0.4684,False,top-3 avg score 0.4684 < final_threshold 0.7
ObjectProperty,is character in game,has Obtained Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6570; levenshtein=0.2273; semantic=0.4388; sequence_match=0.3077,False,0.4678,False,top-3 avg score 0.4678 < final_threshold 0.7
ObjectProperty,is leaderboard in game,plays Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4729; levenshtein=0.3158; semantic=0.5693; sequence_match=0.3571,False,0.4664,False,top-3 avg score 0.4664 < final_threshold 0.7
ObjectProperty,is friend with player,has Equipped Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5343; levenshtein=0.1667; semantic=0.4990; sequence_match=0.3636,False,0.4656,False,top-3 avg score 0.4656 < final_threshold 0.7
ObjectProperty,is achievement in game,has Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6466; levenshtein=0.2105; semantic=0.5120; sequence_match=0.2308,False,0.4631,False,top-3 avg score 0.4631 < final_threshold 0.7
ObjectProperty,owns achievement,usable In Game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5405; levenshtein=0.2667; semantic=0.4772; sequence_match=0.3704,False,0.4627,False,top-3 avg score 0.4627 < final_threshold 0.7
ObjectProperty,is session in game,has Obtained Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5737; levenshtein=0.2273; semantic=0.4351; sequence_match=0.3784,False,0.4624,False,top-3 avg score 0.4624 < final_threshold 0.7
ObjectProperty,is player in session,usable In Game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5698; levenshtein=0.2353; semantic=0.4018; sequence_match=0.4138,False,0.4618,False,top-3 avg score 0.4618 < final_threshold 0.7
ObjectProperty,has achievement,made Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.1429; semantic=0.4875; sequence_match=0.3077,False,0.4608,False,top-3 avg score 0.4608 < final_threshold 0.7
ObjectProperty,has leaderboard,usable In Game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.2143; semantic=0.4446; sequence_match=0.3846,False,0.4603,False,top-3 avg score 0.4603 < final_threshold 0.7
ObjectProperty,purchases game offering,has Obtained Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5667; levenshtein=0.1818; semantic=0.4369; sequence_match=0.3721,False,0.4586,False,top-3 avg score 0.4586 < final_threshold 0.7
ObjectProperty,has leaderboard,has Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.2778; semantic=0.5276; sequence_match=0.3125,False,0.4573,False,top-3 avg score 0.4573 < final_threshold 0.7
ObjectProperty,is character in session,has Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6079; levenshtein=0.2000; semantic=0.4665; sequence_match=0.2963,False,0.4569,False,top-3 avg score 0.4569 < final_threshold 0.7
ObjectProperty,is character in game,has Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2222; semantic=0.4263; sequence_match=0.3429,False,0.4568,False,top-3 avg score 0.4568 < final_threshold 0.7
ObjectProperty,is achievement in game,has Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4975; levenshtein=0.2632; semantic=0.4474; sequence_match=0.4242,False,0.4564,False,top-3 avg score 0.4564 < final_threshold 0.7
ObjectProperty,is player in session,lives In,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6256; levenshtein=0.3529; semantic=0.3893; sequence_match=0.3333,False,0.456,False,top-3 avg score 0.4560 < final_threshold 0.7
ObjectProperty,involves player,usable In Game,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5992; levenshtein=0.2857; semantic=0.4821; sequence_match=0.2308,False,0.4557,False,top-3 avg score 0.4557 < final_threshold 0.7
ObjectProperty,plays game,has Friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1111; semantic=0.4749; sequence_match=0.3333,False,0.4546,False,top-3 avg score 0.4546 < final_threshold 0.7
ObjectProperty,has playing area,lives In,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5357; levenshtein=0.1429; semantic=0.5415; sequence_match=0.2857,False,0.4543,False,top-3 avg score 0.4543 < final_threshold 0.7
ObjectProperty,lives in,has Playing Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5357; levenshtein=0.1429; semantic=0.5415; sequence_match=0.2857,False,0.4543,False,top-3 avg score 0.4543 < final_threshold 0.7
ObjectProperty,is achievement in game,has Equipped Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6310; levenshtein=0.2105; semantic=0.4939; sequence_match=0.2353,False,0.4534,False,top-3 avg score 0.4534 < final_threshold 0.7
ObjectProperty,owns character,has Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5842; levenshtein=0.1429; semantic=0.4768; sequence_match=0.2963,False,0.4524,False,top-3 avg score 0.4524 < final_threshold 0.7
ObjectProperty,involves character,has Available Achievement,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5569; levenshtein=0.2609; semantic=0.5374; sequence_match=0.2500,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.7
ObjectProperty,is friend with player,plays Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3889; levenshtein=0.1111; semantic=0.5958; sequence_match=0.3704,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.7
ObjectProperty,purchases game offering,has Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4841; levenshtein=0.2381; semantic=0.4682; sequence_match=0.4000,False,0.4508,False,top-3 avg score 0.4508 < final_threshold 0.7
ObjectProperty,lives in,has Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5974; levenshtein=0.2222; semantic=0.4326; sequence_match=0.3200,False,0.45,False,top-3 avg score 0.4500 < final_threshold 0.7
ObjectProperty,plays game,has Obtained Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5421; levenshtein=0.1818; semantic=0.4831; sequence_match=0.3226,False,0.4493,False,top-3 avg score 0.4493 < final_threshold 0.7
ObjectProperty,owns item,has Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5676; levenshtein=0.1667; semantic=0.4713; sequence_match=0.3077,False,0.4489,False,top-3 avg score 0.4489 < final_threshold 0.7
ObjectProperty,is character in session,lives In,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5881; levenshtein=0.2500; semantic=0.4617; sequence_match=0.2963,False,0.4487,False,top-3 avg score 0.4487 < final_threshold 0.7
ObjectProperty,is friend with player,lives In,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5974; levenshtein=0.1111; semantic=0.4264; sequence_match=0.3200,False,0.4479,False,top-3 avg score 0.4479 < final_threshold 0.7
ObjectProperty,has playing area,has Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5820; levenshtein=0.2222; semantic=0.4476; sequence_match=0.3125,False,0.4474,False,top-3 avg score 0.4474 < final_threshold 0.7
ObjectProperty,is leaderboard in game,lives In,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6132; levenshtein=0.2105; semantic=0.4204; sequence_match=0.3077,False,0.4471,False,top-3 avg score 0.4471 < final_threshold 0.7
ObjectProperty,plays game,has Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.1667; semantic=0.4213; sequence_match=0.3704,False,0.4454,False,top-3 avg score 0.4454 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has Equipped Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5801; levenshtein=0.2105; semantic=0.4613; sequence_match=0.2941,False,0.4452,False,top-3 avg score 0.4452 < final_threshold 0.7
ObjectProperty,owns achievement,has Genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6056; levenshtein=0.2000; semantic=0.4689; sequence_match=0.2609,False,0.4451,False,top-3 avg score 0.4451 < final_threshold 0.7
ObjectProperty,is achievement in game,plays Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3850; levenshtein=0.2632; semantic=0.5911; sequence_match=0.3571,False,0.4444,False,top-3 avg score 0.4444 < final_threshold 0.7
ObjectProperty,purchases game offering,has Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5439; levenshtein=0.1905; semantic=0.4280; sequence_match=0.3590,False,0.4436,False,top-3 avg score 0.4436 < final_threshold 0.7
ObjectProperty,is event associated to player,has Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.2000; semantic=0.4467; sequence_match=0.3125,False,0.4435,False,top-3 avg score 0.4435 < final_threshold 0.7
ObjectProperty,owns character,has Equipped Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4393; levenshtein=0.1333; semantic=0.6031; sequence_match=0.2857,False,0.4427,False,top-3 avg score 0.4427 < final_threshold 0.7
ObjectProperty,owns character,has Achievement Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4996; levenshtein=0.1667; semantic=0.5031; sequence_match=0.3226,False,0.4417,False,top-3 avg score 0.4417 < final_threshold 0.7
ObjectProperty,has character,made Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.4336; sequence_match=0.3333,False,0.4408,False,top-3 avg score 0.4408 < final_threshold 0.7
ObjectProperty,is character in game,has Ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5611; levenshtein=0.2353; semantic=0.4642; sequence_match=0.2963,False,0.4405,False,top-3 avg score 0.4405 < final_threshold 0.7
ObjectProperty,is friend with player,owns Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2222; semantic=0.4848; sequence_match=0.3077,False,0.4401,False,top-3 avg score 0.4401 < final_threshold 0.7
ObjectProperty,owns achievement,lives In,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4460; levenshtein=0.2667; semantic=0.5095; sequence_match=0.3636,False,0.4397,False,top-3 avg score 0.4397 < final_threshold 0.7
ObjectProperty,involves character,made Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6174; levenshtein=0.2353; semantic=0.3566; sequence_match=0.3448,False,0.4396,False,top-3 avg score 0.4396 < final_threshold 0.7
ObjectProperty,involves character,has Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4951; levenshtein=0.1765; semantic=0.5006; sequence_match=0.3200,False,0.4386,False,top-3 avg score 0.4386 < final_threshold 0.7
ObjectProperty,involves character,has Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5283; levenshtein=0.0556; semantic=0.5010; sequence_match=0.2857,False,0.4383,False,top-3 avg score 0.4383 < final_threshold 0.7
ObjectProperty,has feature,plays Game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5315; levenshtein=0.2000; semantic=0.4671; sequence_match=0.3158,False,0.4381,False,top-3 avg score 0.4381 < final_threshold 0.7
ObjectProperty,is session in game,owns Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2000; semantic=0.4632; sequence_match=0.2609,False,0.4367,False,top-3 avg score 0.4367 < final_threshold 0.7
ObjectProperty,is character in session,has Ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5405; levenshtein=0.2500; semantic=0.5024; sequence_match=0.2667,False,0.4365,False,top-3 avg score 0.4365 < final_threshold 0.7
ObjectProperty,owns item,usable In Game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6139; levenshtein=0.1667; semantic=0.4953; sequence_match=0.2000,False,0.4364,False,top-3 avg score 0.4364 < final_threshold 0.7
ObjectProperty,is event associated to player,has Obtained Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6433; levenshtein=0.1200; semantic=0.4090; sequence_match=0.2553,False,0.4359,False,top-3 avg score 0.4359 < final_threshold 0.7
ObjectProperty,is friend with player,has Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.1111; semantic=0.3997; sequence_match=0.3889,False,0.4357,False,top-3 avg score 0.4357 < final_threshold 0.7
ObjectProperty,is achievement in game,has Genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5775; levenshtein=0.2105; semantic=0.4312; sequence_match=0.2963,False,0.435,False,top-3 avg score 0.4350 < final_threshold 0.7
ObjectProperty,is player in session,has Obtained Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5281; levenshtein=0.2273; semantic=0.4173; sequence_match=0.3590,False,0.4348,False,top-3 avg score 0.4348 < final_threshold 0.7
ObjectProperty,is character in session,usable In Game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5016; levenshtein=0.2500; semantic=0.4269; sequence_match=0.3750,False,0.4345,False,top-3 avg score 0.4345 < final_threshold 0.7
ObjectProperty,involves character,has Obtained Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5642; levenshtein=0.2273; semantic=0.4804; sequence_match=0.2564,False,0.4336,False,top-3 avg score 0.4336 < final_threshold 0.7
ObjectProperty,is achievement in game,has Ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5275; levenshtein=0.1579; semantic=0.4964; sequence_match=0.2759,False,0.4333,False,top-3 avg score 0.4333 < final_threshold 0.7
ObjectProperty,purchases game offering,has Friend,sequence_match+jaro_winkler+semantic,jaro_winkler=0.4646; levenshtein=0.2857; semantic=0.3663; sequence_match=0.4667,False,0.4325,False,top-3 avg score 0.4325 < final_threshold 0.7
ObjectProperty,has game genre,made Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.4062; sequence_match=0.3333,False,0.4317,False,top-3 avg score 0.4317 < final_threshold 0.7
ObjectProperty,has leaderboard,plays Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5042; levenshtein=0.2143; semantic=0.5294; sequence_match=0.2609,False,0.4315,False,top-3 avg score 0.4315 < final_threshold 0.7
ObjectProperty,is friend with player,has Playing Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4206; levenshtein=0.1667; semantic=0.4985; sequence_match=0.3750,False,0.4314,False,top-3 avg score 0.4314 < final_threshold 0.7
ObjectProperty,involves character,has Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5557; levenshtein=0.2353; semantic=0.4138; sequence_match=0.3226,False,0.4307,False,top-3 avg score 0.4307 < final_threshold 0.7
ObjectProperty,is character in session,has Genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5988; levenshtein=0.2500; semantic=0.4061; sequence_match=0.2857,False,0.4302,False,top-3 avg score 0.4302 < final_threshold 0.7
ObjectProperty,involves player,has Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5470; levenshtein=0.1667; semantic=0.4311; sequence_match=0.3125,False,0.4302,False,top-3 avg score 0.4302 < final_threshold 0.7
ObjectProperty,owns character,made Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.0769; semantic=0.4273; sequence_match=0.3200,False,0.43,False,top-3 avg score 0.4300 < final_threshold 0.7
ObjectProperty,is character in session,has Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5321; levenshtein=0.2000; semantic=0.4020; sequence_match=0.3529,False,0.429,False,top-3 avg score 0.4290 < final_threshold 0.7
ObjectProperty,involves character,has Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4239; levenshtein=0.2353; semantic=0.5291; sequence_match=0.3333,False,0.4288,False,top-3 avg score 0.4288 < final_threshold 0.7
ObjectProperty,has item,lives In,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5079; levenshtein=0.0000; semantic=0.4913; sequence_match=0.2857,False,0.4283,False,top-3 avg score 0.4283 < final_threshold 0.7
ObjectProperty,lives in,has Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5079; levenshtein=0.0000; semantic=0.4913; sequence_match=0.2857,False,0.4283,False,top-3 avg score 0.4283 < final_threshold 0.7
ObjectProperty,is event associated to player,has Equipped Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2400; semantic=0.4277; sequence_match=0.3000,False,0.4278,False,top-3 avg score 0.4278 < final_threshold 0.7
ObjectProperty,is character in game,owns Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4951; levenshtein=0.1765; semantic=0.4675; sequence_match=0.3200,False,0.4275,False,top-3 avg score 0.4275 < final_threshold 0.7
ObjectProperty,owns character,plays Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.1538; semantic=0.5068; sequence_match=0.2727,False,0.4267,False,top-3 avg score 0.4267 < final_threshold 0.7
ObjectProperty,is session in game,has Genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5250; levenshtein=0.2000; semantic=0.4072; sequence_match=0.3478,False,0.4267,False,top-3 avg score 0.4267 < final_threshold 0.7
ObjectProperty,is friend with player,has Ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.2222; semantic=0.4607; sequence_match=0.2857,False,0.4266,False,top-3 avg score 0.4266 < final_threshold 0.7
ObjectProperty,lives in,has Obtained Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.1818; semantic=0.4895; sequence_match=0.2759,False,0.4264,False,top-3 avg score 0.4264 < final_threshold 0.7
ObjectProperty,is character in game,has Genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5343; levenshtein=0.2941; semantic=0.4247; sequence_match=0.3200,False,0.4263,False,top-3 avg score 0.4263 < final_threshold 0.7
ObjectProperty,is achievement in game,has Friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5497; levenshtein=0.1579; semantic=0.4431; sequence_match=0.2857,False,0.4262,False,top-3 avg score 0.4262 < final_threshold 0.7
ObjectProperty,has playing area,made Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5246; levenshtein=0.2143; semantic=0.4459; sequence_match=0.3077,False,0.4261,False,top-3 avg score 0.4261 < final_threshold 0.7
