role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,hasachievement,hasachievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,livesin,livesin,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasplayingarea,hasplayingarea,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,releasedate,hasreleasedate,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8074; levenshtein=0.7857; semantic=0.9390; sequence_match=0.8800,False,0.8754,True,selected
property,livesin,plays,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5619; levenshtein=0.1429; semantic=0.4840; sequence_match=0.3333,False,0.4597,False,top-3 avg score 0.4597 < final_threshold 0.6
property,iseventassociatedtoplayer,hasachievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5904; levenshtein=0.1600; semantic=0.4803; sequence_match=0.3077,False,0.4595,False,top-3 avg score 0.4595 < final_threshold 0.6
property,purchasesgameoffering,hasreleasedate,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5794; levenshtein=0.2857; semantic=0.3962; sequence_match=0.4000,False,0.4585,False,top-3 avg score 0.4585 < final_threshold 0.6
property,ownsachievement,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6056; levenshtein=0.2000; semantic=0.5085; sequence_match=0.2609,False,0.4583,False,top-3 avg score 0.4583 < final_threshold 0.6
property,purchasesgameoffering,hasreceived,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5777; levenshtein=0.2381; semantic=0.4190; sequence_match=0.3750,False,0.4573,False,top-3 avg score 0.4573 < final_threshold 0.6
property,releasedate,occursat,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5379; levenshtein=0.2727; semantic=0.4127; sequence_match=0.4211,False,0.4572,False,top-3 avg score 0.4572 < final_threshold 0.6
property,livesin,makespayment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5595; levenshtein=0.2500; semantic=0.4958; sequence_match=0.3158,False,0.4570,False,top-3 avg score 0.4570 < final_threshold 0.6
property,username,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.0000; semantic=0.6123; sequence_match=0.2667,False,0.4563,False,top-3 avg score 0.4563 < final_threshold 0.6
property,iseventassociatedtoplayer,hasreleasedate,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6510; levenshtein=0.2800; semantic=0.4366; sequence_match=0.2564,False,0.4559,False,top-3 avg score 0.4559 < final_threshold 0.6
property,hasgamegenre,canuse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1667; semantic=0.4508; sequence_match=0.3333,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.6
property,hasachievement,made,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5945; sequence_match=0.2222,False,0.4548,False,top-3 avg score 0.4548 < final_threshold 0.6
property,livesin,playswith,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2222; semantic=0.5263; sequence_match=0.2500,False,0.4545,False,top-3 avg score 0.4545 < final_threshold 0.6
property,ownsitem,hasiap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.5500; sequence_match=0.2857,False,0.4545,False,top-3 avg score 0.4545 < final_threshold 0.6
property,isfriendwithplayer,hasusername,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5707; levenshtein=0.1667; semantic=0.5848; sequence_match=0.2069,False,0.4541,False,top-3 avg score 0.4541 < final_threshold 0.6
property,iseventassociatedtoplayer,hasplayed,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.2800; semantic=0.4306; sequence_match=0.4118,False,0.4536,False,top-3 avg score 0.4536 < final_threshold 0.6
property,eventtime,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.1111; semantic=0.4378; sequence_match=0.3529,False,0.4534,False,top-3 avg score 0.4534 < final_threshold 0.6
property,eventtime,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5053; levenshtein=0.2222; semantic=0.4789; sequence_match=0.3750,False,0.4531,False,top-3 avg score 0.4531 < final_threshold 0.6
property,hasitem,existsin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.6017; sequence_match=0.2667,False,0.4528,False,top-3 avg score 0.4528 < final_threshold 0.6
property,isfriendwithplayer,hasachievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4868; levenshtein=0.0556; semantic=0.5560; sequence_match=0.3125,False,0.4518,False,top-3 avg score 0.4518 < final_threshold 0.6
property,username,hasplayed,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5504; sequence_match=0.2353,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.6
property,purchasesgameoffering,hasfriend,sequence_match+jaro_winkler+semantic,jaro_winkler=0.4646; levenshtein=0.2857; semantic=0.4206; sequence_match=0.4667,False,0.4506,False,top-3 avg score 0.4506 < final_threshold 0.6
property,hasitem,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5079; levenshtein=0.0000; semantic=0.5572; sequence_match=0.2857,False,0.4503,False,top-3 avg score 0.4503 < final_threshold 0.6
property,iseventassociatedtoplayer,hasiap,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5256; levenshtein=0.2000; semantic=0.4973; sequence_match=0.3226,False,0.4485,False,top-3 avg score 0.4485 < final_threshold 0.6
property,eventtime,hasreleasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5159; levenshtein=0.2143; semantic=0.4809; sequence_match=0.3478,False,0.4482,False,top-3 avg score 0.4482 < final_threshold 0.6
property,livesin,hasplayingarea,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.1429; semantic=0.5228; sequence_match=0.2857,False,0.4481,False,top-3 avg score 0.4481 < final_threshold 0.6
property,hasplayingarea,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.1429; semantic=0.5228; sequence_match=0.2857,False,0.4481,False,top-3 avg score 0.4481 < final_threshold 0.6
property,eventtime,existsin,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5694; levenshtein=0.3333; semantic=0.4414; sequence_match=0.2353,False,0.4481,False,top-3 avg score 0.4481 < final_threshold 0.6
property,livesin,hasreceived,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.5533; sequence_match=0.3333,False,0.4475,False,top-3 avg score 0.4475 < final_threshold 0.6
property,playsgame,makes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5407; levenshtein=0.1111; semantic=0.5152; sequence_match=0.2857,False,0.4472,False,top-3 avg score 0.4472 < final_threshold 0.6
property,iseventassociatedtoplayer,hasplayingarea,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4981; levenshtein=0.2000; semantic=0.4836; sequence_match=0.3590,False,0.4469,False,top-3 avg score 0.4469 < final_threshold 0.6
property,eventtime,hasreceived,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.1818; semantic=0.4379; sequence_match=0.3000,False,0.4469,False,top-3 avg score 0.4469 < final_threshold 0.6
property,eventtime,hasachievement,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4101; levenshtein=0.2143; semantic=0.4931; sequence_match=0.4348,False,0.4460,False,top-3 avg score 0.4460 < final_threshold 0.6
property,livesin,has,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.6365; sequence_match=0.2000,False,0.4428,False,top-3 avg score 0.4428 < final_threshold 0.6
property,hasitem,plays,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5619; levenshtein=0.0000; semantic=0.4307; sequence_match=0.3333,False,0.4420,False,top-3 avg score 0.4420 < final_threshold 0.6
property,ownsachievement,made,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.1333; semantic=0.5706; sequence_match=0.2105,False,0.4418,False,top-3 avg score 0.4418 < final_threshold 0.6
property,hasachievement,isplayedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5524; levenshtein=0.2143; semantic=0.5184; sequence_match=0.2500,False,0.4403,False,top-3 avg score 0.4403 < final_threshold 0.6
property,ownsachievement,occursat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5056; levenshtein=0.2000; semantic=0.4665; sequence_match=0.3478,False,0.4400,False,top-3 avg score 0.4400 < final_threshold 0.6
property,ownsachievement,hasplayed,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4870; levenshtein=0.1333; semantic=0.5818; sequence_match=0.2500,False,0.4396,False,top-3 avg score 0.4396 < final_threshold 0.6
property,purchasesgameoffering,hasplayingarea,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4841; levenshtein=0.2381; semantic=0.4338; sequence_match=0.4000,False,0.4393,False,top-3 avg score 0.4393 < final_threshold 0.6
property,isfriendwithplayer,existsin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.1111; semantic=0.4815; sequence_match=0.3077,False,0.4390,False,top-3 avg score 0.4390 < final_threshold 0.6
property,playsgame,hasreceived,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.0909; semantic=0.4799; sequence_match=0.3000,False,0.4384,False,top-3 avg score 0.4384 < final_threshold 0.6
property,ownsitem,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5579; sequence_match=0.2667,False,0.4382,False,top-3 avg score 0.4382 < final_threshold 0.6
property,ownsachievement,hasiap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5611; levenshtein=0.1333; semantic=0.5613; sequence_match=0.1905,False,0.4376,False,top-3 avg score 0.4376 < final_threshold 0.6
property,isfriendwithplayer,plays,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4185; levenshtein=0.2222; semantic=0.5451; sequence_match=0.3478,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.6
property,ownsachievement,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5294; levenshtein=0.1333; semantic=0.5971; sequence_match=0.1818,False,0.4361,False,top-3 avg score 0.4361 < final_threshold 0.6
property,releasedate,canuse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4798; levenshtein=0.1818; semantic=0.4739; sequence_match=0.3529,False,0.4356,False,top-3 avg score 0.4356 < final_threshold 0.6
property,username,hasplayingarea,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5119; levenshtein=0.2857; semantic=0.5079; sequence_match=0.2727,False,0.4352,False,top-3 avg score 0.4352 < final_threshold 0.6
property,livesin,hasusername,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.6264; sequence_match=0.2222,False,0.4349,False,top-3 avg score 0.4349 < final_threshold 0.6
property,iseventassociatedtoplayer,hasreceived,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6520; levenshtein=0.2000; semantic=0.4290; sequence_match=0.2222,False,0.4344,False,top-3 avg score 0.4344 < final_threshold 0.6
property,livesin,hasiap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3730; levenshtein=0.1429; semantic=0.6187; sequence_match=0.3077,False,0.4331,False,top-3 avg score 0.4331 < final_threshold 0.6
property,hasgamegenre,made,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.4933; sequence_match=0.2500,False,0.4330,False,top-3 avg score 0.4330 < final_threshold 0.6
property,iseventassociatedtoplayer,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4938; levenshtein=0.2000; semantic=0.5538; sequence_match=0.2500,False,0.4325,False,top-3 avg score 0.4325 < final_threshold 0.6
property,purchasesgameoffering,hasplayed,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.2381; semantic=0.5459; sequence_match=0.2667,False,0.4322,False,top-3 avg score 0.4322 < final_threshold 0.6
property,ownsitem,has,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.6287; sequence_match=0.1818,False,0.4322,False,top-3 avg score 0.4322 < final_threshold 0.6
property,username,isplayedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.2000; semantic=0.5157; sequence_match=0.3333,False,0.4321,False,top-3 avg score 0.4321 < final_threshold 0.6
property,releasedate,existsin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4773; levenshtein=0.1818; semantic=0.4993; sequence_match=0.3158,False,0.4308,False,top-3 avg score 0.4308 < final_threshold 0.6
property,username,made,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4583; levenshtein=0.2500; semantic=0.5837; sequence_match=0.1667,False,0.4307,False,top-3 avg score 0.4307 < final_threshold 0.6
property,ownsitem,hasreceived,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.1818; semantic=0.5371; sequence_match=0.3158,False,0.4304,False,top-3 avg score 0.4304 < final_threshold 0.6
property,eventtime,makespayment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.3813; sequence_match=0.3810,False,0.4300,False,top-3 avg score 0.4300 < final_threshold 0.6
property,username,existsin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0000; semantic=0.5644; sequence_match=0.2500,False,0.4289,False,top-3 avg score 0.4289 < final_threshold 0.6
property,hasitem,makespayment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.2500; semantic=0.4192; sequence_match=0.3158,False,0.4289,False,top-3 avg score 0.4289 < final_threshold 0.6
property,livesin,hasgenre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5274; sequence_match=0.2667,False,0.4281,False,top-3 avg score 0.4281 < final_threshold 0.6
property,eventtime,hastype,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5026; levenshtein=0.2222; semantic=0.5585; sequence_match=0.1250,False,0.4278,False,top-3 avg score 0.4278 < final_threshold 0.6
property,playsgame,made,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.2222; semantic=0.5192; sequence_match=0.3077,False,0.4269,False,top-3 avg score 0.4269 < final_threshold 0.6
property,hasgamegenre,makes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.1667; semantic=0.4984; sequence_match=0.2353,False,0.4260,False,top-3 avg score 0.4260 < final_threshold 0.6
property,ownsachievement,hasplayingarea,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4984; levenshtein=0.1333; semantic=0.5715; sequence_match=0.2069,False,0.4256,False,top-3 avg score 0.4256 < final_threshold 0.6
property,isfriendwithplayer,hasplayingarea,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4206; levenshtein=0.1667; semantic=0.4782; sequence_match=0.3750,False,0.4246,False,top-3 avg score 0.4246 < final_threshold 0.6
property,hasachievement,occursat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.4890; sequence_match=0.2727,False,0.4245,False,top-3 avg score 0.4245 < final_threshold 0.6
property,iseventassociatedtoplayer,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5879; levenshtein=0.1600; semantic=0.4354; sequence_match=0.2500,False,0.4244,False,top-3 avg score 0.4244 < final_threshold 0.6
property,username,has,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.6038; sequence_match=0.1818,False,0.4239,False,top-3 avg score 0.4239 < final_threshold 0.6
property,hasachievement,existsin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4187; levenshtein=0.1429; semantic=0.5778; sequence_match=0.2727,False,0.4230,False,top-3 avg score 0.4230 < final_threshold 0.6
property,purchasesgameoffering,plays,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5810; levenshtein=0.1429; semantic=0.4571; sequence_match=0.2308,False,0.4230,False,top-3 avg score 0.4230 < final_threshold 0.6
property,purchasesgameoffering,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5175; levenshtein=0.1905; semantic=0.4654; sequence_match=0.2857,False,0.4229,False,top-3 avg score 0.4229 < final_threshold 0.6
property,ownsitem,existsin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1250; semantic=0.5460; sequence_match=0.2500,False,0.4227,False,top-3 avg score 0.4227 < final_threshold 0.6
property,ownsitem,hasfriend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5694; levenshtein=0.1111; semantic=0.5801; sequence_match=0.1176,False,0.4224,False,top-3 avg score 0.4224 < final_threshold 0.6
property,hasplayingarea,canuse,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4603; levenshtein=0.2143; semantic=0.5062; sequence_match=0.3000,False,0.4222,False,top-3 avg score 0.4222 < final_threshold 0.6
property,hasitem,isplayedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5738; levenshtein=0.1000; semantic=0.4546; sequence_match=0.2353,False,0.4212,False,top-3 avg score 0.4212 < final_threshold 0.6
property,releasedate,makespayment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.1667; semantic=0.4289; sequence_match=0.2609,False,0.4201,False,top-3 avg score 0.4201 < final_threshold 0.6
property,purchasesgameoffering,hasiap,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1905; semantic=0.4012; sequence_match=0.2963,False,0.4182,False,top-3 avg score 0.4182 < final_threshold 0.6
property,hasgamegenre,plays,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.0833; semantic=0.4970; sequence_match=0.2353,False,0.4182,False,top-3 avg score 0.4182 < final_threshold 0.6
property,hasachievement,makes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4937; levenshtein=0.1429; semantic=0.5501; sequence_match=0.2105,False,0.4181,False,top-3 avg score 0.4181 < final_threshold 0.6
property,hasgamegenre,isplayedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4944; levenshtein=0.2500; semantic=0.4863; sequence_match=0.2727,False,0.4178,False,top-3 avg score 0.4178 < final_threshold 0.6
property,ownsitem,hasplayed,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.1111; semantic=0.5260; sequence_match=0.2353,False,0.4173,False,top-3 avg score 0.4173 < final_threshold 0.6
property,purchasesgameoffering,canuse,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.1905; semantic=0.4010; sequence_match=0.2222,False,0.4157,False,top-3 avg score 0.4157 < final_threshold 0.6
property,releasedate,hasgenre,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4545; levenshtein=0.2727; semantic=0.5170; sequence_match=0.2105,False,0.4148,False,top-3 avg score 0.4148 < final_threshold 0.6
property,ownsitem,hasgenre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0000; semantic=0.5166; sequence_match=0.2500,False,0.4129,False,top-3 avg score 0.4129 < final_threshold 0.6
property,purchasesgameoffering,isplayedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4468; levenshtein=0.2381; semantic=0.4683; sequence_match=0.3226,False,0.4126,False,top-3 avg score 0.4126 < final_threshold 0.6
property,hasachievement,plays,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5143; levenshtein=0.0714; semantic=0.5110; sequence_match=0.2105,False,0.4119,False,top-3 avg score 0.4119 < final_threshold 0.6
property,livesin,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.6618; sequence_match=0.1429,False,0.4111,False,top-3 avg score 0.4111 < final_threshold 0.6
property,hasitem,occursat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.4510; sequence_match=0.2667,False,0.4098,False,top-3 avg score 0.4098 < final_threshold 0.6
property,playsgame,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.4763; sequence_match=0.2500,False,0.4097,False,top-3 avg score 0.4097 < final_threshold 0.6
property,releasedate,makes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5131; levenshtein=0.1818; semantic=0.4628; sequence_match=0.2500,False,0.4086,False,top-3 avg score 0.4086 < final_threshold 0.6
property,hasplayingarea,makes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5143; levenshtein=0.1429; semantic=0.4998; sequence_match=0.2105,False,0.4082,False,top-3 avg score 0.4082 < final_threshold 0.6
property,livesin,made,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.5764; sequence_match=0.1818,False,0.4075,False,top-3 avg score 0.4075 < final_threshold 0.6
property,ownsachievement,isplayedin,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5444; levenshtein=0.2000; semantic=0.4769; sequence_match=0.0800,False,0.4071,False,top-3 avg score 0.4071 < final_threshold 0.6
property,isfriendwithplayer,makespayment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5370; levenshtein=0.1667; semantic=0.4171; sequence_match=0.2667,False,0.4069,False,top-3 avg score 0.4069 < final_threshold 0.6
property,ownsachievement,playswith,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4963; levenshtein=0.0667; semantic=0.5545; sequence_match=0.1667,False,0.4058,False,top-3 avg score 0.4058 < final_threshold 0.6
property,ownsitem,hasplayingarea,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.5237; sequence_match=0.1818,False,0.4058,False,top-3 avg score 0.4058 < final_threshold 0.6
property,hasachievement,playswith,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.0714; semantic=0.5588; sequence_match=0.0870,False,0.4055,False,top-3 avg score 0.4055 < final_threshold 0.6
property,ownsitem,hasreleasedate,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.4741; sequence_match=0.2727,False,0.4037,False,top-3 avg score 0.4037 < final_threshold 0.6
property,livesin,hasreleasedate,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.4794; sequence_match=0.2857,False,0.4006,False,top-3 avg score 0.4006 < final_threshold 0.6
property,isfriendwithplayer,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.1667; semantic=0.4025; sequence_match=0.3077,False,0.4003,False,top-3 avg score 0.4003 < final_threshold 0.6
property,iseventassociatedtoplayer,hasfriend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5244; levenshtein=0.1600; semantic=0.4396; sequence_match=0.2353,False,0.3998,False,top-3 avg score 0.3998 < final_threshold 0.6
property,isfriendwithplayer,hastype,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5146; levenshtein=0.1667; semantic=0.5103; sequence_match=0.1600,False,0.3972,False,top-3 avg score 0.3972 < final_threshold 0.6
property,hasplayingarea,existsin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4187; levenshtein=0.1429; semantic=0.5000; sequence_match=0.2727,False,0.3971,False,top-3 avg score 0.3971 < final_threshold 0.6
property,iseventassociatedtoplayer,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1600; semantic=0.4062; sequence_match=0.2424,False,0.3967,False,top-3 avg score 0.3967 < final_threshold 0.6
property,ownsitem,made,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.5617; sequence_match=0.1667,False,0.3956,False,top-3 avg score 0.3956 < final_threshold 0.6
property,releasedate,hasplayingarea,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4706; levenshtein=0.2143; semantic=0.4727; sequence_match=0.2400,False,0.3944,False,top-3 avg score 0.3944 < final_threshold 0.6
property,releasedate,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.5041; sequence_match=0.2222,False,0.3941,False,top-3 avg score 0.3941 < final_threshold 0.6
property,livesin,hasplayed,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.0000; semantic=0.5141; sequence_match=0.2500,False,0.3940,False,top-3 avg score 0.3940 < final_threshold 0.6
property,hasplayingarea,made,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.1429; semantic=0.5167; sequence_match=0.2222,False,0.3931,False,top-3 avg score 0.3931 < final_threshold 0.6
property,iseventassociatedtoplayer,hasusername,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4959; levenshtein=0.2000; semantic=0.4809; sequence_match=0.1667,False,0.3923,False,top-3 avg score 0.3923 < final_threshold 0.6
property,iseventassociatedtoplayer,existsin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5755; levenshtein=0.1600; semantic=0.4138; sequence_match=0.1818,False,0.3904,False,top-3 avg score 0.3904 < final_threshold 0.6
property,eventtime,hasfriend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.0000; semantic=0.4672; sequence_match=0.2222,False,0.3903,False,top-3 avg score 0.3903 < final_threshold 0.6
property,purchasesgameoffering,playswith,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4616; levenshtein=0.1905; semantic=0.5183; sequence_match=0.1333,False,0.3901,False,top-3 avg score 0.3901 < final_threshold 0.6
property,releasedate,made,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3939; levenshtein=0.2727; semantic=0.5022; sequence_match=0.1333,False,0.3896,False,top-3 avg score 0.3896 < final_threshold 0.6
property,iseventassociatedtoplayer,playswith,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4515; levenshtein=0.1600; semantic=0.4820; sequence_match=0.2353,False,0.3896,False,top-3 avg score 0.3896 < final_threshold 0.6
property,isfriendwithplayer,hasreceived,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4596; levenshtein=0.2222; semantic=0.4842; sequence_match=0.2069,False,0.3887,False,top-3 avg score 0.3887 < final_threshold 0.6
property,ownsachievement,makes,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4889; levenshtein=0.1333; semantic=0.5346; sequence_match=0.1000,False,0.3856,False,top-3 avg score 0.3856 < final_threshold 0.6
property,ownsachievement,existsin,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4139; levenshtein=0.2000; semantic=0.5344; sequence_match=0.0870,False,0.3828,False,top-3 avg score 0.3828 < final_threshold 0.6
property,eventtime,isplayedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4741; levenshtein=0.0000; semantic=0.4594; sequence_match=0.2105,False,0.3813,False,top-3 avg score 0.3813 < final_threshold 0.6
property,hasgamegenre,existsin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.0833; semantic=0.4673; sequence_match=0.2000,False,0.3798,False,top-3 avg score 0.3798 < final_threshold 0.6
property,purchasesgameoffering,made,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.0952; semantic=0.4463; sequence_match=0.1600,False,0.3793,False,top-3 avg score 0.3793 < final_threshold 0.6
property,ownsitem,makespayment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1667; semantic=0.5074; sequence_match=0.2000,False,0.3793,False,top-3 avg score 0.3793 < final_threshold 0.6
property,purchasesgameoffering,makes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4698; levenshtein=0.1429; semantic=0.4318; sequence_match=0.2308,False,0.3775,False,top-3 avg score 0.3775 < final_threshold 0.6
