prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,constraint,has constraint,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8231; levenshtein=0.7692; semantic=0.9340; sequence_match=0.8696,False,0.8755,True,selected
ObjectProperty,andSequence,has obligee,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5879; levenshtein=0.1818; semantic=0.4040; sequence_match=0.3810,False,0.4576,False,top-3 avg score 0.4576 < final_threshold 0.7
ObjectProperty,operator,has prohibition constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.1667; semantic=0.5111; sequence_match=0.2500,False,0.4574,False,top-3 avg score 0.4574 < final_threshold 0.7
ObjectProperty,operator,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4359; levenshtein=0.2308; semantic=0.5530; sequence_match=0.3810,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
ObjectProperty,leftOperand,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.3077; semantic=0.5568; sequence_match=0.3333,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
ObjectProperty,relation,contains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.5341; sequence_match=0.2500,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.7
ObjectProperty,conflict,has obligee,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5583; levenshtein=0.2000; semantic=0.4757; sequence_match=0.3333,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.7
ObjectProperty,assigner,has condition constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5508; levenshtein=0.2273; semantic=0.4806; sequence_match=0.3333,False,0.4549,False,top-3 avg score 0.4549 < final_threshold 0.7
ObjectProperty,operand,has grantee,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.3000; semantic=0.5454; sequence_match=0.3529,False,0.4545,False,top-3 avg score 0.4545 < final_threshold 0.7
ObjectProperty,inheritRelation,has grantor,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5794; levenshtein=0.2667; semantic=0.5173; sequence_match=0.1600,False,0.4544,False,top-3 avg score 0.4544 < final_threshold 0.7
ObjectProperty,relation,has condition constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.1818; semantic=0.5452; sequence_match=0.3333,False,0.4542,False,top-3 avg score 0.4542 < final_threshold 0.7
ObjectProperty,prohibition,has sub-constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5290; levenshtein=0.1875; semantic=0.5349; sequence_match=0.2963,False,0.4534,False,top-3 avg score 0.4534 < final_threshold 0.7
ObjectProperty,operand,has condition constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5011; levenshtein=0.1818; semantic=0.5825; sequence_match=0.2759,False,0.4531,False,top-3 avg score 0.4531 < final_threshold 0.7
ObjectProperty,operand,has grantor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.3000; semantic=0.5409; sequence_match=0.3529,False,0.453,False,top-3 avg score 0.4530 < final_threshold 0.7
ObjectProperty,target,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.2308; semantic=0.5463; sequence_match=0.3158,False,0.4526,False,top-3 avg score 0.4526 < final_threshold 0.7
ObjectProperty,failure,has obligee,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5738; levenshtein=0.3000; semantic=0.4291; sequence_match=0.3529,False,0.452,False,top-3 avg score 0.4520 < final_threshold 0.7
ObjectProperty,implies,has policy asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.2857; semantic=0.4388; sequence_match=0.3810,False,0.4518,False,top-3 avg score 0.4518 < final_threshold 0.7
ObjectProperty,permission,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5980; sequence_match=0.2609,False,0.4512,False,top-3 avg score 0.4512 < final_threshold 0.7
ObjectProperty,assigner,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6578; levenshtein=0.2069; semantic=0.4241; sequence_match=0.2703,False,0.4507,False,top-3 avg score 0.4507 < final_threshold 0.7
ObjectProperty,action,has obligor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4889; levenshtein=0.3000; semantic=0.4873; sequence_match=0.3750,False,0.4504,False,top-3 avg score 0.4504 < final_threshold 0.7
ObjectProperty,permission,has sub-constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5375; levenshtein=0.1250; semantic=0.5043; sequence_match=0.3077,False,0.4498,False,top-3 avg score 0.4498 < final_threshold 0.7
ObjectProperty,prohibition,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.1538; semantic=0.6193; sequence_match=0.2500,False,0.4497,False,top-3 avg score 0.4497 < final_threshold 0.7
ObjectProperty,or,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5256; levenshtein=0.1538; semantic=0.5561; sequence_match=0.2667,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.7
ObjectProperty,obligation,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5924; sequence_match=0.2609,False,0.4494,False,top-3 avg score 0.4494 < final_threshold 0.7
ObjectProperty,consequence,has condition constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.2273; semantic=0.5489; sequence_match=0.3030,False,0.449,False,top-3 avg score 0.4490 < final_threshold 0.7
ObjectProperty,Only One,has obligee,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5762; levenshtein=0.3000; semantic=0.4171; sequence_match=0.3529,False,0.4487,False,top-3 avg score 0.4487 < final_threshold 0.7
ObjectProperty,inheritRelation,has prohibition constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5944; levenshtein=0.2083; semantic=0.4432; sequence_match=0.3077,False,0.4484,False,top-3 avg score 0.4484 < final_threshold 0.7
ObjectProperty,scope,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5407; levenshtein=0.2222; semantic=0.5184; sequence_match=0.2857,False,0.4483,False,top-3 avg score 0.4483 < final_threshold 0.7
ObjectProperty,action,has grantor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4889; levenshtein=0.2000; semantic=0.4805; sequence_match=0.3750,False,0.4481,False,top-3 avg score 0.4481 < final_threshold 0.7
ObjectProperty,obligation,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5670; levenshtein=0.2414; semantic=0.4184; sequence_match=0.3590,False,0.4481,False,top-3 avg score 0.4481 < final_threshold 0.7
ObjectProperty,function,is activated on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5508; levenshtein=0.2273; semantic=0.4583; sequence_match=0.3333,False,0.4474,False,top-3 avg score 0.4474 < final_threshold 0.7
ObjectProperty,operand,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.5017; sequence_match=0.2500,False,0.4468,False,top-3 avg score 0.4468 < final_threshold 0.7
ObjectProperty,assigner,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.4175; sequence_match=0.3529,False,0.4466,False,top-3 avg score 0.4466 < final_threshold 0.7
ObjectProperty,operand,has sub-constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4276; levenshtein=0.2500; semantic=0.5596; sequence_match=0.3478,False,0.445,False,top-3 avg score 0.4450 < final_threshold 0.7
ObjectProperty,scope,has grantee,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.2000; semantic=0.5333; sequence_match=0.2667,False,0.4444,False,top-3 avg score 0.4444 < final_threshold 0.7
ObjectProperty,function,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6102; levenshtein=0.2069; semantic=0.3979; sequence_match=0.3243,False,0.4441,False,top-3 avg score 0.4441 < final_threshold 0.7
ObjectProperty,inheritFrom,has grantor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5848; levenshtein=0.1818; semantic=0.5565; sequence_match=0.1905,False,0.4439,False,top-3 avg score 0.4439 < final_threshold 0.7
ObjectProperty,scope,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6460; levenshtein=0.1379; semantic=0.4493; sequence_match=0.2353,False,0.4435,False,top-3 avg score 0.4435 < final_threshold 0.7
ObjectProperty,and,contains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4861; levenshtein=0.2500; semantic=0.4808; sequence_match=0.3636,False,0.4435,False,top-3 avg score 0.4435 < final_threshold 0.7
ObjectProperty,constraint,is activated on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5962; levenshtein=0.1818; semantic=0.4198; sequence_match=0.3125,False,0.4428,False,top-3 avg score 0.4428 < final_threshold 0.7
ObjectProperty,and,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6068; levenshtein=0.1538; semantic=0.4702; sequence_match=0.2500,False,0.4423,False,top-3 avg score 0.4423 < final_threshold 0.7
ObjectProperty,operator,has condition constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5508; levenshtein=0.1364; semantic=0.5091; sequence_match=0.2667,False,0.4422,False,top-3 avg score 0.4422 < final_threshold 0.7
ObjectProperty,leftOperand,has condition constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.2273; semantic=0.5280; sequence_match=0.3030,False,0.442,False,top-3 avg score 0.4420 < final_threshold 0.7
ObjectProperty,operand,has consequence duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5307; levenshtein=0.2222; semantic=0.4750; sequence_match=0.3200,False,0.4419,False,top-3 avg score 0.4419 < final_threshold 0.7
ObjectProperty,action,has policy asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5675; levenshtein=0.1429; semantic=0.4580; sequence_match=0.3000,False,0.4418,False,top-3 avg score 0.4418 < final_threshold 0.7
ObjectProperty,scope,has condition constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5788; levenshtein=0.1364; semantic=0.5243; sequence_match=0.2222,False,0.4418,False,top-3 avg score 0.4418 < final_threshold 0.7
ObjectProperty,assigner,has prohibition constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.2083; semantic=0.4683; sequence_match=0.3125,False,0.4418,False,top-3 avg score 0.4418 < final_threshold 0.7
ObjectProperty,remedy,has consequence duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.2222; semantic=0.5099; sequence_match=0.3333,False,0.4416,False,top-3 avg score 0.4416 < final_threshold 0.7
ObjectProperty,operator,has sub-constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1875; semantic=0.4906; sequence_match=0.3333,False,0.4413,False,top-3 avg score 0.4413 < final_threshold 0.7
ObjectProperty,function,has prohibition constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.5178; sequence_match=0.2500,False,0.4411,False,top-3 avg score 0.4411 < final_threshold 0.7
ObjectProperty,operator,has grantee,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.3000; semantic=0.5417; sequence_match=0.3333,False,0.4407,False,top-3 avg score 0.4407 < final_threshold 0.7
ObjectProperty,target,contains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.1250; semantic=0.5072; sequence_match=0.2857,False,0.4402,False,top-3 avg score 0.4402 < final_threshold 0.7
ObjectProperty,implies,contains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.2500; semantic=0.5397; sequence_match=0.2667,False,0.4394,False,top-3 avg score 0.4394 < final_threshold 0.7
ObjectProperty,function,has consequence duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5009; levenshtein=0.1667; semantic=0.5086; sequence_match=0.3077,False,0.4391,False,top-3 avg score 0.4391 < final_threshold 0.7
ObjectProperty,scope,has obligor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.1000; semantic=0.5149; sequence_match=0.2667,False,0.4383,False,top-3 avg score 0.4383 < final_threshold 0.7
ObjectProperty,conflict,has prohibition constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.2083; semantic=0.5210; sequence_match=0.3125,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.7
ObjectProperty,assignee,has prohibition constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.4422; sequence_match=0.3125,False,0.4367,False,top-3 avg score 0.4367 < final_threshold 0.7
ObjectProperty,andSequence,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.1818; semantic=0.4443; sequence_match=0.3158,False,0.4364,False,top-3 avg score 0.4364 < final_threshold 0.7
ObjectProperty,constraint,has policy asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5524; levenshtein=0.2143; semantic=0.5064; sequence_match=0.2500,False,0.4363,False,top-3 avg score 0.4363 < final_threshold 0.7
ObjectProperty,prohibition,has policy asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5372; levenshtein=0.1429; semantic=0.4488; sequence_match=0.3200,False,0.4353,False,top-3 avg score 0.4353 < final_threshold 0.7
ObjectProperty,permission,has condition constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5131; levenshtein=0.1364; semantic=0.5394; sequence_match=0.2500,False,0.4342,False,top-3 avg score 0.4342 < final_threshold 0.7
ObjectProperty,andSequence,has duty asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1667; semantic=0.3972; sequence_match=0.3478,False,0.434,False,top-3 avg score 0.4340 < final_threshold 0.7
ObjectProperty,assignee,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5967; levenshtein=0.2069; semantic=0.4346; sequence_match=0.2703,False,0.4339,False,top-3 avg score 0.4339 < final_threshold 0.7
ObjectProperty,relation,has sub-constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.5500; sequence_match=0.2500,False,0.4333,False,top-3 avg score 0.4333 < final_threshold 0.7
ObjectProperty,obligation,contains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.2000; semantic=0.4360; sequence_match=0.2222,False,0.4333,False,top-3 avg score 0.4333 < final_threshold 0.7
ObjectProperty,inheritRelation,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5250; levenshtein=0.2000; semantic=0.5129; sequence_match=0.2609,False,0.4329,False,top-3 avg score 0.4329 < final_threshold 0.7
ObjectProperty,inheritRelation,has condition constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5929; levenshtein=0.1818; semantic=0.4348; sequence_match=0.2703,False,0.4327,False,top-3 avg score 0.4327 < final_threshold 0.7
ObjectProperty,obligation,has consequence duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3778; levenshtein=0.0556; semantic=0.7049; sequence_match=0.2143,False,0.4323,False,top-3 avg score 0.4323 < final_threshold 0.7
ObjectProperty,partOf,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.5150; sequence_match=0.3158,False,0.4322,False,top-3 avg score 0.4322 < final_threshold 0.7
ObjectProperty,obligation,has sub-constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.1875; semantic=0.5184; sequence_match=0.2308,False,0.4321,False,top-3 avg score 0.4321 < final_threshold 0.7
ObjectProperty,andSequence,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4738; levenshtein=0.1538; semantic=0.4889; sequence_match=0.3333,False,0.432,False,top-3 avg score 0.4320 < final_threshold 0.7
ObjectProperty,and,has consequence duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5926; levenshtein=0.1667; semantic=0.4173; sequence_match=0.2857,False,0.4319,False,top-3 avg score 0.4319 < final_threshold 0.7
ObjectProperty,permission,has remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5315; levenshtein=0.0000; semantic=0.5521; sequence_match=0.2105,False,0.4314,False,top-3 avg score 0.4314 < final_threshold 0.7
ObjectProperty,permission,has policy asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4857; levenshtein=0.1429; semantic=0.4730; sequence_match=0.3333,False,0.4307,False,top-3 avg score 0.4307 < final_threshold 0.7
ObjectProperty,leftOperand,has grantor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5182; levenshtein=0.0909; semantic=0.4871; sequence_match=0.2857,False,0.4303,False,top-3 avg score 0.4303 < final_threshold 0.7
ObjectProperty,leftOperand,has grantee,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5182; levenshtein=0.0909; semantic=0.4834; sequence_match=0.2857,False,0.4291,False,top-3 avg score 0.4291 < final_threshold 0.7
ObjectProperty,obligation,has policy asset,semantic+sequence_match+jaro_winkler,jaro_winkler=0.3952; levenshtein=0.2143; semantic=0.4729; sequence_match=0.4167,False,0.4283,False,top-3 avg score 0.4283 < final_threshold 0.7
ObjectProperty,assignee,has condition constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4773; levenshtein=0.1818; semantic=0.4711; sequence_match=0.3333,False,0.4272,False,top-3 avg score 0.4272 < final_threshold 0.7
ObjectProperty,operator,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.5317; sequence_match=0.2500,False,0.4272,False,top-3 avg score 0.4272 < final_threshold 0.7
ObjectProperty,inheritRelation,has sub-constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6097; levenshtein=0.0625; semantic=0.4782; sequence_match=0.1935,False,0.4272,False,top-3 avg score 0.4272 < final_threshold 0.7
ObjectProperty,leftOperand,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.0909; semantic=0.4618; sequence_match=0.3000,False,0.4271,False,top-3 avg score 0.4271 < final_threshold 0.7
ObjectProperty,leftOperand,has sub-constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4557; levenshtein=0.2500; semantic=0.5279; sequence_match=0.2963,False,0.4266,False,top-3 avg score 0.4266 < final_threshold 0.7
ObjectProperty,Only One,has condition constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5844; levenshtein=0.1818; semantic=0.4195; sequence_match=0.2759,False,0.4266,False,top-3 avg score 0.4266 < final_threshold 0.7
ObjectProperty,target,has obligor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5111; levenshtein=0.2000; semantic=0.5154; sequence_match=0.2500,False,0.4255,False,top-3 avg score 0.4255 < final_threshold 0.7
ObjectProperty,Only One,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4799; levenshtein=0.2308; semantic=0.4961; sequence_match=0.3000,False,0.4253,False,top-3 avg score 0.4253 < final_threshold 0.7
ObjectProperty,leftOperand,has prohibition constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4874; levenshtein=0.2083; semantic=0.5008; sequence_match=0.2857,False,0.4246,False,top-3 avg score 0.4246 < final_threshold 0.7
ObjectProperty,inheritFrom,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5023; levenshtein=0.0769; semantic=0.5214; sequence_match=0.2500,False,0.4246,False,top-3 avg score 0.4246 < final_threshold 0.7
ObjectProperty,inheritFrom,has grantee,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5242; levenshtein=0.0909; semantic=0.5575; sequence_match=0.1905,False,0.4241,False,top-3 avg score 0.4241 < final_threshold 0.7
ObjectProperty,operator,contains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1250; semantic=0.5489; sequence_match=0.2500,False,0.4237,False,top-3 avg score 0.4237 < final_threshold 0.7
ObjectProperty,inheritRelation,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5496; levenshtein=0.2000; semantic=0.5072; sequence_match=0.2143,False,0.4237,False,top-3 avg score 0.4237 < final_threshold 0.7
ObjectProperty,or,has remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5370; levenshtein=0.1111; semantic=0.5510; sequence_match=0.1818,False,0.4233,False,top-3 avg score 0.4233 < final_threshold 0.7
ObjectProperty,prohibition,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5844; levenshtein=0.2069; semantic=0.3852; sequence_match=0.3000,False,0.4232,False,top-3 avg score 0.4232 < final_threshold 0.7
ObjectProperty,or,contains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1250; semantic=0.5248; sequence_match=0.2000,False,0.4222,False,top-3 avg score 0.4222 < final_threshold 0.7
ObjectProperty,implies,has prohibition constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4960; levenshtein=0.1250; semantic=0.5768; sequence_match=0.1935,False,0.4221,False,top-3 avg score 0.4221 < final_threshold 0.7
ObjectProperty,and,has grantor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.2000; semantic=0.4794; sequence_match=0.3077,False,0.4216,False,top-3 avg score 0.4216 < final_threshold 0.7
ObjectProperty,andSequence,has condition constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4949; levenshtein=0.1818; semantic=0.4666; sequence_match=0.3030,False,0.4215,False,top-3 avg score 0.4215 < final_threshold 0.7
ObjectProperty,failure,has duty asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5595; levenshtein=0.2500; semantic=0.3873; sequence_match=0.3158,False,0.4209,False,top-3 avg score 0.4209 < final_threshold 0.7
ObjectProperty,permission,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5253; levenshtein=0.1724; semantic=0.4809; sequence_match=0.2564,False,0.4209,False,top-3 avg score 0.4209 < final_threshold 0.7
ObjectProperty,andSequence,contains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.0909; semantic=0.4908; sequence_match=0.3158,False,0.4204,False,top-3 avg score 0.4204 < final_threshold 0.7
ObjectProperty,and,has duty asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.1667; semantic=0.3823; sequence_match=0.2667,False,0.42,False,top-3 avg score 0.4200 < final_threshold 0.7
ObjectProperty,or,has obligee,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.1000; semantic=0.5575; sequence_match=0.1667,False,0.4192,False,top-3 avg score 0.4192 < final_threshold 0.7
ObjectProperty,andSequence,has sub-constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5290; levenshtein=0.1250; semantic=0.4321; sequence_match=0.2963,False,0.4191,False,top-3 avg score 0.4191 < final_threshold 0.7
ObjectProperty,target,has duty asset,semantic+sequence_match+levenshtein,jaro_winkler=0.3333; levenshtein=0.3333; semantic=0.4785; sequence_match=0.4444,False,0.4188,False,top-3 avg score 0.4188 < final_threshold 0.7
ObjectProperty,partOf,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.2222; semantic=0.4706; sequence_match=0.2667,False,0.4186,False,top-3 avg score 0.4186 < final_threshold 0.7
ObjectProperty,Only One,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5622; levenshtein=0.2069; semantic=0.3586; sequence_match=0.3333,False,0.4181,False,top-3 avg score 0.4181 < final_threshold 0.7
ObjectProperty,constraint,has remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4741; levenshtein=0.1000; semantic=0.5668; sequence_match=0.2105,False,0.4171,False,top-3 avg score 0.4171 < final_threshold 0.7
ObjectProperty,leftOperand,has obligee,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4606; levenshtein=0.0909; semantic=0.5041; sequence_match=0.2857,False,0.4168,False,top-3 avg score 0.4168 < final_threshold 0.7
ObjectProperty,scope,is activated on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5773; levenshtein=0.1818; semantic=0.3767; sequence_match=0.2963,False,0.4168,False,top-3 avg score 0.4168 < final_threshold 0.7
ObjectProperty,target,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6019; levenshtein=0.1034; semantic=0.4768; sequence_match=0.1714,False,0.4167,False,top-3 avg score 0.4167 < final_threshold 0.7
ObjectProperty,or,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6897; levenshtein=0.0690; semantic=0.4310; sequence_match=0.1290,False,0.4165,False,top-3 avg score 0.4165 < final_threshold 0.7
ObjectProperty,action,has grantee,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5111; levenshtein=0.2000; semantic=0.4873; sequence_match=0.2500,False,0.4161,False,top-3 avg score 0.4161 < final_threshold 0.7
ObjectProperty,conflict,is activated on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5076; levenshtein=0.2273; semantic=0.4071; sequence_match=0.3333,False,0.416,False,top-3 avg score 0.4160 < final_threshold 0.7
ObjectProperty,implies,has obligor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.5450; sequence_match=0.2353,False,0.4151,False,top-3 avg score 0.4151 < final_threshold 0.7
ObjectProperty,and,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.2222; semantic=0.4298; sequence_match=0.3333,False,0.4149,False,top-3 avg score 0.4149 < final_threshold 0.7
ObjectProperty,leftOperand,has obligor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4606; levenshtein=0.0909; semantic=0.4968; sequence_match=0.2857,False,0.4144,False,top-3 avg score 0.4144 < final_threshold 0.7
ObjectProperty,obligation,has duty asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4556; levenshtein=0.0833; semantic=0.6057; sequence_match=0.1818,False,0.4144,False,top-3 avg score 0.4144 < final_threshold 0.7
ObjectProperty,relation,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.4916; sequence_match=0.2500,False,0.4139,False,top-3 avg score 0.4139 < final_threshold 0.7
ObjectProperty,operator,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5412; levenshtein=0.1724; semantic=0.4292; sequence_match=0.2703,False,0.4135,False,top-3 avg score 0.4135 < final_threshold 0.7
ObjectProperty,action,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1250; semantic=0.5221; sequence_match=0.2857,False,0.4128,False,top-3 avg score 0.4128 < final_threshold 0.7
ObjectProperty,permission,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.2000; semantic=0.5326; sequence_match=0.2222,False,0.4127,False,top-3 avg score 0.4127 < final_threshold 0.7
ObjectProperty,andSequence,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.1818; semantic=0.4353; sequence_match=0.2000,False,0.4127,False,top-3 avg score 0.4127 < final_threshold 0.7
ObjectProperty,partOf,has obligor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5111; levenshtein=0.2000; semantic=0.4759; sequence_match=0.2500,False,0.4123,False,top-3 avg score 0.4123 < final_threshold 0.7
ObjectProperty,consequence,has obligee,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5045; levenshtein=0.1818; semantic=0.4460; sequence_match=0.2857,False,0.4121,False,top-3 avg score 0.4121 < final_threshold 0.7
