prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,permission,has Permission,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8231; levenshtein=0.7692; semantic=0.9382; sequence_match=0.8696,False,0.877,True,selected
ObjectProperty,assignee,has Remediation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.2143; semantic=0.4367; sequence_match=0.3636,False,0.4648,False,top-3 avg score 0.4648 < final_threshold 0.7
ObjectProperty,inheritRelation,has Right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.2000; semantic=0.5364; sequence_match=0.3478,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.7
ObjectProperty,hasPolicy,is Part Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.2222; semantic=0.4712; sequence_match=0.3529,False,0.463,False,top-3 avg score 0.4630 < final_threshold 0.7
ObjectProperty,inheritRelation,is Part Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5250; levenshtein=0.2667; semantic=0.5143; sequence_match=0.3478,False,0.4624,False,top-3 avg score 0.4624 < final_threshold 0.7
ObjectProperty,action,has Contract Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6486; levenshtein=0.1875; semantic=0.4652; sequence_match=0.2727,False,0.4622,False,top-3 avg score 0.4622 < final_threshold 0.7
ObjectProperty,failure,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6043; levenshtein=0.2069; semantic=0.4489; sequence_match=0.3333,False,0.4622,False,top-3 avg score 0.4622 < final_threshold 0.7
ObjectProperty,remedy,has Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.5387; sequence_match=0.3077,False,0.462,False,top-3 avg score 0.4620 < final_threshold 0.7
ObjectProperty,scope,is Part Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1250; semantic=0.5280; sequence_match=0.3077,False,0.4619,False,top-3 avg score 0.4619 < final_threshold 0.7
ObjectProperty,function,has Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5353; levenshtein=0.2308; semantic=0.5613; sequence_match=0.2857,False,0.4608,False,top-3 avg score 0.4608 < final_threshold 0.7
ObjectProperty,hasPolicy,provides Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.2778; semantic=0.5107; sequence_match=0.3704,False,0.4603,False,top-3 avg score 0.4603 < final_threshold 0.7
ObjectProperty,operator,has Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5998; sequence_match=0.2667,False,0.4594,False,top-3 avg score 0.4594 < final_threshold 0.7
ObjectProperty,obligation,provides Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5407; levenshtein=0.1667; semantic=0.4779; sequence_match=0.3571,False,0.4586,False,top-3 avg score 0.4586 < final_threshold 0.7
ObjectProperty,duty,has Consequent Duty,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.2353; semantic=0.7591; sequence_match=0.3810,False,0.4584,False,top-3 avg score 0.4584 < final_threshold 0.7
ObjectProperty,operand,has Consequent Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5361; levenshtein=0.2353; semantic=0.5023; sequence_match=0.3333,False,0.4573,False,top-3 avg score 0.4573 < final_threshold 0.7
ObjectProperty,action,has Right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.5572; sequence_match=0.2857,False,0.4569,False,top-3 avg score 0.4569 < final_threshold 0.7
ObjectProperty,operator,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4359; levenshtein=0.2308; semantic=0.5530; sequence_match=0.3810,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
ObjectProperty,leftOperand,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.3077; semantic=0.5568; sequence_match=0.3333,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
ObjectProperty,assigner,has Contract Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1875; semantic=0.4490; sequence_match=0.3333,False,0.4552,False,top-3 avg score 0.4552 < final_threshold 0.7
ObjectProperty,hasPolicy,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5396; levenshtein=0.2632; semantic=0.4686; sequence_match=0.3571,False,0.4551,False,top-3 avg score 0.4551 < final_threshold 0.7
ObjectProperty,implies,provides Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5146; levenshtein=0.2222; semantic=0.5293; sequence_match=0.3200,False,0.4546,False,top-3 avg score 0.4546 < final_threshold 0.7
ObjectProperty,function,has Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5827; sequence_match=0.2667,False,0.4537,False,top-3 avg score 0.4537 < final_threshold 0.7
ObjectProperty,implies,has Logical Operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5189; levenshtein=0.1765; semantic=0.5913; sequence_match=0.2500,False,0.4534,False,top-3 avg score 0.4534 < final_threshold 0.7
ObjectProperty,partOf,has Remediation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4921; levenshtein=0.2857; semantic=0.4659; sequence_match=0.4000,False,0.4527,False,top-3 avg score 0.4527 < final_threshold 0.7
ObjectProperty,target,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.2308; semantic=0.5463; sequence_match=0.3158,False,0.4526,False,top-3 avg score 0.4526 < final_threshold 0.7
ObjectProperty,inheritRelation,has Logical Operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.1176; semantic=0.5006; sequence_match=0.3125,False,0.452,False,top-3 avg score 0.4520 < final_threshold 0.7
ObjectProperty,conflict,has Right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.6052; sequence_match=0.2500,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.7
ObjectProperty,scope,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5868; levenshtein=0.1579; semantic=0.5178; sequence_match=0.2500,False,0.4515,False,top-3 avg score 0.4515 < final_threshold 0.7
ObjectProperty,permission,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5980; sequence_match=0.2609,False,0.4512,False,top-3 avg score 0.4512 < final_threshold 0.7
ObjectProperty,assigner,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6578; levenshtein=0.2069; semantic=0.4241; sequence_match=0.2703,False,0.4507,False,top-3 avg score 0.4507 < final_threshold 0.7
ObjectProperty,permission,has Right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.1000; semantic=0.6816; sequence_match=0.2222,False,0.4504,False,top-3 avg score 0.4504 < final_threshold 0.7
ObjectProperty,and,has Consequent Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5948; levenshtein=0.1765; semantic=0.4561; sequence_match=0.3000,False,0.4503,False,top-3 avg score 0.4503 < final_threshold 0.7
ObjectProperty,operator,has Role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5927; sequence_match=0.2667,False,0.4498,False,top-3 avg score 0.4498 < final_threshold 0.7
ObjectProperty,andSequence,has Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5617; levenshtein=0.1818; semantic=0.4541; sequence_match=0.3333,False,0.4497,False,top-3 avg score 0.4497 < final_threshold 0.7
ObjectProperty,prohibition,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.1538; semantic=0.6193; sequence_match=0.2500,False,0.4497,False,top-3 avg score 0.4497 < final_threshold 0.7
ObjectProperty,or,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5256; levenshtein=0.1538; semantic=0.5561; sequence_match=0.2667,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.7
ObjectProperty,obligation,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5924; sequence_match=0.2609,False,0.4494,False,top-3 avg score 0.4494 < final_threshold 0.7
ObjectProperty,leftOperand,has Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4738; levenshtein=0.0769; semantic=0.5383; sequence_match=0.3333,False,0.4485,False,top-3 avg score 0.4485 < final_threshold 0.7
ObjectProperty,obligation,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5670; levenshtein=0.2414; semantic=0.4184; sequence_match=0.3590,False,0.4481,False,top-3 avg score 0.4481 < final_threshold 0.7
ObjectProperty,partOf,has Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.4959; sequence_match=0.3077,False,0.4478,False,top-3 avg score 0.4478 < final_threshold 0.7
ObjectProperty,operand,has Nested Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5107; levenshtein=0.2105; semantic=0.5238; sequence_match=0.3077,False,0.4474,False,top-3 avg score 0.4474 < final_threshold 0.7
ObjectProperty,assigner,has Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5633; sequence_match=0.2667,False,0.4473,False,top-3 avg score 0.4473 < final_threshold 0.7
ObjectProperty,andSequence,has Role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1818; semantic=0.4387; sequence_match=0.3333,False,0.4464,False,top-3 avg score 0.4464 < final_threshold 0.7
ObjectProperty,andSequence,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5911; levenshtein=0.2632; semantic=0.4146; sequence_match=0.3333,False,0.4464,False,top-3 avg score 0.4464 < final_threshold 0.7
ObjectProperty,inheritRelation,has Consequent Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5309; levenshtein=0.0588; semantic=0.5579; sequence_match=0.2500,False,0.4463,False,top-3 avg score 0.4463 < final_threshold 0.7
ObjectProperty,function,has Remediation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2857; semantic=0.4609; sequence_match=0.3636,False,0.4455,False,top-3 avg score 0.4455 < final_threshold 0.7
ObjectProperty,conflict,has Role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5579; sequence_match=0.2667,False,0.4455,False,top-3 avg score 0.4455 < final_threshold 0.7
ObjectProperty,conflict,activated upon failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5631; levenshtein=0.2273; semantic=0.4376; sequence_match=0.3333,False,0.4447,False,top-3 avg score 0.4447 < final_threshold 0.7
ObjectProperty,action,has Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.5885; sequence_match=0.3077,False,0.4442,False,top-3 avg score 0.4442 < final_threshold 0.7
ObjectProperty,function,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6102; levenshtein=0.2069; semantic=0.3979; sequence_match=0.3243,False,0.4441,False,top-3 avg score 0.4441 < final_threshold 0.7
ObjectProperty,relation,has Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5527; sequence_match=0.2667,False,0.4438,False,top-3 avg score 0.4438 < final_threshold 0.7
ObjectProperty,scope,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6460; levenshtein=0.1379; semantic=0.4493; sequence_match=0.2353,False,0.4435,False,top-3 avg score 0.4435 < final_threshold 0.7
ObjectProperty,relation,has Nested Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4961; levenshtein=0.1579; semantic=0.5376; sequence_match=0.2963,False,0.4433,False,top-3 avg score 0.4433 < final_threshold 0.7
ObjectProperty,operand,has Negated Element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5189; levenshtein=0.1765; semantic=0.5607; sequence_match=0.2500,False,0.4432,False,top-3 avg score 0.4432 < final_threshold 0.7
ObjectProperty,and,has Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6068; levenshtein=0.1538; semantic=0.4702; sequence_match=0.2500,False,0.4423,False,top-3 avg score 0.4423 < final_threshold 0.7
ObjectProperty,inheritFrom,has Role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.5368; sequence_match=0.3333,False,0.442,False,top-3 avg score 0.4420 < final_threshold 0.7
ObjectProperty,operator,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5627; levenshtein=0.1579; semantic=0.4670; sequence_match=0.2963,False,0.442,False,top-3 avg score 0.4420 < final_threshold 0.7
ObjectProperty,or,has Role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5553; sequence_match=0.2222,False,0.4417,False,top-3 avg score 0.4417 < final_threshold 0.7
ObjectProperty,or,has Right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5417; levenshtein=0.1250; semantic=0.5834; sequence_match=0.2000,False,0.4417,False,top-3 avg score 0.4417 < final_threshold 0.7
ObjectProperty,failure,has Remediation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.1429; semantic=0.5001; sequence_match=0.2857,False,0.4405,False,top-3 avg score 0.4405 < final_threshold 0.7
ObjectProperty,implies,has Role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.0000; semantic=0.5095; sequence_match=0.2857,False,0.4397,False,top-3 avg score 0.4397 < final_threshold 0.7
ObjectProperty,operator,provides Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5009; levenshtein=0.1667; semantic=0.5101; sequence_match=0.3077,False,0.4396,False,top-3 avg score 0.4396 < final_threshold 0.7
ObjectProperty,inheritRelation,has Role,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.5891; sequence_match=0.1818,False,0.4395,False,top-3 avg score 0.4395 < final_threshold 0.7
ObjectProperty,obligation,is Part Of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6333; levenshtein=0.2000; semantic=0.4850; sequence_match=0.1111,False,0.4394,False,top-3 avg score 0.4394 < final_threshold 0.7
ObjectProperty,failure,has Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.2857; semantic=0.5083; sequence_match=0.2857,False,0.4393,False,top-3 avg score 0.4393 < final_threshold 0.7
ObjectProperty,consequence,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5093; levenshtein=0.2105; semantic=0.4742; sequence_match=0.3333,False,0.439,False,top-3 avg score 0.4390 < final_threshold 0.7
ObjectProperty,inheritRelation,has Negated Element,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5617; levenshtein=0.2353; semantic=0.3802; sequence_match=0.3750,False,0.4389,False,top-3 avg score 0.4389 < final_threshold 0.7
ObjectProperty,assigner,has Negated Element,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5730; levenshtein=0.2353; semantic=0.4220; sequence_match=0.3200,False,0.4384,False,top-3 avg score 0.4384 < final_threshold 0.7
ObjectProperty,implies,has Permission,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5663; levenshtein=0.2308; semantic=0.5163; sequence_match=0.2000,False,0.4378,False,top-3 avg score 0.4378 < final_threshold 0.7
ObjectProperty,function,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5627; levenshtein=0.2105; semantic=0.4534; sequence_match=0.2963,False,0.4375,False,top-3 avg score 0.4375 < final_threshold 0.7
ObjectProperty,inheritFrom,has Contract Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5290; levenshtein=0.1875; semantic=0.4861; sequence_match=0.2963,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.7
ObjectProperty,function,activated upon failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5076; levenshtein=0.1818; semantic=0.4702; sequence_match=0.3333,False,0.437,False,top-3 avg score 0.4370 < final_threshold 0.7
ObjectProperty,andSequence,has Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.1818; semantic=0.4443; sequence_match=0.3158,False,0.4364,False,top-3 avg score 0.4364 < final_threshold 0.7
ObjectProperty,partOf,activated upon failure of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6202; levenshtein=0.2273; semantic=0.3318; sequence_match=0.3571,False,0.4364,False,top-3 avg score 0.4364 < final_threshold 0.7
ObjectProperty,prohibition,is Part Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5598; levenshtein=0.1818; semantic=0.4307; sequence_match=0.3158,False,0.4355,False,top-3 avg score 0.4355 < final_threshold 0.7
ObjectProperty,constraint,has Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.1000; semantic=0.5750; sequence_match=0.2353,False,0.4352,False,top-3 avg score 0.4352 < final_threshold 0.7
ObjectProperty,failure,has Logical Operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5189; levenshtein=0.2353; semantic=0.4525; sequence_match=0.3333,False,0.4349,False,top-3 avg score 0.4349 < final_threshold 0.7
ObjectProperty,inheritRelation,has Contract Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4919; levenshtein=0.1250; semantic=0.4897; sequence_match=0.3226,False,0.4347,False,top-3 avg score 0.4347 < final_threshold 0.7
ObjectProperty,remedy,has Consequent Duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4837; levenshtein=0.2353; semantic=0.4714; sequence_match=0.3478,False,0.4343,False,top-3 avg score 0.4343 < final_threshold 0.7
ObjectProperty,obligation,has Consequent Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3784; levenshtein=0.1176; semantic=0.7016; sequence_match=0.2222,False,0.4341,False,top-3 avg score 0.4341 < final_threshold 0.7
ObjectProperty,leftOperand,has Remediation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5469; levenshtein=0.1429; semantic=0.4349; sequence_match=0.3200,False,0.4339,False,top-3 avg score 0.4339 < final_threshold 0.7
ObjectProperty,assignee,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5967; levenshtein=0.2069; semantic=0.4346; sequence_match=0.2703,False,0.4339,False,top-3 avg score 0.4339 < final_threshold 0.7
ObjectProperty,inheritRelation,has Asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5250; levenshtein=0.2000; semantic=0.5129; sequence_match=0.2609,False,0.4329,False,top-3 avg score 0.4329 < final_threshold 0.7
ObjectProperty,constraint,has Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5615; levenshtein=0.1538; semantic=0.5632; sequence_match=0.1739,False,0.4329,False,top-3 avg score 0.4329 < final_threshold 0.7
ObjectProperty,inheritRelation,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6495; levenshtein=0.1579; semantic=0.4712; sequence_match=0.1765,False,0.4324,False,top-3 avg score 0.4324 < final_threshold 0.7
ObjectProperty,partOf,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.5150; sequence_match=0.3158,False,0.4322,False,top-3 avg score 0.4322 < final_threshold 0.7
ObjectProperty,relation,has Right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.5462; sequence_match=0.2500,False,0.4321,False,top-3 avg score 0.4321 < final_threshold 0.7
ObjectProperty,andSequence,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4738; levenshtein=0.1538; semantic=0.4889; sequence_match=0.3333,False,0.432,False,top-3 avg score 0.4320 < final_threshold 0.7
ObjectProperty,permission,has Logical Operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4618; levenshtein=0.1765; semantic=0.5377; sequence_match=0.2963,False,0.4319,False,top-3 avg score 0.4319 < final_threshold 0.7
ObjectProperty,assignee,has Contract Party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5208; levenshtein=0.1250; semantic=0.5234; sequence_match=0.2500,False,0.4314,False,top-3 avg score 0.4314 < final_threshold 0.7
ObjectProperty,relation,provides Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5009; levenshtein=0.2222; semantic=0.4802; sequence_match=0.3077,False,0.4296,False,top-3 avg score 0.4296 < final_threshold 0.7
ObjectProperty,leftOperand,has Negated Element,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5217; levenshtein=0.2353; semantic=0.5290; sequence_match=0.2143,False,0.4287,False,top-3 avg score 0.4287 < final_threshold 0.7
ObjectProperty,operator,has Right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1250; semantic=0.5633; sequence_match=0.2500,False,0.4285,False,top-3 avg score 0.4285 < final_threshold 0.7
ObjectProperty,or,has Logical Operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5196; levenshtein=0.1176; semantic=0.5552; sequence_match=0.2105,False,0.4284,False,top-3 avg score 0.4284 < final_threshold 0.7
ObjectProperty,relation,has Contract Party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5125; levenshtein=0.1250; semantic=0.5217; sequence_match=0.2500,False,0.4281,False,top-3 avg score 0.4281 < final_threshold 0.7
ObjectProperty,operator,has Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.5317; sequence_match=0.2500,False,0.4272,False,top-3 avg score 0.4272 < final_threshold 0.7
ObjectProperty,operand,provides Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5635; levenshtein=0.1667; semantic=0.4730; sequence_match=0.2400,False,0.4255,False,top-3 avg score 0.4255 < final_threshold 0.7
ObjectProperty,Only One,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4799; levenshtein=0.2308; semantic=0.4961; sequence_match=0.3000,False,0.4253,False,top-3 avg score 0.4253 < final_threshold 0.7
ObjectProperty,consequence,has Remediation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5498; levenshtein=0.0714; semantic=0.5656; sequence_match=0.1600,False,0.4251,False,top-3 avg score 0.4251 < final_threshold 0.7
ObjectProperty,conflict,has Nested Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3999; levenshtein=0.2632; semantic=0.5048; sequence_match=0.3704,False,0.425,False,top-3 avg score 0.4250 < final_threshold 0.7
ObjectProperty,inheritFrom,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5023; levenshtein=0.0769; semantic=0.5214; sequence_match=0.2500,False,0.4246,False,top-3 avg score 0.4246 < final_threshold 0.7
ObjectProperty,partOf,has Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.2308; semantic=0.4898; sequence_match=0.3158,False,0.4238,False,top-3 avg score 0.4238 < final_threshold 0.7
ObjectProperty,inheritRelation,has Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5496; levenshtein=0.2000; semantic=0.5072; sequence_match=0.2143,False,0.4237,False,top-3 avg score 0.4237 < final_threshold 0.7
ObjectProperty,prohibition,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5844; levenshtein=0.2069; semantic=0.3852; sequence_match=0.3000,False,0.4232,False,top-3 avg score 0.4232 < final_threshold 0.7
ObjectProperty,inheritFrom,has Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.5571; sequence_match=0.2222,False,0.4228,False,top-3 avg score 0.4228 < final_threshold 0.7
ObjectProperty,constraint,activated upon failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5299; levenshtein=0.1818; semantic=0.4258; sequence_match=0.3125,False,0.4227,False,top-3 avg score 0.4227 < final_threshold 0.7
ObjectProperty,hasPolicy,has Negated Element,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5599; levenshtein=0.2353; semantic=0.4002; sequence_match=0.3077,False,0.4226,False,top-3 avg score 0.4226 < final_threshold 0.7
ObjectProperty,permission,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5253; levenshtein=0.1724; semantic=0.4809; sequence_match=0.2564,False,0.4209,False,top-3 avg score 0.4209 < final_threshold 0.7
ObjectProperty,constraint,has Remediation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5651; levenshtein=0.1429; semantic=0.5300; sequence_match=0.1667,False,0.4206,False,top-3 avg score 0.4206 < final_threshold 0.7
ObjectProperty,failure,has Permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.1538; semantic=0.5187; sequence_match=0.2000,False,0.4206,False,top-3 avg score 0.4206 < final_threshold 0.7
ObjectProperty,target,has Negated Element,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5507; levenshtein=0.2353; semantic=0.4462; sequence_match=0.2609,False,0.4192,False,top-3 avg score 0.4192 < final_threshold 0.7
ObjectProperty,prohibition,has Nested Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4392; levenshtein=0.1053; semantic=0.5496; sequence_match=0.2667,False,0.4185,False,top-3 avg score 0.4185 < final_threshold 0.7
ObjectProperty,or,is Part Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1250; semantic=0.5129; sequence_match=0.2000,False,0.4182,False,top-3 avg score 0.4182 < final_threshold 0.7
ObjectProperty,Only One,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5622; levenshtein=0.2069; semantic=0.3586; sequence_match=0.3333,False,0.4181,False,top-3 avg score 0.4181 < final_threshold 0.7
ObjectProperty,prohibition,has Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.5402; sequence_match=0.2222,False,0.4172,False,top-3 avg score 0.4172 < final_threshold 0.7
ObjectProperty,function,has Consequent Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4951; levenshtein=0.1176; semantic=0.5162; sequence_match=0.2400,False,0.4171,False,top-3 avg score 0.4171 < final_threshold 0.7
ObjectProperty,target,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6019; levenshtein=0.1034; semantic=0.4768; sequence_match=0.1714,False,0.4167,False,top-3 avg score 0.4167 < final_threshold 0.7
ObjectProperty,or,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6897; levenshtein=0.0690; semantic=0.4310; sequence_match=0.1290,False,0.4165,False,top-3 avg score 0.4165 < final_threshold 0.7
ObjectProperty,relation,has Logical Operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4118; levenshtein=0.2353; semantic=0.5975; sequence_match=0.2400,False,0.4164,False,top-3 avg score 0.4164 < final_threshold 0.7
ObjectProperty,partOf,provides Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.1111; semantic=0.4507; sequence_match=0.2500,False,0.4157,False,top-3 avg score 0.4157 < final_threshold 0.7
ObjectProperty,failure,has Right,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.4888; sequence_match=0.2667,False,0.4152,False,top-3 avg score 0.4152 < final_threshold 0.7
ObjectProperty,operator,has Consequent Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4951; levenshtein=0.1765; semantic=0.5102; sequence_match=0.2400,False,0.4151,False,top-3 avg score 0.4151 < final_threshold 0.7
