prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,hasBody,has body,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,hasColor,has color,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,hasVintageYear,has vintage year,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,hasWineDescriptor,has wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8824; levenshtein=0.4118; semantic=0.7368; sequence_match=0.5833,False,0.7342,True,selected
ObjectProperty,hasVintageYear,produces grape,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5189; levenshtein=0.0714; semantic=0.5021; sequence_match=0.1481,False,0.3897,False,top-3 avg score 0.3897 < final_threshold 0.7
ObjectProperty,hasVintageYear,grown in region,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4473; levenshtein=0.1429; semantic=0.4921; sequence_match=0.2222,False,0.3872,False,top-3 avg score 0.3872 < final_threshold 0.7
ObjectProperty,hasWineDescriptor,color of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4006; levenshtein=0.1176; semantic=0.5105; sequence_match=0.2500,False,0.387,False,top-3 avg score 0.3870 < final_threshold 0.7
ObjectProperty,hasBody,used in wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4952; levenshtein=0.0000; semantic=0.4303; sequence_match=0.2353,False,0.3869,False,top-3 avg score 0.3869 < final_threshold 0.7
ObjectProperty,madeFromGrape,has region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5134; levenshtein=0.2308; semantic=0.3639; sequence_match=0.2727,False,0.3833,False,top-3 avg score 0.3833 < final_threshold 0.7
ObjectProperty,madeFromGrape,color of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.1538; semantic=0.5041; sequence_match=0.2000,False,0.382,False,top-3 avg score 0.3820 < final_threshold 0.7
ObjectProperty,madeFromGrape,bouquet of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4103; levenshtein=0.0000; semantic=0.5530; sequence_match=0.1818,False,0.3817,False,top-3 avg score 0.3817 < final_threshold 0.7
ObjectProperty,madeFromGrape,body of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.4675; sequence_match=0.2105,False,0.3813,False,top-3 avg score 0.3813 < final_threshold 0.7
ObjectProperty,madeFromGrape,characteristic of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4324; levenshtein=0.1250; semantic=0.4351; sequence_match=0.2759,False,0.3811,False,top-3 avg score 0.3811 < final_threshold 0.7
ObjectProperty,madeFromGrape,grown in region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4564; levenshtein=0.0000; semantic=0.4556; sequence_match=0.2308,False,0.3809,False,top-3 avg score 0.3809 < final_threshold 0.7
ObjectProperty,hasFlavor,grown in region,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4587; levenshtein=0.0769; semantic=0.4916; sequence_match=0.1818,False,0.3774,False,top-3 avg score 0.3774 < final_threshold 0.7
ObjectProperty,hasColor,produces grape,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5192; levenshtein=0.1538; semantic=0.4583; sequence_match=0.0952,False,0.3771,False,top-3 avg score 0.3771 < final_threshold 0.7
ObjectProperty,madeFromGrape,has bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3991; levenshtein=0.1538; semantic=0.5573; sequence_match=0.1739,False,0.3768,False,top-3 avg score 0.3768 < final_threshold 0.7
ObjectProperty,locatedIn,typical color of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5042; levenshtein=0.1429; semantic=0.4467; sequence_match=0.1739,False,0.3749,False,top-3 avg score 0.3749 < final_threshold 0.7
ObjectProperty,hasWineDescriptor,typical color of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4171; levenshtein=0.1765; semantic=0.4477; sequence_match=0.2581,False,0.3743,False,top-3 avg score 0.3743 < final_threshold 0.7
ObjectProperty,madeFromGrape,has body,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.1538; semantic=0.4652; sequence_match=0.2000,False,0.3691,False,top-3 avg score 0.3691 < final_threshold 0.7
ObjectProperty,hasWineDescriptor,bouquet of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3900; levenshtein=0.1765; semantic=0.4806; sequence_match=0.2308,False,0.3671,False,top-3 avg score 0.3671 < final_threshold 0.7
ObjectProperty,madeFromGrape,has typical color,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4393; levenshtein=0.0667; semantic=0.5118; sequence_match=0.1429,False,0.3646,False,top-3 avg score 0.3646 < final_threshold 0.7
ObjectProperty,hasColor,grown in region,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.0769; semantic=0.4770; sequence_match=0.1905,False,0.3639,False,top-3 avg score 0.3639 < final_threshold 0.7
ObjectProperty,locatedIn,has typical color,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4037; levenshtein=0.1333; semantic=0.5147; sequence_match=0.1667,False,0.3617,False,top-3 avg score 0.3617 < final_threshold 0.7
ObjectProperty,hasBody,color of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.5115; sequence_match=0.1429,False,0.361,False,top-3 avg score 0.3610 < final_threshold 0.7
ObjectProperty,hasVintageYear,typical color of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.0714; semantic=0.4851; sequence_match=0.1429,False,0.3562,False,top-3 avg score 0.3562 < final_threshold 0.7
ObjectProperty,madeFromGrape,typical color of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3706; levenshtein=0.0714; semantic=0.4739; sequence_match=0.2222,False,0.3556,False,top-3 avg score 0.3556 < final_threshold 0.7
ObjectProperty,hasSugar,grown in region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4679; levenshtein=0.0769; semantic=0.4048; sequence_match=0.1905,False,0.3544,False,top-3 avg score 0.3544 < final_threshold 0.7
ObjectProperty,hasFlavor,bouquet of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4074; levenshtein=0.1111; semantic=0.5413; sequence_match=0.1111,False,0.3533,False,top-3 avg score 0.3533 < final_threshold 0.7
ObjectProperty,hasBody,typical color of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.4306; sequence_match=0.1905,False,0.3525,False,top-3 avg score 0.3525 < final_threshold 0.7
ObjectProperty,hasBody,produces grape,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4420; levenshtein=0.0769; semantic=0.4129; sequence_match=0.2000,False,0.3516,False,top-3 avg score 0.3516 < final_threshold 0.7
ObjectProperty,hasFlavor,used in wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4037; levenshtein=0.0000; semantic=0.5358; sequence_match=0.1053,False,0.3483,False,top-3 avg score 0.3483 < final_threshold 0.7
ObjectProperty,hasSugar,typical color of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.3951; sequence_match=0.1818,False,0.3471,False,top-3 avg score 0.3471 < final_threshold 0.7
ObjectProperty,hasWineDescriptor,body of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4085; levenshtein=0.1176; semantic=0.4488; sequence_match=0.1739,False,0.3437,False,top-3 avg score 0.3437 < final_threshold 0.7
ObjectProperty,hasSugar,color of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.0000; semantic=0.4658; sequence_match=0.1333,False,0.3406,False,top-3 avg score 0.3406 < final_threshold 0.7
ObjectProperty,hasColor,used in wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4083; levenshtein=0.0000; semantic=0.4983; sequence_match=0.1111,False,0.3393,False,top-3 avg score 0.3393 < final_threshold 0.7
ObjectProperty,hasSugar,bouquet of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4120; levenshtein=0.1111; semantic=0.4753; sequence_match=0.1176,False,0.335,False,top-3 avg score 0.3350 < final_threshold 0.7
ObjectProperty,hasFlavor,body of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3519; levenshtein=0.1111; semantic=0.5136; sequence_match=0.1333,False,0.3329,False,top-3 avg score 0.3329 < final_threshold 0.7
ObjectProperty,hasFlavor,produces grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4174; levenshtein=0.0769; semantic=0.4846; sequence_match=0.0909,False,0.331,False,top-3 avg score 0.3310 < final_threshold 0.7
ObjectProperty,hasSugar,used in wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3167; levenshtein=0.0000; semantic=0.5207; sequence_match=0.1111,False,0.3161,False,top-3 avg score 0.3161 < final_threshold 0.7
ObjectProperty,hasBody,grown in region,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4066; levenshtein=0.0000; semantic=0.4281; sequence_match=0.1000,False,0.3116,False,top-3 avg score 0.3116 < final_threshold 0.7
ObjectProperty,hasVintageYear,bouquet of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2884; levenshtein=0.0714; semantic=0.5425; sequence_match=0.0870,False,0.3059,False,top-3 avg score 0.3059 < final_threshold 0.7
ObjectProperty,hasVintageYear,body of,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0714; semantic=0.5090; sequence_match=0.1000,False,0.2268,False,top-3 avg score 0.2268 < final_threshold 0.7
ObjectProperty,hasVintageYear,color of,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5695; sequence_match=0.0952,False,0.2216,False,top-3 avg score 0.2216 < final_threshold 0.7
ObjectProperty,hasSugar,body of,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4680; sequence_match=0.0000,False,0.156,False,top-3 avg score 0.1560 < final_threshold 0.7
