gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
RedWine,Red Wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
WhiteWine,White Wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
wine,Wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Bordeaux,Bordeaux Wine,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9333; levenshtein=0.6667; semantic=0.8442; sequence_match=0.8000,False,0.8592,True,selected
Region,Grape Variety,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.4580; sequence_match=0.3333,False,0.4582,False,top-3 avg score 0.4582 < final_threshold 0.6
WineTaste,Grape Variety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.2500; semantic=0.6603; sequence_match=0.2857,False,0.4573,False,top-3 avg score 0.4573 < final_threshold 0.6
WhiteBordeaux,Wine Vintage Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5201; levenshtein=0.2400; semantic=0.5652; sequence_match=0.2632,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.6
wine,Grape Variety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.0833; semantic=0.6511; sequence_match=0.2500,False,0.4485,False,top-3 avg score 0.4485 < final_threshold 0.6
VintageYear,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.1538; semantic=0.5187; sequence_match=0.3333,False,0.4439,False,top-3 avg score 0.4439 < final_threshold 0.6
WineBody,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.2308; semantic=0.6199; sequence_match=0.2857,False,0.4433,False,top-3 avg score 0.4433 < final_threshold 0.6
WineFlavor,Grape Variety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4944; levenshtein=0.0833; semantic=0.6496; sequence_match=0.1818,False,0.4419,False,top-3 avg score 0.4419 < final_threshold 0.6
WineSugar,Grape Variety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.0833; semantic=0.6214; sequence_match=0.2857,False,0.4413,False,top-3 avg score 0.4413 < final_threshold 0.6
Zinfandel,Wine Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.2222; semantic=0.5535; sequence_match=0.2963,False,0.4407,False,top-3 avg score 0.4407 < final_threshold 0.6
WineSugar,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4103; levenshtein=0.1538; semantic=0.6228; sequence_match=0.2727,False,0.4352,False,top-3 avg score 0.4352 < final_threshold 0.6
WhiteWine,Grape Variety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.5836; sequence_match=0.1905,False,0.434,False,top-3 avg score 0.4340 < final_threshold 0.6
Zinfandel,Wine Vintage Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5185; levenshtein=0.1600; semantic=0.5467; sequence_match=0.2353,False,0.4335,False,top-3 avg score 0.4335 < final_threshold 0.6
Bordeaux,Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.6715; sequence_match=0.1667,False,0.4322,False,top-3 avg score 0.4322 < final_threshold 0.6
Region,White Wine,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5000; levenshtein=0.2222; semantic=0.3924; sequence_match=0.4000,False,0.4308,False,top-3 avg score 0.4308 < final_threshold 0.6
WhiteBordeaux,Grape Variety,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4637; levenshtein=0.2308; semantic=0.5967; sequence_match=0.1600,False,0.4304,False,top-3 avg score 0.4304 < final_threshold 0.6
WineDescriptor,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4478; levenshtein=0.0000; semantic=0.5469; sequence_match=0.2963,False,0.4303,False,top-3 avg score 0.4303 < final_threshold 0.6
Bordeaux,Grape Variety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1667; semantic=0.5562; sequence_match=0.3000,False,0.4289,False,top-3 avg score 0.4289 < final_threshold 0.6
WineColor,Grape Variety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4630; levenshtein=0.0833; semantic=0.6253; sequence_match=0.1905,False,0.4262,False,top-3 avg score 0.4262 < final_threshold 0.6
RedBordeaux,Wine Region,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4212; levenshtein=0.0909; semantic=0.5687; sequence_match=0.2857,False,0.4252,False,top-3 avg score 0.4252 < final_threshold 0.6
RedBordeaux,Wine Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5108; levenshtein=0.1667; semantic=0.5503; sequence_match=0.2069,False,0.4227,False,top-3 avg score 0.4227 < final_threshold 0.6
RedBordeaux,Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.6875; sequence_match=0.1333,False,0.4226,False,top-3 avg score 0.4226 < final_threshold 0.6
WhiteBordeaux,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4551; levenshtein=0.0000; semantic=0.5801; sequence_match=0.2308,False,0.422,False,top-3 avg score 0.4220 < final_threshold 0.6
WineColor,Napa Zinfandel,semantic+sequence_match+jaro_winkler,jaro_winkler=0.2920; levenshtein=0.1538; semantic=0.6052; sequence_match=0.3636,False,0.4203,False,top-3 avg score 0.4203 < final_threshold 0.6
VintageYear,Bordeaux Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3965; levenshtein=0.0833; semantic=0.6014; sequence_match=0.2609,False,0.4196,False,top-3 avg score 0.4196 < final_threshold 0.6
Zinfandel,Grape Variety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4630; levenshtein=0.1667; semantic=0.5752; sequence_match=0.1905,False,0.4095,False,top-3 avg score 0.4095 < final_threshold 0.6
Bordeaux,Wine Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.0909; semantic=0.5635; sequence_match=0.2105,False,0.4041,False,top-3 avg score 0.4041 < final_threshold 0.6
RedBordeaux,White Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4680; levenshtein=0.0000; semantic=0.5378; sequence_match=0.2000,False,0.4019,False,top-3 avg score 0.4019 < final_threshold 0.6
Vintage,Bordeaux Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3175; levenshtein=0.1667; semantic=0.5565; sequence_match=0.3158,False,0.3966,False,top-3 avg score 0.3966 < final_threshold 0.6
Region,Wine Quality,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4798; levenshtein=0.1818; semantic=0.4491; sequence_match=0.2353,False,0.3881,False,top-3 avg score 0.3881 < final_threshold 0.6
Region,Wine Characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4630; levenshtein=0.1667; semantic=0.4453; sequence_match=0.2500,False,0.3861,False,top-3 avg score 0.3861 < final_threshold 0.6
Region,Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.1667; semantic=0.5108; sequence_match=0.2000,False,0.3851,False,top-3 avg score 0.3851 < final_threshold 0.6
RedBordeaux,Wine Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4040; levenshtein=0.0000; semantic=0.5681; sequence_match=0.1818,False,0.3846,False,top-3 avg score 0.3846 < final_threshold 0.6
RedBordeaux,Wine Vintage Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4245; levenshtein=0.1200; semantic=0.5586; sequence_match=0.1667,False,0.3833,False,top-3 avg score 0.3833 < final_threshold 0.6
Bordeaux,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4006; levenshtein=0.0769; semantic=0.5575; sequence_match=0.1905,False,0.3829,False,top-3 avg score 0.3829 < final_threshold 0.6
RedBordeaux,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3901; levenshtein=0.0769; semantic=0.5862; sequence_match=0.1667,False,0.381,False,top-3 avg score 0.3810 < final_threshold 0.6
Bordeaux,Wine Vintage Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4433; levenshtein=0.0800; semantic=0.5441; sequence_match=0.1212,False,0.3696,False,top-3 avg score 0.3696 < final_threshold 0.6
Bordeaux,Wine Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4028; levenshtein=0.1111; semantic=0.5328; sequence_match=0.1538,False,0.3631,False,top-3 avg score 0.3631 < final_threshold 0.6
Region,Wine Vintage Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4422; levenshtein=0.1200; semantic=0.4470; sequence_match=0.1935,False,0.3609,False,top-3 avg score 0.3609 < final_threshold 0.6
Bordeaux,White Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4120; levenshtein=0.1111; semantic=0.5367; sequence_match=0.1176,False,0.3555,False,top-3 avg score 0.3555 < final_threshold 0.6
Bordeaux,Wine Region,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3167; levenshtein=0.1000; semantic=0.5736; sequence_match=0.1111,False,0.3338,False,top-3 avg score 0.3338 < final_threshold 0.6
Region,Napa Zinfandel,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3291; levenshtein=0.1538; semantic=0.4025; sequence_match=0.1053,False,0.2951,False,top-3 avg score 0.2951 < final_threshold 0.6
