prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has version,has version,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has input,has valid input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9103; levenshtein=0.6154; semantic=0.8144; sequence_match=0.7619,False,0.8289,True,selected
ObjectProperty,is software for,can export to format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5703; levenshtein=0.1765; semantic=0.4816; sequence_match=0.3333,False,0.4617,False,top-3 avg score 0.4617 < final_threshold 0.7
ObjectProperty,is developed by,license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.1538; semantic=0.5419; sequence_match=0.3000,False,0.4617,False,top-3 avg score 0.4617 < final_threshold 0.7
ObjectProperty,uses platform,implementation language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5386; levenshtein=0.1818; semantic=0.5425; sequence_match=0.2941,False,0.4584,False,top-3 avg score 0.4584 < final_threshold 0.7
ObjectProperty,implements,has documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4708; levenshtein=0.2500; semantic=0.5951; sequence_match=0.3077,False,0.4579,False,top-3 avg score 0.4579 < final_threshold 0.7
ObjectProperty,has specified data output,can read format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5894; levenshtein=0.2273; semantic=0.4975; sequence_match=0.2857,False,0.4575,False,top-3 avg score 0.4575 < final_threshold 0.7
ObjectProperty,is software for,license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5531; levenshtein=0.0769; semantic=0.5143; sequence_match=0.3000,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.7
ObjectProperty,implements,can perform task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5651; levenshtein=0.2143; semantic=0.5508; sequence_match=0.2500,False,0.4553,False,top-3 avg score 0.4553 < final_threshold 0.7
ObjectProperty,uses platform,is compatible with,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5308; levenshtein=0.1875; semantic=0.5445; sequence_match=0.2857,False,0.4536,False,top-3 avg score 0.4536 < final_threshold 0.7
ObjectProperty,has function,can write format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6169; levenshtein=0.1429; semantic=0.5038; sequence_match=0.2400,False,0.4536,False,top-3 avg score 0.4536 < final_threshold 0.7
ObjectProperty,has format specification,created data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5563; levenshtein=0.2727; semantic=0.4406; sequence_match=0.3636,False,0.4535,False,top-3 avg score 0.4535 < final_threshold 0.7
ObjectProperty,has output,can write format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4934; levenshtein=0.2143; semantic=0.6060; sequence_match=0.2609,False,0.4534,False,top-3 avg score 0.4534 < final_threshold 0.7
ObjectProperty,is software for,can perform task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5366; levenshtein=0.0714; semantic=0.4517; sequence_match=0.3704,False,0.4529,False,top-3 avg score 0.4529 < final_threshold 0.7
ObjectProperty,is alternative format of,has documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1905; semantic=0.4672; sequence_match=0.3243,False,0.4529,False,top-3 avg score 0.4529 < final_threshold 0.7
ObjectProperty,is alternative format of,implementation language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6223; levenshtein=0.2727; semantic=0.4072; sequence_match=0.3256,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.7
ObjectProperty,has input,can export to format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5784; levenshtein=0.1765; semantic=0.4557; sequence_match=0.3200,False,0.4514,False,top-3 avg score 0.4514 < final_threshold 0.7
ObjectProperty,has interface,implementation language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4910; levenshtein=0.2273; semantic=0.6279; sequence_match=0.2353,False,0.4514,False,top-3 avg score 0.4514 < final_threshold 0.7
ObjectProperty,is alternative format of,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.2381; semantic=0.4476; sequence_match=0.2581,False,0.4498,False,top-3 avg score 0.4498 < final_threshold 0.7
ObjectProperty,is alternative format of,uses algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5958; levenshtein=0.2857; semantic=0.3998; sequence_match=0.3529,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.7
ObjectProperty,has clause,uses algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.1538; semantic=0.5744; sequence_match=0.2727,False,0.4493,False,top-3 avg score 0.4493 < final_threshold 0.7
ObjectProperty,is alternative format of,is compatible with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5437; levenshtein=0.2857; semantic=0.4239; sequence_match=0.3784,False,0.4487,False,top-3 avg score 0.4487 < final_threshold 0.7
ObjectProperty,is developed by,has version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4859; levenshtein=0.1538; semantic=0.5051; sequence_match=0.3478,False,0.4463,False,top-3 avg score 0.4463 < final_threshold 0.7
ObjectProperty,has format specification,implementation language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5152; levenshtein=0.0455; semantic=0.5017; sequence_match=0.3182,False,0.445,False,top-3 avg score 0.4450 < final_threshold 0.7
ObjectProperty,has specified data output,can perform task,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5729; levenshtein=0.2727; semantic=0.4810; sequence_match=0.1111,False,0.4422,False,top-3 avg score 0.4422 < final_threshold 0.7
ObjectProperty,has function,runs on platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4913; levenshtein=0.2143; semantic=0.5133; sequence_match=0.3200,False,0.4415,False,top-3 avg score 0.4415 < final_threshold 0.7
ObjectProperty,has specified data input,can perform task,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5675; levenshtein=0.2857; semantic=0.4700; sequence_match=0.1143,False,0.441,False,top-3 avg score 0.4410 < final_threshold 0.7
ObjectProperty,has input,can perform task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.1429; semantic=0.5428; sequence_match=0.1818,False,0.44,False,top-3 avg score 0.4400 < final_threshold 0.7
ObjectProperty,has interface,created data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4823; levenshtein=0.2500; semantic=0.4897; sequence_match=0.3478,False,0.44,False,top-3 avg score 0.4400 < final_threshold 0.7
ObjectProperty,has clause,is compatible with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5560; levenshtein=0.1875; semantic=0.4432; sequence_match=0.3200,False,0.4397,False,top-3 avg score 0.4397 < final_threshold 0.7
ObjectProperty,has output,can read format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5214; levenshtein=0.1538; semantic=0.5250; sequence_match=0.2727,False,0.4397,False,top-3 avg score 0.4397 < final_threshold 0.7
ObjectProperty,has version,can export to format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5314; levenshtein=0.1765; semantic=0.4911; sequence_match=0.2963,False,0.4396,False,top-3 avg score 0.4396 < final_threshold 0.7
ObjectProperty,has declared status,can read format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5703; levenshtein=0.2941; semantic=0.3420; sequence_match=0.4000,False,0.4374,False,top-3 avg score 0.4374 < final_threshold 0.7
ObjectProperty,uses software,can export to format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5621; levenshtein=0.2353; semantic=0.4738; sequence_match=0.2759,False,0.4372,False,top-3 avg score 0.4372 < final_threshold 0.7
ObjectProperty,has clause,implementation language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4588; levenshtein=0.2273; semantic=0.5303; sequence_match=0.3226,False,0.4372,False,top-3 avg score 0.4372 < final_threshold 0.7
ObjectProperty,has version,uses algorithm,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6033; levenshtein=0.1538; semantic=0.5536; sequence_match=0.0870,False,0.4369,False,top-3 avg score 0.4369 < final_threshold 0.7
ObjectProperty,has format specification,has activity status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6248; levenshtein=0.2727; semantic=0.3778; sequence_match=0.3077,False,0.4368,False,top-3 avg score 0.4368 < final_threshold 0.7
ObjectProperty,has output,uses algorithm,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5801; levenshtein=0.1538; semantic=0.5754; sequence_match=0.0909,False,0.4364,False,top-3 avg score 0.4364 < final_threshold 0.7
ObjectProperty,has function,uses algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5579; levenshtein=0.1538; semantic=0.5962; sequence_match=0.0833,False,0.436,False,top-3 avg score 0.4360 < final_threshold 0.7
ObjectProperty,has output,can perform task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4934; levenshtein=0.2143; semantic=0.5835; sequence_match=0.1739,False,0.4304,False,top-3 avg score 0.4304 < final_threshold 0.7
ObjectProperty,has version,can write format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5524; levenshtein=0.1429; semantic=0.4884; sequence_match=0.2500,False,0.4302,False,top-3 avg score 0.4302 < final_threshold 0.7
ObjectProperty,uses software,has documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.1250; semantic=0.5610; sequence_match=0.2143,False,0.4297,False,top-3 avg score 0.4297 < final_threshold 0.7
ObjectProperty,has input,implementation language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.1818; semantic=0.5347; sequence_match=0.2667,False,0.4285,False,top-3 avg score 0.4285 < final_threshold 0.7
ObjectProperty,is alternative format of,has activity status,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5881; levenshtein=0.2857; semantic=0.3282; sequence_match=0.3684,False,0.4283,False,top-3 avg score 0.4283 < final_threshold 0.7
ObjectProperty,has interface,runs on platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.2143; semantic=0.5212; sequence_match=0.2308,False,0.4279,False,top-3 avg score 0.4279 < final_threshold 0.7
ObjectProperty,is alternative format of,created data,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5777; levenshtein=0.2857; semantic=0.3299; sequence_match=0.3750,False,0.4275,False,top-3 avg score 0.4275 < final_threshold 0.7
ObjectProperty,uses platform,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5881; levenshtein=0.1333; semantic=0.4719; sequence_match=0.2222,False,0.4274,False,top-3 avg score 0.4274 < final_threshold 0.7
ObjectProperty,has license,uses algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5205; levenshtein=0.1538; semantic=0.5875; sequence_match=0.1739,False,0.4273,False,top-3 avg score 0.4273 < final_threshold 0.7
ObjectProperty,has specified data input,can write format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5258; levenshtein=0.2381; semantic=0.4668; sequence_match=0.2857,False,0.4261,False,top-3 avg score 0.4261 < final_threshold 0.7
ObjectProperty,has input,can write format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.4931; sequence_match=0.2727,False,0.4259,False,top-3 avg score 0.4259 < final_threshold 0.7
ObjectProperty,has input,can read format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5353; levenshtein=0.1538; semantic=0.4541; sequence_match=0.2857,False,0.425,False,top-3 avg score 0.4250 < final_threshold 0.7
ObjectProperty,has specified data input,can read format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5404; levenshtein=0.2381; semantic=0.4391; sequence_match=0.2941,False,0.4246,False,top-3 avg score 0.4246 < final_threshold 0.7
ObjectProperty,has output,runs on platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5042; levenshtein=0.2143; semantic=0.5073; sequence_match=0.2609,False,0.4241,False,top-3 avg score 0.4241 < final_threshold 0.7
ObjectProperty,has input,is compatible with,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5792; levenshtein=0.1875; semantic=0.5057; sequence_match=0.0833,False,0.4241,False,top-3 avg score 0.4241 < final_threshold 0.7
ObjectProperty,implements,runs on platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4857; levenshtein=0.1429; semantic=0.5344; sequence_match=0.2500,False,0.4234,False,top-3 avg score 0.4234 < final_threshold 0.7
ObjectProperty,uses software,can perform task,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5317; levenshtein=0.2143; semantic=0.5187; sequence_match=0.0769,False,0.4216,False,top-3 avg score 0.4216 < final_threshold 0.7
ObjectProperty,is developed by,is compatible with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5634; levenshtein=0.1875; semantic=0.4943; sequence_match=0.2069,False,0.4215,False,top-3 avg score 0.4215 < final_threshold 0.7
ObjectProperty,has declared status,implementation language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5351; levenshtein=0.1818; semantic=0.4201; sequence_match=0.3077,False,0.4209,False,top-3 avg score 0.4209 < final_threshold 0.7
ObjectProperty,has version,runs on platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4786; levenshtein=0.1429; semantic=0.5326; sequence_match=0.2500,False,0.4204,False,top-3 avg score 0.4204 < final_threshold 0.7
ObjectProperty,is encoded in,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5848; levenshtein=0.0909; semantic=0.4839; sequence_match=0.1905,False,0.4197,False,top-3 avg score 0.4197 < final_threshold 0.7
ObjectProperty,implements,has valid input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5103; levenshtein=0.1538; semantic=0.4879; sequence_match=0.2609,False,0.4197,False,top-3 avg score 0.4197 < final_threshold 0.7
ObjectProperty,uses platform,created data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5076; levenshtein=0.0833; semantic=0.4850; sequence_match=0.2609,False,0.4178,False,top-3 avg score 0.4178 < final_threshold 0.7
ObjectProperty,uses software,license,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.5892; sequence_match=0.2105,False,0.416,False,top-3 avg score 0.4160 < final_threshold 0.7
ObjectProperty,has format specification,uses algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5523; levenshtein=0.1818; semantic=0.4670; sequence_match=0.2286,False,0.416,False,top-3 avg score 0.4160 < final_threshold 0.7
ObjectProperty,has output,is compatible with,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5694; levenshtein=0.1875; semantic=0.4905; sequence_match=0.0800,False,0.4158,False,top-3 avg score 0.4158 < final_threshold 0.7
ObjectProperty,has interface,can read format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.1538; semantic=0.4646; sequence_match=0.2400,False,0.4158,False,top-3 avg score 0.4158 < final_threshold 0.7
ObjectProperty,has version,can perform task,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5524; levenshtein=0.2143; semantic=0.4804; sequence_match=0.1667,False,0.4157,False,top-3 avg score 0.4157 < final_threshold 0.7
ObjectProperty,uses software,is compatible with,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.1875; semantic=0.5171; sequence_match=0.2143,False,0.4151,False,top-3 avg score 0.4151 < final_threshold 0.7
ObjectProperty,is encoded in,has valid input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4738; levenshtein=0.1538; semantic=0.4368; sequence_match=0.3333,False,0.4146,False,top-3 avg score 0.4146 < final_threshold 0.7
ObjectProperty,has specified data output,is compatible with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5461; levenshtein=0.1818; semantic=0.4323; sequence_match=0.2632,False,0.4139,False,top-3 avg score 0.4139 < final_threshold 0.7
ObjectProperty,is developed by,uses algorithm,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5385; levenshtein=0.2308; semantic=0.4720; sequence_match=0.0769,False,0.4138,False,top-3 avg score 0.4138 < final_threshold 0.7
ObjectProperty,uses software,can write format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.0714; semantic=0.4557; sequence_match=0.2308,False,0.4127,False,top-3 avg score 0.4127 < final_threshold 0.7
ObjectProperty,has version,implementation language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4424; levenshtein=0.1818; semantic=0.5435; sequence_match=0.2500,False,0.412,False,top-3 avg score 0.4120 < final_threshold 0.7
ObjectProperty,is developed by,implementation language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4670; levenshtein=0.1818; semantic=0.4828; sequence_match=0.2857,False,0.4118,False,top-3 avg score 0.4118 < final_threshold 0.7
ObjectProperty,has version,can read format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4859; levenshtein=0.2308; semantic=0.4886; sequence_match=0.2609,False,0.4118,False,top-3 avg score 0.4118 < final_threshold 0.7
ObjectProperty,has specified data input,uses algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5269; levenshtein=0.1429; semantic=0.5652; sequence_match=0.0588,False,0.4116,False,top-3 avg score 0.4116 < final_threshold 0.7
ObjectProperty,is developed by,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5094; levenshtein=0.1333; semantic=0.4367; sequence_match=0.2857,False,0.4106,False,top-3 avg score 0.4106 < final_threshold 0.7
ObjectProperty,is encoded in,has developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4904; levenshtein=0.1667; semantic=0.4799; sequence_match=0.2609,False,0.4104,False,top-3 avg score 0.4104 < final_threshold 0.7
ObjectProperty,uses software,can read format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.0769; semantic=0.4459; sequence_match=0.2400,False,0.4096,False,top-3 avg score 0.4096 < final_threshold 0.7
ObjectProperty,is developed by,has documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4359; levenshtein=0.1875; semantic=0.5141; sequence_match=0.2759,False,0.4086,False,top-3 avg score 0.4086 < final_threshold 0.7
ObjectProperty,has format specification,runs on platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5358; levenshtein=0.1818; semantic=0.4107; sequence_match=0.2778,False,0.4081,False,top-3 avg score 0.4081 < final_threshold 0.7
ObjectProperty,has function,is compatible with,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4735; levenshtein=0.1250; semantic=0.5249; sequence_match=0.2222,False,0.4069,False,top-3 avg score 0.4069 < final_threshold 0.7
ObjectProperty,has input,created data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4773; levenshtein=0.1818; semantic=0.5268; sequence_match=0.2105,False,0.4049,False,top-3 avg score 0.4049 < final_threshold 0.7
ObjectProperty,has interface,is compatible with,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5097; levenshtein=0.1250; semantic=0.5776; sequence_match=0.0714,False,0.4041,False,top-3 avg score 0.4041 < final_threshold 0.7
ObjectProperty,is encoded in,created data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5030; levenshtein=0.1818; semantic=0.4364; sequence_match=0.2727,False,0.4041,False,top-3 avg score 0.4041 < final_threshold 0.7
ObjectProperty,has license,can write format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4857; levenshtein=0.2143; semantic=0.4751; sequence_match=0.2500,False,0.4036,False,top-3 avg score 0.4036 < final_threshold 0.7
ObjectProperty,is alternative format of,license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.1429; semantic=0.3923; sequence_match=0.2143,False,0.4032,False,top-3 avg score 0.4032 < final_threshold 0.7
ObjectProperty,uses software,implementation language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4813; levenshtein=0.1818; semantic=0.5450; sequence_match=0.1176,False,0.4027,False,top-3 avg score 0.4027 < final_threshold 0.7
ObjectProperty,implements,can write format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4857; levenshtein=0.0714; semantic=0.4659; sequence_match=0.2500,False,0.4005,False,top-3 avg score 0.4005 < final_threshold 0.7
ObjectProperty,is encoded in,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4909; levenshtein=0.1333; semantic=0.4791; sequence_match=0.2308,False,0.4003,False,top-3 avg score 0.4003 < final_threshold 0.7
ObjectProperty,has declared status,uses algorithm,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5493; levenshtein=0.2353; semantic=0.4150; sequence_match=0.1333,False,0.3998,False,top-3 avg score 0.3998 < final_threshold 0.7
ObjectProperty,has declared status,can perform task,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4944; levenshtein=0.2941; semantic=0.4108; sequence_match=0.1290,False,0.3998,False,top-3 avg score 0.3998 < final_threshold 0.7
ObjectProperty,has declared status,can export to format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5126; levenshtein=0.1176; semantic=0.3328; sequence_match=0.3529,False,0.3994,False,top-3 avg score 0.3994 < final_threshold 0.7
ObjectProperty,uses platform,license,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.0833; semantic=0.5359; sequence_match=0.2105,False,0.3983,False,top-3 avg score 0.3983 < final_threshold 0.7
ObjectProperty,is encoded in,can write format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4706; levenshtein=0.0714; semantic=0.4829; sequence_match=0.2400,False,0.3978,False,top-3 avg score 0.3978 < final_threshold 0.7
ObjectProperty,has specified data output,uses algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4760; levenshtein=0.1818; semantic=0.5356; sequence_match=0.0571,False,0.3978,False,top-3 avg score 0.3978 < final_threshold 0.7
ObjectProperty,has specified data output,runs on platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.4586; sequence_match=0.2778,False,0.3975,False,top-3 avg score 0.3975 < final_threshold 0.7
ObjectProperty,is developed by,created data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4738; levenshtein=0.0769; semantic=0.4681; sequence_match=0.2500,False,0.3973,False,top-3 avg score 0.3973 < final_threshold 0.7
ObjectProperty,is software for,has developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4637; levenshtein=0.1538; semantic=0.4853; sequence_match=0.2400,False,0.3963,False,top-3 avg score 0.3963 < final_threshold 0.7
ObjectProperty,has license,can perform task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4857; levenshtein=0.1429; semantic=0.5359; sequence_match=0.1667,False,0.3961,False,top-3 avg score 0.3961 < final_threshold 0.7
ObjectProperty,has function,can read format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4797; levenshtein=0.0769; semantic=0.4580; sequence_match=0.2500,False,0.3959,False,top-3 avg score 0.3959 < final_threshold 0.7
ObjectProperty,has specified data input,can export to format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4922; levenshtein=0.1429; semantic=0.4305; sequence_match=0.2632,False,0.3953,False,top-3 avg score 0.3953 < final_threshold 0.7
ObjectProperty,is alternative format of,has valid input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5588; levenshtein=0.1905; semantic=0.3913; sequence_match=0.2353,False,0.3951,False,top-3 avg score 0.3951 < final_threshold 0.7
ObjectProperty,has interface,uses algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4671; levenshtein=0.1538; semantic=0.5625; sequence_match=0.0800,False,0.3945,False,top-3 avg score 0.3945 < final_threshold 0.7
ObjectProperty,uses software,created data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5076; levenshtein=0.1667; semantic=0.5008; sequence_match=0.1739,False,0.3941,False,top-3 avg score 0.3941 < final_threshold 0.7
ObjectProperty,is developed by,has valid input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5231; levenshtein=0.0769; semantic=0.4258; sequence_match=0.2308,False,0.3932,False,top-3 avg score 0.3932 < final_threshold 0.7
ObjectProperty,is software for,has version,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4949; levenshtein=0.2308; semantic=0.4538; sequence_match=0.1739,False,0.3931,False,top-3 avg score 0.3931 < final_threshold 0.7
ObjectProperty,is software for,implementation language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4706; levenshtein=0.1364; semantic=0.4798; sequence_match=0.2286,False,0.393,False,top-3 avg score 0.3930 < final_threshold 0.7
ObjectProperty,has license,is compatible with,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5472; levenshtein=0.1250; semantic=0.5058; sequence_match=0.0769,False,0.3927,False,top-3 avg score 0.3927 < final_threshold 0.7
ObjectProperty,has output,implementation language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4609; levenshtein=0.1364; semantic=0.5227; sequence_match=0.1935,False,0.3924,False,top-3 avg score 0.3924 < final_threshold 0.7
ObjectProperty,has input,uses algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4241; levenshtein=0.1538; semantic=0.5982; sequence_match=0.0952,False,0.3921,False,top-3 avg score 0.3921 < final_threshold 0.7
ObjectProperty,is software for,has documentation,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5011; levenshtein=0.1875; semantic=0.4866; sequence_match=0.1379,False,0.3917,False,top-3 avg score 0.3917 < final_threshold 0.7
ObjectProperty,has clause,can perform task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5042; levenshtein=0.1429; semantic=0.4912; sequence_match=0.1739,False,0.3898,False,top-3 avg score 0.3898 < final_threshold 0.7
ObjectProperty,implements,uses algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3991; levenshtein=0.1538; semantic=0.5909; sequence_match=0.1739,False,0.388,False,top-3 avg score 0.3880 < final_threshold 0.7
ObjectProperty,implements,has version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.1000; semantic=0.5404; sequence_match=0.2000,False,0.3875,False,top-3 avg score 0.3875 < final_threshold 0.7
ObjectProperty,has declared status,can write format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4944; levenshtein=0.1765; semantic=0.3422; sequence_match=0.3226,False,0.3864,False,top-3 avg score 0.3864 < final_threshold 0.7
ObjectProperty,is encoded in,can read format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.0769; semantic=0.5117; sequence_match=0.1667,False,0.386,False,top-3 avg score 0.3860 < final_threshold 0.7
ObjectProperty,is encoded in,runs on platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4665; levenshtein=0.1429; semantic=0.4422; sequence_match=0.2400,False,0.3829,False,top-3 avg score 0.3829 < final_threshold 0.7
ObjectProperty,has version,is compatible with,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4708; levenshtein=0.1250; semantic=0.5518; sequence_match=0.0769,False,0.3825,False,top-3 avg score 0.3825 < final_threshold 0.7
ObjectProperty,implements,created data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.1818; semantic=0.4458; sequence_match=0.2857,False,0.3816,False,top-3 avg score 0.3816 < final_threshold 0.7
ObjectProperty,has clause,created data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4360; levenshtein=0.0909; semantic=0.5032; sequence_match=0.2000,False,0.3797,False,top-3 avg score 0.3797 < final_threshold 0.7
ObjectProperty,has function,created data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.0000; semantic=0.5008; sequence_match=0.1818,False,0.379,False,top-3 avg score 0.3790 < final_threshold 0.7
ObjectProperty,has function,can export to format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4496; levenshtein=0.1765; semantic=0.4732; sequence_match=0.2143,False,0.379,False,top-3 avg score 0.3790 < final_threshold 0.7
ObjectProperty,is alternative format of,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5280; levenshtein=0.1429; semantic=0.4352; sequence_match=0.1667,False,0.3766,False,top-3 avg score 0.3766 < final_threshold 0.7
