prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has output,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9200; levenshtein=0.6000; semantic=0.8329; sequence_match=0.7500,False,0.8343,True,selected
DatatypeProperty,has download location,has platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5649; levenshtein=0.3158; semantic=0.4928; sequence_match=0.4667,False,0.5081,False,top-3 avg score 0.5081 < final_threshold 0.7
DatatypeProperty,has download location,has implementation language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6205; levenshtein=0.2800; semantic=0.4606; sequence_match=0.4091,False,0.4968,False,top-3 avg score 0.4968 < final_threshold 0.7
DatatypeProperty,has download location,has deployment type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.3684; semantic=0.5121; sequence_match=0.3889,False,0.4966,False,top-3 avg score 0.4966 < final_threshold 0.7
DatatypeProperty,has support URL,has homepage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5464; levenshtein=0.2308; semantic=0.5763; sequence_match=0.3333,False,0.4853,False,top-3 avg score 0.4853 < final_threshold 0.7
DatatypeProperty,has download location,has developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5497; levenshtein=0.3158; semantic=0.5094; sequence_match=0.3871,False,0.4821,False,top-3 avg score 0.4821 < final_threshold 0.7
DatatypeProperty,has support URL,has deployment type,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6025; levenshtein=0.3529; semantic=0.4882; sequence_match=0.3333,False,0.4812,False,top-3 avg score 0.4812 < final_threshold 0.7
DatatypeProperty,has website homepage,has development activity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6263; levenshtein=0.2727; semantic=0.5149; sequence_match=0.3000,False,0.4804,False,top-3 avg score 0.4804 < final_threshold 0.7
DatatypeProperty,has download location,has homepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5726; levenshtein=0.2632; semantic=0.5320; sequence_match=0.3333,False,0.4793,False,top-3 avg score 0.4793 < final_threshold 0.7
DatatypeProperty,has support URL,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5692; levenshtein=0.2308; semantic=0.5024; sequence_match=0.3478,False,0.4731,False,top-3 avg score 0.4731 < final_threshold 0.7
DatatypeProperty,has release date,has documentation URL,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5276; levenshtein=0.2632; semantic=0.4727; sequence_match=0.3636,False,0.4546,False,top-3 avg score 0.4546 < final_threshold 0.7
DatatypeProperty,has download location,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5830; levenshtein=0.2632; semantic=0.4991; sequence_match=0.2759,False,0.4527,False,top-3 avg score 0.4527 < final_threshold 0.7
DatatypeProperty,has support URL,has development activity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5713; levenshtein=0.2273; semantic=0.4711; sequence_match=0.2857,False,0.4427,False,top-3 avg score 0.4427 < final_threshold 0.7
DatatypeProperty,has support URL,has implementation language,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6035; levenshtein=0.2400; semantic=0.4603; sequence_match=0.2105,False,0.4346,False,top-3 avg score 0.4346 < final_threshold 0.7
