gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
licence,License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.9429; levenshtein=0.8571; semantic=0.9174; sequence_match=0.8571,False,0.9058,True,selected
Source code available,Open Data Format,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5392; levenshtein=0.2632; semantic=0.5658; sequence_match=0.1818,False,0.456,False,top-3 avg score 0.4560 < final_threshold 0.6
data format specification,API,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5845; levenshtein=0.1304; semantic=0.5513; sequence_match=0.2308,False,0.4556,False,top-3 avg score 0.4556 < final_threshold 0.6
Source code available,Tutorial,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5775; levenshtein=0.2632; semantic=0.4904; sequence_match=0.2963,False,0.4547,False,top-3 avg score 0.4547 < final_threshold 0.6
software developer role,GIF Rendering,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.2381; semantic=0.4051; sequence_match=0.3636,False,0.4547,False,top-3 avg score 0.4547 < final_threshold 0.6
licence,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.2222; semantic=0.6113; sequence_match=0.2500,False,0.4546,False,top-3 avg score 0.4546 < final_threshold 0.6
Not Free,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.6111; sequence_match=0.2500,False,0.4546,False,top-3 avg score 0.4546 < final_threshold 0.6
desktop graphical user interface,Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6178; levenshtein=0.1034; semantic=0.5622; sequence_match=0.1818,False,0.4539,False,top-3 avg score 0.4539 < final_threshold 0.6
licence,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.0000; semantic=0.5522; sequence_match=0.2857,False,0.4539,False,top-3 avg score 0.4539 < final_threshold 0.6
PROcess,Programming Language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5288; levenshtein=0.1579; semantic=0.5236; sequence_match=0.3077,False,0.4534,False,top-3 avg score 0.4534 < final_threshold 0.6
Open source software license,Desktop Application,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5322; levenshtein=0.2400; semantic=0.5023; sequence_match=0.3256,False,0.4533,False,top-3 avg score 0.4533 < final_threshold 0.6
file rendering,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.2308; semantic=0.5169; sequence_match=0.3000,False,0.4533,False,top-3 avg score 0.4533 < final_threshold 0.6
algorithm,CEL File Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5801; levenshtein=0.1538; semantic=0.4157; sequence_match=0.3636,False,0.4531,False,top-3 avg score 0.4531 < final_threshold 0.6
software interface,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6256; levenshtein=0.1176; semantic=0.5670; sequence_match=0.1667,False,0.4531,False,top-3 avg score 0.4531 < final_threshold 0.6
file rendering,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.3077; semantic=0.4960; sequence_match=0.3200,False,0.4529,False,top-3 avg score 0.4529 < final_threshold 0.6
algorithm,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.2000; semantic=0.4983; sequence_match=0.3158,False,0.4528,False,top-3 avg score 0.4528 < final_threshold 0.6
Not Free,FOSS License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5617; levenshtein=0.2727; semantic=0.5237; sequence_match=0.2222,False,0.4527,False,top-3 avg score 0.4527 < final_threshold 0.6
desktop graphical user interface,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5302; levenshtein=0.1724; semantic=0.5607; sequence_match=0.2632,False,0.4514,False,top-3 avg score 0.4514 < final_threshold 0.6
application programming interface,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5467; levenshtein=0.1935; semantic=0.5140; sequence_match=0.2927,False,0.4511,False,top-3 avg score 0.4511 < final_threshold 0.6
desktop graphical user interface,Data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6293; levenshtein=0.1379; semantic=0.5422; sequence_match=0.1818,False,0.4511,False,top-3 avg score 0.4511 < final_threshold 0.6
web service,GIF Rendering,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4944; levenshtein=0.2500; semantic=0.4949; sequence_match=0.3636,False,0.451,False,top-3 avg score 0.4510 < final_threshold 0.6
programming language,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5627; levenshtein=0.1579; semantic=0.5674; sequence_match=0.2222,False,0.4508,False,top-3 avg score 0.4508 < final_threshold 0.6
version number,Programming Language,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5738; levenshtein=0.2105; semantic=0.5677; sequence_match=0.0625,False,0.4507,False,top-3 avg score 0.4507 < final_threshold 0.6
Source code available,GIF Rendering,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5599; levenshtein=0.2632; semantic=0.4681; sequence_match=0.3226,False,0.4502,False,top-3 avg score 0.4502 < final_threshold 0.6
software interface,FOSS License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5875; levenshtein=0.2353; semantic=0.4770; sequence_match=0.2857,False,0.4501,False,top-3 avg score 0.4501 < final_threshold 0.6
desktop graphical user interface,API,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5900; levenshtein=0.1034; semantic=0.5715; sequence_match=0.1875,False,0.4497,False,top-3 avg score 0.4497 < final_threshold 0.6
Not Free,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.2500; semantic=0.5847; sequence_match=0.3158,False,0.4496,False,top-3 avg score 0.4496 < final_threshold 0.6
XML,User Manual,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.2000; semantic=0.5633; sequence_match=0.3077,False,0.4496,False,top-3 avg score 0.4496 < final_threshold 0.6
data item,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.2000; semantic=0.4633; sequence_match=0.3333,False,0.4489,False,top-3 avg score 0.4489 < final_threshold 0.6
software developer organization,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4637; levenshtein=0.2759; semantic=0.5489; sequence_match=0.3333,False,0.4487,False,top-3 avg score 0.4487 < final_threshold 0.6
desktop graphical user interface,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5519; levenshtein=0.1724; semantic=0.4859; sequence_match=0.3077,False,0.4485,False,top-3 avg score 0.4485 < final_threshold 0.6
algorithm,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4942; levenshtein=0.1053; semantic=0.6370; sequence_match=0.2143,False,0.4485,False,top-3 avg score 0.4485 < final_threshold 0.6
licence,Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.1667; semantic=0.5447; sequence_match=0.3158,False,0.4482,False,top-3 avg score 0.4482 < final_threshold 0.6
Source code available,User Manual,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5942; levenshtein=0.2632; semantic=0.4744; sequence_match=0.2759,False,0.4482,False,top-3 avg score 0.4482 < final_threshold 0.6
Purchase cost,Software Source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5992; levenshtein=0.2143; semantic=0.4375; sequence_match=0.3077,False,0.4481,False,top-3 avg score 0.4481 < final_threshold 0.6
CEL ASCII format,Export Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5870; levenshtein=0.1250; semantic=0.4235; sequence_match=0.3333,False,0.4479,False,top-3 avg score 0.4479 < final_threshold 0.6
licence,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5738; levenshtein=0.2000; semantic=0.4168; sequence_match=0.3529,False,0.4479,False,top-3 avg score 0.4479 < final_threshold 0.6
data item,Desktop Application,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5676; levenshtein=0.2778; semantic=0.4680; sequence_match=0.3077,False,0.4478,False,top-3 avg score 0.4478 < final_threshold 0.6
application programming interface,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5978; levenshtein=0.1613; semantic=0.4520; sequence_match=0.2927,False,0.4475,False,top-3 avg score 0.4475 < final_threshold 0.6
software,GIF Rendering,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1667; semantic=0.5002; sequence_match=0.3000,False,0.4473,False,top-3 avg score 0.4473 < final_threshold 0.6
plain text file format,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5925; levenshtein=0.2105; semantic=0.4416; sequence_match=0.3077,False,0.4473,False,top-3 avg score 0.4473 < final_threshold 0.6
CEL binary format,Export Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6306; levenshtein=0.0625; semantic=0.4531; sequence_match=0.2581,False,0.4472,False,top-3 avg score 0.4472 < final_threshold 0.6
version number,Software Source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5366; levenshtein=0.0714; semantic=0.5827; sequence_match=0.2222,False,0.4472,False,top-3 avg score 0.4472 < final_threshold 0.6
software developer organization,Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5225; levenshtein=0.2759; semantic=0.4264; sequence_match=0.3902,False,0.4464,False,top-3 avg score 0.4464 < final_threshold 0.6
text editing,Export Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5290; levenshtein=0.2500; semantic=0.4393; sequence_match=0.3704,False,0.4462,False,top-3 avg score 0.4462 < final_threshold 0.6
Development status,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5361; levenshtein=0.2353; semantic=0.4690; sequence_match=0.3333,False,0.4461,False,top-3 avg score 0.4461 < final_threshold 0.6
version number,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.0769; semantic=0.5642; sequence_match=0.2727,False,0.4459,False,top-3 avg score 0.4459 < final_threshold 0.6
software interface,FAQ,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5948; levenshtein=0.1176; semantic=0.5425; sequence_match=0.2000,False,0.4457,False,top-3 avg score 0.4457 < final_threshold 0.6
Purchase cost,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.0833; semantic=0.4695; sequence_match=0.3158,False,0.4456,False,top-3 avg score 0.4456 < final_threshold 0.6
Free,Developer,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5741; levenshtein=0.2222; semantic=0.5399; sequence_match=0.1538,False,0.4454,False,top-3 avg score 0.4454 < final_threshold 0.6
software,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.6455; sequence_match=0.2667,False,0.4449,False,top-3 avg score 0.4449 < final_threshold 0.6
version number,CSV File Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5495; levenshtein=0.0769; semantic=0.4775; sequence_match=0.3077,False,0.4449,False,top-3 avg score 0.4449 < final_threshold 0.6
software interface,Open Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6130; levenshtein=0.1765; semantic=0.5279; sequence_match=0.1935,False,0.4448,False,top-3 avg score 0.4448 < final_threshold 0.6
Not Free,Tutorial,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.2500; semantic=0.5760; sequence_match=0.2667,False,0.4443,False,top-3 avg score 0.4443 < final_threshold 0.6
PROcess,Proprietary Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.1905; semantic=0.4596; sequence_match=0.2857,False,0.4442,False,top-3 avg score 0.4442 < final_threshold 0.6
algorithm,CSV File Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5134; levenshtein=0.1538; semantic=0.4549; sequence_match=0.3636,False,0.444,False,top-3 avg score 0.4440 < final_threshold 0.6
programming language,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4813; levenshtein=0.2105; semantic=0.6003; sequence_match=0.2500,False,0.4439,False,top-3 avg score 0.4439 < final_threshold 0.6
Source code available,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5351; levenshtein=0.1579; semantic=0.5356; sequence_match=0.2609,False,0.4439,False,top-3 avg score 0.4439 < final_threshold 0.6
XML,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.6831; sequence_match=0.1667,False,0.4437,False,top-3 avg score 0.4437 < final_threshold 0.6
data format specification,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5772; levenshtein=0.1739; semantic=0.4873; sequence_match=0.2667,False,0.4437,False,top-3 avg score 0.4437 < final_threshold 0.6
software,FOSS License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5379; levenshtein=0.1818; semantic=0.5804; sequence_match=0.2105,False,0.4429,False,top-3 avg score 0.4429 < final_threshold 0.6
licence,Desktop Application,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4656; levenshtein=0.1667; semantic=0.5426; sequence_match=0.3200,False,0.4427,False,top-3 avg score 0.4427 < final_threshold 0.6
Purchase cost,Task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.5212; sequence_match=0.2500,False,0.4422,False,top-3 avg score 0.4422 < final_threshold 0.6
Purchase cost,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5595; levenshtein=0.2500; semantic=0.4504; sequence_match=0.3158,False,0.4419,False,top-3 avg score 0.4419 < final_threshold 0.6
programming language,Software Source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4703; levenshtein=0.1579; semantic=0.6128; sequence_match=0.2424,False,0.4419,False,top-3 avg score 0.4419 < final_threshold 0.6
Development status,Feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4239; levenshtein=0.1765; semantic=0.5670; sequence_match=0.3333,False,0.4414,False,top-3 avg score 0.4414 < final_threshold 0.6
file rendering,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4813; levenshtein=0.1579; semantic=0.5302; sequence_match=0.3125,False,0.4413,False,top-3 avg score 0.4413 < final_threshold 0.6
Source code available,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.5821; sequence_match=0.2308,False,0.4412,False,top-3 avg score 0.4412 < final_threshold 0.6
version number,Named and Published Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6179; levenshtein=0.1538; semantic=0.5004; sequence_match=0.2051,False,0.4412,False,top-3 avg score 0.4412 < final_threshold 0.6
data format specification,Export Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5533; levenshtein=0.2609; semantic=0.4590; sequence_match=0.3077,False,0.44,False,top-3 avg score 0.4400 < final_threshold 0.6
software developer organization,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6325; levenshtein=0.1379; semantic=0.4637; sequence_match=0.2222,False,0.4395,False,top-3 avg score 0.4395 < final_threshold 0.6
software,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.0000; semantic=0.6285; sequence_match=0.2667,False,0.4393,False,top-3 avg score 0.4393 < final_threshold 0.6
CEL binary format,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.2000; semantic=0.4944; sequence_match=0.2727,False,0.4388,False,top-3 avg score 0.4388 < final_threshold 0.6
algorithm,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.0769; semantic=0.6336; sequence_match=0.1818,False,0.4387,False,top-3 avg score 0.4387 < final_threshold 0.6
application programming interface,GIF Rendering,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5582; levenshtein=0.1935; semantic=0.4771; sequence_match=0.2791,False,0.4381,False,top-3 avg score 0.4381 < final_threshold 0.6
desktop graphical user interface,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5769; levenshtein=0.1724; semantic=0.5152; sequence_match=0.2222,False,0.4381,False,top-3 avg score 0.4381 < final_threshold 0.6
file rendering,Open Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4478; levenshtein=0.0714; semantic=0.5697; sequence_match=0.2963,False,0.4379,False,top-3 avg score 0.4379 < final_threshold 0.6
Not Free,FOSS Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5562; sequence_match=0.2667,False,0.4376,False,top-3 avg score 0.4376 < final_threshold 0.6
Source code available,Desktop Application,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5097; levenshtein=0.1053; semantic=0.5316; sequence_match=0.2703,False,0.4372,False,top-3 avg score 0.4372 < final_threshold 0.6
application programming interface,Tool,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6263; levenshtein=0.0968; semantic=0.5884; sequence_match=0.0571,False,0.4372,False,top-3 avg score 0.4372 < final_threshold 0.6
programming language,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.5699; sequence_match=0.2308,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.6
Open source software license,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5244; levenshtein=0.1600; semantic=0.5515; sequence_match=0.2353,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.6
Open source software license,Documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5897; levenshtein=0.2400; semantic=0.4575; sequence_match=0.2632,False,0.4368,False,top-3 avg score 0.4368 < final_threshold 0.6
licence,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.1429; semantic=0.5008; sequence_match=0.2857,False,0.4368,False,top-3 avg score 0.4368 < final_threshold 0.6
software developer organization,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4956; levenshtein=0.2069; semantic=0.4796; sequence_match=0.3333,False,0.4362,False,top-3 avg score 0.4362 < final_threshold 0.6
software,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3999; levenshtein=0.1579; semantic=0.6858; sequence_match=0.2222,False,0.4359,False,top-3 avg score 0.4359 < final_threshold 0.6
PROcess,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.0000; semantic=0.4982; sequence_match=0.2857,False,0.4359,False,top-3 avg score 0.4359 < final_threshold 0.6
licence,Help Resource,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4683; levenshtein=0.3333; semantic=0.5058; sequence_match=0.3158,False,0.4358,False,top-3 avg score 0.4358 < final_threshold 0.6
desktop graphical user interface,Open Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5400; levenshtein=0.1724; semantic=0.5345; sequence_match=0.2326,False,0.4357,False,top-3 avg score 0.4357 < final_threshold 0.6
function,FAQ,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.6389; sequence_match=0.1818,False,0.4356,False,top-3 avg score 0.4356 < final_threshold 0.6
software,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5750; levenshtein=0.1000; semantic=0.5095; sequence_match=0.2222,False,0.4356,False,top-3 avg score 0.4356 < final_threshold 0.6
algorithm,Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.5877; sequence_match=0.1905,False,0.4353,False,top-3 avg score 0.4353 < final_threshold 0.6
programming language,Named and Published Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5866; levenshtein=0.1538; semantic=0.4960; sequence_match=0.2222,False,0.435,False,top-3 avg score 0.4350 < final_threshold 0.6
Not Free,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.5507; sequence_match=0.2500,False,0.4344,False,top-3 avg score 0.4344 < final_threshold 0.6
desktop graphical user interface,Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5225; levenshtein=0.1724; semantic=0.4880; sequence_match=0.2927,False,0.4344,False,top-3 avg score 0.4344 < final_threshold 0.6
CEL ASCII format,API,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.1429; semantic=0.4644; sequence_match=0.2353,False,0.4343,False,top-3 avg score 0.4343 < final_threshold 0.6
CEL ASCII format,Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.0714; semantic=0.4434; sequence_match=0.3077,False,0.4342,False,top-3 avg score 0.4342 < final_threshold 0.6
software developer role,FOSS Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5675; levenshtein=0.1905; semantic=0.4589; sequence_match=0.2759,False,0.4341,False,top-3 avg score 0.4341 < final_threshold 0.6
plain text file format,Export Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5838; levenshtein=0.1053; semantic=0.3746; sequence_match=0.3429,False,0.4337,False,top-3 avg score 0.4337 < final_threshold 0.6
programming language,Open Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5392; levenshtein=0.1053; semantic=0.5801; sequence_match=0.1818,False,0.4337,False,top-3 avg score 0.4337 < final_threshold 0.6
programming language,GIF Rendering,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5077; levenshtein=0.1579; semantic=0.4687; sequence_match=0.3226,False,0.433,False,top-3 avg score 0.4330 < final_threshold 0.6
software,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.0000; semantic=0.6050; sequence_match=0.2353,False,0.4329,False,top-3 avg score 0.4329 < final_threshold 0.6
Source code available,FOSS Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4868; levenshtein=0.1579; semantic=0.5146; sequence_match=0.2963,False,0.4326,False,top-3 avg score 0.4326 < final_threshold 0.6
software interface,Tutorial,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5064; levenshtein=0.2353; semantic=0.5558; sequence_match=0.1600,False,0.4325,False,top-3 avg score 0.4325 < final_threshold 0.6
software developer organization,Export Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5374; levenshtein=0.1724; semantic=0.4487; sequence_match=0.3111,False,0.4324,False,top-3 avg score 0.4324 < final_threshold 0.6
data item,TXT File Format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6032; levenshtein=0.3077; semantic=0.3853; sequence_match=0.1905,False,0.4321,False,top-3 avg score 0.4321 < final_threshold 0.6
Purchase cost,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.2500; semantic=0.5314; sequence_match=0.3158,False,0.4319,False,top-3 avg score 0.4319 < final_threshold 0.6
data format specification,Developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5243; levenshtein=0.1739; semantic=0.5205; sequence_match=0.2500,False,0.4316,False,top-3 avg score 0.4316 < final_threshold 0.6
Development status,CEL File Format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5548; levenshtein=0.2941; semantic=0.3393; sequence_match=0.4000,False,0.4314,False,top-3 avg score 0.4314 < final_threshold 0.6
function,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.5434; sequence_match=0.2500,False,0.4311,False,top-3 avg score 0.4311 < final_threshold 0.6
CEL ASCII format,Documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5189; levenshtein=0.0000; semantic=0.4777; sequence_match=0.2963,False,0.431,False,top-3 avg score 0.4310 < final_threshold 0.6
software,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3241; levenshtein=0.1111; semantic=0.7330; sequence_match=0.2353,False,0.4308,False,top-3 avg score 0.4308 < final_threshold 0.6
function,Desktop Application,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4028; levenshtein=0.2778; semantic=0.5045; sequence_match=0.3846,False,0.4306,False,top-3 avg score 0.4306 < final_threshold 0.6
Maintained,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.1000; semantic=0.5614; sequence_match=0.2353,False,0.4306,False,top-3 avg score 0.4306 < final_threshold 0.6
version number,Desktop Application,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4266; levenshtein=0.1111; semantic=0.5424; sequence_match=0.3226,False,0.4305,False,top-3 avg score 0.4305 < final_threshold 0.6
Source code available,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4971; levenshtein=0.1053; semantic=0.5797; sequence_match=0.2143,False,0.4303,False,top-3 avg score 0.4303 < final_threshold 0.6
application programming interface,Software Source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4848; levenshtein=0.1613; semantic=0.5835; sequence_match=0.2222,False,0.4302,False,top-3 avg score 0.4302 < final_threshold 0.6
Maintained,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.1000; semantic=0.4548; sequence_match=0.3000,False,0.4294,False,top-3 avg score 0.4294 < final_threshold 0.6
application programming interface,Export Capability,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5735; levenshtein=0.2258; semantic=0.4883; sequence_match=0.2128,False,0.4292,False,top-3 avg score 0.4292 < final_threshold 0.6
software,Export Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5125; levenshtein=0.1875; semantic=0.5249; sequence_match=0.2500,False,0.4291,False,top-3 avg score 0.4291 < final_threshold 0.6
Source code available,Proprietary Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4859; levenshtein=0.2381; semantic=0.5510; sequence_match=0.2500,False,0.429,False,top-3 avg score 0.4290 < final_threshold 0.6
Source code available,FOSS License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5093; levenshtein=0.2105; semantic=0.5107; sequence_match=0.2667,False,0.4289,False,top-3 avg score 0.4289 < final_threshold 0.6
algorithm,Feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4762; levenshtein=0.0000; semantic=0.5601; sequence_match=0.2500,False,0.4288,False,top-3 avg score 0.4288 < final_threshold 0.6
web service,Feature,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4651; levenshtein=0.3000; semantic=0.5209; sequence_match=0.2353,False,0.4287,False,top-3 avg score 0.4287 < final_threshold 0.6
desktop graphical user interface,FOSS License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5984; levenshtein=0.2069; semantic=0.4375; sequence_match=0.2500,False,0.4286,False,top-3 avg score 0.4286 < final_threshold 0.6
software interface,Data Format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5611; levenshtein=0.2353; semantic=0.4894; sequence_match=0.1481,False,0.4286,False,top-3 avg score 0.4286 < final_threshold 0.6
data format specification,FOSS License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5466; levenshtein=0.2174; semantic=0.3862; sequence_match=0.3529,False,0.4286,False,top-3 avg score 0.4286 < final_threshold 0.6
data format specification,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5314; levenshtein=0.2174; semantic=0.5039; sequence_match=0.2500,False,0.4284,False,top-3 avg score 0.4284 < final_threshold 0.6
algorithm,Desktop Application,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.5895; sequence_match=0.2222,False,0.428,False,top-3 avg score 0.4280 < final_threshold 0.6
Maintained,Open Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5651; levenshtein=0.2143; semantic=0.4684; sequence_match=0.2500,False,0.4278,False,top-3 avg score 0.4278 < final_threshold 0.6
data format specification,Tutorial,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6147; levenshtein=0.2174; semantic=0.4103; sequence_match=0.2581,False,0.4277,False,top-3 avg score 0.4277 < final_threshold 0.6
