gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Completion,Player IAP Event,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.1429; semantic=0.3855; sequence_match=0.3333,False,0.446,False,top-3 avg score 0.4460 < final_threshold 0.6
Feature,Player Item Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5857; levenshtein=0.2667; semantic=0.4748; sequence_match=0.2727,False,0.4444,False,top-3 avg score 0.4444 < final_threshold 0.6
Paragon,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.6865; sequence_match=0.1818,False,0.4442,False,top-3 avg score 0.4442 < final_threshold 0.6
Veteran,Player Game Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.2143; semantic=0.5056; sequence_match=0.2857,False,0.4423,False,top-3 avg score 0.4423 < final_threshold 0.6
Virtuosity,Achievement Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.2000; semantic=0.5323; sequence_match=0.3200,False,0.4415,False,top-3 avg score 0.4415 < final_threshold 0.6
Feature,Location,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.2500; semantic=0.5449; sequence_match=0.2667,False,0.4411,False,top-3 avg score 0.4411 < final_threshold 0.6
Achievement,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5273; levenshtein=0.1818; semantic=0.5442; sequence_match=0.2500,False,0.4405,False,top-3 avg score 0.4405 < final_threshold 0.6
Genre,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5273; levenshtein=0.1818; semantic=0.5442; sequence_match=0.2500,False,0.4405,False,top-3 avg score 0.4405 < final_threshold 0.6
Achievement,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5051; levenshtein=0.0909; semantic=0.5810; sequence_match=0.2353,False,0.4404,False,top-3 avg score 0.4404 < final_threshold 0.6
Player,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5051; levenshtein=0.0909; semantic=0.5810; sequence_match=0.2353,False,0.4404,False,top-3 avg score 0.4404 < final_threshold 0.6
hard mode,Game Play Session,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5250; levenshtein=0.1333; semantic=0.5348; sequence_match=0.2609,False,0.4402,False,top-3 avg score 0.4402 < final_threshold 0.6
hard mode,Player Item Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5056; levenshtein=0.2667; semantic=0.4621; sequence_match=0.3478,False,0.4385,False,top-3 avg score 0.4385 < final_threshold 0.6
Character,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.2222; semantic=0.5540; sequence_match=0.3077,False,0.4385,False,top-3 avg score 0.4385 < final_threshold 0.6
Veteran,Player IAP Event,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.2857; semantic=0.4054; sequence_match=0.2857,False,0.4383,False,top-3 avg score 0.4383 < final_threshold 0.6
Game,Player Item Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.2000; semantic=0.5584; sequence_match=0.2105,False,0.4378,False,top-3 avg score 0.4378 < final_threshold 0.6
Leaderboard,Location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.1818; semantic=0.4484; sequence_match=0.3158,False,0.4378,False,top-3 avg score 0.4378 < final_threshold 0.6
Feature,Playing Area,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5671; levenshtein=0.2727; semantic=0.4734; sequence_match=0.2222,False,0.4378,False,top-3 avg score 0.4378 < final_threshold 0.6
Character,In App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5840; levenshtein=0.1538; semantic=0.3654; sequence_match=0.3636,False,0.4377,False,top-3 avg score 0.4377 < final_threshold 0.6
game product,Player IAP Event,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5372; levenshtein=0.2143; semantic=0.4536; sequence_match=0.3200,False,0.4369,False,top-3 avg score 0.4369 < final_threshold 0.6
Feature,Game,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4286; levenshtein=0.2857; semantic=0.5943; sequence_match=0.1818,False,0.4362,False,top-3 avg score 0.4362 < final_threshold 0.6
Player,Location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.1250; semantic=0.4886; sequence_match=0.2857,False,0.434,False,top-3 avg score 0.4340 < final_threshold 0.6
Fandom,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5051; levenshtein=0.0909; semantic=0.5606; sequence_match=0.2353,False,0.4336,False,top-3 avg score 0.4336 < final_threshold 0.6
Completion,Player Game Item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5095; levenshtein=0.0714; semantic=0.4567; sequence_match=0.3333,False,0.4332,False,top-3 avg score 0.4332 < final_threshold 0.6
Game,Player IAP Event,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5285; sequence_match=0.2222,False,0.4328,False,top-3 avg score 0.4328 < final_threshold 0.6
Feature,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.0909; semantic=0.6183; sequence_match=0.2222,False,0.4322,False,top-3 avg score 0.4322 < final_threshold 0.6
Paragon,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.5810; sequence_match=0.2222,False,0.4308,False,top-3 avg score 0.4308 < final_threshold 0.6
special play style,Achievement Type,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5528; levenshtein=0.2500; semantic=0.4867; sequence_match=0.1290,False,0.4298,False,top-3 avg score 0.4298 < final_threshold 0.6
Virtuosity,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4606; levenshtein=0.0909; semantic=0.6382; sequence_match=0.1905,False,0.4297,False,top-3 avg score 0.4297 < final_threshold 0.6
Achievement,Playing Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4924; levenshtein=0.0909; semantic=0.5218; sequence_match=0.2727,False,0.429,False,top-3 avg score 0.4290 < final_threshold 0.6
playing area,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4924; levenshtein=0.0909; semantic=0.5218; sequence_match=0.2727,False,0.429,False,top-3 avg score 0.4290 < final_threshold 0.6
Genre,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4111; levenshtein=0.1667; semantic=0.5104; sequence_match=0.3636,False,0.4284,False,top-3 avg score 0.4284 < final_threshold 0.6
Player,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4111; levenshtein=0.1667; semantic=0.5104; sequence_match=0.3636,False,0.4284,False,top-3 avg score 0.4284 < final_threshold 0.6
Character,Player Item Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4870; levenshtein=0.2000; semantic=0.4643; sequence_match=0.3333,False,0.4282,False,top-3 avg score 0.4282 < final_threshold 0.6
Curiosity,Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.1111; semantic=0.5213; sequence_match=0.3077,False,0.4276,False,top-3 avg score 0.4276 < final_threshold 0.6
Collection,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5111; levenshtein=0.1000; semantic=0.5168; sequence_match=0.2500,False,0.426,False,top-3 avg score 0.4260 < final_threshold 0.6
Session,Player IAP Event,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.4443; sequence_match=0.2857,False,0.4259,False,top-3 avg score 0.4259 < final_threshold 0.6
Completion,Player Item Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.0667; semantic=0.4088; sequence_match=0.3200,False,0.4244,False,top-3 avg score 0.4244 < final_threshold 0.6
in-app purchase event,Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5322; levenshtein=0.1667; semantic=0.3954; sequence_match=0.3448,False,0.4242,False,top-3 avg score 0.4242 < final_threshold 0.6
Genre,Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.0000; semantic=0.5665; sequence_match=0.2222,False,0.424,False,top-3 avg score 0.4240 < final_threshold 0.6
Item,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.0000; semantic=0.5665; sequence_match=0.2222,False,0.424,False,top-3 avg score 0.4240 < final_threshold 0.6
Virtuosity,Player Item Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2000; semantic=0.4765; sequence_match=0.2400,False,0.424,False,top-3 avg score 0.4240 < final_threshold 0.6
Session,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.5916; sequence_match=0.2222,False,0.4233,False,top-3 avg score 0.4233 < final_threshold 0.6
Loyalty,Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5429; levenshtein=0.1333; semantic=0.4536; sequence_match=0.2727,False,0.4231,False,top-3 avg score 0.4231 < final_threshold 0.6
Character,Kill Count Record,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.2000; semantic=0.3573; sequence_match=0.3333,False,0.4228,False,top-3 avg score 0.4228 < final_threshold 0.6
Session,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.0000; semantic=0.6216; sequence_match=0.1818,False,0.4226,False,top-3 avg score 0.4226 < final_threshold 0.6
Genre,Kill Count Record,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.2000; semantic=0.3668; sequence_match=0.3000,False,0.4223,False,top-3 avg score 0.4223 < final_threshold 0.6
hard mode,Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4773; levenshtein=0.1818; semantic=0.4734; sequence_match=0.3158,False,0.4221,False,top-3 avg score 0.4221 < final_threshold 0.6
Veteran,Location,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5088; sequence_match=0.2667,False,0.4218,False,top-3 avg score 0.4218 < final_threshold 0.6
Leaderboard,Player Game Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4993; levenshtein=0.1905; semantic=0.5154; sequence_match=0.2500,False,0.4215,False,top-3 avg score 0.4215 < final_threshold 0.6
Session,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4476; levenshtein=0.1429; semantic=0.4836; sequence_match=0.3333,False,0.4215,False,top-3 avg score 0.4215 < final_threshold 0.6
in-app purchase event,Player Game Item,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5470; levenshtein=0.2778; semantic=0.4393; sequence_match=0.1250,False,0.4214,False,top-3 avg score 0.4214 < final_threshold 0.6
Veteran,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.6156; sequence_match=0.1818,False,0.4206,False,top-3 avg score 0.4206 < final_threshold 0.6
Completion,Player Game Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4460; levenshtein=0.1429; semantic=0.5570; sequence_match=0.2581,False,0.4204,False,top-3 avg score 0.4204 < final_threshold 0.6
Collection,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.1000; semantic=0.5566; sequence_match=0.2667,False,0.4189,False,top-3 avg score 0.4189 < final_threshold 0.6
game product,In App Purchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5464; levenshtein=0.2308; semantic=0.4736; sequence_match=0.1667,False,0.4169,False,top-3 avg score 0.4169 < final_threshold 0.6
Feature,Achievement Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4317; levenshtein=0.2000; semantic=0.5424; sequence_match=0.2727,False,0.4156,False,top-3 avg score 0.4156 < final_threshold 0.6
Collection,Player Game Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4786; levenshtein=0.1429; semantic=0.5169; sequence_match=0.2500,False,0.4151,False,top-3 avg score 0.4151 < final_threshold 0.6
Genre,Playing Area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4303; levenshtein=0.2727; semantic=0.4398; sequence_match=0.3750,False,0.415,False,top-3 avg score 0.4150 < final_threshold 0.6
playing area,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4303; levenshtein=0.2727; semantic=0.4398; sequence_match=0.3750,False,0.415,False,top-3 avg score 0.4150 < final_threshold 0.6
Luck,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.5663; sequence_match=0.2000,False,0.4128,False,top-3 avg score 0.4128 < final_threshold 0.6
Character,Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.1818; semantic=0.4171; sequence_match=0.3000,False,0.4121,False,top-3 avg score 0.4121 < final_threshold 0.6
Feature,Player IAP Event,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.2143; semantic=0.4138; sequence_match=0.2857,False,0.4118,False,top-3 avg score 0.4118 < final_threshold 0.6
Tutorial,Player Item Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.2000; semantic=0.4499; sequence_match=0.2609,False,0.4101,False,top-3 avg score 0.4101 < final_threshold 0.6
Leaderboard,Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4924; levenshtein=0.1818; semantic=0.4647; sequence_match=0.2727,False,0.4099,False,top-3 avg score 0.4099 < final_threshold 0.6
Fandom,Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.5552; sequence_match=0.2000,False,0.4091,False,top-3 avg score 0.4091 < final_threshold 0.6
Leaderboard,Genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5131; levenshtein=0.1818; semantic=0.4639; sequence_match=0.2500,False,0.409,False,top-3 avg score 0.4090 < final_threshold 0.6
Tutorial,Location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.4756; sequence_match=0.2500,False,0.4085,False,top-3 avg score 0.4085 < final_threshold 0.6
Completion,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.5222; sequence_match=0.2353,False,0.4075,False,top-3 avg score 0.4075 < final_threshold 0.6
Veteran,Player Game Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5040; levenshtein=0.1905; semantic=0.5043; sequence_match=0.2143,False,0.4075,False,top-3 avg score 0.4075 < final_threshold 0.6
Loyalty,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4113; levenshtein=0.0000; semantic=0.5882; sequence_match=0.2222,False,0.4072,False,top-3 avg score 0.4072 < final_threshold 0.6
Leaderboard,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4040; levenshtein=0.0909; semantic=0.6358; sequence_match=0.1818,False,0.4072,False,top-3 avg score 0.4072 < final_threshold 0.6
Curiosity,Kill Count Record,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4963; levenshtein=0.1333; semantic=0.3901; sequence_match=0.3333,False,0.4066,False,top-3 avg score 0.4066 < final_threshold 0.6
Game,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.0000; semantic=0.5720; sequence_match=0.1818,False,0.4061,False,top-3 avg score 0.4061 < final_threshold 0.6
Genre,Player Game Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5802; levenshtein=0.1429; semantic=0.4060; sequence_match=0.2308,False,0.4056,False,top-3 avg score 0.4056 < final_threshold 0.6
Item,Player Game Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.1429; semantic=0.4444; sequence_match=0.2400,False,0.4054,False,top-3 avg score 0.4054 < final_threshold 0.6
Loyalty,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.5692; sequence_match=0.1818,False,0.4051,False,top-3 avg score 0.4051 < final_threshold 0.6
Item,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.5417; sequence_match=0.2000,False,0.4046,False,top-3 avg score 0.4046 < final_threshold 0.6
Player,Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.5417; sequence_match=0.2000,False,0.4046,False,top-3 avg score 0.4046 < final_threshold 0.6
hard mode,Player Game Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4802; levenshtein=0.1905; semantic=0.5234; sequence_match=0.2069,False,0.4035,False,top-3 avg score 0.4035 < final_threshold 0.6
Collection,Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.1000; semantic=0.6157; sequence_match=0.1429,False,0.4029,False,top-3 avg score 0.4029 < final_threshold 0.6
Fandom,Player Game Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.5162; sequence_match=0.2000,False,0.4027,False,top-3 avg score 0.4027 < final_threshold 0.6
Luck,Achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0000; semantic=0.6277; sequence_match=0.1333,False,0.4027,False,top-3 avg score 0.4027 < final_threshold 0.6
Collection,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.5065; sequence_match=0.2353,False,0.4023,False,top-3 avg score 0.4023 < final_threshold 0.6
Feature,Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.5963; sequence_match=0.1818,False,0.4022,False,top-3 avg score 0.4022 < final_threshold 0.6
game product,Player Item Usage,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5374; levenshtein=0.2000; semantic=0.4688; sequence_match=0.1538,False,0.4021,False,top-3 avg score 0.4021 < final_threshold 0.6
Leaderboard,Game Play Session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5374; levenshtein=0.1333; semantic=0.4369; sequence_match=0.2308,False,0.4017,False,top-3 avg score 0.4017 < final_threshold 0.6
Loyalty,Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4560; levenshtein=0.2727; semantic=0.4138; sequence_match=0.3333,False,0.401,False,top-3 avg score 0.4010 < final_threshold 0.6
Collection,Player IAP Event,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5619; levenshtein=0.1429; semantic=0.3898; sequence_match=0.2500,False,0.4006,False,top-3 avg score 0.4006 < final_threshold 0.6
Player,In App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.4187; sequence_match=0.3158,False,0.4001,False,top-3 avg score 0.4001 < final_threshold 0.6
Genre,Player Item Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.1333; semantic=0.4001; sequence_match=0.2000,False,0.4,False,top-3 avg score 0.4000 < final_threshold 0.6
game product,Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4601; levenshtein=0.1333; semantic=0.4315; sequence_match=0.3077,False,0.3998,False,top-3 avg score 0.3998 < final_threshold 0.6
Collection,Achievement Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.2000; semantic=0.4806; sequence_match=0.2400,False,0.3995,False,top-3 avg score 0.3995 < final_threshold 0.6
special play style,In App Purchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6218; levenshtein=0.1875; semantic=0.3890; sequence_match=0.1379,False,0.3994,False,top-3 avg score 0.3994 < final_threshold 0.6
hard mode,In App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5353; levenshtein=0.2308; semantic=0.3766; sequence_match=0.2857,False,0.3992,False,top-3 avg score 0.3992 < final_threshold 0.6
Loyalty,Player Item Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.3954; sequence_match=0.2727,False,0.3992,False,top-3 avg score 0.3992 < final_threshold 0.6
hard mode,Location,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.4467; sequence_match=0.2500,False,0.3989,False,top-3 avg score 0.3989 < final_threshold 0.6
Luck,Player Game Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.0952; semantic=0.5046; sequence_match=0.1600,False,0.3988,False,top-3 avg score 0.3988 < final_threshold 0.6
Player,Ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3730; levenshtein=0.0000; semantic=0.5153; sequence_match=0.3077,False,0.3987,False,top-3 avg score 0.3987 < final_threshold 0.6
Tutorial,Kill Count Record,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6056; levenshtein=0.1333; semantic=0.3288; sequence_match=0.2609,False,0.3984,False,top-3 avg score 0.3984 < final_threshold 0.6
in-app purchase event,Player Item Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6074; levenshtein=0.1667; semantic=0.4045; sequence_match=0.1818,False,0.3979,False,top-3 avg score 0.3979 < final_threshold 0.6
Loyalty,Player IAP Event,jaro_winkler+sequence_match+semantic,jaro_winkler=0.4365; levenshtein=0.2143; semantic=0.3760; sequence_match=0.3810,False,0.3978,False,top-3 avg score 0.3978 < final_threshold 0.6
special play style,Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5290; levenshtein=0.1250; semantic=0.5141; sequence_match=0.1481,False,0.3971,False,top-3 avg score 0.3971 < final_threshold 0.6
Genre,Player IAP Event,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6048; levenshtein=0.1429; semantic=0.3751; sequence_match=0.2105,False,0.3968,False,top-3 avg score 0.3968 < final_threshold 0.6
Session,Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.0000; semantic=0.5379; sequence_match=0.1818,False,0.3947,False,top-3 avg score 0.3947 < final_threshold 0.6
Achievement,In App Purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3901; levenshtein=0.0769; semantic=0.4594; sequence_match=0.3333,False,0.3943,False,top-3 avg score 0.3943 < final_threshold 0.6
Veteran,Game Play Session,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4317; levenshtein=0.2000; semantic=0.4781; sequence_match=0.2727,False,0.3942,False,top-3 avg score 0.3942 < final_threshold 0.6
Curiosity,Player Item Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4963; levenshtein=0.2000; semantic=0.4331; sequence_match=0.2500,False,0.3931,False,top-3 avg score 0.3931 < final_threshold 0.6
Feature,Player Game Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5040; levenshtein=0.1429; semantic=0.4585; sequence_match=0.2143,False,0.3922,False,top-3 avg score 0.3922 < final_threshold 0.6
Collection,Game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.1000; semantic=0.5836; sequence_match=0.1429,False,0.3922,False,top-3 avg score 0.3922 < final_threshold 0.6
Collection,Playing Area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5242; levenshtein=0.0000; semantic=0.4616; sequence_match=0.1905,False,0.3921,False,top-3 avg score 0.3921 < final_threshold 0.6
Leaderboard,Game,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3939; levenshtein=0.1818; semantic=0.6000; sequence_match=0.1333,False,0.3919,False,top-3 avg score 0.3919 < final_threshold 0.6
Fandom,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4556; levenshtein=0.1667; semantic=0.5361; sequence_match=0.1818,False,0.3911,False,top-3 avg score 0.3911 < final_threshold 0.6
hard mode,Achievement Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.2000; semantic=0.4896; sequence_match=0.2609,False,0.3909,False,top-3 avg score 0.3909 < final_threshold 0.6
in-app purchase event,Genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.1111; semantic=0.4094; sequence_match=0.1739,False,0.3907,False,top-3 avg score 0.3907 < final_threshold 0.6
Game,In App Purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.1538; semantic=0.4939; sequence_match=0.2353,False,0.3905,False,top-3 avg score 0.3905 < final_threshold 0.6
Achievement,Kill Count Record,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4626; levenshtein=0.1333; semantic=0.4744; sequence_match=0.2308,False,0.3893,False,top-3 avg score 0.3893 < final_threshold 0.6
Item,Kill Count Record,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4389; levenshtein=0.2000; semantic=0.4131; sequence_match=0.3158,False,0.3893,False,top-3 avg score 0.3893 < final_threshold 0.6
Loyalty,Kill Count Record,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5294; levenshtein=0.1333; semantic=0.3626; sequence_match=0.2727,False,0.3882,False,top-3 avg score 0.3882 < final_threshold 0.6
Completion,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.1000; semantic=0.4647; sequence_match=0.2667,False,0.3882,False,top-3 avg score 0.3882 < final_threshold 0.6
playing area,Ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4784; levenshtein=0.1818; semantic=0.4615; sequence_match=0.2222,False,0.3874,False,top-3 avg score 0.3874 < final_threshold 0.6
Fandom,Achievement Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4889; levenshtein=0.0667; semantic=0.4799; sequence_match=0.1905,False,0.3864,False,top-3 avg score 0.3864 < final_threshold 0.6
Paragon,In App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.1538; semantic=0.4159; sequence_match=0.2000,False,0.3863,False,top-3 avg score 0.3863 < final_threshold 0.6
Feature,Kill Count Record,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.3551; sequence_match=0.2727,False,0.3857,False,top-3 avg score 0.3857 < final_threshold 0.6
Paragon,Genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4476; levenshtein=0.0000; semantic=0.5423; sequence_match=0.1667,False,0.3855,False,top-3 avg score 0.3855 < final_threshold 0.6
Collection,Player Game Achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5302; levenshtein=0.1905; semantic=0.4322; sequence_match=0.1935,False,0.3853,False,top-3 avg score 0.3853 < final_threshold 0.6
Game,Location,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.5295; sequence_match=0.1667,False,0.3848,False,top-3 avg score 0.3848 < final_threshold 0.6
Item,In App Purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.0769; semantic=0.4739; sequence_match=0.2353,False,0.3838,False,top-3 avg score 0.3838 < final_threshold 0.6
playing area,Kill Count Record,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5293; levenshtein=0.2000; semantic=0.3145; sequence_match=0.3077,False,0.3838,False,top-3 avg score 0.3838 < final_threshold 0.6
hard mode,Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.5251; sequence_match=0.1667,False,0.3834,False,top-3 avg score 0.3834 < final_threshold 0.6
Fandom,Player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.0000; semantic=0.5386; sequence_match=0.1667,False,0.3832,False,top-3 avg score 0.3832 < final_threshold 0.6
Virtuosity,Location,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.1000; semantic=0.4792; sequence_match=0.2222,False,0.3829,False,top-3 avg score 0.3829 < final_threshold 0.6
Tutorial,Item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.5211; sequence_match=0.1667,False,0.382,False,top-3 avg score 0.3820 < final_threshold 0.6
