prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,is measured by device,is measured by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9333; levenshtein=0.6667; semantic=0.8728; sequence_match=0.8000,False,0.8687,True,selected
ObjectProperty,has period,is actuator for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4174; levenshtein=0.2308; semantic=0.4826; sequence_match=0.2727,False,0.3909,False,top-3 avg score 0.3909 < final_threshold 0.7
ObjectProperty,has property,is temporal setting of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5254; levenshtein=0.2105; semantic=0.4305; sequence_match=0.2000,False,0.3888,False,top-3 avg score 0.3888 < final_threshold 0.7
ObjectProperty,has key performance indicator,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4493; levenshtein=0.1923; semantic=0.4204; sequence_match=0.2857,False,0.3851,False,top-3 avg score 0.3851 < final_threshold 0.7
ObjectProperty,measurement made by,is temporal setting of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5055; levenshtein=0.1579; semantic=0.3696; sequence_match=0.2778,False,0.3843,False,top-3 avg score 0.3843 < final_threshold 0.7
ObjectProperty,has phenomenon time,is measured by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5036; levenshtein=0.1176; semantic=0.4423; sequence_match=0.2069,False,0.3843,False,top-3 avg score 0.3843 < final_threshold 0.7
ObjectProperty,makes measurement,is chemical property of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4530; levenshtein=0.2500; semantic=0.4184; sequence_match=0.2778,False,0.383,False,top-3 avg score 0.3830 < final_threshold 0.7
ObjectProperty,makes measurement,is actuator for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4324; levenshtein=0.1250; semantic=0.4918; sequence_match=0.2069,False,0.377,False,top-3 avg score 0.3770 < final_threshold 0.7
ObjectProperty,feature is measured by device,is chemical property of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4922; levenshtein=0.1200; semantic=0.3699; sequence_match=0.2667,False,0.3762,False,top-3 avg score 0.3762 < final_threshold 0.7
ObjectProperty,feature is measured by device,has indicator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4783; levenshtein=0.1600; semantic=0.4867; sequence_match=0.1622,False,0.3757,False,top-3 avg score 0.3757 < final_threshold 0.7
ObjectProperty,measurement made by,has tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4766; levenshtein=0.2353; semantic=0.4140; sequence_match=0.2308,False,0.3753,False,top-3 avg score 0.3753 < final_threshold 0.7
ObjectProperty,has billing period,is provided by,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5139; levenshtein=0.1875; semantic=0.4242; sequence_match=0.1429,False,0.3752,False,top-3 avg score 0.3752 < final_threshold 0.7
ObjectProperty,measurement made by,is sensor for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3663; levenshtein=0.1765; semantic=0.5343; sequence_match=0.2143,False,0.3716,False,top-3 avg score 0.3716 < final_threshold 0.7
ObjectProperty,measurement made by,is actuator for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4382; levenshtein=0.1176; semantic=0.4343; sequence_match=0.2000,False,0.3575,False,top-3 avg score 0.3575 < final_threshold 0.7
ObjectProperty,has billing period,is actuator for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4324; levenshtein=0.1875; semantic=0.4309; sequence_match=0.2069,False,0.3567,False,top-3 avg score 0.3567 < final_threshold 0.7
ObjectProperty,feature is measured by device,is temporal setting of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5088; levenshtein=0.1600; semantic=0.3327; sequence_match=0.2273,False,0.3563,False,top-3 avg score 0.3563 < final_threshold 0.7
ObjectProperty,has phenomenon time,is provided by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4395; levenshtein=0.1765; semantic=0.4064; sequence_match=0.2069,False,0.351,False,top-3 avg score 0.3510 < final_threshold 0.7
ObjectProperty,has phenomenon time,is actuator for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4262; levenshtein=0.1176; semantic=0.4081; sequence_match=0.2000,False,0.3448,False,top-3 avg score 0.3448 < final_threshold 0.7
ObjectProperty,has measurement,is provided by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3770; levenshtein=0.1429; semantic=0.4580; sequence_match=0.1538,False,0.3296,False,top-3 avg score 0.3296 < final_threshold 0.7
ObjectProperty,makes measurement,is provided by,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3681; levenshtein=0.1250; semantic=0.4491; sequence_match=0.0714,False,0.3141,False,top-3 avg score 0.3141 < final_threshold 0.7
