prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,operand,has operand,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8048; levenshtein=0.7000; semantic=0.9169; sequence_match=0.8235,False,0.8484,True,selected
ObjectProperty,andSequence,has operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5879; levenshtein=0.1818; semantic=0.4838; sequence_match=0.2857,False,0.4525,False,top-3 avg score 0.4525 < final_threshold 0.7
ObjectProperty,Only One,contains element,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6127; levenshtein=0.2667; semantic=0.3789; sequence_match=0.3636,False,0.4518,False,top-3 avg score 0.4518 < final_threshold 0.7
ObjectProperty,failure,activates rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.2308; semantic=0.4121; sequence_match=0.4000,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.7
ObjectProperty,inheritFrom,has operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5242; levenshtein=0.0909; semantic=0.5430; sequence_match=0.2857,False,0.451,False,top-3 avg score 0.4510 < final_threshold 0.7
ObjectProperty,inheritFrom,triggers on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6158; levenshtein=0.3158; semantic=0.4038; sequence_match=0.3333,False,0.451,False,top-3 avg score 0.4510 < final_threshold 0.7
ObjectProperty,permission,constrains requirement,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5825; levenshtein=0.2381; semantic=0.5319; sequence_match=0.1290,False,0.4508,False,top-3 avg score 0.4508 < final_threshold 0.7
ObjectProperty,assigner,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6578; levenshtein=0.2069; semantic=0.4241; sequence_match=0.2703,False,0.4507,False,top-3 avg score 0.4507 < final_threshold 0.7
ObjectProperty,operator,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5927; sequence_match=0.2667,False,0.4498,False,top-3 avg score 0.4498 < final_threshold 0.7
ObjectProperty,assigner,constrains requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5933; levenshtein=0.1905; semantic=0.4788; sequence_match=0.2759,False,0.4493,False,top-3 avg score 0.4493 < final_threshold 0.7
ObjectProperty,prohibition,applies to constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5254; levenshtein=0.2105; semantic=0.5558; sequence_match=0.2667,False,0.4493,False,top-3 avg score 0.4493 < final_threshold 0.7
ObjectProperty,inheritRelation,constrains requirement,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6312; levenshtein=0.2857; semantic=0.4296; sequence_match=0.2778,False,0.4488,False,top-3 avg score 0.4488 < final_threshold 0.7
ObjectProperty,assignee,activates rule,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6026; levenshtein=0.3077; semantic=0.4345; sequence_match=0.2857,False,0.4482,False,top-3 avg score 0.4482 < final_threshold 0.7
ObjectProperty,obligation,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5670; levenshtein=0.2414; semantic=0.4184; sequence_match=0.3590,False,0.4481,False,top-3 avg score 0.4481 < final_threshold 0.7
ObjectProperty,permission,triggers on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5466; levenshtein=0.2105; semantic=0.4513; sequence_match=0.3448,False,0.4476,False,top-3 avg score 0.4476 < final_threshold 0.7
ObjectProperty,permission,has element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5167; levenshtein=0.0000; semantic=0.5260; sequence_match=0.3000,False,0.4475,False,top-3 avg score 0.4475 < final_threshold 0.7
ObjectProperty,constraint,activates rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6033; levenshtein=0.1538; semantic=0.4776; sequence_match=0.2609,False,0.4472,False,top-3 avg score 0.4472 < final_threshold 0.7
ObjectProperty,target,has operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4889; levenshtein=0.2000; semantic=0.6014; sequence_match=0.2500,False,0.4468,False,top-3 avg score 0.4468 < final_threshold 0.7
ObjectProperty,failure,contains element,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5294; levenshtein=0.2667; semantic=0.4466; sequence_match=0.3636,False,0.4465,False,top-3 avg score 0.4465 < final_threshold 0.7
ObjectProperty,andSequence,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1818; semantic=0.4387; sequence_match=0.3333,False,0.4464,False,top-3 avg score 0.4464 < final_threshold 0.7
ObjectProperty,prohibition,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.0909; semantic=0.4852; sequence_match=0.3158,False,0.4463,False,top-3 avg score 0.4463 < final_threshold 0.7
ObjectProperty,operand,contains element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.5362; sequence_match=0.2727,False,0.4461,False,top-3 avg score 0.4461 < final_threshold 0.7
ObjectProperty,conflict,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5579; sequence_match=0.2667,False,0.4455,False,top-3 avg score 0.4455 < final_threshold 0.7
ObjectProperty,or,is rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.5294; sequence_match=0.2500,False,0.445,False,top-3 avg score 0.4450 < final_threshold 0.7
ObjectProperty,operator,contains element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.1333; semantic=0.5683; sequence_match=0.2609,False,0.4449,False,top-3 avg score 0.4449 < final_threshold 0.7
ObjectProperty,constraint,is rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5111; levenshtein=0.2000; semantic=0.5732; sequence_match=0.2500,False,0.4448,False,top-3 avg score 0.4448 < final_threshold 0.7
ObjectProperty,function,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6102; levenshtein=0.2069; semantic=0.3979; sequence_match=0.3243,False,0.4441,False,top-3 avg score 0.4441 < final_threshold 0.7
ObjectProperty,scope,constrains requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5802; levenshtein=0.0952; semantic=0.5200; sequence_match=0.2308,False,0.4437,False,top-3 avg score 0.4437 < final_threshold 0.7
ObjectProperty,scope,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6460; levenshtein=0.1379; semantic=0.4493; sequence_match=0.2353,False,0.4435,False,top-3 avg score 0.4435 < final_threshold 0.7
ObjectProperty,implies,contains element,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.5262; sequence_match=0.2727,False,0.4428,False,top-3 avg score 0.4428 < final_threshold 0.7
ObjectProperty,assigner,contains element,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2000; semantic=0.4795; sequence_match=0.2609,False,0.4421,False,top-3 avg score 0.4421 < final_threshold 0.7
ObjectProperty,inheritFrom,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.5368; sequence_match=0.3333,False,0.442,False,top-3 avg score 0.4420 < final_threshold 0.7
ObjectProperty,permission,specifies remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.2667; semantic=0.5055; sequence_match=0.3200,False,0.4418,False,top-3 avg score 0.4418 < final_threshold 0.7
ObjectProperty,or,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5553; sequence_match=0.2222,False,0.4417,False,top-3 avg score 0.4417 < final_threshold 0.7
ObjectProperty,leftOperand,has element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5045; levenshtein=0.1818; semantic=0.5324; sequence_match=0.2857,False,0.4409,False,top-3 avg score 0.4409 < final_threshold 0.7
ObjectProperty,operand,relates to prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5214; levenshtein=0.1000; semantic=0.5037; sequence_match=0.2963,False,0.4405,False,top-3 avg score 0.4405 < final_threshold 0.7
ObjectProperty,implies,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.0000; semantic=0.5095; sequence_match=0.2857,False,0.4397,False,top-3 avg score 0.4397 < final_threshold 0.7
ObjectProperty,inheritRelation,has role,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.5891; sequence_match=0.1818,False,0.4395,False,top-3 avg score 0.4395 < final_threshold 0.7
ObjectProperty,function,applies to constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5627; levenshtein=0.1579; semantic=0.5315; sequence_match=0.2222,False,0.4388,False,top-3 avg score 0.4388 < final_threshold 0.7
ObjectProperty,target,applies to constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5424; levenshtein=0.1579; semantic=0.5323; sequence_match=0.2400,False,0.4382,False,top-3 avg score 0.4382 < final_threshold 0.7
ObjectProperty,andSequence,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.1818; semantic=0.4443; sequence_match=0.3158,False,0.4364,False,top-3 avg score 0.4364 < final_threshold 0.7
ObjectProperty,obligation,triggers on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5942; levenshtein=0.1579; semantic=0.4388; sequence_match=0.2759,False,0.4363,False,top-3 avg score 0.4363 < final_threshold 0.7
ObjectProperty,consequence,applies to constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4392; levenshtein=0.2105; semantic=0.5360; sequence_match=0.3333,False,0.4362,False,top-3 avg score 0.4362 < final_threshold 0.7
ObjectProperty,failure,has element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.3000; semantic=0.4902; sequence_match=0.3529,False,0.4361,False,top-3 avg score 0.4361 < final_threshold 0.7
ObjectProperty,inheritFrom,contains element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4626; levenshtein=0.1333; semantic=0.5360; sequence_match=0.3077,False,0.4355,False,top-3 avg score 0.4355 < final_threshold 0.7
ObjectProperty,Only One,is rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.4587; sequence_match=0.3077,False,0.4354,False,top-3 avg score 0.4354 < final_threshold 0.7
ObjectProperty,assignee,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5967; levenshtein=0.2069; semantic=0.4346; sequence_match=0.2703,False,0.4339,False,top-3 avg score 0.4339 < final_threshold 0.7
ObjectProperty,relation,contains element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5194; levenshtein=0.1333; semantic=0.5212; sequence_match=0.2609,False,0.4338,False,top-3 avg score 0.4338 < final_threshold 0.7
ObjectProperty,assigner,specifies remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2000; semantic=0.4538; sequence_match=0.2609,False,0.4336,False,top-3 avg score 0.4336 < final_threshold 0.7
ObjectProperty,inheritRelation,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5250; levenshtein=0.2000; semantic=0.5129; sequence_match=0.2609,False,0.4329,False,top-3 avg score 0.4329 < final_threshold 0.7
ObjectProperty,inheritRelation,is rule,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5611; levenshtein=0.2000; semantic=0.5330; sequence_match=0.1905,False,0.4314,False,top-3 avg score 0.4314 < final_threshold 0.7
ObjectProperty,assignee,is rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.2500; semantic=0.4945; sequence_match=0.2857,False,0.4314,False,top-3 avg score 0.4314 < final_threshold 0.7
ObjectProperty,hasPolicy,relates to prohibition,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5444; levenshtein=0.2500; semantic=0.4965; sequence_match=0.1379,False,0.4303,False,top-3 avg score 0.4303 < final_threshold 0.7
ObjectProperty,relation,constrains requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5675; levenshtein=0.1429; semantic=0.5159; sequence_match=0.2069,False,0.4301,False,top-3 avg score 0.4301 < final_threshold 0.7
ObjectProperty,Only One,constrains requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.1905; semantic=0.4160; sequence_match=0.2857,False,0.4297,False,top-3 avg score 0.4297 < final_threshold 0.7
ObjectProperty,assigner,is rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.2500; semantic=0.4893; sequence_match=0.2857,False,0.4296,False,top-3 avg score 0.4296 < final_threshold 0.7
ObjectProperty,inheritFrom,specifies remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5374; levenshtein=0.2000; semantic=0.4435; sequence_match=0.3077,False,0.4295,False,top-3 avg score 0.4295 < final_threshold 0.7
ObjectProperty,constraint,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.2000; semantic=0.5162; sequence_match=0.2222,False,0.4295,False,top-3 avg score 0.4295 < final_threshold 0.7
ObjectProperty,operator,activates rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.4824; sequence_match=0.2857,False,0.4291,False,top-3 avg score 0.4291 < final_threshold 0.7
ObjectProperty,action,has element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5111; levenshtein=0.2000; semantic=0.5258; sequence_match=0.2500,False,0.429,False,top-3 avg score 0.4290 < final_threshold 0.7
ObjectProperty,duty,is rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.6116; sequence_match=0.2000,False,0.4279,False,top-3 avg score 0.4279 < final_threshold 0.7
ObjectProperty,prohibition,has operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5045; levenshtein=0.0000; semantic=0.4919; sequence_match=0.2857,False,0.4274,False,top-3 avg score 0.4274 < final_threshold 0.7
ObjectProperty,function,activates rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5353; levenshtein=0.0769; semantic=0.4612; sequence_match=0.2857,False,0.4274,False,top-3 avg score 0.4274 < final_threshold 0.7
ObjectProperty,operator,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.5317; sequence_match=0.2500,False,0.4272,False,top-3 avg score 0.4272 < final_threshold 0.7
ObjectProperty,constraint,triggers on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5466; levenshtein=0.1579; semantic=0.4564; sequence_match=0.2759,False,0.4263,False,top-3 avg score 0.4263 < final_threshold 0.7
ObjectProperty,remedy,relates to prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1500; semantic=0.4966; sequence_match=0.2308,False,0.4258,False,top-3 avg score 0.4258 < final_threshold 0.7
ObjectProperty,operator,specifies remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5250; levenshtein=0.2000; semantic=0.4906; sequence_match=0.2609,False,0.4255,False,top-3 avg score 0.4255 < final_threshold 0.7
ObjectProperty,implies,has operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.1000; semantic=0.5699; sequence_match=0.2353,False,0.4234,False,top-3 avg score 0.4234 < final_threshold 0.7
ObjectProperty,operand,has party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5128; sequence_match=0.2667,False,0.4232,False,top-3 avg score 0.4232 < final_threshold 0.7
ObjectProperty,prohibition,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5844; levenshtein=0.2069; semantic=0.3852; sequence_match=0.3000,False,0.4232,False,top-3 avg score 0.4232 < final_threshold 0.7
ObjectProperty,inheritRelation,applies to constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5977; levenshtein=0.1579; semantic=0.4900; sequence_match=0.1765,False,0.4214,False,top-3 avg score 0.4214 < final_threshold 0.7
ObjectProperty,obligation,has operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.0000; semantic=0.5419; sequence_match=0.3000,False,0.4214,False,top-3 avg score 0.4214 < final_threshold 0.7
ObjectProperty,target,relates to prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5611; levenshtein=0.1500; semantic=0.4718; sequence_match=0.2308,False,0.4212,False,top-3 avg score 0.4212 < final_threshold 0.7
ObjectProperty,partOf,applies to constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5424; levenshtein=0.1579; semantic=0.4809; sequence_match=0.2400,False,0.4211,False,top-3 avg score 0.4211 < final_threshold 0.7
ObjectProperty,partOf,has operand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.2000; semantic=0.4907; sequence_match=0.2500,False,0.421,False,top-3 avg score 0.4210 < final_threshold 0.7
ObjectProperty,permission,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5253; levenshtein=0.1724; semantic=0.4809; sequence_match=0.2564,False,0.4209,False,top-3 avg score 0.4209 < final_threshold 0.7
ObjectProperty,implies,relates to prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5214; levenshtein=0.1000; semantic=0.5185; sequence_match=0.2222,False,0.4207,False,top-3 avg score 0.4207 < final_threshold 0.7
ObjectProperty,operator,triggers on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5219; levenshtein=0.2105; semantic=0.4437; sequence_match=0.2963,False,0.4207,False,top-3 avg score 0.4207 < final_threshold 0.7
ObjectProperty,inheritFrom,is rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4798; levenshtein=0.1818; semantic=0.5460; sequence_match=0.2353,False,0.4204,False,top-3 avg score 0.4204 < final_threshold 0.7
ObjectProperty,assigner,triggers on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5775; levenshtein=0.1579; semantic=0.3857; sequence_match=0.2963,False,0.4198,False,top-3 avg score 0.4198 < final_threshold 0.7
ObjectProperty,leftOperand,is rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5051; levenshtein=0.0909; semantic=0.5183; sequence_match=0.2353,False,0.4196,False,top-3 avg score 0.4196 < final_threshold 0.7
ObjectProperty,obligation,constrains requirement,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5175; levenshtein=0.1905; semantic=0.5503; sequence_match=0.1290,False,0.4194,False,top-3 avg score 0.4194 < final_threshold 0.7
ObjectProperty,inheritFrom,relates to prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5040; levenshtein=0.2000; semantic=0.4958; sequence_match=0.2581,False,0.4193,False,top-3 avg score 0.4193 < final_threshold 0.7
ObjectProperty,failure,constrains requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5175; levenshtein=0.2381; semantic=0.4528; sequence_match=0.2857,False,0.4187,False,top-3 avg score 0.4187 < final_threshold 0.7
ObjectProperty,operator,has element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.1000; semantic=0.5858; sequence_match=0.2222,False,0.4184,False,top-3 avg score 0.4184 < final_threshold 0.7
ObjectProperty,operand,has element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.5543; sequence_match=0.2353,False,0.4182,False,top-3 avg score 0.4182 < final_threshold 0.7
ObjectProperty,Only One,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5622; levenshtein=0.2069; semantic=0.3586; sequence_match=0.3333,False,0.4181,False,top-3 avg score 0.4181 < final_threshold 0.7
ObjectProperty,scope,relates to prohibition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1500; semantic=0.5128; sequence_match=0.2400,False,0.4176,False,top-3 avg score 0.4176 < final_threshold 0.7
ObjectProperty,failure,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2500; semantic=0.4724; sequence_match=0.2667,False,0.417,False,top-3 avg score 0.4170 < final_threshold 0.7
ObjectProperty,hasPolicy,contains element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4963; levenshtein=0.1333; semantic=0.5045; sequence_match=0.2500,False,0.4169,False,top-3 avg score 0.4169 < final_threshold 0.7
ObjectProperty,conflict,triggers on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4961; levenshtein=0.2105; semantic=0.4583; sequence_match=0.2963,False,0.4169,False,top-3 avg score 0.4169 < final_threshold 0.7
ObjectProperty,inheritRelation,activates rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5912; levenshtein=0.1333; semantic=0.4446; sequence_match=0.2143,False,0.4167,False,top-3 avg score 0.4167 < final_threshold 0.7
ObjectProperty,target,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6019; levenshtein=0.1034; semantic=0.4768; sequence_match=0.1714,False,0.4167,False,top-3 avg score 0.4167 < final_threshold 0.7
ObjectProperty,or,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6897; levenshtein=0.0690; semantic=0.4310; sequence_match=0.1290,False,0.4165,False,top-3 avg score 0.4165 < final_threshold 0.7
ObjectProperty,remedy,constrains requirement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4762; levenshtein=0.1905; semantic=0.4765; sequence_match=0.2963,False,0.4163,False,top-3 avg score 0.4163 < final_threshold 0.7
ObjectProperty,action,has party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1250; semantic=0.5325; sequence_match=0.2857,False,0.4162,False,top-3 avg score 0.4162 < final_threshold 0.7
ObjectProperty,action,constrains requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.1429; semantic=0.4311; sequence_match=0.2222,False,0.4162,False,top-3 avg score 0.4162 < final_threshold 0.7
ObjectProperty,and,has element,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.2000; semantic=0.4626; sequence_match=0.3077,False,0.416,False,top-3 avg score 0.4160 < final_threshold 0.7
ObjectProperty,relation,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.4953; sequence_match=0.2500,False,0.4151,False,top-3 avg score 0.4151 < final_threshold 0.7
ObjectProperty,inheritRelation,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5056; levenshtein=0.2000; semantic=0.4776; sequence_match=0.2609,False,0.4147,False,top-3 avg score 0.4147 < final_threshold 0.7
ObjectProperty,relation,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.4916; sequence_match=0.2500,False,0.4139,False,top-3 avg score 0.4139 < final_threshold 0.7
ObjectProperty,operand,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.5270; sequence_match=0.2857,False,0.4138,False,top-3 avg score 0.4138 < final_threshold 0.7
ObjectProperty,operator,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5412; levenshtein=0.1724; semantic=0.4292; sequence_match=0.2703,False,0.4135,False,top-3 avg score 0.4135 < final_threshold 0.7
ObjectProperty,partOf,relates to prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5611; levenshtein=0.2000; semantic=0.4480; sequence_match=0.2308,False,0.4133,False,top-3 avg score 0.4133 < final_threshold 0.7
ObjectProperty,relation,triggers on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6049; levenshtein=0.2105; semantic=0.4114; sequence_match=0.2222,False,0.4129,False,top-3 avg score 0.4129 < final_threshold 0.7
ObjectProperty,action,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1250; semantic=0.5221; sequence_match=0.2857,False,0.4128,False,top-3 avg score 0.4128 < final_threshold 0.7
ObjectProperty,permission,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.2000; semantic=0.5326; sequence_match=0.2222,False,0.4127,False,top-3 avg score 0.4127 < final_threshold 0.7
ObjectProperty,inheritFrom,has element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5045; levenshtein=0.0909; semantic=0.5428; sequence_match=0.1905,False,0.4126,False,top-3 avg score 0.4126 < final_threshold 0.7
ObjectProperty,obligation,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.1000; semantic=0.5368; sequence_match=0.2353,False,0.4124,False,top-3 avg score 0.4124 < final_threshold 0.7
ObjectProperty,constraint,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.2000; semantic=0.5656; sequence_match=0.2222,False,0.4117,False,top-3 avg score 0.4117 < final_threshold 0.7
ObjectProperty,consequence,is rule,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4798; levenshtein=0.2727; semantic=0.4816; sequence_match=0.2353,False,0.4114,False,top-3 avg score 0.4114 < final_threshold 0.7
ObjectProperty,function,constrains requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5675; levenshtein=0.1905; semantic=0.4597; sequence_match=0.2069,False,0.4114,False,top-3 avg score 0.4114 < final_threshold 0.7
ObjectProperty,consequence,activates rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5464; levenshtein=0.1538; semantic=0.4280; sequence_match=0.2500,False,0.4081,False,top-3 avg score 0.4081 < final_threshold 0.7
ObjectProperty,or,relates to prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.1000; semantic=0.5084; sequence_match=0.1818,False,0.4079,False,top-3 avg score 0.4079 < final_threshold 0.7
ObjectProperty,failure,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2500; semantic=0.4443; sequence_match=0.2667,False,0.4076,False,top-3 avg score 0.4076 < final_threshold 0.7
ObjectProperty,inheritFrom,applies to constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5059; levenshtein=0.1053; semantic=0.5159; sequence_match=0.2000,False,0.4073,False,top-3 avg score 0.4073 < final_threshold 0.7
ObjectProperty,conflict,specifies remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4139; levenshtein=0.0667; semantic=0.5466; sequence_match=0.2609,False,0.4071,False,top-3 avg score 0.4071 < final_threshold 0.7
ObjectProperty,leftOperand,has party,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5379; levenshtein=0.1818; semantic=0.5012; sequence_match=0.1053,False,0.407,False,top-3 avg score 0.4070 < final_threshold 0.7
ObjectProperty,assignee,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.4694; sequence_match=0.2500,False,0.4065,False,top-3 avg score 0.4065 < final_threshold 0.7
ObjectProperty,obligation,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.1000; semantic=0.5114; sequence_match=0.2222,False,0.4057,False,top-3 avg score 0.4057 < final_threshold 0.7
ObjectProperty,implies,has element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.5166; sequence_match=0.2353,False,0.4057,False,top-3 avg score 0.4057 < final_threshold 0.7
ObjectProperty,assignee,relates to prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4833; levenshtein=0.1500; semantic=0.4478; sequence_match=0.2857,False,0.4056,False,top-3 avg score 0.4056 < final_threshold 0.7
ObjectProperty,action,specifies remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4889; levenshtein=0.1333; semantic=0.5367; sequence_match=0.1905,False,0.4054,False,top-3 avg score 0.4054 < final_threshold 0.7
ObjectProperty,partOf,triggers on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5424; levenshtein=0.2105; semantic=0.3521; sequence_match=0.3200,False,0.4048,False,top-3 avg score 0.4048 < final_threshold 0.7
