prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has achievement,has achievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has item,has item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has playing area,has playing area,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,owns item,owns item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,plays game,plays game,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,is achievement in game,has all achievements in game,sequence_match+semantic+jaro_winkler,jaro_winkler=0.7510; levenshtein=0.7500; semantic=0.7793; sequence_match=0.8372,False,0.7892,True,selected
ObjectProperty,has achievement,owns item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.2143; semantic=0.5787; sequence_match=0.3636,False,0.5125,False,top-3 avg score 0.5125 < final_threshold 0.7
ObjectProperty,owns item,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.2143; semantic=0.5787; sequence_match=0.3636,False,0.5125,False,top-3 avg score 0.5125 < final_threshold 0.7
ObjectProperty,lives in,session of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4480; sequence_match=0.5000,False,0.5122,False,top-3 avg score 0.5122 < final_threshold 0.7
ObjectProperty,purchases game offering,game has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6071; levenshtein=0.2857; semantic=0.6198; sequence_match=0.3077,False,0.5116,False,top-3 avg score 0.5116 < final_threshold 0.7
ObjectProperty,has achievement,usage item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.3571; semantic=0.5120; sequence_match=0.4348,False,0.5114,False,top-3 avg score 0.5114 < final_threshold 0.7
ObjectProperty,is session in game,has all achievements in game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5611; levenshtein=0.3750; semantic=0.5621; sequence_match=0.4103,False,0.5112,False,top-3 avg score 0.5112 < final_threshold 0.7
ObjectProperty,owns character,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5615; levenshtein=0.1538; semantic=0.6236; sequence_match=0.3478,False,0.511,False,top-3 avg score 0.5110 < final_threshold 0.7
ObjectProperty,is event associated to player,context player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5201; levenshtein=0.4000; semantic=0.5377; sequence_match=0.4737,False,0.5105,False,top-3 avg score 0.5105 < final_threshold 0.7
ObjectProperty,has game genre,has all achievements in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6343; levenshtein=0.3333; semantic=0.5073; sequence_match=0.3889,False,0.5101,False,top-3 avg score 0.5101 < final_threshold 0.7
ObjectProperty,has feature,usage game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6185; levenshtein=0.2000; semantic=0.4857; sequence_match=0.4211,False,0.5084,False,top-3 avg score 0.5084 < final_threshold 0.7
ObjectProperty,has character,has all achievements in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5972; levenshtein=0.2500; semantic=0.5370; sequence_match=0.3889,False,0.5077,False,top-3 avg score 0.5077 < final_threshold 0.7
ObjectProperty,is session in game,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4963; levenshtein=0.3333; semantic=0.6093; sequence_match=0.4167,False,0.5074,False,top-3 avg score 0.5074 < final_threshold 0.7
ObjectProperty,has game genre,equipped game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1667; semantic=0.7106; sequence_match=0.3333,False,0.5072,False,top-3 avg score 0.5072 < final_threshold 0.7
ObjectProperty,is character in game,usage game,sequence_match+semantic+jaro_winkler,jaro_winkler=0.4766; levenshtein=0.4118; semantic=0.5047; sequence_match=0.5385,False,0.5066,False,top-3 avg score 0.5066 < final_threshold 0.7
ObjectProperty,has playing area,summary player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6039; levenshtein=0.2143; semantic=0.4708; sequence_match=0.4444,False,0.5064,False,top-3 avg score 0.5064 < final_threshold 0.7
ObjectProperty,purchases game offering,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.1905; semantic=0.5093; sequence_match=0.3571,False,0.5057,False,top-3 avg score 0.5057 < final_threshold 0.7
ObjectProperty,lives in,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.5512; sequence_match=0.3750,False,0.5049,False,top-3 avg score 0.5049 < final_threshold 0.7
ObjectProperty,is achievement in game,equipped game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5077; levenshtein=0.3158; semantic=0.6148; sequence_match=0.3871,False,0.5032,False,top-3 avg score 0.5032 < final_threshold 0.7
ObjectProperty,is character in game,game has achievement,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6315; levenshtein=0.2778; semantic=0.5985; sequence_match=0.2286,False,0.5026,False,top-3 avg score 0.5026 < final_threshold 0.7
ObjectProperty,is character in game,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6346; levenshtein=0.2353; semantic=0.4864; sequence_match=0.3846,False,0.5019,False,top-3 avg score 0.5019 < final_threshold 0.7
ObjectProperty,is player in session,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5621; levenshtein=0.2941; semantic=0.5554; sequence_match=0.3846,False,0.5007,False,top-3 avg score 0.5007 < final_threshold 0.7
ObjectProperty,lives in,has all achievements in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5913; levenshtein=0.2917; semantic=0.4575; sequence_match=0.4516,False,0.5001,False,top-3 avg score 0.5001 < final_threshold 0.7
ObjectProperty,owns character,has friend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5427; levenshtein=0.1538; semantic=0.5936; sequence_match=0.3636,False,0.5,False,top-3 avg score 0.5000 < final_threshold 0.7
ObjectProperty,has playing area,played by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.2857; semantic=0.5329; sequence_match=0.4545,False,0.4998,False,top-3 avg score 0.4998 < final_threshold 0.7
ObjectProperty,is achievement in game,context game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5254; levenshtein=0.3684; semantic=0.5063; sequence_match=0.4667,False,0.4994,False,top-3 avg score 0.4994 < final_threshold 0.7
ObjectProperty,plays game,context game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4360; levenshtein=0.3636; semantic=0.6586; sequence_match=0.4000,False,0.4982,False,top-3 avg score 0.4982 < final_threshold 0.7
ObjectProperty,has leaderboard,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6206; levenshtein=0.2857; semantic=0.5387; sequence_match=0.3333,False,0.4975,False,top-3 avg score 0.4975 < final_threshold 0.7
ObjectProperty,purchases game offering,has all achievements in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5920; levenshtein=0.2083; semantic=0.5003; sequence_match=0.4000,False,0.4975,False,top-3 avg score 0.4975 < final_threshold 0.7
ObjectProperty,is friend with player,played by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.1667; semantic=0.5913; sequence_match=0.3846,False,0.4966,False,top-3 avg score 0.4966 < final_threshold 0.7
ObjectProperty,owns achievement,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.2000; semantic=0.6176; sequence_match=0.3200,False,0.494,False,top-3 avg score 0.4940 < final_threshold 0.7
ObjectProperty,owns achievement,usage game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5630; levenshtein=0.3333; semantic=0.5020; sequence_match=0.4167,False,0.4939,False,top-3 avg score 0.4939 < final_threshold 0.7
ObjectProperty,has character,summary player,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5427; levenshtein=0.2308; semantic=0.4543; sequence_match=0.4800,False,0.4923,False,top-3 avg score 0.4923 < final_threshold 0.7
ObjectProperty,plays game,equipped player,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4048; levenshtein=0.2143; semantic=0.6374; sequence_match=0.4348,False,0.4923,False,top-3 avg score 0.4923 < final_threshold 0.7
ObjectProperty,owns character,for player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5801; levenshtein=0.2308; semantic=0.5318; sequence_match=0.3636,False,0.4918,False,top-3 avg score 0.4918 < final_threshold 0.7
ObjectProperty,owns character,usage item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5840; levenshtein=0.3077; semantic=0.5237; sequence_match=0.3636,False,0.4905,False,top-3 avg score 0.4905 < final_threshold 0.7
ObjectProperty,has achievement,usage game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.3571; semantic=0.5030; sequence_match=0.4348,False,0.4899,False,top-3 avg score 0.4899 < final_threshold 0.7
ObjectProperty,plays game,has all achievements in game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.2917; semantic=0.5719; sequence_match=0.4242,False,0.4895,False,top-3 avg score 0.4895 < final_threshold 0.7
ObjectProperty,is character in game,summary player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6048; levenshtein=0.2353; semantic=0.4621; sequence_match=0.4000,False,0.489,False,top-3 avg score 0.4890 < final_threshold 0.7
ObjectProperty,owns character,purchased by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6134; levenshtein=0.2308; semantic=0.5189; sequence_match=0.3333,False,0.4886,False,top-3 avg score 0.4886 < final_threshold 0.7
ObjectProperty,owns character,has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5366; levenshtein=0.2143; semantic=0.6309; sequence_match=0.2963,False,0.488,False,top-3 avg score 0.4880 < final_threshold 0.7
ObjectProperty,purchases game offering,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5968; levenshtein=0.2857; semantic=0.4664; sequence_match=0.4000,False,0.4877,False,top-3 avg score 0.4877 < final_threshold 0.7
ObjectProperty,has leaderboard,has all achievements in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5933; levenshtein=0.2917; semantic=0.4995; sequence_match=0.3684,False,0.4871,False,top-3 avg score 0.4871 < final_threshold 0.7
ObjectProperty,has item,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4972; sequence_match=0.3750,False,0.487,False,top-3 avg score 0.4870 < final_threshold 0.7
ObjectProperty,plays game,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4972; sequence_match=0.3750,False,0.487,False,top-3 avg score 0.4870 < final_threshold 0.7
ObjectProperty,has leaderboard,usage player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6169; levenshtein=0.2143; semantic=0.4439; sequence_match=0.4000,False,0.4869,False,top-3 avg score 0.4869 < final_threshold 0.7
ObjectProperty,purchases game offering,context game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5548; levenshtein=0.2381; semantic=0.5267; sequence_match=0.3750,False,0.4855,False,top-3 avg score 0.4855 < final_threshold 0.7
ObjectProperty,has character,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5926; levenshtein=0.1667; semantic=0.4826; sequence_match=0.3810,False,0.4854,False,top-3 avg score 0.4854 < final_threshold 0.7
ObjectProperty,owns character,has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.3077; semantic=0.6139; sequence_match=0.4000,False,0.4853,False,top-3 avg score 0.4853 < final_threshold 0.7
ObjectProperty,is session in game,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6095; levenshtein=0.3333; semantic=0.4321; sequence_match=0.4138,False,0.4852,False,top-3 avg score 0.4852 < final_threshold 0.7
ObjectProperty,involves player,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.2143; semantic=0.4992; sequence_match=0.4286,False,0.4839,False,top-3 avg score 0.4839 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5944; levenshtein=0.1579; semantic=0.5539; sequence_match=0.3030,False,0.4838,False,top-3 avg score 0.4838 < final_threshold 0.7
ObjectProperty,is character in game,for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4239; levenshtein=0.2941; semantic=0.6078; sequence_match=0.4167,False,0.4828,False,top-3 avg score 0.4828 < final_threshold 0.7
ObjectProperty,has item,usage game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4833; sequence_match=0.3750,False,0.4823,False,top-3 avg score 0.4823 < final_threshold 0.7
ObjectProperty,owns item,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5583; levenshtein=0.1000; semantic=0.5530; sequence_match=0.3333,False,0.4816,False,top-3 avg score 0.4816 < final_threshold 0.7
ObjectProperty,has feature,usage player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6040; levenshtein=0.1818; semantic=0.4584; sequence_match=0.3810,False,0.4811,False,top-3 avg score 0.4811 < final_threshold 0.7
ObjectProperty,involves character,for player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5499; levenshtein=0.2353; semantic=0.5017; sequence_match=0.3846,False,0.4787,False,top-3 avg score 0.4787 < final_threshold 0.7
ObjectProperty,has game genre,context game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4904; levenshtein=0.1667; semantic=0.5973; sequence_match=0.3478,False,0.4785,False,top-3 avg score 0.4785 < final_threshold 0.7
ObjectProperty,has game genre,usage item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.4423; sequence_match=0.3810,False,0.4781,False,top-3 avg score 0.4781 < final_threshold 0.7
ObjectProperty,owns character,usage game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5840; levenshtein=0.2308; semantic=0.4848; sequence_match=0.3636,False,0.4775,False,top-3 avg score 0.4775 < final_threshold 0.7
ObjectProperty,has game genre,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.3333; semantic=0.4900; sequence_match=0.3636,False,0.4771,False,top-3 avg score 0.4771 < final_threshold 0.7
ObjectProperty,is character in session,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6140; levenshtein=0.2500; semantic=0.4715; sequence_match=0.3448,False,0.4768,False,top-3 avg score 0.4768 < final_threshold 0.7
ObjectProperty,has leaderboard,played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.2857; semantic=0.4708; sequence_match=0.3636,False,0.4762,False,top-3 avg score 0.4762 < final_threshold 0.7
ObjectProperty,is character in game,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4766; levenshtein=0.2941; semantic=0.5644; sequence_match=0.3846,False,0.4752,False,top-3 avg score 0.4752 < final_threshold 0.7
ObjectProperty,is session in game,for game,semantic+sequence_match+levenshtein,jaro_winkler=0.3063; levenshtein=0.3333; semantic=0.6368; sequence_match=0.4545,False,0.4749,False,top-3 avg score 0.4749 < final_threshold 0.7
ObjectProperty,has feature,game has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.2222; semantic=0.5340; sequence_match=0.3571,False,0.4748,False,top-3 avg score 0.4748 < final_threshold 0.7
ObjectProperty,owns achievement,context game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5582; levenshtein=0.2000; semantic=0.4784; sequence_match=0.3846,False,0.4737,False,top-3 avg score 0.4737 < final_threshold 0.7
ObjectProperty,is event associated to player,for player,semantic+sequence_match+jaro_winkler,jaro_winkler=0.3733; levenshtein=0.2800; semantic=0.6352; sequence_match=0.4118,False,0.4734,False,top-3 avg score 0.4734 < final_threshold 0.7
ObjectProperty,owns character,usage player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5464; levenshtein=0.2308; semantic=0.4570; sequence_match=0.4167,False,0.4733,False,top-3 avg score 0.4733 < final_threshold 0.7
ObjectProperty,has leaderboard,purchased by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5693; levenshtein=0.2143; semantic=0.3690; sequence_match=0.4800,False,0.4727,False,top-3 avg score 0.4727 < final_threshold 0.7
ObjectProperty,owns achievement,has friend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.2667; semantic=0.5608; sequence_match=0.3333,False,0.4721,False,top-3 avg score 0.4721 < final_threshold 0.7
ObjectProperty,plays game,game has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1667; semantic=0.6191; sequence_match=0.2963,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.7
ObjectProperty,owns item,usage game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.1111; semantic=0.4910; sequence_match=0.3529,False,0.4711,False,top-3 avg score 0.4711 < final_threshold 0.7
ObjectProperty,has character,owns item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5417; levenshtein=0.1667; semantic=0.5710; sequence_match=0.3000,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.7
ObjectProperty,owns achievement,for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.5165; sequence_match=0.3636,False,0.4698,False,top-3 avg score 0.4698 < final_threshold 0.7
ObjectProperty,has leaderboard,usage game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2857; semantic=0.4827; sequence_match=0.3478,False,0.4671,False,top-3 avg score 0.4671 < final_threshold 0.7
ObjectProperty,is event associated to player,usage player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4848; levenshtein=0.3600; semantic=0.4703; sequence_match=0.4444,False,0.4665,False,top-3 avg score 0.4665 < final_threshold 0.7
ObjectProperty,is leaderboard in game,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4729; levenshtein=0.3158; semantic=0.5693; sequence_match=0.3571,False,0.4664,False,top-3 avg score 0.4664 < final_threshold 0.7
ObjectProperty,has game genre,usage player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6447; levenshtein=0.2500; semantic=0.4058; sequence_match=0.3478,False,0.4661,False,top-3 avg score 0.4661 < final_threshold 0.7
ObjectProperty,has leaderboard,summary player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5366; levenshtein=0.0714; semantic=0.4889; sequence_match=0.3704,False,0.4653,False,top-3 avg score 0.4653 < final_threshold 0.7
ObjectProperty,has feature,has all achievements in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5687; levenshtein=0.2500; semantic=0.4700; sequence_match=0.3529,False,0.4639,False,top-3 avg score 0.4639 < final_threshold 0.7
ObjectProperty,owns item,context player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6026; levenshtein=0.2308; semantic=0.4069; sequence_match=0.3810,False,0.4635,False,top-3 avg score 0.4635 < final_threshold 0.7
ObjectProperty,is leaderboard in game,for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4273; levenshtein=0.3158; semantic=0.5784; sequence_match=0.3846,False,0.4635,False,top-3 avg score 0.4635 < final_threshold 0.7
ObjectProperty,is friend with player,equipped item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5622; levenshtein=0.2222; semantic=0.4281; sequence_match=0.4000,False,0.4634,False,top-3 avg score 0.4634 < final_threshold 0.7
ObjectProperty,is leaderboard in game,usage game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4729; levenshtein=0.3684; semantic=0.4883; sequence_match=0.4286,False,0.4632,False,top-3 avg score 0.4632 < final_threshold 0.7
ObjectProperty,has playing area,context player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5366; levenshtein=0.1429; semantic=0.4824; sequence_match=0.3704,False,0.4631,False,top-3 avg score 0.4631 < final_threshold 0.7
ObjectProperty,is achievement in game,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6466; levenshtein=0.2105; semantic=0.5120; sequence_match=0.2308,False,0.4631,False,top-3 avg score 0.4631 < final_threshold 0.7
ObjectProperty,is character in session,has achievement,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6048; levenshtein=0.3000; semantic=0.4828; sequence_match=0.2353,False,0.4625,False,top-3 avg score 0.4625 < final_threshold 0.7
ObjectProperty,is achievement in game,usage item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5725; levenshtein=0.2632; semantic=0.4575; sequence_match=0.3571,False,0.4624,False,top-3 avg score 0.4624 < final_threshold 0.7
ObjectProperty,has playing area,game has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5053; levenshtein=0.2222; semantic=0.5062; sequence_match=0.3750,False,0.4622,False,top-3 avg score 0.4622 < final_threshold 0.7
ObjectProperty,owns item,equipped game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5417; levenshtein=0.1667; semantic=0.5420; sequence_match=0.3000,False,0.4612,False,top-3 avg score 0.4612 < final_threshold 0.7
ObjectProperty,is event associated to player,session of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6113; levenshtein=0.2400; semantic=0.4179; sequence_match=0.3529,False,0.4607,False,top-3 avg score 0.4607 < final_threshold 0.7
ObjectProperty,is player in session,has all achievements in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6016; levenshtein=0.2500; semantic=0.4372; sequence_match=0.3415,False,0.4601,False,top-3 avg score 0.4601 < final_threshold 0.7
ObjectProperty,owns character,context first purchase,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5897; levenshtein=0.1500; semantic=0.3661; sequence_match=0.4242,False,0.46,False,top-3 avg score 0.4600 < final_threshold 0.7
ObjectProperty,plays game,usage item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5704; levenshtein=0.1111; semantic=0.4738; sequence_match=0.3333,False,0.4592,False,top-3 avg score 0.4592 < final_threshold 0.7
ObjectProperty,is character in session,summary player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5872; levenshtein=0.1500; semantic=0.4265; sequence_match=0.3636,False,0.4591,False,top-3 avg score 0.4591 < final_threshold 0.7
ObjectProperty,is leaderboard in game,for player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5497; levenshtein=0.1579; semantic=0.5387; sequence_match=0.2857,False,0.458,False,top-3 avg score 0.4580 < final_threshold 0.7
ObjectProperty,involves player,context game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5372; levenshtein=0.2857; semantic=0.5162; sequence_match=0.3200,False,0.4578,False,top-3 avg score 0.4578 < final_threshold 0.7
ObjectProperty,owns character,for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.1538; semantic=0.5294; sequence_match=0.3000,False,0.4575,False,top-3 avg score 0.4575 < final_threshold 0.7
ObjectProperty,is event associated to player,summary player,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4059; levenshtein=0.3200; semantic=0.5449; sequence_match=0.4211,False,0.4573,False,top-3 avg score 0.4573 < final_threshold 0.7
ObjectProperty,is character in session,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6079; levenshtein=0.2000; semantic=0.4665; sequence_match=0.2963,False,0.4569,False,top-3 avg score 0.4569 < final_threshold 0.7
ObjectProperty,has leaderboard,game has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4868; levenshtein=0.2222; semantic=0.5699; sequence_match=0.3125,False,0.4564,False,top-3 avg score 0.4564 < final_threshold 0.7
ObjectProperty,is achievement in game,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4975; levenshtein=0.2632; semantic=0.4474; sequence_match=0.4242,False,0.4564,False,top-3 avg score 0.4564 < final_threshold 0.7
ObjectProperty,has playing area,equipped player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.1429; semantic=0.4880; sequence_match=0.3571,False,0.4563,False,top-3 avg score 0.4563 < final_threshold 0.7
ObjectProperty,purchases game offering,session of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5979; levenshtein=0.2381; semantic=0.4366; sequence_match=0.3333,False,0.4559,False,top-3 avg score 0.4559 < final_threshold 0.7
ObjectProperty,has playing area,usage game,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5042; levenshtein=0.3571; semantic=0.5059; sequence_match=0.3478,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.7
ObjectProperty,has character,purchased by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.2500; semantic=0.4460; sequence_match=0.3478,False,0.4548,False,top-3 avg score 0.4548 < final_threshold 0.7
ObjectProperty,plays game,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1111; semantic=0.4749; sequence_match=0.3333,False,0.4546,False,top-3 avg score 0.4546 < final_threshold 0.7
ObjectProperty,lives in,has playing area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5357; levenshtein=0.1429; semantic=0.5415; sequence_match=0.2857,False,0.4543,False,top-3 avg score 0.4543 < final_threshold 0.7
ObjectProperty,is leaderboard in game,game has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5468; levenshtein=0.2105; semantic=0.5974; sequence_match=0.2162,False,0.4535,False,top-3 avg score 0.4535 < final_threshold 0.7
ObjectProperty,owns character,context player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5495; levenshtein=0.2308; semantic=0.4257; sequence_match=0.3846,False,0.4533,False,top-3 avg score 0.4533 < final_threshold 0.7
ObjectProperty,involves character,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5759; levenshtein=0.1176; semantic=0.5244; sequence_match=0.2581,False,0.4528,False,top-3 avg score 0.4528 < final_threshold 0.7
ObjectProperty,is achievement in game,for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4177; levenshtein=0.2105; semantic=0.6321; sequence_match=0.3077,False,0.4525,False,top-3 avg score 0.4525 < final_threshold 0.7
ObjectProperty,owns character,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5842; levenshtein=0.1429; semantic=0.4768; sequence_match=0.2963,False,0.4524,False,top-3 avg score 0.4524 < final_threshold 0.7
ObjectProperty,is friend with player,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3889; levenshtein=0.1111; semantic=0.5958; sequence_match=0.3704,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.7
ObjectProperty,is character in game,usage player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5772; levenshtein=0.2353; semantic=0.4206; sequence_match=0.3571,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.7
ObjectProperty,is event associated to player,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5904; levenshtein=0.1600; semantic=0.4567; sequence_match=0.3077,False,0.4516,False,top-3 avg score 0.4516 < final_threshold 0.7
ObjectProperty,has feature,purchased by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5879; levenshtein=0.0909; semantic=0.3855; sequence_match=0.3810,False,0.4515,False,top-3 avg score 0.4515 < final_threshold 0.7
ObjectProperty,is character in session,has all achievements in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6024; levenshtein=0.2083; semantic=0.4325; sequence_match=0.3182,False,0.451,False,top-3 avg score 0.4510 < final_threshold 0.7
ObjectProperty,purchases game offering,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4841; levenshtein=0.2381; semantic=0.4682; sequence_match=0.4000,False,0.4508,False,top-3 avg score 0.4508 < final_threshold 0.7
