role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,hasduty,hasduty,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasconstraint,hasconstraint,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasoperator,hasoperator,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,partof,ispartof,jaro_winkler+sequence_match+semantic,jaro_winkler=0.9167; levenshtein=0.7500; semantic=0.8314; sequence_match=0.8571,False,0.8684,True,selected
property,obligation,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.1000; semantic=0.7193; sequence_match=0.2353,False,0.4833,False,top-3 avg score 0.4833 < final_threshold 0.6
property,haspermission,expresses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6538; levenshtein=0.3077; semantic=0.4310; sequence_match=0.3636,False,0.4828,False,top-3 avg score 0.4828 < final_threshold 0.6
property,function,hasconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6261; levenshtein=0.2308; semantic=0.5322; sequence_match=0.2857,False,0.4813,False,top-3 avg score 0.4813 < final_threshold 0.6
property,remedy,isexpressedby,sequence_match+jaro_winkler+semantic,jaro_winkler=0.4658; levenshtein=0.3846; semantic=0.4498; sequence_match=0.5263,False,0.4807,False,top-3 avg score 0.4807 < final_threshold 0.6
property,relation,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5492; levenshtein=0.2727; semantic=0.5766; sequence_match=0.3158,False,0.4806,False,top-3 avg score 0.4806 < final_threshold 0.6
property,partof,hasright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4802; sequence_match=0.4286,False,0.4789,False,top-3 avg score 0.4789 < final_threshold 0.6
property,operand,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.3077; semantic=0.5766; sequence_match=0.4000,False,0.4788,False,top-3 avg score 0.4788 < final_threshold 0.6
property,haspermission,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.3077; semantic=0.4520; sequence_match=0.3810,False,0.4787,False,top-3 avg score 0.4787 < final_threshold 0.6
property,assigner,expressesinheritance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5167; levenshtein=0.2500; semantic=0.4893; sequence_match=0.4286,False,0.4782,False,top-3 avg score 0.4782 < final_threshold 0.6
property,hasprohibition,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6151; levenshtein=0.2857; semantic=0.4557; sequence_match=0.3636,False,0.4782,False,top-3 avg score 0.4782 < final_threshold 0.6
property,andsequence,isexclusive,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5758; levenshtein=0.1818; semantic=0.4942; sequence_match=0.3636,False,0.4779,False,top-3 avg score 0.4779 < final_threshold 0.6
property,assigner,islinkedto,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5500; levenshtein=0.3000; semantic=0.4379; sequence_match=0.4444,False,0.4774,False,top-3 avg score 0.4774 < final_threshold 0.6
property,haspermission,usesoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.2308; semantic=0.4867; sequence_match=0.4000,False,0.4765,False,top-3 avg score 0.4765 < final_threshold 0.6
property,consequence,isexclusive,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5697; levenshtein=0.1818; semantic=0.4953; sequence_match=0.3636,False,0.4762,False,top-3 avg score 0.4762 < final_threshold 0.6
property,assignee,hasoperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5492; levenshtein=0.1818; semantic=0.5627; sequence_match=0.3158,False,0.4759,False,top-3 avg score 0.4759 < final_threshold 0.6
property,andsequence,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1818; semantic=0.5214; sequence_match=0.3333,False,0.4739,False,top-3 avg score 0.4739 < final_threshold 0.6
property,consequence,expressesinheritance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5669; levenshtein=0.3000; semantic=0.4678; sequence_match=0.3871,False,0.4739,False,top-3 avg score 0.4739 < final_threshold 0.6
property,hasduty,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.6410; sequence_match=0.2667,False,0.4732,False,top-3 avg score 0.4732 < final_threshold 0.6
property,obligation,hasright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.2000; semantic=0.5357; sequence_match=0.3333,False,0.4730,False,top-3 avg score 0.4730 < final_threshold 0.6
property,inheritsfrom,isexpressedby,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5470; levenshtein=0.2308; semantic=0.5492; sequence_match=0.3200,False,0.4721,False,top-3 avg score 0.4721 < final_threshold 0.6
property,relation,hasoperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.2727; semantic=0.5395; sequence_match=0.4211,False,0.4717,False,top-3 avg score 0.4717 < final_threshold 0.6
property,function,isconsequenceof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2000; semantic=0.4808; sequence_match=0.3478,False,0.4716,False,top-3 avg score 0.4716 < final_threshold 0.6
property,partof,hasoperator,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5101; levenshtein=0.3636; semantic=0.4330; sequence_match=0.4706,False,0.4712,False,top-3 avg score 0.4712 < final_threshold 0.6
property,hasduty,islinkedto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5762; levenshtein=0.1000; semantic=0.4842; sequence_match=0.3529,False,0.4711,False,top-3 avg score 0.4711 < final_threshold 0.6
property,failure,assignedto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5762; levenshtein=0.1000; semantic=0.4839; sequence_match=0.3529,False,0.4710,False,top-3 avg score 0.4710 < final_threshold 0.6
property,remedy,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.5653; sequence_match=0.3077,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.6
property,failure,violates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6071; levenshtein=0.2500; semantic=0.5385; sequence_match=0.2667,False,0.4708,False,top-3 avg score 0.4708 < final_threshold 0.6
property,and,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7193; levenshtein=0.1579; semantic=0.4186; sequence_match=0.2727,False,0.4702,False,top-3 avg score 0.4702 < final_threshold 0.6
property,hasprohibition,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5767; levenshtein=0.2857; semantic=0.4847; sequence_match=0.3478,False,0.4697,False,top-3 avg score 0.4697 < final_threshold 0.6
property,hasoperator,islinkedto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5879; levenshtein=0.1818; semantic=0.4376; sequence_match=0.3810,False,0.4688,False,top-3 avg score 0.4688 < final_threshold 0.6
property,obligation,islinkedto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.2000; semantic=0.4725; sequence_match=0.4000,False,0.4686,False,top-3 avg score 0.4686 < final_threshold 0.6
property,operand,expressesinheritance,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5071; levenshtein=0.2500; semantic=0.5282; sequence_match=0.3704,False,0.4686,False,top-3 avg score 0.4686 < final_threshold 0.6
property,inheritsfrom,isconsequenceof,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.2667; semantic=0.5852; sequence_match=0.2963,False,0.4679,False,top-3 avg score 0.4679 < final_threshold 0.6
property,inheritsfrom,usesoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.0833; semantic=0.5148; sequence_match=0.3333,False,0.4679,False,top-3 avg score 0.4679 < final_threshold 0.6
property,obligation,usesoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.1667; semantic=0.4607; sequence_match=0.3636,False,0.4674,False,top-3 avg score 0.4674 < final_threshold 0.6
property,inheritrelation,hasright,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.2000; semantic=0.5457; sequence_match=0.3478,False,0.4664,False,top-3 avg score 0.4664 < final_threshold 0.6
property,inheritrelation,usesoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5405; levenshtein=0.3333; semantic=0.4879; sequence_match=0.3704,False,0.4662,False,top-3 avg score 0.4662 < final_threshold 0.6
property,remedy,expresses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.2222; semantic=0.4982; sequence_match=0.4000,False,0.4661,False,top-3 avg score 0.4661 < final_threshold 0.6
property,assigner,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.1818; semantic=0.5382; sequence_match=0.4211,False,0.4658,False,top-3 avg score 0.4658 < final_threshold 0.6
property,handlepolicyconflicts,hasduty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.1905; semantic=0.5227; sequence_match=0.2857,False,0.4653,False,top-3 avg score 0.4653 < final_threshold 0.6
property,hasaction,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1111; semantic=0.5022; sequence_match=0.3333,False,0.4637,False,top-3 avg score 0.4637 < final_threshold 0.6
property,operand,isexpressedby,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5430; levenshtein=0.2308; semantic=0.5475; sequence_match=0.3000,False,0.4635,False,top-3 avg score 0.4635 < final_threshold 0.6
property,hasduty,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.0909; semantic=0.4894; sequence_match=0.3333,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.6
property,haspermission,expressesinheritance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6030; levenshtein=0.2000; semantic=0.4836; sequence_match=0.3030,False,0.4632,False,top-3 avg score 0.4632 < final_threshold 0.6
property,target,hasduty,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5397; levenshtein=0.2857; semantic=0.5640; sequence_match=0.1538,False,0.4631,False,top-3 avg score 0.4631 < final_threshold 0.6
property,or,hasoperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5303; levenshtein=0.1818; semantic=0.5511; sequence_match=0.3077,False,0.4630,False,top-3 avg score 0.4630 < final_threshold 0.6
property,relation,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5365; levenshtein=0.1538; semantic=0.5654; sequence_match=0.2857,False,0.4626,False,top-3 avg score 0.4626 < final_threshold 0.6
property,partof,hastype,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5397; levenshtein=0.2857; semantic=0.5621; sequence_match=0.1538,False,0.4625,False,top-3 avg score 0.4625 < final_threshold 0.6
property,assignee,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.6074; sequence_match=0.2667,False,0.4620,False,top-3 avg score 0.4620 < final_threshold 0.6
property,hasprohibition,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5274; levenshtein=0.1429; semantic=0.6763; sequence_match=0.1818,False,0.4618,False,top-3 avg score 0.4618 < final_threshold 0.6
property,relation,hasrole,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.1250; semantic=0.5949; sequence_match=0.2667,False,0.4618,False,top-3 avg score 0.4618 < final_threshold 0.6
property,obligation,hasoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5045; levenshtein=0.1818; semantic=0.4996; sequence_match=0.3810,False,0.4617,False,top-3 avg score 0.4617 < final_threshold 0.6
property,targetpolicy,ispartof,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6139; levenshtein=0.1667; semantic=0.3707; sequence_match=0.4000,False,0.4615,False,top-3 avg score 0.4615 < final_threshold 0.6
property,hasaction,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.3333; semantic=0.4668; sequence_match=0.3529,False,0.4615,False,top-3 avg score 0.4615 < final_threshold 0.6
property,targetpolicy,assignedto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.0833; semantic=0.5631; sequence_match=0.1818,False,0.4613,False,top-3 avg score 0.4613 < final_threshold 0.6
property,target,hasoperator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5934; levenshtein=0.2727; semantic=0.5162; sequence_match=0.2353,False,0.4608,False,top-3 avg score 0.4608 < final_threshold 0.6
property,scope,assignedto,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.2000; semantic=0.5823; sequence_match=0.2667,False,0.4608,False,top-3 avg score 0.4608 < final_threshold 0.6
property,hasaction,isconsequenceof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5630; levenshtein=0.1333; semantic=0.4838; sequence_match=0.3333,False,0.4600,False,top-3 avg score 0.4600 < final_threshold 0.6
property,scope,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1250; semantic=0.5186; sequence_match=0.3077,False,0.4588,False,top-3 avg score 0.4588 < final_threshold 0.6
property,consequence,isexpressedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1538; semantic=0.4857; sequence_match=0.3333,False,0.4587,False,top-3 avg score 0.4587 < final_threshold 0.6
property,operand,assignedto,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5738; levenshtein=0.2000; semantic=0.6011; sequence_match=0.1176,False,0.4583,False,top-3 avg score 0.4583 < final_threshold 0.6
property,inheritrelation,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5293; levenshtein=0.2667; semantic=0.5377; sequence_match=0.3077,False,0.4582,False,top-3 avg score 0.4582 < final_threshold 0.6
property,or,isremedyfor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5303; levenshtein=0.1818; semantic=0.5350; sequence_match=0.3077,False,0.4577,False,top-3 avg score 0.4577 < final_threshold 0.6
property,hasaction,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5354; levenshtein=0.1818; semantic=0.5366; sequence_match=0.3000,False,0.4573,False,top-3 avg score 0.4573 < final_threshold 0.6
property,target,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.1250; semantic=0.5718; sequence_match=0.2857,False,0.4571,False,top-3 avg score 0.4571 < final_threshold 0.6
property,andsequence,expressesinheritance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5669; levenshtein=0.3000; semantic=0.4165; sequence_match=0.3871,False,0.4568,False,top-3 avg score 0.4568 < final_threshold 0.6
property,operand,specifies,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.2222; semantic=0.6158; sequence_match=0.2500,False,0.4562,False,top-3 avg score 0.4562 < final_threshold 0.6
property,assigner,isconsequenceof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2667; semantic=0.4340; sequence_match=0.3478,False,0.4560,False,top-3 avg score 0.4560 < final_threshold 0.6
property,hasprohibition,assignedto,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5524; levenshtein=0.2857; semantic=0.5295; sequence_match=0.2500,False,0.4559,False,top-3 avg score 0.4559 < final_threshold 0.6
property,or,hasrole,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5974; sequence_match=0.2222,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.6
property,assignee,isexpressedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.4769; sequence_match=0.2857,False,0.4553,False,top-3 avg score 0.4553 < final_threshold 0.6
property,hasoperator,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.1818; semantic=0.5299; sequence_match=0.3000,False,0.4551,False,top-3 avg score 0.4551 < final_threshold 0.6
property,hasconstraint,expressesinheritance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5468; levenshtein=0.2000; semantic=0.5133; sequence_match=0.3030,False,0.4544,False,top-3 avg score 0.4544 < final_threshold 0.6
property,hasconstraint,islinkedto,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4859; levenshtein=0.1538; semantic=0.5269; sequence_match=0.3478,False,0.4535,False,top-3 avg score 0.4535 < final_threshold 0.6
property,assignee,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5537; sequence_match=0.2353,False,0.4528,False,top-3 avg score 0.4528 < final_threshold 0.6
property,scope,expresses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5407; levenshtein=0.1111; semantic=0.5319; sequence_match=0.2857,False,0.4528,False,top-3 avg score 0.4528 < final_threshold 0.6
property,failure,hastype,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5238; levenshtein=0.2857; semantic=0.5476; sequence_match=0.2857,False,0.4524,False,top-3 avg score 0.4524 < final_threshold 0.6
property,inheritrelation,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6495; levenshtein=0.1579; semantic=0.5307; sequence_match=0.1765,False,0.4523,False,top-3 avg score 0.4523 < final_threshold 0.6
property,target,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.2308; semantic=0.5450; sequence_match=0.3158,False,0.4522,False,top-3 avg score 0.4522 < final_threshold 0.6
property,haspermission,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4738; levenshtein=0.3077; semantic=0.5464; sequence_match=0.3333,False,0.4512,False,top-3 avg score 0.4512 < final_threshold 0.6
property,consequence,hasnestedconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5093; levenshtein=0.2105; semantic=0.5097; sequence_match=0.3333,False,0.4508,False,top-3 avg score 0.4508 < final_threshold 0.6
property,function,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5733; sequence_match=0.2667,False,0.4506,False,top-3 avg score 0.4506 < final_threshold 0.6
property,handlepolicyconflicts,hasrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5841; levenshtein=0.1905; semantic=0.4815; sequence_match=0.2857,False,0.4504,False,top-3 avg score 0.4504 < final_threshold 0.6
property,scope,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5868; levenshtein=0.1579; semantic=0.5144; sequence_match=0.2500,False,0.4504,False,top-3 avg score 0.4504 < final_threshold 0.6
property,inheritrelation,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5250; levenshtein=0.2667; semantic=0.4773; sequence_match=0.3478,False,0.4500,False,top-3 avg score 0.4500 < final_threshold 0.6
property,assigner,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5437; sequence_match=0.2353,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.6
property,scope,violates,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5500; levenshtein=0.2500; semantic=0.5484; sequence_match=0.1538,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.6
property,operand,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5690; sequence_match=0.2667,False,0.4492,False,top-3 avg score 0.4492 < final_threshold 0.6
property,failure,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.0000; semantic=0.4454; sequence_match=0.3333,False,0.4486,False,top-3 avg score 0.4486 < final_threshold 0.6
property,or,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5256; levenshtein=0.1538; semantic=0.5534; sequence_match=0.2667,False,0.4486,False,top-3 avg score 0.4486 < final_threshold 0.6
property,inheritsfrom,violates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.0833; semantic=0.5173; sequence_match=0.3000,False,0.4484,False,top-3 avg score 0.4484 < final_threshold 0.6
property,inheritsfrom,supports,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1667; semantic=0.5034; sequence_match=0.3000,False,0.4484,False,top-3 avg score 0.4484 < final_threshold 0.6
property,onlyone,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.1429; semantic=0.5353; sequence_match=0.2857,False,0.4483,False,top-3 avg score 0.4483 < final_threshold 0.6
property,inheritsfrom,isremedyfor,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5707; levenshtein=0.3333; semantic=0.4407; sequence_match=0.2609,False,0.4483,False,top-3 avg score 0.4483 < final_threshold 0.6
property,scope,isexpressedby,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4991; levenshtein=0.2308; semantic=0.5116; sequence_match=0.3333,False,0.4480,False,top-3 avg score 0.4480 < final_threshold 0.6
property,operand,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5650; sequence_match=0.2667,False,0.4479,False,top-3 avg score 0.4479 < final_threshold 0.6
property,or,usesoperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.5293; sequence_match=0.2857,False,0.4476,False,top-3 avg score 0.4476 < final_threshold 0.6
property,hasprohibition,expressesinheritance,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4905; levenshtein=0.2000; semantic=0.4993; sequence_match=0.3529,False,0.4476,False,top-3 avg score 0.4476 < final_threshold 0.6
property,assigner,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5638; sequence_match=0.2667,False,0.4474,False,top-3 avg score 0.4474 < final_threshold 0.6
property,andsequence,hasrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1818; semantic=0.4419; sequence_match=0.3333,False,0.4474,False,top-3 avg score 0.4474 < final_threshold 0.6
property,hasoperator,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5697; levenshtein=0.2727; semantic=0.4076; sequence_match=0.3636,False,0.4470,False,top-3 avg score 0.4470 < final_threshold 0.6
property,hasprohibition,usesoperator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5873; levenshtein=0.2857; semantic=0.4675; sequence_match=0.1538,False,0.4468,False,top-3 avg score 0.4468 < final_threshold 0.6
property,inheritrelation,violates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.2667; semantic=0.4732; sequence_match=0.3478,False,0.4468,False,top-3 avg score 0.4468 < final_threshold 0.6
property,failure,islinkedto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5762; levenshtein=0.1000; semantic=0.4090; sequence_match=0.3529,False,0.4460,False,top-3 avg score 0.4460 < final_threshold 0.6
property,failure,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.4553; sequence_match=0.3750,False,0.4443,False,top-3 avg score 0.4443 < final_threshold 0.6
property,obligation,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5760; sequence_match=0.2609,False,0.4439,False,top-3 avg score 0.4439 < final_threshold 0.6
property,function,islinkedto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1000; semantic=0.4481; sequence_match=0.3333,False,0.4438,False,top-3 avg score 0.4438 < final_threshold 0.6
property,inheritsfrom,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5516; levenshtein=0.1667; semantic=0.5683; sequence_match=0.2105,False,0.4435,False,top-3 avg score 0.4435 < final_threshold 0.6
property,relation,hasnestedconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4961; levenshtein=0.1579; semantic=0.5374; sequence_match=0.2963,False,0.4432,False,top-3 avg score 0.4432 < final_threshold 0.6
property,hasconstraint,specifies,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.1538; semantic=0.5535; sequence_match=0.2727,False,0.4423,False,top-3 avg score 0.4423 < final_threshold 0.6
property,function,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5627; levenshtein=0.2105; semantic=0.4676; sequence_match=0.2963,False,0.4422,False,top-3 avg score 0.4422 < final_threshold 0.6
property,relation,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5478; sequence_match=0.2667,False,0.4421,False,top-3 avg score 0.4421 < final_threshold 0.6
property,failure,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5475; sequence_match=0.2667,False,0.4420,False,top-3 avg score 0.4420 < final_threshold 0.6
property,or,hasright,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5417; levenshtein=0.1250; semantic=0.5840; sequence_match=0.2000,False,0.4419,False,top-3 avg score 0.4419 < final_threshold 0.6
property,handlepolicyconflicts,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5841; levenshtein=0.1429; semantic=0.5264; sequence_match=0.2143,False,0.4416,False,top-3 avg score 0.4416 < final_threshold 0.6
property,inheritsfrom,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5241; levenshtein=0.2500; semantic=0.5119; sequence_match=0.2857,False,0.4406,False,top-3 avg score 0.4406 < final_threshold 0.6
property,andsequence,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5911; levenshtein=0.2632; semantic=0.3970; sequence_match=0.3333,False,0.4405,False,top-3 avg score 0.4405 < final_threshold 0.6
property,hasaction,islinkedto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5519; levenshtein=0.0000; semantic=0.4528; sequence_match=0.3158,False,0.4401,False,top-3 avg score 0.4401 < final_threshold 0.6
property,hasaction,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.1111; semantic=0.5941; sequence_match=0.2353,False,0.4400,False,top-3 avg score 0.4400 < final_threshold 0.6
property,operand,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5107; levenshtein=0.2105; semantic=0.5015; sequence_match=0.3077,False,0.4400,False,top-3 avg score 0.4400 < final_threshold 0.6
property,andsequence,isexpressedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1538; semantic=0.4274; sequence_match=0.3333,False,0.4393,False,top-3 avg score 0.4393 < final_threshold 0.6
property,hasoperator,expressesinheritance,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5669; levenshtein=0.2000; semantic=0.4924; sequence_match=0.2581,False,0.4391,False,top-3 avg score 0.4391 < final_threshold 0.6
property,partof,usesoperator,jaro_winkler+sequence_match+semantic,jaro_winkler=0.4722; levenshtein=0.3333; semantic=0.3991; sequence_match=0.4444,False,0.4386,False,top-3 avg score 0.4386 < final_threshold 0.6
property,relation,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.2727; semantic=0.4486; sequence_match=0.3158,False,0.4379,False,top-3 avg score 0.4379 < final_threshold 0.6
property,andsequence,hasduty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5617; levenshtein=0.1818; semantic=0.4172; sequence_match=0.3333,False,0.4374,False,top-3 avg score 0.4374 < final_threshold 0.6
property,failure,hasduty,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5238; levenshtein=0.2857; semantic=0.5021; sequence_match=0.2857,False,0.4372,False,top-3 avg score 0.4372 < final_threshold 0.6
