prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has billing period,Has Billing Date Period,semantic+jaro_winkler+sequence_match,jaro_winkler=0.9350; levenshtein=0.8000; semantic=0.9399; sequence_match=0.8889,False,0.9213,True,selected
DatatypeProperty,has start timestamp,Start Date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6615; levenshtein=0.3529; semantic=0.7174; sequence_match=0.5385,False,0.6391,False,top-3 avg score 0.6391 < final_threshold 0.7
DatatypeProperty,has firmware version,Version,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4206; levenshtein=0.3889; semantic=0.8183; sequence_match=0.5600,False,0.5996,False,top-3 avg score 0.5996 < final_threshold 0.7
DatatypeProperty,requires power,Power,semantic+sequence_match+levenshtein,jaro_winkler=0.3513; levenshtein=0.3846; semantic=0.8094; sequence_match=0.5556,False,0.5832,False,top-3 avg score 0.5832 < final_threshold 0.7
DatatypeProperty,has fabrication number,Manufacturer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6593; levenshtein=0.3500; semantic=0.6733; sequence_match=0.3750,False,0.5692,False,top-3 avg score 0.5692 < final_threshold 0.7
DatatypeProperty,has hardware version,Version,semantic+sequence_match+levenshtein,jaro_winkler=0.2989; levenshtein=0.3889; semantic=0.7456; sequence_match=0.5600,False,0.5648,False,top-3 avg score 0.5648 < final_threshold 0.7
DatatypeProperty,has start timestamp,Period Start Date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5987; levenshtein=0.1765; semantic=0.6363; sequence_match=0.4375,False,0.5575,False,top-3 avg score 0.5575 < final_threshold 0.7
DatatypeProperty,has manufacturer,Fabrication Number,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5617; levenshtein=0.2353; semantic=0.6419; sequence_match=0.3750,False,0.5262,False,top-3 avg score 0.5262 < final_threshold 0.7
DatatypeProperty,requires power,Radio Frequency Level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6109; levenshtein=0.2632; semantic=0.5312; sequence_match=0.3750,False,0.5057,False,top-3 avg score 0.5057 < final_threshold 0.7
DatatypeProperty,has version,Period End Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6282; levenshtein=0.0769; semantic=0.4425; sequence_match=0.4348,False,0.5018,False,top-3 avg score 0.5018 < final_threshold 0.7
DatatypeProperty,has firmware version,Fabrication Number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.1111; semantic=0.5613; sequence_match=0.3429,False,0.5018,False,top-3 avg score 0.5018 < final_threshold 0.7
DatatypeProperty,has firmware version,Manufacturer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5146; levenshtein=0.2222; semantic=0.5905; sequence_match=0.4000,False,0.5017,False,top-3 avg score 0.5017 < final_threshold 0.7
DatatypeProperty,has start timestamp,Billing Period Start Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5809; levenshtein=0.1818; semantic=0.5446; sequence_match=0.3590,False,0.4948,False,top-3 avg score 0.4948 < final_threshold 0.7
DatatypeProperty,has hardware version,Start Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2778; semantic=0.4757; sequence_match=0.4444,False,0.4919,False,top-3 avg score 0.4919 < final_threshold 0.7
DatatypeProperty,has start timestamp,Temporal Setting,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5430; levenshtein=0.1765; semantic=0.6004; sequence_match=0.3125,False,0.4853,False,top-3 avg score 0.4853 < final_threshold 0.7
DatatypeProperty,requires power,Firmware Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6530; levenshtein=0.1333; semantic=0.5130; sequence_match=0.2857,False,0.4839,False,top-3 avg score 0.4839 < final_threshold 0.7
DatatypeProperty,has version,Temporal Setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5794; levenshtein=0.2000; semantic=0.4699; sequence_match=0.4000,False,0.4831,False,top-3 avg score 0.4831 < final_threshold 0.7
DatatypeProperty,has timestamp,End Date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5595; levenshtein=0.0833; semantic=0.5739; sequence_match=0.3158,False,0.4831,False,top-3 avg score 0.4831 < final_threshold 0.7
DatatypeProperty,has timestamp,Temporal Setting,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.1333; semantic=0.6220; sequence_match=0.2963,False,0.4802,False,top-3 avg score 0.4802 < final_threshold 0.7
DatatypeProperty,has version,Fabrication Number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5980; levenshtein=0.2353; semantic=0.4719; sequence_match=0.3704,False,0.4801,False,top-3 avg score 0.4801 < final_threshold 0.7
DatatypeProperty,has timestamp,Start Date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.2500; semantic=0.5918; sequence_match=0.2857,False,0.4777,False,top-3 avg score 0.4777 < final_threshold 0.7
DatatypeProperty,requires power,Version,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5663; levenshtein=0.3077; semantic=0.5485; sequence_match=0.2000,False,0.4742,False,top-3 avg score 0.4742 < final_threshold 0.7
DatatypeProperty,has hardware version,Manufacturer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4981; levenshtein=0.2222; semantic=0.5880; sequence_match=0.3333,False,0.4732,False,top-3 avg score 0.4732 < final_threshold 0.7
DatatypeProperty,has model,Start Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.1111; semantic=0.4957; sequence_match=0.3529,False,0.4712,False,top-3 avg score 0.4712 < final_threshold 0.7
DatatypeProperty,has fabrication number,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5881; levenshtein=0.2000; semantic=0.5221; sequence_match=0.2963,False,0.4688,False,top-3 avg score 0.4688 < final_threshold 0.7
DatatypeProperty,has fabrication number,Firmware Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.1500; semantic=0.5586; sequence_match=0.2857,False,0.4666,False,top-3 avg score 0.4666 < final_threshold 0.7
DatatypeProperty,has firmware version,Radio Frequency Level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5468; levenshtein=0.1053; semantic=0.5188; sequence_match=0.3243,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.7
DatatypeProperty,has start timestamp,End Date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5350; levenshtein=0.1765; semantic=0.5906; sequence_match=0.2500,False,0.4585,False,top-3 avg score 0.4585 < final_threshold 0.7
DatatypeProperty,has model,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5892; sequence_match=0.2667,False,0.4559,False,top-3 avg score 0.4559 < final_threshold 0.7
DatatypeProperty,has version,Geolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5045; levenshtein=0.2727; semantic=0.4785; sequence_match=0.3810,False,0.4547,False,top-3 avg score 0.4547 < final_threshold 0.7
DatatypeProperty,has fabrication number,Start Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5352; levenshtein=0.3000; semantic=0.4766; sequence_match=0.3448,False,0.4522,False,top-3 avg score 0.4522 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,Firmware Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5944; levenshtein=0.2083; semantic=0.4456; sequence_match=0.3077,False,0.4492,False,top-3 avg score 0.4492 < final_threshold 0.7
DatatypeProperty,has firmware version,Start Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.2222; semantic=0.5020; sequence_match=0.2963,False,0.4476,False,top-3 avg score 0.4476 < final_threshold 0.7
DatatypeProperty,has model,Power,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.2500; semantic=0.4827; sequence_match=0.3077,False,0.4468,False,top-3 avg score 0.4468 < final_threshold 0.7
DatatypeProperty,has timestamp,Fabrication Number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5036; levenshtein=0.1765; semantic=0.4874; sequence_match=0.3448,False,0.4453,False,top-3 avg score 0.4453 < final_threshold 0.7
DatatypeProperty,has fabrication number,Geolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5040; levenshtein=0.3000; semantic=0.4356; sequence_match=0.3871,False,0.4422,False,top-3 avg score 0.4422 < final_threshold 0.7
DatatypeProperty,has hardware version,Geolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5286; levenshtein=0.2222; semantic=0.5204; sequence_match=0.2759,False,0.4416,False,top-3 avg score 0.4416 < final_threshold 0.7
DatatypeProperty,requires power,Manufacturer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5470; levenshtein=0.2308; semantic=0.5376; sequence_match=0.2400,False,0.4415,False,top-3 avg score 0.4415 < final_threshold 0.7
DatatypeProperty,has fabrication number,Billing Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5669; levenshtein=0.2500; semantic=0.4326; sequence_match=0.3226,False,0.4407,False,top-3 avg score 0.4407 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5075; levenshtein=0.2500; semantic=0.4255; sequence_match=0.3871,False,0.44,False,top-3 avg score 0.4400 < final_threshold 0.7
DatatypeProperty,has start timestamp,Fabrication Number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5126; levenshtein=0.1176; semantic=0.4457; sequence_match=0.3529,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,Temporal Setting,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6093; levenshtein=0.2500; semantic=0.3411; sequence_match=0.3590,False,0.4365,False,top-3 avg score 0.4365 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,Period Start Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6489; levenshtein=0.2917; semantic=0.3522; sequence_match=0.3077,False,0.4363,False,top-3 avg score 0.4363 < final_threshold 0.7
DatatypeProperty,has firmware version,Geolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5286; levenshtein=0.2222; semantic=0.4879; sequence_match=0.2759,False,0.4308,False,top-3 avg score 0.4308 < final_threshold 0.7
DatatypeProperty,has timestamp,Period Start Date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.2000; semantic=0.5266; sequence_match=0.2963,False,0.4299,False,top-3 avg score 0.4299 < final_threshold 0.7
DatatypeProperty,has hardware version,Fabrication Number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5133; levenshtein=0.1111; semantic=0.4901; sequence_match=0.2857,False,0.4297,False,top-3 avg score 0.4297 < final_threshold 0.7
DatatypeProperty,has hardware version,Temporal Setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.2222; semantic=0.4617; sequence_match=0.3030,False,0.429,False,top-3 avg score 0.4290 < final_threshold 0.7
DatatypeProperty,has model,Radio Frequency Level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5627; levenshtein=0.2105; semantic=0.4277; sequence_match=0.2963,False,0.4289,False,top-3 avg score 0.4289 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,Geolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4998; levenshtein=0.2500; semantic=0.4363; sequence_match=0.3429,False,0.4263,False,top-3 avg score 0.4263 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,Period End Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5953; levenshtein=0.2500; semantic=0.3564; sequence_match=0.3243,False,0.4253,False,top-3 avg score 0.4253 < final_threshold 0.7
DatatypeProperty,has manufacturer,Start Date,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4963; levenshtein=0.3333; semantic=0.4445; sequence_match=0.3333,False,0.4247,False,top-3 avg score 0.4247 < final_threshold 0.7
DatatypeProperty,has hardware version,Radio Frequency Level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5385; levenshtein=0.1053; semantic=0.4634; sequence_match=0.2703,False,0.4241,False,top-3 avg score 0.4241 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,Power,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.1250; semantic=0.4876; sequence_match=0.2069,False,0.4222,False,top-3 avg score 0.4222 < final_threshold 0.7
DatatypeProperty,has timestamp,Billing Date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4823; levenshtein=0.1667; semantic=0.5222; sequence_match=0.2609,False,0.4218,False,top-3 avg score 0.4218 < final_threshold 0.7
DatatypeProperty,has timestamp,Model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.0833; semantic=0.5062; sequence_match=0.2353,False,0.4213,False,top-3 avg score 0.4213 < final_threshold 0.7
DatatypeProperty,requires power,Fabrication Number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5596; levenshtein=0.2353; semantic=0.4367; sequence_match=0.2667,False,0.421,False,top-3 avg score 0.4210 < final_threshold 0.7
DatatypeProperty,has model,Temporal Setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1333; semantic=0.4519; sequence_match=0.2609,False,0.4209,False,top-3 avg score 0.4209 < final_threshold 0.7
DatatypeProperty,has hardware version,Model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5037; levenshtein=0.1111; semantic=0.5839; sequence_match=0.1739,False,0.4205,False,top-3 avg score 0.4205 < final_threshold 0.7
DatatypeProperty,has fabrication number,Billing Period End Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5667; levenshtein=0.1000; semantic=0.3939; sequence_match=0.3000,False,0.4202,False,top-3 avg score 0.4202 < final_threshold 0.7
DatatypeProperty,has firmware version,Billing Period End Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4898; levenshtein=0.1500; semantic=0.4539; sequence_match=0.3158,False,0.4198,False,top-3 avg score 0.4198 < final_threshold 0.7
DatatypeProperty,has version,Power,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.2000; semantic=0.4540; sequence_match=0.2667,False,0.418,False,top-3 avg score 0.4180 < final_threshold 0.7
DatatypeProperty,has start timestamp,Manufacturer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5036; levenshtein=0.2353; semantic=0.4723; sequence_match=0.2759,False,0.4173,False,top-3 avg score 0.4173 < final_threshold 0.7
DatatypeProperty,has timestamp,Firmware Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5167; levenshtein=0.0667; semantic=0.5090; sequence_match=0.2222,False,0.416,False,top-3 avg score 0.4160 < final_threshold 0.7
DatatypeProperty,has timestamp,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.0833; semantic=0.5829; sequence_match=0.2105,False,0.4139,False,top-3 avg score 0.4139 < final_threshold 0.7
DatatypeProperty,has firmware version,Power,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1667; semantic=0.4995; sequence_match=0.2609,False,0.4127,False,top-3 avg score 0.4127 < final_threshold 0.7
DatatypeProperty,has hardware version,Power,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1667; semantic=0.4972; sequence_match=0.2609,False,0.412,False,top-3 avg score 0.4120 < final_threshold 0.7
DatatypeProperty,requires power,Period Start Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5731; levenshtein=0.1333; semantic=0.4481; sequence_match=0.2143,False,0.4119,False,top-3 avg score 0.4119 < final_threshold 0.7
DatatypeProperty,has manufacturer,Firmware Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4889; levenshtein=0.0667; semantic=0.4794; sequence_match=0.2667,False,0.4117,False,top-3 avg score 0.4117 < final_threshold 0.7
DatatypeProperty,has version,Period Start Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.1333; semantic=0.4354; sequence_match=0.3200,False,0.4111,False,top-3 avg score 0.4111 < final_threshold 0.7
DatatypeProperty,has firmware version,Model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5037; levenshtein=0.1111; semantic=0.5517; sequence_match=0.1739,False,0.4098,False,top-3 avg score 0.4098 < final_threshold 0.7
DatatypeProperty,has hardware version,Period Start Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4757; levenshtein=0.1111; semantic=0.3887; sequence_match=0.3636,False,0.4093,False,top-3 avg score 0.4093 < final_threshold 0.7
DatatypeProperty,has timestamp,Billing Period Start Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4798; levenshtein=0.2273; semantic=0.4502; sequence_match=0.2941,False,0.408,False,top-3 avg score 0.4080 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,Start Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6157; levenshtein=0.2083; semantic=0.3626; sequence_match=0.2424,False,0.4069,False,top-3 avg score 0.4069 < final_threshold 0.7
DatatypeProperty,has model,End Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.4620; sequence_match=0.2667,False,0.4062,False,top-3 avg score 0.4062 < final_threshold 0.7
DatatypeProperty,has start timestamp,Geolocation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4831; levenshtein=0.1176; semantic=0.5187; sequence_match=0.2143,False,0.4053,False,top-3 avg score 0.4053 < final_threshold 0.7
DatatypeProperty,requires power,Period End Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5299; levenshtein=0.1538; semantic=0.4535; sequence_match=0.2308,False,0.4047,False,top-3 avg score 0.4047 < final_threshold 0.7
DatatypeProperty,has timestamp,Manufacturer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.0833; semantic=0.4825; sequence_match=0.2500,False,0.4034,False,top-3 avg score 0.4034 < final_threshold 0.7
DatatypeProperty,has version,Manufacturer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4556; levenshtein=0.0833; semantic=0.4817; sequence_match=0.2727,False,0.4033,False,top-3 avg score 0.4033 < final_threshold 0.7
DatatypeProperty,has fabrication number,Period Start Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.1500; semantic=0.4011; sequence_match=0.2857,False,0.4021,False,top-3 avg score 0.4021 < final_threshold 0.7
DatatypeProperty,has fabrication number,Billing Period Start Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5515; levenshtein=0.0909; semantic=0.3687; sequence_match=0.2857,False,0.402,False,top-3 avg score 0.4020 < final_threshold 0.7
DatatypeProperty,has firmware version,Period End Date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4208; levenshtein=0.1111; semantic=0.4598; sequence_match=0.3226,False,0.401,False,top-3 avg score 0.4010 < final_threshold 0.7
DatatypeProperty,has fabrication number,Period End Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4866; levenshtein=0.2000; semantic=0.4077; sequence_match=0.3030,False,0.3991,False,top-3 avg score 0.3991 < final_threshold 0.7
DatatypeProperty,requires power,Temporal Setting,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4538; levenshtein=0.2000; semantic=0.4556; sequence_match=0.2857,False,0.3984,False,top-3 avg score 0.3984 < final_threshold 0.7
DatatypeProperty,has model,Fabrication Number,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4559; levenshtein=0.1765; semantic=0.4990; sequence_match=0.2400,False,0.3983,False,top-3 avg score 0.3983 < final_threshold 0.7
DatatypeProperty,has model,Geolocation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4773; levenshtein=0.0909; semantic=0.5062; sequence_match=0.2105,False,0.398,False,top-3 avg score 0.3980 < final_threshold 0.7
DatatypeProperty,has model,Firmware Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4139; levenshtein=0.1333; semantic=0.5183; sequence_match=0.2609,False,0.3977,False,top-3 avg score 0.3977 < final_threshold 0.7
DatatypeProperty,has timestamp,Geolocation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3990; levenshtein=0.0833; semantic=0.5307; sequence_match=0.2609,False,0.3969,False,top-3 avg score 0.3969 < final_threshold 0.7
DatatypeProperty,has model,Manufacturer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1667; semantic=0.5597; sequence_match=0.2000,False,0.3968,False,top-3 avg score 0.3968 < final_threshold 0.7
DatatypeProperty,has version,Billing Period End Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4500; levenshtein=0.2000; semantic=0.4044; sequence_match=0.3333,False,0.3959,False,top-3 avg score 0.3959 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,Billing Period Start Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6339; levenshtein=0.0833; semantic=0.2911; sequence_match=0.2609,False,0.3953,False,top-3 avg score 0.3953 < final_threshold 0.7
DatatypeProperty,has firmware version,Period Start Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4757; levenshtein=0.1111; semantic=0.4548; sequence_match=0.2424,False,0.3909,False,top-3 avg score 0.3909 < final_threshold 0.7
DatatypeProperty,has version,Radio Frequency Level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5275; levenshtein=0.1579; semantic=0.4335; sequence_match=0.2069,False,0.3893,False,top-3 avg score 0.3893 < final_threshold 0.7
DatatypeProperty,has firmware version,Temporal Setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4757; levenshtein=0.2222; semantic=0.4478; sequence_match=0.2424,False,0.3886,False,top-3 avg score 0.3886 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,Manufacturer,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5833; levenshtein=0.1667; semantic=0.4155; sequence_match=0.1111,False,0.3885,False,top-3 avg score 0.3885 < final_threshold 0.7
DatatypeProperty,has version,Start Date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4481; levenshtein=0.1000; semantic=0.5051; sequence_match=0.2105,False,0.3879,False,top-3 avg score 0.3879 < final_threshold 0.7
DatatypeProperty,has model,Period Start Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5056; levenshtein=0.1333; semantic=0.3970; sequence_match=0.2609,False,0.3878,False,top-3 avg score 0.3878 < final_threshold 0.7
DatatypeProperty,has hardware version,Billing Period Start Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4882; levenshtein=0.0909; semantic=0.3647; sequence_match=0.3000,False,0.3843,False,top-3 avg score 0.3843 < final_threshold 0.7
DatatypeProperty,has version,Billing Period Start Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5131; levenshtein=0.1364; semantic=0.3861; sequence_match=0.2500,False,0.3831,False,top-3 avg score 0.3831 < final_threshold 0.7
DatatypeProperty,requires power,Billing Period End Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4866; levenshtein=0.2000; semantic=0.4183; sequence_match=0.2424,False,0.3825,False,top-3 avg score 0.3825 < final_threshold 0.7
DatatypeProperty,requires power,Geolocation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3901; levenshtein=0.1538; semantic=0.5059; sequence_match=0.2500,False,0.382,False,top-3 avg score 0.3820 < final_threshold 0.7
DatatypeProperty,has start timestamp,Period End Date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4262; levenshtein=0.1176; semantic=0.5193; sequence_match=0.2000,False,0.3818,False,top-3 avg score 0.3818 < final_threshold 0.7
DatatypeProperty,has start timestamp,Billing Date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4496; levenshtein=0.1176; semantic=0.4781; sequence_match=0.2143,False,0.3807,False,top-3 avg score 0.3807 < final_threshold 0.7
DatatypeProperty,has manufacturer,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4730; levenshtein=0.0667; semantic=0.4862; sequence_match=0.1818,False,0.3804,False,top-3 avg score 0.3804 < final_threshold 0.7
DatatypeProperty,requires power,End Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4799; levenshtein=0.1538; semantic=0.4609; sequence_match=0.2000,False,0.3803,False,top-3 avg score 0.3803 < final_threshold 0.7
DatatypeProperty,requires power,Start Date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4587; levenshtein=0.1538; semantic=0.4973; sequence_match=0.1818,False,0.3793,False,top-3 avg score 0.3793 < final_threshold 0.7
DatatypeProperty,has hardware version,Period End Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4208; levenshtein=0.1111; semantic=0.3942; sequence_match=0.3226,False,0.3792,False,top-3 avg score 0.3792 < final_threshold 0.7
DatatypeProperty,has fabrication number,Radio Frequency Level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4931; levenshtein=0.1500; semantic=0.3869; sequence_match=0.2564,False,0.3788,False,top-3 avg score 0.3788 < final_threshold 0.7
DatatypeProperty,has model,Period End Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4241; levenshtein=0.2308; semantic=0.4225; sequence_match=0.2857,False,0.3774,False,top-3 avg score 0.3774 < final_threshold 0.7
DatatypeProperty,has fabrication number,End Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4619; levenshtein=0.1500; semantic=0.4462; sequence_match=0.2222,False,0.3768,False,top-3 avg score 0.3768 < final_threshold 0.7
DatatypeProperty,requires power,Billing Period Start Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4930; levenshtein=0.1818; semantic=0.4074; sequence_match=0.2286,False,0.3763,False,top-3 avg score 0.3763 < final_threshold 0.7
DatatypeProperty,has manufacturer,Model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.1333; semantic=0.5014; sequence_match=0.2000,False,0.3745,False,top-3 avg score 0.3745 < final_threshold 0.7
DatatypeProperty,has timestamp,Period End Date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3803; levenshtein=0.1538; semantic=0.5030; sequence_match=0.2400,False,0.3744,False,top-3 avg score 0.3744 < final_threshold 0.7
DatatypeProperty,has firmware version,Billing Period Start Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4882; levenshtein=0.1364; semantic=0.4339; sequence_match=0.2000,False,0.374,False,top-3 avg score 0.3740 < final_threshold 0.7
DatatypeProperty,has start timestamp,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4239; levenshtein=0.1176; semantic=0.5312; sequence_match=0.1667,False,0.3739,False,top-3 avg score 0.3739 < final_threshold 0.7
DatatypeProperty,has manufacturer,End Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4317; levenshtein=0.2667; semantic=0.4164; sequence_match=0.2727,False,0.3736,False,top-3 avg score 0.3736 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,Billing Period End Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5482; levenshtein=0.1667; semantic=0.2997; sequence_match=0.2727,False,0.3736,False,top-3 avg score 0.3736 < final_threshold 0.7
DatatypeProperty,has fabrication number,Power,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.1500; semantic=0.4586; sequence_match=0.2400,False,0.3718,False,top-3 avg score 0.3718 < final_threshold 0.7
DatatypeProperty,has fabrication number,Temporal Setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.1000; semantic=0.3513; sequence_match=0.2857,False,0.3716,False,top-3 avg score 0.3716 < final_threshold 0.7
DatatypeProperty,has version,Model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.1000; semantic=0.5471; sequence_match=0.1333,False,0.3712,False,top-3 avg score 0.3712 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,Fabrication Number,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5350; levenshtein=0.2500; semantic=0.3270; sequence_match=0.1463,False,0.3706,False,top-3 avg score 0.3706 < final_threshold 0.7
