prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has item,has item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has playing area,has playing area,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,plays game,plays game,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has achievement,has achievement type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.9556; levenshtein=0.7778; semantic=0.7933; sequence_match=0.8750,False,0.8746,True,selected
ObjectProperty,has item,made purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.0833; semantic=0.5001; sequence_match=0.4211,False,0.4684,False,top-3 avg score 0.4684 < final_threshold 0.7
ObjectProperty,is event associated to player,is achievement of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6211; levenshtein=0.2400; semantic=0.3799; sequence_match=0.4000,False,0.467,False,top-3 avg score 0.4670 < final_threshold 0.7
ObjectProperty,is leaderboard in game,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4729; levenshtein=0.3158; semantic=0.5693; sequence_match=0.3571,False,0.4664,False,top-3 avg score 0.4664 < final_threshold 0.7
ObjectProperty,purchases game offering,uses item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6230; levenshtein=0.2381; semantic=0.4256; sequence_match=0.3448,False,0.4645,False,top-3 avg score 0.4645 < final_threshold 0.7
ObjectProperty,has leaderboard,is played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6206; levenshtein=0.2857; semantic=0.4361; sequence_match=0.3333,False,0.4634,False,top-3 avg score 0.4634 < final_threshold 0.7
ObjectProperty,is achievement in game,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6466; levenshtein=0.2105; semantic=0.5120; sequence_match=0.2308,False,0.4631,False,top-3 avg score 0.4631 < final_threshold 0.7
ObjectProperty,purchases game offering,is achievement of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6009; levenshtein=0.2381; semantic=0.3982; sequence_match=0.3889,False,0.4627,False,top-3 avg score 0.4627 < final_threshold 0.7
ObjectProperty,has playing area,game has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5053; levenshtein=0.2222; semantic=0.5062; sequence_match=0.3750,False,0.4622,False,top-3 avg score 0.4622 < final_threshold 0.7
ObjectProperty,has achievement,made purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.1429; semantic=0.4875; sequence_match=0.3077,False,0.4608,False,top-3 avg score 0.4608 < final_threshold 0.7
ObjectProperty,is player in session,is used in,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5899; levenshtein=0.3529; semantic=0.3879; sequence_match=0.4000,False,0.4592,False,top-3 avg score 0.4592 < final_threshold 0.7
ObjectProperty,has leaderboard,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.2778; semantic=0.5276; sequence_match=0.3125,False,0.4573,False,top-3 avg score 0.4573 < final_threshold 0.7
ObjectProperty,is character in session,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6079; levenshtein=0.2000; semantic=0.4665; sequence_match=0.2963,False,0.4569,False,top-3 avg score 0.4569 < final_threshold 0.7
ObjectProperty,is character in game,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.2222; semantic=0.4263; sequence_match=0.3429,False,0.4568,False,top-3 avg score 0.4568 < final_threshold 0.7
ObjectProperty,has leaderboard,game has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4868; levenshtein=0.2222; semantic=0.5699; sequence_match=0.3125,False,0.4564,False,top-3 avg score 0.4564 < final_threshold 0.7
ObjectProperty,is achievement in game,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4975; levenshtein=0.2632; semantic=0.4474; sequence_match=0.4242,False,0.4564,False,top-3 avg score 0.4564 < final_threshold 0.7
ObjectProperty,is friend with player,is type for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6270; levenshtein=0.2778; semantic=0.4449; sequence_match=0.2963,False,0.4561,False,top-3 avg score 0.4561 < final_threshold 0.7
ObjectProperty,is player in session,is type for,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6176; levenshtein=0.2941; semantic=0.3658; sequence_match=0.3846,False,0.456,False,top-3 avg score 0.4560 < final_threshold 0.7
ObjectProperty,lives in,is owned by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.1111; semantic=0.5291; sequence_match=0.2500,False,0.4559,False,top-3 avg score 0.4559 < final_threshold 0.7
ObjectProperty,is achievement in game,is used in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5627; levenshtein=0.2632; semantic=0.4305; sequence_match=0.3704,False,0.4545,False,top-3 avg score 0.4545 < final_threshold 0.7
ObjectProperty,lives in,has playing area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5357; levenshtein=0.1429; semantic=0.5415; sequence_match=0.2857,False,0.4543,False,top-3 avg score 0.4543 < final_threshold 0.7
ObjectProperty,owns character,uses item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5353; levenshtein=0.2308; semantic=0.5415; sequence_match=0.2857,False,0.4542,False,top-3 avg score 0.4542 < final_threshold 0.7
ObjectProperty,is leaderboard in game,game has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5468; levenshtein=0.2105; semantic=0.5974; sequence_match=0.2162,False,0.4535,False,top-3 avg score 0.4535 < final_threshold 0.7
ObjectProperty,owns character,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5842; levenshtein=0.1429; semantic=0.4768; sequence_match=0.2963,False,0.4524,False,top-3 avg score 0.4524 < final_threshold 0.7
ObjectProperty,has feature,is type for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6185; levenshtein=0.1000; semantic=0.4227; sequence_match=0.3158,False,0.4523,False,top-3 avg score 0.4523 < final_threshold 0.7
ObjectProperty,has character,uses item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.2500; semantic=0.5147; sequence_match=0.3000,False,0.4521,False,top-3 avg score 0.4521 < final_threshold 0.7
ObjectProperty,is friend with player,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3889; levenshtein=0.1111; semantic=0.5958; sequence_match=0.3704,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.7
ObjectProperty,is friend with player,is achievement of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5343; levenshtein=0.1667; semantic=0.4562; sequence_match=0.3636,False,0.4514,False,top-3 avg score 0.4514 < final_threshold 0.7
ObjectProperty,purchases game offering,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4841; levenshtein=0.2381; semantic=0.4682; sequence_match=0.4000,False,0.4508,False,top-3 avg score 0.4508 < final_threshold 0.7
ObjectProperty,lives in,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5974; levenshtein=0.2222; semantic=0.4326; sequence_match=0.3200,False,0.45,False,top-3 avg score 0.4500 < final_threshold 0.7
ObjectProperty,owns item,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5676; levenshtein=0.1667; semantic=0.4713; sequence_match=0.3077,False,0.4489,False,top-3 avg score 0.4489 < final_threshold 0.7
ObjectProperty,is leaderboard in game,is owned by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5497; levenshtein=0.2105; semantic=0.4380; sequence_match=0.3571,False,0.4483,False,top-3 avg score 0.4483 < final_threshold 0.7
ObjectProperty,has playing area,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5820; levenshtein=0.2222; semantic=0.4476; sequence_match=0.3125,False,0.4474,False,top-3 avg score 0.4474 < final_threshold 0.7
ObjectProperty,is event associated to player,is played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.2400; semantic=0.4412; sequence_match=0.4000,False,0.4471,False,top-3 avg score 0.4471 < final_threshold 0.7
ObjectProperty,is achievement in game,is played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5368; levenshtein=0.1579; semantic=0.5284; sequence_match=0.2759,False,0.447,False,top-3 avg score 0.4470 < final_threshold 0.7
ObjectProperty,owns character,game has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.2222; semantic=0.5352; sequence_match=0.2581,False,0.4468,False,top-3 avg score 0.4468 < final_threshold 0.7
ObjectProperty,is player in session,is achievement of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5846; levenshtein=0.2941; semantic=0.3773; sequence_match=0.3750,False,0.4456,False,top-3 avg score 0.4456 < final_threshold 0.7
ObjectProperty,plays game,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.1667; semantic=0.4213; sequence_match=0.3704,False,0.4454,False,top-3 avg score 0.4454 < final_threshold 0.7
ObjectProperty,owns achievement,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6056; levenshtein=0.2000; semantic=0.4689; sequence_match=0.2609,False,0.4451,False,top-3 avg score 0.4451 < final_threshold 0.7
ObjectProperty,is achievement in game,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3850; levenshtein=0.2632; semantic=0.5911; sequence_match=0.3571,False,0.4444,False,top-3 avg score 0.4444 < final_threshold 0.7
ObjectProperty,owns character,is area in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5365; levenshtein=0.2308; semantic=0.4138; sequence_match=0.3810,False,0.4438,False,top-3 avg score 0.4438 < final_threshold 0.7
ObjectProperty,purchases game offering,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5439; levenshtein=0.1905; semantic=0.4280; sequence_match=0.3590,False,0.4436,False,top-3 avg score 0.4436 < final_threshold 0.7
ObjectProperty,is event associated to player,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.2000; semantic=0.4467; sequence_match=0.3125,False,0.4435,False,top-3 avg score 0.4435 < final_threshold 0.7
ObjectProperty,is session in game,is achievement of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5639; levenshtein=0.1333; semantic=0.4326; sequence_match=0.3333,False,0.4433,False,top-3 avg score 0.4433 < final_threshold 0.7
ObjectProperty,lives in,uses item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4901; levenshtein=0.2500; semantic=0.4372; sequence_match=0.4000,False,0.4424,False,top-3 avg score 0.4424 < final_threshold 0.7
ObjectProperty,owns character,has achievement type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4996; levenshtein=0.1667; semantic=0.5031; sequence_match=0.3226,False,0.4417,False,top-3 avg score 0.4417 < final_threshold 0.7
ObjectProperty,has character,made purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.4336; sequence_match=0.3333,False,0.4408,False,top-3 avg score 0.4408 < final_threshold 0.7
ObjectProperty,involves character,made purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6174; levenshtein=0.2353; semantic=0.3566; sequence_match=0.3448,False,0.4396,False,top-3 avg score 0.4396 < final_threshold 0.7
ObjectProperty,has character,is achievement of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.2000; semantic=0.4987; sequence_match=0.2963,False,0.4391,False,top-3 avg score 0.4391 < final_threshold 0.7
ObjectProperty,involves character,has genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4951; levenshtein=0.1765; semantic=0.5006; sequence_match=0.3200,False,0.4386,False,top-3 avg score 0.4386 < final_threshold 0.7
ObjectProperty,involves character,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5283; levenshtein=0.0556; semantic=0.5010; sequence_match=0.2857,False,0.4383,False,top-3 avg score 0.4383 < final_threshold 0.7
ObjectProperty,has feature,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5315; levenshtein=0.2000; semantic=0.4671; sequence_match=0.3158,False,0.4381,False,top-3 avg score 0.4381 < final_threshold 0.7
ObjectProperty,is session in game,game has achievement,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4757; levenshtein=0.2778; semantic=0.5605; sequence_match=0.2424,False,0.438,False,top-3 avg score 0.4380 < final_threshold 0.7
ObjectProperty,involves player,is type for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2143; semantic=0.4656; sequence_match=0.2609,False,0.4379,False,top-3 avg score 0.4379 < final_threshold 0.7
ObjectProperty,has item,is made by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6071; levenshtein=0.1250; semantic=0.4389; sequence_match=0.2667,False,0.4376,False,top-3 avg score 0.4376 < final_threshold 0.7
ObjectProperty,is friend with player,is used in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2778; semantic=0.4201; sequence_match=0.3077,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.7
ObjectProperty,is friend with player,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.1111; semantic=0.3997; sequence_match=0.3889,False,0.4357,False,top-3 avg score 0.4357 < final_threshold 0.7
ObjectProperty,is player in session,has genre of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6087; levenshtein=0.2353; semantic=0.3278; sequence_match=0.3704,False,0.4356,False,top-3 avg score 0.4356 < final_threshold 0.7
ObjectProperty,has leaderboard,is achievement of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5540; levenshtein=0.1333; semantic=0.4764; sequence_match=0.2759,False,0.4354,False,top-3 avg score 0.4354 < final_threshold 0.7
ObjectProperty,is achievement in game,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5775; levenshtein=0.2105; semantic=0.4312; sequence_match=0.2963,False,0.435,False,top-3 avg score 0.4350 < final_threshold 0.7
ObjectProperty,owns item,is achievement of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5056; levenshtein=0.2000; semantic=0.4462; sequence_match=0.3478,False,0.4332,False,top-3 avg score 0.4332 < final_threshold 0.7
ObjectProperty,has game genre,made purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.4062; sequence_match=0.3333,False,0.4317,False,top-3 avg score 0.4317 < final_threshold 0.7
ObjectProperty,has leaderboard,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5042; levenshtein=0.2143; semantic=0.5294; sequence_match=0.2609,False,0.4315,False,top-3 avg score 0.4315 < final_threshold 0.7
ObjectProperty,is friend with player,has playing area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4206; levenshtein=0.1667; semantic=0.4985; sequence_match=0.3750,False,0.4314,False,top-3 avg score 0.4314 < final_threshold 0.7
ObjectProperty,has game genre,is achievement of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6083; levenshtein=0.2667; semantic=0.3881; sequence_match=0.2963,False,0.4309,False,top-3 avg score 0.4309 < final_threshold 0.7
ObjectProperty,involves character,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5557; levenshtein=0.2353; semantic=0.4138; sequence_match=0.3226,False,0.4307,False,top-3 avg score 0.4307 < final_threshold 0.7
ObjectProperty,is friend with player,is made by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5676; levenshtein=0.2222; semantic=0.4163; sequence_match=0.3077,False,0.4305,False,top-3 avg score 0.4305 < final_threshold 0.7
ObjectProperty,has game genre,is type for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4781; sequence_match=0.2857,False,0.4305,False,top-3 avg score 0.4305 < final_threshold 0.7
ObjectProperty,is character in session,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5988; levenshtein=0.2500; semantic=0.4061; sequence_match=0.2857,False,0.4302,False,top-3 avg score 0.4302 < final_threshold 0.7
ObjectProperty,involves player,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5470; levenshtein=0.1667; semantic=0.4311; sequence_match=0.3125,False,0.4302,False,top-3 avg score 0.4302 < final_threshold 0.7
ObjectProperty,has character,is area in,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.2500; semantic=0.4460; sequence_match=0.4000,False,0.4301,False,top-3 avg score 0.4301 < final_threshold 0.7
ObjectProperty,owns character,made purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.0769; semantic=0.4273; sequence_match=0.3200,False,0.43,False,top-3 avg score 0.4300 < final_threshold 0.7
ObjectProperty,owns character,is achievement of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5094; levenshtein=0.1333; semantic=0.4939; sequence_match=0.2857,False,0.4297,False,top-3 avg score 0.4297 < final_threshold 0.7
ObjectProperty,is event associated to player,is owned by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5800; levenshtein=0.2400; semantic=0.3553; sequence_match=0.3529,False,0.4294,False,top-3 avg score 0.4294 < final_threshold 0.7
ObjectProperty,is friend with player,uses item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.2778; semantic=0.4123; sequence_match=0.3846,False,0.4292,False,top-3 avg score 0.4292 < final_threshold 0.7
ObjectProperty,is character in session,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5321; levenshtein=0.2000; semantic=0.4020; sequence_match=0.3529,False,0.429,False,top-3 avg score 0.4290 < final_threshold 0.7
ObjectProperty,involves character,has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4239; levenshtein=0.2353; semantic=0.5291; sequence_match=0.3333,False,0.4288,False,top-3 avg score 0.4288 < final_threshold 0.7
ObjectProperty,lives in,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5079; levenshtein=0.0000; semantic=0.4913; sequence_match=0.2857,False,0.4283,False,top-3 avg score 0.4283 < final_threshold 0.7
ObjectProperty,is session in game,is type for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5704; levenshtein=0.2000; semantic=0.3788; sequence_match=0.3333,False,0.4275,False,top-3 avg score 0.4275 < final_threshold 0.7
ObjectProperty,is event associated to player,uses item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5522; levenshtein=0.2400; semantic=0.3661; sequence_match=0.3636,False,0.4273,False,top-3 avg score 0.4273 < final_threshold 0.7
ObjectProperty,is event associated to player,game has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5489; levenshtein=0.2000; semantic=0.4523; sequence_match=0.2791,False,0.4268,False,top-3 avg score 0.4268 < final_threshold 0.7
ObjectProperty,owns character,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.1538; semantic=0.5068; sequence_match=0.2727,False,0.4267,False,top-3 avg score 0.4267 < final_threshold 0.7
ObjectProperty,is session in game,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5250; levenshtein=0.2000; semantic=0.4072; sequence_match=0.3478,False,0.4267,False,top-3 avg score 0.4267 < final_threshold 0.7
ObjectProperty,owns item,is made by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.5293; sequence_match=0.2500,False,0.4264,False,top-3 avg score 0.4264 < final_threshold 0.7
ObjectProperty,has game genre,is area in,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5472; levenshtein=0.3333; semantic=0.3987; sequence_match=0.3000,False,0.4264,False,top-3 avg score 0.4264 < final_threshold 0.7
ObjectProperty,is character in game,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5343; levenshtein=0.2941; semantic=0.4247; sequence_match=0.3200,False,0.4263,False,top-3 avg score 0.4263 < final_threshold 0.7
ObjectProperty,lives in,game has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.2222; semantic=0.4265; sequence_match=0.3200,False,0.4261,False,top-3 avg score 0.4261 < final_threshold 0.7
ObjectProperty,has playing area,made purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5246; levenshtein=0.2143; semantic=0.4459; sequence_match=0.3077,False,0.4261,False,top-3 avg score 0.4261 < final_threshold 0.7
ObjectProperty,owns achievement,is area in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.2667; semantic=0.4100; sequence_match=0.3478,False,0.4258,False,top-3 avg score 0.4258 < final_threshold 0.7
ObjectProperty,involves player,uses item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.4915; sequence_match=0.2727,False,0.4254,False,top-3 avg score 0.4254 < final_threshold 0.7
ObjectProperty,is player in session,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5899; levenshtein=0.1765; semantic=0.3658; sequence_match=0.3200,False,0.4252,False,top-3 avg score 0.4252 < final_threshold 0.7
ObjectProperty,involves character,is achievement of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.1765; semantic=0.4827; sequence_match=0.2500,False,0.4252,False,top-3 avg score 0.4252 < final_threshold 0.7
ObjectProperty,owns character,is played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5103; levenshtein=0.1538; semantic=0.5043; sequence_match=0.2609,False,0.4251,False,top-3 avg score 0.4251 < final_threshold 0.7
ObjectProperty,has game genre,is used in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.2500; semantic=0.4332; sequence_match=0.3000,False,0.425,False,top-3 avg score 0.4250 < final_threshold 0.7
ObjectProperty,owns achievement,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4037; levenshtein=0.2000; semantic=0.5332; sequence_match=0.3333,False,0.4234,False,top-3 avg score 0.4234 < final_threshold 0.7
ObjectProperty,is character in game,is made by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5784; levenshtein=0.2353; semantic=0.3697; sequence_match=0.3200,False,0.4227,False,top-3 avg score 0.4227 < final_threshold 0.7
ObjectProperty,is character in session,is played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.2000; semantic=0.4676; sequence_match=0.2667,False,0.4225,False,top-3 avg score 0.4225 < final_threshold 0.7
ObjectProperty,involves character,is area in,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5730; levenshtein=0.2353; semantic=0.4565; sequence_match=0.1600,False,0.4216,False,top-3 avg score 0.4216 < final_threshold 0.7
ObjectProperty,owns achievement,made purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5167; levenshtein=0.0667; semantic=0.4498; sequence_match=0.2963,False,0.4209,False,top-3 avg score 0.4209 < final_threshold 0.7
ObjectProperty,lives in,has genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5048; sequence_match=0.2667,False,0.4205,False,top-3 avg score 0.4205 < final_threshold 0.7
ObjectProperty,is event associated to player,is used in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6231; levenshtein=0.2000; semantic=0.3322; sequence_match=0.3030,False,0.4194,False,top-3 avg score 0.4194 < final_threshold 0.7
ObjectProperty,has feature,is area in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.2000; semantic=0.3744; sequence_match=0.3333,False,0.4193,False,top-3 avg score 0.4193 < final_threshold 0.7
ObjectProperty,lives in,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.5049; sequence_match=0.2500,False,0.4192,False,top-3 avg score 0.4192 < final_threshold 0.7
ObjectProperty,is achievement in game,is made by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5627; levenshtein=0.1579; semantic=0.3971; sequence_match=0.2963,False,0.4187,False,top-3 avg score 0.4187 < final_threshold 0.7
ObjectProperty,has achievement,is used in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.4706; sequence_match=0.2727,False,0.4184,False,top-3 avg score 0.4184 < final_threshold 0.7
ObjectProperty,plays game,made purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.1667; semantic=0.4476; sequence_match=0.3810,False,0.4182,False,top-3 avg score 0.4182 < final_threshold 0.7
ObjectProperty,is player in session,is made by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5730; levenshtein=0.2353; semantic=0.3579; sequence_match=0.3200,False,0.417,False,top-3 avg score 0.4170 < final_threshold 0.7
ObjectProperty,is character in session,has genre of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5405; levenshtein=0.3000; semantic=0.3765; sequence_match=0.3333,False,0.4168,False,top-3 avg score 0.4168 < final_threshold 0.7
ObjectProperty,involves character,is type for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5499; levenshtein=0.1765; semantic=0.4693; sequence_match=0.2308,False,0.4166,False,top-3 avg score 0.4166 < final_threshold 0.7
ObjectProperty,has item,is used in,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.4912; sequence_match=0.2667,False,0.416,False,top-3 avg score 0.4160 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5468; levenshtein=0.1053; semantic=0.4309; sequence_match=0.2703,False,0.416,False,top-3 avg score 0.4160 < final_threshold 0.7
ObjectProperty,owns achievement,has genre of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2000; semantic=0.4505; sequence_match=0.2400,False,0.4153,False,top-3 avg score 0.4153 < final_threshold 0.7
ObjectProperty,is event associated to player,is area in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6707; levenshtein=0.2000; semantic=0.3300; sequence_match=0.2424,False,0.4144,False,top-3 avg score 0.4144 < final_threshold 0.7
ObjectProperty,has item,is area in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6071; levenshtein=0.1250; semantic=0.3686; sequence_match=0.2667,False,0.4142,False,top-3 avg score 0.4142 < final_threshold 0.7
ObjectProperty,involves character,has genre of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4647; levenshtein=0.1176; semantic=0.4763; sequence_match=0.2963,False,0.4124,False,top-3 avg score 0.4124 < final_threshold 0.7
ObjectProperty,involves player,is area in,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5940; levenshtein=0.2143; semantic=0.4284; sequence_match=0.1818,False,0.4122,False,top-3 avg score 0.4122 < final_threshold 0.7
ObjectProperty,lives in,is made by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4901; levenshtein=0.0000; semantic=0.4770; sequence_match=0.2667,False,0.4112,False,top-3 avg score 0.4112 < final_threshold 0.7
ObjectProperty,is friend with player,has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4312; levenshtein=0.1667; semantic=0.4822; sequence_match=0.3200,False,0.4111,False,top-3 avg score 0.4111 < final_threshold 0.7
ObjectProperty,is character in session,game has achievement,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5852; levenshtein=0.2500; semantic=0.3973; sequence_match=0.2105,False,0.4108,False,top-3 avg score 0.4108 < final_threshold 0.7
ObjectProperty,involves character,game has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5283; levenshtein=0.1667; semantic=0.4749; sequence_match=0.2286,False,0.4106,False,top-3 avg score 0.4106 < final_threshold 0.7
ObjectProperty,is event associated to player,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4981; levenshtein=0.2000; semantic=0.3708; sequence_match=0.3590,False,0.4093,False,top-3 avg score 0.4093 < final_threshold 0.7
