gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Bordeaux,Bordeaux,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
RedWine,Red Wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
WhiteWine,White Wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
wine,Wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Zinfandel,Napa Zinfandel,semantic+sequence_match+jaro_winkler,jaro_winkler=0.7863; levenshtein=0.6923; semantic=0.8325; sequence_match=0.8182,False,0.8123,True,selected
WhiteBordeaux,Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4473; levenshtein=0.1429; semantic=0.4488; sequence_match=0.2963,False,0.3975,False,top-3 avg score 0.3975 < final_threshold 0.6
WhiteWine,Quality,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.4347; sequence_match=0.2500,False,0.3958,False,top-3 avg score 0.3958 < final_threshold 0.6
WineFlavor,Grape,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3667; levenshtein=0.1000; semantic=0.6799; sequence_match=0.1333,False,0.3933,False,top-3 avg score 0.3933 < final_threshold 0.6
WhiteBordeaux,Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4799; levenshtein=0.0000; semantic=0.4976; sequence_match=0.2000,False,0.3925,False,top-3 avg score 0.3925 < final_threshold 0.6
Vintage,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.5957; sequence_match=0.1429,False,0.389,False,top-3 avg score 0.3890 < final_threshold 0.6
Region,Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.1667; semantic=0.5108; sequence_match=0.2000,False,0.3851,False,top-3 avg score 0.3851 < final_threshold 0.6
WineGrape,Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.0714; semantic=0.4860; sequence_match=0.2609,False,0.3839,False,top-3 avg score 0.3839 < final_threshold 0.6
Bordeaux,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4006; levenshtein=0.0769; semantic=0.5575; sequence_match=0.1905,False,0.3829,False,top-3 avg score 0.3829 < final_threshold 0.6
RedBordeaux,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3901; levenshtein=0.0769; semantic=0.5862; sequence_match=0.1667,False,0.381,False,top-3 avg score 0.3810 < final_threshold 0.6
WineDescriptor,Quality,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4762; levenshtein=0.1429; semantic=0.4735; sequence_match=0.1905,False,0.38,False,top-3 avg score 0.3800 < final_threshold 0.6
WineDescriptor,Grape,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4238; levenshtein=0.1429; semantic=0.5716; sequence_match=0.1053,False,0.3794,False,top-3 avg score 0.3794 < final_threshold 0.6
WineGrape,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.0000; semantic=0.5828; sequence_match=0.1250,False,0.3753,False,top-3 avg score 0.3753 < final_threshold 0.6
VintageYear,Body,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.5440; sequence_match=0.1333,False,0.3748,False,top-3 avg score 0.3748 < final_threshold 0.6
WineDescriptor,Bordeaux,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4187; levenshtein=0.1429; semantic=0.5211; sequence_match=0.1818,False,0.3739,False,top-3 avg score 0.3739 < final_threshold 0.6
RedBordeaux,Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3831; levenshtein=0.1429; semantic=0.4984; sequence_match=0.2400,False,0.3738,False,top-3 avg score 0.3738 < final_threshold 0.6
RedWine,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.5465; sequence_match=0.1429,False,0.3726,False,top-3 avg score 0.3726 < final_threshold 0.6
Bordeaux,Wine Characteristic Occurrence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3829; levenshtein=0.1071; semantic=0.5600; sequence_match=0.1667,False,0.3699,False,top-3 avg score 0.3699 < final_threshold 0.6
WineDescriptor,Bouquet,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4762; levenshtein=0.1429; semantic=0.4385; sequence_match=0.1905,False,0.3684,False,top-3 avg score 0.3684 < final_threshold 0.6
RedWine,Quality,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.5326; sequence_match=0.1429,False,0.368,False,top-3 avg score 0.3680 < final_threshold 0.6
Bordeaux,Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.0000; semantic=0.5371; sequence_match=0.1333,False,0.3643,False,top-3 avg score 0.3643 < final_threshold 0.6
VintageYear,Bordeaux,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3106; levenshtein=0.0909; semantic=0.5712; sequence_match=0.2105,False,0.3641,False,top-3 avg score 0.3641 < final_threshold 0.6
Region,Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.5002; sequence_match=0.1538,False,0.3635,False,top-3 avg score 0.3635 < final_threshold 0.6
Vintage,Bordeaux,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.1250; semantic=0.6070; sequence_match=0.1333,False,0.3619,False,top-3 avg score 0.3619 < final_threshold 0.6
Bordeaux,Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4187; levenshtein=0.1429; semantic=0.4784; sequence_match=0.1818,False,0.3596,False,top-3 avg score 0.3596 < final_threshold 0.6
WineFlavor,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4143; levenshtein=0.0000; semantic=0.5434; sequence_match=0.1176,False,0.3584,False,top-3 avg score 0.3584 < final_threshold 0.6
WineGrape,Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.0000; semantic=0.5278; sequence_match=0.1250,False,0.3569,False,top-3 avg score 0.3569 < final_threshold 0.6
Bordeaux,White Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4120; levenshtein=0.1111; semantic=0.5367; sequence_match=0.1176,False,0.3555,False,top-3 avg score 0.3555 < final_threshold 0.6
WhiteWine,Bordeaux,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4120; levenshtein=0.1111; semantic=0.5367; sequence_match=0.1176,False,0.3555,False,top-3 avg score 0.3555 < final_threshold 0.6
wine,Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.0714; semantic=0.5003; sequence_match=0.1111,False,0.3506,False,top-3 avg score 0.3506 < final_threshold 0.6
Region,Wine Characteristic Occurrence,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4365; levenshtein=0.1786; semantic=0.4368; sequence_match=0.1765,False,0.3506,False,top-3 avg score 0.3506 < final_threshold 0.6
WineFlavor,Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.1000; semantic=0.4663; sequence_match=0.1176,False,0.3497,False,top-3 avg score 0.3497 < final_threshold 0.6
WineColor,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.0000; semantic=0.4955; sequence_match=0.1250,False,0.3462,False,top-3 avg score 0.3462 < final_threshold 0.6
Zinfandel,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.1111; semantic=0.4950; sequence_match=0.1250,False,0.346,False,top-3 avg score 0.3460 < final_threshold 0.6
WineColor,Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.0714; semantic=0.4474; sequence_match=0.1739,False,0.342,False,top-3 avg score 0.3420 < final_threshold 0.6
WineSugar,Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4101; levenshtein=0.0714; semantic=0.4324; sequence_match=0.1739,False,0.3388,False,top-3 avg score 0.3388 < final_threshold 0.6
WineSugar,Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.0000; semantic=0.4721; sequence_match=0.1250,False,0.3383,False,top-3 avg score 0.3383 < final_threshold 0.6
WineDescriptor,Body,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.0714; semantic=0.4590; sequence_match=0.1111,False,0.3369,False,top-3 avg score 0.3369 < final_threshold 0.6
Zinfandel,Characteristic,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4550; levenshtein=0.1429; semantic=0.3941; sequence_match=0.0870,False,0.3307,False,top-3 avg score 0.3307 < final_threshold 0.6
VintageYear,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3225; levenshtein=0.0909; semantic=0.5518; sequence_match=0.1111,False,0.3285,False,top-3 avg score 0.3285 < final_threshold 0.6
WineSugar,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3360; levenshtein=0.1111; semantic=0.5213; sequence_match=0.1250,False,0.3274,False,top-3 avg score 0.3274 < final_threshold 0.6
WhiteWine,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3360; levenshtein=0.0000; semantic=0.5027; sequence_match=0.1250,False,0.3212,False,top-3 avg score 0.3212 < final_threshold 0.6
WineBody,Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3988; levenshtein=0.0714; semantic=0.4640; sequence_match=0.0909,False,0.3179,False,top-3 avg score 0.3179 < final_threshold 0.6
WineFlavor,Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3937; levenshtein=0.0714; semantic=0.4728; sequence_match=0.0833,False,0.3166,False,top-3 avg score 0.3166 < final_threshold 0.6
WineColor,Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3360; levenshtein=0.0000; semantic=0.4769; sequence_match=0.1250,False,0.3126,False,top-3 avg score 0.3126 < final_threshold 0.6
Zinfandel,Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3360; levenshtein=0.1111; semantic=0.4493; sequence_match=0.1250,False,0.3034,False,top-3 avg score 0.3034 < final_threshold 0.6
Region,Napa Zinfandel,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3291; levenshtein=0.1538; semantic=0.4025; sequence_match=0.1053,False,0.2951,False,top-3 avg score 0.2951 < final_threshold 0.6
wine,Quality,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1429; semantic=0.5533; sequence_match=0.1818,False,0.2927,False,top-3 avg score 0.2927 < final_threshold 0.6
WineColor,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1111; semantic=0.4833; sequence_match=0.1538,False,0.2494,False,top-3 avg score 0.2494 < final_threshold 0.6
Zinfandel,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1111; semantic=0.4756; sequence_match=0.1538,False,0.2468,False,top-3 avg score 0.2468 < final_threshold 0.6
Region,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5090; sequence_match=0.2000,False,0.2363,False,top-3 avg score 0.2363 < final_threshold 0.6
RedBordeaux,Quality,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5213; sequence_match=0.1111,False,0.2108,False,top-3 avg score 0.2108 < final_threshold 0.6
WineFlavor,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4833; sequence_match=0.1429,False,0.2087,False,top-3 avg score 0.2087 < final_threshold 0.6
Region,Bouquet,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4716; sequence_match=0.1538,False,0.2085,False,top-3 avg score 0.2085 < final_threshold 0.6
Vintage,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5810; sequence_match=0.0000,False,0.1937,False,top-3 avg score 0.1937 < final_threshold 0.6
wine,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5584; sequence_match=0.0000,False,0.1861,False,top-3 avg score 0.1861 < final_threshold 0.6
WineGrape,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5376; sequence_match=0.0000,False,0.1792,False,top-3 avg score 0.1792 < final_threshold 0.6
WineTaste,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5149; sequence_match=0.0000,False,0.1716,False,top-3 avg score 0.1716 < final_threshold 0.6
WineSugar,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4834; sequence_match=0.0000,False,0.1611,False,top-3 avg score 0.1611 < final_threshold 0.6
WhiteWine,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4313; sequence_match=0.0000,False,0.1438,False,top-3 avg score 0.1438 < final_threshold 0.6
