prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,prohibition,has prohibition,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8680; levenshtein=0.7857; semantic=0.8858; sequence_match=0.8800,False,0.8779,True,selected
ObjectProperty,obligation,is constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5905; levenshtein=0.2143; semantic=0.5544; sequence_match=0.2500,False,0.4649,False,top-3 avg score 0.4649 < final_threshold 0.7
ObjectProperty,operand,is sub-constraint of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5189; levenshtein=0.2353; semantic=0.5417; sequence_match=0.3333,False,0.4647,False,top-3 avg score 0.4647 < final_threshold 0.7
ObjectProperty,partOf,is constraint of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4603; levenshtein=0.2857; semantic=0.5300; sequence_match=0.4000,False,0.4634,False,top-3 avg score 0.4634 < final_threshold 0.7
ObjectProperty,constraint,has requestor party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5314; levenshtein=0.2353; semantic=0.4877; sequence_match=0.3704,False,0.4632,False,top-3 avg score 0.4632 < final_threshold 0.7
ObjectProperty,action,is conflict resolution of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5535; levenshtein=0.2273; semantic=0.4786; sequence_match=0.3571,False,0.4631,False,top-3 avg score 0.4631 < final_threshold 0.7
ObjectProperty,obligation,is assigner party of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5611; levenshtein=0.2941; semantic=0.4574; sequence_match=0.3704,False,0.463,False,top-3 avg score 0.4630 < final_threshold 0.7
ObjectProperty,inheritFrom,has assignee party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5223; levenshtein=0.1250; semantic=0.4961; sequence_match=0.3704,False,0.4629,False,top-3 avg score 0.4629 < final_threshold 0.7
ObjectProperty,action,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.2222; semantic=0.4879; sequence_match=0.4000,False,0.4626,False,top-3 avg score 0.4626 < final_threshold 0.7
ObjectProperty,remedy,has duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.5387; sequence_match=0.3077,False,0.462,False,top-3 avg score 0.4620 < final_threshold 0.7
ObjectProperty,Only One,has consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.2857; semantic=0.4690; sequence_match=0.3810,False,0.4619,False,top-3 avg score 0.4619 < final_threshold 0.7
ObjectProperty,relation,is prohibition of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5194; levenshtein=0.3333; semantic=0.4298; sequence_match=0.4348,False,0.4613,False,top-3 avg score 0.4613 < final_threshold 0.7
ObjectProperty,partOf,is assignee party of,sequence_match+semantic+jaro_winkler,jaro_winkler=0.4085; levenshtein=0.3529; semantic=0.4537; sequence_match=0.5217,False,0.4613,False,top-3 avg score 0.4613 < final_threshold 0.7
ObjectProperty,inheritFrom,includes policy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5372; levenshtein=0.2143; semantic=0.5262; sequence_match=0.3200,False,0.4612,False,top-3 avg score 0.4612 < final_threshold 0.7
ObjectProperty,action,is constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5968; levenshtein=0.2857; semantic=0.4855; sequence_match=0.3000,False,0.4608,False,top-3 avg score 0.4608 < final_threshold 0.7
ObjectProperty,function,has permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5353; levenshtein=0.2308; semantic=0.5613; sequence_match=0.2857,False,0.4608,False,top-3 avg score 0.4608 < final_threshold 0.7
ObjectProperty,operator,has assigner party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1875; semantic=0.5479; sequence_match=0.3333,False,0.4604,False,top-3 avg score 0.4604 < final_threshold 0.7
ObjectProperty,conflict,is action of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.1000; semantic=0.4887; sequence_match=0.4444,False,0.4601,False,top-3 avg score 0.4601 < final_threshold 0.7
ObjectProperty,leftOperand,sub-constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.3077; semantic=0.5669; sequence_match=0.3333,False,0.46,False,top-3 avg score 0.4600 < final_threshold 0.7
ObjectProperty,operator,has duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5998; sequence_match=0.2667,False,0.4594,False,top-3 avg score 0.4594 < final_threshold 0.7
ObjectProperty,obligation,sub-constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5761; levenshtein=0.2308; semantic=0.5400; sequence_match=0.2609,False,0.459,False,top-3 avg score 0.4590 < final_threshold 0.7
ObjectProperty,failure,has conflict resolution,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.1905; semantic=0.4861; sequence_match=0.2857,False,0.4583,False,top-3 avg score 0.4583 < final_threshold 0.7
ObjectProperty,function,has prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2857; semantic=0.4990; sequence_match=0.3636,False,0.4582,False,top-3 avg score 0.4582 < final_threshold 0.7
ObjectProperty,inheritFrom,is prohibition of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5374; levenshtein=0.3333; semantic=0.4524; sequence_match=0.3846,False,0.4581,False,top-3 avg score 0.4581 < final_threshold 0.7
ObjectProperty,hasPolicy,is prohibition of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5630; levenshtein=0.2000; semantic=0.4778; sequence_match=0.3333,False,0.458,False,top-3 avg score 0.4580 < final_threshold 0.7
ObjectProperty,constraint,is requestor party of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6011; levenshtein=0.2222; semantic=0.4142; sequence_match=0.3571,False,0.4575,False,top-3 avg score 0.4575 < final_threshold 0.7
ObjectProperty,operator,is sub-constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4951; levenshtein=0.2941; semantic=0.4763; sequence_match=0.4000,False,0.4571,False,top-3 avg score 0.4571 < final_threshold 0.7
ObjectProperty,conflict,has action,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.5589; sequence_match=0.3529,False,0.4567,False,top-3 avg score 0.4567 < final_threshold 0.7
ObjectProperty,operator,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4359; levenshtein=0.2308; semantic=0.5530; sequence_match=0.3810,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
ObjectProperty,leftOperand,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.3077; semantic=0.5568; sequence_match=0.3333,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
ObjectProperty,prohibition,is conflict resolution of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6136; levenshtein=0.2727; semantic=0.3920; sequence_match=0.3636,False,0.4564,False,top-3 avg score 0.4564 < final_threshold 0.7
ObjectProperty,implies,has rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.0000; semantic=0.5585; sequence_match=0.2857,False,0.456,False,top-3 avg score 0.4560 < final_threshold 0.7
ObjectProperty,assigner,is constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.2143; semantic=0.5007; sequence_match=0.2727,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.7
ObjectProperty,assigner,has requestor party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5730; levenshtein=0.2353; semantic=0.4735; sequence_match=0.3200,False,0.4555,False,top-3 avg score 0.4555 < final_threshold 0.7
ObjectProperty,action,sub-constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5748; levenshtein=0.2308; semantic=0.4759; sequence_match=0.3158,False,0.4555,False,top-3 avg score 0.4555 < final_threshold 0.7
ObjectProperty,target,is constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.1429; semantic=0.4940; sequence_match=0.3000,False,0.4551,False,top-3 avg score 0.4551 < final_threshold 0.7
ObjectProperty,inheritFrom,has prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5372; levenshtein=0.2143; semantic=0.5065; sequence_match=0.3200,False,0.4546,False,top-3 avg score 0.4546 < final_threshold 0.7
ObjectProperty,assigner,has conflict resolution,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5675; levenshtein=0.1905; semantic=0.4491; sequence_match=0.3448,False,0.4538,False,top-3 avg score 0.4538 < final_threshold 0.7
ObjectProperty,function,has duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5827; sequence_match=0.2667,False,0.4537,False,top-3 avg score 0.4537 < final_threshold 0.7
ObjectProperty,assigner,is consequence of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2667; semantic=0.4265; sequence_match=0.3478,False,0.4535,False,top-3 avg score 0.4535 < final_threshold 0.7
ObjectProperty,scope,is rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.2500; semantic=0.5024; sequence_match=0.3077,False,0.4533,False,top-3 avg score 0.4533 < final_threshold 0.7
ObjectProperty,obligation,is sub-constraint of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6319; levenshtein=0.2353; semantic=0.4928; sequence_match=0.2222,False,0.4533,False,top-3 avg score 0.4533 < final_threshold 0.7
ObjectProperty,target,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.2308; semantic=0.5463; sequence_match=0.3158,False,0.4526,False,top-3 avg score 0.4526 < final_threshold 0.7
ObjectProperty,target,has assignee party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5625; levenshtein=0.2500; semantic=0.5224; sequence_match=0.2727,False,0.4526,False,top-3 avg score 0.4526 < final_threshold 0.7
ObjectProperty,action,is consequence of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5611; levenshtein=0.1333; semantic=0.5099; sequence_match=0.2857,False,0.4523,False,top-3 avg score 0.4523 < final_threshold 0.7
ObjectProperty,relation,is remedy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5583; levenshtein=0.3000; semantic=0.4649; sequence_match=0.3333,False,0.4522,False,top-3 avg score 0.4522 < final_threshold 0.7
ObjectProperty,failure,is remedy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5762; levenshtein=0.0000; semantic=0.4259; sequence_match=0.3529,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.7
ObjectProperty,leftOperand,is rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.0909; semantic=0.4888; sequence_match=0.3158,False,0.4513,False,top-3 avg score 0.4513 < final_threshold 0.7
ObjectProperty,permission,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5980; sequence_match=0.2609,False,0.4512,False,top-3 avg score 0.4512 < final_threshold 0.7
ObjectProperty,scope,is sub-constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5922; levenshtein=0.1765; semantic=0.4878; sequence_match=0.2727,False,0.4509,False,top-3 avg score 0.4509 < final_threshold 0.7
ObjectProperty,assignee,is permission of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5274; levenshtein=0.2857; semantic=0.4581; sequence_match=0.3636,False,0.4497,False,top-3 avg score 0.4497 < final_threshold 0.7
ObjectProperty,andSequence,has duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5617; levenshtein=0.1818; semantic=0.4541; sequence_match=0.3333,False,0.4497,False,top-3 avg score 0.4497 < final_threshold 0.7
ObjectProperty,prohibition,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.1538; semantic=0.6193; sequence_match=0.2500,False,0.4497,False,top-3 avg score 0.4497 < final_threshold 0.7
ObjectProperty,or,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5256; levenshtein=0.1538; semantic=0.5561; sequence_match=0.2667,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.7
ObjectProperty,relation,has requestor party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5730; levenshtein=0.1765; semantic=0.4553; sequence_match=0.3200,False,0.4494,False,top-3 avg score 0.4494 < final_threshold 0.7
ObjectProperty,inheritRelation,has assigner party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5528; levenshtein=0.1250; semantic=0.4728; sequence_match=0.3226,False,0.4494,False,top-3 avg score 0.4494 < final_threshold 0.7
ObjectProperty,obligation,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5924; sequence_match=0.2609,False,0.4494,False,top-3 avg score 0.4494 < final_threshold 0.7
ObjectProperty,assignee,is action of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.3000; semantic=0.4644; sequence_match=0.3333,False,0.4493,False,top-3 avg score 0.4493 < final_threshold 0.7
ObjectProperty,leftOperand,has requestor party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5399; levenshtein=0.2353; semantic=0.4489; sequence_match=0.3571,False,0.4486,False,top-3 avg score 0.4486 < final_threshold 0.7
ObjectProperty,implies,is included in policy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5974; levenshtein=0.2222; semantic=0.4280; sequence_match=0.3200,False,0.4485,False,top-3 avg score 0.4485 < final_threshold 0.7
ObjectProperty,leftOperand,has permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4738; levenshtein=0.0769; semantic=0.5383; sequence_match=0.3333,False,0.4485,False,top-3 avg score 0.4485 < final_threshold 0.7
ObjectProperty,scope,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5407; levenshtein=0.2222; semantic=0.5184; sequence_match=0.2857,False,0.4483,False,top-3 avg score 0.4483 < final_threshold 0.7
ObjectProperty,Only One,has conflict resolution,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.1905; semantic=0.3990; sequence_match=0.3571,False,0.4478,False,top-3 avg score 0.4478 < final_threshold 0.7
ObjectProperty,partOf,has duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.4959; sequence_match=0.3077,False,0.4478,False,top-3 avg score 0.4478 < final_threshold 0.7
ObjectProperty,action,is duty of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.2500; semantic=0.5426; sequence_match=0.2857,False,0.4474,False,top-3 avg score 0.4474 < final_threshold 0.7
ObjectProperty,remedy,has requestor party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5588; levenshtein=0.2353; semantic=0.4353; sequence_match=0.3478,False,0.4473,False,top-3 avg score 0.4473 < final_threshold 0.7
ObjectProperty,assigner,has duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5633; sequence_match=0.2667,False,0.4473,False,top-3 avg score 0.4473 < final_threshold 0.7
ObjectProperty,operand,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.5017; sequence_match=0.2500,False,0.4468,False,top-3 avg score 0.4468 < final_threshold 0.7
ObjectProperty,relation,is requestor party of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5009; levenshtein=0.2778; semantic=0.4545; sequence_match=0.3846,False,0.4467,False,top-3 avg score 0.4467 < final_threshold 0.7
ObjectProperty,assigner,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.4175; sequence_match=0.3529,False,0.4466,False,top-3 avg score 0.4466 < final_threshold 0.7
ObjectProperty,inheritFrom,is duty of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.2727; semantic=0.4839; sequence_match=0.3158,False,0.4459,False,top-3 avg score 0.4459 < final_threshold 0.7
ObjectProperty,obligation,is conflict resolution of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5299; levenshtein=0.3182; semantic=0.3700; sequence_match=0.4375,False,0.4458,False,top-3 avg score 0.4458 < final_threshold 0.7
ObjectProperty,assigner,is action of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.3000; semantic=0.4533; sequence_match=0.3333,False,0.4455,False,top-3 avg score 0.4455 < final_threshold 0.7
ObjectProperty,consequence,has requestor party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5829; levenshtein=0.2353; semantic=0.3963; sequence_match=0.3571,False,0.4454,False,top-3 avg score 0.4454 < final_threshold 0.7
ObjectProperty,consequence,is conflict resolution of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5087; levenshtein=0.2727; semantic=0.4636; sequence_match=0.3636,False,0.4453,False,top-3 avg score 0.4453 < final_threshold 0.7
ObjectProperty,assigner,is sub-constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5730; levenshtein=0.2353; semantic=0.4413; sequence_match=0.3200,False,0.4448,False,top-3 avg score 0.4448 < final_threshold 0.7
ObjectProperty,scope,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5407; levenshtein=0.2222; semantic=0.5073; sequence_match=0.2857,False,0.4446,False,top-3 avg score 0.4446 < final_threshold 0.7
ObjectProperty,action,has duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.5885; sequence_match=0.3077,False,0.4442,False,top-3 avg score 0.4442 < final_threshold 0.7
ObjectProperty,relation,has duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5527; sequence_match=0.2667,False,0.4438,False,top-3 avg score 0.4438 < final_threshold 0.7
ObjectProperty,inheritFrom,is conflict resolution of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6136; levenshtein=0.2273; semantic=0.4111; sequence_match=0.3030,False,0.4426,False,top-3 avg score 0.4426 < final_threshold 0.7
ObjectProperty,and,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6068; levenshtein=0.1538; semantic=0.4702; sequence_match=0.2500,False,0.4423,False,top-3 avg score 0.4423 < final_threshold 0.7
ObjectProperty,leftOperand,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.0909; semantic=0.4904; sequence_match=0.3000,False,0.4419,False,top-3 avg score 0.4419 < final_threshold 0.7
ObjectProperty,obligation,is asset of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6148; levenshtein=0.2000; semantic=0.5104; sequence_match=0.1053,False,0.4417,False,top-3 avg score 0.4417 < final_threshold 0.7
ObjectProperty,assignee,has conflict resolution,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5544; levenshtein=0.1905; semantic=0.4244; sequence_match=0.3448,False,0.4412,False,top-3 avg score 0.4412 < final_threshold 0.7
ObjectProperty,operator,is action of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5583; levenshtein=0.1000; semantic=0.5422; sequence_match=0.2222,False,0.4409,False,top-3 avg score 0.4409 < final_threshold 0.7
ObjectProperty,function,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.5366; sequence_match=0.2727,False,0.4404,False,top-3 avg score 0.4404 < final_threshold 0.7
ObjectProperty,prohibition,is sub-constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5399; levenshtein=0.1765; semantic=0.4956; sequence_match=0.2857,False,0.4404,False,top-3 avg score 0.4404 < final_threshold 0.7
ObjectProperty,hasPolicy,is assignee party of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5499; levenshtein=0.1765; semantic=0.4635; sequence_match=0.3077,False,0.4403,False,top-3 avg score 0.4403 < final_threshold 0.7
ObjectProperty,remedy,is duty of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.1250; semantic=0.5072; sequence_match=0.2857,False,0.4402,False,top-3 avg score 0.4402 < final_threshold 0.7
ObjectProperty,operator,has action,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5280; sequence_match=0.1176,False,0.4399,False,top-3 avg score 0.4399 < final_threshold 0.7
ObjectProperty,function,is conflict resolution of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5076; levenshtein=0.2727; semantic=0.4116; sequence_match=0.4000,False,0.4397,False,top-3 avg score 0.4397 < final_threshold 0.7
ObjectProperty,target,has assigner party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5625; levenshtein=0.2500; semantic=0.4838; sequence_match=0.2727,False,0.4397,False,top-3 avg score 0.4397 < final_threshold 0.7
ObjectProperty,target,has conflict resolution,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.1429; semantic=0.4868; sequence_match=0.2963,False,0.4396,False,top-3 avg score 0.4396 < final_threshold 0.7
ObjectProperty,assignee,has requestor party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5730; levenshtein=0.1765; semantic=0.5056; sequence_match=0.2400,False,0.4395,False,top-3 avg score 0.4395 < final_threshold 0.7
ObjectProperty,action,is prohibition of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4889; levenshtein=0.2667; semantic=0.4485; sequence_match=0.3810,False,0.4395,False,top-3 avg score 0.4395 < final_threshold 0.7
ObjectProperty,permission,has conflict resolution,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4619; levenshtein=0.2381; semantic=0.5336; sequence_match=0.3226,False,0.4394,False,top-3 avg score 0.4394 < final_threshold 0.7
ObjectProperty,inheritRelation,is included in policy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5343; levenshtein=0.2222; semantic=0.4202; sequence_match=0.3636,False,0.4394,False,top-3 avg score 0.4394 < final_threshold 0.7
ObjectProperty,assigner,sub-constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5192; levenshtein=0.1538; semantic=0.5130; sequence_match=0.2857,False,0.4393,False,top-3 avg score 0.4393 < final_threshold 0.7
ObjectProperty,failure,has duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.2857; semantic=0.5083; sequence_match=0.2857,False,0.4393,False,top-3 avg score 0.4393 < final_threshold 0.7
ObjectProperty,leftOperand,has action,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.0909; semantic=0.4820; sequence_match=0.3000,False,0.4391,False,top-3 avg score 0.4391 < final_threshold 0.7
ObjectProperty,andSequence,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5617; levenshtein=0.2727; semantic=0.4219; sequence_match=0.3333,False,0.439,False,top-3 avg score 0.4390 < final_threshold 0.7
ObjectProperty,consequence,is sub-constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5217; levenshtein=0.2941; semantic=0.4375; sequence_match=0.3571,False,0.4388,False,top-3 avg score 0.4388 < final_threshold 0.7
ObjectProperty,inheritRelation,is sub-constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5987; levenshtein=0.2353; semantic=0.4666; sequence_match=0.2500,False,0.4384,False,top-3 avg score 0.4384 < final_threshold 0.7
ObjectProperty,duty,has requestor party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5392; levenshtein=0.1765; semantic=0.4898; sequence_match=0.2857,False,0.4382,False,top-3 avg score 0.4382 < final_threshold 0.7
ObjectProperty,implies,has permission,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5663; levenshtein=0.2308; semantic=0.5163; sequence_match=0.2000,False,0.4378,False,top-3 avg score 0.4378 < final_threshold 0.7
ObjectProperty,inheritFrom,is consequence of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4601; levenshtein=0.2667; semantic=0.5454; sequence_match=0.3077,False,0.4377,False,top-3 avg score 0.4377 < final_threshold 0.7
ObjectProperty,failure,is conflict resolution of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5805; levenshtein=0.1818; semantic=0.4555; sequence_match=0.2759,False,0.4373,False,top-3 avg score 0.4373 < final_threshold 0.7
ObjectProperty,target,is assignee party of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5588; levenshtein=0.2353; semantic=0.4907; sequence_match=0.2609,False,0.4368,False,top-3 avg score 0.4368 < final_threshold 0.7
ObjectProperty,duty,sub-constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5513; levenshtein=0.1538; semantic=0.5237; sequence_match=0.2353,False,0.4367,False,top-3 avg score 0.4367 < final_threshold 0.7
ObjectProperty,permission,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4857; levenshtein=0.1429; semantic=0.5738; sequence_match=0.2500,False,0.4365,False,top-3 avg score 0.4365 < final_threshold 0.7
ObjectProperty,andSequence,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.1818; semantic=0.4443; sequence_match=0.3158,False,0.4364,False,top-3 avg score 0.4364 < final_threshold 0.7
ObjectProperty,function,is prohibition of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5056; levenshtein=0.2667; semantic=0.4556; sequence_match=0.3478,False,0.4363,False,top-3 avg score 0.4363 < final_threshold 0.7
ObjectProperty,inheritRelation,is rule of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5056; levenshtein=0.2667; semantic=0.5363; sequence_match=0.2609,False,0.4362,False,top-3 avg score 0.4362 < final_threshold 0.7
ObjectProperty,andSequence,is requestor party of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5774; levenshtein=0.1667; semantic=0.3858; sequence_match=0.3448,False,0.436,False,top-3 avg score 0.4360 < final_threshold 0.7
ObjectProperty,relation,has rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.0000; semantic=0.5511; sequence_match=0.2667,False,0.436,False,top-3 avg score 0.4360 < final_threshold 0.7
ObjectProperty,function,is permission of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5298; levenshtein=0.2143; semantic=0.5046; sequence_match=0.2727,False,0.4357,False,top-3 avg score 0.4357 < final_threshold 0.7
ObjectProperty,or,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5364; sequence_match=0.2222,False,0.4354,False,top-3 avg score 0.4354 < final_threshold 0.7
ObjectProperty,hasPolicy,is assigner party of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5499; levenshtein=0.1765; semantic=0.4485; sequence_match=0.3077,False,0.4354,False,top-3 avg score 0.4354 < final_threshold 0.7
ObjectProperty,constraint,has rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.2000; semantic=0.5754; sequence_match=0.2353,False,0.4353,False,top-3 avg score 0.4353 < final_threshold 0.7
ObjectProperty,constraint,has duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.1000; semantic=0.5750; sequence_match=0.2353,False,0.4352,False,top-3 avg score 0.4352 < final_threshold 0.7
ObjectProperty,permission,is consequence of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1333; semantic=0.4854; sequence_match=0.3200,False,0.4351,False,top-3 avg score 0.4351 < final_threshold 0.7
ObjectProperty,or,sub-constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5256; levenshtein=0.1538; semantic=0.5125; sequence_match=0.2667,False,0.4349,False,top-3 avg score 0.4349 < final_threshold 0.7
ObjectProperty,target,has action,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5185; levenshtein=0.2222; semantic=0.5631; sequence_match=0.1333,False,0.4346,False,top-3 avg score 0.4346 < final_threshold 0.7
