gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
web service,Web Service,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
licence,License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.9429; levenshtein=0.8571; semantic=0.9174; sequence_match=0.8571,False,0.9058,True,selected
software developer organization,Open Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5670; levenshtein=0.2069; semantic=0.4970; sequence_match=0.3590,False,0.4743,False,top-3 avg score 0.4743 < final_threshold 0.6
software interface,User,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5310; levenshtein=0.1176; semantic=0.6053; sequence_match=0.2857,False,0.474,False,top-3 avg score 0.4740 < final_threshold 0.6
programming language,Tool Data Task Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.3158; semantic=0.4825; sequence_match=0.3889,False,0.4729,False,top-3 avg score 0.4729 < final_threshold 0.6
.csv,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.6038; sequence_match=0.2857,False,0.4724,False,top-3 avg score 0.4724 < final_threshold 0.6
software developer role,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6587; levenshtein=0.1905; semantic=0.4712; sequence_match=0.2857,False,0.4719,False,top-3 avg score 0.4719 < final_threshold 0.6
Source code available,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5351; levenshtein=0.1579; semantic=0.6194; sequence_match=0.2609,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.6
desktop graphical user interface,Proprietary Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5954; levenshtein=0.2414; semantic=0.4720; sequence_match=0.3478,False,0.4718,False,top-3 avg score 0.4718 < final_threshold 0.6
application programming interface,Proprietary Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5998; levenshtein=0.2258; semantic=0.5217; sequence_match=0.2917,False,0.471,False,top-3 avg score 0.4710 < final_threshold 0.6
algorithm,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.1111; semantic=0.6513; sequence_match=0.3077,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.6
PROcess,Proprietary Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6022; levenshtein=0.2353; semantic=0.4755; sequence_match=0.3333,False,0.4704,False,top-3 avg score 0.4704 < final_threshold 0.6
data item,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.4516; sequence_match=0.3750,False,0.47,False,top-3 avg score 0.4700 < final_threshold 0.6
algorithm,TXT Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.1111; semantic=0.5299; sequence_match=0.3333,False,0.4698,False,top-3 avg score 0.4698 < final_threshold 0.6
CEL ASCII format,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2143; semantic=0.4723; sequence_match=0.3478,False,0.4691,False,top-3 avg score 0.4691 < final_threshold 0.6
software interface,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5055; levenshtein=0.2632; semantic=0.6217; sequence_match=0.2778,False,0.4683,False,top-3 avg score 0.4683 < final_threshold 0.6
Source code available,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5497; levenshtein=0.2105; semantic=0.5314; sequence_match=0.3226,False,0.4679,False,top-3 avg score 0.4679 < final_threshold 0.6
application programming interface,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5668; levenshtein=0.1613; semantic=0.5737; sequence_match=0.2632,False,0.4679,False,top-3 avg score 0.4679 < final_threshold 0.6
Development status,Tool Data Task Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6122; levenshtein=0.1176; semantic=0.4383; sequence_match=0.3529,False,0.4678,False,top-3 avg score 0.4678 < final_threshold 0.6
algorithm,CSV Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.1111; semantic=0.5181; sequence_match=0.3333,False,0.4659,False,top-3 avg score 0.4659 < final_threshold 0.6
XML,TXT Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.2222; semantic=0.5825; sequence_match=0.3333,False,0.4658,False,top-3 avg score 0.4658 < final_threshold 0.6
data format specification,Collaboration,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5711; levenshtein=0.3043; semantic=0.3815; sequence_match=0.4444,False,0.4657,False,top-3 avg score 0.4657 < final_threshold 0.6
CEL binary format,Export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4889; levenshtein=0.2667; semantic=0.5265; sequence_match=0.3810,False,0.4655,False,top-3 avg score 0.4655 < final_threshold 0.6
software,Export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.1250; semantic=0.5958; sequence_match=0.2857,False,0.4651,False,top-3 avg score 0.4651 < final_threshold 0.6
Maintained,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6667; levenshtein=0.2000; semantic=0.4285; sequence_match=0.3000,False,0.4651,False,top-3 avg score 0.4651 < final_threshold 0.6
PROcess,Export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5397; levenshtein=0.0000; semantic=0.5447; sequence_match=0.3077,False,0.464,False,top-3 avg score 0.4640 < final_threshold 0.6
function,Feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.2500; semantic=0.6353; sequence_match=0.2667,False,0.464,False,top-3 avg score 0.4640 < final_threshold 0.6
Not Free,Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.5412; sequence_match=0.3077,False,0.4629,False,top-3 avg score 0.4629 < final_threshold 0.6
algorithm,Open Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5315; levenshtein=0.1000; semantic=0.5390; sequence_match=0.3158,False,0.4621,False,top-3 avg score 0.4621 < final_threshold 0.6
CEL ASCII format,Algorithm Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5893; levenshtein=0.1429; semantic=0.4386; sequence_match=0.3571,False,0.4617,False,top-3 avg score 0.4617 < final_threshold 0.6
data format specification,Tool Data Task Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5743; levenshtein=0.2174; semantic=0.4581; sequence_match=0.3500,False,0.4608,False,top-3 avg score 0.4608 < final_threshold 0.6
software,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.1000; semantic=0.5820; sequence_match=0.3333,False,0.4607,False,top-3 avg score 0.4607 < final_threshold 0.6
GIF,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.2222; semantic=0.5672; sequence_match=0.3333,False,0.4607,False,top-3 avg score 0.4607 < final_threshold 0.6
software,Algorithm Usage,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5274; levenshtein=0.2857; semantic=0.5682; sequence_match=0.2727,False,0.4604,False,top-3 avg score 0.4604 < final_threshold 0.6
Maintained,Data Flow,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5583; levenshtein=0.3000; semantic=0.4894; sequence_match=0.3333,False,0.4604,False,top-3 avg score 0.4604 < final_threshold 0.6
software interface,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4766; levenshtein=0.1765; semantic=0.6657; sequence_match=0.2308,False,0.4577,False,top-3 avg score 0.4577 < final_threshold 0.6
desktop graphical user interface,User,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5067; levenshtein=0.1379; semantic=0.6235; sequence_match=0.2424,False,0.4575,False,top-3 avg score 0.4575 < final_threshold 0.6
XML,Export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1667; semantic=0.6490; sequence_match=0.2222,False,0.4571,False,top-3 avg score 0.4571 < final_threshold 0.6
plain text file format,Export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4591; levenshtein=0.2632; semantic=0.5113; sequence_match=0.4000,False,0.4568,False,top-3 avg score 0.4568 < final_threshold 0.6
Purchase cost,Open Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.0833; semantic=0.4173; sequence_match=0.3636,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.6
Not Free,Proprietary Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4356; levenshtein=0.2353; semantic=0.6007; sequence_match=0.3333,False,0.4565,False,top-3 avg score 0.4565 < final_threshold 0.6
Development status,Algorithm Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5973; levenshtein=0.1176; semantic=0.4487; sequence_match=0.3226,False,0.4562,False,top-3 avg score 0.4562 < final_threshold 0.6
data format specification,Algorithm Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5669; levenshtein=0.2174; semantic=0.4767; sequence_match=0.3243,False,0.456,False,top-3 avg score 0.4560 < final_threshold 0.6
software,Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2500; semantic=0.5261; sequence_match=0.2857,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.6
software developer organization,Proprietary Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5677; levenshtein=0.2069; semantic=0.4512; sequence_match=0.3478,False,0.4556,False,top-3 avg score 0.4556 < final_threshold 0.6
XML,Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1667; semantic=0.6423; sequence_match=0.2222,False,0.4548,False,top-3 avg score 0.4548 < final_threshold 0.6
licence,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.2222; semantic=0.6113; sequence_match=0.2500,False,0.4546,False,top-3 avg score 0.4546 < final_threshold 0.6
algorithm,Proprietary Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5499; levenshtein=0.2353; semantic=0.5062; sequence_match=0.3077,False,0.4546,False,top-3 avg score 0.4546 < final_threshold 0.6
Not Free,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.6111; sequence_match=0.2500,False,0.4546,False,top-3 avg score 0.4546 < final_threshold 0.6
Free,Web Service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.2000; semantic=0.5049; sequence_match=0.2857,False,0.4543,False,top-3 avg score 0.4543 < final_threshold 0.6
desktop graphical user interface,Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6178; levenshtein=0.1034; semantic=0.5622; sequence_match=0.1818,False,0.4539,False,top-3 avg score 0.4539 < final_threshold 0.6
licence,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.0000; semantic=0.5522; sequence_match=0.2857,False,0.4539,False,top-3 avg score 0.4539 < final_threshold 0.6
PROcess,Programming Language,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5288; levenshtein=0.1579; semantic=0.5236; sequence_match=0.3077,False,0.4534,False,top-3 avg score 0.4534 < final_threshold 0.6
file rendering,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.2308; semantic=0.5169; sequence_match=0.3000,False,0.4533,False,top-3 avg score 0.4533 < final_threshold 0.6
software interface,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6256; levenshtein=0.1176; semantic=0.5670; sequence_match=0.1667,False,0.4531,False,top-3 avg score 0.4531 < final_threshold 0.6
algorithm,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.2000; semantic=0.4983; sequence_match=0.3158,False,0.4528,False,top-3 avg score 0.4528 < final_threshold 0.6
software,Proprietary Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5064; levenshtein=0.1765; semantic=0.5308; sequence_match=0.3200,False,0.4524,False,top-3 avg score 0.4524 < final_threshold 0.6
Development status,Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5588; levenshtein=0.2353; semantic=0.4502; sequence_match=0.3478,False,0.4523,False,top-3 avg score 0.4523 < final_threshold 0.6
Source code available,Web Service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5466; levenshtein=0.2632; semantic=0.5340; sequence_match=0.2759,False,0.4522,False,top-3 avg score 0.4522 < final_threshold 0.6
version number,User,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5491; levenshtein=0.2308; semantic=0.5715; sequence_match=0.2353,False,0.452,False,top-3 avg score 0.4520 < final_threshold 0.6
desktop graphical user interface,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5302; levenshtein=0.1724; semantic=0.5607; sequence_match=0.2632,False,0.4514,False,top-3 avg score 0.4514 < final_threshold 0.6
desktop graphical user interface,Data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6293; levenshtein=0.1379; semantic=0.5422; sequence_match=0.1818,False,0.4511,False,top-3 avg score 0.4511 < final_threshold 0.6
programming language,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5627; levenshtein=0.1579; semantic=0.5674; sequence_match=0.2222,False,0.4508,False,top-3 avg score 0.4508 < final_threshold 0.6
version number,Programming Language,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5738; levenshtein=0.2105; semantic=0.5677; sequence_match=0.0625,False,0.4507,False,top-3 avg score 0.4507 < final_threshold 0.6
data item,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.2000; semantic=0.4633; sequence_match=0.3333,False,0.4489,False,top-3 avg score 0.4489 < final_threshold 0.6
Open source software license,Web Service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5578; levenshtein=0.2800; semantic=0.4453; sequence_match=0.3429,False,0.4486,False,top-3 avg score 0.4486 < final_threshold 0.6
algorithm,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4942; levenshtein=0.1053; semantic=0.6370; sequence_match=0.2143,False,0.4485,False,top-3 avg score 0.4485 < final_threshold 0.6
desktop graphical user interface,Tool Data Task Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5838; levenshtein=0.2414; semantic=0.5003; sequence_match=0.2609,False,0.4483,False,top-3 avg score 0.4483 < final_threshold 0.6
software interface,Proprietary Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5588; levenshtein=0.1176; semantic=0.4916; sequence_match=0.2941,False,0.4482,False,top-3 avg score 0.4482 < final_threshold 0.6
licence,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5738; levenshtein=0.2000; semantic=0.4168; sequence_match=0.3529,False,0.4479,False,top-3 avg score 0.4479 < final_threshold 0.6
Source code available,Collaboration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5404; levenshtein=0.2105; semantic=0.4897; sequence_match=0.3125,False,0.4475,False,top-3 avg score 0.4475 < final_threshold 0.6
application programming interface,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5978; levenshtein=0.1613; semantic=0.4520; sequence_match=0.2927,False,0.4475,False,top-3 avg score 0.4475 < final_threshold 0.6
plain text file format,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5925; levenshtein=0.2105; semantic=0.4416; sequence_match=0.3077,False,0.4473,False,top-3 avg score 0.4473 < final_threshold 0.6
data item,Algorithm Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.4659; sequence_match=0.3636,False,0.4472,False,top-3 avg score 0.4472 < final_threshold 0.6
function,Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.1250; semantic=0.5267; sequence_match=0.2857,False,0.4467,False,top-3 avg score 0.4467 < final_threshold 0.6
Development status,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5361; levenshtein=0.2353; semantic=0.4690; sequence_match=0.3333,False,0.4461,False,top-3 avg score 0.4461 < final_threshold 0.6
version number,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.0769; semantic=0.5642; sequence_match=0.2727,False,0.4459,False,top-3 avg score 0.4459 < final_threshold 0.6
version number,Proprietary Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4937; levenshtein=0.1176; semantic=0.5768; sequence_match=0.2667,False,0.4457,False,top-3 avg score 0.4457 < final_threshold 0.6
Purchase cost,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.0833; semantic=0.4695; sequence_match=0.3158,False,0.4456,False,top-3 avg score 0.4456 < final_threshold 0.6
Free,Developer,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5741; levenshtein=0.2222; semantic=0.5399; sequence_match=0.1538,False,0.4454,False,top-3 avg score 0.4454 < final_threshold 0.6
software developer role,Web Service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5825; levenshtein=0.2381; semantic=0.4952; sequence_match=0.2581,False,0.4453,False,top-3 avg score 0.4453 < final_threshold 0.6
software,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.6455; sequence_match=0.2667,False,0.4449,False,top-3 avg score 0.4449 < final_threshold 0.6
licence,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.3000; semantic=0.5167; sequence_match=0.3529,False,0.4449,False,top-3 avg score 0.4449 < final_threshold 0.6
Source code available,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5351; levenshtein=0.1579; semantic=0.5356; sequence_match=0.2609,False,0.4439,False,top-3 avg score 0.4439 < final_threshold 0.6
XML,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.6831; sequence_match=0.1667,False,0.4437,False,top-3 avg score 0.4437 < final_threshold 0.6
data format specification,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5772; levenshtein=0.1739; semantic=0.4873; sequence_match=0.2667,False,0.4437,False,top-3 avg score 0.4437 < final_threshold 0.6
data item,Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.1250; semantic=0.5175; sequence_match=0.2857,False,0.4437,False,top-3 avg score 0.4437 < final_threshold 0.6
version number,Open Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5741; sequence_match=0.2609,False,0.4433,False,top-3 avg score 0.4433 < final_threshold 0.6
application programming interface,Open Format,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5610; levenshtein=0.1935; semantic=0.5753; sequence_match=0.1463,False,0.4433,False,top-3 avg score 0.4433 < final_threshold 0.6
Purchase cost,Proprietary Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5621; levenshtein=0.2941; semantic=0.4219; sequence_match=0.3448,False,0.4429,False,top-3 avg score 0.4429 < final_threshold 0.6
desktop graphical user interface,Algorithm Usage,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5702; levenshtein=0.2414; semantic=0.5168; sequence_match=0.2326,False,0.4428,False,top-3 avg score 0.4428 < final_threshold 0.6
file rendering,User,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5513; levenshtein=0.1538; semantic=0.5406; sequence_match=0.2353,False,0.4424,False,top-3 avg score 0.4424 < final_threshold 0.6
Purchase cost,Task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.5212; sequence_match=0.2500,False,0.4422,False,top-3 avg score 0.4422 < final_threshold 0.6
web service,Export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5111; levenshtein=0.2000; semantic=0.5654; sequence_match=0.2500,False,0.4422,False,top-3 avg score 0.4422 < final_threshold 0.6
Purchase cost,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5595; levenshtein=0.2500; semantic=0.4504; sequence_match=0.3158,False,0.4419,False,top-3 avg score 0.4419 < final_threshold 0.6
Purchase cost,CSV Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.1667; semantic=0.4281; sequence_match=0.2857,False,0.4417,False,top-3 avg score 0.4417 < final_threshold 0.6
Development status,Feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4239; levenshtein=0.1765; semantic=0.5670; sequence_match=0.3333,False,0.4414,False,top-3 avg score 0.4414 < final_threshold 0.6
file rendering,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4813; levenshtein=0.1579; semantic=0.5302; sequence_match=0.3125,False,0.4413,False,top-3 avg score 0.4413 < final_threshold 0.6
Source code available,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.5821; sequence_match=0.2308,False,0.4412,False,top-3 avg score 0.4412 < final_threshold 0.6
software developer organization,CSV Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.1724; semantic=0.4292; sequence_match=0.3158,False,0.4409,False,top-3 avg score 0.4409 < final_threshold 0.6
software developer organization,Export,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5352; levenshtein=0.1724; semantic=0.5002; sequence_match=0.2857,False,0.4404,False,top-3 avg score 0.4404 < final_threshold 0.6
Free,Help,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.5707; sequence_match=0.2500,False,0.4402,False,top-3 avg score 0.4402 < final_threshold 0.6
software developer organization,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6325; levenshtein=0.1379; semantic=0.4637; sequence_match=0.2222,False,0.4395,False,top-3 avg score 0.4395 < final_threshold 0.6
software,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.0000; semantic=0.6285; sequence_match=0.2667,False,0.4393,False,top-3 avg score 0.4393 < final_threshold 0.6
CEL binary format,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.2000; semantic=0.4944; sequence_match=0.2727,False,0.4388,False,top-3 avg score 0.4388 < final_threshold 0.6
Free,User,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.2500; semantic=0.5660; sequence_match=0.2500,False,0.4387,False,top-3 avg score 0.4387 < final_threshold 0.6
Open source software license,User,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6367; levenshtein=0.1200; semantic=0.4712; sequence_match=0.2069,False,0.4382,False,top-3 avg score 0.4382 < final_threshold 0.6
desktop graphical user interface,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5769; levenshtein=0.1724; semantic=0.5152; sequence_match=0.2222,False,0.4381,False,top-3 avg score 0.4381 < final_threshold 0.6
software developer role,User,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5198; levenshtein=0.0952; semantic=0.5526; sequence_match=0.2400,False,0.4375,False,top-3 avg score 0.4375 < final_threshold 0.6
application programming interface,Tool,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6263; levenshtein=0.0968; semantic=0.5884; sequence_match=0.0571,False,0.4372,False,top-3 avg score 0.4372 < final_threshold 0.6
programming language,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.5699; sequence_match=0.2308,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.6
version number,CSV Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5134; levenshtein=0.1538; semantic=0.5252; sequence_match=0.2727,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.6
file rendering,Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.1538; semantic=0.6050; sequence_match=0.2105,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.6
Open source software license,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5244; levenshtein=0.1600; semantic=0.5515; sequence_match=0.2353,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.6
licence,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.1429; semantic=0.5008; sequence_match=0.2857,False,0.4368,False,top-3 avg score 0.4368 < final_threshold 0.6
Maintained,Algorithm Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.0714; semantic=0.4412; sequence_match=0.2500,False,0.4368,False,top-3 avg score 0.4368 < final_threshold 0.6
software,TXT Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5935; levenshtein=0.1111; semantic=0.4813; sequence_match=0.2353,False,0.4367,False,top-3 avg score 0.4367 < final_threshold 0.6
PROcess,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.1000; semantic=0.4915; sequence_match=0.3529,False,0.4365,False,top-3 avg score 0.4365 < final_threshold 0.6
software developer organization,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4956; levenshtein=0.2069; semantic=0.4796; sequence_match=0.3333,False,0.4362,False,top-3 avg score 0.4362 < final_threshold 0.6
Development status,CSV Format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5499; levenshtein=0.2941; semantic=0.3739; sequence_match=0.3846,False,0.4361,False,top-3 avg score 0.4361 < final_threshold 0.6
software,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3999; levenshtein=0.1579; semantic=0.6858; sequence_match=0.2222,False,0.4359,False,top-3 avg score 0.4359 < final_threshold 0.6
PROcess,Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.0000; semantic=0.4982; sequence_match=0.2857,False,0.4359,False,top-3 avg score 0.4359 < final_threshold 0.6
Source code available,Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5526; levenshtein=0.1579; semantic=0.5146; sequence_match=0.2400,False,0.4358,False,top-3 avg score 0.4358 < final_threshold 0.6
software,Data Flow,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.5563; sequence_match=0.2500,False,0.4354,False,top-3 avg score 0.4354 < final_threshold 0.6
Open source software license,Export,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.1600; semantic=0.5007; sequence_match=0.1935,False,0.4351,False,top-3 avg score 0.4351 < final_threshold 0.6
function,Data Flow,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.5550; sequence_match=0.2500,False,0.435,False,top-3 avg score 0.4350 < final_threshold 0.6
Development status,Export,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5507; levenshtein=0.1765; semantic=0.4920; sequence_match=0.2609,False,0.4345,False,top-3 avg score 0.4345 < final_threshold 0.6
Not Free,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.5507; sequence_match=0.2500,False,0.4344,False,top-3 avg score 0.4344 < final_threshold 0.6
GIF,Algorithm Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.1429; semantic=0.4629; sequence_match=0.2353,False,0.4338,False,top-3 avg score 0.4338 < final_threshold 0.6
version number,CEL Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.2308; semantic=0.5275; sequence_match=0.2727,False,0.4336,False,top-3 avg score 0.4336 < final_threshold 0.6
Not Free,Data Flow,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5119; levenshtein=0.2500; semantic=0.5390; sequence_match=0.1333,False,0.4336,False,top-3 avg score 0.4336 < final_threshold 0.6
application programming interface,Collaboration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5306; levenshtein=0.2258; semantic=0.4963; sequence_match=0.2727,False,0.4332,False,top-3 avg score 0.4332 < final_threshold 0.6
