prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has achievement,has achievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has item,has item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has playing area,has playing area,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,plays game,plays game,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,is session in game,possession in game,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.9123; levenshtein=0.8750; semantic=0.6352; sequence_match=0.9032,False,0.8968,True,selected
ObjectProperty,has leaderboard,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6706; levenshtein=0.3571; semantic=0.4974; sequence_match=0.4545,False,0.5408,False,top-3 avg score 0.5408 < final_threshold 0.7
ObjectProperty,has playing area,has purchase,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6645; levenshtein=0.4286; semantic=0.4742; sequence_match=0.4800,False,0.5396,False,top-3 avg score 0.5396 < final_threshold 0.7
ObjectProperty,has game genre,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.3333; semantic=0.5528; sequence_match=0.4211,False,0.5392,False,top-3 avg score 0.5392 < final_threshold 0.7
ObjectProperty,plays game,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6481; levenshtein=0.3333; semantic=0.4984; sequence_match=0.4706,False,0.539,False,top-3 avg score 0.5390 < final_threshold 0.7
ObjectProperty,plays game,completion for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4766; levenshtein=0.3529; semantic=0.6779; sequence_match=0.4615,False,0.5387,False,top-3 avg score 0.5387 < final_threshold 0.7
ObjectProperty,has character,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6468; levenshtein=0.3571; semantic=0.5075; sequence_match=0.4615,False,0.5386,False,top-3 avg score 0.5386 < final_threshold 0.7
ObjectProperty,is character in game,statistic for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6267; levenshtein=0.3529; semantic=0.5005; sequence_match=0.4848,False,0.5373,False,top-3 avg score 0.5373 < final_threshold 0.7
ObjectProperty,has item,has purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5671; levenshtein=0.2727; semantic=0.5994; sequence_match=0.4444,False,0.537,False,top-3 avg score 0.5370 < final_threshold 0.7
ObjectProperty,is achievement in game,statistic for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5838; levenshtein=0.3158; semantic=0.5697; sequence_match=0.4571,False,0.5369,False,top-3 avg score 0.5369 < final_threshold 0.7
ObjectProperty,is leaderboard in game,statistic for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6171; levenshtein=0.3158; semantic=0.5933; sequence_match=0.4000,False,0.5368,False,top-3 avg score 0.5368 < final_threshold 0.7
ObjectProperty,is character in game,has playing area,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6342; levenshtein=0.3529; semantic=0.4581; sequence_match=0.5161,False,0.5361,False,top-3 avg score 0.5361 < final_threshold 0.7
ObjectProperty,has item,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.3571; semantic=0.5095; sequence_match=0.4762,False,0.5349,False,top-3 avg score 0.5349 < final_threshold 0.7
ObjectProperty,has playing area,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.3571; semantic=0.5095; sequence_match=0.4762,False,0.5349,False,top-3 avg score 0.5349 < final_threshold 0.7
ObjectProperty,has item,possession of item,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4276; levenshtein=0.3125; semantic=0.7410; sequence_match=0.4348,False,0.5345,False,top-3 avg score 0.5345 < final_threshold 0.7
ObjectProperty,has playing area,has possession,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6319; levenshtein=0.2857; semantic=0.5269; sequence_match=0.4444,False,0.5344,False,top-3 avg score 0.5344 < final_threshold 0.7
ObjectProperty,has leaderboard,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6726; levenshtein=0.3571; semantic=0.5015; sequence_match=0.4286,False,0.5342,False,top-3 avg score 0.5342 < final_threshold 0.7
ObjectProperty,has achievement,has possession,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5745; levenshtein=0.3571; semantic=0.6550; sequence_match=0.3704,False,0.5333,False,top-3 avg score 0.5333 < final_threshold 0.7
ObjectProperty,purchases game offering,has first purchase record,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6084; levenshtein=0.1364; semantic=0.4787; sequence_match=0.5116,False,0.5329,False,top-3 avg score 0.5329 < final_threshold 0.7
ObjectProperty,has item,game has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5635; levenshtein=0.3333; semantic=0.5523; sequence_match=0.4800,False,0.5319,False,top-3 avg score 0.5319 < final_threshold 0.7
ObjectProperty,has game genre,has completion,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6538; levenshtein=0.3846; semantic=0.4616; sequence_match=0.4800,False,0.5318,False,top-3 avg score 0.5318 < final_threshold 0.7
ObjectProperty,is player in session,has playing area,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6500; levenshtein=0.3529; semantic=0.4288; sequence_match=0.5161,False,0.5317,False,top-3 avg score 0.5317 < final_threshold 0.7
ObjectProperty,has achievement,has play session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.5465; sequence_match=0.4286,False,0.5314,False,top-3 avg score 0.5314 < final_threshold 0.7
ObjectProperty,owns character,has purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6297; levenshtein=0.1538; semantic=0.5410; sequence_match=0.4167,False,0.5291,False,top-3 avg score 0.5291 < final_threshold 0.7
ObjectProperty,has feature,has statistic type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6028; levenshtein=0.3750; semantic=0.5219; sequence_match=0.4615,False,0.5287,False,top-3 avg score 0.5287 < final_threshold 0.7
ObjectProperty,has achievement,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.5367; sequence_match=0.4286,False,0.5281,False,top-3 avg score 0.5281 < final_threshold 0.7
ObjectProperty,has playing area,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.5367; sequence_match=0.4286,False,0.5281,False,top-3 avg score 0.5281 < final_threshold 0.7
ObjectProperty,has playing area,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.2857; semantic=0.5056; sequence_match=0.4348,False,0.5278,False,top-3 avg score 0.5278 < final_threshold 0.7
ObjectProperty,has achievement,has statistic type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6488; levenshtein=0.2500; semantic=0.5342; sequence_match=0.4000,False,0.5277,False,top-3 avg score 0.5277 < final_threshold 0.7
ObjectProperty,has item,purchase for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6127; levenshtein=0.2667; semantic=0.5129; sequence_match=0.4545,False,0.5267,False,top-3 avg score 0.5267 < final_threshold 0.7
ObjectProperty,is character in game,first purchase record for game,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6445; levenshtein=0.4231; semantic=0.4209; sequence_match=0.5116,False,0.5264,False,top-3 avg score 0.5264 < final_threshold 0.7
ObjectProperty,lives in,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.2857; semantic=0.5737; sequence_match=0.3810,False,0.5262,False,top-3 avg score 0.5262 < final_threshold 0.7
ObjectProperty,is leaderboard in game,completion for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6049; levenshtein=0.3158; semantic=0.5845; sequence_match=0.3889,False,0.5261,False,top-3 avg score 0.5261 < final_threshold 0.7
ObjectProperty,has leaderboard,has completion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5745; levenshtein=0.2857; semantic=0.5591; sequence_match=0.4444,False,0.526,False,top-3 avg score 0.5260 < final_threshold 0.7
ObjectProperty,has game genre,has friend,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6574; levenshtein=0.4167; semantic=0.4441; sequence_match=0.4762,False,0.5259,False,top-3 avg score 0.5259 < final_threshold 0.7
ObjectProperty,owns item,possession in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6528; levenshtein=0.2500; semantic=0.5915; sequence_match=0.3333,False,0.5259,False,top-3 avg score 0.5259 < final_threshold 0.7
ObjectProperty,has playing area,usage in game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6169; levenshtein=0.4286; semantic=0.4799; sequence_match=0.4800,False,0.5256,False,top-3 avg score 0.5256 < final_threshold 0.7
ObjectProperty,has leaderboard,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6429; levenshtein=0.3571; semantic=0.4944; sequence_match=0.4348,False,0.524,False,top-3 avg score 0.5240 < final_threshold 0.7
ObjectProperty,is achievement in game,purchase for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5431; levenshtein=0.3684; semantic=0.6161; sequence_match=0.4118,False,0.5236,False,top-3 avg score 0.5236 < final_threshold 0.7
ObjectProperty,involves player,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4934; levenshtein=0.2857; semantic=0.6393; sequence_match=0.4348,False,0.5225,False,top-3 avg score 0.5225 < final_threshold 0.7
ObjectProperty,has playing area,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6381; levenshtein=0.3571; semantic=0.5115; sequence_match=0.4167,False,0.5221,False,top-3 avg score 0.5221 < final_threshold 0.7
ObjectProperty,has character,has completion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5983; levenshtein=0.3846; semantic=0.5645; sequence_match=0.4000,False,0.5209,False,top-3 avg score 0.5209 < final_threshold 0.7
ObjectProperty,is character in session,session of game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4761; levenshtein=0.1000; semantic=0.6622; sequence_match=0.4242,False,0.5209,False,top-3 avg score 0.5209 < final_threshold 0.7
ObjectProperty,is player in session,possession of item,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6570; levenshtein=0.1176; semantic=0.4203; sequence_match=0.4848,False,0.5207,False,top-3 avg score 0.5207 < final_threshold 0.7
ObjectProperty,has character,game has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6019; levenshtein=0.3333; semantic=0.5594; sequence_match=0.4000,False,0.5204,False,top-3 avg score 0.5204 < final_threshold 0.7
ObjectProperty,has feature,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6011; levenshtein=0.3333; semantic=0.5277; sequence_match=0.4286,False,0.5191,False,top-3 avg score 0.5191 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has playing area,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6469; levenshtein=0.3158; semantic=0.4233; sequence_match=0.4848,False,0.5183,False,top-3 avg score 0.5183 < final_threshold 0.7
ObjectProperty,is achievement in game,has completion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6109; levenshtein=0.2105; semantic=0.5679; sequence_match=0.3750,False,0.5179,False,top-3 avg score 0.5179 < final_threshold 0.7
ObjectProperty,has leaderboard,has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5635; levenshtein=0.2857; semantic=0.6312; sequence_match=0.3571,False,0.5173,False,top-3 avg score 0.5173 < final_threshold 0.7
ObjectProperty,owns character,purchase for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6329; levenshtein=0.2000; semantic=0.4900; sequence_match=0.4286,False,0.5172,False,top-3 avg score 0.5172 < final_threshold 0.7
ObjectProperty,is character in game,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6594; levenshtein=0.2941; semantic=0.5049; sequence_match=0.3871,False,0.5171,False,top-3 avg score 0.5171 < final_threshold 0.7
ObjectProperty,owns achievement,has completion,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6786; levenshtein=0.2000; semantic=0.6711; sequence_match=0.1429,False,0.5166,False,top-3 avg score 0.5166 < final_threshold 0.7
ObjectProperty,purchases game offering,session of game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5588; levenshtein=0.2381; semantic=0.5764; sequence_match=0.4118,False,0.5157,False,top-3 avg score 0.5157 < final_threshold 0.7
ObjectProperty,is character in game,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6256; levenshtein=0.2941; semantic=0.5043; sequence_match=0.4167,False,0.5155,False,top-3 avg score 0.5155 < final_threshold 0.7
ObjectProperty,has leaderboard,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.5434; sequence_match=0.3810,False,0.5145,False,top-3 avg score 0.5145 < final_threshold 0.7
ObjectProperty,has achievement,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2143; semantic=0.5355; sequence_match=0.4348,False,0.5137,False,top-3 avg score 0.5137 < final_threshold 0.7
ObjectProperty,plays game,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2143; semantic=0.5355; sequence_match=0.4348,False,0.5137,False,top-3 avg score 0.5137 < final_threshold 0.7
ObjectProperty,is leaderboard in game,session of game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5738; levenshtein=0.3684; semantic=0.5283; sequence_match=0.4375,False,0.5132,False,top-3 avg score 0.5132 < final_threshold 0.7
ObjectProperty,owns item,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.2143; semantic=0.5787; sequence_match=0.3636,False,0.5125,False,top-3 avg score 0.5125 < final_threshold 0.7
ObjectProperty,has achievement,usage in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6412; levenshtein=0.3571; semantic=0.4961; sequence_match=0.4000,False,0.5124,False,top-3 avg score 0.5124 < final_threshold 0.7
ObjectProperty,plays game,session of player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5111; levenshtein=0.1333; semantic=0.6091; sequence_match=0.4167,False,0.5123,False,top-3 avg score 0.5123 < final_threshold 0.7
ObjectProperty,has item,has usage event,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6264; levenshtein=0.3077; semantic=0.5089; sequence_match=0.4000,False,0.5117,False,top-3 avg score 0.5117 < final_threshold 0.7
ObjectProperty,purchases game offering,game has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6071; levenshtein=0.2857; semantic=0.6198; sequence_match=0.3077,False,0.5116,False,top-3 avg score 0.5116 < final_threshold 0.7
ObjectProperty,has leaderboard,has play session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.4866; sequence_match=0.4286,False,0.5114,False,top-3 avg score 0.5114 < final_threshold 0.7
ObjectProperty,owns character,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5615; levenshtein=0.1538; semantic=0.6236; sequence_match=0.3478,False,0.511,False,top-3 avg score 0.5110 < final_threshold 0.7
ObjectProperty,is session in game,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4963; levenshtein=0.3333; semantic=0.6093; sequence_match=0.4167,False,0.5074,False,top-3 avg score 0.5074 < final_threshold 0.7
ObjectProperty,purchases game offering,has usage event,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6991; levenshtein=0.3810; semantic=0.4113; sequence_match=0.4118,False,0.5074,False,top-3 avg score 0.5074 < final_threshold 0.7
ObjectProperty,purchases game offering,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.1905; semantic=0.5093; sequence_match=0.3571,False,0.5057,False,top-3 avg score 0.5057 < final_threshold 0.7
ObjectProperty,owns character,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6261; levenshtein=0.2308; semantic=0.5089; sequence_match=0.3810,False,0.5053,False,top-3 avg score 0.5053 < final_threshold 0.7
ObjectProperty,has leaderboard,has first purchase record,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6099; levenshtein=0.3636; semantic=0.4055; sequence_match=0.5000,False,0.5051,False,top-3 avg score 0.5051 < final_threshold 0.7
ObjectProperty,lives in,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.5512; sequence_match=0.3750,False,0.5049,False,top-3 avg score 0.5049 < final_threshold 0.7
ObjectProperty,purchases game offering,first purchase record of purchase,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5736; levenshtein=0.3793; semantic=0.4591; sequence_match=0.4800,False,0.5043,False,top-3 avg score 0.5043 < final_threshold 0.7
ObjectProperty,is character in session,possession in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5750; levenshtein=0.1000; semantic=0.4913; sequence_match=0.4444,False,0.5036,False,top-3 avg score 0.5036 < final_threshold 0.7
ObjectProperty,owns achievement,possession in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5944; levenshtein=0.1875; semantic=0.5933; sequence_match=0.3226,False,0.5034,False,top-3 avg score 0.5034 < final_threshold 0.7
ObjectProperty,purchases game offering,completion for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5548; levenshtein=0.1429; semantic=0.6387; sequence_match=0.3158,False,0.5031,False,top-3 avg score 0.5031 < final_threshold 0.7
ObjectProperty,has game genre,has purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6263; levenshtein=0.3333; semantic=0.4474; sequence_match=0.4348,False,0.5028,False,top-3 avg score 0.5028 < final_threshold 0.7
ObjectProperty,is character in game,game has achievement,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6315; levenshtein=0.2778; semantic=0.5985; sequence_match=0.2286,False,0.5026,False,top-3 avg score 0.5026 < final_threshold 0.7
ObjectProperty,has item,has play session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.5076; sequence_match=0.3810,False,0.5025,False,top-3 avg score 0.5025 < final_threshold 0.7
ObjectProperty,is player in session,has completion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5703; levenshtein=0.2941; semantic=0.4700; sequence_match=0.4667,False,0.5023,False,top-3 avg score 0.5023 < final_threshold 0.7
ObjectProperty,is character in game,completion for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6255; levenshtein=0.2353; semantic=0.5284; sequence_match=0.3529,False,0.5023,False,top-3 avg score 0.5023 < final_threshold 0.7
ObjectProperty,has game genre,session of game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5338; levenshtein=0.1538; semantic=0.5726; sequence_match=0.4000,False,0.5021,False,top-3 avg score 0.5021 < final_threshold 0.7
ObjectProperty,is character in game,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6346; levenshtein=0.2353; semantic=0.4864; sequence_match=0.3846,False,0.5019,False,top-3 avg score 0.5019 < final_threshold 0.7
ObjectProperty,has character,game has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5715; levenshtein=0.2727; semantic=0.5221; sequence_match=0.4118,False,0.5018,False,top-3 avg score 0.5018 < final_threshold 0.7
ObjectProperty,has character,has usage event,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5983; levenshtein=0.3846; semantic=0.5046; sequence_match=0.4000,False,0.501,False,top-3 avg score 0.5010 < final_threshold 0.7
ObjectProperty,is player in session,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5621; levenshtein=0.2941; semantic=0.5554; sequence_match=0.3846,False,0.5007,False,top-3 avg score 0.5007 < final_threshold 0.7
ObjectProperty,owns character,has friend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5427; levenshtein=0.1538; semantic=0.5936; sequence_match=0.3636,False,0.5,False,top-3 avg score 0.5000 < final_threshold 0.7
ObjectProperty,has feature,has possession,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5692; levenshtein=0.3077; semantic=0.5828; sequence_match=0.3478,False,0.5,False,top-3 avg score 0.5000 < final_threshold 0.7
ObjectProperty,has character,has possession,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5470; levenshtein=0.2308; semantic=0.6321; sequence_match=0.3200,False,0.4997,False,top-3 avg score 0.4997 < final_threshold 0.7
ObjectProperty,has achievement,has first purchase record,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6229; levenshtein=0.3182; semantic=0.4865; sequence_match=0.3889,False,0.4994,False,top-3 avg score 0.4994 < final_threshold 0.7
ObjectProperty,involves player,session of game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5842; levenshtein=0.1429; semantic=0.6168; sequence_match=0.2963,False,0.4991,False,top-3 avg score 0.4991 < final_threshold 0.7
ObjectProperty,owns item,has possession,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.1538; semantic=0.7871; sequence_match=0.2857,False,0.499,False,top-3 avg score 0.4990 < final_threshold 0.7
ObjectProperty,is character in session,session of player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4627; levenshtein=0.1000; semantic=0.6332; sequence_match=0.4000,False,0.4986,False,top-3 avg score 0.4986 < final_threshold 0.7
ObjectProperty,has playing area,possession in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5982; levenshtein=0.3125; semantic=0.4956; sequence_match=0.4000,False,0.4979,False,top-3 avg score 0.4979 < final_threshold 0.7
ObjectProperty,has leaderboard,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6206; levenshtein=0.2857; semantic=0.5387; sequence_match=0.3333,False,0.4975,False,top-3 avg score 0.4975 < final_threshold 0.7
ObjectProperty,has item,game has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5433; levenshtein=0.2727; semantic=0.5350; sequence_match=0.4138,False,0.4974,False,top-3 avg score 0.4974 < final_threshold 0.7
ObjectProperty,is leaderboard in game,purchase for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5977; levenshtein=0.3684; semantic=0.4808; sequence_match=0.4118,False,0.4967,False,top-3 avg score 0.4967 < final_threshold 0.7
ObjectProperty,is achievement in game,has usage event,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6479; levenshtein=0.2632; semantic=0.4024; sequence_match=0.4375,False,0.4959,False,top-3 avg score 0.4959 < final_threshold 0.7
ObjectProperty,is character in game,game has achievement type,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6116; levenshtein=0.3182; semantic=0.5574; sequence_match=0.2051,False,0.4957,False,top-3 avg score 0.4957 < final_threshold 0.7
ObjectProperty,has playing area,session of player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5995; levenshtein=0.2000; semantic=0.4730; sequence_match=0.4138,False,0.4954,False,top-3 avg score 0.4954 < final_threshold 0.7
ObjectProperty,owns achievement,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.2000; semantic=0.6176; sequence_match=0.3200,False,0.494,False,top-3 avg score 0.4940 < final_threshold 0.7
ObjectProperty,purchases game offering,has play session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5968; levenshtein=0.2381; semantic=0.4839; sequence_match=0.4000,False,0.4936,False,top-3 avg score 0.4936 < final_threshold 0.7
ObjectProperty,lives in,has play session,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5357; levenshtein=0.3571; semantic=0.4684; sequence_match=0.4762,False,0.4934,False,top-3 avg score 0.4934 < final_threshold 0.7
ObjectProperty,is character in session,possession of item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5750; levenshtein=0.1000; semantic=0.4601; sequence_match=0.4444,False,0.4932,False,top-3 avg score 0.4932 < final_threshold 0.7
ObjectProperty,has playing area,completion for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5557; levenshtein=0.3529; semantic=0.4720; sequence_match=0.4516,False,0.4931,False,top-3 avg score 0.4931 < final_threshold 0.7
ObjectProperty,has game genre,statistic for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4431; levenshtein=0.1875; semantic=0.6052; sequence_match=0.4286,False,0.4923,False,top-3 avg score 0.4923 < final_threshold 0.7
ObjectProperty,plays game,has purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6034; levenshtein=0.1818; semantic=0.4730; sequence_match=0.4000,False,0.4921,False,top-3 avg score 0.4921 < final_threshold 0.7
ObjectProperty,is event associated to player,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6778; levenshtein=0.2000; semantic=0.4262; sequence_match=0.3721,False,0.492,False,top-3 avg score 0.4920 < final_threshold 0.7
ObjectProperty,has feature,usage in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5848; levenshtein=0.1818; semantic=0.5092; sequence_match=0.3810,False,0.4917,False,top-3 avg score 0.4917 < final_threshold 0.7
ObjectProperty,has feature,purchase for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6528; levenshtein=0.3333; semantic=0.4204; sequence_match=0.4000,False,0.4911,False,top-3 avg score 0.4911 < final_threshold 0.7
ObjectProperty,is event associated to player,has usage event,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5564; levenshtein=0.1600; semantic=0.5975; sequence_match=0.3158,False,0.4899,False,top-3 avg score 0.4899 < final_threshold 0.7
ObjectProperty,has game genre,has possession,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6004; levenshtein=0.3077; semantic=0.4692; sequence_match=0.4000,False,0.4899,False,top-3 avg score 0.4899 < final_threshold 0.7
ObjectProperty,owns achievement,completion for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.0588; semantic=0.6725; sequence_match=0.3125,False,0.4894,False,top-3 avg score 0.4894 < final_threshold 0.7
ObjectProperty,has game genre,completion for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5621; levenshtein=0.1765; semantic=0.6292; sequence_match=0.2759,False,0.489,False,top-3 avg score 0.4890 < final_threshold 0.7
ObjectProperty,has game genre,possession in game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5097; levenshtein=0.1875; semantic=0.5988; sequence_match=0.3571,False,0.4886,False,top-3 avg score 0.4886 < final_threshold 0.7
ObjectProperty,purchases game offering,usage of item,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6008; levenshtein=0.2857; semantic=0.4267; sequence_match=0.4375,False,0.4883,False,top-3 avg score 0.4883 < final_threshold 0.7
ObjectProperty,owns character,has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5366; levenshtein=0.2143; semantic=0.6309; sequence_match=0.2963,False,0.488,False,top-3 avg score 0.4880 < final_threshold 0.7
ObjectProperty,purchases game offering,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5968; levenshtein=0.2857; semantic=0.4664; sequence_match=0.4000,False,0.4877,False,top-3 avg score 0.4877 < final_threshold 0.7
ObjectProperty,has item,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4972; sequence_match=0.3750,False,0.487,False,top-3 avg score 0.4870 < final_threshold 0.7
ObjectProperty,plays game,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4972; sequence_match=0.3750,False,0.487,False,top-3 avg score 0.4870 < final_threshold 0.7
ObjectProperty,has leaderboard,has statistic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5397; levenshtein=0.2857; semantic=0.6126; sequence_match=0.3077,False,0.4866,False,top-3 avg score 0.4866 < final_threshold 0.7
