prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,obligation,is activated on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6242; levenshtein=0.2273; semantic=0.4390; sequence_match=0.3125,False,0.4586,False,top-3 avg score 0.4586 < final_threshold 0.7
ObjectProperty,obligation,assigner,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5583; levenshtein=0.2000; semantic=0.4833; sequence_match=0.3333,False,0.4583,False,top-3 avg score 0.4583 < final_threshold 0.7
ObjectProperty,permission,is exclusive with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.2000; semantic=0.5083; sequence_match=0.3200,False,0.4576,False,top-3 avg score 0.4576 < final_threshold 0.7
ObjectProperty,action,operator of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4889; levenshtein=0.2000; semantic=0.5085; sequence_match=0.3750,False,0.4575,False,top-3 avg score 0.4575 < final_threshold 0.7
ObjectProperty,inheritFrom,is assignee of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4904; levenshtein=0.2500; semantic=0.5338; sequence_match=0.3478,False,0.4574,False,top-3 avg score 0.4574 < final_threshold 0.7
ObjectProperty,or,remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.0000; semantic=0.5646; sequence_match=0.2500,False,0.4567,False,top-3 avg score 0.4567 < final_threshold 0.7
ObjectProperty,operator,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4359; levenshtein=0.2308; semantic=0.5530; sequence_match=0.3810,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
ObjectProperty,leftOperand,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.3077; semantic=0.5568; sequence_match=0.3333,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
ObjectProperty,implies,inherits from,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5516; levenshtein=0.2500; semantic=0.5671; sequence_match=0.2105,False,0.4562,False,top-3 avg score 0.4562 < final_threshold 0.7
ObjectProperty,prohibition,has part,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5617; levenshtein=0.0909; semantic=0.4734; sequence_match=0.3333,False,0.4562,False,top-3 avg score 0.4562 < final_threshold 0.7
ObjectProperty,operand,has part,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5079; levenshtein=0.1429; semantic=0.5746; sequence_match=0.2857,False,0.4561,False,top-3 avg score 0.4561 < final_threshold 0.7
ObjectProperty,implies,has rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.0000; semantic=0.5585; sequence_match=0.2857,False,0.456,False,top-3 avg score 0.4560 < final_threshold 0.7
ObjectProperty,inheritFrom,exclusive with,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5012; levenshtein=0.0769; semantic=0.5329; sequence_match=0.3333,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.7
ObjectProperty,remedy,rule of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5556; levenshtein=0.3333; semantic=0.4734; sequence_match=0.3333,False,0.4541,False,top-3 avg score 0.4541 < final_threshold 0.7
ObjectProperty,implies,is exclusive with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.2667; semantic=0.4485; sequence_match=0.3636,False,0.4538,False,top-3 avg score 0.4538 < final_threshold 0.7
ObjectProperty,scope,is target of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.2000; semantic=0.5607; sequence_match=0.2667,False,0.4536,False,top-3 avg score 0.4536 < final_threshold 0.7
ObjectProperty,assigner,is consequence of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2667; semantic=0.4265; sequence_match=0.3478,False,0.4535,False,top-3 avg score 0.4535 < final_threshold 0.7
ObjectProperty,target,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.2308; semantic=0.5463; sequence_match=0.3158,False,0.4526,False,top-3 avg score 0.4526 < final_threshold 0.7
ObjectProperty,operator,is assigner of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.0833; semantic=0.6273; sequence_match=0.3000,False,0.4526,False,top-3 avg score 0.4526 < final_threshold 0.7
ObjectProperty,action,is consequence of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5611; levenshtein=0.1333; semantic=0.5099; sequence_match=0.2857,False,0.4523,False,top-3 avg score 0.4523 < final_threshold 0.7
ObjectProperty,relation,is remedy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5583; levenshtein=0.3000; semantic=0.4649; sequence_match=0.3333,False,0.4522,False,top-3 avg score 0.4522 < final_threshold 0.7
ObjectProperty,hasPolicy,is role of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.3333; semantic=0.4328; sequence_match=0.3529,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.7
ObjectProperty,constraint,exclusive with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5692; levenshtein=0.2308; semantic=0.5250; sequence_match=0.2609,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.7
ObjectProperty,failure,is remedy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5762; levenshtein=0.0000; semantic=0.4259; sequence_match=0.3529,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.7
ObjectProperty,implies,is inherited by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.2308; semantic=0.5117; sequence_match=0.3000,False,0.4516,False,top-3 avg score 0.4516 < final_threshold 0.7
ObjectProperty,permission,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5980; sequence_match=0.2609,False,0.4512,False,top-3 avg score 0.4512 < final_threshold 0.7
ObjectProperty,relation,exclusive with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5353; levenshtein=0.1538; semantic=0.5326; sequence_match=0.2857,False,0.4512,False,top-3 avg score 0.4512 < final_threshold 0.7
ObjectProperty,obligation,conflict strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.3125; semantic=0.4213; sequence_match=0.3846,False,0.4511,False,top-3 avg score 0.4511 < final_threshold 0.7
ObjectProperty,inheritRelation,directly linked policy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.2000; semantic=0.5350; sequence_match=0.2286,False,0.4508,False,top-3 avg score 0.4508 < final_threshold 0.7
ObjectProperty,inheritFrom,is role of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5598; levenshtein=0.2727; semantic=0.4767; sequence_match=0.3158,False,0.4508,False,top-3 avg score 0.4508 < final_threshold 0.7
ObjectProperty,target,is assigner of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.5170; sequence_match=0.2222,False,0.4501,False,top-3 avg score 0.4501 < final_threshold 0.7
ObjectProperty,prohibition,operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5848; levenshtein=0.1818; semantic=0.4792; sequence_match=0.2857,False,0.4499,False,top-3 avg score 0.4499 < final_threshold 0.7
ObjectProperty,operator,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5927; sequence_match=0.2667,False,0.4498,False,top-3 avg score 0.4498 < final_threshold 0.7
ObjectProperty,implies,is assigner of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.2500; semantic=0.4818; sequence_match=0.3158,False,0.4497,False,top-3 avg score 0.4497 < final_threshold 0.7
ObjectProperty,prohibition,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.1538; semantic=0.6193; sequence_match=0.2500,False,0.4497,False,top-3 avg score 0.4497 < final_threshold 0.7
ObjectProperty,or,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5256; levenshtein=0.1538; semantic=0.5561; sequence_match=0.2667,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.7
ObjectProperty,obligation,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5924; sequence_match=0.2609,False,0.4494,False,top-3 avg score 0.4494 < final_threshold 0.7
ObjectProperty,duty,strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5667; levenshtein=0.2000; semantic=0.4957; sequence_match=0.2857,False,0.4494,False,top-3 avg score 0.4494 < final_threshold 0.7
ObjectProperty,operator,assigner,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.1250; semantic=0.6798; sequence_match=0.2500,False,0.4488,False,top-3 avg score 0.4488 < final_threshold 0.7
ObjectProperty,Only One,constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5595; levenshtein=0.2500; semantic=0.4709; sequence_match=0.3158,False,0.4488,False,top-3 avg score 0.4488 < final_threshold 0.7
ObjectProperty,operand,is inherited by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.2308; semantic=0.5030; sequence_match=0.3000,False,0.4487,False,top-3 avg score 0.4487 < final_threshold 0.7
ObjectProperty,conflict,rule of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.1250; semantic=0.5450; sequence_match=0.2857,False,0.4482,False,top-3 avg score 0.4482 < final_threshold 0.7
ObjectProperty,function,is activated on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5508; levenshtein=0.2273; semantic=0.4583; sequence_match=0.3333,False,0.4474,False,top-3 avg score 0.4474 < final_threshold 0.7
ObjectProperty,action,target,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3889; levenshtein=0.0000; semantic=0.6173; sequence_match=0.3333,False,0.4465,False,top-3 avg score 0.4465 < final_threshold 0.7
ObjectProperty,or,part of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.5339; sequence_match=0.2500,False,0.4465,False,top-3 avg score 0.4465 < final_threshold 0.7
ObjectProperty,andSequence,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1818; semantic=0.4387; sequence_match=0.3333,False,0.4464,False,top-3 avg score 0.4464 < final_threshold 0.7
ObjectProperty,leftOperand,conflict strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6174; levenshtein=0.1875; semantic=0.4248; sequence_match=0.2963,False,0.4462,False,top-3 avg score 0.4462 < final_threshold 0.7
ObjectProperty,relation,has part,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5591; sequence_match=0.2667,False,0.4459,False,top-3 avg score 0.4459 < final_threshold 0.7
ObjectProperty,conflict,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5579; sequence_match=0.2667,False,0.4455,False,top-3 avg score 0.4455 < final_threshold 0.7
ObjectProperty,prohibition,inherits from,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6263; levenshtein=0.2500; semantic=0.4601; sequence_match=0.1739,False,0.4454,False,top-3 avg score 0.4454 < final_threshold 0.7
ObjectProperty,inheritRelation,is exclusive with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.1333; semantic=0.5177; sequence_match=0.2667,False,0.4445,False,top-3 avg score 0.4445 < final_threshold 0.7
ObjectProperty,scope,constraint of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.0833; semantic=0.5910; sequence_match=0.2353,False,0.4439,False,top-3 avg score 0.4439 < final_threshold 0.7
ObjectProperty,action,is role of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.1250; semantic=0.5179; sequence_match=0.2857,False,0.4438,False,top-3 avg score 0.4438 < final_threshold 0.7
ObjectProperty,operand,remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.4822; sequence_match=0.3077,False,0.4432,False,top-3 avg score 0.4432 < final_threshold 0.7
ObjectProperty,failure,conflict strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6089; levenshtein=0.2500; semantic=0.4590; sequence_match=0.2609,False,0.4429,False,top-3 avg score 0.4429 < final_threshold 0.7
ObjectProperty,constraint,is activated on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5962; levenshtein=0.1818; semantic=0.4198; sequence_match=0.3125,False,0.4428,False,top-3 avg score 0.4428 < final_threshold 0.7
ObjectProperty,action,directly linked policy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5389; levenshtein=0.2000; semantic=0.4809; sequence_match=0.3077,False,0.4425,False,top-3 avg score 0.4425 < final_threshold 0.7
ObjectProperty,and,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6068; levenshtein=0.1538; semantic=0.4702; sequence_match=0.2500,False,0.4423,False,top-3 avg score 0.4423 < final_threshold 0.7
ObjectProperty,prohibition,constraint of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5152; levenshtein=0.1667; semantic=0.6379; sequence_match=0.1739,False,0.4423,False,top-3 avg score 0.4423 < final_threshold 0.7
ObjectProperty,operand,part of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5397; levenshtein=0.2857; semantic=0.5008; sequence_match=0.1538,False,0.4421,False,top-3 avg score 0.4421 < final_threshold 0.7
ObjectProperty,inheritFrom,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.5368; sequence_match=0.3333,False,0.442,False,top-3 avg score 0.4420 < final_threshold 0.7
ObjectProperty,or,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5553; sequence_match=0.2222,False,0.4417,False,top-3 avg score 0.4417 < final_threshold 0.7
ObjectProperty,operator,is inherited by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5353; levenshtein=0.2308; semantic=0.5038; sequence_match=0.2857,False,0.4416,False,top-3 avg score 0.4416 < final_threshold 0.7
ObjectProperty,inheritRelation,strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.2667; semantic=0.4525; sequence_match=0.4000,False,0.4416,False,top-3 avg score 0.4416 < final_threshold 0.7
ObjectProperty,scope,strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.2000; semantic=0.5247; sequence_match=0.2667,False,0.4416,False,top-3 avg score 0.4416 < final_threshold 0.7
ObjectProperty,permission,is target of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5167; levenshtein=0.1000; semantic=0.5056; sequence_match=0.3000,False,0.4408,False,top-3 avg score 0.4408 < final_threshold 0.7
ObjectProperty,implies,remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.0000; semantic=0.4748; sequence_match=0.3077,False,0.4407,False,top-3 avg score 0.4407 < final_threshold 0.7
ObjectProperty,assignee,consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.2727; semantic=0.4685; sequence_match=0.3158,False,0.4407,False,top-3 avg score 0.4407 < final_threshold 0.7
ObjectProperty,consequence,assignee,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.2727; semantic=0.4685; sequence_match=0.3158,False,0.4407,False,top-3 avg score 0.4407 < final_threshold 0.7
ObjectProperty,constraint,is inherited by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.4783; sequence_match=0.3478,False,0.4403,False,top-3 avg score 0.4403 < final_threshold 0.7
ObjectProperty,implies,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.0000; semantic=0.5095; sequence_match=0.2857,False,0.4397,False,top-3 avg score 0.4397 < final_threshold 0.7
ObjectProperty,inheritRelation,has role,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.5891; sequence_match=0.1818,False,0.4395,False,top-3 avg score 0.4395 < final_threshold 0.7
ObjectProperty,andSequence,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5617; levenshtein=0.2727; semantic=0.4219; sequence_match=0.3333,False,0.439,False,top-3 avg score 0.4390 < final_threshold 0.7
ObjectProperty,failure,is exclusive with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.4237; sequence_match=0.3636,False,0.4389,False,top-3 avg score 0.4389 < final_threshold 0.7
ObjectProperty,conflict,directly linked policy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4917; levenshtein=0.2500; semantic=0.4671; sequence_match=0.3571,False,0.4387,False,top-3 avg score 0.4387 < final_threshold 0.7
ObjectProperty,inheritRelation,has part,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.5130; sequence_match=0.2727,False,0.4384,False,top-3 avg score 0.4384 < final_threshold 0.7
ObjectProperty,inheritRelation,conflict strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5528; levenshtein=0.2500; semantic=0.4396; sequence_match=0.3226,False,0.4383,False,top-3 avg score 0.4383 < final_threshold 0.7
ObjectProperty,implies,is assignee of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.2500; semantic=0.4470; sequence_match=0.3158,False,0.4381,False,top-3 avg score 0.4381 < final_threshold 0.7
ObjectProperty,operator,conflict strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.2500; semantic=0.4802; sequence_match=0.3333,False,0.4378,False,top-3 avg score 0.4378 < final_threshold 0.7
ObjectProperty,inheritFrom,is consequence of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4601; levenshtein=0.2667; semantic=0.5454; sequence_match=0.3077,False,0.4377,False,top-3 avg score 0.4377 < final_threshold 0.7
ObjectProperty,failure,has part,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.2857; semantic=0.5012; sequence_match=0.2857,False,0.4369,False,top-3 avg score 0.4369 < final_threshold 0.7
ObjectProperty,assignee,exclusive with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5353; levenshtein=0.1538; semantic=0.4892; sequence_match=0.2857,False,0.4367,False,top-3 avg score 0.4367 < final_threshold 0.7
ObjectProperty,function,part of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.5324; sequence_match=0.1429,False,0.4367,False,top-3 avg score 0.4367 < final_threshold 0.7
ObjectProperty,leftOperand,constraint of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5571; levenshtein=0.0833; semantic=0.5777; sequence_match=0.1739,False,0.4362,False,top-3 avg score 0.4362 < final_threshold 0.7
ObjectProperty,leftOperand,remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5051; levenshtein=0.1818; semantic=0.4503; sequence_match=0.3529,False,0.4361,False,top-3 avg score 0.4361 < final_threshold 0.7
ObjectProperty,permission,rule of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4889; levenshtein=0.2000; semantic=0.5692; sequence_match=0.2500,False,0.436,False,top-3 avg score 0.4360 < final_threshold 0.7
ObjectProperty,relation,has rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.0000; semantic=0.5511; sequence_match=0.2667,False,0.436,False,top-3 avg score 0.4360 < final_threshold 0.7
ObjectProperty,partOf,is assigner of,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4167; levenshtein=0.2500; semantic=0.4456; sequence_match=0.4444,False,0.4356,False,top-3 avg score 0.4356 < final_threshold 0.7
ObjectProperty,or,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5364; sequence_match=0.2222,False,0.4354,False,top-3 avg score 0.4354 < final_threshold 0.7
ObjectProperty,constraint,has rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.2000; semantic=0.5754; sequence_match=0.2353,False,0.4353,False,top-3 avg score 0.4353 < final_threshold 0.7
ObjectProperty,permission,is consequence of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1333; semantic=0.4854; sequence_match=0.3200,False,0.4351,False,top-3 avg score 0.4351 < final_threshold 0.7
ObjectProperty,Only One,conflict strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6071; levenshtein=0.2500; semantic=0.3498; sequence_match=0.3478,False,0.4349,False,top-3 avg score 0.4349 < final_threshold 0.7
ObjectProperty,action,has part,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.5596; sequence_match=0.3077,False,0.4346,False,top-3 avg score 0.4346 < final_threshold 0.7
ObjectProperty,conflict,is exclusive with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5056; levenshtein=0.2000; semantic=0.4499; sequence_match=0.3478,False,0.4344,False,top-3 avg score 0.4344 < final_threshold 0.7
ObjectProperty,target,conflict strategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4861; levenshtein=0.1875; semantic=0.5442; sequence_match=0.2727,False,0.4343,False,top-3 avg score 0.4343 < final_threshold 0.7
ObjectProperty,prohibition,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5697; levenshtein=0.1818; semantic=0.4601; sequence_match=0.2727,False,0.4342,False,top-3 avg score 0.4342 < final_threshold 0.7
ObjectProperty,leftOperand,is target of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5045; levenshtein=0.0909; semantic=0.5122; sequence_match=0.2857,False,0.4341,False,top-3 avg score 0.4341 < final_threshold 0.7
ObjectProperty,prohibition,rule of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5051; levenshtein=0.1818; semantic=0.5598; sequence_match=0.2353,False,0.4334,False,top-3 avg score 0.4334 < final_threshold 0.7
ObjectProperty,consequence,remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5051; levenshtein=0.1818; semantic=0.5596; sequence_match=0.2353,False,0.4333,False,top-3 avg score 0.4333 < final_threshold 0.7
ObjectProperty,remedy,consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5051; levenshtein=0.1818; semantic=0.5596; sequence_match=0.2353,False,0.4333,False,top-3 avg score 0.4333 < final_threshold 0.7
ObjectProperty,target,is role of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4860; sequence_match=0.2857,False,0.4331,False,top-3 avg score 0.4331 < final_threshold 0.7
ObjectProperty,inheritRelation,exclusive with,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5094; levenshtein=0.1333; semantic=0.5037; sequence_match=0.2857,False,0.4329,False,top-3 avg score 0.4329 < final_threshold 0.7
ObjectProperty,or,is role of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.5153; sequence_match=0.2000,False,0.4329,False,top-3 avg score 0.4329 < final_threshold 0.7
ObjectProperty,inheritRelation,is directly linked policy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5611; levenshtein=0.2500; semantic=0.4809; sequence_match=0.2564,False,0.4328,False,top-3 avg score 0.4328 < final_threshold 0.7
ObjectProperty,scope,is remedy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.2000; semantic=0.4977; sequence_match=0.2667,False,0.4326,False,top-3 avg score 0.4326 < final_threshold 0.7
ObjectProperty,relation,remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4833; sequence_match=0.2857,False,0.4323,False,top-3 avg score 0.4323 < final_threshold 0.7
ObjectProperty,partOf,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.5150; sequence_match=0.3158,False,0.4322,False,top-3 avg score 0.4322 < final_threshold 0.7
ObjectProperty,andSequence,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4738; levenshtein=0.1538; semantic=0.4889; sequence_match=0.3333,False,0.432,False,top-3 avg score 0.4320 < final_threshold 0.7
ObjectProperty,conflict,part of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.0000; semantic=0.4818; sequence_match=0.2857,False,0.4318,False,top-3 avg score 0.4318 < final_threshold 0.7
ObjectProperty,permission,exclusive with,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4859; levenshtein=0.1538; semantic=0.5484; sequence_match=0.2609,False,0.4317,False,top-3 avg score 0.4317 < final_threshold 0.7
ObjectProperty,leftOperand,is inherited by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5464; levenshtein=0.1538; semantic=0.4981; sequence_match=0.2500,False,0.4315,False,top-3 avg score 0.4315 < final_threshold 0.7
ObjectProperty,permission,remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4889; levenshtein=0.2000; semantic=0.5556; sequence_match=0.2500,False,0.4315,False,top-3 avg score 0.4315 < final_threshold 0.7
ObjectProperty,inheritFrom,is exclusive with,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4909; levenshtein=0.1333; semantic=0.4959; sequence_match=0.3077,False,0.4315,False,top-3 avg score 0.4315 < final_threshold 0.7
ObjectProperty,constraint,inherits from,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.0833; semantic=0.5159; sequence_match=0.2727,False,0.4314,False,top-3 avg score 0.4314 < final_threshold 0.7
ObjectProperty,inheritRelation,is role of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5056; levenshtein=0.2667; semantic=0.5216; sequence_match=0.2609,False,0.4313,False,top-3 avg score 0.4313 < final_threshold 0.7
ObjectProperty,assigner,operator of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.1000; semantic=0.6230; sequence_match=0.2222,False,0.4308,False,top-3 avg score 0.4308 < final_threshold 0.7
ObjectProperty,inheritRelation,has rule,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.5629; sequence_match=0.1818,False,0.4308,False,top-3 avg score 0.4308 < final_threshold 0.7
ObjectProperty,inheritFrom,rule of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4798; levenshtein=0.1818; semantic=0.5756; sequence_match=0.2353,False,0.4302,False,top-3 avg score 0.4302 < final_threshold 0.7
ObjectProperty,scope,conflict strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5083; levenshtein=0.1250; semantic=0.4957; sequence_match=0.2857,False,0.4299,False,top-3 avg score 0.4299 < final_threshold 0.7
ObjectProperty,implies,directly linked policy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5071; levenshtein=0.2000; semantic=0.4861; sequence_match=0.2963,False,0.4299,False,top-3 avg score 0.4299 < final_threshold 0.7
ObjectProperty,Only One,rule of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5397; levenshtein=0.2857; semantic=0.4613; sequence_match=0.1538,False,0.4289,False,top-3 avg score 0.4289 < final_threshold 0.7
ObjectProperty,function,rule of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.5088; sequence_match=0.1429,False,0.4289,False,top-3 avg score 0.4289 < final_threshold 0.7
ObjectProperty,operand,assigner,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.5959; sequence_match=0.2667,False,0.4284,False,top-3 avg score 0.4284 < final_threshold 0.7
ObjectProperty,assignee,has part,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5066; sequence_match=0.2667,False,0.4284,False,top-3 avg score 0.4284 < final_threshold 0.7
