gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Bordeaux,Bordeaux,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
RedWine,Red Wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
VintageYear,Vintage Year,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
WhiteWine,White Wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
wine,Wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Zinfandel,Napa Zinfandel,semantic+sequence_match+jaro_winkler,jaro_winkler=0.7863; levenshtein=0.6923; semantic=0.8325; sequence_match=0.8182,False,0.8123,True,selected
Region,White Wine,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5000; levenshtein=0.2222; semantic=0.3924; sequence_match=0.4000,False,0.4308,False,top-3 avg score 0.4308 < final_threshold 0.6
WineDescriptor,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4478; levenshtein=0.0000; semantic=0.5469; sequence_match=0.2963,False,0.4303,False,top-3 avg score 0.4303 < final_threshold 0.6
WhiteBordeaux,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.1538; semantic=0.5303; sequence_match=0.3000,False,0.43,False,top-3 avg score 0.4300 < final_threshold 0.6
WineSugar,Grape Varietal,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4103; levenshtein=0.1538; semantic=0.6022; sequence_match=0.2727,False,0.4284,False,top-3 avg score 0.4284 < final_threshold 0.6
WhiteBordeaux,Quality Rating,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5385; levenshtein=0.0769; semantic=0.4377; sequence_match=0.3077,False,0.428,False,top-3 avg score 0.4280 < final_threshold 0.6
WineSugar,Bordeaux,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.5892; sequence_match=0.2353,False,0.4276,False,top-3 avg score 0.4276 < final_threshold 0.6
WineTaste,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.5285; sequence_match=0.2500,False,0.427,False,top-3 avg score 0.4270 < final_threshold 0.6
WineDescriptor,Red,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.1429; semantic=0.4362; sequence_match=0.2353,False,0.4249,False,top-3 avg score 0.4249 < final_threshold 0.6
WhiteWine,Grape Varietal,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5214; levenshtein=0.1538; semantic=0.5691; sequence_match=0.1818,False,0.4241,False,top-3 avg score 0.4241 < final_threshold 0.6
Zinfandel,Bordeaux,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.0000; semantic=0.5765; sequence_match=0.2353,False,0.4234,False,top-3 avg score 0.4234 < final_threshold 0.6
WineFlavor,Bordeaux,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.1000; semantic=0.5633; sequence_match=0.2222,False,0.4229,False,top-3 avg score 0.4229 < final_threshold 0.6
RedBordeaux,Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.6875; sequence_match=0.1333,False,0.4226,False,top-3 avg score 0.4226 < final_threshold 0.6
WhiteBordeaux,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4551; levenshtein=0.0000; semantic=0.5801; sequence_match=0.2308,False,0.422,False,top-3 avg score 0.4220 < final_threshold 0.6
WineColor,Napa Zinfandel,semantic+sequence_match+jaro_winkler,jaro_winkler=0.2920; levenshtein=0.1538; semantic=0.6052; sequence_match=0.3636,False,0.4203,False,top-3 avg score 0.4203 < final_threshold 0.6
Vintage,Quality Rating,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.1538; semantic=0.5164; sequence_match=0.3000,False,0.4195,False,top-3 avg score 0.4195 < final_threshold 0.6
RedBordeaux,Color,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3606; levenshtein=0.1818; semantic=0.6454; sequence_match=0.2500,False,0.4187,False,top-3 avg score 0.4187 < final_threshold 0.6
WhiteBordeaux,Grape Varietal,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4551; levenshtein=0.2308; semantic=0.5667; sequence_match=0.2308,False,0.4175,False,top-3 avg score 0.4175 < final_threshold 0.6
VintageYear,Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5372; levenshtein=0.1429; semantic=0.5527; sequence_match=0.1600,False,0.4167,False,top-3 avg score 0.4167 < final_threshold 0.6
WineDescriptor,Color,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4238; levenshtein=0.2143; semantic=0.4962; sequence_match=0.3158,False,0.4119,False,top-3 avg score 0.4119 < final_threshold 0.6
Bordeaux,Grape Varietal,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.1538; semantic=0.5194; sequence_match=0.2857,False,0.4098,False,top-3 avg score 0.4098 < final_threshold 0.6
WineColor,Red,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.5732; sequence_match=0.1667,False,0.4071,False,top-3 avg score 0.4071 < final_threshold 0.6
WineColor,Bordeaux,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4120; levenshtein=0.0000; semantic=0.5736; sequence_match=0.2353,False,0.407,False,top-3 avg score 0.4070 < final_threshold 0.6
WineBody,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.0000; semantic=0.5269; sequence_match=0.2667,False,0.4054,False,top-3 avg score 0.4054 < final_threshold 0.6
wine,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.5646; sequence_match=0.1818,False,0.4036,False,top-3 avg score 0.4036 < final_threshold 0.6
RedBordeaux,White Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4680; levenshtein=0.0000; semantic=0.5378; sequence_match=0.2000,False,0.4019,False,top-3 avg score 0.4019 < final_threshold 0.6
WineSugar,Quality Rating,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5007; levenshtein=0.0769; semantic=0.4246; sequence_match=0.2727,False,0.3993,False,top-3 avg score 0.3993 < final_threshold 0.6
WineGrape,Red,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.5498; sequence_match=0.1667,False,0.3993,False,top-3 avg score 0.3993 < final_threshold 0.6
Vintage,Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.5682; sequence_match=0.1905,False,0.3984,False,top-3 avg score 0.3984 < final_threshold 0.6
RedWine,Body,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.5488; sequence_match=0.1818,False,0.3983,False,top-3 avg score 0.3983 < final_threshold 0.6
WhiteBordeaux,Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4473; levenshtein=0.1429; semantic=0.4488; sequence_match=0.2963,False,0.3975,False,top-3 avg score 0.3975 < final_threshold 0.6
wine,Quality Rating,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.1538; semantic=0.5102; sequence_match=0.2353,False,0.396,False,top-3 avg score 0.3960 < final_threshold 0.6
RedWine,Quality Rating,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4066; levenshtein=0.1538; semantic=0.4808; sequence_match=0.3000,False,0.3958,False,top-3 avg score 0.3958 < final_threshold 0.6
WineTaste,Quality Rating,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5007; levenshtein=0.1538; semantic=0.4873; sequence_match=0.1818,False,0.3899,False,top-3 avg score 0.3899 < final_threshold 0.6
Vintage,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.5957; sequence_match=0.1429,False,0.389,False,top-3 avg score 0.3890 < final_threshold 0.6
WineGrape,Quality Rating,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4103; levenshtein=0.1538; semantic=0.4805; sequence_match=0.2727,False,0.3878,False,top-3 avg score 0.3878 < final_threshold 0.6
WineBody,Grape Varietal,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4006; levenshtein=0.0769; semantic=0.5689; sequence_match=0.1905,False,0.3867,False,top-3 avg score 0.3867 < final_threshold 0.6
Region,Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.1667; semantic=0.5108; sequence_match=0.2000,False,0.3851,False,top-3 avg score 0.3851 < final_threshold 0.6
RedBordeaux,Vintage Year,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2879; levenshtein=0.0909; semantic=0.5926; sequence_match=0.2727,False,0.3844,False,top-3 avg score 0.3844 < final_threshold 0.6
WineGrape,Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.0714; semantic=0.4860; sequence_match=0.2609,False,0.3839,False,top-3 avg score 0.3839 < final_threshold 0.6
WineGrape,Color,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4370; levenshtein=0.1111; semantic=0.5694; sequence_match=0.1429,False,0.3831,False,top-3 avg score 0.3831 < final_threshold 0.6
Bordeaux,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4006; levenshtein=0.0769; semantic=0.5575; sequence_match=0.1905,False,0.3829,False,top-3 avg score 0.3829 < final_threshold 0.6
Region,Color,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4556; levenshtein=0.1667; semantic=0.5104; sequence_match=0.1818,False,0.3826,False,top-3 avg score 0.3826 < final_threshold 0.6
RedBordeaux,Napa Zinfandel,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3901; levenshtein=0.0769; semantic=0.5862; sequence_match=0.1667,False,0.381,False,top-3 avg score 0.3810 < final_threshold 0.6
WineTaste,Red,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.4837; sequence_match=0.1667,False,0.3773,False,top-3 avg score 0.3773 < final_threshold 0.6
WineGrape,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.0000; semantic=0.5828; sequence_match=0.1250,False,0.3753,False,top-3 avg score 0.3753 < final_threshold 0.6
WineSugar,Red,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.4763; sequence_match=0.1667,False,0.3748,False,top-3 avg score 0.3748 < final_threshold 0.6
VintageYear,Body,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.5440; sequence_match=0.1333,False,0.3748,False,top-3 avg score 0.3748 < final_threshold 0.6
Bordeaux,White,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4417; levenshtein=0.1250; semantic=0.5262; sequence_match=0.1538,False,0.3739,False,top-3 avg score 0.3739 < final_threshold 0.6
WineDescriptor,Bordeaux,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4187; levenshtein=0.1429; semantic=0.5211; sequence_match=0.1818,False,0.3739,False,top-3 avg score 0.3739 < final_threshold 0.6
RedBordeaux,Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3831; levenshtein=0.1429; semantic=0.4984; sequence_match=0.2400,False,0.3738,False,top-3 avg score 0.3738 < final_threshold 0.6
RedWine,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.5465; sequence_match=0.1429,False,0.3726,False,top-3 avg score 0.3726 < final_threshold 0.6
RedBordeaux,White,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4303; levenshtein=0.0909; semantic=0.5518; sequence_match=0.1250,False,0.369,False,top-3 avg score 0.3690 < final_threshold 0.6
Region,White,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4556; levenshtein=0.1667; semantic=0.4679; sequence_match=0.1818,False,0.3684,False,top-3 avg score 0.3684 < final_threshold 0.6
WineDescriptor,Bouquet,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4762; levenshtein=0.1429; semantic=0.4385; sequence_match=0.1905,False,0.3684,False,top-3 avg score 0.3684 < final_threshold 0.6
WineFlavor,Red,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.1000; semantic=0.4702; sequence_match=0.1538,False,0.3673,False,top-3 avg score 0.3673 < final_threshold 0.6
WineBody,Color,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4417; levenshtein=0.1250; semantic=0.5061; sequence_match=0.1538,False,0.3672,False,top-3 avg score 0.3672 < final_threshold 0.6
WhiteWine,Red,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.4471; sequence_match=0.1667,False,0.3651,False,top-3 avg score 0.3651 < final_threshold 0.6
WineFlavor,Quality Rating,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4859; levenshtein=0.0769; semantic=0.4327; sequence_match=0.1739,False,0.3642,False,top-3 avg score 0.3642 < final_threshold 0.6
Bordeaux,Vintage Year,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3106; levenshtein=0.0909; semantic=0.5712; sequence_match=0.2105,False,0.3641,False,top-3 avg score 0.3641 < final_threshold 0.6
VintageYear,Bordeaux,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3106; levenshtein=0.0909; semantic=0.5712; sequence_match=0.2105,False,0.3641,False,top-3 avg score 0.3641 < final_threshold 0.6
Bordeaux,Quality Rating,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.0769; semantic=0.4759; sequence_match=0.1905,False,0.3635,False,top-3 avg score 0.3635 < final_threshold 0.6
WineBody,Quality Rating,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4679; levenshtein=0.0769; semantic=0.4316; sequence_match=0.1905,False,0.3633,False,top-3 avg score 0.3633 < final_threshold 0.6
RedBordeaux,Quality Rating,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4452; levenshtein=0.0769; semantic=0.4771; sequence_match=0.1667,False,0.363,False,top-3 avg score 0.3630 < final_threshold 0.6
Vintage,Bordeaux,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.1250; semantic=0.6070; sequence_match=0.1333,False,0.3619,False,top-3 avg score 0.3619 < final_threshold 0.6
Region,Quality Rating,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4145; levenshtein=0.1538; semantic=0.4565; sequence_match=0.2105,False,0.3605,False,top-3 avg score 0.3605 < final_threshold 0.6
Bordeaux,Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4187; levenshtein=0.1429; semantic=0.4784; sequence_match=0.1818,False,0.3596,False,top-3 avg score 0.3596 < final_threshold 0.6
WineFlavor,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4143; levenshtein=0.0000; semantic=0.5434; sequence_match=0.1176,False,0.3584,False,top-3 avg score 0.3584 < final_threshold 0.6
Region,Vintage Year,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4798; levenshtein=0.0909; semantic=0.4760; sequence_match=0.1176,False,0.3578,False,top-3 avg score 0.3578 < final_threshold 0.6
WineColor,Quality Rating,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4103; levenshtein=0.0769; semantic=0.4779; sequence_match=0.1818,False,0.3566,False,top-3 avg score 0.3566 < final_threshold 0.6
WineDescriptor,Quality Rating,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4478; levenshtein=0.0714; semantic=0.4708; sequence_match=0.1481,False,0.3556,False,top-3 avg score 0.3556 < final_threshold 0.6
Bordeaux,White Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4120; levenshtein=0.1111; semantic=0.5367; sequence_match=0.1176,False,0.3555,False,top-3 avg score 0.3555 < final_threshold 0.6
WhiteWine,Bordeaux,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4120; levenshtein=0.1111; semantic=0.5367; sequence_match=0.1176,False,0.3555,False,top-3 avg score 0.3555 < final_threshold 0.6
wine,Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.0714; semantic=0.5003; sequence_match=0.1111,False,0.3506,False,top-3 avg score 0.3506 < final_threshold 0.6
WineColor,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.0000; semantic=0.4955; sequence_match=0.1250,False,0.3462,False,top-3 avg score 0.3462 < final_threshold 0.6
Zinfandel,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.1111; semantic=0.4950; sequence_match=0.1250,False,0.346,False,top-3 avg score 0.3460 < final_threshold 0.6
WineColor,Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.0714; semantic=0.4474; sequence_match=0.1739,False,0.342,False,top-3 avg score 0.3420 < final_threshold 0.6
WineSugar,Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4101; levenshtein=0.0714; semantic=0.4324; sequence_match=0.1739,False,0.3388,False,top-3 avg score 0.3388 < final_threshold 0.6
WineDescriptor,Body,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.0714; semantic=0.4590; sequence_match=0.1111,False,0.3369,False,top-3 avg score 0.3369 < final_threshold 0.6
Zinfandel,Characteristic,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4550; levenshtein=0.1429; semantic=0.3941; sequence_match=0.0870,False,0.3307,False,top-3 avg score 0.3307 < final_threshold 0.6
Zinfandel,Quality Rating,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4103; levenshtein=0.1538; semantic=0.3968; sequence_match=0.1818,False,0.3296,False,top-3 avg score 0.3296 < final_threshold 0.6
VintageYear,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3225; levenshtein=0.0909; semantic=0.5518; sequence_match=0.1111,False,0.3285,False,top-3 avg score 0.3285 < final_threshold 0.6
WineSugar,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3360; levenshtein=0.1111; semantic=0.5213; sequence_match=0.1250,False,0.3274,False,top-3 avg score 0.3274 < final_threshold 0.6
WhiteWine,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3360; levenshtein=0.0000; semantic=0.5027; sequence_match=0.1250,False,0.3212,False,top-3 avg score 0.3212 < final_threshold 0.6
WineBody,Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3988; levenshtein=0.0714; semantic=0.4640; sequence_match=0.0909,False,0.3179,False,top-3 avg score 0.3179 < final_threshold 0.6
WineFlavor,Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3937; levenshtein=0.0714; semantic=0.4728; sequence_match=0.0833,False,0.3166,False,top-3 avg score 0.3166 < final_threshold 0.6
Region,Napa Zinfandel,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3291; levenshtein=0.1538; semantic=0.4025; sequence_match=0.1053,False,0.2951,False,top-3 avg score 0.2951 < final_threshold 0.6
wine,Red,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5770; sequence_match=0.2857,False,0.2876,False,top-3 avg score 0.2876 < final_threshold 0.6
VintageYear,Color,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0909; semantic=0.5902; sequence_match=0.1250,False,0.2687,False,top-3 avg score 0.2687 < final_threshold 0.6
Vintage,Red,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5999; sequence_match=0.2000,False,0.2666,False,top-3 avg score 0.2666 < final_threshold 0.6
Zinfandel,Red,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1111; semantic=0.5019; sequence_match=0.1667,False,0.2599,False,top-3 avg score 0.2599 < final_threshold 0.6
VintageYear,Red,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0909; semantic=0.5369; sequence_match=0.1429,False,0.2569,False,top-3 avg score 0.2569 < final_threshold 0.6
WineSugar,Color,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1111; semantic=0.5096; sequence_match=0.1429,False,0.2545,False,top-3 avg score 0.2545 < final_threshold 0.6
RedWine,Color,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5825; sequence_match=0.1667,False,0.2497,False,top-3 avg score 0.2497 < final_threshold 0.6
WineColor,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1111; semantic=0.4833; sequence_match=0.1538,False,0.2494,False,top-3 avg score 0.2494 < final_threshold 0.6
Zinfandel,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1111; semantic=0.4756; sequence_match=0.1538,False,0.2468,False,top-3 avg score 0.2468 < final_threshold 0.6
Region,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5090; sequence_match=0.2000,False,0.2363,False,top-3 avg score 0.2363 < final_threshold 0.6
Zinfandel,Color,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5041; sequence_match=0.1429,False,0.2157,False,top-3 avg score 0.2157 < final_threshold 0.6
WineFlavor,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4833; sequence_match=0.1429,False,0.2087,False,top-3 avg score 0.2087 < final_threshold 0.6
Region,Bouquet,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4716; sequence_match=0.1538,False,0.2085,False,top-3 avg score 0.2085 < final_threshold 0.6
Vintage,Color,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6172; sequence_match=0.0000,False,0.2057,False,top-3 avg score 0.2057 < final_threshold 0.6
Vintage,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5810; sequence_match=0.0000,False,0.1937,False,top-3 avg score 0.1937 < final_threshold 0.6
wine,Color,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5675; sequence_match=0.0000,False,0.1892,False,top-3 avg score 0.1892 < final_threshold 0.6
wine,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5584; sequence_match=0.0000,False,0.1861,False,top-3 avg score 0.1861 < final_threshold 0.6
WineTaste,Color,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5489; sequence_match=0.0000,False,0.183,False,top-3 avg score 0.1830 < final_threshold 0.6
WineGrape,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5376; sequence_match=0.0000,False,0.1792,False,top-3 avg score 0.1792 < final_threshold 0.6
WineTaste,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5149; sequence_match=0.0000,False,0.1716,False,top-3 avg score 0.1716 < final_threshold 0.6
WhiteWine,Color,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4841; sequence_match=0.0000,False,0.1614,False,top-3 avg score 0.1614 < final_threshold 0.6
WineSugar,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4834; sequence_match=0.0000,False,0.1611,False,top-3 avg score 0.1611 < final_threshold 0.6
WhiteWine,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4313; sequence_match=0.0000,False,0.1438,False,top-3 avg score 0.1438 < final_threshold 0.6
