prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,consequence,consequence of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9692; levenshtein=0.8462; semantic=0.9574; sequence_match=0.9167,False,0.9478,True,selected
ObjectProperty,permission,is remedy for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6040; levenshtein=0.2727; semantic=0.5029; sequence_match=0.2857,False,0.4642,False,top-3 avg score 0.4642 < final_threshold 0.7
ObjectProperty,partOf,is constraint of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4603; levenshtein=0.2857; semantic=0.5300; sequence_match=0.4000,False,0.4634,False,top-3 avg score 0.4634 < final_threshold 0.7
ObjectProperty,action,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.2222; semantic=0.4879; sequence_match=0.4000,False,0.4626,False,top-3 avg score 0.4626 < final_threshold 0.7
ObjectProperty,failure,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6043; levenshtein=0.2069; semantic=0.4489; sequence_match=0.3333,False,0.4622,False,top-3 avg score 0.4622 < final_threshold 0.7
ObjectProperty,Only One,has consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.2857; semantic=0.4690; sequence_match=0.3810,False,0.4619,False,top-3 avg score 0.4619 < final_threshold 0.7
ObjectProperty,partOf,is strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.3333; semantic=0.4668; sequence_match=0.4444,False,0.4612,False,top-3 avg score 0.4612 < final_threshold 0.7
ObjectProperty,action,is constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5968; levenshtein=0.2857; semantic=0.4855; sequence_match=0.3000,False,0.4608,False,top-3 avg score 0.4608 < final_threshold 0.7
ObjectProperty,assignee,is strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2500; semantic=0.4397; sequence_match=0.3000,False,0.4595,False,top-3 avg score 0.4595 < final_threshold 0.7
ObjectProperty,implies,is operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.1667; semantic=0.5039; sequence_match=0.3158,False,0.4571,False,top-3 avg score 0.4571 < final_threshold 0.7
ObjectProperty,operator,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4359; levenshtein=0.2308; semantic=0.5530; sequence_match=0.3810,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
ObjectProperty,leftOperand,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.3077; semantic=0.5568; sequence_match=0.3333,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
ObjectProperty,assigner,is constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.2143; semantic=0.5007; sequence_match=0.2727,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.7
ObjectProperty,remedy,is strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.4494; sequence_match=0.3333,False,0.4554,False,top-3 avg score 0.4554 < final_threshold 0.7
ObjectProperty,obligation,is strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.2500; semantic=0.4299; sequence_match=0.3636,False,0.4552,False,top-3 avg score 0.4552 < final_threshold 0.7
ObjectProperty,target,is constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.1429; semantic=0.4940; sequence_match=0.3000,False,0.4551,False,top-3 avg score 0.4551 < final_threshold 0.7
ObjectProperty,target,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.2308; semantic=0.5463; sequence_match=0.3158,False,0.4526,False,top-3 avg score 0.4526 < final_threshold 0.7
ObjectProperty,or,is remedy for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5303; levenshtein=0.1818; semantic=0.5188; sequence_match=0.3077,False,0.4523,False,top-3 avg score 0.4523 < final_threshold 0.7
ObjectProperty,permission,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5980; sequence_match=0.2609,False,0.4512,False,top-3 avg score 0.4512 < final_threshold 0.7
ObjectProperty,assigner,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6578; levenshtein=0.2069; semantic=0.4241; sequence_match=0.2703,False,0.4507,False,top-3 avg score 0.4507 < final_threshold 0.7
ObjectProperty,prohibition,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.1538; semantic=0.6193; sequence_match=0.2500,False,0.4497,False,top-3 avg score 0.4497 < final_threshold 0.7
ObjectProperty,or,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5256; levenshtein=0.1538; semantic=0.5561; sequence_match=0.2667,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.7
ObjectProperty,obligation,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5924; sequence_match=0.2609,False,0.4494,False,top-3 avg score 0.4494 < final_threshold 0.7
ObjectProperty,inheritFrom,is involved in rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5290; levenshtein=0.2500; semantic=0.5219; sequence_match=0.2963,False,0.4491,False,top-3 avg score 0.4491 < final_threshold 0.7
ObjectProperty,scope,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5407; levenshtein=0.2222; semantic=0.5184; sequence_match=0.2857,False,0.4483,False,top-3 avg score 0.4483 < final_threshold 0.7
ObjectProperty,obligation,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5670; levenshtein=0.2414; semantic=0.4184; sequence_match=0.3590,False,0.4481,False,top-3 avg score 0.4481 < final_threshold 0.7
ObjectProperty,remedy,involved party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.2308; semantic=0.5321; sequence_match=0.3158,False,0.4479,False,top-3 avg score 0.4479 < final_threshold 0.7
ObjectProperty,operand,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.5017; sequence_match=0.2500,False,0.4468,False,top-3 avg score 0.4468 < final_threshold 0.7
ObjectProperty,assigner,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.4175; sequence_match=0.3529,False,0.4466,False,top-3 avg score 0.4466 < final_threshold 0.7
ObjectProperty,scope,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5407; levenshtein=0.2222; semantic=0.5073; sequence_match=0.2857,False,0.4446,False,top-3 avg score 0.4446 < final_threshold 0.7
ObjectProperty,function,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6102; levenshtein=0.2069; semantic=0.3979; sequence_match=0.3243,False,0.4441,False,top-3 avg score 0.4441 < final_threshold 0.7
ObjectProperty,constraint,activates upon failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5405; levenshtein=0.2000; semantic=0.4583; sequence_match=0.3333,False,0.444,False,top-3 avg score 0.4440 < final_threshold 0.7
ObjectProperty,failure,is remedy for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.0000; semantic=0.4310; sequence_match=0.3333,False,0.4438,False,top-3 avg score 0.4438 < final_threshold 0.7
ObjectProperty,scope,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6460; levenshtein=0.1379; semantic=0.4493; sequence_match=0.2353,False,0.4435,False,top-3 avg score 0.4435 < final_threshold 0.7
ObjectProperty,and,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6068; levenshtein=0.1538; semantic=0.4702; sequence_match=0.2500,False,0.4423,False,top-3 avg score 0.4423 < final_threshold 0.7
ObjectProperty,leftOperand,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.0909; semantic=0.4904; sequence_match=0.3000,False,0.4419,False,top-3 avg score 0.4419 < final_threshold 0.7
ObjectProperty,obligation,is asset of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6148; levenshtein=0.2000; semantic=0.5104; sequence_match=0.1053,False,0.4417,False,top-3 avg score 0.4417 < final_threshold 0.7
ObjectProperty,leftOperand,involved party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5821; levenshtein=0.1538; semantic=0.4917; sequence_match=0.2500,False,0.4413,False,top-3 avg score 0.4413 < final_threshold 0.7
ObjectProperty,function,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.5366; sequence_match=0.2727,False,0.4404,False,top-3 avg score 0.4404 < final_threshold 0.7
ObjectProperty,relation,is remedy for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.2727; semantic=0.4532; sequence_match=0.3158,False,0.4394,False,top-3 avg score 0.4394 < final_threshold 0.7
ObjectProperty,inheritFrom,is remedy for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5859; levenshtein=0.2727; semantic=0.4589; sequence_match=0.2727,False,0.4392,False,top-3 avg score 0.4392 < final_threshold 0.7
ObjectProperty,conflict,is involved in rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1875; semantic=0.5649; sequence_match=0.2500,False,0.4383,False,top-3 avg score 0.4383 < final_threshold 0.7
ObjectProperty,consequence,is involved in rule,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5960; levenshtein=0.2500; semantic=0.4671; sequence_match=0.2222,False,0.4377,False,top-3 avg score 0.4377 < final_threshold 0.7
ObjectProperty,permission,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4857; levenshtein=0.1429; semantic=0.5738; sequence_match=0.2500,False,0.4365,False,top-3 avg score 0.4365 < final_threshold 0.7
ObjectProperty,andSequence,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.1818; semantic=0.4443; sequence_match=0.3158,False,0.4364,False,top-3 avg score 0.4364 < final_threshold 0.7
ObjectProperty,target,is operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1667; semantic=0.5023; sequence_match=0.2222,False,0.4359,False,top-3 avg score 0.4359 < final_threshold 0.7
ObjectProperty,action,is strategy of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.5008; sequence_match=0.3333,False,0.4355,False,top-3 avg score 0.4355 < final_threshold 0.7
ObjectProperty,or,involved party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5256; levenshtein=0.1538; semantic=0.5137; sequence_match=0.2667,False,0.4353,False,top-3 avg score 0.4353 < final_threshold 0.7
ObjectProperty,failure,is involved in rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.2500; semantic=0.4343; sequence_match=0.3478,False,0.4353,False,top-3 avg score 0.4353 < final_threshold 0.7
ObjectProperty,operator,is involved in rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5208; levenshtein=0.1250; semantic=0.5345; sequence_match=0.2500,False,0.4351,False,top-3 avg score 0.4351 < final_threshold 0.7
ObjectProperty,prohibition,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5697; levenshtein=0.1818; semantic=0.4601; sequence_match=0.2727,False,0.4342,False,top-3 avg score 0.4342 < final_threshold 0.7
ObjectProperty,operand,is involved in rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.1875; semantic=0.5174; sequence_match=0.2609,False,0.434,False,top-3 avg score 0.4340 < final_threshold 0.7
ObjectProperty,assignee,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5967; levenshtein=0.2069; semantic=0.4346; sequence_match=0.2703,False,0.4339,False,top-3 avg score 0.4339 < final_threshold 0.7
ObjectProperty,constraint,involved party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5446; sequence_match=0.2609,False,0.4335,False,top-3 avg score 0.4335 < final_threshold 0.7
ObjectProperty,Only One,is involved in rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5423; levenshtein=0.2500; semantic=0.4101; sequence_match=0.3478,False,0.4334,False,top-3 avg score 0.4334 < final_threshold 0.7
ObjectProperty,scope,activates upon failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6167; levenshtein=0.1500; semantic=0.4429; sequence_match=0.2400,False,0.4332,False,top-3 avg score 0.4332 < final_threshold 0.7
ObjectProperty,inheritRelation,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5250; levenshtein=0.2000; semantic=0.5129; sequence_match=0.2609,False,0.4329,False,top-3 avg score 0.4329 < final_threshold 0.7
ObjectProperty,partOf,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.5150; sequence_match=0.3158,False,0.4322,False,top-3 avg score 0.4322 < final_threshold 0.7
ObjectProperty,andSequence,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4738; levenshtein=0.1538; semantic=0.4889; sequence_match=0.3333,False,0.432,False,top-3 avg score 0.4320 < final_threshold 0.7
ObjectProperty,and,has consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.1429; semantic=0.4574; sequence_match=0.2353,False,0.432,False,top-3 avg score 0.4320 < final_threshold 0.7
ObjectProperty,permission,has remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5315; levenshtein=0.0000; semantic=0.5521; sequence_match=0.2105,False,0.4314,False,top-3 avg score 0.4314 < final_threshold 0.7
ObjectProperty,assignee,is constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.5094; sequence_match=0.2727,False,0.4313,False,top-3 avg score 0.4313 < final_threshold 0.7
ObjectProperty,hasPolicy,activates upon failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.2500; semantic=0.4036; sequence_match=0.3448,False,0.431,False,top-3 avg score 0.4310 < final_threshold 0.7
ObjectProperty,hasPolicy,involved party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.1538; semantic=0.5187; sequence_match=0.2727,False,0.4307,False,top-3 avg score 0.4307 < final_threshold 0.7
ObjectProperty,leftOperand,is remedy for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4924; levenshtein=0.0000; semantic=0.4359; sequence_match=0.3636,False,0.4307,False,top-3 avg score 0.4307 < final_threshold 0.7
ObjectProperty,operator,is remedy for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.2727; semantic=0.4367; sequence_match=0.3158,False,0.4301,False,top-3 avg score 0.4301 < final_threshold 0.7
ObjectProperty,target,involved party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4145; levenshtein=0.1538; semantic=0.5560; sequence_match=0.3158,False,0.4288,False,top-3 avg score 0.4288 < final_threshold 0.7
ObjectProperty,action,is operator of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.4794; sequence_match=0.3333,False,0.4283,False,top-3 avg score 0.4283 < final_threshold 0.7
ObjectProperty,consequence,activates upon failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5596; levenshtein=0.2500; semantic=0.4662; sequence_match=0.2581,False,0.428,False,top-3 avg score 0.4280 < final_threshold 0.7
ObjectProperty,hasPolicy,is asset of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.1111; semantic=0.5041; sequence_match=0.3333,False,0.4273,False,top-3 avg score 0.4273 < final_threshold 0.7
ObjectProperty,operator,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.5317; sequence_match=0.2500,False,0.4272,False,top-3 avg score 0.4272 < final_threshold 0.7
ObjectProperty,leftOperand,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.0909; semantic=0.4618; sequence_match=0.3000,False,0.4271,False,top-3 avg score 0.4271 < final_threshold 0.7
ObjectProperty,Only One,is constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.2143; semantic=0.4464; sequence_match=0.2857,False,0.4266,False,top-3 avg score 0.4266 < final_threshold 0.7
ObjectProperty,obligation,is involved in rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4708; levenshtein=0.0625; semantic=0.5004; sequence_match=0.3077,False,0.4263,False,top-3 avg score 0.4263 < final_threshold 0.7
ObjectProperty,assigner,involved party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6026; levenshtein=0.1538; semantic=0.4857; sequence_match=0.1905,False,0.4262,False,top-3 avg score 0.4262 < final_threshold 0.7
ObjectProperty,Only One,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4799; levenshtein=0.2308; semantic=0.4961; sequence_match=0.3000,False,0.4253,False,top-3 avg score 0.4253 < final_threshold 0.7
ObjectProperty,inheritFrom,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5023; levenshtein=0.0769; semantic=0.5214; sequence_match=0.2500,False,0.4246,False,top-3 avg score 0.4246 < final_threshold 0.7
ObjectProperty,assignee,consequence of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.4679; sequence_match=0.2857,False,0.4243,False,top-3 avg score 0.4243 < final_threshold 0.7
ObjectProperty,scope,is remedy for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5273; levenshtein=0.1818; semantic=0.4948; sequence_match=0.2500,False,0.424,False,top-3 avg score 0.4240 < final_threshold 0.7
ObjectProperty,inheritRelation,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5496; levenshtein=0.2000; semantic=0.5072; sequence_match=0.2143,False,0.4237,False,top-3 avg score 0.4237 < final_threshold 0.7
ObjectProperty,operator,consequence of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5353; levenshtein=0.2308; semantic=0.4494; sequence_match=0.2857,False,0.4235,False,top-3 avg score 0.4235 < final_threshold 0.7
ObjectProperty,or,has remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5370; levenshtein=0.1111; semantic=0.5510; sequence_match=0.1818,False,0.4233,False,top-3 avg score 0.4233 < final_threshold 0.7
ObjectProperty,prohibition,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5844; levenshtein=0.2069; semantic=0.3852; sequence_match=0.3000,False,0.4232,False,top-3 avg score 0.4232 < final_threshold 0.7
ObjectProperty,prohibition,is operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.2500; semantic=0.4339; sequence_match=0.2609,False,0.4218,False,top-3 avg score 0.4218 < final_threshold 0.7
ObjectProperty,inheritRelation,has consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4968; levenshtein=0.0667; semantic=0.4906; sequence_match=0.2759,False,0.4211,False,top-3 avg score 0.4211 < final_threshold 0.7
ObjectProperty,action,is activated by failure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4556; levenshtein=0.2000; semantic=0.4999; sequence_match=0.3077,False,0.421,False,top-3 avg score 0.4210 < final_threshold 0.7
ObjectProperty,permission,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5253; levenshtein=0.1724; semantic=0.4809; sequence_match=0.2564,False,0.4209,False,top-3 avg score 0.4209 < final_threshold 0.7
ObjectProperty,constraint,is involved in rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4917; levenshtein=0.1875; semantic=0.5382; sequence_match=0.2308,False,0.4202,False,top-3 avg score 0.4202 < final_threshold 0.7
ObjectProperty,action,involved party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.0000; semantic=0.5827; sequence_match=0.2105,False,0.4197,False,top-3 avg score 0.4197 < final_threshold 0.7
ObjectProperty,hasPolicy,is involved in rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3981; levenshtein=0.1875; semantic=0.5401; sequence_match=0.3200,False,0.4194,False,top-3 avg score 0.4194 < final_threshold 0.7
ObjectProperty,failure,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.2143; semantic=0.5352; sequence_match=0.2857,False,0.4191,False,top-3 avg score 0.4191 < final_threshold 0.7
ObjectProperty,partOf,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.2222; semantic=0.4706; sequence_match=0.2667,False,0.4186,False,top-3 avg score 0.4186 < final_threshold 0.7
ObjectProperty,relation,is involved in rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5125; levenshtein=0.1250; semantic=0.5757; sequence_match=0.1667,False,0.4183,False,top-3 avg score 0.4183 < final_threshold 0.7
ObjectProperty,Only One,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5622; levenshtein=0.2069; semantic=0.3586; sequence_match=0.3333,False,0.4181,False,top-3 avg score 0.4181 < final_threshold 0.7
ObjectProperty,constraint,has remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4741; levenshtein=0.1000; semantic=0.5668; sequence_match=0.2105,False,0.4171,False,top-3 avg score 0.4171 < final_threshold 0.7
ObjectProperty,target,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6019; levenshtein=0.1034; semantic=0.4768; sequence_match=0.1714,False,0.4167,False,top-3 avg score 0.4167 < final_threshold 0.7
ObjectProperty,andSequence,activates upon failure,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5669; levenshtein=0.2500; semantic=0.4332; sequence_match=0.1935,False,0.4167,False,top-3 avg score 0.4167 < final_threshold 0.7
ObjectProperty,or,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6897; levenshtein=0.0690; semantic=0.4310; sequence_match=0.1290,False,0.4165,False,top-3 avg score 0.4165 < final_threshold 0.7
ObjectProperty,and,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.2222; semantic=0.4298; sequence_match=0.3333,False,0.4149,False,top-3 avg score 0.4149 < final_threshold 0.7
ObjectProperty,leftOperand,is constraint of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4706; levenshtein=0.2143; semantic=0.5596; sequence_match=0.1600,False,0.4148,False,top-3 avg score 0.4148 < final_threshold 0.7
ObjectProperty,andSequence,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5152; levenshtein=0.0909; semantic=0.4558; sequence_match=0.2727,False,0.4146,False,top-3 avg score 0.4146 < final_threshold 0.7
ObjectProperty,scope,is strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.1667; semantic=0.4858; sequence_match=0.2353,False,0.4144,False,top-3 avg score 0.4144 < final_threshold 0.7
ObjectProperty,inheritFrom,consequence of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4738; levenshtein=0.2308; semantic=0.5191; sequence_match=0.2500,False,0.4143,False,top-3 avg score 0.4143 < final_threshold 0.7
ObjectProperty,action,is involved in rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4514; levenshtein=0.1250; semantic=0.5187; sequence_match=0.2727,False,0.4143,False,top-3 avg score 0.4143 < final_threshold 0.7
ObjectProperty,scope,involved party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4991; levenshtein=0.1538; semantic=0.5213; sequence_match=0.2222,False,0.4142,False,top-3 avg score 0.4142 < final_threshold 0.7
ObjectProperty,Only One,involved party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.1538; semantic=0.3992; sequence_match=0.3000,False,0.4141,False,top-3 avg score 0.4141 < final_threshold 0.7
ObjectProperty,relation,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.4916; sequence_match=0.2500,False,0.4139,False,top-3 avg score 0.4139 < final_threshold 0.7
ObjectProperty,operator,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5412; levenshtein=0.1724; semantic=0.4292; sequence_match=0.2703,False,0.4135,False,top-3 avg score 0.4135 < final_threshold 0.7
ObjectProperty,action,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1250; semantic=0.5221; sequence_match=0.2857,False,0.4128,False,top-3 avg score 0.4128 < final_threshold 0.7
ObjectProperty,operator,activates upon failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4917; levenshtein=0.2000; semantic=0.4608; sequence_match=0.2857,False,0.4127,False,top-3 avg score 0.4127 < final_threshold 0.7
ObjectProperty,permission,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.2000; semantic=0.5326; sequence_match=0.2222,False,0.4127,False,top-3 avg score 0.4127 < final_threshold 0.7
ObjectProperty,andSequence,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.1818; semantic=0.4353; sequence_match=0.2000,False,0.4127,False,top-3 avg score 0.4127 < final_threshold 0.7
ObjectProperty,implies,involved party,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5531; levenshtein=0.2308; semantic=0.4536; sequence_match=0.2000,False,0.4125,False,top-3 avg score 0.4125 < final_threshold 0.7
ObjectProperty,target,activates upon failure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4556; levenshtein=0.1000; semantic=0.4730; sequence_match=0.3077,False,0.4121,False,top-3 avg score 0.4121 < final_threshold 0.7
ObjectProperty,constraint,is activated by failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.2000; semantic=0.4473; sequence_match=0.2667,False,0.4121,False,top-3 avg score 0.4121 < final_threshold 0.7
ObjectProperty,scope,is activated by failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1500; semantic=0.4124; sequence_match=0.2400,False,0.4119,False,top-3 avg score 0.4119 < final_threshold 0.7
ObjectProperty,constraint,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.2000; semantic=0.5656; sequence_match=0.2222,False,0.4117,False,top-3 avg score 0.4117 < final_threshold 0.7
ObjectProperty,partOf,is remedy for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5051; levenshtein=0.1818; semantic=0.4943; sequence_match=0.2353,False,0.4116,False,top-3 avg score 0.4116 < final_threshold 0.7
ObjectProperty,implies,is remedy for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.4441; sequence_match=0.3333,False,0.4111,False,top-3 avg score 0.4111 < final_threshold 0.7
ObjectProperty,remedy,consequence of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.1538; semantic=0.5267; sequence_match=0.2105,False,0.411,False,top-3 avg score 0.4110 < final_threshold 0.7
ObjectProperty,duty,is remedy for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.5184; sequence_match=0.2667,False,0.4107,False,top-3 avg score 0.4107 < final_threshold 0.7
ObjectProperty,assigner,is remedy for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.1818; semantic=0.3764; sequence_match=0.3158,False,0.41,False,top-3 avg score 0.4100 < final_threshold 0.7
ObjectProperty,inheritRelation,is remedy for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5374; levenshtein=0.2667; semantic=0.3850; sequence_match=0.3077,False,0.41,False,top-3 avg score 0.4100 < final_threshold 0.7
