prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has license,has license,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has version,has version,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,is developed by,was developed by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.9267; levenshtein=0.8571; semantic=0.9511; sequence_match=0.8889,False,0.9223,True,selected
ObjectProperty,has specified data input,supports dataset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5651; levenshtein=0.3333; semantic=0.5927; sequence_match=0.3889,False,0.5156,False,top-3 avg score 0.5156 < final_threshold 0.7
ObjectProperty,has clause,has format category,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6176; levenshtein=0.2941; semantic=0.4645; sequence_match=0.4615,False,0.5145,False,top-3 avg score 0.5145 < final_threshold 0.7
ObjectProperty,has license,has collaboration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5375; levenshtein=0.2500; semantic=0.5445; sequence_match=0.4615,False,0.5145,False,top-3 avg score 0.5145 < final_threshold 0.7
ObjectProperty,has function,has development model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5649; levenshtein=0.2632; semantic=0.5768; sequence_match=0.4000,False,0.5139,False,top-3 avg score 0.5139 < final_threshold 0.7
ObjectProperty,uses platform,supports output format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5852; levenshtein=0.3500; semantic=0.4556; sequence_match=0.5000,False,0.5136,False,top-3 avg score 0.5136 < final_threshold 0.7
ObjectProperty,has specified data input,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6302; levenshtein=0.2857; semantic=0.5230; sequence_match=0.3871,False,0.5134,False,top-3 avg score 0.5134 < final_threshold 0.7
ObjectProperty,implements,is published in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6316; levenshtein=0.3077; semantic=0.4737; sequence_match=0.4348,False,0.5134,False,top-3 avg score 0.5134 < final_threshold 0.7
ObjectProperty,is developed by,collaborates with developer,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4633; levenshtein=0.2800; semantic=0.6027; sequence_match=0.4737,False,0.5132,False,top-3 avg score 0.5132 < final_threshold 0.7
ObjectProperty,is software for,provides feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5912; levenshtein=0.1333; semantic=0.5191; sequence_match=0.4286,False,0.513,False,top-3 avg score 0.5130 < final_threshold 0.7
ObjectProperty,has declared status,was created by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6857; levenshtein=0.3529; semantic=0.3641; sequence_match=0.4828,False,0.5109,False,top-3 avg score 0.5109 < final_threshold 0.7
ObjectProperty,has license,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.5213; sequence_match=0.4000,False,0.5108,False,top-3 avg score 0.5108 < final_threshold 0.7
ObjectProperty,has specified data output,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6251; levenshtein=0.2727; semantic=0.5316; sequence_match=0.3750,False,0.5106,False,top-3 avg score 0.5106 < final_threshold 0.7
ObjectProperty,has function,runs on,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4798; levenshtein=0.3636; semantic=0.5792; sequence_match=0.4706,False,0.5099,False,top-3 avg score 0.5099 < final_threshold 0.7
ObjectProperty,has specified data input,has usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6230; levenshtein=0.1905; semantic=0.5610; sequence_match=0.3448,False,0.5096,False,top-3 avg score 0.5096 < final_threshold 0.7
ObjectProperty,has specified data output,has usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6187; levenshtein=0.1818; semantic=0.5760; sequence_match=0.3333,False,0.5093,False,top-3 avg score 0.5093 < final_threshold 0.7
ObjectProperty,has declared status,relates to feature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6044; levenshtein=0.2941; semantic=0.3743; sequence_match=0.5455,False,0.5081,False,top-3 avg score 0.5081 < final_threshold 0.7
ObjectProperty,is software for,has format category,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6665; levenshtein=0.4118; semantic=0.4458; sequence_match=0.2667,False,0.508,False,top-3 avg score 0.5080 < final_threshold 0.7
ObjectProperty,has specified data output,has development activity level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6569; levenshtein=0.2963; semantic=0.4994; sequence_match=0.3673,False,0.5079,False,top-3 avg score 0.5079 < final_threshold 0.7
ObjectProperty,uses software,has help resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.2667; semantic=0.5565; sequence_match=0.4444,False,0.5077,False,top-3 avg score 0.5077 < final_threshold 0.7
ObjectProperty,has specified data output,has version feature usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6623; levenshtein=0.2727; semantic=0.4967; sequence_match=0.3636,False,0.5075,False,top-3 avg score 0.5075 < final_threshold 0.7
ObjectProperty,uses platform,supports task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6528; levenshtein=0.1667; semantic=0.5338; sequence_match=0.3333,False,0.5066,False,top-3 avg score 0.5066 < final_threshold 0.7
ObjectProperty,has output,processes input,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5709; levenshtein=0.2857; semantic=0.6000; sequence_match=0.3478,False,0.5063,False,top-3 avg score 0.5063 < final_threshold 0.7
ObjectProperty,has function,has help resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5434; levenshtein=0.2667; semantic=0.5900; sequence_match=0.3846,False,0.506,False,top-3 avg score 0.5060 < final_threshold 0.7
ObjectProperty,uses software,requires format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6495; levenshtein=0.2143; semantic=0.4832; sequence_match=0.3846,False,0.5058,False,top-3 avg score 0.5058 < final_threshold 0.7
ObjectProperty,has declared status,has version,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6510; levenshtein=0.3529; semantic=0.4203; sequence_match=0.4444,False,0.5053,False,top-3 avg score 0.5053 < final_threshold 0.7
ObjectProperty,has specified data output,supports dataset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5737; levenshtein=0.3182; semantic=0.5628; sequence_match=0.3784,False,0.505,False,top-3 avg score 0.5050 < final_threshold 0.7
ObjectProperty,has clause,was created by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5907; levenshtein=0.3333; semantic=0.4464; sequence_match=0.4762,False,0.5045,False,top-3 avg score 0.5045 < final_threshold 0.7
ObjectProperty,uses software,has version feature usage,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5715; levenshtein=0.3636; semantic=0.5770; sequence_match=0.1765,False,0.504,False,top-3 avg score 0.5040 < final_threshold 0.7
ObjectProperty,has specified data output,has format category,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5945; levenshtein=0.2727; semantic=0.5070; sequence_match=0.4103,False,0.5039,False,top-3 avg score 0.5039 < final_threshold 0.7
ObjectProperty,has license,has development activity level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6154; levenshtein=0.2593; semantic=0.5172; sequence_match=0.3784,False,0.5037,False,top-3 avg score 0.5037 < final_threshold 0.7
ObjectProperty,uses software,has tool usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6111; levenshtein=0.2500; semantic=0.6492; sequence_match=0.2500,False,0.5034,False,top-3 avg score 0.5034 < final_threshold 0.7
ObjectProperty,uses software,has usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5472; levenshtein=0.2500; semantic=0.6611; sequence_match=0.3000,False,0.5028,False,top-3 avg score 0.5028 < final_threshold 0.7
ObjectProperty,has output,has development model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6053; levenshtein=0.2632; semantic=0.5455; sequence_match=0.3571,False,0.5026,False,top-3 avg score 0.5026 < final_threshold 0.7
ObjectProperty,has specified data input,has development activity level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6332; levenshtein=0.2963; semantic=0.4990; sequence_match=0.3750,False,0.5024,False,top-3 avg score 0.5024 < final_threshold 0.7
ObjectProperty,has license,has compatibility,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5375; levenshtein=0.2500; semantic=0.5846; sequence_match=0.3846,False,0.5022,False,top-3 avg score 0.5022 < final_threshold 0.7
ObjectProperty,is developed by,provides feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5912; levenshtein=0.0667; semantic=0.5579; sequence_match=0.3571,False,0.5021,False,top-3 avg score 0.5021 < final_threshold 0.7
ObjectProperty,has specified data input,requires dataset,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5810; levenshtein=0.3333; semantic=0.5906; sequence_match=0.3333,False,0.5016,False,top-3 avg score 0.5016 < final_threshold 0.7
ObjectProperty,has interface,has collaboration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5784; levenshtein=0.2500; semantic=0.5669; sequence_match=0.3571,False,0.5008,False,top-3 avg score 0.5008 < final_threshold 0.7
ObjectProperty,has interface,has development activity level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2593; semantic=0.5088; sequence_match=0.4103,False,0.5008,False,top-3 avg score 0.5008 < final_threshold 0.7
ObjectProperty,uses platform,runs on,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5833; levenshtein=0.1667; semantic=0.5839; sequence_match=0.3333,False,0.5002,False,top-3 avg score 0.5002 < final_threshold 0.7
ObjectProperty,has function,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5929; levenshtein=0.3333; semantic=0.5215; sequence_match=0.3846,False,0.4997,False,top-3 avg score 0.4997 < final_threshold 0.7
ObjectProperty,uses platform,provides feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5881; levenshtein=0.2667; semantic=0.5391; sequence_match=0.3704,False,0.4992,False,top-3 avg score 0.4992 < final_threshold 0.7
ObjectProperty,has interface,has development model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5553; levenshtein=0.2632; semantic=0.5547; sequence_match=0.3871,False,0.4991,False,top-3 avg score 0.4991 < final_threshold 0.7
ObjectProperty,has version,has tool usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.3333; semantic=0.5612; sequence_match=0.3636,False,0.499,False,top-3 avg score 0.4990 < final_threshold 0.7
ObjectProperty,has version,processes input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6381; levenshtein=0.2143; semantic=0.4420; sequence_match=0.4167,False,0.4989,False,top-3 avg score 0.4989 < final_threshold 0.7
ObjectProperty,has specified data output,processes input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5896; levenshtein=0.2273; semantic=0.5177; sequence_match=0.3889,False,0.4987,False,top-3 avg score 0.4987 < final_threshold 0.7
ObjectProperty,has interface,supports input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5553; levenshtein=0.2632; semantic=0.5528; sequence_match=0.3871,False,0.4984,False,top-3 avg score 0.4984 < final_threshold 0.7
ObjectProperty,has output,has development activity level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6314; levenshtein=0.2222; semantic=0.5288; sequence_match=0.3333,False,0.4978,False,top-3 avg score 0.4978 < final_threshold 0.7
ObjectProperty,has input,has export config,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6528; levenshtein=0.3333; semantic=0.4887; sequence_match=0.3478,False,0.4964,False,top-3 avg score 0.4964 < final_threshold 0.7
ObjectProperty,has declared status,has usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6454; levenshtein=0.2941; semantic=0.4439; sequence_match=0.4000,False,0.4964,False,top-3 avg score 0.4964 < final_threshold 0.7
ObjectProperty,has declared status,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6735; levenshtein=0.3529; semantic=0.4450; sequence_match=0.3704,False,0.4963,False,top-3 avg score 0.4963 < final_threshold 0.7
ObjectProperty,implements,is compatible with tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5405; levenshtein=0.3000; semantic=0.5481; sequence_match=0.4000,False,0.4962,False,top-3 avg score 0.4962 < final_threshold 0.7
ObjectProperty,has version,has compatibility,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5375; levenshtein=0.2500; semantic=0.6430; sequence_match=0.3077,False,0.4961,False,top-3 avg score 0.4961 < final_threshold 0.7
ObjectProperty,uses platform,has help resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5667; levenshtein=0.2667; semantic=0.5505; sequence_match=0.3704,False,0.4959,False,top-3 avg score 0.4959 < final_threshold 0.7
ObjectProperty,implements,provides feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.2000; semantic=0.6119; sequence_match=0.3200,False,0.4958,False,top-3 avg score 0.4958 < final_threshold 0.7
ObjectProperty,has version,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6270; levenshtein=0.2667; semantic=0.5396; sequence_match=0.3200,False,0.4955,False,top-3 avg score 0.4955 < final_threshold 0.7
ObjectProperty,uses software,relates to feature,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5556; levenshtein=0.3750; semantic=0.4309; sequence_match=0.5000,False,0.4955,False,top-3 avg score 0.4955 < final_threshold 0.7
ObjectProperty,has specified data input,has version feature usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6341; levenshtein=0.2273; semantic=0.4775; sequence_match=0.3721,False,0.4946,False,top-3 avg score 0.4946 < final_threshold 0.7
ObjectProperty,has function,has development activity level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5912; levenshtein=0.2593; semantic=0.5232; sequence_match=0.3684,False,0.4943,False,top-3 avg score 0.4943 < final_threshold 0.7
ObjectProperty,has specified data input,has export config,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6143; levenshtein=0.2857; semantic=0.4796; sequence_match=0.3889,False,0.4943,False,top-3 avg score 0.4943 < final_threshold 0.7
ObjectProperty,has specified data input,has format category,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5881; levenshtein=0.2381; semantic=0.4734; sequence_match=0.4211,False,0.4942,False,top-3 avg score 0.4942 < final_threshold 0.7
ObjectProperty,uses software,runs on,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1667; semantic=0.5621; sequence_match=0.3333,False,0.4929,False,top-3 avg score 0.4929 < final_threshold 0.7
ObjectProperty,has specified data output,has compatibility,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5932; levenshtein=0.2727; semantic=0.5159; sequence_match=0.3684,False,0.4925,False,top-3 avg score 0.4925 < final_threshold 0.7
ObjectProperty,has format specification,has usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6187; levenshtein=0.2273; semantic=0.5247; sequence_match=0.3333,False,0.4922,False,top-3 avg score 0.4922 < final_threshold 0.7
ObjectProperty,is software for,via format,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5983; levenshtein=0.1538; semantic=0.4234; sequence_match=0.4545,False,0.4921,False,top-3 avg score 0.4921 < final_threshold 0.7
ObjectProperty,uses software,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.0833; semantic=0.5394; sequence_match=0.3636,False,0.4917,False,top-3 avg score 0.4917 < final_threshold 0.7
ObjectProperty,has interface,provides feature,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6083; levenshtein=0.2667; semantic=0.6001; sequence_match=0.2222,False,0.4917,False,top-3 avg score 0.4917 < final_threshold 0.7
ObjectProperty,has version,has development activity level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6154; levenshtein=0.2222; semantic=0.5337; sequence_match=0.3243,False,0.4912,False,top-3 avg score 0.4912 < final_threshold 0.7
ObjectProperty,has output,produces export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5709; levenshtein=0.2143; semantic=0.6402; sequence_match=0.2609,False,0.4907,False,top-3 avg score 0.4907 < final_threshold 0.7
ObjectProperty,is software for,has usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6026; levenshtein=0.2308; semantic=0.4859; sequence_match=0.3810,False,0.4898,False,top-3 avg score 0.4898 < final_threshold 0.7
ObjectProperty,has interface,performs task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.0833; semantic=0.5800; sequence_match=0.3333,False,0.4896,False,top-3 avg score 0.4896 < final_threshold 0.7
ObjectProperty,has specified data output,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6535; levenshtein=0.3182; semantic=0.4910; sequence_match=0.3243,False,0.4896,False,top-3 avg score 0.4896 < final_threshold 0.7
ObjectProperty,has interface,was created by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6746; levenshtein=0.1667; semantic=0.4604; sequence_match=0.3333,False,0.4894,False,top-3 avg score 0.4894 < final_threshold 0.7
ObjectProperty,is software for,supports output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5885; levenshtein=0.2500; semantic=0.4527; sequence_match=0.4242,False,0.4885,False,top-3 avg score 0.4885 < final_threshold 0.7
ObjectProperty,uses platform,supports dataset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6083; levenshtein=0.2000; semantic=0.5604; sequence_match=0.2963,False,0.4884,False,top-3 avg score 0.4884 < final_threshold 0.7
ObjectProperty,has output,has license,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.3000; semantic=0.6033; sequence_match=0.3158,False,0.4878,False,top-3 avg score 0.4878 < final_threshold 0.7
ObjectProperty,has declared status,has software type,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.6728; levenshtein=0.3529; semantic=0.3318; sequence_match=0.4375,False,0.4877,False,top-3 avg score 0.4877 < final_threshold 0.7
ObjectProperty,has specified data input,has software type,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6615; levenshtein=0.3333; semantic=0.4669; sequence_match=0.3333,False,0.4873,False,top-3 avg score 0.4873 < final_threshold 0.7
ObjectProperty,has specified data input,is published in,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6485; levenshtein=0.2857; semantic=0.4002; sequence_match=0.4118,False,0.4868,False,top-3 avg score 0.4868 < final_threshold 0.7
ObjectProperty,has specified data output,requires dataset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5737; levenshtein=0.3182; semantic=0.5623; sequence_match=0.3243,False,0.4868,False,top-3 avg score 0.4868 < final_threshold 0.7
ObjectProperty,uses platform,relates to feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5972; levenshtein=0.2500; semantic=0.4335; sequence_match=0.4286,False,0.4864,False,top-3 avg score 0.4864 < final_threshold 0.7
ObjectProperty,has license,is implemented in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2667; semantic=0.5035; sequence_match=0.4000,False,0.4864,False,top-3 avg score 0.4864 < final_threshold 0.7
ObjectProperty,is software for,is compatible with tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5885; levenshtein=0.3000; semantic=0.5056; sequence_match=0.3636,False,0.4859,False,top-3 avg score 0.4859 < final_threshold 0.7
ObjectProperty,has specified data output,has help resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6404; levenshtein=0.3182; semantic=0.4909; sequence_match=0.3243,False,0.4852,False,top-3 avg score 0.4852 < final_threshold 0.7
ObjectProperty,has specified data input,can process output of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5904; levenshtein=0.1905; semantic=0.5059; sequence_match=0.3590,False,0.4851,False,top-3 avg score 0.4851 < final_threshold 0.7
ObjectProperty,has declared status,has tool usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6174; levenshtein=0.3529; semantic=0.4225; sequence_match=0.4138,False,0.4846,False,top-3 avg score 0.4846 < final_threshold 0.7
ObjectProperty,has specified data output,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6379; levenshtein=0.2273; semantic=0.5031; sequence_match=0.3125,False,0.4845,False,top-3 avg score 0.4845 < final_threshold 0.7
ObjectProperty,uses platform,has version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.1667; semantic=0.5564; sequence_match=0.3636,False,0.4845,False,top-3 avg score 0.4845 < final_threshold 0.7
ObjectProperty,has format specification,performs task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6293; levenshtein=0.2727; semantic=0.4702; sequence_match=0.3529,False,0.4842,False,top-3 avg score 0.4842 < final_threshold 0.7
ObjectProperty,has specified data input,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.2857; semantic=0.4851; sequence_match=0.3226,False,0.4838,False,top-3 avg score 0.4838 < final_threshold 0.7
ObjectProperty,has input,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.2667; semantic=0.5144; sequence_match=0.3478,False,0.4837,False,top-3 avg score 0.4837 < final_threshold 0.7
ObjectProperty,has format specification,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5775; levenshtein=0.2273; semantic=0.4923; sequence_match=0.3750,False,0.4816,False,top-3 avg score 0.4816 < final_threshold 0.7
ObjectProperty,has format specification,has version feature usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5859; levenshtein=0.2273; semantic=0.4952; sequence_match=0.3636,False,0.4816,False,top-3 avg score 0.4816 < final_threshold 0.7
ObjectProperty,uses software,produces export,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5992; levenshtein=0.1429; semantic=0.4605; sequence_match=0.3846,False,0.4814,False,top-3 avg score 0.4814 < final_threshold 0.7
ObjectProperty,has format specification,is compatible with tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6318; levenshtein=0.3182; semantic=0.4314; sequence_match=0.3810,False,0.4814,False,top-3 avg score 0.4814 < final_threshold 0.7
ObjectProperty,has format specification,has help resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5956; levenshtein=0.2273; semantic=0.5228; sequence_match=0.3243,False,0.4809,False,top-3 avg score 0.4809 < final_threshold 0.7
ObjectProperty,uses software,processes input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5992; levenshtein=0.2143; semantic=0.5350; sequence_match=0.3077,False,0.4806,False,top-3 avg score 0.4806 < final_threshold 0.7
ObjectProperty,uses platform,produces export,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5516; levenshtein=0.2143; semantic=0.4284; sequence_match=0.4615,False,0.4805,False,top-3 avg score 0.4805 < final_threshold 0.7
ObjectProperty,has interface,has export config,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6500; levenshtein=0.2667; semantic=0.4943; sequence_match=0.2963,False,0.4802,False,top-3 avg score 0.4802 < final_threshold 0.7
ObjectProperty,is developed by,has help resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5731; levenshtein=0.2000; semantic=0.5098; sequence_match=0.3571,False,0.48,False,top-3 avg score 0.4800 < final_threshold 0.7
ObjectProperty,has interface,relates to feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2500; semantic=0.5266; sequence_match=0.3571,False,0.4798,False,top-3 avg score 0.4798 < final_threshold 0.7
ObjectProperty,has declared status,supports task,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6174; levenshtein=0.2941; semantic=0.4078; sequence_match=0.4138,False,0.4797,False,top-3 avg score 0.4797 < final_threshold 0.7
ObjectProperty,has declared status,has development model,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5936; levenshtein=0.3684; semantic=0.4005; sequence_match=0.4444,False,0.4795,False,top-3 avg score 0.4795 < final_threshold 0.7
ObjectProperty,implements,has development model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6154; levenshtein=0.2632; semantic=0.4782; sequence_match=0.3448,False,0.4795,False,top-3 avg score 0.4795 < final_threshold 0.7
ObjectProperty,has clause,has development activity level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6314; levenshtein=0.2222; semantic=0.4731; sequence_match=0.3333,False,0.4793,False,top-3 avg score 0.4793 < final_threshold 0.7
ObjectProperty,has version,was developed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5524; levenshtein=0.2857; semantic=0.4682; sequence_match=0.4167,False,0.4791,False,top-3 avg score 0.4791 < final_threshold 0.7
ObjectProperty,has specified data input,is implemented in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5810; levenshtein=0.2381; semantic=0.4645; sequence_match=0.3889,False,0.4781,False,top-3 avg score 0.4781 < final_threshold 0.7
ObjectProperty,has interface,can process output of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5622; levenshtein=0.1111; semantic=0.5364; sequence_match=0.3333,False,0.4773,False,top-3 avg score 0.4773 < final_threshold 0.7
ObjectProperty,has specified data output,provides feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6404; levenshtein=0.2273; semantic=0.5208; sequence_match=0.2703,False,0.4772,False,top-3 avg score 0.4772 < final_threshold 0.7
ObjectProperty,has specified data input,provides feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6476; levenshtein=0.1905; semantic=0.5050; sequence_match=0.2778,False,0.4768,False,top-3 avg score 0.4768 < final_threshold 0.7
ObjectProperty,has specified data output,has collaboration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5831; levenshtein=0.2727; semantic=0.4786; sequence_match=0.3684,False,0.4767,False,top-3 avg score 0.4767 < final_threshold 0.7
ObjectProperty,has license,has export config,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6111; levenshtein=0.3333; semantic=0.4812; sequence_match=0.3200,False,0.4752,False,top-3 avg score 0.4752 < final_threshold 0.7
ObjectProperty,has function,is implemented in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5293; levenshtein=0.1333; semantic=0.5079; sequence_match=0.3846,False,0.4739,False,top-3 avg score 0.4739 < final_threshold 0.7
ObjectProperty,has license,is published in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5205; levenshtein=0.2308; semantic=0.4658; sequence_match=0.4348,False,0.4737,False,top-3 avg score 0.4737 < final_threshold 0.7
ObjectProperty,has specified data output,has tool usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5862; levenshtein=0.2273; semantic=0.5394; sequence_match=0.2941,False,0.4732,False,top-3 avg score 0.4732 < final_threshold 0.7
ObjectProperty,has format specification,has tool usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5934; levenshtein=0.2727; semantic=0.4728; sequence_match=0.3529,False,0.4731,False,top-3 avg score 0.4731 < final_threshold 0.7
ObjectProperty,implements,performs task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.1667; semantic=0.6399; sequence_match=0.2727,False,0.4727,False,top-3 avg score 0.4727 < final_threshold 0.7
ObjectProperty,has input,has development activity level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6019; levenshtein=0.1852; semantic=0.5277; sequence_match=0.2857,False,0.4717,False,top-3 avg score 0.4717 < final_threshold 0.7
ObjectProperty,uses platform,is compatible with tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6056; levenshtein=0.2500; semantic=0.4967; sequence_match=0.3125,False,0.4716,False,top-3 avg score 0.4716 < final_threshold 0.7
ObjectProperty,uses software,supports dataset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6083; levenshtein=0.2667; semantic=0.5055; sequence_match=0.2963,False,0.4701,False,top-3 avg score 0.4701 < final_threshold 0.7
ObjectProperty,has clause,has development model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5396; levenshtein=0.2632; semantic=0.5128; sequence_match=0.3571,False,0.4698,False,top-3 avg score 0.4698 < final_threshold 0.7
