gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Region,Region,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Vintage,Vintage,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
wine,Wine,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
WineColor,Red Wine Color,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8426; levenshtein=0.7500; semantic=0.9478; sequence_match=0.8571,False,0.8825,True,selected
RedBordeaux,Merlot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4798; levenshtein=0.1818; semantic=0.6882; sequence_match=0.2353,False,0.4678,False,top-3 avg score 0.4678 < final_threshold 0.6
WineGrape,Merlot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5185; levenshtein=0.2222; semantic=0.6170; sequence_match=0.2667,False,0.4674,False,top-3 avg score 0.4674 < final_threshold 0.6
WineDescriptor,Grape Variety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5246; levenshtein=0.2857; semantic=0.5671; sequence_match=0.3077,False,0.4665,False,top-3 avg score 0.4665 < final_threshold 0.6
WineColor,Cabernet Sauvignon,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4766; levenshtein=0.1765; semantic=0.6828; sequence_match=0.2308,False,0.4634,False,top-3 avg score 0.4634 < final_threshold 0.6
WhiteBordeaux,Body,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5513; levenshtein=0.2308; semantic=0.4851; sequence_match=0.3529,False,0.4631,False,top-3 avg score 0.4631 < final_threshold 0.6
WineColor,Bordeaux Wine,semantic+sequence_match+jaro_winkler,jaro_winkler=0.2963; levenshtein=0.0833; semantic=0.7103; sequence_match=0.3810,False,0.4625,False,top-3 avg score 0.4625 < final_threshold 0.6
WhiteWine,Cabernet Sauvignon,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4832; levenshtein=0.1765; semantic=0.6729; sequence_match=0.2308,False,0.4623,False,top-3 avg score 0.4623 < final_threshold 0.6
WhiteBordeaux,Cabernet Franc,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5299; levenshtein=0.0769; semantic=0.6262; sequence_match=0.2308,False,0.4623,False,top-3 avg score 0.4623 < final_threshold 0.6
Zinfandel,Bordeaux Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.0833; semantic=0.6737; sequence_match=0.2857,False,0.4618,False,top-3 avg score 0.4618 < final_threshold 0.6
VintageYear,Cabernet Franc,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5821; levenshtein=0.1538; semantic=0.5511; sequence_match=0.2500,False,0.4611,False,top-3 avg score 0.4611 < final_threshold 0.6
WineFlavor,Vintage Quality,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5524; levenshtein=0.2857; semantic=0.4934; sequence_match=0.3333,False,0.4597,False,top-3 avg score 0.4597 < final_threshold 0.6
WineBody,Grape Variety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.6068; sequence_match=0.3000,False,0.4597,False,top-3 avg score 0.4597 < final_threshold 0.6
Region,Grape Variety,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.4580; sequence_match=0.3333,False,0.4582,False,top-3 avg score 0.4582 < final_threshold 0.6
WhiteBordeaux,Merlot,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5748; levenshtein=0.1538; semantic=0.6459; sequence_match=0.1053,False,0.4582,False,top-3 avg score 0.4582 < final_threshold 0.6
WineTaste,Grape Variety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.2500; semantic=0.6603; sequence_match=0.2857,False,0.4573,False,top-3 avg score 0.4573 < final_threshold 0.6
Region,Cabernet Sauvignon,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4477; levenshtein=0.2941; semantic=0.4858; sequence_match=0.4348,False,0.4561,False,top-3 avg score 0.4561 < final_threshold 0.6
VintageYear,Cabernet Sauvignon,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5399; levenshtein=0.1765; semantic=0.6073; sequence_match=0.2143,False,0.4538,False,top-3 avg score 0.4538 < final_threshold 0.6
WineColor,Cabernet Franc,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.1538; semantic=0.5877; sequence_match=0.2727,False,0.4537,False,top-3 avg score 0.4537 < final_threshold 0.6
WineDescriptor,Merlot,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.2143; semantic=0.4883; sequence_match=0.3000,False,0.4533,False,top-3 avg score 0.4533 < final_threshold 0.6
WineDescriptor,Vintage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5263; sequence_match=0.2857,False,0.4532,False,top-3 avg score 0.4532 < final_threshold 0.6
WineBody,Merlot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1250; semantic=0.5460; sequence_match=0.2857,False,0.4532,False,top-3 avg score 0.4532 < final_threshold 0.6
wine,Region,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.1667; semantic=0.5108; sequence_match=0.4000,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.6
WineTaste,Merlot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5185; levenshtein=0.2222; semantic=0.5697; sequence_match=0.2667,False,0.4516,False,top-3 avg score 0.4516 < final_threshold 0.6
wine,Grape Variety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.0833; semantic=0.6511; sequence_match=0.2500,False,0.4485,False,top-3 avg score 0.4485 < final_threshold 0.6
RedBordeaux,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.5417; sequence_match=0.3333,False,0.4437,False,top-3 avg score 0.4437 < final_threshold 0.6
WineFlavor,Bordeaux Grapes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5048; levenshtein=0.1429; semantic=0.6578; sequence_match=0.1667,False,0.4431,False,top-3 avg score 0.4431 < final_threshold 0.6
WineFlavor,Grape Variety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4944; levenshtein=0.0833; semantic=0.6496; sequence_match=0.1818,False,0.4419,False,top-3 avg score 0.4419 < final_threshold 0.6
wine,Cabernet Sauvignon,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3725; levenshtein=0.1176; semantic=0.7610; sequence_match=0.1905,False,0.4413,False,top-3 avg score 0.4413 < final_threshold 0.6
WineSugar,Grape Variety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.0833; semantic=0.6214; sequence_match=0.2857,False,0.4413,False,top-3 avg score 0.4413 < final_threshold 0.6
Zinfandel,Wine Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.2222; semantic=0.5535; sequence_match=0.2963,False,0.4407,False,top-3 avg score 0.4407 < final_threshold 0.6
Zinfandel,Cabernet Sauvignon,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3922; levenshtein=0.1176; semantic=0.6932; sequence_match=0.2308,False,0.4387,False,top-3 avg score 0.4387 < final_threshold 0.6
WineBody,Cabernet Sauvignon,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4060; levenshtein=0.1176; semantic=0.6676; sequence_match=0.2400,False,0.4379,False,top-3 avg score 0.4379 < final_threshold 0.6
WineGrape,Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5370; levenshtein=0.2222; semantic=0.5035; sequence_match=0.2667,False,0.4357,False,top-3 avg score 0.4357 < final_threshold 0.6
Region,Merlot,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5556; levenshtein=0.3333; semantic=0.4168; sequence_match=0.3333,False,0.4352,False,top-3 avg score 0.4352 < final_threshold 0.6
WhiteWine,Grape Variety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.5836; sequence_match=0.1905,False,0.434,False,top-3 avg score 0.4340 < final_threshold 0.6
Bordeaux,Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.6715; sequence_match=0.1667,False,0.4322,False,top-3 avg score 0.4322 < final_threshold 0.6
VintageYear,Bordeaux Grapes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5469; levenshtein=0.1429; semantic=0.5064; sequence_match=0.2400,False,0.4311,False,top-3 avg score 0.4311 < final_threshold 0.6
WhiteBordeaux,Grape Variety,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4637; levenshtein=0.2308; semantic=0.5967; sequence_match=0.1600,False,0.4304,False,top-3 avg score 0.4304 < final_threshold 0.6
Vintage,Cabernet Franc,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.2308; semantic=0.5310; sequence_match=0.3000,False,0.4303,False,top-3 avg score 0.4303 < final_threshold 0.6
WhiteBordeaux,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.1538; semantic=0.5303; sequence_match=0.3000,False,0.43,False,top-3 avg score 0.4300 < final_threshold 0.6
Bordeaux,Merlot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.1250; semantic=0.6312; sequence_match=0.1429,False,0.4293,False,top-3 avg score 0.4293 < final_threshold 0.6
wine,Merlot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0000; semantic=0.6155; sequence_match=0.2000,False,0.4292,False,top-3 avg score 0.4292 < final_threshold 0.6
WineSugar,Cabernet Franc,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4174; levenshtein=0.2308; semantic=0.5974; sequence_match=0.2727,False,0.4292,False,top-3 avg score 0.4292 < final_threshold 0.6
Bordeaux,Grape Variety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1667; semantic=0.5562; sequence_match=0.3000,False,0.4289,False,top-3 avg score 0.4289 < final_threshold 0.6
WineBody,Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1250; semantic=0.4453; sequence_match=0.2857,False,0.4289,False,top-3 avg score 0.4289 < final_threshold 0.6
Vintage,White Wine Color,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.1429; semantic=0.4652; sequence_match=0.2857,False,0.4289,False,top-3 avg score 0.4289 < final_threshold 0.6
WineBody,Bordeaux Grapes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0714; semantic=0.5803; sequence_match=0.2727,False,0.4272,False,top-3 avg score 0.4272 < final_threshold 0.6
WineTaste,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.5285; sequence_match=0.2500,False,0.427,False,top-3 avg score 0.4270 < final_threshold 0.6
WineColor,Grape Variety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4630; levenshtein=0.0833; semantic=0.6253; sequence_match=0.1905,False,0.4262,False,top-3 avg score 0.4262 < final_threshold 0.6
WineDescriptor,Cabernet Franc,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5366; levenshtein=0.1429; semantic=0.5144; sequence_match=0.2222,False,0.4244,False,top-3 avg score 0.4244 < final_threshold 0.6
WhiteWine,Cabernet Franc,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4174; levenshtein=0.1538; semantic=0.5821; sequence_match=0.2727,False,0.4241,False,top-3 avg score 0.4241 < final_threshold 0.6
wine,Cabernet Franc,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3846; levenshtein=0.1538; semantic=0.6491; sequence_match=0.2353,False,0.423,False,top-3 avg score 0.4230 < final_threshold 0.6
Vintage,Cabernet Sauvignon,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4356; levenshtein=0.2353; semantic=0.5831; sequence_match=0.2500,False,0.4229,False,top-3 avg score 0.4229 < final_threshold 0.6
RedBordeaux,Wine Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5108; levenshtein=0.1667; semantic=0.5503; sequence_match=0.2069,False,0.4227,False,top-3 avg score 0.4227 < final_threshold 0.6
RedBordeaux,Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.6875; sequence_match=0.1333,False,0.4226,False,top-3 avg score 0.4226 < final_threshold 0.6
RedWine,Vintage Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.5428; sequence_match=0.2857,False,0.4217,False,top-3 avg score 0.4217 < final_threshold 0.6
VintageYear,Bordeaux Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3965; levenshtein=0.0833; semantic=0.6014; sequence_match=0.2609,False,0.4196,False,top-3 avg score 0.4196 < final_threshold 0.6
Vintage,Red Wine Color,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.4943; sequence_match=0.3158,False,0.4195,False,top-3 avg score 0.4195 < final_threshold 0.6
WineSugar,Merlot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.1111; semantic=0.5523; sequence_match=0.2667,False,0.415,False,top-3 avg score 0.4150 < final_threshold 0.6
WineColor,Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5370; levenshtein=0.2222; semantic=0.4353; sequence_match=0.2667,False,0.413,False,top-3 avg score 0.4130 < final_threshold 0.6
Zinfandel,Bordeaux Grapes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.1429; semantic=0.6572; sequence_match=0.1739,False,0.4119,False,top-3 avg score 0.4119 < final_threshold 0.6
Vintage,Region,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.0000; semantic=0.4866; sequence_match=0.3077,False,0.4103,False,top-3 avg score 0.4103 < final_threshold 0.6
Zinfandel,Grape Variety,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4630; levenshtein=0.1667; semantic=0.5752; sequence_match=0.1905,False,0.4095,False,top-3 avg score 0.4095 < final_threshold 0.6
WineFlavor,Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.2000; semantic=0.4470; sequence_match=0.2500,False,0.4064,False,top-3 avg score 0.4064 < final_threshold 0.6
WhiteWine,Bordeaux Grapes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4550; levenshtein=0.1429; semantic=0.5877; sequence_match=0.1739,False,0.4055,False,top-3 avg score 0.4055 < final_threshold 0.6
WineBody,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.0000; semantic=0.5269; sequence_match=0.2667,False,0.4054,False,top-3 avg score 0.4054 < final_threshold 0.6
wine,Bordeaux Grapes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.0714; semantic=0.6622; sequence_match=0.1111,False,0.4046,False,top-3 avg score 0.4046 < final_threshold 0.6
wine,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.5646; sequence_match=0.1818,False,0.4036,False,top-3 avg score 0.4036 < final_threshold 0.6
Vintage,Bordeaux Grapes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.2143; semantic=0.4880; sequence_match=0.2857,False,0.4034,False,top-3 avg score 0.4034 < final_threshold 0.6
Region,Cabernet Franc,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4658; levenshtein=0.2308; semantic=0.4276; sequence_match=0.3158,False,0.4031,False,top-3 avg score 0.4031 < final_threshold 0.6
WineTaste,Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1111; semantic=0.4392; sequence_match=0.2667,False,0.402,False,top-3 avg score 0.4020 < final_threshold 0.6
Zinfandel,Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.1111; semantic=0.4173; sequence_match=0.2667,False,0.4008,False,top-3 avg score 0.4008 < final_threshold 0.6
WineSugar,Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1111; semantic=0.4287; sequence_match=0.2667,False,0.3984,False,top-3 avg score 0.3984 < final_threshold 0.6
RedWine,Body,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.5488; sequence_match=0.1818,False,0.3983,False,top-3 avg score 0.3983 < final_threshold 0.6
VintageYear,Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4798; levenshtein=0.0909; semantic=0.4760; sequence_match=0.2353,False,0.397,False,top-3 avg score 0.3970 < final_threshold 0.6
Vintage,Bordeaux Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3175; levenshtein=0.1667; semantic=0.5565; sequence_match=0.3158,False,0.3966,False,top-3 avg score 0.3966 < final_threshold 0.6
WineColor,Bordeaux Grapes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.1429; semantic=0.6107; sequence_match=0.1739,False,0.3965,False,top-3 avg score 0.3965 < final_threshold 0.6
Vintage,Merlot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.0000; semantic=0.5990; sequence_match=0.1538,False,0.3964,False,top-3 avg score 0.3964 < final_threshold 0.6
WineBody,Cabernet Franc,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.1538; semantic=0.5729; sequence_match=0.1905,False,0.3958,False,top-3 avg score 0.3958 < final_threshold 0.6
RedBordeaux,White Wine Color,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3846; levenshtein=0.0714; semantic=0.5627; sequence_match=0.2400,False,0.3958,False,top-3 avg score 0.3958 < final_threshold 0.6
WhiteBordeaux,Vintage Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.0714; semantic=0.5150; sequence_match=0.1481,False,0.3923,False,top-3 avg score 0.3923 < final_threshold 0.6
Region,Bordeaux Grapes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4841; levenshtein=0.2143; semantic=0.3923; sequence_match=0.3000,False,0.3921,False,top-3 avg score 0.3921 < final_threshold 0.6
Bordeaux,Red Wine Color,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.0833; semantic=0.5448; sequence_match=0.2000,False,0.3918,False,top-3 avg score 0.3918 < final_threshold 0.6
WineDescriptor,Bordeaux Grapes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.1429; semantic=0.5193; sequence_match=0.2143,False,0.3905,False,top-3 avg score 0.3905 < final_threshold 0.6
Bordeaux,Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.1250; semantic=0.5122; sequence_match=0.1429,False,0.3897,False,top-3 avg score 0.3897 < final_threshold 0.6
Vintage,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.5957; sequence_match=0.1429,False,0.389,False,top-3 avg score 0.3890 < final_threshold 0.6
RedWine,Merlot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3730; levenshtein=0.1429; semantic=0.6378; sequence_match=0.1538,False,0.3882,False,top-3 avg score 0.3882 < final_threshold 0.6
WhiteWine,Vintage Quality,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5042; levenshtein=0.2143; semantic=0.4414; sequence_match=0.1739,False,0.3866,False,top-3 avg score 0.3866 < final_threshold 0.6
WhiteWine,Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.2222; semantic=0.3924; sequence_match=0.2667,False,0.3863,False,top-3 avg score 0.3863 < final_threshold 0.6
Region,Wine Characteristic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4630; levenshtein=0.1667; semantic=0.4453; sequence_match=0.2500,False,0.3861,False,top-3 avg score 0.3861 < final_threshold 0.6
Region,Wine,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.1667; semantic=0.5108; sequence_match=0.2000,False,0.3851,False,top-3 avg score 0.3851 < final_threshold 0.6
Region,Vintage Quality,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4841; levenshtein=0.1429; semantic=0.4597; sequence_match=0.2000,False,0.3813,False,top-3 avg score 0.3813 < final_threshold 0.6
Bordeaux,Vintage Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4187; levenshtein=0.1429; semantic=0.5424; sequence_match=0.1818,False,0.3809,False,top-3 avg score 0.3809 < final_threshold 0.6
VintageYear,Merlot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4192; levenshtein=0.0909; semantic=0.5974; sequence_match=0.1176,False,0.3781,False,top-3 avg score 0.3781 < final_threshold 0.6
WineGrape,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.0000; semantic=0.5828; sequence_match=0.1250,False,0.3753,False,top-3 avg score 0.3753 < final_threshold 0.6
VintageYear,Body,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.5440; sequence_match=0.1333,False,0.3748,False,top-3 avg score 0.3748 < final_threshold 0.6
RedWine,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.5465; sequence_match=0.1429,False,0.3726,False,top-3 avg score 0.3726 < final_threshold 0.6
WineDescriptor,Region,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4603; levenshtein=0.2143; semantic=0.4359; sequence_match=0.2000,False,0.3702,False,top-3 avg score 0.3702 < final_threshold 0.6
WhiteBordeaux,Region,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4658; levenshtein=0.0769; semantic=0.4319; sequence_match=0.2105,False,0.3694,False,top-3 avg score 0.3694 < final_threshold 0.6
WineDescriptor,Bouquet,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4762; levenshtein=0.1429; semantic=0.4385; sequence_match=0.1905,False,0.3684,False,top-3 avg score 0.3684 < final_threshold 0.6
RedBordeaux,Vintage Quality,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3846; levenshtein=0.0714; semantic=0.5493; sequence_match=0.1600,False,0.3646,False,top-3 avg score 0.3646 < final_threshold 0.6
Bordeaux,Wine Characteristic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4028; levenshtein=0.1111; semantic=0.5328; sequence_match=0.1538,False,0.3631,False,top-3 avg score 0.3631 < final_threshold 0.6
Bordeaux,Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.1250; semantic=0.6070; sequence_match=0.1333,False,0.3619,False,top-3 avg score 0.3619 < final_threshold 0.6
Region,Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.0000; semantic=0.4866; sequence_match=0.1538,False,0.359,False,top-3 avg score 0.3590 < final_threshold 0.6
WineFlavor,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4143; levenshtein=0.0000; semantic=0.5434; sequence_match=0.1176,False,0.3584,False,top-3 avg score 0.3584 < final_threshold 0.6
Bordeaux,White Wine Color,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3988; levenshtein=0.0714; semantic=0.4860; sequence_match=0.1818,False,0.3555,False,top-3 avg score 0.3555 < final_threshold 0.6
Region,White Wine Color,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4841; levenshtein=0.2143; semantic=0.3555; sequence_match=0.1000,False,0.3513,False,top-3 avg score 0.3513 < final_threshold 0.6
RedBordeaux,Vintage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3225; levenshtein=0.0909; semantic=0.6172; sequence_match=0.1111,False,0.3503,False,top-3 avg score 0.3503 < final_threshold 0.6
WineColor,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.0000; semantic=0.4955; sequence_match=0.1250,False,0.3462,False,top-3 avg score 0.3462 < final_threshold 0.6
Zinfandel,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.1111; semantic=0.4950; sequence_match=0.1250,False,0.346,False,top-3 avg score 0.3460 < final_threshold 0.6
WhiteWine,Merlot,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3519; levenshtein=0.1111; semantic=0.5407; sequence_match=0.1333,False,0.342,False,top-3 avg score 0.3420 < final_threshold 0.6
WineDescriptor,Body,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.0714; semantic=0.4590; sequence_match=0.1111,False,0.3369,False,top-3 avg score 0.3369 < final_threshold 0.6
VintageYear,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3225; levenshtein=0.0909; semantic=0.5518; sequence_match=0.1111,False,0.3285,False,top-3 avg score 0.3285 < final_threshold 0.6
WineSugar,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3360; levenshtein=0.1111; semantic=0.5213; sequence_match=0.1250,False,0.3274,False,top-3 avg score 0.3274 < final_threshold 0.6
WhiteWine,Bouquet,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3360; levenshtein=0.0000; semantic=0.5027; sequence_match=0.1250,False,0.3212,False,top-3 avg score 0.3212 < final_threshold 0.6
Zinfandel,Merlot,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6214; sequence_match=0.2667,False,0.296,False,top-3 avg score 0.2960 < final_threshold 0.6
WineColor,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1111; semantic=0.4833; sequence_match=0.1538,False,0.2494,False,top-3 avg score 0.2494 < final_threshold 0.6
Zinfandel,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1111; semantic=0.4756; sequence_match=0.1538,False,0.2468,False,top-3 avg score 0.2468 < final_threshold 0.6
Region,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5090; sequence_match=0.2000,False,0.2363,False,top-3 avg score 0.2363 < final_threshold 0.6
WineFlavor,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4833; sequence_match=0.1429,False,0.2087,False,top-3 avg score 0.2087 < final_threshold 0.6
Region,Bouquet,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4716; sequence_match=0.1538,False,0.2085,False,top-3 avg score 0.2085 < final_threshold 0.6
Vintage,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5810; sequence_match=0.0000,False,0.1937,False,top-3 avg score 0.1937 < final_threshold 0.6
wine,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5584; sequence_match=0.0000,False,0.1861,False,top-3 avg score 0.1861 < final_threshold 0.6
WineGrape,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5376; sequence_match=0.0000,False,0.1792,False,top-3 avg score 0.1792 < final_threshold 0.6
WineTaste,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5149; sequence_match=0.0000,False,0.1716,False,top-3 avg score 0.1716 < final_threshold 0.6
WineSugar,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4834; sequence_match=0.0000,False,0.1611,False,top-3 avg score 0.1611 < final_threshold 0.6
WhiteWine,Body,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4313; sequence_match=0.0000,False,0.1438,False,top-3 avg score 0.1438 < final_threshold 0.6
