role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,hasduty,hasduty,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasconstraint,hasconstraint,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,consequence,hasconsequence,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8680; levenshtein=0.7857; semantic=0.9272; sequence_match=0.8800,False,0.8917,True,selected
property,hasoperator,satisfiesconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5254; levenshtein=0.2632; semantic=0.5339; sequence_match=0.4000,False,0.4864,False,top-3 avg score 0.4864 < final_threshold 0.6
property,haspermission,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5531; levenshtein=0.2308; semantic=0.6055; sequence_match=0.3000,False,0.4862,False,top-3 avg score 0.4862 < final_threshold 0.6
property,inheritsfrom,ispartyto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5926; levenshtein=0.3333; semantic=0.4847; sequence_match=0.3810,False,0.4861,False,top-3 avg score 0.4861 < final_threshold 0.6
property,assignee,isconsequenceof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6611; levenshtein=0.2667; semantic=0.4492; sequence_match=0.3478,False,0.4861,False,top-3 avg score 0.4861 < final_threshold 0.6
property,consequence,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.3077; semantic=0.5613; sequence_match=0.4167,False,0.4859,False,top-3 avg score 0.4859 < final_threshold 0.6
property,assigner,containsconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5676; levenshtein=0.2222; semantic=0.5032; sequence_match=0.3846,False,0.4851,False,top-3 avg score 0.4851 < final_threshold 0.6
property,hasoperator,istypeof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.2727; semantic=0.4934; sequence_match=0.4211,False,0.4841,False,top-3 avg score 0.4841 < final_threshold 0.6
property,obligation,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.1000; semantic=0.7193; sequence_match=0.2353,False,0.4833,False,top-3 avg score 0.4833 < final_threshold 0.6
property,hasprohibition,specifiesduty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5806; levenshtein=0.1429; semantic=0.4970; sequence_match=0.3704,False,0.4826,False,top-3 avg score 0.4826 < final_threshold 0.6
property,hasaction,ispartyto,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5463; levenshtein=0.2222; semantic=0.5671; sequence_match=0.3333,False,0.4822,False,top-3 avg score 0.4822 < final_threshold 0.6
property,function,hasconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6261; levenshtein=0.2308; semantic=0.5322; sequence_match=0.2857,False,0.4813,False,top-3 avg score 0.4813 < final_threshold 0.6
property,relation,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5492; levenshtein=0.2727; semantic=0.5766; sequence_match=0.3158,False,0.4806,False,top-3 avg score 0.4806 < final_threshold 0.6
property,inheritrelation,containsconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5519; levenshtein=0.1667; semantic=0.5224; sequence_match=0.3636,False,0.4793,False,top-3 avg score 0.4793 < final_threshold 0.6
property,consequence,containsconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.2222; semantic=0.5218; sequence_match=0.3448,False,0.4791,False,top-3 avg score 0.4791 < final_threshold 0.6
property,partof,hasright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4802; sequence_match=0.4286,False,0.4789,False,top-3 avg score 0.4789 < final_threshold 0.6
property,operand,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.3077; semantic=0.5766; sequence_match=0.4000,False,0.4788,False,top-3 avg score 0.4788 < final_threshold 0.6
property,haspermission,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.3077; semantic=0.4520; sequence_match=0.3810,False,0.4787,False,top-3 avg score 0.4787 < final_threshold 0.6
property,hasprohibition,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6151; levenshtein=0.2857; semantic=0.4557; sequence_match=0.3636,False,0.4782,False,top-3 avg score 0.4782 < final_threshold 0.6
property,hasprohibition,satisfiesconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5392; levenshtein=0.2105; semantic=0.5918; sequence_match=0.3030,False,0.4780,False,top-3 avg score 0.4780 < final_threshold 0.6
property,andsequence,isexclusive,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5758; levenshtein=0.1818; semantic=0.4942; sequence_match=0.3636,False,0.4779,False,top-3 avg score 0.4779 < final_threshold 0.6
property,relation,violatesprohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5219; levenshtein=0.3158; semantic=0.4643; sequence_match=0.4444,False,0.4769,False,top-3 avg score 0.4769 < final_threshold 0.6
property,haspermission,usesoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.2308; semantic=0.4867; sequence_match=0.4000,False,0.4765,False,top-3 avg score 0.4765 < final_threshold 0.6
property,consequence,isexclusive,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5697; levenshtein=0.1818; semantic=0.4953; sequence_match=0.3636,False,0.4762,False,top-3 avg score 0.4762 < final_threshold 0.6
property,operand,expressedvia,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5516; levenshtein=0.2500; semantic=0.5595; sequence_match=0.3158,False,0.4756,False,top-3 avg score 0.4756 < final_threshold 0.6
property,haspermission,specifiesduty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5855; levenshtein=0.2308; semantic=0.4509; sequence_match=0.3846,False,0.4737,False,top-3 avg score 0.4737 < final_threshold 0.6
property,relation,ispartyto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.4982; sequence_match=0.3529,False,0.4735,False,top-3 avg score 0.4735 < final_threshold 0.6
property,haspermission,istypeof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6026; levenshtein=0.1538; semantic=0.4360; sequence_match=0.3810,False,0.4732,False,top-3 avg score 0.4732 < final_threshold 0.6
property,function,satisfiesconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5775; levenshtein=0.2105; semantic=0.5454; sequence_match=0.2963,False,0.4731,False,top-3 avg score 0.4731 < final_threshold 0.6
property,obligation,hasright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.2000; semantic=0.5357; sequence_match=0.3333,False,0.4730,False,top-3 avg score 0.4730 < final_threshold 0.6
property,operand,specifiesduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5531; levenshtein=0.2308; semantic=0.5634; sequence_match=0.3000,False,0.4722,False,top-3 avg score 0.4722 < final_threshold 0.6
property,function,isconsequenceof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2000; semantic=0.4808; sequence_match=0.3478,False,0.4716,False,top-3 avg score 0.4716 < final_threshold 0.6
property,remedy,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.5653; sequence_match=0.3077,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.6
property,operand,violatesprohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5925; levenshtein=0.1579; semantic=0.5113; sequence_match=0.3077,False,0.4705,False,top-3 avg score 0.4705 < final_threshold 0.6
property,hasoperator,specifiesduty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.0769; semantic=0.5204; sequence_match=0.3333,False,0.4703,False,top-3 avg score 0.4703 < final_threshold 0.6
property,and,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7193; levenshtein=0.1579; semantic=0.4186; sequence_match=0.2727,False,0.4702,False,top-3 avg score 0.4702 < final_threshold 0.6
property,relation,islinkedtoasset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6056; levenshtein=0.1333; semantic=0.5440; sequence_match=0.2609,False,0.4701,False,top-3 avg score 0.4701 < final_threshold 0.6
property,scope,satisfiesconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5868; levenshtein=0.1579; semantic=0.5734; sequence_match=0.2500,False,0.4701,False,top-3 avg score 0.4701 < final_threshold 0.6
property,or,violatesprohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7018; levenshtein=0.1053; semantic=0.5171; sequence_match=0.1905,False,0.4698,False,top-3 avg score 0.4698 < final_threshold 0.6
property,handlepolicyconflicts,hasconsequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5258; levenshtein=0.2381; semantic=0.5400; sequence_match=0.3429,False,0.4696,False,top-3 avg score 0.4696 < final_threshold 0.6
property,assignee,satisfiesconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5219; levenshtein=0.2105; semantic=0.5143; sequence_match=0.3704,False,0.4689,False,top-3 avg score 0.4689 < final_threshold 0.6
property,assignee,islinkedtoasset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2667; semantic=0.4724; sequence_match=0.3478,False,0.4688,False,top-3 avg score 0.4688 < final_threshold 0.6
property,inheritsfrom,istypeof,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5472; levenshtein=0.2500; semantic=0.5580; sequence_match=0.3000,False,0.4684,False,top-3 avg score 0.4684 < final_threshold 0.6
property,inheritsfrom,isconsequenceof,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.2667; semantic=0.5852; sequence_match=0.2963,False,0.4679,False,top-3 avg score 0.4679 < final_threshold 0.6
property,inheritsfrom,usesoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.0833; semantic=0.5148; sequence_match=0.3333,False,0.4679,False,top-3 avg score 0.4679 < final_threshold 0.6
property,obligation,usesoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.1667; semantic=0.4607; sequence_match=0.3636,False,0.4674,False,top-3 avg score 0.4674 < final_threshold 0.6
property,hasaction,istypeof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.4788; sequence_match=0.3529,False,0.4671,False,top-3 avg score 0.4671 < final_threshold 0.6
property,inheritrelation,satisfiesconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5977; levenshtein=0.1579; semantic=0.5089; sequence_match=0.2941,False,0.4669,False,top-3 avg score 0.4669 < final_threshold 0.6
property,consequence,hascomponent,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4904; levenshtein=0.1667; semantic=0.4741; sequence_match=0.4348,False,0.4664,False,top-3 avg score 0.4664 < final_threshold 0.6
property,inheritrelation,hasright,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.2000; semantic=0.5457; sequence_match=0.3478,False,0.4664,False,top-3 avg score 0.4664 < final_threshold 0.6
property,inheritrelation,usesoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5405; levenshtein=0.3333; semantic=0.4879; sequence_match=0.3704,False,0.4662,False,top-3 avg score 0.4662 < final_threshold 0.6
property,assigner,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.1818; semantic=0.5382; sequence_match=0.4211,False,0.4658,False,top-3 avg score 0.4658 < final_threshold 0.6
property,handlepolicyconflicts,hasduty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.1905; semantic=0.5227; sequence_match=0.2857,False,0.4653,False,top-3 avg score 0.4653 < final_threshold 0.6
property,hasconstraint,activateduponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5894; levenshtein=0.1364; semantic=0.4602; sequence_match=0.3429,False,0.4641,False,top-3 avg score 0.4641 < final_threshold 0.6
property,hasprohibition,linkstopolicy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5366; levenshtein=0.0714; semantic=0.5586; sequence_match=0.2963,False,0.4638,False,top-3 avg score 0.4638 < final_threshold 0.6
property,hasduty,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.0909; semantic=0.4894; sequence_match=0.3333,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.6
property,target,hasduty,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5397; levenshtein=0.2857; semantic=0.5640; sequence_match=0.1538,False,0.4631,False,top-3 avg score 0.4631 < final_threshold 0.6
property,relation,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5365; levenshtein=0.1538; semantic=0.5654; sequence_match=0.2857,False,0.4626,False,top-3 avg score 0.4626 < final_threshold 0.6
property,assignee,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.6074; sequence_match=0.2667,False,0.4620,False,top-3 avg score 0.4620 < final_threshold 0.6
property,relation,hasrole,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.1250; semantic=0.5949; sequence_match=0.2667,False,0.4618,False,top-3 avg score 0.4618 < final_threshold 0.6
property,hasconstraint,islinkedtoasset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5731; levenshtein=0.2667; semantic=0.5261; sequence_match=0.2857,False,0.4616,False,top-3 avg score 0.4616 < final_threshold 0.6
property,targetpolicy,ispartof,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6139; levenshtein=0.1667; semantic=0.3707; sequence_match=0.4000,False,0.4615,False,top-3 avg score 0.4615 < final_threshold 0.6
property,hasaction,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.3333; semantic=0.4668; sequence_match=0.3529,False,0.4615,False,top-3 avg score 0.4615 < final_threshold 0.6
property,hasaction,violatesprohibition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4729; levenshtein=0.3158; semantic=0.5544; sequence_match=0.3571,False,0.4615,False,top-3 avg score 0.4615 < final_threshold 0.6
property,target,containsconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2222; semantic=0.4932; sequence_match=0.3333,False,0.4607,False,top-3 avg score 0.4607 < final_threshold 0.6
property,hasaction,isconsequenceof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5630; levenshtein=0.1333; semantic=0.4838; sequence_match=0.3333,False,0.4600,False,top-3 avg score 0.4600 < final_threshold 0.6
property,scope,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1250; semantic=0.5186; sequence_match=0.3077,False,0.4588,False,top-3 avg score 0.4588 < final_threshold 0.6
property,inheritrelation,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5293; levenshtein=0.2667; semantic=0.5377; sequence_match=0.3077,False,0.4582,False,top-3 avg score 0.4582 < final_threshold 0.6
property,or,isremedyfor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5303; levenshtein=0.1818; semantic=0.5350; sequence_match=0.3077,False,0.4577,False,top-3 avg score 0.4577 < final_threshold 0.6
property,hasaction,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5354; levenshtein=0.1818; semantic=0.5366; sequence_match=0.3000,False,0.4573,False,top-3 avg score 0.4573 < final_threshold 0.6
property,scope,ispartyto,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5407; levenshtein=0.1111; semantic=0.5436; sequence_match=0.2857,False,0.4567,False,top-3 avg score 0.4567 < final_threshold 0.6
property,obligation,islinkedtoasset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5794; levenshtein=0.2000; semantic=0.4695; sequence_match=0.3200,False,0.4563,False,top-3 avg score 0.4563 < final_threshold 0.6
property,relation,linkstopolicy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5365; levenshtein=0.1538; semantic=0.5464; sequence_match=0.2857,False,0.4562,False,top-3 avg score 0.4562 < final_threshold 0.6
property,assigner,isconsequenceof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5861; levenshtein=0.2667; semantic=0.4340; sequence_match=0.3478,False,0.4560,False,top-3 avg score 0.4560 < final_threshold 0.6
property,scope,issubclassof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.1667; semantic=0.4921; sequence_match=0.3529,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.6
property,or,hasrole,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5974; sequence_match=0.2222,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.6
property,inheritrelation,specifiesconflictresolutionstrategy,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5754; levenshtein=0.3143; semantic=0.3492; sequence_match=0.4400,False,0.4549,False,top-3 avg score 0.4549 < final_threshold 0.6
property,assignee,containsconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.1667; semantic=0.4863; sequence_match=0.3846,False,0.4539,False,top-3 avg score 0.4539 < final_threshold 0.6
property,target,islinkedtoasset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4889; levenshtein=0.2667; semantic=0.4916; sequence_match=0.3810,False,0.4538,False,top-3 avg score 0.4538 < final_threshold 0.6
property,handlepolicyconflicts,satisfiesconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5342; levenshtein=0.2381; semantic=0.4744; sequence_match=0.3500,False,0.4529,False,top-3 avg score 0.4529 < final_threshold 0.6
property,inheritrelation,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6495; levenshtein=0.1579; semantic=0.5307; sequence_match=0.1765,False,0.4523,False,top-3 avg score 0.4523 < final_threshold 0.6
property,target,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.2308; semantic=0.5450; sequence_match=0.3158,False,0.4522,False,top-3 avg score 0.4522 < final_threshold 0.6
property,targetpolicy,activateduponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5715; levenshtein=0.2273; semantic=0.4300; sequence_match=0.3529,False,0.4515,False,top-3 avg score 0.4515 < final_threshold 0.6
property,hasconstraint,specifiesduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5231; levenshtein=0.0769; semantic=0.5235; sequence_match=0.3077,False,0.4514,False,top-3 avg score 0.4514 < final_threshold 0.6
property,partof,activateduponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6202; levenshtein=0.2273; semantic=0.3763; sequence_match=0.3571,False,0.4512,False,top-3 avg score 0.4512 < final_threshold 0.6
property,haspermission,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4738; levenshtein=0.3077; semantic=0.5464; sequence_match=0.3333,False,0.4512,False,top-3 avg score 0.4512 < final_threshold 0.6
property,function,hascomponent,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.2500; semantic=0.5107; sequence_match=0.3000,False,0.4508,False,top-3 avg score 0.4508 < final_threshold 0.6
property,consequence,hasnestedconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5093; levenshtein=0.2105; semantic=0.5097; sequence_match=0.3333,False,0.4508,False,top-3 avg score 0.4508 < final_threshold 0.6
property,obligation,linkstopolicy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5615; levenshtein=0.1538; semantic=0.4426; sequence_match=0.3478,False,0.4507,False,top-3 avg score 0.4507 < final_threshold 0.6
property,function,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5733; sequence_match=0.2667,False,0.4506,False,top-3 avg score 0.4506 < final_threshold 0.6
property,handlepolicyconflicts,hasrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5841; levenshtein=0.1905; semantic=0.4815; sequence_match=0.2857,False,0.4504,False,top-3 avg score 0.4504 < final_threshold 0.6
property,scope,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5868; levenshtein=0.1579; semantic=0.5144; sequence_match=0.2500,False,0.4504,False,top-3 avg score 0.4504 < final_threshold 0.6
property,inheritrelation,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5250; levenshtein=0.2667; semantic=0.4773; sequence_match=0.3478,False,0.4500,False,top-3 avg score 0.4500 < final_threshold 0.6
property,hasconstraint,specifiesconflictresolutionstrategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.2571; semantic=0.4207; sequence_match=0.3750,False,0.4491,False,top-3 avg score 0.4491 < final_threshold 0.6
property,failure,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.0000; semantic=0.4454; sequence_match=0.3333,False,0.4486,False,top-3 avg score 0.4486 < final_threshold 0.6
property,or,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5256; levenshtein=0.1538; semantic=0.5534; sequence_match=0.2667,False,0.4486,False,top-3 avg score 0.4486 < final_threshold 0.6
property,haspermission,expressedvia,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.1538; semantic=0.4022; sequence_match=0.4000,False,0.4483,False,top-3 avg score 0.4483 < final_threshold 0.6
property,inheritsfrom,isremedyfor,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5707; levenshtein=0.3333; semantic=0.4407; sequence_match=0.2609,False,0.4483,False,top-3 avg score 0.4483 < final_threshold 0.6
property,handlepolicyconflicts,activateduponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5667; levenshtein=0.1364; semantic=0.4522; sequence_match=0.3256,False,0.4482,False,top-3 avg score 0.4482 < final_threshold 0.6
property,or,usesoperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.5293; sequence_match=0.2857,False,0.4476,False,top-3 avg score 0.4476 < final_threshold 0.6
property,target,istypeof,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1250; semantic=0.5290; sequence_match=0.2857,False,0.4475,False,top-3 avg score 0.4475 < final_threshold 0.6
property,function,activateduponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5076; levenshtein=0.1818; semantic=0.5015; sequence_match=0.3333,False,0.4475,False,top-3 avg score 0.4475 < final_threshold 0.6
property,assigner,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5638; sequence_match=0.2667,False,0.4474,False,top-3 avg score 0.4474 < final_threshold 0.6
property,andsequence,hasrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1818; semantic=0.4419; sequence_match=0.3333,False,0.4474,False,top-3 avg score 0.4474 < final_threshold 0.6
property,hasoperator,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5697; levenshtein=0.2727; semantic=0.4076; sequence_match=0.3636,False,0.4470,False,top-3 avg score 0.4470 < final_threshold 0.6
property,hasprohibition,usesoperator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5873; levenshtein=0.2857; semantic=0.4675; sequence_match=0.1538,False,0.4468,False,top-3 avg score 0.4468 < final_threshold 0.6
property,relation,hascomponent,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1667; semantic=0.4958; sequence_match=0.3000,False,0.4458,False,top-3 avg score 0.4458 < final_threshold 0.6
property,inheritsfrom,containsconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1667; semantic=0.5041; sequence_match=0.3333,False,0.4458,False,top-3 avg score 0.4458 < final_threshold 0.6
property,inheritsfrom,hascomponent,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0000; semantic=0.5318; sequence_match=0.3333,False,0.4458,False,top-3 avg score 0.4458 < final_threshold 0.6
property,haspermission,issubclassof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5470; levenshtein=0.3077; semantic=0.4698; sequence_match=0.3200,False,0.4456,False,top-3 avg score 0.4456 < final_threshold 0.6
property,onlyone,hasconsequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.2857; semantic=0.4194; sequence_match=0.3810,False,0.4454,False,top-3 avg score 0.4454 < final_threshold 0.6
property,hasaction,containsconstraint,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5794; levenshtein=0.2222; semantic=0.5325; sequence_match=0.2222,False,0.4447,False,top-3 avg score 0.4447 < final_threshold 0.6
property,handlepolicyconflicts,containsconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5772; levenshtein=0.2381; semantic=0.4488; sequence_match=0.3077,False,0.4446,False,top-3 avg score 0.4446 < final_threshold 0.6
property,hasoperator,activateduponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5563; levenshtein=0.1818; semantic=0.4727; sequence_match=0.3030,False,0.4440,False,top-3 avg score 0.4440 < final_threshold 0.6
property,obligation,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5760; sequence_match=0.2609,False,0.4439,False,top-3 avg score 0.4439 < final_threshold 0.6
property,relation,hasnestedconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4961; levenshtein=0.1579; semantic=0.5374; sequence_match=0.2963,False,0.4432,False,top-3 avg score 0.4432 < final_threshold 0.6
property,operand,istypeof,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5500; sequence_match=0.2667,False,0.4429,False,top-3 avg score 0.4429 < final_threshold 0.6
property,function,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5627; levenshtein=0.2105; semantic=0.4676; sequence_match=0.2963,False,0.4422,False,top-3 avg score 0.4422 < final_threshold 0.6
property,relation,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5478; sequence_match=0.2667,False,0.4421,False,top-3 avg score 0.4421 < final_threshold 0.6
property,or,hasright,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5417; levenshtein=0.1250; semantic=0.5840; sequence_match=0.2000,False,0.4419,False,top-3 avg score 0.4419 < final_threshold 0.6
property,relation,issubclassof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4974; sequence_match=0.3000,False,0.4417,False,top-3 avg score 0.4417 < final_threshold 0.6
property,andsequence,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5911; levenshtein=0.2632; semantic=0.3970; sequence_match=0.3333,False,0.4405,False,top-3 avg score 0.4405 < final_threshold 0.6
property,hasconstraint,ispartyto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5983; levenshtein=0.1538; semantic=0.5413; sequence_match=0.1818,False,0.4405,False,top-3 avg score 0.4405 < final_threshold 0.6
property,operand,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5107; levenshtein=0.2105; semantic=0.5015; sequence_match=0.3077,False,0.4400,False,top-3 avg score 0.4400 < final_threshold 0.6
property,or,ispartyto,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5370; levenshtein=0.1111; semantic=0.6006; sequence_match=0.1818,False,0.4398,False,top-3 avg score 0.4398 < final_threshold 0.6
property,inheritsfrom,violatesprohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5077; levenshtein=0.2632; semantic=0.4879; sequence_match=0.3226,False,0.4394,False,top-3 avg score 0.4394 < final_threshold 0.6
