role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,hasachievement,hasachievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasitem,hasitem,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,releasedate,releasedate,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,livesin,livesin,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasplayingarea,hasplayingarea,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,username,hasusername,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8258; levenshtein=0.7273; semantic=0.9063; sequence_match=0.8421,False,0.8581,True,selected
property,ownsachievement,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6056; levenshtein=0.2000; semantic=0.5085; sequence_match=0.2609,False,0.4583,False,top-3 avg score 0.4583 < final_threshold 0.6
property,playsgame,makespurchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5134; levenshtein=0.2308; semantic=0.4978; sequence_match=0.3636,False,0.4583,False,top-3 avg score 0.4583 < final_threshold 0.6
property,purchasesgameoffering,releasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5613; levenshtein=0.2381; semantic=0.4363; sequence_match=0.3750,False,0.4576,False,top-3 avg score 0.4576 < final_threshold 0.6
property,purchasesgameoffering,hasreceived,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5777; levenshtein=0.2381; semantic=0.4190; sequence_match=0.3750,False,0.4573,False,top-3 avg score 0.4573 < final_threshold 0.6
property,purchasesgameoffering,ispaying,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4802; levenshtein=0.2381; semantic=0.5461; sequence_match=0.3448,False,0.4570,False,top-3 avg score 0.4570 < final_threshold 0.6
property,username,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.0000; semantic=0.6123; sequence_match=0.2667,False,0.4563,False,top-3 avg score 0.4563 < final_threshold 0.6
property,isfriendwithplayer,hasusername,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5707; levenshtein=0.1667; semantic=0.5848; sequence_match=0.2069,False,0.4541,False,top-3 avg score 0.4541 < final_threshold 0.6
property,eventtime,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.1111; semantic=0.4378; sequence_match=0.3529,False,0.4534,False,top-3 avg score 0.4534 < final_threshold 0.6
property,eventtime,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5053; levenshtein=0.2222; semantic=0.4789; sequence_match=0.3750,False,0.4531,False,top-3 avg score 0.4531 < final_threshold 0.6
property,isfriendwithplayer,hasachievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4868; levenshtein=0.0556; semantic=0.5560; sequence_match=0.3125,False,0.4518,False,top-3 avg score 0.4518 < final_threshold 0.6
property,hasgamegenre,makesiap,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.1667; semantic=0.5064; sequence_match=0.3000,False,0.4512,False,top-3 avg score 0.4512 < final_threshold 0.6
property,playsgame,makesiap,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5604; sequence_match=0.1176,False,0.4507,False,top-3 avg score 0.4507 < final_threshold 0.6
property,purchasesgameoffering,hasfriend,sequence_match+jaro_winkler+semantic,jaro_winkler=0.4646; levenshtein=0.2857; semantic=0.4206; sequence_match=0.4667,False,0.4506,False,top-3 avg score 0.4506 < final_threshold 0.6
property,hasitem,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5079; levenshtein=0.0000; semantic=0.5572; sequence_match=0.2857,False,0.4503,False,top-3 avg score 0.4503 < final_threshold 0.6
property,livesin,hasitem,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5079; levenshtein=0.0000; semantic=0.5572; sequence_match=0.2857,False,0.4503,False,top-3 avg score 0.4503 < final_threshold 0.6
property,hasitem,obtains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5079; levenshtein=0.0000; semantic=0.5545; sequence_match=0.2857,False,0.4494,False,top-3 avg score 0.4494 < final_threshold 0.6
property,hasachievement,obtains,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4365; levenshtein=0.2143; semantic=0.6969; sequence_match=0.1905,False,0.4492,False,top-3 avg score 0.4492 < final_threshold 0.6
property,livesin,played,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.4996; sequence_match=0.3077,False,0.4490,False,top-3 avg score 0.4490 < final_threshold 0.6
property,iseventassociatedtoplayer,hasitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.2000; semantic=0.4618; sequence_match=0.3125,False,0.4486,False,top-3 avg score 0.4486 < final_threshold 0.6
property,livesin,hasplayingarea,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.1429; semantic=0.5228; sequence_match=0.2857,False,0.4481,False,top-3 avg score 0.4481 < final_threshold 0.6
property,hasplayingarea,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.1429; semantic=0.5228; sequence_match=0.2857,False,0.4481,False,top-3 avg score 0.4481 < final_threshold 0.6
property,livesin,hasreceived,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.5533; sequence_match=0.3333,False,0.4475,False,top-3 avg score 0.4475 < final_threshold 0.6
property,hasachievement,makespurchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5189; levenshtein=0.0714; semantic=0.5266; sequence_match=0.2963,False,0.4473,False,top-3 avg score 0.4473 < final_threshold 0.6
property,iseventassociatedtoplayer,hasplayingarea,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4981; levenshtein=0.2000; semantic=0.4836; sequence_match=0.3590,False,0.4469,False,top-3 avg score 0.4469 < final_threshold 0.6
property,eventtime,hasreceived,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.1818; semantic=0.4379; sequence_match=0.3000,False,0.4469,False,top-3 avg score 0.4469 < final_threshold 0.6
property,livesin,obtains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5079; levenshtein=0.1429; semantic=0.5444; sequence_match=0.2857,False,0.4460,False,top-3 avg score 0.4460 < final_threshold 0.6
property,eventtime,hasachievement,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4101; levenshtein=0.2143; semantic=0.4931; sequence_match=0.4348,False,0.4460,False,top-3 avg score 0.4460 < final_threshold 0.6
property,hasgamegenre,canbeusedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1667; semantic=0.4300; sequence_match=0.3478,False,0.4450,False,top-3 avg score 0.4450 < final_threshold 0.6
property,iseventassociatedtoplayer,releasedate,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5574; levenshtein=0.3200; semantic=0.4570; sequence_match=0.2778,False,0.4448,False,top-3 avg score 0.4448 < final_threshold 0.6
property,eventtime,hasitem,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.4949; sequence_match=0.2500,False,0.4445,False,top-3 avg score 0.4445 < final_threshold 0.6
property,hasachievement,ispaying,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.5447; sequence_match=0.2727,False,0.4431,False,top-3 avg score 0.4431 < final_threshold 0.6
property,hasitem,plays,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5619; levenshtein=0.0000; semantic=0.4307; sequence_match=0.3333,False,0.4420,False,top-3 avg score 0.4420 < final_threshold 0.6
property,purchasesgameoffering,hasplayingarea,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4841; levenshtein=0.2381; semantic=0.4338; sequence_match=0.4000,False,0.4393,False,top-3 avg score 0.4393 < final_threshold 0.6
property,releasedate,makesiap,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5379; levenshtein=0.2727; semantic=0.5072; sequence_match=0.2105,False,0.4393,False,top-3 avg score 0.4393 < final_threshold 0.6
property,hasitem,played,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.4694; sequence_match=0.3077,False,0.4389,False,top-3 avg score 0.4389 < final_threshold 0.6
property,purchasesgameoffering,canbeusedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6194; levenshtein=0.2857; semantic=0.3834; sequence_match=0.3125,False,0.4384,False,top-3 avg score 0.4384 < final_threshold 0.6
property,playsgame,hasreceived,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.0909; semantic=0.4799; sequence_match=0.3000,False,0.4384,False,top-3 avg score 0.4384 < final_threshold 0.6
property,ownsitem,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5579; sequence_match=0.2667,False,0.4382,False,top-3 avg score 0.4382 < final_threshold 0.6
property,hasplayingarea,obtains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.2143; semantic=0.4927; sequence_match=0.2857,False,0.4380,False,top-3 avg score 0.4380 < final_threshold 0.6
property,hasplayingarea,makespurchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5745; levenshtein=0.2143; semantic=0.4411; sequence_match=0.2963,False,0.4373,False,top-3 avg score 0.4373 < final_threshold 0.6
property,isfriendwithplayer,plays,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4185; levenshtein=0.2222; semantic=0.5451; sequence_match=0.3478,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.6
property,ownsachievement,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5294; levenshtein=0.1333; semantic=0.5971; sequence_match=0.1818,False,0.4361,False,top-3 avg score 0.4361 < final_threshold 0.6
property,username,hasplayingarea,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5119; levenshtein=0.2857; semantic=0.5079; sequence_match=0.2727,False,0.4352,False,top-3 avg score 0.4352 < final_threshold 0.6
property,livesin,hasusername,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.6264; sequence_match=0.2222,False,0.4349,False,top-3 avg score 0.4349 < final_threshold 0.6
property,username,makesiap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1250; semantic=0.5820; sequence_match=0.2500,False,0.4347,False,top-3 avg score 0.4347 < final_threshold 0.6
property,iseventassociatedtoplayer,hasreceived,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6520; levenshtein=0.2000; semantic=0.4290; sequence_match=0.2222,False,0.4344,False,top-3 avg score 0.4344 < final_threshold 0.6
property,releasedate,makespurchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5464; levenshtein=0.2308; semantic=0.4233; sequence_match=0.3333,False,0.4343,False,top-3 avg score 0.4343 < final_threshold 0.6
property,purchasesgameoffering,hasdoneiap,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5825; levenshtein=0.2857; semantic=0.3951; sequence_match=0.3226,False,0.4334,False,top-3 avg score 0.4334 < final_threshold 0.6
property,iseventassociatedtoplayer,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4938; levenshtein=0.2000; semantic=0.5538; sequence_match=0.2500,False,0.4325,False,top-3 avg score 0.4325 < final_threshold 0.6
property,hasitem,makespurchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.1538; semantic=0.4535; sequence_match=0.4000,False,0.4318,False,top-3 avg score 0.4318 < final_threshold 0.6
property,livesin,releasedate,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.5041; sequence_match=0.3333,False,0.4311,False,top-3 avg score 0.4311 < final_threshold 0.6
property,ownsitem,hasreceived,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.1818; semantic=0.5371; sequence_match=0.3158,False,0.4304,False,top-3 avg score 0.4304 < final_threshold 0.6
property,ownsachievement,makespurchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5094; levenshtein=0.0667; semantic=0.4944; sequence_match=0.2857,False,0.4298,False,top-3 avg score 0.4298 < final_threshold 0.6
property,livesin,hasgenre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5274; sequence_match=0.2667,False,0.4281,False,top-3 avg score 0.4281 < final_threshold 0.6
property,eventtime,hastype,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5026; levenshtein=0.2222; semantic=0.5585; sequence_match=0.1250,False,0.4278,False,top-3 avg score 0.4278 < final_threshold 0.6
property,hasitem,canbeusedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.4899; sequence_match=0.3333,False,0.4264,False,top-3 avg score 0.4264 < final_threshold 0.6
property,ownsitem,haspurchasetime,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.2000; semantic=0.5126; sequence_match=0.2609,False,0.4263,False,top-3 avg score 0.4263 < final_threshold 0.6
property,username,ispaying,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1250; semantic=0.5556; sequence_match=0.2500,False,0.4259,False,top-3 avg score 0.4259 < final_threshold 0.6
property,hasgamegenre,played,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1667; semantic=0.5550; sequence_match=0.2222,False,0.4258,False,top-3 avg score 0.4258 < final_threshold 0.6
property,ownsachievement,hasplayingarea,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4984; levenshtein=0.1333; semantic=0.5715; sequence_match=0.2069,False,0.4256,False,top-3 avg score 0.4256 < final_threshold 0.6
property,isfriendwithplayer,hasplayingarea,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4206; levenshtein=0.1667; semantic=0.4782; sequence_match=0.3750,False,0.4246,False,top-3 avg score 0.4246 < final_threshold 0.6
property,iseventassociatedtoplayer,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5879; levenshtein=0.1600; semantic=0.4354; sequence_match=0.2500,False,0.4244,False,top-3 avg score 0.4244 < final_threshold 0.6
property,ownsachievement,releasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5374; levenshtein=0.2000; semantic=0.5026; sequence_match=0.2308,False,0.4236,False,top-3 avg score 0.4236 < final_threshold 0.6
property,purchasesgameoffering,plays,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5810; levenshtein=0.1429; semantic=0.4571; sequence_match=0.2308,False,0.4230,False,top-3 avg score 0.4230 < final_threshold 0.6
property,purchasesgameoffering,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5175; levenshtein=0.1905; semantic=0.4654; sequence_match=0.2857,False,0.4229,False,top-3 avg score 0.4229 < final_threshold 0.6
property,ownsitem,hasfriend,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5694; levenshtein=0.1111; semantic=0.5801; sequence_match=0.1176,False,0.4224,False,top-3 avg score 0.4224 < final_threshold 0.6
property,purchasesgameoffering,played,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.4966; sequence_match=0.2222,False,0.4221,False,top-3 avg score 0.4221 < final_threshold 0.6
property,ownsitem,makesiap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1250; semantic=0.5427; sequence_match=0.2500,False,0.4216,False,top-3 avg score 0.4216 < final_threshold 0.6
property,hasplayingarea,releasedate,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4706; levenshtein=0.2143; semantic=0.4727; sequence_match=0.3200,False,0.4211,False,top-3 avg score 0.4211 < final_threshold 0.6
property,iseventassociatedtoplayer,ispaying,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1600; semantic=0.4149; sequence_match=0.3030,False,0.4199,False,top-3 avg score 0.4199 < final_threshold 0.6
property,hasitem,ispaying,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5005; sequence_match=0.2667,False,0.4191,False,top-3 avg score 0.4191 < final_threshold 0.6
property,hasgamegenre,makespurchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4872; levenshtein=0.1538; semantic=0.4487; sequence_match=0.3200,False,0.4186,False,top-3 avg score 0.4186 < final_threshold 0.6
property,hasgamegenre,plays,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.0833; semantic=0.4970; sequence_match=0.2353,False,0.4182,False,top-3 avg score 0.4182 < final_threshold 0.6
property,hasplayingarea,canbeusedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4706; levenshtein=0.0714; semantic=0.4620; sequence_match=0.3200,False,0.4175,False,top-3 avg score 0.4175 < final_threshold 0.6
property,playsgame,obtains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5026; levenshtein=0.0000; semantic=0.4974; sequence_match=0.2500,False,0.4167,False,top-3 avg score 0.4167 < final_threshold 0.6
property,releasedate,hasgenre,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4545; levenshtein=0.2727; semantic=0.5170; sequence_match=0.2105,False,0.4148,False,top-3 avg score 0.4148 < final_threshold 0.6
property,releasedate,obtains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.5320; sequence_match=0.2222,False,0.4145,False,top-3 avg score 0.4145 < final_threshold 0.6
property,hasachievement,played,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.5502; sequence_match=0.2000,False,0.4141,False,top-3 avg score 0.4141 < final_threshold 0.6
property,isfriendwithplayer,hasitem,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4312; levenshtein=0.1667; semantic=0.4909; sequence_match=0.3200,False,0.4140,False,top-3 avg score 0.4140 < final_threshold 0.6
property,ownsitem,releasedate,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.1818; semantic=0.4869; sequence_match=0.3158,False,0.4136,False,top-3 avg score 0.4136 < final_threshold 0.6
property,ownsitem,hasgenre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0000; semantic=0.5166; sequence_match=0.2500,False,0.4129,False,top-3 avg score 0.4129 < final_threshold 0.6
property,hasachievement,plays,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5143; levenshtein=0.0714; semantic=0.5110; sequence_match=0.2105,False,0.4119,False,top-3 avg score 0.4119 < final_threshold 0.6
property,ownsitem,canbeusedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.1818; semantic=0.4809; sequence_match=0.3158,False,0.4116,False,top-3 avg score 0.4116 < final_threshold 0.6
property,livesin,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.6618; sequence_match=0.1429,False,0.4111,False,top-3 avg score 0.4111 < final_threshold 0.6
property,playsgame,livesin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.4763; sequence_match=0.2500,False,0.4097,False,top-3 avg score 0.4097 < final_threshold 0.6
property,ownsitem,hasplayingarea,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.5237; sequence_match=0.1818,False,0.4058,False,top-3 avg score 0.4058 < final_threshold 0.6
property,livesin,hasdoneiap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4905; levenshtein=0.1000; semantic=0.6074; sequence_match=0.1176,False,0.4052,False,top-3 avg score 0.4052 < final_threshold 0.6
property,ownsachievement,played,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4889; levenshtein=0.1333; semantic=0.5265; sequence_match=0.1905,False,0.4020,False,top-3 avg score 0.4020 < final_threshold 0.6
property,iseventassociatedtoplayer,played,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4289; levenshtein=0.2000; semantic=0.4536; sequence_match=0.3226,False,0.4017,False,top-3 avg score 0.4017 < final_threshold 0.6
property,playsgame,canbeusedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4242; levenshtein=0.0909; semantic=0.4798; sequence_match=0.3000,False,0.4014,False,top-3 avg score 0.4014 < final_threshold 0.6
property,purchasesgameoffering,makesiap,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4877; levenshtein=0.1905; semantic=0.4393; sequence_match=0.2759,False,0.4010,False,top-3 avg score 0.4010 < final_threshold 0.6
property,isfriendwithplayer,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.1667; semantic=0.4025; sequence_match=0.3077,False,0.4003,False,top-3 avg score 0.4003 < final_threshold 0.6
property,iseventassociatedtoplayer,hasfriend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5244; levenshtein=0.1600; semantic=0.4396; sequence_match=0.2353,False,0.3998,False,top-3 avg score 0.3998 < final_threshold 0.6
property,ownsitem,ispaying,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.5727; sequence_match=0.1250,False,0.3992,False,top-3 avg score 0.3992 < final_threshold 0.6
property,isfriendwithplayer,hasdoneiap,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5534; levenshtein=0.1667; semantic=0.4741; sequence_match=0.1429,False,0.3981,False,top-3 avg score 0.3981 < final_threshold 0.6
property,isfriendwithplayer,hastype,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5146; levenshtein=0.1667; semantic=0.5103; sequence_match=0.1600,False,0.3972,False,top-3 avg score 0.3972 < final_threshold 0.6
property,iseventassociatedtoplayer,hasgenre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1600; semantic=0.4062; sequence_match=0.2424,False,0.3967,False,top-3 avg score 0.3967 < final_threshold 0.6
property,eventtime,makesiap,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.1111; semantic=0.4579; sequence_match=0.2353,False,0.3947,False,top-3 avg score 0.3947 < final_threshold 0.6
property,releasedate,hasplayingarea,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4706; levenshtein=0.2143; semantic=0.4727; sequence_match=0.2400,False,0.3944,False,top-3 avg score 0.3944 < final_threshold 0.6
property,releasedate,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.5041; sequence_match=0.2222,False,0.3941,False,top-3 avg score 0.3941 < final_threshold 0.6
property,iseventassociatedtoplayer,hasusername,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4959; levenshtein=0.2000; semantic=0.4809; sequence_match=0.1667,False,0.3923,False,top-3 avg score 0.3923 < final_threshold 0.6
property,purchasesgameoffering,obtains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4603; levenshtein=0.1429; semantic=0.4967; sequence_match=0.2143,False,0.3904,False,top-3 avg score 0.3904 < final_threshold 0.6
property,eventtime,hasfriend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.0000; semantic=0.4672; sequence_match=0.2222,False,0.3903,False,top-3 avg score 0.3903 < final_threshold 0.6
property,isfriendwithplayer,makespurchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5472; levenshtein=0.2222; semantic=0.4005; sequence_match=0.1935,False,0.3900,False,top-3 avg score 0.3900 < final_threshold 0.6
property,isfriendwithplayer,hasreceived,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4596; levenshtein=0.2222; semantic=0.4842; sequence_match=0.2069,False,0.3887,False,top-3 avg score 0.3887 < final_threshold 0.6
property,eventtime,obtains,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4762; levenshtein=0.2222; semantic=0.4676; sequence_match=0.1250,False,0.3887,False,top-3 avg score 0.3887 < final_threshold 0.6
property,livesin,makespurchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4799; levenshtein=0.1538; semantic=0.4798; sequence_match=0.2000,False,0.3866,False,top-3 avg score 0.3866 < final_threshold 0.6
property,iseventassociatedtoplayer,makesiap,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4750; levenshtein=0.2000; semantic=0.4353; sequence_match=0.2424,False,0.3842,False,top-3 avg score 0.3842 < final_threshold 0.6
property,eventtime,canbeusedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4360; levenshtein=0.0909; semantic=0.4141; sequence_match=0.3000,False,0.3834,False,top-3 avg score 0.3834 < final_threshold 0.6
property,iseventassociatedtoplayer,obtains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5324; levenshtein=0.1200; semantic=0.4296; sequence_match=0.1875,False,0.3832,False,top-3 avg score 0.3832 < final_threshold 0.6
property,ownsachievement,ispaying,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4222; levenshtein=0.2000; semantic=0.5210; sequence_match=0.0870,False,0.3811,False,top-3 avg score 0.3811 < final_threshold 0.6
property,ownsachievement,makesiap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.1333; semantic=0.5426; sequence_match=0.1739,False,0.3796,False,top-3 avg score 0.3796 < final_threshold 0.6
property,playsgame,hasdoneiap,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5315; levenshtein=0.1000; semantic=0.5005; sequence_match=0.1053,False,0.3791,False,top-3 avg score 0.3791 < final_threshold 0.6
property,iseventassociatedtoplayer,haspurchasetime,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5052; levenshtein=0.2400; semantic=0.3888; sequence_match=0.1500,False,0.3780,False,top-3 avg score 0.3780 < final_threshold 0.6
property,isfriendwithplayer,obtains,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5146; levenshtein=0.1111; semantic=0.4496; sequence_match=0.1600,False,0.3747,False,top-3 avg score 0.3747 < final_threshold 0.6
property,isfriendwithplayer,makesiap,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5009; levenshtein=0.1667; semantic=0.4555; sequence_match=0.1538,False,0.3744,False,top-3 avg score 0.3744 < final_threshold 0.6
property,isfriendwithplayer,haspurchasetime,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5759; levenshtein=0.1111; semantic=0.4239; sequence_match=0.1212,False,0.3737,False,top-3 avg score 0.3737 < final_threshold 0.6
property,hasgamegenre,ispaying,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4444; levenshtein=0.2500; semantic=0.4238; sequence_match=0.2000,False,0.3727,False,top-3 avg score 0.3727 < final_threshold 0.6
property,iseventassociatedtoplayer,canbeusedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5574; levenshtein=0.1600; semantic=0.3905; sequence_match=0.1667,False,0.3715,False,top-3 avg score 0.3715 < final_threshold 0.6
property,eventtime,hasdoneiap,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.1000; semantic=0.4704; sequence_match=0.2105,False,0.3714,False,top-3 avg score 0.3714 < final_threshold 0.6
property,hasgamegenre,obtains,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.4548; sequence_match=0.2105,False,0.3712,False,top-3 avg score 0.3712 < final_threshold 0.6
property,hasgamegenre,livesin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.4509; sequence_match=0.2105,False,0.3699,False,top-3 avg score 0.3699 < final_threshold 0.6
