prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has measurement,has measurement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has billing period,has billing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9250; levenshtein=0.6250; semantic=0.8312; sequence_match=0.7692,False,0.8418,True,selected
ObjectProperty,feature is measured by device,has chemical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5421; levenshtein=0.2000; semantic=0.3919; sequence_match=0.2727,False,0.4022,False,top-3 avg score 0.4022 < final_threshold 0.7
ObjectProperty,is measured by device,has actuator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4453; levenshtein=0.1111; semantic=0.4791; sequence_match=0.2759,False,0.4001,False,top-3 avg score 0.4001 < final_threshold 0.7
ObjectProperty,is measured by device,has billing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5259; levenshtein=0.2222; semantic=0.3885; sequence_match=0.2857,False,0.4,False,top-3 avg score 0.4000 < final_threshold 0.7
ObjectProperty,is measured by device,has tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.4284; sequence_match=0.2963,False,0.399,False,top-3 avg score 0.3990 < final_threshold 0.7
ObjectProperty,is measured by device,has temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.1667; semantic=0.3703; sequence_match=0.2778,False,0.3981,False,top-3 avg score 0.3981 < final_threshold 0.7
ObjectProperty,has key performance indicator,defined for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4991; levenshtein=0.2692; semantic=0.4151; sequence_match=0.2778,False,0.3974,False,top-3 avg score 0.3974 < final_threshold 0.7
ObjectProperty,isKPIOf,has billing,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.4907; sequence_match=0.2353,False,0.397,False,top-3 avg score 0.3970 < final_threshold 0.7
ObjectProperty,measurement made by,has temporal setting,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5283; levenshtein=0.1667; semantic=0.3171; sequence_match=0.3429,False,0.3961,False,top-3 avg score 0.3961 < final_threshold 0.7
ObjectProperty,feature is measured by device,has tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5431; levenshtein=0.2000; semantic=0.4084; sequence_match=0.2353,False,0.3956,False,top-3 avg score 0.3956 < final_threshold 0.7
ObjectProperty,isKPIOf,has chemical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.4372; sequence_match=0.2308,False,0.3929,False,top-3 avg score 0.3929 < final_threshold 0.7
ObjectProperty,feature is measured by device,has sensor,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4519; levenshtein=0.2000; semantic=0.5267; sequence_match=0.1765,False,0.3928,False,top-3 avg score 0.3928 < final_threshold 0.7
ObjectProperty,isKPIOf,has actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4892; levenshtein=0.1818; semantic=0.4662; sequence_match=0.2222,False,0.3925,False,top-3 avg score 0.3925 < final_threshold 0.7
ObjectProperty,measurement made by,has geolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4827; levenshtein=0.2353; semantic=0.4261; sequence_match=0.2581,False,0.3889,False,top-3 avg score 0.3889 < final_threshold 0.7
ObjectProperty,feature is measured by device,has asset,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5522; levenshtein=0.2000; semantic=0.4129; sequence_match=0.1818,False,0.3884,False,top-3 avg score 0.3884 < final_threshold 0.7
ObjectProperty,measurement made by,defined for,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5314; levenshtein=0.1765; semantic=0.4545; sequence_match=0.1481,False,0.3874,False,top-3 avg score 0.3874 < final_threshold 0.7
ObjectProperty,isKPIOf,defined for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.4586; sequence_match=0.2353,False,0.3863,False,top-3 avg score 0.3863 < final_threshold 0.7
ObjectProperty,feature is measured by device,has actuator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4840; levenshtein=0.1200; semantic=0.4767; sequence_match=0.1667,False,0.3758,False,top-3 avg score 0.3758 < final_threshold 0.7
ObjectProperty,measurement made by,has tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4766; levenshtein=0.2353; semantic=0.4140; sequence_match=0.2308,False,0.3753,False,top-3 avg score 0.3753 < final_threshold 0.7
ObjectProperty,feature is measured by device,defined for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5022; levenshtein=0.1600; semantic=0.3934; sequence_match=0.2286,False,0.3747,False,top-3 avg score 0.3747 < final_threshold 0.7
ObjectProperty,measurement made by,has billing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4922; levenshtein=0.1765; semantic=0.4068; sequence_match=0.2222,False,0.3737,False,top-3 avg score 0.3737 < final_threshold 0.7
ObjectProperty,is measured by device,defined for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4593; levenshtein=0.1667; semantic=0.4400; sequence_match=0.2143,False,0.3712,False,top-3 avg score 0.3712 < final_threshold 0.7
ObjectProperty,is measured by device,has geolocation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4116; levenshtein=0.2222; semantic=0.4480; sequence_match=0.2500,False,0.3699,False,top-3 avg score 0.3699 < final_threshold 0.7
ObjectProperty,feature is measured by device,has temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.2000; semantic=0.3460; sequence_match=0.2326,False,0.3657,False,top-3 avg score 0.3657 < final_threshold 0.7
ObjectProperty,has phenomenon time,defined for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4618; levenshtein=0.1176; semantic=0.3959; sequence_match=0.2222,False,0.36,False,top-3 avg score 0.3600 < final_threshold 0.7
ObjectProperty,is measured by device,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4074; levenshtein=0.1667; semantic=0.4291; sequence_match=0.2308,False,0.3558,False,top-3 avg score 0.3558 < final_threshold 0.7
ObjectProperty,has duration,defined for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.0909; semantic=0.4629; sequence_match=0.1905,False,0.3555,False,top-3 avg score 0.3555 < final_threshold 0.7
ObjectProperty,isKPIOf,has measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.0714; semantic=0.5657; sequence_match=0.0952,False,0.3552,False,top-3 avg score 0.3552 < final_threshold 0.7
ObjectProperty,isKPIOf,has temporal setting,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5317; levenshtein=0.1667; semantic=0.3669; sequence_match=0.0800,False,0.3551,False,top-3 avg score 0.3551 < final_threshold 0.7
ObjectProperty,has measurement,defined for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3937; levenshtein=0.1429; semantic=0.5042; sequence_match=0.1667,False,0.3548,False,top-3 avg score 0.3548 < final_threshold 0.7
ObjectProperty,isKPIOf,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.4965; sequence_match=0.1333,False,0.3508,False,top-3 avg score 0.3508 < final_threshold 0.7
ObjectProperty,feature is measured by device,has geolocation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3895; levenshtein=0.1600; semantic=0.4508; sequence_match=0.2051,False,0.3485,False,top-3 avg score 0.3485 < final_threshold 0.7
ObjectProperty,feature is measured by device,has billing,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3622; levenshtein=0.1600; semantic=0.3817; sequence_match=0.2286,False,0.3242,False,top-3 avg score 0.3242 < final_threshold 0.7
ObjectProperty,has property,defined for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.0000; semantic=0.4498; sequence_match=0.0952,False,0.3194,False,top-3 avg score 0.3194 < final_threshold 0.7
DatatypeProperty,has hardware version,hardware version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.9200; levenshtein=0.8333; semantic=0.9394; sequence_match=0.9091,False,0.9228,True,selected
DatatypeProperty,has fabrication number,fabrication number,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8912; levenshtein=0.8500; semantic=0.9316; sequence_match=0.9189,False,0.9139,True,selected
DatatypeProperty,has firmware version,firmware version,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8778; levenshtein=0.8333; semantic=0.9220; sequence_match=0.9091,False,0.903,True,selected
DatatypeProperty,has manufacturer,manufacturer,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8500; levenshtein=0.8000; semantic=0.9217; sequence_match=0.8889,False,0.8869,True,selected
DatatypeProperty,has version,version,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8048; levenshtein=0.7000; semantic=0.9101; sequence_match=0.8235,False,0.8461,True,selected
DatatypeProperty,has model,model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.8750; levenshtein=0.6250; semantic=0.8790; sequence_match=0.7692,False,0.8411,True,selected
DatatypeProperty,has firmware version,hardware version,sequence_match+jaro_winkler+semantic,jaro_winkler=0.8277; levenshtein=0.7778; semantic=0.7865; sequence_match=0.8485,False,0.8209,False,gold already mapped to 'firmware version'
DatatypeProperty,has version,hardware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8370; levenshtein=0.6000; semantic=0.7946; sequence_match=0.7200,False,0.7839,False,gold already mapped to 'version'
DatatypeProperty,has hardware version,firmware version,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7944; levenshtein=0.6667; semantic=0.7055; sequence_match=0.7273,False,0.7424,False,gold already mapped to 'hardware version'
DatatypeProperty,has version,firmware version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6528; levenshtein=0.5333; semantic=0.7954; sequence_match=0.6400,False,0.6961,False,top-3 avg score 0.6961 < final_threshold 0.7
DatatypeProperty,has start timestamp,start date time,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6796; levenshtein=0.4706; semantic=0.8011; sequence_match=0.6000,False,0.6936,False,top-3 avg score 0.6936 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,radio frequency level,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6696; levenshtein=0.3750; semantic=0.7023; sequence_match=0.6512,False,0.6743,False,top-3 avg score 0.6743 < final_threshold 0.7
DatatypeProperty,has firmware version,version,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4206; levenshtein=0.3889; semantic=0.8183; sequence_match=0.5600,False,0.5996,False,top-3 avg score 0.5996 < final_threshold 0.7
DatatypeProperty,requires power,power,semantic+sequence_match+levenshtein,jaro_winkler=0.3513; levenshtein=0.3846; semantic=0.8094; sequence_match=0.5556,False,0.5832,False,top-3 avg score 0.5832 < final_threshold 0.7
DatatypeProperty,has fabrication number,manufacturer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6593; levenshtein=0.3500; semantic=0.6733; sequence_match=0.3750,False,0.5692,False,top-3 avg score 0.5692 < final_threshold 0.7
DatatypeProperty,has hardware version,version,semantic+sequence_match+levenshtein,jaro_winkler=0.2989; levenshtein=0.3889; semantic=0.7456; sequence_match=0.5600,False,0.5648,False,top-3 avg score 0.5648 < final_threshold 0.7
DatatypeProperty,has timestamp,start date time,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5644; levenshtein=0.3077; semantic=0.6821; sequence_match=0.4000,False,0.5488,False,top-3 avg score 0.5488 < final_threshold 0.7
DatatypeProperty,has manufacturer,fabrication number,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5617; levenshtein=0.2353; semantic=0.6419; sequence_match=0.3750,False,0.5262,False,top-3 avg score 0.5262 < final_threshold 0.7
DatatypeProperty,has version,duration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.3000; semantic=0.4850; sequence_match=0.4444,False,0.5237,False,top-3 avg score 0.5237 < final_threshold 0.7
DatatypeProperty,has model,hardware version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5889; levenshtein=0.2000; semantic=0.6050; sequence_match=0.3478,False,0.5139,False,top-3 avg score 0.5139 < final_threshold 0.7
DatatypeProperty,has manufacturer,hardware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.1333; semantic=0.5185; sequence_match=0.4000,False,0.5062,False,top-3 avg score 0.5062 < final_threshold 0.7
DatatypeProperty,requires power,radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6109; levenshtein=0.2632; semantic=0.5312; sequence_match=0.3750,False,0.5057,False,top-3 avg score 0.5057 < final_threshold 0.7
DatatypeProperty,has firmware version,fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.1111; semantic=0.5613; sequence_match=0.3429,False,0.5018,False,top-3 avg score 0.5018 < final_threshold 0.7
DatatypeProperty,has firmware version,manufacturer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5146; levenshtein=0.2222; semantic=0.5905; sequence_match=0.4000,False,0.5017,False,top-3 avg score 0.5017 < final_threshold 0.7
DatatypeProperty,has fabrication number,hardware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6222; levenshtein=0.2500; semantic=0.5397; sequence_match=0.3429,False,0.5016,False,top-3 avg score 0.5016 < final_threshold 0.7
DatatypeProperty,requires power,hardware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6329; levenshtein=0.1333; semantic=0.5655; sequence_match=0.2857,False,0.4947,False,top-3 avg score 0.4947 < final_threshold 0.7
DatatypeProperty,requires power,tariff period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5983; levenshtein=0.0769; semantic=0.4778; sequence_match=0.4000,False,0.492,False,top-3 avg score 0.4920 < final_threshold 0.7
DatatypeProperty,has firmware version,tariff period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6204; levenshtein=0.3333; semantic=0.4531; sequence_match=0.4000,False,0.4911,False,top-3 avg score 0.4911 < final_threshold 0.7
DatatypeProperty,requires power,firmware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6530; levenshtein=0.1333; semantic=0.5130; sequence_match=0.2857,False,0.4839,False,top-3 avg score 0.4839 < final_threshold 0.7
DatatypeProperty,has version,fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5980; levenshtein=0.2353; semantic=0.4719; sequence_match=0.3704,False,0.4801,False,top-3 avg score 0.4801 < final_threshold 0.7
DatatypeProperty,has hardware version,start date time,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5616; levenshtein=0.3333; semantic=0.4204; sequence_match=0.4516,False,0.4779,False,top-3 avg score 0.4779 < final_threshold 0.7
DatatypeProperty,has version,tariff period,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5722; levenshtein=0.3333; semantic=0.4053; sequence_match=0.4545,False,0.4773,False,top-3 avg score 0.4773 < final_threshold 0.7
DatatypeProperty,requires power,version,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5663; levenshtein=0.3077; semantic=0.5485; sequence_match=0.2000,False,0.4742,False,top-3 avg score 0.4742 < final_threshold 0.7
DatatypeProperty,has hardware version,manufacturer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4981; levenshtein=0.2222; semantic=0.5880; sequence_match=0.3333,False,0.4732,False,top-3 avg score 0.4732 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,hardware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6278; levenshtein=0.2083; semantic=0.4784; sequence_match=0.3077,False,0.4713,False,top-3 avg score 0.4713 < final_threshold 0.7
DatatypeProperty,has fabrication number,version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5881; levenshtein=0.2000; semantic=0.5221; sequence_match=0.2963,False,0.4688,False,top-3 avg score 0.4688 < final_threshold 0.7
DatatypeProperty,has fabrication number,duration,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5722; levenshtein=0.3000; semantic=0.4011; sequence_match=0.4286,False,0.4673,False,top-3 avg score 0.4673 < final_threshold 0.7
DatatypeProperty,has timestamp,duration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5417; levenshtein=0.0833; semantic=0.5591; sequence_match=0.3000,False,0.4669,False,top-3 avg score 0.4669 < final_threshold 0.7
DatatypeProperty,has fabrication number,start date time,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5885; levenshtein=0.3500; semantic=0.3879; sequence_match=0.4242,False,0.4669,False,top-3 avg score 0.4669 < final_threshold 0.7
DatatypeProperty,has fabrication number,firmware version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.1500; semantic=0.5586; sequence_match=0.2857,False,0.4666,False,top-3 avg score 0.4666 < final_threshold 0.7
DatatypeProperty,has firmware version,radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5468; levenshtein=0.1053; semantic=0.5188; sequence_match=0.3243,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.7
DatatypeProperty,has model,version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5892; sequence_match=0.2667,False,0.4559,False,top-3 avg score 0.4559 < final_threshold 0.7
DatatypeProperty,has hardware version,tariff period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5622; levenshtein=0.3333; semantic=0.4020; sequence_match=0.4000,False,0.4547,False,top-3 avg score 0.4547 < final_threshold 0.7
DatatypeProperty,has timestamp,hardware version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5167; levenshtein=0.2000; semantic=0.5499; sequence_match=0.2963,False,0.4543,False,top-3 avg score 0.4543 < final_threshold 0.7
DatatypeProperty,has start timestamp,hardware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5309; levenshtein=0.2941; semantic=0.5126; sequence_match=0.3125,False,0.452,False,top-3 avg score 0.4520 < final_threshold 0.7
DatatypeProperty,has firmware version,billing date period,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5050; levenshtein=0.3889; semantic=0.4578; sequence_match=0.3429,False,0.4506,False,top-3 avg score 0.4506 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,firmware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5944; levenshtein=0.2083; semantic=0.4456; sequence_match=0.3077,False,0.4492,False,top-3 avg score 0.4492 < final_threshold 0.7
DatatypeProperty,requires power,duration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5192; levenshtein=0.2308; semantic=0.5357; sequence_match=0.2857,False,0.4469,False,top-3 avg score 0.4469 < final_threshold 0.7
DatatypeProperty,has model,power,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.2500; semantic=0.4827; sequence_match=0.3077,False,0.4468,False,top-3 avg score 0.4468 < final_threshold 0.7
DatatypeProperty,has timestamp,fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5036; levenshtein=0.1765; semantic=0.4874; sequence_match=0.3448,False,0.4453,False,top-3 avg score 0.4453 < final_threshold 0.7
DatatypeProperty,has start timestamp,duration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4951; levenshtein=0.1765; semantic=0.5920; sequence_match=0.2400,False,0.4424,False,top-3 avg score 0.4424 < final_threshold 0.7
DatatypeProperty,requires power,manufacturer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5470; levenshtein=0.2308; semantic=0.5376; sequence_match=0.2400,False,0.4415,False,top-3 avg score 0.4415 < final_threshold 0.7
DatatypeProperty,has fabrication number,billing date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5669; levenshtein=0.2500; semantic=0.4326; sequence_match=0.3226,False,0.4407,False,top-3 avg score 0.4407 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5075; levenshtein=0.2500; semantic=0.4255; sequence_match=0.3871,False,0.44,False,top-3 avg score 0.4400 < final_threshold 0.7
DatatypeProperty,has firmware version,start date time,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5616; levenshtein=0.2778; semantic=0.4323; sequence_match=0.3226,False,0.4388,False,top-3 avg score 0.4388 < final_threshold 0.7
DatatypeProperty,has start timestamp,fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5126; levenshtein=0.1176; semantic=0.4457; sequence_match=0.3529,False,0.4371,False,top-3 avg score 0.4371 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,start date time,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5953; levenshtein=0.2500; semantic=0.3271; sequence_match=0.3784,False,0.4336,False,top-3 avg score 0.4336 < final_threshold 0.7
DatatypeProperty,has start timestamp,tariff period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5036; levenshtein=0.2353; semantic=0.4500; sequence_match=0.3448,False,0.4328,False,top-3 avg score 0.4328 < final_threshold 0.7
DatatypeProperty,has hardware version,fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5133; levenshtein=0.1111; semantic=0.4901; sequence_match=0.2857,False,0.4297,False,top-3 avg score 0.4297 < final_threshold 0.7
DatatypeProperty,has model,radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5627; levenshtein=0.2105; semantic=0.4277; sequence_match=0.2963,False,0.4289,False,top-3 avg score 0.4289 < final_threshold 0.7
DatatypeProperty,has hardware version,radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5385; levenshtein=0.1053; semantic=0.4634; sequence_match=0.2703,False,0.4241,False,top-3 avg score 0.4241 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,power,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.1250; semantic=0.4876; sequence_match=0.2069,False,0.4222,False,top-3 avg score 0.4222 < final_threshold 0.7
DatatypeProperty,has timestamp,billing date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4823; levenshtein=0.1667; semantic=0.5222; sequence_match=0.2609,False,0.4218,False,top-3 avg score 0.4218 < final_threshold 0.7
DatatypeProperty,has timestamp,model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.0833; semantic=0.5062; sequence_match=0.2353,False,0.4213,False,top-3 avg score 0.4213 < final_threshold 0.7
DatatypeProperty,requires power,billing date period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5493; levenshtein=0.1765; semantic=0.4478; sequence_match=0.2667,False,0.4212,False,top-3 avg score 0.4212 < final_threshold 0.7
DatatypeProperty,requires power,fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5596; levenshtein=0.2353; semantic=0.4367; sequence_match=0.2667,False,0.421,False,top-3 avg score 0.4210 < final_threshold 0.7
DatatypeProperty,has hardware version,model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5037; levenshtein=0.1111; semantic=0.5839; sequence_match=0.1739,False,0.4205,False,top-3 avg score 0.4205 < final_threshold 0.7
DatatypeProperty,has version,billing date period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4647; levenshtein=0.2353; semantic=0.4218; sequence_match=0.3704,False,0.4189,False,top-3 avg score 0.4189 < final_threshold 0.7
DatatypeProperty,has version,power,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.2000; semantic=0.4540; sequence_match=0.2667,False,0.418,False,top-3 avg score 0.4180 < final_threshold 0.7
DatatypeProperty,has start timestamp,manufacturer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5036; levenshtein=0.2353; semantic=0.4723; sequence_match=0.2759,False,0.4173,False,top-3 avg score 0.4173 < final_threshold 0.7
DatatypeProperty,has timestamp,firmware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5167; levenshtein=0.0667; semantic=0.5090; sequence_match=0.2222,False,0.416,False,top-3 avg score 0.4160 < final_threshold 0.7
DatatypeProperty,requires power,start date time,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4872; levenshtein=0.0000; semantic=0.4483; sequence_match=0.3077,False,0.4144,False,top-3 avg score 0.4144 < final_threshold 0.7
DatatypeProperty,has timestamp,version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.0833; semantic=0.5829; sequence_match=0.2105,False,0.4139,False,top-3 avg score 0.4139 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,tariff period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.2500; semantic=0.3797; sequence_match=0.2778,False,0.4136,False,top-3 avg score 0.4136 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,duration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.2500; semantic=0.3857; sequence_match=0.3750,False,0.4128,False,top-3 avg score 0.4128 < final_threshold 0.7
DatatypeProperty,has firmware version,power,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1667; semantic=0.4995; sequence_match=0.2609,False,0.4127,False,top-3 avg score 0.4127 < final_threshold 0.7
DatatypeProperty,has hardware version,billing date period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5050; levenshtein=0.3333; semantic=0.3894; sequence_match=0.3429,False,0.4124,False,top-3 avg score 0.4124 < final_threshold 0.7
DatatypeProperty,has hardware version,power,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1667; semantic=0.4972; sequence_match=0.2609,False,0.412,False,top-3 avg score 0.4120 < final_threshold 0.7
DatatypeProperty,has manufacturer,firmware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4889; levenshtein=0.0667; semantic=0.4794; sequence_match=0.2667,False,0.4117,False,top-3 avg score 0.4117 < final_threshold 0.7
DatatypeProperty,has model,duration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.4812; sequence_match=0.2500,False,0.4104,False,top-3 avg score 0.4104 < final_threshold 0.7
DatatypeProperty,has firmware version,model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5037; levenshtein=0.1111; semantic=0.5517; sequence_match=0.1739,False,0.4098,False,top-3 avg score 0.4098 < final_threshold 0.7
DatatypeProperty,has model,start date time,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5192; levenshtein=0.1538; semantic=0.4219; sequence_match=0.2857,False,0.4089,False,top-3 avg score 0.4089 < final_threshold 0.7
DatatypeProperty,has fabrication number,tariff period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.1500; semantic=0.3554; sequence_match=0.3125,False,0.4041,False,top-3 avg score 0.4041 < final_threshold 0.7
DatatypeProperty,has timestamp,manufacturer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.0833; semantic=0.4825; sequence_match=0.2500,False,0.4034,False,top-3 avg score 0.4034 < final_threshold 0.7
DatatypeProperty,has version,manufacturer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4556; levenshtein=0.0833; semantic=0.4817; sequence_match=0.2727,False,0.4033,False,top-3 avg score 0.4033 < final_threshold 0.7
DatatypeProperty,has firmware version,duration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4028; levenshtein=0.2778; semantic=0.4928; sequence_match=0.3077,False,0.4011,False,top-3 avg score 0.4011 < final_threshold 0.7
DatatypeProperty,has model,fabrication number,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4559; levenshtein=0.1765; semantic=0.4990; sequence_match=0.2400,False,0.3983,False,top-3 avg score 0.3983 < final_threshold 0.7
DatatypeProperty,has model,firmware version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4139; levenshtein=0.1333; semantic=0.5183; sequence_match=0.2609,False,0.3977,False,top-3 avg score 0.3977 < final_threshold 0.7
DatatypeProperty,has model,manufacturer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1667; semantic=0.5597; sequence_match=0.2000,False,0.3968,False,top-3 avg score 0.3968 < final_threshold 0.7
