prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,hasPolicy,has policy,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,prohibition,has prohibition,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8680; levenshtein=0.7857; semantic=0.8858; sequence_match=0.8800,False,0.8779,True,selected
ObjectProperty,operand,has condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.1667; semantic=0.5444; sequence_match=0.3158,False,0.4706,False,top-3 avg score 0.4706 < final_threshold 0.7
ObjectProperty,scope,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.2500; semantic=0.5531; sequence_match=0.3077,False,0.4703,False,top-3 avg score 0.4703 < final_threshold 0.7
ObjectProperty,obligation,has permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5615; levenshtein=0.2308; semantic=0.4999; sequence_match=0.3478,False,0.4697,False,top-3 avg score 0.4697 < final_threshold 0.7
ObjectProperty,assigner,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.4490; sequence_match=0.3750,False,0.4691,False,top-3 avg score 0.4691 < final_threshold 0.7
ObjectProperty,relation,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.1250; semantic=0.6163; sequence_match=0.2667,False,0.4689,False,top-3 avg score 0.4689 < final_threshold 0.7
ObjectProperty,relation,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5365; levenshtein=0.1538; semantic=0.5829; sequence_match=0.2857,False,0.4684,False,top-3 avg score 0.4684 < final_threshold 0.7
ObjectProperty,relation,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5920; levenshtein=0.2414; semantic=0.4332; sequence_match=0.3784,False,0.4678,False,top-3 avg score 0.4678 < final_threshold 0.7
ObjectProperty,action,has sequencing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4957; levenshtein=0.1538; semantic=0.4860; sequence_match=0.4211,False,0.4676,False,top-3 avg score 0.4676 < final_threshold 0.7
ObjectProperty,and,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7193; levenshtein=0.1579; semantic=0.4067; sequence_match=0.2727,False,0.4662,False,top-3 avg score 0.4662 < final_threshold 0.7
ObjectProperty,action,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6322; levenshtein=0.2105; semantic=0.4459; sequence_match=0.3200,False,0.466,False,top-3 avg score 0.4660 < final_threshold 0.7
ObjectProperty,partOf,has prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5675; levenshtein=0.2857; semantic=0.4290; sequence_match=0.4000,False,0.4655,False,top-3 avg score 0.4655 < final_threshold 0.7
ObjectProperty,consequence,has remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5354; levenshtein=0.1818; semantic=0.5606; sequence_match=0.3000,False,0.4653,False,top-3 avg score 0.4653 < final_threshold 0.7
ObjectProperty,target,has duty,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5397; levenshtein=0.2857; semantic=0.5705; sequence_match=0.1538,False,0.4653,False,top-3 avg score 0.4653 < final_threshold 0.7
ObjectProperty,partOf,is policy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.3000; semantic=0.4202; sequence_match=0.3750,False,0.4651,False,top-3 avg score 0.4651 < final_threshold 0.7
ObjectProperty,failure,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6043; levenshtein=0.2069; semantic=0.4489; sequence_match=0.3333,False,0.4622,False,top-3 avg score 0.4622 < final_threshold 0.7
ObjectProperty,remedy,has duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.5387; sequence_match=0.3077,False,0.462,False,top-3 avg score 0.4620 < final_threshold 0.7
ObjectProperty,Only One,has consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.2857; semantic=0.4690; sequence_match=0.3810,False,0.4619,False,top-3 avg score 0.4619 < final_threshold 0.7
ObjectProperty,prohibition,has policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5194; levenshtein=0.0909; semantic=0.5649; sequence_match=0.3000,False,0.4614,False,top-3 avg score 0.4614 < final_threshold 0.7
ObjectProperty,function,has permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5353; levenshtein=0.2308; semantic=0.5613; sequence_match=0.2857,False,0.4608,False,top-3 avg score 0.4608 < final_threshold 0.7
ObjectProperty,assignee,has logical operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5676; levenshtein=0.2222; semantic=0.5036; sequence_match=0.3077,False,0.4596,False,top-3 avg score 0.4596 < final_threshold 0.7
ObjectProperty,inheritFrom,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.1818; semantic=0.5135; sequence_match=0.3158,False,0.4595,False,top-3 avg score 0.4595 < final_threshold 0.7
ObjectProperty,operator,has duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5998; sequence_match=0.2667,False,0.4594,False,top-3 avg score 0.4594 < final_threshold 0.7
ObjectProperty,action,has logical operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.1667; semantic=0.4978; sequence_match=0.3333,False,0.4591,False,top-3 avg score 0.4591 < final_threshold 0.7
ObjectProperty,scope,is policy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.2000; semantic=0.4550; sequence_match=0.4000,False,0.4591,False,top-3 avg score 0.4591 < final_threshold 0.7
ObjectProperty,Only One,has condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4841; levenshtein=0.2500; semantic=0.4713; sequence_match=0.4211,False,0.4588,False,top-3 avg score 0.4588 < final_threshold 0.7
ObjectProperty,assignee,has condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4468; sequence_match=0.4000,False,0.4582,False,top-3 avg score 0.4582 < final_threshold 0.7
ObjectProperty,function,has prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2857; semantic=0.4990; sequence_match=0.3636,False,0.4582,False,top-3 avg score 0.4582 < final_threshold 0.7
ObjectProperty,scope,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1250; semantic=0.5168; sequence_match=0.3077,False,0.4582,False,top-3 avg score 0.4582 < final_threshold 0.7
ObjectProperty,assigner,has condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4464; sequence_match=0.4000,False,0.4581,False,top-3 avg score 0.4581 < final_threshold 0.7
ObjectProperty,function,has sequencing,sequence_match+semantic+jaro_winkler,jaro_winkler=0.4241; levenshtein=0.2308; semantic=0.4733; sequence_match=0.4762,False,0.4579,False,top-3 avg score 0.4579 < final_threshold 0.7
ObjectProperty,target,has failure rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.1429; semantic=0.5002; sequence_match=0.3000,False,0.4572,False,top-3 avg score 0.4572 < final_threshold 0.7
ObjectProperty,operator,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4359; levenshtein=0.2308; semantic=0.5530; sequence_match=0.3810,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
ObjectProperty,leftOperand,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.3077; semantic=0.5568; sequence_match=0.3333,False,0.4566,False,top-3 avg score 0.4566 < final_threshold 0.7
ObjectProperty,consequence,has condition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4904; levenshtein=0.1667; semantic=0.5313; sequence_match=0.3478,False,0.4565,False,top-3 avg score 0.4565 < final_threshold 0.7
ObjectProperty,operator,has condition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.5406; sequence_match=0.3000,False,0.4561,False,top-3 avg score 0.4561 < final_threshold 0.7
ObjectProperty,implies,has rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.0000; semantic=0.5585; sequence_match=0.2857,False,0.456,False,top-3 avg score 0.4560 < final_threshold 0.7
ObjectProperty,hasPolicy,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5396; levenshtein=0.2632; semantic=0.4686; sequence_match=0.3571,False,0.4551,False,top-3 avg score 0.4551 < final_threshold 0.7
ObjectProperty,andSequence,has failure rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5372; levenshtein=0.2857; semantic=0.4275; sequence_match=0.4000,False,0.4549,False,top-3 avg score 0.4549 < final_threshold 0.7
ObjectProperty,inheritFrom,has prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5372; levenshtein=0.2143; semantic=0.5065; sequence_match=0.3200,False,0.4546,False,top-3 avg score 0.4546 < final_threshold 0.7
ObjectProperty,function,has duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5827; sequence_match=0.2667,False,0.4537,False,top-3 avg score 0.4537 < final_threshold 0.7
ObjectProperty,target,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.2308; semantic=0.5463; sequence_match=0.3158,False,0.4526,False,top-3 avg score 0.4526 < final_threshold 0.7
ObjectProperty,scope,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5868; levenshtein=0.1579; semantic=0.5178; sequence_match=0.2500,False,0.4515,False,top-3 avg score 0.4515 < final_threshold 0.7
ObjectProperty,permission,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5980; sequence_match=0.2609,False,0.4512,False,top-3 avg score 0.4512 < final_threshold 0.7
ObjectProperty,scope,has policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.2222; semantic=0.5338; sequence_match=0.2857,False,0.4509,False,top-3 avg score 0.4509 < final_threshold 0.7
ObjectProperty,assigner,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6578; levenshtein=0.2069; semantic=0.4241; sequence_match=0.2703,False,0.4507,False,top-3 avg score 0.4507 < final_threshold 0.7
ObjectProperty,implies,has logical operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5146; levenshtein=0.1667; semantic=0.5975; sequence_match=0.2400,False,0.4507,False,top-3 avg score 0.4507 < final_threshold 0.7
ObjectProperty,operator,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5927; sequence_match=0.2667,False,0.4498,False,top-3 avg score 0.4498 < final_threshold 0.7
ObjectProperty,andSequence,has duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5617; levenshtein=0.1818; semantic=0.4541; sequence_match=0.3333,False,0.4497,False,top-3 avg score 0.4497 < final_threshold 0.7
ObjectProperty,prohibition,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.1538; semantic=0.6193; sequence_match=0.2500,False,0.4497,False,top-3 avg score 0.4497 < final_threshold 0.7
ObjectProperty,permission,has sequencing,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5062; sequence_match=0.3478,False,0.4496,False,top-3 avg score 0.4496 < final_threshold 0.7
ObjectProperty,or,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5256; levenshtein=0.1538; semantic=0.5561; sequence_match=0.2667,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.7
ObjectProperty,obligation,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5924; sequence_match=0.2609,False,0.4494,False,top-3 avg score 0.4494 < final_threshold 0.7
ObjectProperty,inheritRelation,has logical operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4926; levenshtein=0.2222; semantic=0.4894; sequence_match=0.3636,False,0.4486,False,top-3 avg score 0.4486 < final_threshold 0.7
ObjectProperty,leftOperand,has permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4738; levenshtein=0.0769; semantic=0.5383; sequence_match=0.3333,False,0.4485,False,top-3 avg score 0.4485 < final_threshold 0.7
ObjectProperty,scope,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5407; levenshtein=0.2222; semantic=0.5184; sequence_match=0.2857,False,0.4483,False,top-3 avg score 0.4483 < final_threshold 0.7
ObjectProperty,obligation,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5670; levenshtein=0.2414; semantic=0.4184; sequence_match=0.3590,False,0.4481,False,top-3 avg score 0.4481 < final_threshold 0.7
ObjectProperty,partOf,has duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.4959; sequence_match=0.3077,False,0.4478,False,top-3 avg score 0.4478 < final_threshold 0.7
ObjectProperty,operand,has nested constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5107; levenshtein=0.2105; semantic=0.5238; sequence_match=0.3077,False,0.4474,False,top-3 avg score 0.4474 < final_threshold 0.7
ObjectProperty,assigner,has duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5633; sequence_match=0.2667,False,0.4473,False,top-3 avg score 0.4473 < final_threshold 0.7
ObjectProperty,operand,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.2222; semantic=0.5017; sequence_match=0.2500,False,0.4468,False,top-3 avg score 0.4468 < final_threshold 0.7
ObjectProperty,assigner,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.4175; sequence_match=0.3529,False,0.4466,False,top-3 avg score 0.4466 < final_threshold 0.7
ObjectProperty,andSequence,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1818; semantic=0.4387; sequence_match=0.3333,False,0.4464,False,top-3 avg score 0.4464 < final_threshold 0.7
ObjectProperty,andSequence,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5911; levenshtein=0.2632; semantic=0.4146; sequence_match=0.3333,False,0.4464,False,top-3 avg score 0.4464 < final_threshold 0.7
ObjectProperty,prohibition,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.0909; semantic=0.4852; sequence_match=0.3158,False,0.4463,False,top-3 avg score 0.4463 < final_threshold 0.7
ObjectProperty,conflict,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5579; sequence_match=0.2667,False,0.4455,False,top-3 avg score 0.4455 < final_threshold 0.7
ObjectProperty,andSequence,has condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.0833; semantic=0.4300; sequence_match=0.3478,False,0.445,False,top-3 avg score 0.4450 < final_threshold 0.7
ObjectProperty,action,has duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.5885; sequence_match=0.3077,False,0.4442,False,top-3 avg score 0.4442 < final_threshold 0.7
ObjectProperty,function,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6102; levenshtein=0.2069; semantic=0.3979; sequence_match=0.3243,False,0.4441,False,top-3 avg score 0.4441 < final_threshold 0.7
ObjectProperty,conflict,has logical operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5676; levenshtein=0.1667; semantic=0.4571; sequence_match=0.3077,False,0.4441,False,top-3 avg score 0.4441 < final_threshold 0.7
ObjectProperty,relation,has duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5527; sequence_match=0.2667,False,0.4438,False,top-3 avg score 0.4438 < final_threshold 0.7
ObjectProperty,scope,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6460; levenshtein=0.1379; semantic=0.4493; sequence_match=0.2353,False,0.4435,False,top-3 avg score 0.4435 < final_threshold 0.7
ObjectProperty,relation,has nested constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4961; levenshtein=0.1579; semantic=0.5376; sequence_match=0.2963,False,0.4433,False,top-3 avg score 0.4433 < final_threshold 0.7
ObjectProperty,and,has constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6068; levenshtein=0.1538; semantic=0.4702; sequence_match=0.2500,False,0.4423,False,top-3 avg score 0.4423 < final_threshold 0.7
ObjectProperty,inheritFrom,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.5368; sequence_match=0.3333,False,0.442,False,top-3 avg score 0.4420 < final_threshold 0.7
ObjectProperty,operator,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5627; levenshtein=0.1579; semantic=0.4670; sequence_match=0.2963,False,0.442,False,top-3 avg score 0.4420 < final_threshold 0.7
ObjectProperty,or,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5553; sequence_match=0.2222,False,0.4417,False,top-3 avg score 0.4417 < final_threshold 0.7
ObjectProperty,function,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.5366; sequence_match=0.2727,False,0.4404,False,top-3 avg score 0.4404 < final_threshold 0.7
ObjectProperty,implies,has role,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.0000; semantic=0.5095; sequence_match=0.2857,False,0.4397,False,top-3 avg score 0.4397 < final_threshold 0.7
ObjectProperty,inheritRelation,has role,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.5891; sequence_match=0.1818,False,0.4395,False,top-3 avg score 0.4395 < final_threshold 0.7
ObjectProperty,failure,has duty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.2857; semantic=0.5083; sequence_match=0.2857,False,0.4393,False,top-3 avg score 0.4393 < final_threshold 0.7
ObjectProperty,andSequence,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5617; levenshtein=0.2727; semantic=0.4219; sequence_match=0.3333,False,0.439,False,top-3 avg score 0.4390 < final_threshold 0.7
ObjectProperty,consequence,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5093; levenshtein=0.2105; semantic=0.4742; sequence_match=0.3333,False,0.439,False,top-3 avg score 0.4390 < final_threshold 0.7
ObjectProperty,inheritRelation,has failure rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5766; levenshtein=0.1333; semantic=0.4614; sequence_match=0.2759,False,0.438,False,top-3 avg score 0.4380 < final_threshold 0.7
ObjectProperty,implies,has permission,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5663; levenshtein=0.2308; semantic=0.5163; sequence_match=0.2000,False,0.4378,False,top-3 avg score 0.4378 < final_threshold 0.7
ObjectProperty,function,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5627; levenshtein=0.2105; semantic=0.4534; sequence_match=0.2963,False,0.4375,False,top-3 avg score 0.4375 < final_threshold 0.7
ObjectProperty,permission,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4857; levenshtein=0.1429; semantic=0.5738; sequence_match=0.2500,False,0.4365,False,top-3 avg score 0.4365 < final_threshold 0.7
ObjectProperty,andSequence,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.1818; semantic=0.4443; sequence_match=0.3158,False,0.4364,False,top-3 avg score 0.4364 < final_threshold 0.7
ObjectProperty,relation,has rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.0000; semantic=0.5511; sequence_match=0.2667,False,0.436,False,top-3 avg score 0.4360 < final_threshold 0.7
ObjectProperty,or,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5364; sequence_match=0.2222,False,0.4354,False,top-3 avg score 0.4354 < final_threshold 0.7
ObjectProperty,constraint,has rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.2000; semantic=0.5754; sequence_match=0.2353,False,0.4353,False,top-3 avg score 0.4353 < final_threshold 0.7
ObjectProperty,constraint,has duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.1000; semantic=0.5750; sequence_match=0.2353,False,0.4352,False,top-3 avg score 0.4352 < final_threshold 0.7
ObjectProperty,relation,has logical operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4074; levenshtein=0.1667; semantic=0.5867; sequence_match=0.3077,False,0.4339,False,top-3 avg score 0.4339 < final_threshold 0.7
ObjectProperty,assignee,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5967; levenshtein=0.2069; semantic=0.4346; sequence_match=0.2703,False,0.4339,False,top-3 avg score 0.4339 < final_threshold 0.7
ObjectProperty,scope,has sequencing,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5179; levenshtein=0.1538; semantic=0.5595; sequence_match=0.2222,False,0.4332,False,top-3 avg score 0.4332 < final_threshold 0.7
ObjectProperty,inheritRelation,has asset,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5250; levenshtein=0.2000; semantic=0.5129; sequence_match=0.2609,False,0.4329,False,top-3 avg score 0.4329 < final_threshold 0.7
ObjectProperty,constraint,has permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5615; levenshtein=0.1538; semantic=0.5632; sequence_match=0.1739,False,0.4329,False,top-3 avg score 0.4329 < final_threshold 0.7
ObjectProperty,assigner,has prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.4231; sequence_match=0.3636,False,0.4329,False,top-3 avg score 0.4329 < final_threshold 0.7
ObjectProperty,action,has policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.2222; semantic=0.5316; sequence_match=0.2667,False,0.4328,False,top-3 avg score 0.4328 < final_threshold 0.7
ObjectProperty,inheritRelation,has nested constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6495; levenshtein=0.1579; semantic=0.4712; sequence_match=0.1765,False,0.4324,False,top-3 avg score 0.4324 < final_threshold 0.7
ObjectProperty,assignee,has prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5298; levenshtein=0.2143; semantic=0.4038; sequence_match=0.3636,False,0.4324,False,top-3 avg score 0.4324 < final_threshold 0.7
ObjectProperty,partOf,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.5150; sequence_match=0.3158,False,0.4322,False,top-3 avg score 0.4322 < final_threshold 0.7
ObjectProperty,andSequence,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4738; levenshtein=0.1538; semantic=0.4889; sequence_match=0.3333,False,0.432,False,top-3 avg score 0.4320 < final_threshold 0.7
ObjectProperty,and,has consequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.1429; semantic=0.4574; sequence_match=0.2353,False,0.432,False,top-3 avg score 0.4320 < final_threshold 0.7
ObjectProperty,failure,has logical operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5307; levenshtein=0.2222; semantic=0.4448; sequence_match=0.3200,False,0.4318,False,top-3 avg score 0.4318 < final_threshold 0.7
ObjectProperty,permission,has remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5315; levenshtein=0.0000; semantic=0.5521; sequence_match=0.2105,False,0.4314,False,top-3 avg score 0.4314 < final_threshold 0.7
ObjectProperty,inheritFrom,has condition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4904; levenshtein=0.1667; semantic=0.4554; sequence_match=0.3478,False,0.4312,False,top-3 avg score 0.4312 < final_threshold 0.7
ObjectProperty,Only One,has logical operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5146; levenshtein=0.1667; semantic=0.4579; sequence_match=0.3200,False,0.4308,False,top-3 avg score 0.4308 < final_threshold 0.7
ObjectProperty,inheritRelation,has rule,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.5629; sequence_match=0.1818,False,0.4308,False,top-3 avg score 0.4308 < final_threshold 0.7
ObjectProperty,obligation,has policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4481; levenshtein=0.1000; semantic=0.5266; sequence_match=0.3158,False,0.4302,False,top-3 avg score 0.4302 < final_threshold 0.7
ObjectProperty,constraint,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.2000; semantic=0.5162; sequence_match=0.2222,False,0.4295,False,top-3 avg score 0.4295 < final_threshold 0.7
ObjectProperty,partOf,has condition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.2500; semantic=0.4791; sequence_match=0.3333,False,0.4282,False,top-3 avg score 0.4282 < final_threshold 0.7
ObjectProperty,target,has prohibition,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5714; levenshtein=0.2143; semantic=0.4965; sequence_match=0.1000,False,0.4274,False,top-3 avg score 0.4274 < final_threshold 0.7
ObjectProperty,operator,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.0000; semantic=0.5317; sequence_match=0.2500,False,0.4272,False,top-3 avg score 0.4272 < final_threshold 0.7
ObjectProperty,leftOperand,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.0909; semantic=0.4618; sequence_match=0.3000,False,0.4271,False,top-3 avg score 0.4271 < final_threshold 0.7
ObjectProperty,consequence,has failure rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4665; levenshtein=0.2143; semantic=0.4926; sequence_match=0.3200,False,0.4263,False,top-3 avg score 0.4263 < final_threshold 0.7
ObjectProperty,partOf,has rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.2857; semantic=0.4298; sequence_match=0.3077,False,0.4257,False,top-3 avg score 0.4257 < final_threshold 0.7
ObjectProperty,Only One,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4799; levenshtein=0.2308; semantic=0.4961; sequence_match=0.3000,False,0.4253,False,top-3 avg score 0.4253 < final_threshold 0.7
ObjectProperty,implies,has failure rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4524; levenshtein=0.1429; semantic=0.5370; sequence_match=0.2857,False,0.425,False,top-3 avg score 0.4250 < final_threshold 0.7
ObjectProperty,conflict,has nested constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3999; levenshtein=0.2632; semantic=0.5048; sequence_match=0.3704,False,0.425,False,top-3 avg score 0.4250 < final_threshold 0.7
ObjectProperty,or,has logical operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5185; levenshtein=0.1111; semantic=0.5561; sequence_match=0.2000,False,0.4249,False,top-3 avg score 0.4249 < final_threshold 0.7
ObjectProperty,target,has logical operator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5556; levenshtein=0.2222; semantic=0.4963; sequence_match=0.1667,False,0.4247,False,top-3 avg score 0.4247 < final_threshold 0.7
ObjectProperty,inheritFrom,has constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5023; levenshtein=0.0769; semantic=0.5214; sequence_match=0.2500,False,0.4246,False,top-3 avg score 0.4246 < final_threshold 0.7
ObjectProperty,partOf,has logical operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.2222; semantic=0.4574; sequence_match=0.3333,False,0.4241,False,top-3 avg score 0.4241 < final_threshold 0.7
