role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,has license,haslicense,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=0.9318; sequence_match=1.0000,True,1.0000,True,selected
property,has version,hasversion,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=0.9590; sequence_match=1.0000,True,1.0000,True,selected
property,has release date,releasedate,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8074; levenshtein=0.7857; semantic=0.8953; sequence_match=0.8800,False,0.8609,True,selected
property,has documentation,hasurl,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.2500; semantic=0.5762; sequence_match=0.3636,False,0.5262,False,top-3 avg score 0.5262 < final_threshold 0.6
property,has interface,canread,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.3333; semantic=0.5134; sequence_match=0.4211,False,0.5260,False,top-3 avg score 0.5260 < final_threshold 0.6
property,has specified data output,hasinputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6229; levenshtein=0.3182; semantic=0.5641; sequence_match=0.3889,False,0.5253,False,top-3 avg score 0.5253 < final_threshold 0.6
property,has format specification,hasexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6675; levenshtein=0.2273; semantic=0.5150; sequence_match=0.3871,False,0.5232,False,top-3 avg score 0.5232 < final_threshold 0.6
property,has documentation,hasvalidinput,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6405; levenshtein=0.3125; semantic=0.5145; sequence_match=0.4138,False,0.5229,False,top-3 avg score 0.5229 < final_threshold 0.6
property,has download location,hasformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6608; levenshtein=0.3158; semantic=0.4778; sequence_match=0.4286,False,0.5224,False,top-3 avg score 0.5224 < final_threshold 0.6
property,has specified data output,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6472; levenshtein=0.2273; semantic=0.5749; sequence_match=0.3448,False,0.5223,False,top-3 avg score 0.5223 < final_threshold 0.6
property,has release date,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.5637; sequence_match=0.3810,False,0.5212,False,top-3 avg score 0.5212 < final_threshold 0.6
property,uses platform,cangetfrom,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6659; levenshtein=0.2500; semantic=0.4430; sequence_match=0.4545,False,0.5211,False,top-3 avg score 0.5211 < final_threshold 0.6
property,has specified data output,outputs,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4105; levenshtein=0.2273; semantic=0.7370; sequence_match=0.4138,False,0.5204,False,top-3 avg score 0.5204 < final_threshold 0.6
property,has output,hasname,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5873; levenshtein=0.3333; semantic=0.5989; sequence_match=0.3750,False,0.5204,False,top-3 avg score 0.5204 < final_threshold 0.6
property,has download location,hasversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5877; levenshtein=0.3158; semantic=0.5589; sequence_match=0.4138,False,0.5201,False,top-3 avg score 0.5201 < final_threshold 0.6
property,has release date,hasname,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6238; levenshtein=0.3571; semantic=0.5536; sequence_match=0.3810,False,0.5194,False,top-3 avg score 0.5194 < final_threshold 0.6
property,has input,hashomepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6212; levenshtein=0.3636; semantic=0.5142; sequence_match=0.4211,False,0.5188,False,top-3 avg score 0.5188 < final_threshold 0.6
property,has output,hasversion,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.3000; semantic=0.5843; sequence_match=0.4211,False,0.5166,False,top-3 avg score 0.5166 < final_threshold 0.6
property,has license,canprocess,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.3000; semantic=0.5471; sequence_match=0.4000,False,0.5157,False,top-3 avg score 0.5157 < final_threshold 0.6
property,has website homepage,hasexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6111; levenshtein=0.2778; semantic=0.5621; sequence_match=0.3704,False,0.5145,False,top-3 avg score 0.5145 < final_threshold 0.6
property,has website homepage,hasname,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5974; levenshtein=0.2778; semantic=0.5457; sequence_match=0.4000,False,0.5143,False,top-3 avg score 0.5143 < final_threshold 0.6
property,has format specification,hashomepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6553; levenshtein=0.3182; semantic=0.4603; sequence_match=0.4242,False,0.5133,False,top-3 avg score 0.5133 < final_threshold 0.6
property,has release date,availableas,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6025; levenshtein=0.2857; semantic=0.5314; sequence_match=0.4000,False,0.5113,False,top-3 avg score 0.5113 < final_threshold 0.6
property,has support url,haslocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6131; levenshtein=0.3077; semantic=0.5017; sequence_match=0.4167,False,0.5105,False,top-3 avg score 0.5105 < final_threshold 0.6
property,has release date,isfree,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6508; levenshtein=0.2143; semantic=0.4796; sequence_match=0.4000,False,0.5101,False,top-3 avg score 0.5101 < final_threshold 0.6
property,has specified data output,haslocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6553; levenshtein=0.3182; semantic=0.4496; sequence_match=0.4242,False,0.5097,False,top-3 avg score 0.5097 < final_threshold 0.6
property,has website homepage,hastype,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5974; levenshtein=0.3333; semantic=0.5983; sequence_match=0.3200,False,0.5097,False,top-3 avg score 0.5097 < final_threshold 0.6
property,has version,hashomepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5848; levenshtein=0.2727; semantic=0.5622; sequence_match=0.3810,False,0.5093,False,top-3 avg score 0.5093 < final_threshold 0.6
property,has release date,availableat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6025; levenshtein=0.3571; semantic=0.5247; sequence_match=0.4000,False,0.5091,False,top-3 avg score 0.5091 < final_threshold 0.6
property,has interface,canprocess,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.2500; semantic=0.4970; sequence_match=0.4545,False,0.5079,False,top-3 avg score 0.5079 < final_threshold 0.6
property,has license,hasinputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2143; semantic=0.4874; sequence_match=0.4167,False,0.5077,False,top-3 avg score 0.5077 < final_threshold 0.6
property,has release date,hasvalidinput,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6319; levenshtein=0.3571; semantic=0.4465; sequence_match=0.4444,False,0.5076,False,top-3 avg score 0.5076 < final_threshold 0.6
property,has specified data output,hasexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6034; levenshtein=0.2727; semantic=0.5957; sequence_match=0.3226,False,0.5072,False,top-3 avg score 0.5072 < final_threshold 0.6
property,has license,isfree,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6056; levenshtein=0.3000; semantic=0.5317; sequence_match=0.3750,False,0.5041,False,top-3 avg score 0.5041 < final_threshold 0.6
property,has specified data input,hasversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6302; levenshtein=0.2857; semantic=0.4948; sequence_match=0.3871,False,0.5040,False,top-3 avg score 0.5040 < final_threshold 0.6
property,has specified data output,hasversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6251; levenshtein=0.2727; semantic=0.5099; sequence_match=0.3750,False,0.5033,False,top-3 avg score 0.5033 < final_threshold 0.6
property,implements,ispublished,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5848; levenshtein=0.1818; semantic=0.5418; sequence_match=0.3810,False,0.5025,False,top-3 avg score 0.5025 < final_threshold 0.6
property,has download location,hasname,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6591; levenshtein=0.2632; semantic=0.4638; sequence_match=0.3846,False,0.5025,False,top-3 avg score 0.5025 < final_threshold 0.6
property,is developed by,isfree,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6581; levenshtein=0.3077; semantic=0.4270; sequence_match=0.4211,False,0.5021,False,top-3 avg score 0.5021 < final_threshold 0.6
property,has release date,hashomepage,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6025; levenshtein=0.4286; semantic=0.4705; sequence_match=0.4000,False,0.5005,False,top-3 avg score 0.5005 < final_threshold 0.6
property,has output,isinputfor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5315; levenshtein=0.2000; semantic=0.5474; sequence_match=0.4211,False,0.5000,False,top-3 avg score 0.5000 < final_threshold 0.6
property,has website homepage,hasoutputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5759; levenshtein=0.3333; semantic=0.4955; sequence_match=0.4242,False,0.4986,False,top-3 avg score 0.4986 < final_threshold 0.6
property,uses software,hasexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5907; levenshtein=0.2500; semantic=0.5233; sequence_match=0.3810,False,0.4983,False,top-3 avg score 0.4983 < final_threshold 0.6
property,has version,runson,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.3000; semantic=0.5193; sequence_match=0.3750,False,0.4981,False,top-3 avg score 0.4981 < final_threshold 0.6
property,has output,canexport,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5463; levenshtein=0.2222; semantic=0.6129; sequence_match=0.3333,False,0.4975,False,top-3 avg score 0.4975 < final_threshold 0.6
property,has specified data input,providesediting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6615; levenshtein=0.2381; semantic=0.4964; sequence_match=0.3333,False,0.4971,False,top-3 avg score 0.4971 < final_threshold 0.6
property,has download location,hasexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6062; levenshtein=0.2632; semantic=0.5269; sequence_match=0.3571,False,0.4967,False,top-3 avg score 0.4967 < final_threshold 0.6
property,has license,ispublished,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5182; levenshtein=0.1818; semantic=0.5906; sequence_match=0.3810,False,0.4966,False,top-3 avg score 0.4966 < final_threshold 0.6
property,uses software,hasversion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.0833; semantic=0.5471; sequence_match=0.3636,False,0.4943,False,top-3 avg score 0.4943 < final_threshold 0.6
property,has release date,developed,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2857; semantic=0.5630; sequence_match=0.3478,False,0.4939,False,top-3 avg score 0.4939 < final_threshold 0.6
property,uses software,isfoss,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6167; levenshtein=0.1667; semantic=0.5287; sequence_match=0.3333,False,0.4929,False,top-3 avg score 0.4929 < final_threshold 0.6
property,has format specification,hasname,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6544; levenshtein=0.2273; semantic=0.4783; sequence_match=0.3448,False,0.4925,False,top-3 avg score 0.4925 < final_threshold 0.6
property,has release date,hasmodification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5540; levenshtein=0.2667; semantic=0.5091; sequence_match=0.4138,False,0.4923,False,top-3 avg score 0.4923 < final_threshold 0.6
property,has website homepage,hasformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6270; levenshtein=0.2778; semantic=0.5492; sequence_match=0.2963,False,0.4908,False,top-3 avg score 0.4908 < final_threshold 0.6
property,uses software,support,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5770; levenshtein=0.2500; semantic=0.5789; sequence_match=0.3158,False,0.4905,False,top-3 avg score 0.4905 < final_threshold 0.6
property,implements,availableas,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5879; levenshtein=0.1818; semantic=0.5027; sequence_match=0.3810,False,0.4905,False,top-3 avg score 0.4905 < final_threshold 0.6
property,implements,availableat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5879; levenshtein=0.1818; semantic=0.4991; sequence_match=0.3810,False,0.4893,False,top-3 avg score 0.4893 < final_threshold 0.6
property,has website homepage,usewith,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2778; semantic=0.4473; sequence_match=0.4000,False,0.4888,False,top-3 avg score 0.4888 < final_threshold 0.6
property,has license,releasedate,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5182; levenshtein=0.1818; semantic=0.5632; sequence_match=0.3810,False,0.4874,False,top-3 avg score 0.4874 < final_threshold 0.6
property,has output,haslicense,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.3000; semantic=0.6020; sequence_match=0.3158,False,0.4874,False,top-3 avg score 0.4874 < final_threshold 0.6
property,has support url,hasvalidinput,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5855; levenshtein=0.2308; semantic=0.4906; sequence_match=0.3846,False,0.4869,False,top-3 avg score 0.4869 < final_threshold 0.6
property,has license,uses,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5667; levenshtein=0.3000; semantic=0.5926; sequence_match=0.2857,False,0.4864,False,top-3 avg score 0.4864 < final_threshold 0.6
property,has specified data input,haslicense,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6437; levenshtein=0.2857; semantic=0.4908; sequence_match=0.3226,False,0.4857,False,top-3 avg score 0.4857 < final_threshold 0.6
property,has release date,createdby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.3571; semantic=0.4505; sequence_match=0.4348,False,0.4854,False,top-3 avg score 0.4854 < final_threshold 0.6
property,has download location,hasoutputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5641; levenshtein=0.3158; semantic=0.4794; sequence_match=0.4118,False,0.4851,False,top-3 avg score 0.4851 < final_threshold 0.6
property,has specified data input,hasoutputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5548; levenshtein=0.2381; semantic=0.5108; sequence_match=0.3889,False,0.4848,False,top-3 avg score 0.4848 < final_threshold 0.6
property,has documentation,support,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.1875; semantic=0.6684; sequence_match=0.2609,False,0.4843,False,top-3 avg score 0.4843 < final_threshold 0.6
property,uses platform,hasversion,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5333; levenshtein=0.1667; semantic=0.5541; sequence_match=0.3636,False,0.4837,False,top-3 avg score 0.4837 < final_threshold 0.6
property,has specified data output,haslicense,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6379; levenshtein=0.2273; semantic=0.4998; sequence_match=0.3125,False,0.4834,False,top-3 avg score 0.4834 < final_threshold 0.6
property,has version,hasoutputformat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.2667; semantic=0.5852; sequence_match=0.3200,False,0.4832,False,top-3 avg score 0.4832 < final_threshold 0.6
property,has specified data input,hasexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5952; levenshtein=0.2381; semantic=0.5200; sequence_match=0.3333,False,0.4828,False,top-3 avg score 0.4828 < final_threshold 0.6
property,implements,providesediting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6270; levenshtein=0.2000; semantic=0.5005; sequence_match=0.3200,False,0.4825,False,top-3 avg score 0.4825 < final_threshold 0.6
property,has specified data input,hasname,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5841; levenshtein=0.1905; semantic=0.5766; sequence_match=0.2857,False,0.4821,False,top-3 avg score 0.4821 < final_threshold 0.6
property,has version,cangetfrom,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.3000; semantic=0.4442; sequence_match=0.4000,False,0.4814,False,top-3 avg score 0.4814 < final_threshold 0.6
property,has support url,haslicense,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5692; levenshtein=0.2308; semantic=0.5258; sequence_match=0.3478,False,0.4809,False,top-3 avg score 0.4809 < final_threshold 0.6
property,has website homepage,haslocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.2778; semantic=0.5248; sequence_match=0.3448,False,0.4801,False,top-3 avg score 0.4801 < final_threshold 0.6
property,uses software,runson,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1667; semantic=0.5233; sequence_match=0.3333,False,0.4800,False,top-3 avg score 0.4800 < final_threshold 0.6
property,has format specification,haslicense,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5775; levenshtein=0.2273; semantic=0.4856; sequence_match=0.3750,False,0.4794,False,top-3 avg score 0.4794 < final_threshold 0.6
property,implements,outputs,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5762; levenshtein=0.2000; semantic=0.5080; sequence_match=0.3529,False,0.4791,False,top-3 avg score 0.4791 < final_threshold 0.6
property,implements,isfree,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.3000; semantic=0.4615; sequence_match=0.3750,False,0.4788,False,top-3 avg score 0.4788 < final_threshold 0.6
property,has website homepage,hasmodification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5233; levenshtein=0.2222; semantic=0.5486; sequence_match=0.3636,False,0.4785,False,top-3 avg score 0.4785 < final_threshold 0.6
property,has download location,availableat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5649; levenshtein=0.3158; semantic=0.4653; sequence_match=0.4000,False,0.4767,False,top-3 avg score 0.4767 < final_threshold 0.6
property,is software for,hasformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5983; levenshtein=0.2308; semantic=0.4649; sequence_match=0.3636,False,0.4756,False,top-3 avg score 0.4756 < final_threshold 0.6
property,has download location,hasurl,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6257; levenshtein=0.2105; semantic=0.4810; sequence_match=0.3200,False,0.4756,False,top-3 avg score 0.4756 < final_threshold 0.6
property,has interface,cangetfrom,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.3333; semantic=0.4734; sequence_match=0.3636,False,0.4753,False,top-3 avg score 0.4753 < final_threshold 0.6
property,is developed by,ispublished,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5464; levenshtein=0.3077; semantic=0.4612; sequence_match=0.4167,False,0.4748,False,top-3 avg score 0.4748 < final_threshold 0.6
property,has specified data output,releasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5563; levenshtein=0.2273; semantic=0.5035; sequence_match=0.3636,False,0.4745,False,top-3 avg score 0.4745 < final_threshold 0.6
property,uses platform,runson,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1667; semantic=0.5062; sequence_match=0.3333,False,0.4743,False,top-3 avg score 0.4743 < final_threshold 0.6
property,has license,hasformat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5444; levenshtein=0.3000; semantic=0.5626; sequence_match=0.3158,False,0.4743,False,top-3 avg score 0.4743 < final_threshold 0.6
property,has support url,hasmodification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5726; levenshtein=0.2667; semantic=0.4894; sequence_match=0.3571,False,0.4731,False,top-3 avg score 0.4731 < final_threshold 0.6
property,is developed by,providesediting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5912; levenshtein=0.1333; semantic=0.4667; sequence_match=0.3571,False,0.4717,False,top-3 avg score 0.4717 < final_threshold 0.6
property,is software for,hasinputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5842; levenshtein=0.1429; semantic=0.4603; sequence_match=0.3704,False,0.4716,False,top-3 avg score 0.4716 < final_threshold 0.6
property,has specified data input,releasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5613; levenshtein=0.2381; semantic=0.4777; sequence_match=0.3750,False,0.4714,False,top-3 avg score 0.4714 < final_threshold 0.6
property,has format specification,exportsto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5276; levenshtein=0.2727; semantic=0.4981; sequence_match=0.3871,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.6
property,has release date,hasoutputformat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4968; levenshtein=0.2667; semantic=0.4998; sequence_match=0.4138,False,0.4701,False,top-3 avg score 0.4701 < final_threshold 0.6
property,has version,providesediting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5794; levenshtein=0.2667; semantic=0.5100; sequence_match=0.3200,False,0.4698,False,top-3 avg score 0.4698 < final_threshold 0.6
property,has website homepage,uses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6389; levenshtein=0.1667; semantic=0.4956; sequence_match=0.2727,False,0.4691,False,top-3 avg score 0.4691 < final_threshold 0.6
property,uses software,hashomepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.3333; semantic=0.5019; sequence_match=0.3478,False,0.4689,False,top-3 avg score 0.4689 < final_threshold 0.6
property,uses platform,exportsto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5241; levenshtein=0.2500; semantic=0.5014; sequence_match=0.3810,False,0.4688,False,top-3 avg score 0.4688 < final_threshold 0.6
property,has website homepage,releasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5989; levenshtein=0.2778; semantic=0.4610; sequence_match=0.3448,False,0.4683,False,top-3 avg score 0.4683 < final_threshold 0.6
property,has format specification,collaboratewith,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5907; levenshtein=0.2273; semantic=0.3816; sequence_match=0.4324,False,0.4682,False,top-3 avg score 0.4682 < final_threshold 0.6
property,implements,releasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5182; levenshtein=0.2727; semantic=0.5055; sequence_match=0.3810,False,0.4682,False,top-3 avg score 0.4682 < final_threshold 0.6
property,has release date,ispublished,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5372; levenshtein=0.2143; semantic=0.6269; sequence_match=0.2400,False,0.4681,False,top-3 avg score 0.4681 < final_threshold 0.6
property,has website homepage,cangetfrom,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5926; levenshtein=0.2778; semantic=0.4521; sequence_match=0.3571,False,0.4673,False,top-3 avg score 0.4673 < final_threshold 0.6
property,has download location,hasvalidinput,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6109; levenshtein=0.3158; semantic=0.4157; sequence_match=0.3750,False,0.4672,False,top-3 avg score 0.4672 < final_threshold 0.6
property,is software for,hasoutputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5255; levenshtein=0.3333; semantic=0.4460; sequence_match=0.4286,False,0.4667,False,top-3 avg score 0.4667 < final_threshold 0.6
property,has input,canprocess,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5583; levenshtein=0.1000; semantic=0.5083; sequence_match=0.3333,False,0.4667,False,top-3 avg score 0.4667 < final_threshold 0.6
property,has release date,hasinputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5048; levenshtein=0.2857; semantic=0.4657; sequence_match=0.4286,False,0.4663,False,top-3 avg score 0.4663 < final_threshold 0.6
property,uses platform,canexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2500; semantic=0.4622; sequence_match=0.3810,False,0.4662,False,top-3 avg score 0.4662 < final_threshold 0.6
property,has license,availableas,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5848; levenshtein=0.2727; semantic=0.5405; sequence_match=0.1905,False,0.4660,False,top-3 avg score 0.4660 < final_threshold 0.6
property,uses software,isfree,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.2500; semantic=0.4804; sequence_match=0.4444,False,0.4657,False,top-3 avg score 0.4657 < final_threshold 0.6
property,has specified data output,ispublished,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5720; levenshtein=0.1818; semantic=0.5208; sequence_match=0.3030,False,0.4653,False,top-3 avg score 0.4653 < final_threshold 0.6
property,has format specification,providesediting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6071; levenshtein=0.2727; semantic=0.4622; sequence_match=0.3243,False,0.4645,False,top-3 avg score 0.4645 < final_threshold 0.6
property,has support url,hashomepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5464; levenshtein=0.2308; semantic=0.5129; sequence_match=0.3333,False,0.4642,False,top-3 avg score 0.4642 < final_threshold 0.6
property,has input,cangetfrom,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5583; levenshtein=0.1000; semantic=0.5003; sequence_match=0.3333,False,0.4640,False,top-3 avg score 0.4640 < final_threshold 0.6
property,uses platform,haslocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4904; levenshtein=0.2500; semantic=0.4666; sequence_match=0.4348,False,0.4639,False,top-3 avg score 0.4639 < final_threshold 0.6
property,has specified data output,isinputfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5775; levenshtein=0.1818; semantic=0.4997; sequence_match=0.3125,False,0.4632,False,top-3 avg score 0.4632 < final_threshold 0.6
property,has support url,isinputfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5761; levenshtein=0.2308; semantic=0.4650; sequence_match=0.3478,False,0.4630,False,top-3 avg score 0.4630 < final_threshold 0.6
property,has documentation,providesediting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5395; levenshtein=0.1875; semantic=0.5260; sequence_match=0.3226,False,0.4627,False,top-3 avg score 0.4627 < final_threshold 0.6
property,has specified data output,hasname,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5805; levenshtein=0.1818; semantic=0.5314; sequence_match=0.2759,False,0.4626,False,top-3 avg score 0.4626 < final_threshold 0.6
property,has documentation,collaboratewith,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5528; levenshtein=0.1250; semantic=0.5084; sequence_match=0.3226,False,0.4613,False,top-3 avg score 0.4613 < final_threshold 0.6
property,has download location,haslicense,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5830; levenshtein=0.2632; semantic=0.5247; sequence_match=0.2759,False,0.4612,False,top-3 avg score 0.4612 < final_threshold 0.6
property,has version,usewith,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5762; levenshtein=0.3000; semantic=0.5065; sequence_match=0.1176,False,0.4609,False,top-3 avg score 0.4609 < final_threshold 0.6
property,has interface,canexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5907; levenshtein=0.2500; semantic=0.5039; sequence_match=0.2857,False,0.4601,False,top-3 avg score 0.4601 < final_threshold 0.6
property,has release date,develops,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.2143; semantic=0.5945; sequence_match=0.2727,False,0.4597,False,top-3 avg score 0.4597 < final_threshold 0.6
property,has download location,hashomepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5726; levenshtein=0.2632; semantic=0.4704; sequence_match=0.3333,False,0.4588,False,top-3 avg score 0.4588 < final_threshold 0.6
property,has format specification,hasurl,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6162; levenshtein=0.1818; semantic=0.4741; sequence_match=0.2857,False,0.4587,False,top-3 avg score 0.4587 < final_threshold 0.6
property,has documentation,canread,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6329; levenshtein=0.1875; semantic=0.5554; sequence_match=0.1739,False,0.4586,False,top-3 avg score 0.4586 < final_threshold 0.6
property,has interface,releasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.2500; semantic=0.4556; sequence_match=0.3478,False,0.4581,False,top-3 avg score 0.4581 < final_threshold 0.6
property,has specified data input,ispublished,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5777; levenshtein=0.1905; semantic=0.4837; sequence_match=0.3125,False,0.4580,False,top-3 avg score 0.4580 < final_threshold 0.6
property,has output,exportsto,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5556; levenshtein=0.2222; semantic=0.5951; sequence_match=0.2222,False,0.4576,False,top-3 avg score 0.4576 < final_threshold 0.6
