prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has billing period,has billing period,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has measurement,is measurement of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.8302; levenshtein=0.7333; semantic=0.8585; sequence_match=0.8276,False,0.8387,True,selected
ObjectProperty,isKPIOf,has measured property,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5288; levenshtein=0.1579; semantic=0.5654; sequence_match=0.2308,False,0.4417,False,top-3 avg score 0.4417 < final_threshold 0.7
ObjectProperty,applies to,has temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6270; levenshtein=0.2778; semantic=0.4014; sequence_match=0.2963,False,0.4415,False,top-3 avg score 0.4415 < final_threshold 0.7
ObjectProperty,feature is measured by device,has physical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5372; levenshtein=0.2000; semantic=0.5125; sequence_match=0.2727,False,0.4408,False,top-3 avg score 0.4408 < final_threshold 0.7
ObjectProperty,has period,is component of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5007; levenshtein=0.2308; semantic=0.4463; sequence_match=0.3636,False,0.4369,False,top-3 avg score 0.4369 < final_threshold 0.7
ObjectProperty,has duration,is billing period of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4496; levenshtein=0.1176; semantic=0.5721; sequence_match=0.2857,False,0.4358,False,top-3 avg score 0.4358 < final_threshold 0.7
ObjectProperty,isKPIOf,uses tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5762; levenshtein=0.3000; semantic=0.4297; sequence_match=0.2353,False,0.4353,False,top-3 avg score 0.4353 < final_threshold 0.7
ObjectProperty,applies to,uses tariff,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4481; levenshtein=0.0000; semantic=0.5366; sequence_match=0.3158,False,0.4335,False,top-3 avg score 0.4335 < final_threshold 0.7
ObjectProperty,has duration,is defined water indicator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5435; levenshtein=0.2000; semantic=0.4170; sequence_match=0.3333,False,0.4313,False,top-3 avg score 0.4313 < final_threshold 0.7
ObjectProperty,has property,has defined water indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5429; levenshtein=0.2500; semantic=0.4071; sequence_match=0.3429,False,0.431,False,top-3 avg score 0.4310 < final_threshold 0.7
ObjectProperty,has phenomenon time,has defined water indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6109; levenshtein=0.2917; semantic=0.3876; sequence_match=0.2927,False,0.4304,False,top-3 avg score 0.4304 < final_threshold 0.7
ObjectProperty,applies to,has measured property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4683; levenshtein=0.2105; semantic=0.4631; sequence_match=0.3571,False,0.4295,False,top-3 avg score 0.4295 < final_threshold 0.7
ObjectProperty,measurement made by,has physical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4982; levenshtein=0.1579; semantic=0.4518; sequence_match=0.3333,False,0.4278,False,top-3 avg score 0.4278 < final_threshold 0.7
ObjectProperty,applies to,is billing period of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5621; levenshtein=0.2353; semantic=0.4080; sequence_match=0.3077,False,0.4259,False,top-3 avg score 0.4259 < final_threshold 0.7
ObjectProperty,has period,provides measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5725; levenshtein=0.1579; semantic=0.4886; sequence_match=0.2143,False,0.4251,False,top-3 avg score 0.4251 < final_threshold 0.7
ObjectProperty,is measured by device,uses tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6011; levenshtein=0.2222; semantic=0.4481; sequence_match=0.0714,False,0.4238,False,top-3 avg score 0.4238 < final_threshold 0.7
ObjectProperty,measurement made by,has chemical property,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5196; levenshtein=0.2632; semantic=0.3619; sequence_match=0.3889,False,0.4235,False,top-3 avg score 0.4235 < final_threshold 0.7
ObjectProperty,isKPIOf,has physical property,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.5281; sequence_match=0.2308,False,0.4232,False,top-3 avg score 0.4232 < final_threshold 0.7
ObjectProperty,has phenomenon time,is billing period of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5126; levenshtein=0.0588; semantic=0.4609; sequence_match=0.2941,False,0.4225,False,top-3 avg score 0.4225 < final_threshold 0.7
ObjectProperty,has billing period,is defined water indicator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5750; levenshtein=0.2000; semantic=0.3478; sequence_match=0.3415,False,0.4214,False,top-3 avg score 0.4214 < final_threshold 0.7
ObjectProperty,isKPIOf,is defined water indicator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4938; levenshtein=0.2000; semantic=0.4570; sequence_match=0.3125,False,0.4211,False,top-3 avg score 0.4211 < final_threshold 0.7
ObjectProperty,feature is measured by device,uses tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6052; levenshtein=0.2400; semantic=0.4141; sequence_match=0.0571,False,0.4198,False,top-3 avg score 0.4198 < final_threshold 0.7
ObjectProperty,has property,is measurement of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4626; levenshtein=0.3333; semantic=0.4557; sequence_match=0.3077,False,0.4172,False,top-3 avg score 0.4172 < final_threshold 0.7
ObjectProperty,has key performance indicator,is component of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5160; levenshtein=0.3077; semantic=0.4278; sequence_match=0.2564,False,0.4172,False,top-3 avg score 0.4172 < final_threshold 0.7
ObjectProperty,has billing period,is measured property of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5083; levenshtein=0.3000; semantic=0.3992; sequence_match=0.3333,False,0.4136,False,top-3 avg score 0.4136 < final_threshold 0.7
ObjectProperty,makes measurement,has defined water indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4977; levenshtein=0.2500; semantic=0.4926; sequence_match=0.2500,False,0.4134,False,top-3 avg score 0.4134 < final_threshold 0.7
ObjectProperty,isKPIOf,has billing period,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.2500; semantic=0.4507; sequence_match=0.3478,False,0.413,False,top-3 avg score 0.4130 < final_threshold 0.7
ObjectProperty,applies to,has defined water indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5213; levenshtein=0.2083; semantic=0.4016; sequence_match=0.3030,False,0.4086,False,top-3 avg score 0.4086 < final_threshold 0.7
ObjectProperty,isKPIOf,has component,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.4577; sequence_match=0.3158,False,0.4073,False,top-3 avg score 0.4073 < final_threshold 0.7
ObjectProperty,is measured by device,has chemical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5097; levenshtein=0.1053; semantic=0.3805; sequence_match=0.3243,False,0.4049,False,top-3 avg score 0.4049 < final_threshold 0.7
ObjectProperty,has billing period,is measurement of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5395; levenshtein=0.1875; semantic=0.4145; sequence_match=0.2581,False,0.404,False,top-3 avg score 0.4040 < final_threshold 0.7
ObjectProperty,feature is measured by device,has chemical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5421; levenshtein=0.2000; semantic=0.3919; sequence_match=0.2727,False,0.4022,False,top-3 avg score 0.4022 < final_threshold 0.7
ObjectProperty,hasGeometry,is billing period of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5330; levenshtein=0.1176; semantic=0.3877; sequence_match=0.2857,False,0.4021,False,top-3 avg score 0.4021 < final_threshold 0.7
ObjectProperty,has period,is defined water indicator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5244; levenshtein=0.1600; semantic=0.3820; sequence_match=0.2941,False,0.4002,False,top-3 avg score 0.4002 < final_threshold 0.7
ObjectProperty,is measured by device,has temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.1667; semantic=0.3703; sequence_match=0.2778,False,0.3981,False,top-3 avg score 0.3981 < final_threshold 0.7
ObjectProperty,has measurement,uses tariff,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4857; levenshtein=0.2143; semantic=0.4913; sequence_match=0.1667,False,0.3971,False,top-3 avg score 0.3971 < final_threshold 0.7
ObjectProperty,has property,is billing period of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4496; levenshtein=0.1765; semantic=0.4543; sequence_match=0.2857,False,0.3966,False,top-3 avg score 0.3966 < final_threshold 0.7
ObjectProperty,applies to,is defined water indicator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.1600; semantic=0.4358; sequence_match=0.2353,False,0.3965,False,top-3 avg score 0.3965 < final_threshold 0.7
ObjectProperty,measurement made by,has temporal setting,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5283; levenshtein=0.1667; semantic=0.3171; sequence_match=0.3429,False,0.3961,False,top-3 avg score 0.3961 < final_threshold 0.7
ObjectProperty,has billing period,is component of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5011; levenshtein=0.2500; semantic=0.4057; sequence_match=0.2759,False,0.3942,False,top-3 avg score 0.3942 < final_threshold 0.7
ObjectProperty,is measured by device,is component of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5100; levenshtein=0.1667; semantic=0.4130; sequence_match=0.2581,False,0.3937,False,top-3 avg score 0.3937 < final_threshold 0.7
ObjectProperty,hasGeometry,is defined water indicator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5396; levenshtein=0.1600; semantic=0.4170; sequence_match=0.2222,False,0.3929,False,top-3 avg score 0.3929 < final_threshold 0.7
ObjectProperty,isKPIOf,has chemical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.4372; sequence_match=0.2308,False,0.3929,False,top-3 avg score 0.3929 < final_threshold 0.7
ObjectProperty,is measured by device,is billing period of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5050; levenshtein=0.1111; semantic=0.3879; sequence_match=0.2857,False,0.3929,False,top-3 avg score 0.3929 < final_threshold 0.7
ObjectProperty,has key performance indicator,is billing period of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5688; levenshtein=0.1538; semantic=0.3705; sequence_match=0.2326,False,0.3906,False,top-3 avg score 0.3906 < final_threshold 0.7
ObjectProperty,measurement made by,uses tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4843; levenshtein=0.2353; semantic=0.4522; sequence_match=0.2222,False,0.3906,False,top-3 avg score 0.3906 < final_threshold 0.7
ObjectProperty,makes measurement,is defined water indicator of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4817; levenshtein=0.2000; semantic=0.4839; sequence_match=0.1951,False,0.3885,False,top-3 avg score 0.3885 < final_threshold 0.7
ObjectProperty,has duration,is component of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4738; levenshtein=0.0769; semantic=0.4334; sequence_match=0.2500,False,0.3857,False,top-3 avg score 0.3857 < final_threshold 0.7
ObjectProperty,hasGeometry,uses tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5182; levenshtein=0.0909; semantic=0.4475; sequence_match=0.1905,False,0.3854,False,top-3 avg score 0.3854 < final_threshold 0.7
ObjectProperty,makes measurement,is component of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4324; levenshtein=0.1250; semantic=0.4474; sequence_match=0.2759,False,0.3852,False,top-3 avg score 0.3852 < final_threshold 0.7
ObjectProperty,isKPIOf,provides measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4273; levenshtein=0.1053; semantic=0.5690; sequence_match=0.1538,False,0.3834,False,top-3 avg score 0.3834 < final_threshold 0.7
ObjectProperty,has measurement,is defined water indicator of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4638; levenshtein=0.1600; semantic=0.4809; sequence_match=0.2051,False,0.3833,False,top-3 avg score 0.3833 < final_threshold 0.7
ObjectProperty,has phenomenon time,is defined water indicator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5294; levenshtein=0.1600; semantic=0.3740; sequence_match=0.2381,False,0.3805,False,top-3 avg score 0.3805 < final_threshold 0.7
ObjectProperty,is measured by device,has billing period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5231; levenshtein=0.1667; semantic=0.3811; sequence_match=0.2353,False,0.3799,False,top-3 avg score 0.3799 < final_threshold 0.7
ObjectProperty,measurement made by,has defined water indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5350; levenshtein=0.1667; semantic=0.4031; sequence_match=0.1951,False,0.3777,False,top-3 avg score 0.3777 < final_threshold 0.7
ObjectProperty,isKPIOf,has defined water indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4960; levenshtein=0.1250; semantic=0.4408; sequence_match=0.1935,False,0.3768,False,top-3 avg score 0.3768 < final_threshold 0.7
ObjectProperty,measurement made by,has billing period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5204; levenshtein=0.1765; semantic=0.3519; sequence_match=0.2424,False,0.3716,False,top-3 avg score 0.3716 < final_threshold 0.7
ObjectProperty,has property,uses tariff,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.0909; semantic=0.5058; sequence_match=0.1905,False,0.3698,False,top-3 avg score 0.3698 < final_threshold 0.7
ObjectProperty,has billing period,uses tariff,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3833; levenshtein=0.1875; semantic=0.4879; sequence_match=0.2308,False,0.3673,False,top-3 avg score 0.3673 < final_threshold 0.7
ObjectProperty,measurement made by,is defined water indicator of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5294; levenshtein=0.1600; semantic=0.4084; sequence_match=0.1429,False,0.3659,False,top-3 avg score 0.3659 < final_threshold 0.7
ObjectProperty,feature is measured by device,has temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.2000; semantic=0.3460; sequence_match=0.2326,False,0.3657,False,top-3 avg score 0.3657 < final_threshold 0.7
ObjectProperty,makes measurement,has billing period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4750; levenshtein=0.1250; semantic=0.4318; sequence_match=0.1875,False,0.3648,False,top-3 avg score 0.3648 < final_threshold 0.7
ObjectProperty,measurement made by,is component of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4262; levenshtein=0.1765; semantic=0.3932; sequence_match=0.2667,False,0.3621,False,top-3 avg score 0.3621 < final_threshold 0.7
ObjectProperty,has key performance indicator,uses tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4991; levenshtein=0.1538; semantic=0.4005; sequence_match=0.1667,False,0.3554,False,top-3 avg score 0.3554 < final_threshold 0.7
ObjectProperty,isKPIOf,has temporal setting,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5317; levenshtein=0.1667; semantic=0.3669; sequence_match=0.0800,False,0.3551,False,top-3 avg score 0.3551 < final_threshold 0.7
ObjectProperty,has phenomenon time,uses tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4618; levenshtein=0.1765; semantic=0.4218; sequence_match=0.1481,False,0.3533,False,top-3 avg score 0.3533 < final_threshold 0.7
ObjectProperty,has measurement,is billing period of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4237; levenshtein=0.0588; semantic=0.4385; sequence_match=0.1935,False,0.3519,False,top-3 avg score 0.3519 < final_threshold 0.7
ObjectProperty,has billing period,provides measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4035; levenshtein=0.1053; semantic=0.4537; sequence_match=0.1714,False,0.3429,False,top-3 avg score 0.3429 < final_threshold 0.7
ObjectProperty,feature is measured by device,has component,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4056; levenshtein=0.1200; semantic=0.4511; sequence_match=0.1622,False,0.3396,False,top-3 avg score 0.3396 < final_threshold 0.7
ObjectProperty,measurement made by,is billing period of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4627; levenshtein=0.0000; semantic=0.3694; sequence_match=0.1765,False,0.3362,False,top-3 avg score 0.3362 < final_threshold 0.7
ObjectProperty,feature is measured by device,is component of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.3949; levenshtein=0.1200; semantic=0.3836; sequence_match=0.2105,False,0.3297,False,top-3 avg score 0.3297 < final_threshold 0.7
ObjectProperty,is measured by device,has component,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3519; levenshtein=0.1667; semantic=0.4309; sequence_match=0.2000,False,0.3276,False,top-3 avg score 0.3276 < final_threshold 0.7
ObjectProperty,feature is measured by device,has billing period,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4296; levenshtein=0.1600; semantic=0.3567; sequence_match=0.1951,False,0.3272,False,top-3 avg score 0.3272 < final_threshold 0.7
ObjectProperty,has property,is defined water indicator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4182; levenshtein=0.1200; semantic=0.3777; sequence_match=0.1667,False,0.3209,False,top-3 avg score 0.3209 < final_threshold 0.7
ObjectProperty,feature is measured by device,is billing period of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.3643; levenshtein=0.1200; semantic=0.3070; sequence_match=0.2381,False,0.3031,False,top-3 avg score 0.3031 < final_threshold 0.7
ObjectProperty,makes measurement,is billing period of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3284; levenshtein=0.0588; semantic=0.3979; sequence_match=0.1212,False,0.2825,False,top-3 avg score 0.2825 < final_threshold 0.7
DatatypeProperty,has hardware version,hardware version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.9200; levenshtein=0.8333; semantic=0.9394; sequence_match=0.9091,False,0.9228,True,selected
DatatypeProperty,has fabrication number,fabrication number,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8912; levenshtein=0.8500; semantic=0.9316; sequence_match=0.9189,False,0.9139,True,selected
DatatypeProperty,has firmware version,firmware version,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8778; levenshtein=0.8333; semantic=0.9220; sequence_match=0.9091,False,0.903,True,selected
DatatypeProperty,has manufacturer,manufacturer,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8500; levenshtein=0.8000; semantic=0.9217; sequence_match=0.8889,False,0.8869,True,selected
DatatypeProperty,has start timestamp,start timestamp,semantic+sequence_match+levenshtein,jaro_winkler=0.7983; levenshtein=0.8235; semantic=0.9309; sequence_match=0.9032,False,0.8859,True,selected
DatatypeProperty,has version,version,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8048; levenshtein=0.7000; semantic=0.9101; sequence_match=0.8235,False,0.8461,True,selected
DatatypeProperty,has model,model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.8750; levenshtein=0.6250; semantic=0.8790; sequence_match=0.7692,False,0.8411,True,selected
DatatypeProperty,has firmware version,hardware version,sequence_match+jaro_winkler+semantic,jaro_winkler=0.8277; levenshtein=0.7778; semantic=0.7865; sequence_match=0.8485,False,0.8209,False,gold already mapped to 'firmware version'
DatatypeProperty,has timestamp,start timestamp,semantic+jaro_winkler+sequence_match,jaro_winkler=0.7796; levenshtein=0.7143; semantic=0.8135; sequence_match=0.7692,False,0.7874,False,pred already taken by 'has start timestamp'
DatatypeProperty,has version,hardware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8370; levenshtein=0.6000; semantic=0.7946; sequence_match=0.7200,False,0.7839,False,gold already mapped to 'version'
DatatypeProperty,has hardware version,firmware version,jaro_winkler+sequence_match+semantic,jaro_winkler=0.7944; levenshtein=0.6667; semantic=0.7055; sequence_match=0.7273,False,0.7424,False,gold already mapped to 'hardware version'
DatatypeProperty,has version,firmware version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6528; levenshtein=0.5333; semantic=0.7954; sequence_match=0.6400,False,0.6961,False,top-3 avg score 0.6961 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,radio frequency level,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6696; levenshtein=0.3750; semantic=0.7023; sequence_match=0.6512,False,0.6743,False,top-3 avg score 0.6743 < final_threshold 0.7
DatatypeProperty,has firmware version,version,semantic+sequence_match+jaro_winkler,jaro_winkler=0.4206; levenshtein=0.3889; semantic=0.8183; sequence_match=0.5600,False,0.5996,False,top-3 avg score 0.5996 < final_threshold 0.7
DatatypeProperty,requires power,power,semantic+sequence_match+levenshtein,jaro_winkler=0.3513; levenshtein=0.3846; semantic=0.8094; sequence_match=0.5556,False,0.5832,False,top-3 avg score 0.5832 < final_threshold 0.7
DatatypeProperty,has fabrication number,manufacturer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.6593; levenshtein=0.3500; semantic=0.6733; sequence_match=0.3750,False,0.5692,False,top-3 avg score 0.5692 < final_threshold 0.7
DatatypeProperty,has hardware version,version,semantic+sequence_match+levenshtein,jaro_winkler=0.2989; levenshtein=0.3889; semantic=0.7456; sequence_match=0.5600,False,0.5648,False,top-3 avg score 0.5648 < final_threshold 0.7
DatatypeProperty,has manufacturer,fabrication number,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5617; levenshtein=0.2353; semantic=0.6419; sequence_match=0.3750,False,0.5262,False,top-3 avg score 0.5262 < final_threshold 0.7
DatatypeProperty,has version,duration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6417; levenshtein=0.3000; semantic=0.4850; sequence_match=0.4444,False,0.5237,False,top-3 avg score 0.5237 < final_threshold 0.7
DatatypeProperty,has start timestamp,billing start date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5492; levenshtein=0.1176; semantic=0.5772; sequence_match=0.4242,False,0.5169,False,top-3 avg score 0.5169 < final_threshold 0.7
DatatypeProperty,has model,hardware version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5889; levenshtein=0.2000; semantic=0.6050; sequence_match=0.3478,False,0.5139,False,top-3 avg score 0.5139 < final_threshold 0.7
DatatypeProperty,has manufacturer,hardware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6000; levenshtein=0.1333; semantic=0.5185; sequence_match=0.4000,False,0.5062,False,top-3 avg score 0.5062 < final_threshold 0.7
DatatypeProperty,requires power,radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6109; levenshtein=0.2632; semantic=0.5312; sequence_match=0.3750,False,0.5057,False,top-3 avg score 0.5057 < final_threshold 0.7
DatatypeProperty,has firmware version,fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6012; levenshtein=0.1111; semantic=0.5613; sequence_match=0.3429,False,0.5018,False,top-3 avg score 0.5018 < final_threshold 0.7
DatatypeProperty,has firmware version,manufacturer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5146; levenshtein=0.2222; semantic=0.5905; sequence_match=0.4000,False,0.5017,False,top-3 avg score 0.5017 < final_threshold 0.7
DatatypeProperty,has fabrication number,hardware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6222; levenshtein=0.2500; semantic=0.5397; sequence_match=0.3429,False,0.5016,False,top-3 avg score 0.5016 < final_threshold 0.7
DatatypeProperty,requires power,hardware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6329; levenshtein=0.1333; semantic=0.5655; sequence_match=0.2857,False,0.4947,False,top-3 avg score 0.4947 < final_threshold 0.7
DatatypeProperty,requires power,start timestamp,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5806; levenshtein=0.1429; semantic=0.5166; sequence_match=0.3704,False,0.4892,False,top-3 avg score 0.4892 < final_threshold 0.7
DatatypeProperty,has manufacturer,actuator type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5778; levenshtein=0.2000; semantic=0.4419; sequence_match=0.4444,False,0.488,False,top-3 avg score 0.4880 < final_threshold 0.7
DatatypeProperty,requires power,firmware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6530; levenshtein=0.1333; semantic=0.5130; sequence_match=0.2857,False,0.4839,False,top-3 avg score 0.4839 < final_threshold 0.7
DatatypeProperty,has start timestamp,actuator type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6291; levenshtein=0.2353; semantic=0.3977; sequence_match=0.4138,False,0.4802,False,top-3 avg score 0.4802 < final_threshold 0.7
DatatypeProperty,has version,fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5980; levenshtein=0.2353; semantic=0.4719; sequence_match=0.3704,False,0.4801,False,top-3 avg score 0.4801 < final_threshold 0.7
DatatypeProperty,has model,sensor type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5583; levenshtein=0.1000; semantic=0.5347; sequence_match=0.3333,False,0.4755,False,top-3 avg score 0.4755 < final_threshold 0.7
DatatypeProperty,requires power,version,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5663; levenshtein=0.3077; semantic=0.5485; sequence_match=0.2000,False,0.4742,False,top-3 avg score 0.4742 < final_threshold 0.7
DatatypeProperty,has hardware version,manufacturer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4981; levenshtein=0.2222; semantic=0.5880; sequence_match=0.3333,False,0.4732,False,top-3 avg score 0.4732 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,hardware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6278; levenshtein=0.2083; semantic=0.4784; sequence_match=0.3077,False,0.4713,False,top-3 avg score 0.4713 < final_threshold 0.7
DatatypeProperty,has start timestamp,sensor type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5314; levenshtein=0.2353; semantic=0.5104; sequence_match=0.3704,False,0.4707,False,top-3 avg score 0.4707 < final_threshold 0.7
DatatypeProperty,requires power,sensor type,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5761; levenshtein=0.3077; semantic=0.5275; sequence_match=0.1739,False,0.4704,False,top-3 avg score 0.4704 < final_threshold 0.7
DatatypeProperty,has fabrication number,version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5881; levenshtein=0.2000; semantic=0.5221; sequence_match=0.2963,False,0.4688,False,top-3 avg score 0.4688 < final_threshold 0.7
DatatypeProperty,has fabrication number,duration,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5722; levenshtein=0.3000; semantic=0.4011; sequence_match=0.4286,False,0.4673,False,top-3 avg score 0.4673 < final_threshold 0.7
DatatypeProperty,has timestamp,duration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5417; levenshtein=0.0833; semantic=0.5591; sequence_match=0.3000,False,0.4669,False,top-3 avg score 0.4669 < final_threshold 0.7
DatatypeProperty,has fabrication number,firmware version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.1500; semantic=0.5586; sequence_match=0.2857,False,0.4666,False,top-3 avg score 0.4666 < final_threshold 0.7
DatatypeProperty,has firmware version,radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5468; levenshtein=0.1053; semantic=0.5188; sequence_match=0.3243,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.7
DatatypeProperty,has manufacturer,sensor type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2667; semantic=0.5012; sequence_match=0.3200,False,0.4589,False,top-3 avg score 0.4589 < final_threshold 0.7
DatatypeProperty,has model,version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5892; sequence_match=0.2667,False,0.4559,False,top-3 avg score 0.4559 < final_threshold 0.7
DatatypeProperty,has firmware version,start timestamp,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5470; levenshtein=0.1667; semantic=0.5075; sequence_match=0.3125,False,0.4556,False,top-3 avg score 0.4556 < final_threshold 0.7
