prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has measurement,has measurement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has billing period,has billing event,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.8842; levenshtein=0.6875; semantic=0.6772; sequence_match=0.7097,False,0.7604,True,selected
ObjectProperty,makes measurement,has temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6269; levenshtein=0.2222; semantic=0.4078; sequence_match=0.3529,False,0.4625,False,top-3 avg score 0.4625 < final_threshold 0.7
ObjectProperty,hasGeometry,billed water meter,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5290; levenshtein=0.2500; semantic=0.4135; sequence_match=0.4444,False,0.4623,False,top-3 avg score 0.4623 < final_threshold 0.7
ObjectProperty,has duration,has billing event,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5960; levenshtein=0.2667; semantic=0.4791; sequence_match=0.3077,False,0.4609,False,top-3 avg score 0.4609 < final_threshold 0.7
ObjectProperty,isKPIOf,has indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.2500; semantic=0.5127; sequence_match=0.3158,False,0.46,False,top-3 avg score 0.4600 < final_threshold 0.7
ObjectProperty,applies to,composed of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5315; levenshtein=0.2000; semantic=0.5309; sequence_match=0.3158,False,0.4594,False,top-3 avg score 0.4594 < final_threshold 0.7
ObjectProperty,applies to,measures aspect,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4934; levenshtein=0.1429; semantic=0.5212; sequence_match=0.3478,False,0.4541,False,top-3 avg score 0.4541 < final_threshold 0.7
ObjectProperty,has key performance indicator,measured water property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5684; levenshtein=0.1538; semantic=0.4900; sequence_match=0.2979,False,0.4521,False,top-3 avg score 0.4521 < final_threshold 0.7
ObjectProperty,is measured by device,billed water meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6065; levenshtein=0.1667; semantic=0.5141; sequence_match=0.2353,False,0.452,False,top-3 avg score 0.4520 < final_threshold 0.7
ObjectProperty,has period,measured aspect,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2143; semantic=0.4370; sequence_match=0.3478,False,0.4519,False,top-3 avg score 0.4519 < final_threshold 0.7
ObjectProperty,applies to,has measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4934; levenshtein=0.1429; semantic=0.5138; sequence_match=0.3478,False,0.4517,False,top-3 avg score 0.4517 < final_threshold 0.7
ObjectProperty,has key performance indicator,has tariff assignment,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6511; levenshtein=0.2692; semantic=0.4344; sequence_match=0.2667,False,0.4516,False,top-3 avg score 0.4516 < final_threshold 0.7
ObjectProperty,makes measurement,has actuator type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5871; levenshtein=0.1875; semantic=0.4451; sequence_match=0.3226,False,0.4516,False,top-3 avg score 0.4516 < final_threshold 0.7
ObjectProperty,applies to,has actuator type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5704; levenshtein=0.2000; semantic=0.4435; sequence_match=0.3333,False,0.4491,False,top-3 avg score 0.4491 < final_threshold 0.7
ObjectProperty,has period,composed of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5519; levenshtein=0.2000; semantic=0.4795; sequence_match=0.3158,False,0.449,False,top-3 avg score 0.4490 < final_threshold 0.7
ObjectProperty,has key performance indicator,defined for city,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5663; levenshtein=0.2692; semantic=0.3763; sequence_match=0.4000,False,0.4475,False,top-3 avg score 0.4475 < final_threshold 0.7
ObjectProperty,has period,measures aspect,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4934; levenshtein=0.2143; semantic=0.4969; sequence_match=0.3478,False,0.446,False,top-3 avg score 0.4460 < final_threshold 0.7
ObjectProperty,has measurement,assigned tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.0714; semantic=0.4077; sequence_match=0.3571,False,0.4454,False,top-3 avg score 0.4454 < final_threshold 0.7
ObjectProperty,has key performance indicator,measures water property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5525; levenshtein=0.1538; semantic=0.4842; sequence_match=0.2979,False,0.4448,False,top-3 avg score 0.4448 < final_threshold 0.7
ObjectProperty,hasGeometry,defined for city,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5469; levenshtein=0.2143; semantic=0.4645; sequence_match=0.3200,False,0.4438,False,top-3 avg score 0.4438 < final_threshold 0.7
ObjectProperty,measurement made by,has tariff assignment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.1579; semantic=0.3939; sequence_match=0.3889,False,0.4433,False,top-3 avg score 0.4433 < final_threshold 0.7
ObjectProperty,makes measurement,has billing event,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5361; levenshtein=0.3125; semantic=0.4027; sequence_match=0.3871,False,0.442,False,top-3 avg score 0.4420 < final_threshold 0.7
ObjectProperty,applies to,has water property measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5838; levenshtein=0.1852; semantic=0.4080; sequence_match=0.3333,False,0.4417,False,top-3 avg score 0.4417 < final_threshold 0.7
ObjectProperty,applies to,has temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6270; levenshtein=0.2778; semantic=0.4014; sequence_match=0.2963,False,0.4415,False,top-3 avg score 0.4415 < final_threshold 0.7
ObjectProperty,has period,measured water property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.2381; semantic=0.4433; sequence_match=0.3333,False,0.4388,False,top-3 avg score 0.4388 < final_threshold 0.7
ObjectProperty,feature is measured by device,billed water meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5577; levenshtein=0.1600; semantic=0.4107; sequence_match=0.3415,False,0.4366,False,top-3 avg score 0.4366 < final_threshold 0.7
ObjectProperty,has billing period,has measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5456; levenshtein=0.2500; semantic=0.4964; sequence_match=0.2667,False,0.4362,False,top-3 avg score 0.4362 < final_threshold 0.7
ObjectProperty,has period,measures water property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5312; levenshtein=0.2381; semantic=0.4430; sequence_match=0.3333,False,0.4359,False,top-3 avg score 0.4359 < final_threshold 0.7
ObjectProperty,has phenomenon time,has actuator type,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5288; levenshtein=0.3529; semantic=0.4165; sequence_match=0.3125,False,0.4327,False,top-3 avg score 0.4327 < final_threshold 0.7
ObjectProperty,has phenomenon time,measures aspect,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4944; levenshtein=0.1765; semantic=0.4808; sequence_match=0.3226,False,0.4326,False,top-3 avg score 0.4326 < final_threshold 0.7
ObjectProperty,has measurement,billed water meter,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5030; levenshtein=0.2500; semantic=0.5272; sequence_match=0.2667,False,0.4323,False,top-3 avg score 0.4323 < final_threshold 0.7
ObjectProperty,has duration,composed of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5242; levenshtein=0.0909; semantic=0.4855; sequence_match=0.2857,False,0.4318,False,top-3 avg score 0.4318 < final_threshold 0.7
ObjectProperty,applies to,measures water property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5312; levenshtein=0.1905; semantic=0.4235; sequence_match=0.3333,False,0.4294,False,top-3 avg score 0.4294 < final_threshold 0.7
ObjectProperty,hasGeometry,composed of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4212; levenshtein=0.1818; semantic=0.5781; sequence_match=0.2857,False,0.4284,False,top-3 avg score 0.4284 < final_threshold 0.7
ObjectProperty,applies to,measured aspect,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4934; levenshtein=0.1429; semantic=0.4428; sequence_match=0.3478,False,0.428,False,top-3 avg score 0.4280 < final_threshold 0.7
ObjectProperty,is measured by device,has sensor type,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4996; levenshtein=0.2778; semantic=0.4983; sequence_match=0.2581,False,0.4252,False,top-3 avg score 0.4252 < final_threshold 0.7
ObjectProperty,has phenomenon time,measured aspect,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4944; levenshtein=0.1765; semantic=0.4552; sequence_match=0.3226,False,0.4241,False,top-3 avg score 0.4241 < final_threshold 0.7
ObjectProperty,applies to,measured water property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5312; levenshtein=0.1905; semantic=0.4044; sequence_match=0.3333,False,0.423,False,top-3 avg score 0.4230 < final_threshold 0.7
ObjectProperty,makes measurement,has indicator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5097; levenshtein=0.1250; semantic=0.5446; sequence_match=0.2143,False,0.4229,False,top-3 avg score 0.4229 < final_threshold 0.7
ObjectProperty,has billing period,has actuator type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5395; levenshtein=0.1875; semantic=0.4053; sequence_match=0.3226,False,0.4225,False,top-3 avg score 0.4225 < final_threshold 0.7
ObjectProperty,is measured by device,assigned tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5470; levenshtein=0.2222; semantic=0.4047; sequence_match=0.3125,False,0.4214,False,top-3 avg score 0.4214 < final_threshold 0.7
ObjectProperty,measurement made by,billed water meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5735; levenshtein=0.1176; semantic=0.5072; sequence_match=0.1818,False,0.4209,False,top-3 avg score 0.4209 < final_threshold 0.7
ObjectProperty,is measured by device,has indicator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4315; levenshtein=0.1667; semantic=0.4962; sequence_match=0.3333,False,0.4203,False,top-3 avg score 0.4203 < final_threshold 0.7
ObjectProperty,has phenomenon time,assigned tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5383; levenshtein=0.2941; semantic=0.3969; sequence_match=0.3226,False,0.4192,False,top-3 avg score 0.4192 < final_threshold 0.7
ObjectProperty,has key performance indicator,has billing event,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5746; levenshtein=0.2308; semantic=0.3894; sequence_match=0.2927,False,0.4189,False,top-3 avg score 0.4189 < final_threshold 0.7
ObjectProperty,feature is measured by device,has sensor type,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4785; levenshtein=0.2800; semantic=0.4943; sequence_match=0.2105,False,0.4176,False,top-3 avg score 0.4176 < final_threshold 0.7
ObjectProperty,has phenomenon time,composed of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5399; levenshtein=0.2353; semantic=0.4147; sequence_match=0.2963,False,0.4169,False,top-3 avg score 0.4169 < final_threshold 0.7
ObjectProperty,has property,composed of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5045; levenshtein=0.2727; semantic=0.4695; sequence_match=0.1905,False,0.4156,False,top-3 avg score 0.4156 < final_threshold 0.7
ObjectProperty,has key performance indicator,assigned tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.1923; semantic=0.4076; sequence_match=0.2500,False,0.4155,False,top-3 avg score 0.4155 < final_threshold 0.7
ObjectProperty,measurement made by,assigned tariff,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5557; levenshtein=0.2941; semantic=0.3946; sequence_match=0.1935,False,0.4148,False,top-3 avg score 0.4148 < final_threshold 0.7
ObjectProperty,makes measurement,has geolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4901; levenshtein=0.1875; semantic=0.4858; sequence_match=0.2667,False,0.4142,False,top-3 avg score 0.4142 < final_threshold 0.7
ObjectProperty,makes measurement,defined for city,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.4631; sequence_match=0.2667,False,0.4139,False,top-3 avg score 0.4139 < final_threshold 0.7
ObjectProperty,isKPIOf,has geolocation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4762; levenshtein=0.2143; semantic=0.4786; sequence_match=0.2857,False,0.4135,False,top-3 avg score 0.4135 < final_threshold 0.7
ObjectProperty,applies to,has sensor type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5134; levenshtein=0.1538; semantic=0.4537; sequence_match=0.2727,False,0.4133,False,top-3 avg score 0.4133 < final_threshold 0.7
ObjectProperty,has property,assigned tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5372; levenshtein=0.2143; semantic=0.4540; sequence_match=0.2400,False,0.4104,False,top-3 avg score 0.4104 < final_threshold 0.7
ObjectProperty,is measured by device,has billing event,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5343; levenshtein=0.2222; semantic=0.3302; sequence_match=0.3636,False,0.4094,False,top-3 avg score 0.4094 < final_threshold 0.7
ObjectProperty,measurement made by,has billing event,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5288; levenshtein=0.2353; semantic=0.3233; sequence_match=0.3750,False,0.409,False,top-3 avg score 0.4090 < final_threshold 0.7
ObjectProperty,has property,defined for city,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5372; levenshtein=0.2143; semantic=0.4462; sequence_match=0.2400,False,0.4078,False,top-3 avg score 0.4078 < final_threshold 0.7
ObjectProperty,measurement made by,has indicator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5621; levenshtein=0.1765; semantic=0.4517; sequence_match=0.2069,False,0.4069,False,top-3 avg score 0.4069 < final_threshold 0.7
ObjectProperty,has billing period,has water property measurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5180; levenshtein=0.2222; semantic=0.4231; sequence_match=0.2791,False,0.4067,False,top-3 avg score 0.4067 < final_threshold 0.7
ObjectProperty,isKPIOf,has water property measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5132; levenshtein=0.1111; semantic=0.5294; sequence_match=0.1765,False,0.4064,False,top-3 avg score 0.4064 < final_threshold 0.7
ObjectProperty,measurement made by,has actuator type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5430; levenshtein=0.1765; semantic=0.3612; sequence_match=0.3125,False,0.4056,False,top-3 avg score 0.4056 < final_threshold 0.7
ObjectProperty,has period,defined for city,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2143; semantic=0.3844; sequence_match=0.2609,False,0.4054,False,top-3 avg score 0.4054 < final_threshold 0.7
ObjectProperty,is measured by device,defined for city,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5470; levenshtein=0.2222; semantic=0.4122; sequence_match=0.2500,False,0.4031,False,top-3 avg score 0.4031 < final_threshold 0.7
ObjectProperty,applies to,billed water meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5560; levenshtein=0.1875; semantic=0.4119; sequence_match=0.2400,False,0.4026,False,top-3 avg score 0.4026 < final_threshold 0.7
ObjectProperty,has property,billed water meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4557; levenshtein=0.1875; semantic=0.4516; sequence_match=0.2963,False,0.4012,False,top-3 avg score 0.4012 < final_threshold 0.7
ObjectProperty,feature is measured by device,assigned tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.2000; semantic=0.3724; sequence_match=0.2564,False,0.4001,False,top-3 avg score 0.4001 < final_threshold 0.7
ObjectProperty,is measured by device,has temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.1667; semantic=0.3703; sequence_match=0.2778,False,0.3981,False,top-3 avg score 0.3981 < final_threshold 0.7
ObjectProperty,has billing period,defined for city,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.3680; sequence_match=0.3333,False,0.3971,False,top-3 avg score 0.3971 < final_threshold 0.7
ObjectProperty,has duration,defined for city,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5469; levenshtein=0.1429; semantic=0.4045; sequence_match=0.2400,False,0.3971,False,top-3 avg score 0.3971 < final_threshold 0.7
ObjectProperty,measurement made by,has temporal setting,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5283; levenshtein=0.1667; semantic=0.3171; sequence_match=0.3429,False,0.3961,False,top-3 avg score 0.3961 < final_threshold 0.7
ObjectProperty,applies to,has tariff assignment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4683; levenshtein=0.1579; semantic=0.5044; sequence_match=0.2143,False,0.3957,False,top-3 avg score 0.3957 < final_threshold 0.7
ObjectProperty,has period,billed water meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4894; levenshtein=0.1250; semantic=0.4565; sequence_match=0.2400,False,0.3953,False,top-3 avg score 0.3953 < final_threshold 0.7
ObjectProperty,has phenomenon time,measured water property,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4505; levenshtein=0.2381; semantic=0.4720; sequence_match=0.2632,False,0.3952,False,top-3 avg score 0.3952 < final_threshold 0.7
ObjectProperty,is measured by device,has actuator type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4667; levenshtein=0.1667; semantic=0.4132; sequence_match=0.3030,False,0.3943,False,top-3 avg score 0.3943 < final_threshold 0.7
ObjectProperty,measurement made by,composed of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4618; levenshtein=0.1176; semantic=0.4930; sequence_match=0.2222,False,0.3923,False,top-3 avg score 0.3923 < final_threshold 0.7
ObjectProperty,feature is measured by device,has tariff assignment,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5518; levenshtein=0.2400; semantic=0.3810; sequence_match=0.2273,False,0.3909,False,top-3 avg score 0.3909 < final_threshold 0.7
ObjectProperty,has phenomenon time,billed water meter,jaro_winkler+sequence_match+semantic,jaro_winkler=0.4649; levenshtein=0.1176; semantic=0.3432; sequence_match=0.3636,False,0.3906,False,top-3 avg score 0.3906 < final_threshold 0.7
ObjectProperty,measurement made by,has geolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4827; levenshtein=0.2353; semantic=0.4261; sequence_match=0.2581,False,0.3889,False,top-3 avg score 0.3889 < final_threshold 0.7
ObjectProperty,has billing period,measures aspect,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4899; levenshtein=0.1875; semantic=0.4097; sequence_match=0.2667,False,0.3888,False,top-3 avg score 0.3888 < final_threshold 0.7
ObjectProperty,feature is measured by device,defined for city,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5195; levenshtein=0.2000; semantic=0.3881; sequence_match=0.2564,False,0.388,False,top-3 avg score 0.3880 < final_threshold 0.7
ObjectProperty,has billing period,measured water property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4950; levenshtein=0.1905; semantic=0.3974; sequence_match=0.2703,False,0.3876,False,top-3 avg score 0.3876 < final_threshold 0.7
ObjectProperty,has billing period,measures water property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4980; levenshtein=0.1905; semantic=0.3926; sequence_match=0.2703,False,0.387,False,top-3 avg score 0.3870 < final_threshold 0.7
ObjectProperty,makes measurement,assigned tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5506; levenshtein=0.1250; semantic=0.4012; sequence_match=0.2000,False,0.3839,False,top-3 avg score 0.3839 < final_threshold 0.7
ObjectProperty,isKPIOf,has sensor type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4799; levenshtein=0.1538; semantic=0.4674; sequence_match=0.2000,False,0.3824,False,top-3 avg score 0.3824 < final_threshold 0.7
ObjectProperty,has phenomenon time,measures water property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4505; levenshtein=0.2381; semantic=0.4325; sequence_match=0.2632,False,0.3821,False,top-3 avg score 0.3821 < final_threshold 0.7
ObjectProperty,isKPIOf,measures water property,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3968; levenshtein=0.1429; semantic=0.5343; sequence_match=0.2143,False,0.3818,False,top-3 avg score 0.3818 < final_threshold 0.7
ObjectProperty,isKPIOf,assigned tariff,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4365; levenshtein=0.2143; semantic=0.4225; sequence_match=0.2857,False,0.3816,False,top-3 avg score 0.3816 < final_threshold 0.7
ObjectProperty,has measurement,defined for city,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.0714; semantic=0.4889; sequence_match=0.2143,False,0.3812,False,top-3 avg score 0.3812 < final_threshold 0.7
ObjectProperty,has billing period,measured aspect,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4899; levenshtein=0.1875; semantic=0.3788; sequence_match=0.2667,False,0.3785,False,top-3 avg score 0.3785 < final_threshold 0.7
ObjectProperty,feature is measured by device,has actuator type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4928; levenshtein=0.2000; semantic=0.4400; sequence_match=0.2000,False,0.3776,False,top-3 avg score 0.3776 < final_threshold 0.7
ObjectProperty,has duration,billed water meter,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5223; levenshtein=0.1250; semantic=0.3874; sequence_match=0.2222,False,0.3773,False,top-3 avg score 0.3773 < final_threshold 0.7
ObjectProperty,isKPIOf,measured water property,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3968; levenshtein=0.1429; semantic=0.5194; sequence_match=0.2143,False,0.3769,False,top-3 avg score 0.3769 < final_threshold 0.7
ObjectProperty,is measured by device,composed of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4574; levenshtein=0.2222; semantic=0.4485; sequence_match=0.2143,False,0.376,False,top-3 avg score 0.3760 < final_threshold 0.7
ObjectProperty,has key performance indicator,composed of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5136; levenshtein=0.1923; semantic=0.4220; sequence_match=0.1667,False,0.376,False,top-3 avg score 0.3760 < final_threshold 0.7
ObjectProperty,measurement made by,defined for city,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5420; levenshtein=0.1765; semantic=0.3923; sequence_match=0.1935,False,0.3759,False,top-3 avg score 0.3759 < final_threshold 0.7
ObjectProperty,feature is measured by device,has indicator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4783; levenshtein=0.1600; semantic=0.4867; sequence_match=0.1622,False,0.3757,False,top-3 avg score 0.3757 < final_threshold 0.7
ObjectProperty,has measurement,composed of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3937; levenshtein=0.2143; semantic=0.5026; sequence_match=0.1667,False,0.3702,False,top-3 avg score 0.3702 < final_threshold 0.7
ObjectProperty,applies to,defined for city,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4101; levenshtein=0.1429; semantic=0.4395; sequence_match=0.2609,False,0.3702,False,top-3 avg score 0.3702 < final_threshold 0.7
ObjectProperty,isKPIOf,measures aspect,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.1429; semantic=0.5149; sequence_match=0.1905,False,0.37,False,top-3 avg score 0.3700 < final_threshold 0.7
ObjectProperty,is measured by device,has geolocation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4116; levenshtein=0.2222; semantic=0.4480; sequence_match=0.2500,False,0.3699,False,top-3 avg score 0.3699 < final_threshold 0.7
ObjectProperty,has key performance indicator,billed water meter,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4776; levenshtein=0.2308; semantic=0.3921; sequence_match=0.1905,False,0.3668,False,top-3 avg score 0.3668 < final_threshold 0.7
ObjectProperty,has billing period,composed of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4667; levenshtein=0.1250; semantic=0.4010; sequence_match=0.2308,False,0.3661,False,top-3 avg score 0.3661 < final_threshold 0.7
ObjectProperty,feature is measured by device,has temporal setting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.2000; semantic=0.3460; sequence_match=0.2326,False,0.3657,False,top-3 avg score 0.3657 < final_threshold 0.7
ObjectProperty,isKPIOf,has tariff assignment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4273; levenshtein=0.1579; semantic=0.4363; sequence_match=0.2308,False,0.3648,False,top-3 avg score 0.3648 < final_threshold 0.7
ObjectProperty,has phenomenon time,defined for city,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4827; levenshtein=0.1765; semantic=0.3471; sequence_match=0.2581,False,0.3626,False,top-3 avg score 0.3626 < final_threshold 0.7
ObjectProperty,feature is measured by device,has billing event,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4394; levenshtein=0.1600; semantic=0.3363; sequence_match=0.3000,False,0.3586,False,top-3 avg score 0.3586 < final_threshold 0.7
ObjectProperty,isKPIOf,measured aspect,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.1429; semantic=0.4777; sequence_match=0.1905,False,0.3577,False,top-3 avg score 0.3577 < final_threshold 0.7
ObjectProperty,makes measurement,composed of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3847; levenshtein=0.1875; semantic=0.4984; sequence_match=0.1538,False,0.3569,False,top-3 avg score 0.3569 < final_threshold 0.7
ObjectProperty,isKPIOf,has measurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.0714; semantic=0.5657; sequence_match=0.0952,False,0.3552,False,top-3 avg score 0.3552 < final_threshold 0.7
ObjectProperty,isKPIOf,has temporal setting,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5317; levenshtein=0.1667; semantic=0.3669; sequence_match=0.0800,False,0.3551,False,top-3 avg score 0.3551 < final_threshold 0.7
ObjectProperty,isKPIOf,has actuator type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4730; levenshtein=0.1333; semantic=0.4105; sequence_match=0.1818,False,0.3551,False,top-3 avg score 0.3551 < final_threshold 0.7
ObjectProperty,is measured by device,has tariff assignment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4429; levenshtein=0.0526; semantic=0.3998; sequence_match=0.2162,False,0.353,False,top-3 avg score 0.3530 < final_threshold 0.7
ObjectProperty,isKPIOf,defined for city,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.4292; sequence_match=0.1905,False,0.352,False,top-3 avg score 0.3520 < final_threshold 0.7
ObjectProperty,isKPIOf,has billing event,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4317; levenshtein=0.1333; semantic=0.4376; sequence_match=0.1818,False,0.3504,False,top-3 avg score 0.3504 < final_threshold 0.7
ObjectProperty,feature is measured by device,has geolocation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3895; levenshtein=0.1600; semantic=0.4508; sequence_match=0.2051,False,0.3485,False,top-3 avg score 0.3485 < final_threshold 0.7
ObjectProperty,feature is measured by device,composed of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4333; levenshtein=0.1600; semantic=0.3915; sequence_match=0.1714,False,0.3321,False,top-3 avg score 0.3321 < final_threshold 0.7
ObjectProperty,isKPIOf,billed water meter,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4018; levenshtein=0.0625; semantic=0.4326; sequence_match=0.0870,False,0.3071,False,top-3 avg score 0.3071 < final_threshold 0.7
DatatypeProperty,has fabrication number,has fabrication number,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
DatatypeProperty,has firmware version,has firmware version,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
DatatypeProperty,has manufacturer,has manufacturer,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
DatatypeProperty,has model,has model,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
