role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,hasduty,hasduty,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasconstraint,hasconstraint,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,hasoperator,hasoperator,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0000,True,selected
property,consequence,hasconsequence,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8680; levenshtein=0.7857; semantic=0.9272; sequence_match=0.8800,False,0.8917,True,selected
property,haspermission,hasconsequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5745; levenshtein=0.2143; semantic=0.5176; sequence_match=0.3704,False,0.4875,False,top-3 avg score 0.4875 < final_threshold 0.6
property,hasconstraint,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5571; levenshtein=0.1538; semantic=0.5713; sequence_match=0.3333,False,0.4872,False,top-3 avg score 0.4872 < final_threshold 0.6
property,onlyone,hasrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.2857; semantic=0.5090; sequence_match=0.4286,False,0.4871,False,top-3 avg score 0.4871 < final_threshold 0.6
property,assignee,linkedto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.0000; semantic=0.5022; sequence_match=0.3750,False,0.4868,False,top-3 avg score 0.4868 < final_threshold 0.6
property,haspermission,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5531; levenshtein=0.2308; semantic=0.6055; sequence_match=0.3000,False,0.4862,False,top-3 avg score 0.4862 < final_threshold 0.6
property,consequence,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.3077; semantic=0.5613; sequence_match=0.4167,False,0.4859,False,top-3 avg score 0.4859 < final_threshold 0.6
property,handlepolicyconflicts,haslogicaloperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6207; levenshtein=0.3333; semantic=0.4217; sequence_match=0.4103,False,0.4842,False,top-3 avg score 0.4842 < final_threshold 0.6
property,scope,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5472; levenshtein=0.2500; semantic=0.5973; sequence_match=0.3077,False,0.4841,False,top-3 avg score 0.4841 < final_threshold 0.6
property,hasduty,haslogicaloperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5317; levenshtein=0.2222; semantic=0.6000; sequence_match=0.3200,False,0.4839,False,top-3 avg score 0.4839 < final_threshold 0.6
property,haspermission,expressesconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6109; levenshtein=0.2105; semantic=0.4653; sequence_match=0.3750,False,0.4837,False,top-3 avg score 0.4837 < final_threshold 0.6
property,obligation,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4952; levenshtein=0.1000; semantic=0.7193; sequence_match=0.2353,False,0.4833,False,top-3 avg score 0.4833 < final_threshold 0.6
property,haspermission,expresses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6538; levenshtein=0.3077; semantic=0.4310; sequence_match=0.3636,False,0.4828,False,top-3 avg score 0.4828 < final_threshold 0.6
property,function,hasconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6261; levenshtein=0.2308; semantic=0.5322; sequence_match=0.2857,False,0.4813,False,top-3 avg score 0.4813 < final_threshold 0.6
property,remedy,isexpressedby,sequence_match+jaro_winkler+semantic,jaro_winkler=0.4658; levenshtein=0.3846; semantic=0.4498; sequence_match=0.5263,False,0.4807,False,top-3 avg score 0.4807 < final_threshold 0.6
property,relation,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5492; levenshtein=0.2727; semantic=0.5766; sequence_match=0.3158,False,0.4806,False,top-3 avg score 0.4806 < final_threshold 0.6
property,obligation,haslogicaloperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.2222; semantic=0.4940; sequence_match=0.3571,False,0.4800,False,top-3 avg score 0.4800 < final_threshold 0.6
property,assigner,linkedto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.0000; semantic=0.4812; sequence_match=0.3750,False,0.4798,False,top-3 avg score 0.4798 < final_threshold 0.6
property,function,linkedto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5833; levenshtein=0.1250; semantic=0.4795; sequence_match=0.3750,False,0.4793,False,top-3 avg score 0.4793 < final_threshold 0.6
property,partof,hasright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4802; sequence_match=0.4286,False,0.4789,False,top-3 avg score 0.4789 < final_threshold 0.6
property,operand,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.3077; semantic=0.5766; sequence_match=0.4000,False,0.4788,False,top-3 avg score 0.4788 < final_threshold 0.6
property,haspermission,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.3077; semantic=0.4520; sequence_match=0.3810,False,0.4787,False,top-3 avg score 0.4787 < final_threshold 0.6
property,hasprohibition,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6151; levenshtein=0.2857; semantic=0.4557; sequence_match=0.3636,False,0.4782,False,top-3 avg score 0.4782 < final_threshold 0.6
property,andsequence,isexclusive,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5758; levenshtein=0.1818; semantic=0.4942; sequence_match=0.3636,False,0.4779,False,top-3 avg score 0.4779 < final_threshold 0.6
property,remedy,playedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.3750; semantic=0.4888; sequence_match=0.4286,False,0.4771,False,top-3 avg score 0.4771 < final_threshold 0.6
property,hasduty,playedby,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.2500; semantic=0.5404; sequence_match=0.4000,False,0.4768,False,top-3 avg score 0.4768 < final_threshold 0.6
property,consequence,isexclusive,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5697; levenshtein=0.1818; semantic=0.4953; sequence_match=0.3636,False,0.4762,False,top-3 avg score 0.4762 < final_threshold 0.6
property,assignee,hasoperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5492; levenshtein=0.1818; semantic=0.5627; sequence_match=0.3158,False,0.4759,False,top-3 avg score 0.4759 < final_threshold 0.6
property,andsequence,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1818; semantic=0.5214; sequence_match=0.3333,False,0.4739,False,top-3 avg score 0.4739 < final_threshold 0.6
property,hasduty,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.6410; sequence_match=0.2667,False,0.4732,False,top-3 avg score 0.4732 < final_threshold 0.6
property,obligation,hasright,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.2000; semantic=0.5357; sequence_match=0.3333,False,0.4730,False,top-3 avg score 0.4730 < final_threshold 0.6
property,scope,playedby,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5500; levenshtein=0.1250; semantic=0.5593; sequence_match=0.3077,False,0.4723,False,top-3 avg score 0.4723 < final_threshold 0.6
property,inheritsfrom,isexpressedby,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5470; levenshtein=0.2308; semantic=0.5492; sequence_match=0.3200,False,0.4721,False,top-3 avg score 0.4721 < final_threshold 0.6
property,relation,hasoperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.2727; semantic=0.5395; sequence_match=0.4211,False,0.4717,False,top-3 avg score 0.4717 < final_threshold 0.6
property,partof,hasoperator,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5101; levenshtein=0.3636; semantic=0.4330; sequence_match=0.4706,False,0.4712,False,top-3 avg score 0.4712 < final_threshold 0.6
property,remedy,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.5653; sequence_match=0.3077,False,0.4709,False,top-3 avg score 0.4709 < final_threshold 0.6
property,failure,violates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6071; levenshtein=0.2500; semantic=0.5385; sequence_match=0.2667,False,0.4708,False,top-3 avg score 0.4708 < final_threshold 0.6
property,and,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.7193; levenshtein=0.1579; semantic=0.4186; sequence_match=0.2727,False,0.4702,False,top-3 avg score 0.4702 < final_threshold 0.6
property,operand,haslogicaloperator,semantic+sequence_match+jaro_winkler,jaro_winkler=0.2989; levenshtein=0.2778; semantic=0.7116; sequence_match=0.4000,False,0.4702,False,top-3 avg score 0.4702 < final_threshold 0.6
property,hasprohibition,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5767; levenshtein=0.2857; semantic=0.4847; sequence_match=0.3478,False,0.4697,False,top-3 avg score 0.4697 < final_threshold 0.6
property,handlepolicyconflicts,hasconsequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5258; levenshtein=0.2381; semantic=0.5400; sequence_match=0.3429,False,0.4696,False,top-3 avg score 0.4696 < final_threshold 0.6
property,inheritrelation,hasright,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.2000; semantic=0.5457; sequence_match=0.3478,False,0.4664,False,top-3 avg score 0.4664 < final_threshold 0.6
property,remedy,expresses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.2222; semantic=0.4982; sequence_match=0.4000,False,0.4661,False,top-3 avg score 0.4661 < final_threshold 0.6
property,scope,expressesconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6211; levenshtein=0.1579; semantic=0.5264; sequence_match=0.2500,False,0.4658,False,top-3 avg score 0.4658 < final_threshold 0.6
property,assigner,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.1818; semantic=0.5382; sequence_match=0.4211,False,0.4658,False,top-3 avg score 0.4658 < final_threshold 0.6
property,handlepolicyconflicts,hasduty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.1905; semantic=0.5227; sequence_match=0.2857,False,0.4653,False,top-3 avg score 0.4653 < final_threshold 0.6
property,operand,expressesconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5107; levenshtein=0.2632; semantic=0.5735; sequence_match=0.3077,False,0.4640,False,top-3 avg score 0.4640 < final_threshold 0.6
property,hasaction,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1111; semantic=0.5022; sequence_match=0.3333,False,0.4637,False,top-3 avg score 0.4637 < final_threshold 0.6
property,operand,isexpressedby,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5430; levenshtein=0.2308; semantic=0.5475; sequence_match=0.3000,False,0.4635,False,top-3 avg score 0.4635 < final_threshold 0.6
property,assignee,haslogicaloperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5676; levenshtein=0.2222; semantic=0.5146; sequence_match=0.3077,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.6
property,hasduty,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.0909; semantic=0.4894; sequence_match=0.3333,False,0.4633,False,top-3 avg score 0.4633 < final_threshold 0.6
property,target,hasduty,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5397; levenshtein=0.2857; semantic=0.5640; sequence_match=0.1538,False,0.4631,False,top-3 avg score 0.4631 < final_threshold 0.6
property,or,hasoperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5303; levenshtein=0.1818; semantic=0.5511; sequence_match=0.3077,False,0.4630,False,top-3 avg score 0.4630 < final_threshold 0.6
property,inheritrelation,haslogicaloperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4926; levenshtein=0.2222; semantic=0.5322; sequence_match=0.3636,False,0.4628,False,top-3 avg score 0.4628 < final_threshold 0.6
property,consequence,hasremedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5354; levenshtein=0.1818; semantic=0.5526; sequence_match=0.3000,False,0.4627,False,top-3 avg score 0.4627 < final_threshold 0.6
property,relation,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5365; levenshtein=0.1538; semantic=0.5654; sequence_match=0.2857,False,0.4626,False,top-3 avg score 0.4626 < final_threshold 0.6
property,partof,hastype,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5397; levenshtein=0.2857; semantic=0.5621; sequence_match=0.1538,False,0.4625,False,top-3 avg score 0.4625 < final_threshold 0.6
property,assignee,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.6074; sequence_match=0.2667,False,0.4620,False,top-3 avg score 0.4620 < final_threshold 0.6
property,hasprohibition,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5274; levenshtein=0.1429; semantic=0.6763; sequence_match=0.1818,False,0.4618,False,top-3 avg score 0.4618 < final_threshold 0.6
property,relation,hasrole,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.1250; semantic=0.5949; sequence_match=0.2667,False,0.4618,False,top-3 avg score 0.4618 < final_threshold 0.6
property,obligation,hasoperator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5045; levenshtein=0.1818; semantic=0.4996; sequence_match=0.3810,False,0.4617,False,top-3 avg score 0.4617 < final_threshold 0.6
property,targetpolicy,ispartof,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6139; levenshtein=0.1667; semantic=0.3707; sequence_match=0.4000,False,0.4615,False,top-3 avg score 0.4615 < final_threshold 0.6
property,hasaction,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.3333; semantic=0.4668; sequence_match=0.3529,False,0.4615,False,top-3 avg score 0.4615 < final_threshold 0.6
property,target,hasoperator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5934; levenshtein=0.2727; semantic=0.5162; sequence_match=0.2353,False,0.4608,False,top-3 avg score 0.4608 < final_threshold 0.6
property,hasoperator,expressesconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5494; levenshtein=0.2105; semantic=0.4981; sequence_match=0.3333,False,0.4603,False,top-3 avg score 0.4603 < final_threshold 0.6
property,hasconstraint,activatesuponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6079; levenshtein=0.1818; semantic=0.4288; sequence_match=0.3429,False,0.4599,False,top-3 avg score 0.4599 < final_threshold 0.6
property,scope,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1250; semantic=0.5186; sequence_match=0.3077,False,0.4588,False,top-3 avg score 0.4588 < final_threshold 0.6
property,consequence,isexpressedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1538; semantic=0.4857; sequence_match=0.3333,False,0.4587,False,top-3 avg score 0.4587 < final_threshold 0.6
property,inheritrelation,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5293; levenshtein=0.2667; semantic=0.5377; sequence_match=0.3077,False,0.4582,False,top-3 avg score 0.4582 < final_threshold 0.6
property,targetpolicy,hasremedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5926; levenshtein=0.2500; semantic=0.3996; sequence_match=0.3810,False,0.4577,False,top-3 avg score 0.4577 < final_threshold 0.6
property,or,isremedyfor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5303; levenshtein=0.1818; semantic=0.5350; sequence_match=0.3077,False,0.4577,False,top-3 avg score 0.4577 < final_threshold 0.6
property,hasaction,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5354; levenshtein=0.1818; semantic=0.5366; sequence_match=0.3000,False,0.4573,False,top-3 avg score 0.4573 < final_threshold 0.6
property,target,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.1250; semantic=0.5718; sequence_match=0.2857,False,0.4571,False,top-3 avg score 0.4571 < final_threshold 0.6
property,operand,specifies,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.2222; semantic=0.6158; sequence_match=0.2500,False,0.4562,False,top-3 avg score 0.4562 < final_threshold 0.6
property,or,hasrole,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.5974; sequence_match=0.2222,False,0.4558,False,top-3 avg score 0.4558 < final_threshold 0.6
property,assignee,isexpressedby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6032; levenshtein=0.2308; semantic=0.4769; sequence_match=0.2857,False,0.4553,False,top-3 avg score 0.4553 < final_threshold 0.6
property,hasoperator,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.1818; semantic=0.5299; sequence_match=0.3000,False,0.4551,False,top-3 avg score 0.4551 < final_threshold 0.6
property,target,playedby,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1250; semantic=0.5503; sequence_match=0.2857,False,0.4546,False,top-3 avg score 0.4546 < final_threshold 0.6
property,assigner,hasremedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.4398; sequence_match=0.3529,False,0.4541,False,top-3 avg score 0.4541 < final_threshold 0.6
property,assignee,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5537; sequence_match=0.2353,False,0.4528,False,top-3 avg score 0.4528 < final_threshold 0.6
property,scope,expresses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5407; levenshtein=0.1111; semantic=0.5319; sequence_match=0.2857,False,0.4528,False,top-3 avg score 0.4528 < final_threshold 0.6
property,failure,hastype,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5238; levenshtein=0.2857; semantic=0.5476; sequence_match=0.2857,False,0.4524,False,top-3 avg score 0.4524 < final_threshold 0.6
property,inheritrelation,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6495; levenshtein=0.1579; semantic=0.5307; sequence_match=0.1765,False,0.4523,False,top-3 avg score 0.4523 < final_threshold 0.6
property,target,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.2308; semantic=0.5450; sequence_match=0.3158,False,0.4522,False,top-3 avg score 0.4522 < final_threshold 0.6
property,haspermission,isexclusive,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4738; levenshtein=0.3077; semantic=0.5464; sequence_match=0.3333,False,0.4512,False,top-3 avg score 0.4512 < final_threshold 0.6
property,consequence,hasnestedconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5093; levenshtein=0.2105; semantic=0.5097; sequence_match=0.3333,False,0.4508,False,top-3 avg score 0.4508 < final_threshold 0.6
property,function,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5733; sequence_match=0.2667,False,0.4506,False,top-3 avg score 0.4506 < final_threshold 0.6
property,handlepolicyconflicts,hasrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5841; levenshtein=0.1905; semantic=0.4815; sequence_match=0.2857,False,0.4504,False,top-3 avg score 0.4504 < final_threshold 0.6
property,scope,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5868; levenshtein=0.1579; semantic=0.5144; sequence_match=0.2500,False,0.4504,False,top-3 avg score 0.4504 < final_threshold 0.6
property,inheritrelation,ispartof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5250; levenshtein=0.2667; semantic=0.4773; sequence_match=0.3478,False,0.4500,False,top-3 avg score 0.4500 < final_threshold 0.6
property,assigner,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.2222; semantic=0.5437; sequence_match=0.2353,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.6
property,scope,violates,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5500; levenshtein=0.2500; semantic=0.5484; sequence_match=0.1538,False,0.4495,False,top-3 avg score 0.4495 < final_threshold 0.6
property,operand,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5690; sequence_match=0.2667,False,0.4492,False,top-3 avg score 0.4492 < final_threshold 0.6
property,failure,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.0000; semantic=0.4454; sequence_match=0.3333,False,0.4486,False,top-3 avg score 0.4486 < final_threshold 0.6
property,consequence,expressesconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5093; levenshtein=0.2105; semantic=0.5031; sequence_match=0.3333,False,0.4486,False,top-3 avg score 0.4486 < final_threshold 0.6
property,or,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5256; levenshtein=0.1538; semantic=0.5534; sequence_match=0.2667,False,0.4486,False,top-3 avg score 0.4486 < final_threshold 0.6
property,inheritsfrom,violates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.0833; semantic=0.5173; sequence_match=0.3000,False,0.4484,False,top-3 avg score 0.4484 < final_threshold 0.6
property,inheritsfrom,supports,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1667; semantic=0.5034; sequence_match=0.3000,False,0.4484,False,top-3 avg score 0.4484 < final_threshold 0.6
property,onlyone,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.1429; semantic=0.5353; sequence_match=0.2857,False,0.4483,False,top-3 avg score 0.4483 < final_threshold 0.6
property,inheritsfrom,isremedyfor,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5707; levenshtein=0.3333; semantic=0.4407; sequence_match=0.2609,False,0.4483,False,top-3 avg score 0.4483 < final_threshold 0.6
property,scope,isexpressedby,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4991; levenshtein=0.2308; semantic=0.5116; sequence_match=0.3333,False,0.4480,False,top-3 avg score 0.4480 < final_threshold 0.6
property,operand,violates,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5650; sequence_match=0.2667,False,0.4479,False,top-3 avg score 0.4479 < final_threshold 0.6
property,assigner,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5638; sequence_match=0.2667,False,0.4474,False,top-3 avg score 0.4474 < final_threshold 0.6
property,andsequence,hasrole,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5671; levenshtein=0.1818; semantic=0.4419; sequence_match=0.3333,False,0.4474,False,top-3 avg score 0.4474 < final_threshold 0.6
property,hasprohibition,expressesconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5276; levenshtein=0.1579; semantic=0.5720; sequence_match=0.2424,False,0.4473,False,top-3 avg score 0.4473 < final_threshold 0.6
property,hasoperator,isremedyfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5697; levenshtein=0.2727; semantic=0.4076; sequence_match=0.3636,False,0.4470,False,top-3 avg score 0.4470 < final_threshold 0.6
property,inheritrelation,violates,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.2667; semantic=0.4732; sequence_match=0.3478,False,0.4468,False,top-3 avg score 0.4468 < final_threshold 0.6
property,scope,hasremedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5407; levenshtein=0.2222; semantic=0.5127; sequence_match=0.2857,False,0.4464,False,top-3 avg score 0.4464 < final_threshold 0.6
property,targetpolicy,activatesuponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5715; levenshtein=0.2273; semantic=0.4130; sequence_match=0.3529,False,0.4458,False,top-3 avg score 0.4458 < final_threshold 0.6
property,onlyone,hasconsequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.2857; semantic=0.4194; sequence_match=0.3810,False,0.4454,False,top-3 avg score 0.4454 < final_threshold 0.6
property,failure,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.4553; sequence_match=0.3750,False,0.4443,False,top-3 avg score 0.4443 < final_threshold 0.6
property,obligation,hasconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5760; sequence_match=0.2609,False,0.4439,False,top-3 avg score 0.4439 < final_threshold 0.6
property,partof,activatesuponfailureof,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6202; levenshtein=0.2273; semantic=0.3531; sequence_match=0.3571,False,0.4435,False,top-3 avg score 0.4435 < final_threshold 0.6
property,inheritsfrom,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5516; levenshtein=0.1667; semantic=0.5683; sequence_match=0.2105,False,0.4435,False,top-3 avg score 0.4435 < final_threshold 0.6
property,relation,hasnestedconstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4961; levenshtein=0.1579; semantic=0.5374; sequence_match=0.2963,False,0.4432,False,top-3 avg score 0.4432 < final_threshold 0.6
property,hasoperator,activatesuponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5720; levenshtein=0.2273; semantic=0.4533; sequence_match=0.3030,False,0.4428,False,top-3 avg score 0.4428 < final_threshold 0.6
property,hasconstraint,specifies,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.1538; semantic=0.5535; sequence_match=0.2727,False,0.4423,False,top-3 avg score 0.4423 < final_threshold 0.6
property,function,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5627; levenshtein=0.2105; semantic=0.4676; sequence_match=0.2963,False,0.4422,False,top-3 avg score 0.4422 < final_threshold 0.6
property,relation,hasduty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.0000; semantic=0.5478; sequence_match=0.2667,False,0.4421,False,top-3 avg score 0.4421 < final_threshold 0.6
property,failure,supports,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.5475; sequence_match=0.2667,False,0.4420,False,top-3 avg score 0.4420 < final_threshold 0.6
property,or,hasright,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5417; levenshtein=0.1250; semantic=0.5840; sequence_match=0.2000,False,0.4419,False,top-3 avg score 0.4419 < final_threshold 0.6
property,handlepolicyconflicts,hastype,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5841; levenshtein=0.1429; semantic=0.5264; sequence_match=0.2143,False,0.4416,False,top-3 avg score 0.4416 < final_threshold 0.6
property,target,linkedto,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.5457; sequence_match=0.1429,False,0.4412,False,top-3 avg score 0.4412 < final_threshold 0.6
property,inheritsfrom,specifies,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5241; levenshtein=0.2500; semantic=0.5119; sequence_match=0.2857,False,0.4406,False,top-3 avg score 0.4406 < final_threshold 0.6
property,andsequence,hasnestedconstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5911; levenshtein=0.2632; semantic=0.3970; sequence_match=0.3333,False,0.4405,False,top-3 avg score 0.4405 < final_threshold 0.6
property,inheritsfrom,haslogicaloperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4315; levenshtein=0.1667; semantic=0.5563; sequence_match=0.3333,False,0.4404,False,top-3 avg score 0.4404 < final_threshold 0.6
property,function,activatesuponfailureof,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5076; levenshtein=0.1818; semantic=0.4801; sequence_match=0.3333,False,0.4404,False,top-3 avg score 0.4404 < final_threshold 0.6
